Species,Area,Units,Country,2014,2013,2012,2011,2010,2009,2008,2007,2006,,,,,,,,,,,,
DAB,27.7.D,TLW,BE,149,197,110,162,158,159,147,147,160,,,,,,,,,,,,
DAB,27.7.E,TLW,BE,1,4,6,7,3,5,2,2,3,,,,,,,,,,,,
DAB,27.7.F,TLW,BE,20,35,31,27,23,24,13,20,16,,,,,,,,,,,,
DAB,27.7.G,TLW,BE,5,13,14,17,20,23,21,13,23,,,,,,,,,,,,
DAB,27.7.H,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DAB,27.7.J,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DAB,27.7.J.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DAB,27.8,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DAB,27.8.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DAB,27.8.B,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DAB,27.8.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.3,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.3.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.4,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.4.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.4.B,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.4.C,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.5,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.5.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.5.A.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.6,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.6.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.7,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.7.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.7.D,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.7.E,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.7.F,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.7.G,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.7.H,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.7.J,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.7.J.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.8,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.8.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.8.B,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGH,27.8.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27,TLW,BE,0,0,0,3,1,6,11,10,17,,,,,,,,,,,,
DGS,27.1,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.1.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.2,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.2.B,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.2.B.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.3,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.3.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.4,TLW,BE,0,0,0,0,0,1,2,2,2,,,,,,,,,,,,
DGS,27.4.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.4.B,TLW,BE,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,
DGS,27.4.C,TLW,BE,0,0,0,0,0,1,1,1,1,,,,,,,,,,,,
DGS,27.5,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.5.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.5.A.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.5.B,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.5.B.1,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.5.B.1.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.6,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.6.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.7,TLW,BE,0,0,0,3,1,5,9,8,15,,,,,,,,,,,,
DGS,27.7.A,TLW,BE,0,0,0,0,0,0,2,3,7,,,,,,,,,,,,
DGS,27.7.D,TLW,BE,0,0,0,3,0,0,0,0,1,,,,,,,,,,,,
DGS,27.7.E,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.7.F,TLW,BE,0,0,0,0,0,0,1,0,2,,,,,,,,,,,,
DGS,27.7.G,TLW,BE,0,0,0,0,0,4,6,5,5,,,,,,,,,,,,
DGS,27.7.J,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.7.J.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.8,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.8.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.8.B,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGS,27.8.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGZ,27,TLW,BE,0,0,0,0,0,0,521,478,503,,,,,,,,,,,,
DGZ,27.4,TLW,BE,0,0,0,0,0,0,143,102,101,,,,,,,,,,,,
DGZ,27.4.B,TLW,BE,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,
DGZ,27.4.C,TLW,BE,0,0,0,0,0,0,141,101,100,,,,,,,,,,,,
DGZ,27.7,TLW,BE,0,0,0,0,0,0,359,363,389,,,,,,,,,,,,
DGZ,27.7.A,TLW,BE,0,0,0,0,0,0,37,63,80,,,,,,,,,,,,
DGZ,27.7.B,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DGZ,27.7.D,TLW,BE,0,0,0,0,0,0,194,163,163,,,,,,,,,,,,
DGZ,27.7.E,TLW,BE,0,0,0,0,0,0,23,28,23,,,,,,,,,,,,
DGZ,27.7.F,TLW,BE,0,0,0,0,0,0,47,49,37,,,,,,,,,,,,
DGZ,27.7.G,TLW,BE,0,0,0,0,0,0,59,60,85,,,,,,,,,,,,
DGZ,27.7.H,TLW,BE,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
DGZ,27.8,TLW,BE,0,0,0,0,0,0,18,13,13,,,,,,,,,,,,
DGZ,27.8.A,TLW,BE,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,
DGZ,27.8.B,TLW,BE,0,0,0,0,0,0,18,12,12,,,,,,,,,,,,
DIA,27,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DIA,27.4,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DIA,27.4.C,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DPX,27,TLW,BE,11,95,214,225,254,276,273,343,366,,,,,,,,,,,,
DPX,27.1,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DPX,27.1.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DPX,27.2,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DPX,27.2.B,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DPX,27.2.B.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DPX,27.3,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DPX,27.3.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DPX,27.4,TLW,BE,6,13,19,17,31,43,30,27,30,,,,,,,,,,,,
DPX,27.4.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DPX,27.4.B,TLW,BE,1,1,4,3,10,17,5,10,5,,,,,,,,,,,,
DPX,27.4.C,TLW,BE,4,12,15,14,22,27,25,17,26,,,,,,,,,,,,
DPX,27.5,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DPX,27.5.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DPX,27.5.A.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DPX,27.6,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DPX,27.6.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DPX,27.6.B,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DPX,27.6.B.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DPX,27.7,TLW,BE,5,79,183,200,207,214,230,299,318,,,,,,,,,,,,
DPX,27.7.A,TLW,BE,0,1,14,10,11,5,7,14,12,,,,,,,,,,,,
DPX,27.7.D,TLW,BE,4,50,70,81,88,109,123,177,200,,,,,,,,,,,,
DPX,27.7.E,TLW,BE,0,3,16,5,7,6,10,14,10,,,,,,,,,,,,
DPX,27.7.F,TLW,BE,1,12,32,27,26,31,35,41,32,,,,,,,,,,,,
DPX,27.7.G,TLW,BE,0,12,51,77,75,63,54,53,64,,,,,,,,,,,,
DPX,27.7.H,TLW,BE,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
DPX,27.7.J,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DPX,27.7.J.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
DPX,27.8,TLW,BE,0,3,13,9,16,18,13,17,18,,,,,,,,,,,,
DPX,27.8.A,TLW,BE,0,0,2,2,1,3,1,3,4,,,,,,,,,,,,
DPX,27.8.B,TLW,BE,0,3,11,7,14,15,12,14,14,,,,,,,,,,,,
DPX,27.8.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ELE,27,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ELE,27.4,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ELE,27.4.C,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.1,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.1.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.2,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.2.B,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.2.B.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.4,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.4.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.4.B,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.4.C,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.5,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.5.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.5.A.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.6,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.6.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.7,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.7.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.7.F,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FLE,27,TLW,BE,379,387,401,322,299,325,346,343,227,,,,,,,,,,,,
FLE,27.4,TLW,BE,376,346,348,262,251,272,306,298,168,,,,,,,,,,,,
FLE,27.4.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FLE,27.4.B,TLW,BE,1,0,2,1,3,5,26,9,15,,,,,,,,,,,,
FLE,27.4.C,TLW,BE,375,346,346,261,247,267,280,289,152,,,,,,,,,,,,
FLE,27.5,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FLE,27.5.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FLE,27.5.A.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FLE,27.6,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FLE,27.6.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FLE,27.7,TLW,BE,4,40,52,60,48,53,40,45,59,,,,,,,,,,,,
FLE,27.7.A,TLW,BE,0,2,16,5,7,11,9,9,13,,,,,,,,,,,,
FLE,27.7.D,TLW,BE,2,34,32,53,36,36,30,35,45,,,,,,,,,,,,
FLE,27.7.E,TLW,BE,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,
FLE,27.7.F,TLW,BE,1,4,4,1,5,5,1,1,1,,,,,,,,,,,,
FLE,27.7.G,TLW,BE,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
FLE,27.7.H,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FLE,27.7.J,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FLE,27.7.J.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FLE,27.8,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FLE,27.8.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FLE,27.8.B,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.1,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.1.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.4,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.4.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.4.B,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.4.C,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.5,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.5.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.5.A.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.6,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.6.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.7,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.7.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.7.D,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GAD,27.7.F,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27,TLW,BE,65,97,103,63,43,30,21,21,25,,,,,,,,,,,,
GUG,27.3,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27.3.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27.4,TLW,BE,35,30,49,26,14,15,8,11,10,,,,,,,,,,,,
GUG,27.4.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27.4.B,TLW,BE,22,20,42,22,11,12,7,10,9,,,,,,,,,,,,
GUG,27.4.C,TLW,BE,13,10,7,4,3,3,1,1,1,,,,,,,,,,,,
GUG,27.5,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27.5.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27.5.A.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27.6,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27.6.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27.7,TLW,BE,17,46,34,29,20,11,10,8,13,,,,,,,,,,,,
GUG,27.7.A,TLW,BE,1,2,1,1,1,1,0,0,0,,,,,,,,,,,,
GUG,27.7.D,TLW,BE,7,23,11,11,6,1,1,3,8,,,,,,,,,,,,
GUG,27.7.E,TLW,BE,0,2,2,3,2,0,0,0,0,,,,,,,,,,,,
GUG,27.7.F,TLW,BE,3,9,7,5,4,3,3,2,2,,,,,,,,,,,,
GUG,27.7.G,TLW,BE,5,11,14,9,7,7,4,2,2,,,,,,,,,,,,
GUG,27.7.H,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27.8,TLW,BE,14,21,20,9,8,3,3,3,3,,,,,,,,,,,,
GUG,27.8.A,TLW,BE,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
GUG,27.8.B,TLW,BE,14,21,19,9,8,3,3,2,2,,,,,,,,,,,,
GUG,27.8.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUR,27,TLW,BE,263,288,306,306,237,227,352,328,313,,,,,,,,,,,,
GUR,27.3,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUR,27.3.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUR,27.4,TLW,BE,10,3,5,5,7,28,26,33,31,,,,,,,,,,,,
GUR,27.4.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUR,27.4.B,TLW,BE,5,0,0,1,0,11,11,23,16,,,,,,,,,,,,
GUR,27.4.C,TLW,BE,5,3,5,4,7,17,15,10,15,,,,,,,,,,,,
GUR,27.6,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUR,27.6.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUR,27.7,TLW,BE,252,283,299,300,227,197,325,294,281,,,,,,,,,,,,
GUR,27.7.A,TLW,BE,2,6,7,11,13,3,5,7,10,,,,,,,,,,,,
GUR,27.7.D,TLW,BE,212,180,184,215,159,153,223,191,171,,,,,,,,,,,,
GUR,27.7.E,TLW,BE,4,34,59,40,34,21,60,62,73,,,,,,,,,,,,
GUR,27.7.F,TLW,BE,29,41,37,24,14,14,33,24,21,,,,,,,,,,,,
GUR,27.7.G,TLW,BE,4,22,11,10,8,6,4,9,6,,,,,,,,,,,,
GUR,27.7.H,TLW,BE,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
GUR,27.8,TLW,BE,2,1,2,1,3,2,2,1,1,,,,,,,,,,,,
GUR,27.8.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUR,27.8.B,TLW,BE,1,1,1,1,3,2,2,1,1,,,,,,,,,,,,
GUR,27.8.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27,TLW,BE,730,624,671,438,448,436,0,0,0,,,,,,,,,,,,
GUU,27.2,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.2.B,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.2.B.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.3,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.3.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.4,TLW,BE,183,116,148,77,79,83,0,0,0,,,,,,,,,,,,
GUU,27.4.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.4.B,TLW,BE,43,28,109,27,14,11,0,0,0,,,,,,,,,,,,
GUU,27.4.C,TLW,BE,140,87,39,50,64,72,0,0,0,,,,,,,,,,,,
GUU,27.5,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.5.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.5.A.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.5.B,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.5.B.1,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.5.B.1.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.6,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.6.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.7,TLW,BE,529,492,513,353,365,346,0,0,0,,,,,,,,,,,,
GUU,27.7.A,TLW,BE,3,10,21,17,13,21,0,0,0,,,,,,,,,,,,
GUU,27.7.D,TLW,BE,496,380,350,255,286,272,0,0,0,,,,,,,,,,,,
GUU,27.7.E,TLW,BE,6,44,54,34,29,18,0,0,0,,,,,,,,,,,,
GUU,27.7.F,TLW,BE,15,30,48,24,23,21,0,0,0,,,,,,,,,,,,
GUU,27.7.G,TLW,BE,9,28,41,22,14,14,0,0,0,,,,,,,,,,,,
GUU,27.7.H,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.7.J,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.7.J.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.8,TLW,BE,19,16,9,9,5,8,0,0,0,,,,,,,,,,,,
GUU,27.8.A,TLW,BE,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
GUU,27.8.B,TLW,BE,18,16,9,9,5,7,0,0,0,,,,,,,,,,,,
GUU,27.8.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUX,27,TLW,BE,0,0,0,0,0,0,553,688,568,,,,,,,,,,,,
GUX,27.4,TLW,BE,0,0,0,0,0,0,82,66,70,,,,,,,,,,,,
GUX,27.4.B,TLW,BE,0,0,0,0,0,0,11,15,14,,,,,,,,,,,,
GUX,27.4.C,TLW,BE,0,0,0,0,0,0,71,51,56,,,,,,,,,,,,
GUX,27.7,TLW,BE,0,0,0,0,0,0,465,616,491,,,,,,,,,,,,
GUX,27.7.A,TLW,BE,0,0,0,0,0,0,18,22,51,,,,,,,,,,,,
GUX,27.7.D,TLW,BE,0,0,0,0,0,0,389,528,384,,,,,,,,,,,,
GUX,27.7.E,TLW,BE,0,0,0,0,0,0,23,28,24,,,,,,,,,,,,
GUX,27.7.F,TLW,BE,0,0,0,0,0,0,23,25,17,,,,,,,,,,,,
GUX,27.7.G,TLW,BE,0,0,0,0,0,0,13,14,14,,,,,,,,,,,,
GUX,27.7.H,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUX,27.8,TLW,BE,0,0,0,0,0,0,6,6,7,,,,,,,,,,,,
GUX,27.8.A,TLW,BE,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,
GUX,27.8.B,TLW,BE,0,0,0,0,0,0,6,5,6,,,,,,,,,,,,
HAD,27,TLW,BE,206,259,327,335,259,246,236,328,229,,,,,,,,,,,,
HAD,27.1,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.1.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.2,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.2.B,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.2.B.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.3,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.3.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.4,TLW,BE,98,78,78,106,78,108,112,178,106,,,,,,,,,,,,
HAD,27.4.A,TLW,BE,0,3,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.4.B,TLW,BE,97,74,77,100,76,99,101,177,105,,,,,,,,,,,,
HAD,27.4.C,TLW,BE,1,1,1,6,2,9,12,2,0,,,,,,,,,,,,
HAD,27.5,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.5.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.5.A.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.5.B,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.5.B.1,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.5.B.1.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.6,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.6.A,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.6.B,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.6.B.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.7,TLW,BE,107,181,249,229,181,138,124,150,123,,,,,,,,,,,,
HAD,27.7.A,TLW,BE,7,6,13,16,9,7,15,30,23,,,,,,,,,,,,
HAD,27.7.B,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.7.D,TLW,BE,1,1,4,2,2,1,0,1,1,,,,,,,,,,,,
HAD,27.7.E,TLW,BE,1,5,14,16,4,3,1,1,1,,,,,,,,,,,,
HAD,27.7.F,TLW,BE,64,65,81,66,72,62,66,71,52,,,,,,,,,,,,
HAD,27.7.G,TLW,BE,34,103,136,129,93,66,41,47,46,,,,,,,,,,,,
HAD,27.7.H,TLW,BE,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,
HAD,27.7.J,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.7.J.NK,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.8,TLW,BE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
