id,latitude,longitude,level,name,status
aime1238,-6.68656,142.656,language,Aimele,safe
aimo1244,24.6437,94.3556,language,Aimol,critically endangered
ainb1238,-3.09214,141.149,language,Ainbai,severely endangered
ainu1240,43.633654,142.46167,language,Hokkaido Ainu,critically endangered
ainu1251,39.2714,76.4209,language,Ainu (China),safe
aiom1240,-5.13467,144.765,language,Aiome,safe
airo1242,-1.8522,138.158,language,Airoran,safe
aito1238,26.5145,92.3169,language,Aiton,severely endangered
ajab1235,7.06634,1.64992,language,Aja (Benin),safe
ajas1235,8.58003,25.6122,language,Aja (Sudan),critically endangered
ajaw1236,10.21,9.89205,language,Ajawa,extinct
ajie1238,-21.3029,165.468,language,Ajië,safe
ajyi1238,-9.82364,-74.61947,language,Ajyíninka Apurucayali,vulnerable
akaa1242,11.2101,33.6524,language,Aka,critically endangered
akab1248,12.3629,92.8011,language,Aka-Bo,extinct
akab1249,12.3782,92.7818,language,Aka-Bea,extinct
akac1240,13.49086,92.94855,language,Aka-Cari,extinct
akaj1239,13.1525,92.9504,language,Aka-Jeru,extinct
akak1251,12.0944,92.7466,language,Aka-Kora,extinct
akak1252,12.8494,92.8227,language,Aka-Kede,extinct
akak1253,12.73253,92.78661,language,Aka-Kol,extinct
akan1250,6.34756,-1.33254,language,Akan,safe
akar1243,12.6663,92.8278,language,Akar-Bale,extinct
akas1242,8.8858,1.37035,language,Akaselem,safe
akaw1239,6.16277,-60.862,language,Akawaio,vulnerable
akeb1238,7.78365,0.77668,language,Akebu,safe
akee1238,8.59543,8.75768,language,Ake,safe
akei1237,-15.6377,166.767,language,Akei,safe
akha1245,21.2309,100.964,language,Akha,safe
akhv1239,42.4003,46.3037,language,Akhvakh,definitely endangered
akka1237,67.8625,32.4046,language,Akkala Sami,extinct
akkk1240,-3.57026,141.784,language,Ak,severely endangered
akla1241,11.5543,122.354,language,Aklanon,safe
akol1237,-6.22711,150.182,language,Akolet,safe
akoo1248,4.9243,9.65522,language,Akoose,safe
akoy1238,-7.66067,145.669,language,Akoye,safe
akpa1238,7.32586,8.01629,language,Akpa,safe
akpe1248,7.50256,5.95559,language,Akpes,safe
akpo1243,9.235232,8.545454,language,Akpondu,extinct
akru1241,-4.88687,144.821,language,Chini,safe
akuk1235,7.40354,6.34264,language,Akuku,safe
akum1238,6.85716,9.96261,language,Akum,critically endangered
akun1241,-12.8322,-60.9716,language,Akuntsu,safe
akur1238,3.19607,-55.6294,language,Akurio,critically endangered
akwa1248,-0.39897,15.4623,language,Akwa,safe
alab1237,30.76738,-94.62848,language,Alabama,definitely endangered
alab1246,14.1217,122.014,language,Alabat Island Agta,critically endangered
alab1254,7.39014,38.1732,language,Alaba-K'abeena,safe
alac1239,-54.788017,-70.140381,language,Alacalufe-Austral,extinct
alac1240,-53.435719,-71.04126,language,Alacalufe-Central,extinct
alac1244,17.4944,-98.4674,language,Alacatlatzala Mixtec,safe
alag1242,8.34986,8.52085,language,Alago,safe
alag1248,-4.64148,35.7231,language,Alagwa,safe
alak1253,15.5565,106.597,language,Alak,safe
alam1246,-4.66307,143.316,language,Alamblak,safe
alan1249,13.0982,121.022,language,Alangan,safe
alap1235,-12.329886,-59.996702,language,Alapmunte,extinct
alaw1244,-15.5458,134.282,language,Alawa,critically endangered
alba1269,13.1989,123.49,language,Inland-Buhi-Daraga Bikol,safe
alco1235,17.3687,-98.3969,language,Alcozauca Mixtec,safe
aleg1238,6.59423,9.00394,language,Alege,safe
alek1238,-6.03901,145.387,language,Alekano,safe
aleu1260,52.1228,-174.29,language,Aleut,critically endangered
alge1235,36.4762,3.5462,language,Algerian Sign Language,safe
alge1239,35.4208,3.23033,language,Algerian Arabic,safe
alge1240,20.8884,4.80626,language,Algerian Saharan Arabic,safe
algo1255,47.3876,-77.5258,language,Algonquin,severely endangered
alii1240,4.60014,18.0352,language,Ali,safe
alla1247,11.0803,76.6593,language,Allar,safe
alla1248,5.22371,-4.42647,language,Alladian,safe
alle1238,-33.480938,-68.096924,language,Allentiac,extinct
alng1239,-12.5324,141.938,language,Alngith,extinct
aloa1235,17.4137,-96.7438,language,Aloápam Zapotec,safe
alop1235,23.59,101.933,language,Alo Phola,vulnerable
alor1247,-8.20382,124.264,language,Alorese,safe
alse1251,44.408,-123.94,language,Alsea-Yaquina,extinct
alug1235,23,103,language,Alugu,safe
aluk1238,11.3456,76.7995,language,Alu Kurumba,safe
alum1246,9.01513,8.55956,language,Alumu-Tesu,safe
alun1238,-3.11477,128.394,language,Alune,vulnerable
aluo1235,26,102,language,Aluo,definitely endangered
alur1250,2.36213,31.0016,language,Alur,safe
alut1245,60.3844,165.653,language,Alutor,severely endangered
alvi1241,35.0075,50.3794,language,Alviri-Vidari,definitely endangered
alya1239,-21.0427,136.835,language,Alyawarr,safe
amah1245,-3.32028,128.939,language,Amahai,critically endangered
amah1246,-10.2012,-72.3208,language,Amahuaca,severely endangered
amai1246,-5.18742,145.368,language,Amaimon,safe
amal1242,-4.04517,141.995,language,Amal,safe
aman1265,-3.51516,141.178,language,Amanab,safe
aman1266,-3.79772,-48.6613,language,Amanayé,extinct
amap1240,-4.20192,141.658,language,Ama (Papua New Guinea),safe
amar1271,-11.9876,132.878,language,Amurdak,safe
amar1272,-5.55778,148.68,language,Amara,safe
amar1273,-10.21751,123.96373,language,Amarasi,safe
amar1274,-12.4931,-70.5533,language,Amarakaeri,definitely endangered
amas1236,12.0993,29.4332,language,Ama (Sudan),safe
amat1238,16.2707,-96.4003,language,Amatlán Zapotec,safe
amba1263,0.81206,30.0014,language,Amba (Uganda),vulnerable
amba1265,-1.88126,136.526,language,Ambai,safe
amba1266,-11.2958,166.498,language,Amba (Solomon Islands),safe
amba1267,14.8156,120.283,language,Ambala Ayta,safe
amba1269,-4.23181,144.285,language,Ambakich,safe
ambe1247,5.94043,9.62028,language,Ambele,safe
ambe1248,-3.85919,127.196,language,Ambelau,safe
ambl1237,-15.5169,166.95,language,Amblong,definitely endangered
ambo1249,7.07637,10.7798,language,Ambo,safe
ambo1250,-3.71342,128.184,language,Ambonese Malay,safe
ambo1252,-10.5138,-76.1135,language,Ambo-Pasco Quechua,severely endangered
ambr1239,-3.61,142.56,language,Ambrak,safe
ambu1247,-3.7801,143.059,language,Ambulas,safe
amda1238,14.7528,20.8912,language,Amdang,safe
amdo1237,34.5177,100.485,language,Amdo Tibetan,safe
amel1241,-5.29126,145.687,language,Amele,safe
amer1248,33.8117,-81.6121,language,American Sign Language,safe
amga1235,16.9016,121.042,language,Amganad Ifugao,safe
amha1245,11.708182,39.543456,language,Amharic,safe
amii1238,-13.5573,130.04,language,Ami,safe
amis1246,23.0917,121.348,language,Amis,vulnerable
amol1235,-3.46843,142.532,language,Mol,safe
amol1236,16.6521,-97.4518,language,Amoltepec Mixtec,safe
amoo1242,10.3229,8.65405,language,Amo,safe
ampa1238,14.15,-3.55,language,Ampari Dogon,safe
ampa1239,-0.79259,116.349,language,Ampanang,safe
amri1238,26.024,91.482,language,Amri Karbi,safe
amto1250,-4.12165,141.339,language,Amto,safe
amun1246,-9.04023,-62.3064,language,Amundava,vulnerable
anaa1238,4.94832,7.57969,language,Anaang,safe
anak1240,-9.63425,119.605,language,Anakalangu,safe
anal1239,24.0506,94.2806,language,Anal,vulnerable
anam1247,-4.68869,145.051,language,Anam,safe
anam1248,-4.63762,144.991,language,Anamuxra,safe
anam1249,-2.71119,-49.303,language,Anambé,critically endangered
anas1239,-1.73908,137.716,language,Anasi,safe
anat1248,14.6669,-3.1168,language,Ana Tinga Dogon,safe
anca1236,6.66524,11.1087,language,Áncá,safe
anci1242,39.8155,21.9129,language,Ancient Greek,extinct
anci1244,31.7761,35.1725,language,Ancient Hebrew,extinct
anda1280,11.676,92.738,language,Andaman Creole Hindi,safe
anda1283,-4.96449,143.637,language,Andai,safe
anda1284,-4.48734,144.767,language,Andarum,safe
anda1286,2.74999,-76,language,Andaqui,extinct
ande1247,-22.51278,137.3515,language,Andegerebinha,safe
andh1242,19.4734,77.7156,language,Andh,safe
andi1255,42.8078,46.2919,language,Andi,definitely endangered
andi1257,-0.88368,123.174,language,Andio,vulnerable
ando1254,-0.666992,-72.310867,language,Andoquero,extinct
ando1255,-3.29664,-76.6056,language,Andoa,extinct
ando1256,-0.53751,-72.0869,language,Andoque,severely endangered
andr1246,24.754303,94.033796,language,Andro,extinct
andr1248,-2.05894,147.085,language,Andra-Hus,safe
anei1239,-20.1864,169.825,language,Aneityum,safe
anem1248,-9.75911,148.479,language,Aneme Wake,safe
anem1249,-5.54836,148.993,language,Anem,safe
anfi1235,8.568,34.647,language,Anfillo,critically endangered
anga1288,25.6841,93.8668,language,Angami Naga,vulnerable
anga1290,-7.15012,146.352,language,Angaataha,safe
anga1292,-6.13347,143.478,language,Angal Heneng,safe
anga1293,-6.0127,143.592,language,Angal,safe
anga1294,-6.23296,143.583,language,Angal Enen,safe
angg1239,-4.0836,139.457,language,Angguruk Yali,safe
angi1238,26.0047,85.534,language,Angika,vulnerable
angl1239,39,-78,language,Angloromani,safe
ango1254,-3.7167,141.199,language,Angor,safe
ango1255,-4.07758,144.028,language,Angoram,safe
ango1257,6.54198,-71.9212,language,Angosturas Tunebo,definitely endangered
ango1258,0.11438,6.59486,language,Angolar,safe
anii1245,9.11127,1.60169,language,Anii,safe
anii1246,-19.0966,22.9088,language,//Ani,definitely endangered
anim1239,7.60385,0.41962,language,Animere,critically endangered
anin1240,-13.99904,136.6415,language,Anindilyakwa,vulnerable
anip1235,23.591,103.733,language,Ani Phowa,vulnerable
anja1238,-5.45899,145.717,language,Anjam,safe
anka1246,-7.19444,145.754,language,Ankave,safe
anma1239,-22.2853,133.286,language,Anmatyerre,safe
anor1241,-4.98449,144.801,language,Anor,safe
anse1238,6.24999,-76.05,language,Anserma,extinct
ansu1237,-1.7543,135.866,language,Ansus,safe
anta1253,-27.1152,134.838,language,Antakarinya,definitely endangered
anta1255,-13.2164,49.2402,language,Antankarana Malagasy,safe
anti1242,7.199341,-75.342236,language,Antioquian,extinct
anti1245,15.5531,-61.3156,language,Antigua and Barbuda Creole English,safe
anua1242,7.57714,34.0267,language,Anuak,safe
anuf1239,10.2839,0.56021,language,Anufo,safe
anuk1239,-9.6692,149.822,language,Anuki,definitely endangered
anus1237,-2.26271,139.502,language,Anus,severely endangered
anut1237,-11.61,169.85,language,Anuta,safe
anuu1241,23.3394,98.5945,language,Anu,safe
anyi1244,6.1627,-4.64232,language,Anyin Morofo,safe
anyi1245,6.31781,-3.30532,language,Anyin,safe
anyi1247,28.84359,115.54773,dialect,Anyi,safe
aohe1237,0.87404,114.127,language,Aoheng-Seputan,safe
aona1235,26.3241,94.3824,language,Ao Naga,safe
aore1237,-15.5753,167.166,language,Aore,extinct
aoua1234,26.8,105.85,language,A'ou,safe
apal1255,-6.29002,149.96,language,Apalik,safe
apal1256,-5.1727,145.023,language,Apali,safe
apal1257,1.49792,-54.7457,language,Apalaí,vulnerable
apas1235,17.6143,-97.0657,language,Apasco-Apoala Mixtec,safe
apat1240,27.1933,93.7284,language,Apatani,vulnerable
apia1247,-6.5,-49.771729,language,Apiaka-Tocantins,extinct
apia1248,-7.84711,-57.91,language,Apiaká,critically endangered
apin1244,-6.10774,-47.6315,language,Apinayé,vulnerable
apma1240,-15.8559,168.189,language,Apma,safe
apma1241,-4.35147,144.085,language,Ap Ma,safe
apol1242,-14.83,-68.66,language,Apolista,extinct
apro1235,5.20273,-4.52192,language,Aproumu Aizi,safe
apuc1241,12.241,92.7965,language,A-Pucikwar,extinct
apur1254,-8.21692,-66.7714,language,Apurinã,definitely endangered
aput1237,-7.84732,126.496,language,Aputai,critically endangered
arab1267,-28.705,135.449,language,Arabana,critically endangered
arab1268,-1.96126,-75.0612,language,Arabela,severely endangered
arag1245,42.4669,-0.00919,language,Aragonese,definitely endangered
arai1239,-3.104315,-67.2052,language,Araicu,extinct
arak1252,-15.632997,166.952542,language,Araki,critically endangered
aral1243,-2.78397,119.319,language,Aralle-Tabulahan,safe
aram1252,-2.90656,37.3491,language,Aramanik,extinct
aram1253,-8.29593,141.445,language,Arammba,safe
aran1237,-2.08016,132.983,language,Arandai,safe
aran1261,11.35252,75.79538,language,Aranadan,safe
arao1248,-12.4242,-67.7293,language,Araona,severely endangered
arap1274,43.3879,-108.81,language,Arapaho,safe
arap1275,0.13727,-67.7282,language,Arapaso,extinct
araw1272,-5.52787,145.903,language,Arawum,severely endangered
araw1273,-4.90246,-52.5001,language,Araweté,vulnerable
araw1276,5.64295,-56.9243,language,Lokono,critically endangered
araz1236,-13.25,-70.8,language,Arazaire,extinct
arbe1236,38.911,16.7164,language,Arbëreshë Albanian,definitely endangered
arbo1245,4.92183,36.7986,language,Arbore,definitely endangered
arch1244,42.3239,46.8267,language,Archi,definitely endangered
area1240,-9.20699,161.158,language,'Are'are,safe
areb1238,-16.63548,142.63107,language,Areba,extinct
aree1239,-9.67147,149.999,language,Are,safe
arem1240,17.7672,105.928,language,Arem,severely endangered
areq1237,-15.1806,-72.6333,language,Arequipa-La Unión Quechua,safe
arge1236,-34.797,-59.1798,language,Argentine Sign Language,safe
argo1244,10.6596,39.756,language,Argobba,critically endangered
argu1237,-2.645798,132.5556,language,Arguni,vulnerable
arha1237,-21.2866,165.273,language,Arhâ,critically endangered
arho1237,-21.3183,165.161,language,Arhö,critically endangered
arhu1242,10.7018,-73.6363,language,Arhuaco,vulnerable
arib1240,-6.65252,146.919,language,Aribwaung,safe
arib1241,-6.72266,146.991,language,Aribwatsa,extinct
arif1239,-9.15565,149.246,language,Arifama-Miniafia,safe
arig1246,7.56324,5.89556,language,Arigidi,safe
arii1243,-7.95526,142.4,language,Ari,severely endangered
arik1262,40.6473,-98.7158,language,Arikara,critically endangered
arik1264,-8.924,-63.742,language,Arikem,extinct
arik1265,-12.4878,-62.7261,language,Arikapú,critically endangered
arin1243,57,93,language,Arin,extinct
arin1244,3.56143,31.3071,language,Aringa,safe
arit1239,-12.50839255,142.138748,language,Aritinngitigh,extinct
ariz1237,35.836667,-110.381389,language,Arizona Tewa,safe
arma1244,2.03332,-76,language,Arma,extinct
arme1259,40.1002,44.4767,language,Armenian Sign Language,safe
arom1237,42.0646,22.6464,language,Aromanian,definitely endangered
arop1242,-3.06984,142.12,language,Arop-Sissano,safe
arop1243,-5.31671,147.103,language,Arop-Lokep,safe
aros1241,-10.2441,161.432,language,Arosi,safe
arta1239,16.4185,121.656,language,Arta,safe
arua1260,-4.28957,144.842,language,Aruamu,safe
arua1261,-12.1186,-62.4357,language,Aruá (Rondonia State),severely endangered
arua1263,-5.5,-67.98,language,Aruá (Amazonas State),extinct
arua1264,-0.608631,-50.123291,language,Aruan,extinct
arue1240,-3.37841,142.715,language,Aruek,safe
aruo1240,-3.45782,142.478,language,Srenge,safe
arut1244,4.20057,-63.1202,language,Arutani,critically endangered
arva1236,38.283,23.3703,language,Arvanitika Albanian,severely endangered
asar1240,-5.68263,146.508,language,Asaro'o,safe
asas1240,-5.69345,145.549,language,Asas,safe
asha1243,-11.9311,-73.9073,language,Asháninka,vulnerable
ashe1269,9.36574,7.39443,language,Ashe,safe
ashe1272,-10.9777,-74.9153,language,Ashéninka Perené,vulnerable
ashe1273,-10.7583,-74.2014,language,Ashéninka Pajonal,vulnerable
ashk1246,34.84277,70.37453,language,Ashkun,definitely endangered
asho1236,21.393,93.5069,language,Asho Chin,safe
asht1244,37.7469,48.6808,language,Ashtiani,definitely endangered
asil1242,-3.67302,127.952,language,Asilulu,safe
asko1238,-6.22539,155.307,language,Askopan,safe
asoa1238,2.26818,26.7198,language,Asoa,safe
assa1263,26.0876,91.2932,language,Assamese,safe
assa1266,56,94,language,Assan,extinct
assa1269,13.9592,22.6393,language,Assangori,safe
assi1247,49.2923,-106.068,language,Assiniboine,critically endangered
asss1237,-0.75267,131.728,language,As,vulnerable
assy1241,36.75,43,language,Assyrian Neo-Aramaic,definitely endangered
astu1245,42.4181,-6.02227,language,Asturian,definitely endangered
asue1235,-5.98341,139.123,language,Asue Awyu,safe
asum1237,-11.2969,166.499,language,Asumboa,severely endangered
asun1235,10.0849,5.42081,language,Asu (Nigeria),safe
asun1236,16.8762,-96.8704,language,Asunción Mixtepec Zapotec,safe
asur1254,21.5721,83.4562,language,Asuri,definitely endangered
asut1235,-4.17978,37.8323,language,Asu (Tanzania),safe
ataa1240,9.715,122.9,language,Ata,safe
atac1235,0.834931,-79.778137,language,Atacame,extinct
atak1252,30.9121,-93.0827,language,Atakapa,extinct
atam1239,-11.0018,142.273,language,Atampaya,extinct
atam1240,7.7789,125.499,language,Ata Manobo,safe
atat1238,17.07133,-97.67753,language,Atatláhuca Mixtec,safe
atay1247,24.5209,121.388,language,Atayal,vulnerable
atem1241,-5.08137,144.806,language,Mand,definitely endangered
athp1241,26.8794,87.3296,language,Athpariya,definitely endangered
atii1237,11.1539,122.512,language,Ati,safe
atik1240,47.9555,-73.7989,language,Atikamekw,vulnerable
atoh1238,-6.27123,138.666,language,Atohwaim,safe
aton1241,25.346508,90.658722,language,Atong (India),severely endangered
aton1242,6.03539,9.72121,language,Atong,safe
ator1244,2.481,-60.286,language,Atorada,safe
atsa1241,9.95914,8.48301,language,Atsam,safe
atsa1242,-14.1666,-69.5,language,Atsahuaca,extinct
atsu1245,40.4271,-120.661,language,Atsugewi,extinct
atti1239,5.9977,-3.8209,language,Attié,safe
atzi1235,19.3871,-99.9239,language,Atzingo Matlatzinca,severely endangered
auhe1237,-10.0959,151.002,language,'Auhelawa,safe
aulu1238,-16.3579,167.697,language,Aulua,safe
aura1243,-4.137,-46.792,language,Aurê y Aurá,extinct
aush1241,-11.6295,29.0168,language,Aushi,safe
aush1242,-3.3196,-74.5411,language,Aushiri,extinct
aust1252,48.1197,16.225,language,Austrian Sign Language,safe
aust1253,-25,135,language,Australian Aborigines Sign Language,extinct
aust1271,-30,145,language,Australian Sign Language,safe
aust1304,-23.3843,-149.462,language,Austral,definitely endangered
auuu1241,-3.53277,142.105,language,Au,safe
auwe1239,-3.33662,141.254,language,Auwe,safe
auye1238,-3.43705,136.096,language,Auye,vulnerable
auyo1240,9.85747,11.322,language,Auyokawa,extinct
avac1239,-13.6081,-48.1336,language,Avá-Canoeiro,critically endangered
avar1256,41.7047,46.558,language,Avar,vulnerable
avat1244,6.8688,0.41314,language,Avatime,safe
avau1237,-6.24342,150.427,language,Avau,safe
aves1237,31.541,53.633,language,Avestan,extinct
avik1243,5.15838,-5.2529,language,Avikam,safe
avok1242,4.38639,29.9379,language,Avokaya,safe
awab1243,-33.12847,151.43555,language,Awabakal,extinct
awac1238,22.75,99.4833,language,Ximeng-Menglian Awa,safe
awac1239,1.21652,-78.3401,language,Awa-Cuaiquer,critically endangered
awad1243,27.5907,82.4663,language,Awadhi,safe
awad1244,-5.59896,146.355,language,Awad Bing,safe
awak1250,9.86334,11.3291,language,Awak,safe
awap1236,-6.65534,145.714,language,Awa (Papua New Guinea),safe
awar1248,-6.16986,146.372,language,Awara,safe
awar1249,-4.13554,144.836,language,Awar,safe
awbo1238,-5.05875,139.724,language,Awbono,safe
awee1242,-1.40124,41.234,language,Aweer,definitely endangered
awer1241,-2.71886,136.063,language,Awera,vulnerable
awet1244,-12.9336,-53.5852,language,Awetí,vulnerable
awin1248,5.88362,10.264,language,Awing,safe
awiy1238,-6.54079,145.76,language,Awiyaana,safe
awji1241,29.2341,21.1819,language,Awjilah-Foqaha,severely endangered
awng1244,10.9819,36.6916,language,Awngi,safe
awtu1239,-3.53129,141.928,language,Awtuw,safe
awun1245,-3.79671,141.999,language,Auwon,safe
awut1241,5.42441,-0.59545,language,Awutu,safe
awuu1235,25.395,103.306,language,Awu = Lope,safe
awyi1241,-3.00564,140.604,language,Awyi,vulnerable
axam1237,-16.4838,167.707,language,Axamb,safe
axiy1235,24.6009,103.713,language,Axi Yi,safe
ayab1239,-14.6652,142.893,language,Yintyinka-Ayabadhu,extinct
ayac1239,-13.84714,-74.32246,language,Ayacucho Quechua,definitely endangered
ayau1235,18.0993,-96.5952,language,Ayautla Mazatec,vulnerable
ayer1245,7.52206,6.01979,language,Ayere,safe
ayic1234,27.1213,98.8684,language,Ayi (China),safe
ayip1235,-3.95946,142.407,language,Ayi (Papua New Guinea),safe
ayiw1239,-10.282595,166.328715,language,Ayiwo,safe
ayiz1244,25,103.7,language,Ayizi,critically endangered
ayiz1245,6.62654,2.20552,language,Ayizo Gbe,safe
ayoq1235,16.6633,-96.8575,language,Ayoquesco Zapotec,safe
ayor1240,-19.220055,-60.217495,language,Ayoreo,definitely endangered
ayut1236,16.8833,-98.9916,language,Ayutla Mixtec,safe
ayuu1242,9.2634,8.60225,language,Ayu,safe
azha1235,23.9,104.15,language,Azha,safe
azhe1235,24.405,103.441,language,Azhe,safe
azoy1236,16.7584,-98.5241,language,Azoyú Me'phaa,safe
baan1241,4.66709,7.30065,language,Baan,safe
baan1242,10.8083,5.7261,language,Baangi,safe
baat1238,9.63186,2.99607,language,Baatonum,safe
baaz1234,6.80235,9.97124,language,Baazem,safe
baba1263,1.79475,23.5851,language,Babango,safe
baba1264,6.11222,10.5216,language,Baba,safe
baba1266,5.97863,10.2869,language,Babanki,safe
baba1267,1.75414,103.076,language,Baba Malay,safe
baba1268,-7.22281,157.149,language,Babatana,safe
baba1273,12.7617,16.6925,language,Babalia Creole Arabic,safe
babi1235,55.0997,-126.41,language,Babine,severely endangered
babu1240,24.0017,120.585,language,Babuza,extinct
baca1243,-0.62275,127.49,language,Bacanese Malay,safe
baca1246,9.53072,12.0416,language,Bacama,safe
bada1257,11.3094,76.5974,language,Badaga,definitely endangered
bada1258,9.62456,9.95,language,Bada (Nigeria),safe
bada1261,-1.80249,120.319,language,Bada (Indonesia),safe
bade1240,35.2655,72.6823,language,Badeshi,extinct
bade1248,12.789,10.6557,language,Bade,vulnerable
badi1246,-29.0647,117.246,language,Badimaya,safe
badi1247,-8.85301,140.753,language,Bädi Kanum,safe
badu1237,-6.35359,106.177,language,Badui,safe
bady1239,12.6425,-13.4759,language,Jaad-Badyara,severely endangered
baeg1237,-8.49014,160.771,language,Baeggu,safe
bael1237,-8.41627,160.721,language,Baelelea,safe
baet1237,-15.2574,168.159,language,Baetora,safe
bafa1247,4.53307,9.522,language,Bafaw-Balong,safe
bafa1249,5.84612,10.4518,language,Bafanji,safe
bafi1243,4.72603,11.0982,language,Bafia,safe
bafo1235,1.19,19.76,language,Bafoto,safe
bafu1246,6.14153,10.1194,language,Bafut,safe
