Agency,Agency w/ USSR,Category,Launch Year,Tag,Years
US,US,O,1971,1971-087,
US,US,O,1971,1971-089,
US,US,O,1971,1971-091,
US,US,O,1971,1971-095,
US,US,O,1971,1971-110,
US,US,O,1971,1971-116,
US,US,O,1972,1972-003,
US,US,O,1972,1972-005,
US,US,O,1972,1972-010,
US,US,O,1972,1972-014,
US,US,O,1972,1972-016,
US,US,O,1972,1972-018,
US,US,O,1972,1972-032,
US,US,O,1972,1972-039,
US,US,O,1972,1972-052,
US,US,O,1972,1972-058,
US,US,O,1972,1972-065,
US,US,O,1972,1972-068,
US,US,O,1972,1972-069,
US,US,O,1972,1972-073,
US,US,O,1972,1972-076,
US,US,O,1972,1972-082,
US,US,O,1972,1972-089,
US,US,O,1972,1972-090,
US,US,O,1972,1972-092,
US,US,O,1972,1972-096,
US,US,O,1972,1972-097,
US,US,O,1972,1972-100,
US,US,O,1972,1972-101,
US,US,O,1972,1972-103,
US,US,O,1973,1973-013,
US,US,O,1973,1973-014,
US,US,O,1973,1973-019,
US,US,O,1973,1973-023,
US,US,O,1973,1973-027,
US,US,O,1973,1973-028,
US,US,O,1973,1973-032,
US,US,O,1973,1973-039,
US,US,O,1973,1973-040,
US,US,O,1973,1973-046,
US,US,O,1973,1973-050,
US,US,O,1973,1973-054,
US,US,O,1973,1973-058,
US,US,O,1973,1973-068,
US,US,O,1973,1973-078,
US,US,O,1973,1973-081,
US,US,O,1973,1973-085,
US,US,O,1973,1973-086,
US,US,O,1973,1973-088,
US,US,O,1973,1973-090,
US,US,O,1973,1973-101,
US,US,O,1974,1974-002,
US,US,O,1974,1974-007,
US,US,O,1974,1974-015,
US,US,O,1974,1974-020,
US,US,O,1974,1974-033,
US,US,O,1974,1974-039,
US,US,O,1974,1974-042,
US,US,O,1974,1974-054,
US,US,O,1974,1974-055,
US,US,O,1974,1974-063,
US,US,O,1974,1974-065,
US,US,O,1974,1974-070,
US,US,O,1974,1974-085,
US,US,O,1974,1974-093,
US,US,O,1974,1974-101,
US,US,O,1975,1975-004,
US,US,O,1975,1975-011,
US,US,O,1975,1975-017,
US,US,O,1975,1975-027,
US,US,O,1975,1975-032,
US,US,O,1975,1975-038,
US,US,O,1975,1975-042,
US,US,O,1975,1975-043,
US,US,O,1975,1975-051,
US,US,O,1975,1975-052,
US,US,O,1975,1975-055,
US,US,O,1975,1975-057,
US,US,O,1975,1975-072,
US,US,O,1975,1975-075,
US,US,O,1975,1975-077,
US,US,O,1975,1975-083,
US,US,O,1975,1975-091,
US,US,O,1975,1975-096,
US,US,O,1975,1975-098,
US,US,O,1975,1975-099,
US,US,O,1975,1975-100,
US,US,O,1975,1975-107,
US,US,O,1975,1975-114,
US,US,O,1975,1975-118,
US,US,O,1976,1976-003,
US,US,O,1976,1976-004,
US,US,O,1976,1976-016,
US,US,O,1976,1976-017,
US,US,O,1976,1976-023,
US,US,O,1976,1976-027,
US,US,O,1976,1976-029,
US,US,O,1976,1976-035,
US,US,O,1976,1976-038,
US,US,O,1976,1976-042,
US,US,O,1976,1976-047,
US,US,O,1976,1976-050,
US,US,O,1976,1976-053,
US,US,O,1976,1976-059,
US,US,O,1976,1976-065,
US,US,O,1976,1976-073,
US,US,O,1976,1976-080,
US,US,O,1976,1976-089,
US,US,O,1976,1976-091,
US,US,O,1976,1976-094,
US,US,O,1977,1977-005,
US,US,O,1977,1977-007,
US,US,O,1977,1977-019,
US,US,O,1977,1977-029,
US,US,O,1977,1977-034,
US,US,O,1977,1977-038,
US,US,O,1977,1977-048,
US,US,O,1977,1977-056,
US,US,O,1977,1977-065,
US,US,O,1977,1977-076,
US,US,O,1977,1977-084,
US,US,O,1977,1977-094,
US,US,O,1977,1977-102,
US,US,O,1977,1977-106,
US,US,O,1977,1977-108,
US,US,O,1977,1977-114,
US,US,O,1977,1977-118,
US,US,O,1978,1978-002,
US,US,O,1978,1978-012,
US,US,O,1978,1978-016,
US,US,O,1978,1978-020,
US,US,O,1978,1978-021,
US,US,O,1978,1978-026,
US,US,O,1978,1978-029,
US,US,O,1978,1978-035,
US,US,O,1978,1978-038,
US,US,O,1978,1978-039,
US,US,O,1978,1978-041,
US,US,O,1978,1978-042,
US,US,O,1978,1978-047,
US,US,O,1978,1978-051,
US,US,O,1978,1978-060,
US,US,O,1978,1978-062,
US,US,O,1978,1978-064,
US,US,O,1978,1978-071,
US,US,O,1978,1978-075,
US,US,O,1978,1978-079,
US,US,O,1978,1978-093,
US,US,O,1978,1978-096,
US,US,O,1978,1978-098,
US,US,O,1978,1978-103,
US,US,O,1978,1978-106,
US,US,O,1978,1978-113,
US,US,O,1978,1978-116,
US,US,O,1979,1979-007,
US,US,O,1979,1979-013,
US,US,O,1979,1979-017,
US,US,O,1979,1979-044,
US,US,O,1979,1979-047,
US,US,O,1979,1979-050,
US,US,O,1979,1979-053,
US,US,O,1979,1979-057,
US,US,O,1979,1979-072,
US,US,O,1979,1979-082,
US,US,O,1979,1979-086,
US,US,O,1979,1979-098,
US,US,O,1979,1979-101,
US,US,O,1980,1980-004,1980s
US,US,O,1980,1980-010,1980s
US,US,O,1980,1980-011,1980s
US,US,O,1980,1980-014,1980s
US,US,O,1980,1980-019,1980s
US,US,O,1980,1980-032,1980s
US,US,O,1980,1980-043,1980s
US,US,O,1980,1980-052,1980s
US,US,O,1980,1980-074,1980s
US,US,O,1980,1980-087,1980s
US,US,O,1980,1980-091,1980s
US,US,O,1980,1980-098,1980s
US,US,O,1980,1980-100,1980s
US,US,O,1981,1981-018,
US,US,O,1981,1981-025,
US,US,O,1981,1981-034,
US,US,O,1981,1981-038,
US,US,O,1981,1981-044,
US,US,O,1981,1981-049,
US,US,O,1981,1981-050,
US,US,O,1981,1981-059,
US,US,O,1981,1981-070,
US,US,O,1981,1981-073,
US,US,O,1981,1981-085,
US,US,O,1981,1981-096,
US,US,O,1981,1981-100,
US,US,O,1981,1981-107,
US,US,O,1981,1981-111,
US,US,O,1981,1981-119,
US,US,O,1982,1982-006,
US,US,O,1982,1982-014,
US,US,O,1982,1982-017,
US,US,O,1982,1982-019,
US,US,O,1982,1982-022,
US,US,O,1982,1982-031,
US,US,O,1982,1982-058,
US,US,O,1982,1982-065,
US,US,O,1982,1982-072,
US,US,O,1982,1982-082,
US,US,O,1982,1982-097,
US,US,O,1982,1982-105,
US,US,O,1982,1982-106,
US,US,O,1982,1982-111,
US,US,O,1982,1982-118,
US,US,O,1983,1983-004,
US,US,O,1983,1983-022,
US,US,O,1983,1983-026,
US,US,O,1983,1983-030,
US,US,O,1983,1983-041,
US,US,O,1983,1983-051,
US,US,O,1983,1983-056,
US,US,O,1983,1983-059,
US,US,O,1983,1983-060,
US,US,O,1983,1983-063,
US,US,O,1983,1983-065,
US,US,O,1983,1983-072,
US,US,O,1983,1983-077,
US,US,O,1983,1983-078,
US,US,O,1983,1983-089,
US,US,O,1983,1983-094,
US,US,O,1983,1983-098,
US,US,O,1983,1983-113,
US,US,O,1983,1983-116,
US,US,O,1984,1984-011,
US,US,O,1984,1984-012,
US,US,O,1984,1984-037,
US,US,O,1984,1984-039,
US,US,O,1984,1984-057,
US,US,O,1984,1984-059,
US,US,O,1984,1984-065,
US,US,O,1984,1984-088,
US,US,O,1984,1984-091,
US,US,O,1984,1984-093,
US,US,O,1984,1984-097,
US,US,O,1984,1984-101,
US,US,O,1984,1984-108,
US,US,O,1984,1984-110,
US,US,O,1984,1984-113,
US,US,O,1984,1984-115,
US,US,O,1984,1984-122,
US,US,O,1984,1984-123,
US,US,O,1984,1984-129,
US,US,O,1985,1985-010,
US,US,O,1985,1985-014,
US,US,O,1985,1985-021,
US,US,O,1985,1985-025,
US,US,O,1985,1985-028,
US,US,O,1985,1985-055,
US,US,O,1985,1985-066,
US,US,O,1985,1985-076,
US,US,O,1985,1985-087,
US,US,O,1985,1985-104,
US,US,O,1985,1985-109,
US,US,O,1985,1985-114,
US,US,O,1986,1986-003,
US,US,O,1986,1986-014,
US,US,O,1986,1986-073,
US,US,O,1986,1986-096,
US,US,O,1987,1987-022,
US,US,O,1987,1987-029,
US,US,O,1987,1987-053,
US,US,O,1987,1987-080,
US,US,O,1987,1987-090,
US,US,O,1987,1987-097,
US,US,O,1988,1988-006,
US,US,O,1988,1988-008,
US,US,O,1988,1988-033,
US,US,O,1988,1988-052,
US,US,O,1988,1988-074,
US,US,O,1988,1988-077,
US,US,O,1988,1988-078,
US,US,O,1988,1988-089,
US,US,O,1988,1988-091,
US,US,O,1988,1988-099,
US,US,O,1988,1988-106,
US,US,O,1989,1989-021,
US,US,O,1989,1989-033,
US,US,O,1989,1989-046,
US,US,O,1989,1989-061,
US,US,O,1989,1989-069,
US,US,O,1989,1989-072,
US,US,O,1989,1989-077,
US,US,O,1989,1989-084,
US,US,O,1989,1989-089,
US,US,O,1989,1989-090,
US,US,O,1990,1990-002,1990s
US,US,O,1990,1990-019,1990s
US,US,O,1990,1990-031,1990s
US,US,O,1990,1990-037,1990s
US,US,O,1990,1990-050,1990s
US,US,O,1990,1990-090,1990s
US,US,O,1990,1990-095,1990s
US,US,O,1990,1990-097,1990s
US,US,O,1990,1990-105,1990s
US,US,O,1990,1990-106,1990s
US,US,O,1991,1991-017,
US,US,O,1991,1991-031,
US,US,O,1991,1991-032,
US,US,O,1991,1991-040,
US,US,O,1991,1991-045,
US,US,O,1991,1991-054,
US,US,O,1991,1991-063,
US,US,O,1991,1991-080,
US,US,O,1992,1992-002,
US,US,O,1992,1992-015,
US,US,O,1992,1992-026,
US,US,O,1992,1992-034,
US,US,O,1992,1992-038,
US,US,O,1992,1992-049,
US,US,O,1992,1992-061,
US,US,O,1992,1992-070,
US,US,O,1992,1992-078,
US,US,O,1993,1993-003,
US,US,O,1993,1993-023,
US,US,O,1993,1993-027,
US,US,O,1993,1993-037,
US,US,O,1993,1993-041,
US,US,O,1993,1993-050,
US,US,O,1993,1993-058,
US,US,O,1993,1993-065,
US,US,O,1993,1993-075,
US,US,O,1994,1994-004,
US,US,O,1994,1994-015,
US,US,O,1994,1994-028,
US,US,O,1994,1994-039,
US,US,O,1994,1994-054,
US,US,O,1994,1994-057,
US,US,O,1994,1994-059,
US,US,O,1994,1994-062,
US,US,O,1994,1994-084,
US,US,O,1995,1995-007,
US,US,O,1995,1995-015,
US,US,O,1995,1995-022,
US,US,O,1995,1995-030,
US,US,O,1995,1995-034,
US,US,O,1995,1995-035,
US,US,O,1995,1995-048,
US,US,O,1995,1995-056,
US,US,O,1995,1995-060,
US,US,O,1995,1995-061,
US,US,O,1995,1995-066,
US,US,O,1996,1996-001,
US,US,O,1996,1996-012,
US,US,O,1996,1996-018,
US,US,O,1996,1996-036,
US,US,O,1996,1996-057,
US,US,O,1996,1996-065,
US,US,O,1996,1996-072,
US,US,O,1997,1997-001,
US,US,O,1997,1997-008,
US,US,O,1997,1997-012,
US,US,O,1997,1997-013,
US,US,O,1997,1997-023,
US,US,O,1997,1997-032,
US,US,O,1997,1997-039,
US,US,O,1997,1997-055,
US,US,O,1997,1997-064,
US,US,O,1997,1997-073,
US,US,O,1998,1998-003,
US,US,O,1998,1998-022,
US,US,O,1998,1998-029,
US,US,O,1998,1998-032,
US,US,O,1998,1998-034,
US,US,O,1998,1998-051,
US,US,O,1998,1998-061,
US,US,O,1998,1998-064,
US,US,O,1998,1998-066,
US,US,O,1998,1998-068,
US,US,O,1998,1998-069,
US,US,O,1998,1998-073,
US,US,O,1999,1999-003,
US,US,O,1999,1999-008,
US,US,O,1999,1999-017,
US,US,O,1999,1999-020,
US,US,O,1999,1999-023,
US,US,O,1999,1999-024,
US,US,O,1999,1999-028,
US,US,O,1999,1999-030,
US,US,O,1999,1999-031,
US,US,O,1999,1999-035,
US,US,O,1999,1999-037,
US,US,O,1999,1999-040,
US,US,O,1999,1999-041,
US,US,O,1999,1999-055,
US,US,O,1999,1999-067,
US,US,O,1999,1999-069,
US,US,O,2000,2000-010,2000s
US,US,O,2000,2000-024,2000s
US,US,O,2000,2000-027,2000s
US,US,O,2000,2000-042,2000s
US,US,O,2000,2000-047,2000s
US,US,O,2000,2000-053,2000s
US,US,O,2000,2000-078,2000s
US,US,O,2001,2001-006,
US,US,O,2001,2001-010,
US,US,O,2001,2001-016,
US,US,O,2001,2001-035,
US,US,O,2001,2001-044,
US,US,O,2001,2001-054,
US,US,O,2002,2002-018,
US,US,O,2002,2002-032,
US,US,O,2002,2002-047,
US,US,O,2003,2003-001,
US,US,O,2003,2003-003,
US,US,O,2003,2003-012,
US,US,O,2003,2003-041,
US,US,O,2005,2005-011,
US,US,O,2005,2005-016,
US,US,O,2005,2005-026,
US,US,O,2005,2005-037,
US,US,O,2005,2005-042,
US,US,O,2006,2006-011,
US,US,O,2006,2006-028,
US,US,O,2006,2006-036,
US,US,O,2006,2006-058,
US,US,O,2007,2007-014,
US,US,O,2007,2007-024,
US,US,O,2007,2007-035,
US,US,O,2007,2007-050,
US,US,O,2008,2008-005,
US,US,O,2008,2008-027,
US,US,O,2008,2008-059,
US,US,O,2009,2009-012,
US,US,O,2009,2009-025,
US,US,O,2009,2009-028,
US,US,O,2009,2009-038,
US,US,O,2009,2009-062,
US,US,O,2010,2010-004,2010s
US,US,O,2010,2010-012,2010s
US,US,O,2010,2010-019,2010s
US,US,O,2010,2010-048,2010s
US,US,O,2010,2010-062,2010s
US,US,O,2011,2011-006,
US,US,O,2011,2011-008,
US,US,O,2011,2011-020,
US,US,O,2011,2011-029,
US,US,O,2011,2011-031,
US,US,O,2011,2011-052,
US,US,O,2013,2013-064,
