2015 ranking,Country,Code,Status,Social Progress Index,Basic Human Needs,Foundations of Wellbeing,Opportunity,Nutrition and Basic Medical Care,Water and Sanitation,Shelter,Personal Safety,Access to Basic Knowledge,Access to Information and Communications,Health and Wellness,Environmental Quality,Personal Rights,Personal Freedom and Choice,Inclusiveness,Access to Advanced Education,Undernourishment (% of pop.),"Maternal mortality rate (deaths/100,000 live births)","Child mortality rate (deaths/1,000 live births)",Child stunting (% of children),"Deaths from infectious diseases (deaths/100,000 people)",Access to at least basic drinking water (% of pop.),Access to piped water (% of pop.),Access to at least basic sanitation facilities (% of pop.),Rural open defecation (% of pop.),Access to electricity (% of pop.),Quality of electricity supply (1=low; 7=high),"Household air pollution attributable deaths (deaths/100,000 people)",Access to clean fuels and technology for cooking (% of pop.),"Homicide rate (deaths/100,000 people)",Perceived criminality (1=low; 5=high),Political killings and torture (0=low freedom; 1=high freedom),"Traffic deaths (deaths/100,000 people)",Adult literacy rate (% of pop. aged 15+),Primary school enrollment (% of children),Secondary school enrollment (% of children),Gender parity in secondary enrollment (distance from parity),Access to quality education (0=unequal; 4=equal),Mobile telephone subscriptions (subscriptions/100 people),Internet users (% of pop.),Access to online governance (0=low; 1=high),Media censorship (0=frequent; 4=rare),Life expectancy at 60 (years),"Premature deaths from non-communicable diseases (deaths/100,000 people)",Access to essential services  (0=none; 100=full coverage),Access to quality healthcare (0=unequal; 4=equal),"Outdoor air pollution attributable deaths (deaths/100,000 people)",Greenhouse gas emissions (CO2 equivalents/GDP),Biome protection,Political rights (0=no rights; 40=full rights),Freedom of expression (0=no freedom; 1=full freedom),Freedom of religion (0=no freedom; 4=full freedom),Access to justice (0=non-existent; 1=observed),Property rights for women (0=no rights; 5=full rights),Vulnerable employment (% of employees),Early marriage (% of women),Satisfied demand for contraception (% of women),Corruption (0=high; 100=low),Acceptance of gays and lesbians (0=low; 100=high),Discrimination and violence against minorities (1=low; 10=high),Equality of political power by gender (0=unequal power; 4=equal power),Equality of political power by socioeconomic position (0=unequal power; 4=equal power),Equality of political power by social group (0=unequal power; 4=equal power),Years of tertiary schooling,Women's average years in school,Globally ranked universities (points),Percent of tertiary students enrolled in globally ranked universities
53,Malaysia,MYS,Ranked,70.43,88.60,71.10,51.59,89.60,96.88,93.88,74.06,87.77,64.97,67.74,63.94,58.64,67.27,40.88,39.56,3.4,52.225,7.4,19.735,139.287,96.8234,94.272,99.3773,1.12486,99.9406,5.73156,3.02239,96.62,2.06373,2,0.702,25.6763,93.4263,99.6273,74.0851,1.08352,3.036,144.765,57.0575,0.52941,1.197,19.824,351.152,72.233,3.299,47.085,490.149,17,19,0.518,1.996,0.594,3.969,20.888,5,50.9,52,18.5092,6.2,1.767,2.317,1.344,1.95681,9.7,12,15
122,Mali,MLI,Ranked,46.06,54.77,48.36,35.05,57.85,53.45,38.93,68.86,37.33,48.35,47.99,59.78,71.70,20.82,44.74,2.93,6.4,320.629,121.6,31.875,484.418,71.4908,39.5308,33.1317,15.3801,30.131,3.51062,95.4643,1,12.1799,2,0.758,22.0422,33.3149,63.4318,34.958,0.74115,1.155,119.854,3.5,0.15686,3.053,17.3843,435.702,45.985,1.705,11.3199,1162.99,7.39255,17,0.766,2.989,0.649,4.568,89.943,53,31.8,32,4.0537,7.6,2.013,1.87,3.415,0.33146,1.6,0,0
31,Malta,MLT,Ranked,80.46,91.92,83.13,66.32,97.67,99.99,90.92,79.10,94.42,76.35,83.83,77.91,90.57,79.62,67.79,27.31,2.5,11.664,6.6,3.098,21.1401,100,100,99.9675,0,100,4.74678,0.322652,100,2.85179,,0.934,4.16682,93.3074,99.1361,88.0616,1.04664,3.771,131.52,68.9138,0.47058,3.656,23.7204,210.963,89.729,3.716,22.4374,269.152,17,39,0.872,3.181,0.955,4.705,9.434,0,77.7,55,72.0579,3.9,2.212,3.283,2.578,2.18672,10.7,0,0
136,Mauritania,MRT,Ranked,41.20,51.81,43.51,28.26,63.46,39.30,52.22,52.27,47.14,47.04,48.64,31.23,44.48,37.23,25.86,5.48,7.2,471.901,89.5,25.27,224.904,63.2715,46.1525,38.8569,62.6817,37.7559,3.27216,58.8503,42.34,10.8688,4,0.518,26.4494,,74.4498,22.9049,0.91408,0.198,101.065,6.2,0.07843,3.069,18.5744,378.874,53.342,0.545,29.7605,6876.56,0.628828,9,0.803,0.312,0.383,3.353,53.883,28,25,30,10.0579,6.9,1.67,0.643,0.862,0.32468,3.1,0,0
46,Mauritius,MUS,Ranked,73.11,90.71,70.77,57.86,90.67,98.76,91.47,81.94,90.74,68.76,68.26,55.31,91.77,66.78,50.45,22.44,5.4,69.974,14.8,14.875,37.04,99.8667,99.8585,95.5078,0.220899,97.8284,5.488,4.61798,92.62,2.31376,2,0.896,12.2295,91.49,98.8052,85.3487,1.0184,2.888,122.171,40.1168,0.52941,3.265,20.42,418.086,71.491,3.644,46.8876,325.613,5.57895,38,0.868,3.715,0.905,4.686,16.239,10,51.8,54,32.964,3.8,1.981,2.209,1.825,1.9563,8.5,0,0
60,Mexico,MEX,Ranked,68.31,80.44,69.36,55.14,91.40,91.70,85.79,52.85,80.86,64.58,63.22,68.80,73.43,63.17,46.72,37.25,4.6,45.308,15.9,15.302,36.0818,97.3448,93.299,87.6242,9.08916,99.5078,4.57618,11.1798,84.24,21.4908,4,0.547,17.1656,93.9629,98.8912,73.2667,1.06247,1,87.1151,43.46,0.60784,2.476,21.9265,268.899,67.415,1.222,31.9887,343.272,13.5917,28,0.708,3.783,0.426,4.233,27.984,17,80.4,35,60.3558,6.4,1.591,1.598,2.354,1.56048,8.1,15,20
63,Moldova,MDA,Ranked,67.42,82.11,66.67,53.49,92.50,79.11,85.83,71.01,87.60,71.93,59.52,47.64,82.03,60.71,43.72,27.49,,19.625,16.5,8.771,36.0609,87.59,58.6997,74.9646,0.216667,100,4.40801,12.9149,88.89,5.62142,3,0.805,12.5366,99.1383,92.2164,76.8642,1.01277,2.72,90.7875,60,0.62745,2.809,18.8429,521.177,71.591,2.683,41.6489,800.449,3.52106,28,0.821,3.261,0.747,4.849,31.97,11,63.5,35,7.953,6.5,1.831,1.893,2.876,1.96872,11.4,0,0
82,Mongolia,MNG,Ranked,63.99,69.91,63.72,58.33,85.52,55.07,64.93,74.12,89.20,66.19,47.75,51.74,87.92,61.93,51.49,32.00,18.6,46.569,21,17.87,46.8177,79.789,27.1846,57.0267,31.6611,81.2,3.57308,40.7504,36.69,7.07122,2,0.841,18.5288,98.257,96.4759,,1.07284,2.783,100.296,17.7,0.68627,3.054,16.8967,779.605,63.91,2.581,49.7253,1172.5,13.1723,36,0.883,3.532,0.747,4.825,48.682,6,68.6,39,8.2086,4.3,1.987,2.358,2.918,3.25953,10.5,0,0
47,Montenegro,MNE,Ranked,71.42,86.42,74.72,53.13,96.40,94.05,80.46,74.78,94.75,71.68,68.09,64.37,79.95,65.76,36.76,30.03,2.5,7.673,5,9.752,9.83736,96.0083,85.5161,96.3774,0.177612,99.7,4.27394,18.19,66.43,2.71398,3,0.808,10.4717,98.4422,96.3364,90.0422,1.00225,3.545,158.493,60.31,0.58823,2.271,19.8733,427.192,80.679,3.211,30.9287,517.776,12.2371,27,0.679,3.798,0.796,4.312,10.544,2,42.4,42,19.9918,7.3,1.491,1.726,1.945,2.7664,10.7,0,0
86,Morocco,MAR,Ranked,63.35,83.34,63.77,42.94,86.13,77.77,91.82,77.64,67.19,76.67,51.93,59.28,59.81,60.59,34.37,16.96,4.6,139.36,27.9,17.824,61.4721,82.0602,74.6468,85.7383,18.8575,97.1674,5.44278,4.24774,96.12,1.14898,2,0.745,22.9121,69.4254,94.2006,59.3209,0.870458,0.863,125.422,56,0.80392,2.368,19.4141,487.099,58.377,1.317,62.9846,424.378,16.9854,15,0.655,1.293,0.856,3.703,50.459,11,73.6,39,7.207,7.1,1.36,1.447,2.338,1.2629,3.7,2,5
134,Mozambique,MOZ,Ranked,42.83,41.78,48.81,37.90,48.27,30.26,32.03,56.56,55.48,36.61,35.29,67.86,66.59,29.74,51.11,4.17,28.6,243.466,87.2,39.01,890.267,46.7253,31.2179,24.4269,46.2784,22.3194,3.13987,124.75,3.48,3.40431,4,0.594,32.3843,54.2206,88.132,19.7286,0.90587,1.123,46.9135,7.29394,0.33333,2.815,14.7525,615.452,43.08,0.833,13.8625,1273.22,16.6318,23,0.774,3.719,0.716,1.844,84.054,43,45.4,31,38.4322,5.9,1.798,2.291,2.733,0.30229,2.4,0,0
116,Myanmar,MMR,Ranked,47.66,60.10,46.07,36.82,70.31,59.67,46.59,63.82,71.06,15.56,43.85,53.82,44.07,55.39,37.21,10.62,13.9,227.917,56.6,34.819,196.3,75.7521,21.377,65.8551,12.8131,56.2253,2.84337,80.1291,13.24,2.81643,3,0.494,25.0762,75.5512,96.2114,49.3715,1.02576,0.793,13.2801,8,0.07843,1.812,17.5217,549.151,54.52,0.68,43.6556,482.206,6.1107,9,0.502,2.039,0.381,2.658,58.238,7,72.4,21,28.5159,9.7,1.852,2.337,1.372,0.758084,4.9,0,0
105,Nepal,NPL,Ranked,53.38,63.49,54.43,42.22,73.08,59.43,50.96,70.51,67.56,48.05,49.42,52.67,67.51,38.36,55.69,7.33,9.2,249.662,40.3,35.304,190.71,86.9064,47.0131,49.6325,36.4908,78.0357,1.83375,69.3445,23.81,2.32189,2,0.627,30.6935,59.6273,94.326,59.6905,1.06103,0.855,76.3339,13.3,0.29411,3.258,18.0472,459.35,56.807,1.171,59.7408,637.922,12.7808,24,0.826,3.421,0.778,1.804,80.334,32,58.9,29,68.2264,9.1,2.46,2.375,2.822,0.79106,2.9,0,0
4,Netherlands,NLD,Ranked,88.38,96.34,88.03,80.76,98.29,99.46,98.48,89.15,95.41,97.67,85.03,74.01,97.05,89.16,77.27,59.55,2.5,6.109,4.1,2.517,20.6296,100,100,97.759,0,100,6.62401,0.101997,100,0.863656,2,0.972,4.17258,99,97.4197,91.1224,1.00453,3.51,115.602,93.9564,1,3.815,23.7662,229.462,94.182,3.789,18.0812,253.291,11.3254,40,0.948,3.892,0.959,4.878,12.659,0,86.7,83,87.2411,3.9,3.025,3.22,2.998,3.91336,11.7,26,30
13,New Zealand,NZL,Ranked,87.04,95.37,85.84,79.91,97.30,100.00,96.77,87.41,95.32,88.62,84.76,74.64,96.70,87.81,71.29,63.83,2.5,12.755,5.9,5.333,10.8669,100,100,100,0,100,6.1998,0.162904,100,0.917689,2,0.972,8.58946,99,98.0388,94.7105,1.06442,3.584,105.5,82.78,0.78431,3.725,24.4336,222.894,91.983,3.582,10.2218,554.864,15.3106,39,0.961,3.865,0.963,4.852,11.497,8,85.7,91,74.0943,4.1,2.985,2.784,2.838,4.10132,12.6,14,45
93,Nicaragua,NIC,Ranked,61.98,73.82,65.29,46.84,85.37,73.15,70.14,66.59,70.31,45.65,71.53,73.66,70.28,56.33,44.09,16.66,19,63.091,19.9,17.237,38.5798,81.4118,68.7897,71.3971,17.1367,80.7163,3.92246,26.834,47.81,11.4512,3,0.763,13.7361,,98.4103,48.9196,1.12813,1.223,114.518,15.5,0.09803,1.978,23.616,235.97,68.919,2.331,12.8145,615.155,16.0813,19,0.643,3.782,0.599,3.945,40.297,28,90.7,28,48.2803,6.5,2.21,1.106,1.96,,6.6,0,0
137,Niger,NER,Ranked,40.37,40.89,42.71,37.50,51.57,16.46,26.76,68.75,29.82,30.14,46.24,64.65,81.21,20.90,46.43,1.46,10.6,326.141,104.1,50.863,589.592,47.1416,29.8276,11.9069,82.8407,15.6075,,119.619,1.67,4.44404,3,0.772,19.9793,30.5604,61.0521,15.5324,0.69727,1.068,38.0232,1.15,0.23529,2.946,16.8504,392.477,46.019,1.22,19.958,1503.26,17,26,0.877,3.617,0.897,3.62,89.274,61,42.3,35,4.6259,7.5,2.11,2.7,2.558,0.165237,1.2,0,0
120,Nigeria,NGA,Ranked,46.87,47.79,55.62,37.21,55.10,41.19,43.40,51.48,51.67,48.03,53.30,69.48,75.37,32.69,31.34,9.44,6.7,245.934,115.6,48.278,548.986,65.9398,13.1201,36.2684,31.1833,55.6,1.57573,52.3315,3.09,10.7177,5,0.55,14.7279,,65.9488,,0.89303,1.063,74.0538,19.1,0.33333,2.784,19.0547,261.813,46.965,1.285,28.2919,361.686,13.354,18,0.845,3.599,0.706,4.029,78.668,33,39.4,27,5.299,9.9,1.604,1.553,2.323,0.50845,4.9,0,0
1,Norway,NOR,Ranked,89.17,96.69,89.72,81.09,98.48,99.53,98.85,89.91,98.44,89.62,86.02,84.81,98.47,91.84,77.57,56.48,2.5,4.317,2.9,2.505,21.4062,100,100,98.0591,0,100,6.72196,0.247936,100,0.538706,2,0.974,4.8798,99,99.922,95.3503,0.9668,3.87,112.112,95.0534,0.68627,3.818,23.9692,205.917,94.243,3.812,11.4219,172.999,16.263,40,0.98,3.921,0.979,4.932,5.303,0,87.9,86,80.2186,3.7,3.336,2.923,3.152,3.87216,12.7,8,30
72,Oman,OMN,Ranked,66.39,86.43,68.84,43.89,92.57,91.64,96.24,65.25,92.16,70.15,69.73,43.31,52.49,65.38,31.34,26.36,5.1,17.455,11.3,14.844,45.0755,88.9913,86.7992,99.5376,2.18945,100,6.34945,1.04057,94.38,1.12566,2,0.693,54.8272,90.7206,99.7242,92.1481,0.997685,2.853,151.353,66.45,0.70588,0.7,20.4833,357.131,77.866,3.172,57.7014,586.916,2.5717,9,0.195,2.36,0.804,3.672,2.492,4,34.6,45,,3,0.778,1.12,0.994,1.57447,9.3,1,5
124,Pakistan,PAK,Ranked,45.76,55.24,46.49,35.55,58.66,60.94,53.15,48.21,48.82,45.48,38.55,53.08,54.52,47.18,24.14,16.36,21,351.65,84.3,45.604,176.97,90.1534,30.4232,53.7149,25.9641,70.7999,2.06562,66.6853,38.13,7.78252,4,0.364,34.4345,55.595,79.0187,41.0494,0.79059,0.257,70.2963,10.9,0.33333,2.98,17.3014,668.613,48.184,0.606,58.6124,487.761,10.6911,20,0.768,1.677,0.354,3.275,59.126,16,48.1,29,1.9199,10,2.13,0.718,1.191,0.51691,3.7,5,5
48,Panama,PAN,Ranked,71.04,81.69,75.44,55.99,87.05,86.73,85.72,67.28,80.01,66.93,73.93,80.91,88.79,59.43,49.28,26.46,10.5,75.588,18.4,18.948,56.9614,94.4642,91.8698,78.3589,13.2439,89.1,4.92764,8.05166,86.9,16.8834,3,0.933,14.9992,94.0941,91.19,69.0024,1.07417,1.97,161.644,44.03,0.49019,2.809,24.3703,233.603,71.604,2.43,16.3425,214.148,15.9453,35,0.885,3.747,0.774,4.747,29.858,22,73.9,37,44.9326,5.6,2.238,1.16,2.754,2.22594,10.1,0,0
143,Papua New Guinea,PNG,Ranked,36.97,35.48,36.09,39.32,50.58,30.80,12.23,48.33,50.27,25.58,13.92,54.59,72.40,39.26,37.79,7.85,,550.793,60.8,45.706,297.657,38.9895,18.9126,15.3297,15.8957,34.8962,,236.164,11.43,,4,0.66,41.0002,61.6,83.2736,33.2583,0.739715,0.755,39.5108,5.1,0,2.995,13.1001,1412.25,46.001,0.643,27.7902,554.075,2.41732,23,0.775,3.763,0.507,3.874,78.704,21,46.2,25,,6.3,1.025,2.013,2.599,,3.6,0,0
78,Paraguay,PRY,Ranked,64.95,79.01,65.60,50.25,88.84,90.22,73.05,63.92,74.73,61.02,57.43,69.21,78.91,60.52,39.30,22.28,12,82.837,23.8,7.069,60.5378,94.597,84.0127,85.5171,1.0734,99.0159,3.22282,33.336,61.18,10.1737,3,0.821,25.5269,95.059,90.6581,66.4603,1.06562,0.558,109.087,36.9,0.2549,3.367,21.0486,351.592,66.472,0.676,14.846,784.415,14.4752,27,0.775,3.86,0.597,4.425,37.244,12,80.9,24,37.7051,5.9,1.629,1.795,1.058,1.99491,8.3,0,0
57,Peru,PER,Ranked,69.02,76.64,75.17,55.24,85.42,77.29,81.98,61.90,81.91,73.29,69.92,75.55,80.16,57.31,47.00,36.50,9.5,86.982,17.7,23.51,84.5364,88.931,83.4073,72.3159,26.0827,92.1354,4.85358,15.4716,69.53,6.52542,4,0.764,18.3134,93.7748,96.6489,78.3784,0.99756,0.924,97.4729,39.2,0.70588,3.481,24.2984,202.294,69.622,1.418,21.9268,295.1,15.3118,30,0.907,3.875,0.644,3.659,50.641,12,63.8,38,37.325,7.5,2.32,2.418,1.574,3.48082,8.3,3,5
88,Philippines,PHL,Ranked,62.72,68.88,66.75,52.52,77.57,73.53,64.77,59.64,78.90,73.08,46.28,68.73,80.07,58.15,39.93,31.94,14.1,83.547,30,34.445,204.26,91.5908,42.1664,72.0204,9.37644,87.5,4.20197,77.9905,42.43,8.75843,4,0.604,13.0244,96.398,98.1163,66.6343,1.09291,1.074,104.41,48.099,0.56862,3.558,17.6198,548.288,57.13,1.056,38.8596,312.007,15.1638,26,0.847,3.648,0.716,4.207,39.26,9,52.6,38,62.9794,8.3,2.335,1.242,0.872,1.7821,9.3,5,5
29,Poland,POL,Ranked,81.05,93.57,78.53,71.04,96.73,97.94,93.33,86.30,95.26,76.14,73.09,69.63,95.55,76.10,62.77,49.74,2.5,4.222,5.2,8.129,19.8928,98.37,97.867,96.318,0,100,5.48012,4.14592,100,0.983887,2,0.967,10.9382,99,95.3414,90.8744,0.96586,3.757,148.717,62.8492,0.49019,3.875,21.4736,391.862,83.532,3.424,33.1705,456.009,17,38,0.978,3.838,0.905,4.89,17.223,2,67.2,61,24.6805,4.4,2.694,3.068,2.919,3.30564,12,8,20
21,Portugal,PRT,Ranked,84.35,95.39,84.41,73.27,97.67,99.72,97.42,86.74,95.25,79.13,82.07,81.17,95.98,78.85,68.65,49.60,2.5,10.83,3.7,3.665,33.4138,99.8682,99.8682,99.1867,0,100,6.38571,0.834342,100,1.15292,2,0.964,8.40462,94.4771,99.0535,92.3558,0.97614,3.518,113.9,62.0956,0.64705,3.628,23.9805,229.3,88.787,3.354,15.208,249.867,17,39,0.966,3.959,0.884,4.895,14.546,5,78.8,63,57.0388,2.6,2.104,2.785,3.575,3.04217,8.6,11,40
66,Qatar,QAT,Ranked,67.08,92.29,66.73,42.23,94.25,99.25,97.46,78.20,75.53,71.95,78.85,40.58,42.33,73.01,21.96,31.61,,14.931,8.5,10.776,24.461,99.8149,97.0949,100,,100,6.45362,0.006179,98.07,0.331822,2,0.768,29.2948,90.633,94.3811,72.4639,1.38416,3.71,147.096,85.3,0.60784,0.561,22.459,254.381,81.85,3.784,67.1544,650.694,4.06668,10,0.166,1.39,0.639,3.277,0.155,18,60.6,69,,4.6,1.109,0.601,0.367,0.61491,10.8,1,30
64,Republic of North Macedonia,MKD,Ranked,67.31,87.40,67.87,46.66,95.69,94.23,82.96,76.73,87.75,60.07,67.89,55.78,70.33,58.26,35.02,23.02,4.6,8.212,10.8,7.342,8.99101,93.1753,92.4465,97.0102,1.62,100,4.94672,14.1577,61.79,1.39824,3,0.716,6.79193,97.8,91.624,,0.97024,2.568,107.781,65.24,0.21568,1.522,20.5894,403.341,78.034,2.933,36.3975,,7.81247,23,0.576,2.903,0.73,4.306,,2,33.1,45,8.8719,7,1.702,1.339,2.02,1.93257,8.9,0,0
43,Romania,ROU,Ranked,74.02,86.19,74.52,61.34,94.40,87.05,85.63,77.69,88.41,69.77,67.82,72.06,89.73,68.32,47.10,40.22,2.5,19.059,10.6,12.182,29.2551,100,63.9626,81.3354,0,100,4.56002,11.1174,83.01,1.87395,3,0.918,11.4582,98.6043,93.5864,83.7149,0.98946,2.441,114.161,49.7645,0.47058,3.272,20.0217,447.818,79.028,3.327,30.5959,342.122,16.1633,34,0.891,3.659,0.844,4.822,30.937,3,69.5,43,19.6214,6.8,1.98,2.071,2.875,2.31565,10.6,4,20
62,Russia,RUS,Ranked,67.75,82.77,68.86,51.61,94.61,93.68,90.73,52.07,93.16,69.69,60.32,52.30,55.63,67.86,30.30,52.65,2.5,16.613,9.5,11.373,41.3501,96.5732,90.6116,88.803,0,100,4.80062,0.220814,97.62,14.9351,4,0.455,19.7345,99.6843,98.4031,94.6879,0.97973,2.585,152.023,67.97,0.68627,0.614,18.9361,587.689,78.576,2.737,47.3703,754.722,9.45113,7,0.398,2.775,0.409,4.813,5.847,8,73.8,27,8.6042,9.3,1.418,1.172,2.493,3.96966,11.7,26,5
108,Rwanda,RWA,Ranked,52.01,54.98,58.70,42.36,61.82,56.66,39.26,62.16,71.30,43.36,54.26,65.87,68.32,60.25,34.51,6.35,32.3,206.034,48,42.373,333.947,54.8363,37.1959,61.8675,2.89399,15.2,3.97018,80.979,0.51,2.37282,3,0.634,38.2834,69.5676,96.2354,27.7325,1.0951,3.134,60.4525,9,0.5098,2.165,17.8199,340.283,47.78,2.405,21.4972,419.024,8.73339,9,0.501,3.707,0.746,4.507,69.233,3,62.4,49,6.2157,8.8,2.655,1.651,0.919,0.39989,3.4,0,0
96,Sao Tome and Principe,STP,Ranked,58.94,63.85,60.46,52.51,76.60,56.01,49.33,73.46,77.25,39.38,52.73,72.46,88.20,53.25,59.66,8.95,14.8,197.891,38.5,22.084,189.969,80.9591,90.034,38.4273,65.0943,62.9119,,86.3127,20.5,3.3557,,0.954,19.0067,90.1431,91.4068,62.3374,1.09559,2.041,67.0047,23,0.0196,3.001,17.7933,451.525,55.995,2.104,29.4275,382.2,17,34,0.886,3.766,0.794,4.606,48.008,19,53.7,42,,4.5,2.62,2.12,2.871,0.47589,4.7,0,0
92,Saudi Arabia,SAU,Ranked,62.08,85.14,64.96,36.13,93.27,95.46,96.20,55.65,83.03,63.93,69.41,43.48,22.33,67.88,12.43,41.89,5.7,24.094,9.8,11.405,46.338,99.3335,82.1539,99.5868,,100,6.24085,0.379797,96.05,1.4957,3,0.229,40.7737,94.4263,97.4617,84.9922,0.77303,2.826,177.342,60.5,0.56862,0.449,20.2481,345.676,75.645,3.273,69.693,425.785,4.38589,3,0.166,0.235,0.299,2.3,3.029,4,40.4,49,,7.4,0.103,0.913,0.432,2.8552,8.8,11,15
101,Senegal,SEN,Ranked,56.48,63.66,59.60,46.18,68.90,62.30,49.87,73.56,57.99,56.19,51.99,72.23,87.14,41.70,51.20,4.67,12.7,315.176,55.6,23.724,330.609,75.7967,68.5758,48.6713,27.3752,57,2.99527,85.9648,31.65,8.5097,2,0.873,19.2984,42.8175,74.679,37.0965,0.99832,2.425,93.0133,13.1,0.35294,3.618,17.5148,420.532,50.516,2.237,19.9367,599.503,17,33,0.94,3.56,0.823,4.349,66.726,30,42,43,1.4321,6.3,2.561,2.354,3.025,0.51891,2.1,0,0
52,Serbia,SRB,Ranked,70.72,87.43,67.04,57.69,94.91,92.49,82.13,80.18,92.57,60.50,62.67,52.44,81.69,61.89,42.72,44.47,6.1,12.102,6.9,9.513,14.3789,87.7987,92.3737,97.226,0.1375,100,4.74764,26.477,71.15,1.23926,3,0.931,8.74405,98.314,98.7843,92.2052,1.02217,2.563,129.298,53.4504,0.41176,1.101,18.874,473.232,79.273,2.622,40.9547,687.464,6.62965,31,0.711,3.589,0.74,4.642,28.14,5,47.9,41,21.0294,8.1,1.714,2.703,1.972,2.71142,9.9,2,40
131,Sierra Leone,SLE,Ranked,44.03,42.78,49.27,40.03,39.78,35.03,21.34,74.99,55.29,35.30,41.26,65.21,74.74,34.03,46.95,4.42,24.5,523.947,137.3,40.542,619.882,55.7867,24.4301,14.2357,28.6651,13.5,1.96381,149.663,0.72,1.67009,2,0.74,26.9281,32.4262,97.7362,32.4419,0.85822,1.263,57.7861,4,0.09803,3.426,15.7275,523.836,47.016,1.117,14.1824,688.035,9.43977,28,0.833,3.855,0.538,3.452,86.235,34,48.1,31,6.4781,6.2,2.404,2.042,2.5,,2.4,0,0
27,Singapore,SGP,Ranked,81.89,96.86,84.59,64.21,97.48,100.00,98.71,91.27,98.11,80.83,88.84,70.57,70.15,86.82,51.08,48.78,,4.022,2.7,3.629,46.5007,100,100,100,,100,6.67939,0.051788,100,0.208691,2,0.958,3.78389,96.5481,99.9412,99.5318,0.99139,3.674,157.403,80.902,0.90196,1.114,26.1032,180.912,91.585,3.731,21.2791,139.188,4.51437,19,0.395,3.297,0.794,4.7,9.285,1,75.5,84,24.8319,3.1,2.134,2.724,1.126,3.72236,10.9,4,25
38,Slovakia,SVK,Ranked,78.94,94.16,78.55,64.11,96.07,98.94,95.77,85.87,90.25,81.03,71.11,71.79,92.89,77.16,55.37,31.00,3.9,6.75,6.4,7.895,24.0002,99.5202,98.4851,97.9161,0,100,6.15467,1.91257,96.81,1.16299,2,0.925,8.82625,99,,84.2118,1.01176,2.443,114.438,77.8826,0.62745,3.192,20.6129,380.543,82.115,3.3,36.3544,304.701,17,37,0.926,3.736,0.879,4.851,12.164,1,77.6,50,31.7263,5.9,2.257,2.523,2.94,2.53242,11.9,0,0
23,Slovenia,SVN,Ranked,83.67,95.09,82.51,73.39,97.21,99.37,95.63,88.17,97.86,74.32,80.73,77.15,93.89,78.38,67.60,53.68,2.5,6.402,2.7,7.565,14.782,99.5394,99.0401,99.1091,0,100,6.18304,1.96837,95.41,0.679483,2,0.949,7.23793,99.7,98.6299,94.3382,0.99786,3.873,110.525,72.6756,0.39215,3.423,23.1058,250.977,89.495,3.435,18.9817,344.031,17,38,0.945,3.399,0.979,4.856,15.091,1,75.9,58,42.0921,3.9,2.51,3.041,3.461,3.79885,11.6,1,50
76,South Africa,ZAF,Ranked,65.38,71.00,61.00,64.12,72.74,84.40,76.76,50.11,80.23,62.99,53.15,47.66,88.30,75.63,55.87,36.69,4.5,116.7,43.6,27.71,602.917,90.9905,88.3108,71.9954,8.14295,85.4,3.57843,18.1424,79.65,30.5916,4,0.778,31.2123,93.9347,95.1963,85.0092,1.09454,0.932,142.959,46.5,0.33333,2.704,18.3047,422.152,63.619,1.292,49.1779,824.855,6.3776,33,0.857,3.945,0.854,4.399,8.826,4,80.8,44,50.8841,5.5,2.145,2.601,2.287,1.11651,9.9,10,20
149,South Sudan,SSD,Ranked,24.21,30.49,26.44,15.69,52.49,9.23,22.46,37.80,6.77,11.05,32.27,55.65,22.05,18.34,13.46,8.93,,334.664,96.9,33.775,599.854,41.0684,6.16212,8.03652,76.8844,12.0443,,136.531,0.59,13.9024,5,0.171,30.6565,,36.2258,4.88126,0.53067,0.068,25.5266,3.82997,0.05882,0.137,15.5894,505.631,29.861,0.054,22.9024,2701.71,14.0767,2,0.145,2.214,0.151,0.86,85.792,40,14.7,15,7.5348,10,0.932,0.787,0.328,,4,0,0
18,Spain,ESP,Ranked,85.97,94.82,87.05,76.04,98.78,99.95,97.21,83.33,96.33,85.16,84.55,82.15,95.23,81.25,69.72,57.99,2.5,6.054,3.5,1.429,13.9136,99.9566,99.9566,99.9043,0,100,6.32129,0.513937,100,0.776825,3,0.963,4.88559,98.0791,98.7292,96.224,1.00402,3.4,107.412,71.635,0.78431,3.593,25.0764,205.001,93.349,3.076,13.1373,243.287,17,39,0.961,3.667,0.92,4.929,12.534,1,82.8,60,86.9893,5.8,2.63,2.725,3.273,3.92932,9.5,31,35
77,Sri Lanka,LKA,Ranked,65.09,76.01,74.31,44.97,89.56,77.51,71.09,65.86,87.51,59.43,70.42,79.89,59.28,61.52,33.85,25.22,12.3,31.54,10.4,16.58,45.3962,87.0978,35.5646,93.0746,1.58962,90.2,4.79496,29.4335,23.37,3.30974,3,0.466,16.321,91.7841,97.3077,87.218,1.04213,2.168,98.9668,21.9,0.64705,1.428,21.0926,313.409,74.981,3.055,27.5711,137.852,15.4397,16,0.479,2.895,0.551,3.733,40.796,11,70.5,38,5.0403,9.3,1.698,2.176,1.743,0.96413,10.3,1,5
