2017 ranking,Country,Code,Status,Social Progress Index,Basic Human Needs,Foundations of Wellbeing,Opportunity,Nutrition and Basic Medical Care,Water and Sanitation,Shelter,Personal Safety,Access to Basic Knowledge,Access to Information and Communications,Health and Wellness,Environmental Quality,Personal Rights,Personal Freedom and Choice,Inclusiveness,Access to Advanced Education,Undernourishment (% of pop.),"Maternal mortality rate (deaths/100,000 live births)","Child mortality rate (deaths/1,000 live births)",Child stunting (% of children),"Deaths from infectious diseases (deaths/100,000 people)",Access to at least basic drinking water (% of pop.),Access to piped water (% of pop.),Access to at least basic sanitation facilities (% of pop.),Rural open defecation (% of pop.),Access to electricity (% of pop.),Quality of electricity supply (1=low; 7=high),"Household air pollution attributable deaths (deaths/100,000 people)",Access to clean fuels and technology for cooking (% of pop.),"Homicide rate (deaths/100,000 people)",Perceived criminality (1=low; 5=high),Political killings and torture (0=low freedom; 1=high freedom),"Traffic deaths (deaths/100,000 people)",Adult literacy rate (% of pop. aged 15+),Primary school enrollment (% of children),Secondary school enrollment (% of children),Gender parity in secondary enrollment (distance from parity),Access to quality education (0=unequal; 4=equal),Mobile telephone subscriptions (subscriptions/100 people),Internet users (% of pop.),Access to online governance (0=low; 1=high),Media censorship (0=frequent; 4=rare),Life expectancy at 60 (years),"Premature deaths from non-communicable diseases (deaths/100,000 people)",Access to essential services  (0=none; 100=full coverage),Access to quality healthcare (0=unequal; 4=equal),"Outdoor air pollution attributable deaths (deaths/100,000 people)",Greenhouse gas emissions (CO2 equivalents/GDP),Biome protection,Political rights (0=no rights; 40=full rights),Freedom of expression (0=no freedom; 1=full freedom),Freedom of religion (0=no freedom; 4=full freedom),Access to justice (0=non-existent; 1=observed),Property rights for women (0=no rights; 5=full rights),Vulnerable employment (% of employees),Early marriage (% of women),Satisfied demand for contraception (% of women),Corruption (0=high; 100=low),Acceptance of gays and lesbians (0=low; 100=high),Discrimination and violence against minorities (1=low; 10=high),Equality of political power by gender (0=unequal power; 4=equal power),Equality of political power by socioeconomic position (0=unequal power; 4=equal power),Equality of political power by social group (0=unequal power; 4=equal power),Years of tertiary schooling,Women's average years in school,Globally ranked universities (points),Percent of tertiary students enrolled in globally ranked universities
41,Barbados,BRB,Ranked,76.99,89.62,75.12,66.22,92.58,97.59,96.05,72.27,94.94,75.78,74.83,54.91,94.75,78.98,58.92,32.23,4,84.037,13.1,7.533,53.4995,98.4744,98.7419,96.3554,,100,6.04478,0.044728,99.36,8.82192,,0.928,9.46915,99.6,93.3012,96.4577,1.04651,3.719,117.795,76.11,0.42373,3.351,22.3504,316.657,74.388,3.728,35.7802,312.747,1.03415,40,0.912,3.781,0.917,4.833,15.833,0,73.8,61,,4.1,2.678,2.13,2.808,3.27127,10.6,0,0
47,Belarus,BLR,Ranked,72.57,89.52,70.73,57.46,97.64,95.98,93.64,70.81,97.55,64.45,66.81,54.12,56.35,74.91,52.23,46.35,2.5,11.596,4.1,4.624,16.9125,96.4644,91.3365,97.765,0,100,,0.771706,97.91,3.58466,3,0.637,10.1001,99.6171,99.551,97.2048,0.98402,3.529,120.689,67.3,0.55932,0.193,19.4238,499.472,83.099,3.321,51.153,588.548,10.5456,5,0.386,2.88,0.61,4.265,3.259,4,77.9,40,9.1095,7.1,1.96,3.176,3.134,3.88084,12.1,3,10
19,Belgium,BEL,Ranked,86.48,93.62,86.27,79.55,98.14,99.88,96.82,79.66,94.15,86.19,84.72,80.00,97.09,87.84,74.45,58.84,2.5,7.402,4,2.687,25.6266,100,100,99.4861,0,100,6.212,0.114447,100,1.85397,3,0.953,7.81013,99,99.2937,94.1176,1.11991,3.744,113.166,85.0529,0.64407,3.901,23.8315,228.501,92.874,3.774,18.3594,250.305,17,40,0.98,3.672,0.985,4.886,10.683,1,88.3,77,84.5607,4.9,2.857,3.109,3.24,3.70912,11.3,16,40
116,Benin,BEN,Ranked,49.43,44.14,56.56,47.59,58.52,29.54,34.91,53.60,59.83,47.38,49.50,69.54,91.64,35.60,56.31,6.80,9.6,286.916,103.7,41.858,415.688,66.0657,39.8382,16.0117,76.0734,40.1602,1.68923,94.7582,5.85,6.56806,4,0.881,46.9398,32.9488,96.9027,46.581,0.75559,2.879,88.1051,11.255,0.16949,3.14,17.2288,402.711,49.906,1.666,23.0394,723.845,17,33,0.908,3.897,0.932,4.63,88.235,22,29.3,36,9.9157,3.4,2.254,2.456,3.055,0.71498,2.8,0,0
81,Bhutan,BTN,Ranked,65.53,82.11,66.05,48.44,75.83,90.16,81.28,81.17,71.64,57.74,67.17,67.65,76.41,64.23,48.43,4.71,,173.835,33.4,33.181,97.6729,96.8125,98.4604,67.2851,0.749053,95.6461,5.76324,28.2516,50.65,3.13741,2,0.849,8.89876,57.0336,82.9955,63.5063,1.09518,3.558,85.8216,39.8,0.35593,2.785,20.2063,354.992,62.699,3.712,41.2009,405.62,17,28,0.71,2.683,0.866,4.271,72.343,14,82.1,65,16.3779,7.9,2.193,2.337,3.057,0.52574,2.1,0,0
91,Bolivia,BOL,Ranked,63.02,73.81,64.67,50.58,78.38,67.41,83.40,66.06,79.10,62.70,55.94,60.95,76.34,51.00,54.55,20.44,19.9,159.561,37.5,19.216,111.858,91.4968,71.4613,56.91,41.2682,91.5228,5.00108,22.5471,80.45,8.91863,3,0.856,23.0026,92.4551,91.0235,77.9868,0.98022,0.884,94.7609,35.5623,0.57627,2.142,19.3143,361.635,59.951,1.501,32.3875,1275.38,16.5269,29,0.817,3.888,0.411,4.249,56.12,15,54.4,33,40.3894,6,2.027,3.064,2.16,,8,0,0
83,Botswana,BWA,Ranked,64.83,70.66,67.80,56.03,70.35,77.09,63.33,71.87,79.81,60.11,60.47,70.80,83.53,76.10,43.72,20.78,25.5,91.755,40.6,29.226,406.62,88.4463,90.3938,74.7621,33.7396,58.3532,3.29812,39.2615,62.12,15.0382,2,0.873,16.5541,87.7,90.3646,,1.09114,2.472,157.312,37.312,0.28814,2.892,18.6271,369.511,65.006,2.579,32.7932,402.559,17,28,0.822,3.812,0.892,3.974,25.68,5,80.4,60,19.7566,4.9,1.31,2.046,2.42,1.34685,9.2,0,0
46,Brazil,BRA,Ranked,72.80,80.88,75.27,62.26,92.35,91.83,86.53,52.82,82.35,78.60,64.62,75.50,83.20,72.52,52.47,40.86,2.5,69.103,15.7,10.073,61.252,97.6059,96.1349,86.5541,10.4057,99.7109,4.09547,6.36004,95.1,27.9566,4,0.712,21.7251,92.0479,99.1372,82.3278,1.04741,0.853,125.176,58.3279,0.72881,3.199,22.2409,323.329,69.874,1.593,23.4451,344.063,16.9797,31,0.799,3.714,0.64,4.862,27.408,4,88.1,40,69.5667,6.2,1.63,1.895,2.776,2.35217,7.8,34,10
43,Bulgaria,BGR,Ranked,75.37,88.98,73.51,63.62,95.19,96.07,86.83,77.85,89.67,73.80,64.57,66.00,85.14,69.24,57.12,42.99,3.8,18.567,8.3,9.602,17.3491,99.1885,99.1885,85.9829,0,100,4.62115,10.8437,88.11,1.60617,3,0.863,9.71852,98.3524,93.4569,90.3065,0.96915,2.463,128.105,56.6563,0.69492,2.332,19.681,512.818,77.316,3.155,40.9774,499.466,16.9779,33,0.824,3.3,0.789,4.836,8.176,9,67.4,41,21.7986,5.1,2.636,2.451,2.906,3.22659,11.8,2,15
127,Burkina Faso,BFA,Ranked,46.06,45.76,51.53,40.89,60.29,22.75,28.31,71.68,49.00,47.68,44.85,64.60,79.26,37.90,44.54,1.85,20.3,227.98,88.4,29.195,519.881,48.6605,25.1496,18.826,65.3362,21.7893,1.69483,114.635,7.88,0.784716,3,0.754,26.86,34.5994,75.8529,28.1049,0.951,1.061,79.7703,11.3876,0.23729,3.401,16.4222,438.776,50.722,0.975,22.5188,1128.41,15.6099,23,0.888,3.812,0.729,3.898,86.79,32,48,42,9.3165,4.5,1.498,1.9,2.723,0.32117,1,0,0
143,Burundi,BDI,Ranked,38.26,41.47,47.20,26.09,50.44,53.74,24.55,37.17,64.90,23.16,41.74,59.02,31.69,37.85,30.12,4.72,,267.133,67.1,55.325,557.873,59.5815,32.9863,45.8757,2.90147,8.47092,2.12167,122.838,0.81,5.7017,5,0.044,37.5688,61.5697,97.3914,32.7815,0.96713,0.836,49.0005,4.86622,0.15254,0.65,15.3908,470.496,44.596,1.226,21.9957,847.318,7.90814,5,0.163,3.231,0.204,1.236,94.649,10,39.8,20,3.4667,7.9,1.153,2.215,1.202,0.34436,2.6,0,0
66,Cabo Verde,CPV,Ranked,67.93,75.84,68.67,59.27,87.57,72.40,73.53,69.87,77.68,63.92,71.54,61.54,91.12,71.80,60.14,14.00,13.3,50.33,19.7,12.322,111.381,85.8788,86.3699,70.4742,39.4496,88.3782,3.30993,26.1679,70.06,12.3472,,0.94,12.3368,86.7903,86.4102,64.6215,1.0958,2.813,114.741,42.68,0.47458,2.249,22.7978,284.281,67.792,3.016,26.2348,249.934,2.25354,37,0.891,3.905,0.861,4.511,27.474,11,76.7,59,,4.1,1.72,2.844,3.456,1.11227,5.9,0,0
114,Cambodia,KHM,Ranked,49.56,56.64,57.90,34.13,73.35,46.92,50.67,55.63,68.68,43.01,49.56,70.33,47.54,51.53,29.31,8.15,18.8,119.471,32,40.966,189.622,75.3811,23.4587,53.3857,47.4804,69.0304,3.31991,88.3676,15.28,1.84346,4,0.375,30.495,80.5265,93.0016,,0.85476,0.734,134.367,22.3274,0.0678,1.067,17.9503,437.139,61.073,0.808,22.1783,683.283,17,11,0.33,2.996,0.258,3.397,51.625,11,59,21,27.0826,6.9,1.688,0.801,0.788,0.67212,3.7,0,0
124,Cameroon,CMR,Ranked,46.73,53.77,52.51,33.91,60.64,50.60,47.88,55.97,71.32,41.65,45.35,51.72,58.18,38.12,28.32,11.04,6.5,323.816,90.1,31.774,536.446,60.2086,39.472,38.8557,13.9827,58.8143,2.1346,64.7349,21.06,4.1741,4,0.467,25.5122,71.2905,95.8069,47.3003,0.86008,2.47,79.5316,20.6801,0.16949,1.748,16.5133,453.792,51,1.135,55.9915,576.76,9.79912,9,0.518,3.525,0.263,4.443,74.081,26,45.7,26,5.0371,8.3,1.598,1.137,1.595,0.95854,4.6,0,0
12,Canada,CAN,Ranked,87.79,95.41,86.72,81.25,98.02,99.38,98.15,86.08,96.36,88.32,84.56,77.64,95.92,88.99,72.71,67.39,2.5,8.326,5.3,3.06,16.1061,99.389,99.3558,99.1147,0,100,6.5406,0.027058,100,1.46329,2,0.957,7.96441,99,99.9622,99.6514,1.01467,3.021,82.7962,88.47,0.91525,3.738,24.8674,213.521,92.417,3.276,10.6091,470.992,17,40,0.957,3.755,0.942,4.819,10.723,3,90.8,82,86.8102,3.4,2.907,2.85,2.465,3.29858,13.3,45,50
148,Central African Republic,CAF,Ranked,27.81,22.30,31.35,29.79,21.65,30.25,21.58,15.75,31.10,19.35,25.74,49.21,50.08,22.66,42.08,4.33,55.2,616.554,130.2,43.239,964.896,46.2281,17.9578,25.1831,35.5604,24.2307,,157.809,0.87,19.7574,5,0.335,95.039,36.7526,68.3522,13.1606,0.63784,0.963,27.331,3.8,0,2.469,12.9226,761.325,30.273,0.939,44.8859,3230.93,17,4,0.66,2.734,0.299,3.291,93.672,42,35.9,20,5.2073,9.1,2.191,2.479,2.355,0.15333,2.9,0,0
147,Chad,TCD,Ranked,28.82,28.45,35.68,22.32,40.20,9.97,22.79,40.82,24.72,20.97,39.20,57.85,51.48,17.75,18.56,1.50,37,402.106,130.8,43.014,581.271,39.007,18.9294,8.84038,82.3647,7.7,1.85475,129.487,3.13,9.68368,5,0.18,27.4741,26.003,74.5768,18.9609,0.46151,0.78,39.0152,3.5,0.15254,0.969,16.2102,453.5,38.797,0.591,32.2377,990.1,11.5753,4,0.527,2.6,0.294,4.314,93.117,45,21.6,20,6.894,8,1.186,0.773,0.349,0.17202,1.2,0,0
34,Chile,CHL,Ranked,80.23,91.06,79.22,70.41,96.38,99.17,93.64,75.03,85.20,85.85,74.03,71.82,92.25,78.88,56.16,54.34,3.6,25.429,7.9,4.073,28.4521,99.6009,99.0062,99.631,1.18631,99.7148,5.89598,3.01524,91.91,3.62216,3,0.924,12.3477,96.8741,95.8044,87.09,1.01149,1.239,130.647,76.63,0.74576,3.693,23.4454,235.837,80.714,2.176,20.9658,260.908,10.4806,37,0.964,3.797,0.85,4.606,23.739,6,84.8,66,62.2417,3.6,2.182,1.967,1.962,4.48926,10.2,14,20
88,China,CHN,Ranked,63.73,81.17,66.30,43.71,92.86,85.71,82.91,63.19,84.24,64.89,63.23,52.85,31.79,70.76,28.91,43.37,9.1,14.593,10.8,11.112,22.7427,91.7349,73.5579,81.6754,0.917117,100,5.25146,18.1201,57.8,0.725338,4,0.393,17.547,95.1245,,,1.01818,1.623,92.4809,50.3,0.81356,0.316,20.6704,364.103,78.352,1.488,52.6589,725.787,11.5004,1,0.206,0.983,0.399,3.096,45.075,2,92,40,13.6791,7.9,1.605,1.539,0.761,2.39202,7.5,96,5
54,Colombia,COL,Ranked,70.82,80.80,77.20,54.47,90.24,88.71,88.45,55.79,80.75,78.48,74.42,75.14,74.45,61.22,41.80,40.39,7.9,76.684,15.7,13.006,28.5445,96.6808,88.3547,87.5458,14.4361,98.1869,4.81179,5.17941,90.87,27.919,4,0.749,15.3356,94.245,93.5812,78.7136,1.06381,1.255,118.866,55.905,0.76271,3.103,25.2396,206.224,74.299,1.862,17.0915,328.752,14.083,29,0.796,3.663,0.557,3.59,47.277,17,86.2,37,44.2923,7.3,1.782,1.77,1.705,2.9896,8.2,12,10
113,Comoros,COM,Ranked,51.12,62.21,52.08,39.06,66.96,66.56,49.95,65.38,62.39,28.78,46.83,70.33,64.42,39.14,45.76,6.93,,179.455,73.2,36.914,246.694,80.132,59.3336,35.8153,0.617915,74.9138,,81.0189,7.05,8.52991,,0.792,22.3287,49.1961,85.7545,43.5748,1.06416,1.993,54.6402,7.45916,0.01695,2.352,17.7352,439.832,45.988,1.306,15.9378,344.106,9.48652,24,0.773,1.966,0.556,3.86,64.847,20,33.9,24,8.0047,5.4,1.481,2.576,2.564,0.44974,3.6,0,0
145,"Congo, Democratic Republic of",COD,Ranked,36.35,38.08,45.80,25.18,47.92,35.63,25.81,42.97,59.83,22.37,39.92,61.08,36.96,29.93,25.72,8.09,,378.82,97.6,45.442,530.259,42.3938,31.3381,20.4412,18.3592,16.834,1.625,117.277,3.93,14.2781,4,0.165,31.3505,76.5363,,,0.63951,1.327,49.5465,3.8,0.08475,0.932,15.859,481.953,42.596,0.804,27.7205,860.133,11.9678,4,0.469,3.329,0.169,1.191,79.982,25,22.3,21,10.1497,10,1.497,1.401,1.316,0.33037,4.6,0,0
132,"Congo, Republic of",COG,Ranked,44.54,51.14,51.86,30.61,56.41,50.88,52.72,44.54,68.41,36.62,39.07,63.35,50.91,37.81,23.17,10.56,38.2,403.655,51.3,23.241,482.213,71.1496,52.2836,18.9369,22.1305,60.4,,66.2707,21.59,9.86743,4,0.132,30.2164,79.3112,87.2205,,0.86601,1.254,104.411,7.61597,0.08475,0.326,15.6067,552.835,48.002,0.721,49.2476,478.195,17,5,0.279,3.563,0.278,4.163,76.847,20,42.8,20,6.7757,7.2,0.806,1.134,1.154,0.52559,5.5,0,0
35,Costa Rica,CRI,Ranked,79.97,88.96,82.56,68.39,94.51,98.77,92.63,69.91,90.89,78.18,80.15,81.02,96.06,74.54,64.96,37.99,5.4,28.344,9.4,8.566,19.6225,99.529,99.0424,97.2714,0.50522,99.4098,5.64123,3.74121,92.91,10.0261,3,0.975,16.6519,97.4066,96.966,82.741,1.0541,3.139,156.735,59.763,0.64407,3.563,24.2184,224.12,77.014,3.594,16.0874,216.445,16.0466,38,0.975,3.806,0.946,4.879,19.694,13,85.7,58,49.1953,4.2,3.011,1.881,3.46,2.69974,8.8,3,20
40,Croatia,HRV,Ranked,78.62,90.90,80.57,64.40,96.93,98.32,92.88,75.47,95.44,78.90,73.35,74.59,86.84,73.81,49.44,47.51,2.5,5.818,4.8,8.127,8.85424,99.5868,99.5868,96.4872,,100,5.76872,5.32594,91.96,0.84556,4,0.934,9.0305,99.1254,98.2024,90.8418,1.04634,3.621,104.241,69.8031,0.77966,2.178,20.8901,344.682,85.732,3.279,29.9466,288.486,17,37,0.751,3.597,0.789,4.822,8.714,2,64.6,49,29.6306,5.8,2.175,2.171,2.246,3.24327,11.2,1,40
76,Cuba,CUB,Ranked,66.25,86.84,63.55,48.37,94.84,91.06,88.47,72.99,92.23,28.13,72.74,61.11,32.07,70.21,60.43,30.75,2.5,53.368,5.6,8.559,37.5956,95.1913,79.1653,92.435,0.889357,99.2688,,1.93468,78.64,5.24486,3,0.821,8.66813,99.7525,95.7543,86.6197,1.03863,3.159,29.1006,37.3051,0.32203,0.172,22.0875,327.698,77.438,3.157,30.7648,,10.3271,1,0.113,2.596,0.189,2.641,8.139,23,89.1,47,,4,2.385,2.954,2.503,1.70297,11.5,1,5
29,Cyprus,CYP,Ranked,81.53,92.80,83.88,67.90,97.83,99.57,93.05,80.76,97.34,78.10,84.84,75.25,93.83,77.35,57.29,43.12,4.5,8.408,2.9,2.799,12.1076,99.6131,99.6131,99.256,0,100,5.27318,0.20041,100,0.954605,3,0.968,10.879,98.6784,98.6002,94.6324,0.99277,3.739,131.79,71.7159,0.52542,3.545,23.95,222.918,93.259,3.696,25.0175,331.369,17,38,0.939,3.492,0.962,4.836,12.475,2,,55,34.9568,6.3,2.612,2.818,2.515,2.64239,11.8,2,25
23,Czech Republic,CZE,Ranked,84.37,95.63,81.78,75.69,98.14,99.71,96.89,87.76,96.80,79.95,78.71,71.67,93.29,80.46,65.40,63.61,2.5,4.902,3.1,3.775,19.1583,99.8801,99.8801,99.1354,0,100,6.38776,1.02793,97.14,0.764257,2,0.957,8.06767,99,,90.9992,1.00842,3.76,117.454,75.6688,0.55932,3.522,21.8704,302.532,88.182,3.81,29.5776,417.626,17,38,0.93,3.581,0.938,4.758,14.02,0,84.7,55,49.1066,4.8,2.256,3.075,3.403,2.93232,12.5,13,65
117,Côte d'Ivoire,CIV,Ranked,49.26,51.95,54.82,41.03,55.75,45.14,48.86,58.03,48.87,52.14,43.57,74.68,71.11,39.90,45.33,7.77,21.3,324.678,94.9,32.783,503.276,72.6545,41.9442,30.5727,45.5027,63.3129,3.58344,103.654,18.4509,12.6286,4,0.849,24.7264,43.9084,87.7655,35.4999,0.72798,1.046,109.949,38.44,0.15254,1.726,16.4925,476.053,48.875,0.983,23.1989,385.047,17,20,0.738,3.584,0.68,3.517,73,25,41.2,34,9.1988,8.1,2.274,2.169,2.803,0.51915,3.9,0,0
2,Denmark,DNK,Ranked,89.74,96.32,88.87,84.03,98.37,99.90,98.98,88.02,97.08,93.25,83.19,81.96,97.93,92.39,82.69,63.10,2.5,2.313,4.2,2.431,23.1576,100,100,99.5972,0,100,6.7504,0.11022,100,1.28886,2,0.965,4.03128,99,99.9898,89.8858,1.02948,3.753,124.444,96.3305,0.81356,3.794,23.4622,227.436,91.909,3.598,17.3816,206.073,17,40,0.981,3.876,0.984,4.841,5.638,0,85.9,90,85.8729,4.4,3.212,3.498,3.795,4.27701,12.7,13,40
133,Djibouti,DJI,Ranked,44.39,58.20,37.27,37.69,61.40,56.77,54.99,59.66,41.30,16.46,46.72,44.59,51.30,54.22,37.49,7.73,19.1,392.421,65.7,33.445,300.83,75.5773,80.8922,61.0912,66.4886,57.5491,,35.2648,10.29,7.4152,3,0.487,25.0006,,52.5464,35.0137,0.8196,1.587,33.8953,11.9224,0,0.699,17.4727,462.893,46.997,1.442,46.8154,695.775,1.33436,7,0.311,2.429,0.692,3.489,47.852,3,42.5,30,5.2936,6.5,1.861,1.375,2.218,0.25086,,0,0
