2016 ranking,Country,Code,Status,Social Progress Index,Basic Human Needs,Foundations of Wellbeing,Opportunity,Nutrition and Basic Medical Care,Water and Sanitation,Shelter,Personal Safety,Access to Basic Knowledge,Access to Information and Communications,Health and Wellness,Environmental Quality,Personal Rights,Personal Freedom and Choice,Inclusiveness,Access to Advanced Education,Undernourishment (% of pop.),"Maternal mortality rate (deaths/100,000 live births)","Child mortality rate (deaths/1,000 live births)",Child stunting (% of children),"Deaths from infectious diseases (deaths/100,000 people)",Access to at least basic drinking water (% of pop.),Access to piped water (% of pop.),Access to at least basic sanitation facilities (% of pop.),Rural open defecation (% of pop.),Access to electricity (% of pop.),Quality of electricity supply (1=low; 7=high),"Household air pollution attributable deaths (deaths/100,000 people)",Access to clean fuels and technology for cooking (% of pop.),"Homicide rate (deaths/100,000 people)",Perceived criminality (1=low; 5=high),Political killings and torture (0=low freedom; 1=high freedom),"Traffic deaths (deaths/100,000 people)",Adult literacy rate (% of pop. aged 15+),Primary school enrollment (% of children),Secondary school enrollment (% of children),Gender parity in secondary enrollment (distance from parity),Access to quality education (0=unequal; 4=equal),Mobile telephone subscriptions (subscriptions/100 people),Internet users (% of pop.),Access to online governance (0=low; 1=high),Media censorship (0=frequent; 4=rare),Life expectancy at 60 (years),"Premature deaths from non-communicable diseases (deaths/100,000 people)",Access to essential services  (0=none; 100=full coverage),Access to quality healthcare (0=unequal; 4=equal),"Outdoor air pollution attributable deaths (deaths/100,000 people)",Greenhouse gas emissions (CO2 equivalents/GDP),Biome protection,Political rights (0=no rights; 40=full rights),Freedom of expression (0=no freedom; 1=full freedom),Freedom of religion (0=no freedom; 4=full freedom),Access to justice (0=non-existent; 1=observed),Property rights for women (0=no rights; 5=full rights),Vulnerable employment (% of employees),Early marriage (% of women),Satisfied demand for contraception (% of women),Corruption (0=high; 100=low),Acceptance of gays and lesbians (0=low; 100=high),Discrimination and violence against minorities (1=low; 10=high),Equality of political power by gender (0=unequal power; 4=equal power),Equality of political power by socioeconomic position (0=unequal power; 4=equal power),Equality of political power by social group (0=unequal power; 4=equal power),Years of tertiary schooling,Women's average years in school,Globally ranked universities (points),Percent of tertiary students enrolled in globally ranked universities
41,Barbados,BRB,Ranked,76.58,89.79,72.83,67.12,92.34,97.36,97.01,72.44,95.75,66.86,74.81,53.91,94.75,82.57,58.92,32.23,4.4,86.347,13.4,7.576,53.6259,98.4644,98.6293,95.8553,,100,6.28662,0.046109,99.3,8.4953,,0.928,9.47108,99.6,92.9448,98.6275,1.03303,3.719,107.788,75.16,0.09803,3.351,22.3856,317.387,74.179,3.728,35.8622,351.634,1.03415,40,0.912,3.781,0.917,4.833,15.879,0,73.5,74,,4.1,2.678,2.13,2.808,3.27127,10.6,0,0
49,Belarus,BLR,Ranked,71.25,89.29,68.55,55.90,97.54,95.78,93.61,70.21,97.48,57.18,66.60,52.93,53.38,72.50,52.16,45.57,2.5,13.261,4.3,4.648,17.818,96.4548,90.5266,97.7526,0,100,,0.894505,97.85,3.51307,3,0.619,11.1126,99.6171,98.8902,97.9085,0.98568,3.543,120.212,59.02,0.35294,0.295,19.1259,532.561,82.21,3.642,53.3203,604.696,10.384,4,0.345,2.602,0.598,4.249,3.248,4,77.3,32,12.3543,7.1,1.971,3.058,3.134,4.00722,12,2,10
19,Belgium,BEL,Ranked,86.16,93.57,85.85,79.06,98.12,99.88,96.67,79.63,93.29,85.74,84.73,79.65,97.09,87.77,74.91,56.47,2.5,7.687,4.1,2.698,25.2784,100,100,99.4861,0,100,6.17368,0.120039,100,1.83832,3,0.953,7.97826,99,99.0215,93.6511,1.13689,3.744,113.509,85,0.62745,3.901,23.872,230.038,92.816,3.774,18.0986,264.37,17,40,0.98,3.672,0.985,4.886,10.882,1,88.2,77,82.0407,4.4,2.857,3.109,3.24,3.66013,11.2,14,35
116,Benin,BEN,Ranked,48.69,42.92,55.89,47.25,57.06,29.20,32.69,52.71,58.06,44.82,49.45,71.23,91.60,35.51,54.91,6.99,10.2,298.438,106.2,43.396,428.783,65.8045,40.0202,15.6739,76.7357,34.1,1.72308,101.301,5.58,6.56806,4,0.852,47.9738,32.9488,96.6315,46.581,0.71407,2.864,84.1905,6,0.17647,3.102,17.1207,410.084,49.495,1.769,17.9597,738.823,17,33,0.899,3.897,0.933,4.654,88.332,22,27.9,37,10.6352,3.6,2.208,2.425,2.906,0.79257,2.7,0,0
80,Bhutan,BTN,Ranked,65.07,81.30,65.47,48.44,75.21,89.10,79.85,81.05,73.45,55.16,65.90,67.35,75.15,64.00,49.91,4.71,,177.437,34.8,33.865,101.77,95.9852,97.427,66.2614,1.55675,91.5262,5.75566,30.2952,49.76,3.13741,2,0.846,9.09542,57.0336,84.6195,62.8723,1.0647,3.589,80.435,30.3,0.35294,3.205,20.1138,359.636,61.943,3.515,41.3664,417.831,17,29,0.77,2.557,0.783,4.137,72.836,14,81.6,65,16.3779,7.6,2.174,2.511,3.076,0.52574,2.1,0,0
93,Bolivia,BOL,Ranked,62.21,72.63,63.70,50.30,77.33,66.32,80.38,66.49,78.98,59.81,55.81,60.19,75.05,50.88,55.19,20.09,21.4,162.582,39,20.175,115.041,90.8089,71.6855,55.0475,42.6658,90.0387,4.41742,23.7667,79.5,8.96131,3,0.894,23.6099,93.1236,90.1511,77.5831,0.9838,0.924,98.9413,34.6,0.41176,2.254,19.2285,366.137,59.156,1.584,34.0734,1297.66,16.5269,29,0.823,3.891,0.413,3.938,56.584,15,53.2,34,38.7071,6.2,2.014,3.281,2.183,,7.8,0,0
82,Botswana,BWA,Ranked,64.54,69.41,67.85,56.37,69.28,76.15,60.05,72.15,79.81,60.64,59.91,71.03,83.53,76.84,44.21,20.91,24.9,95.825,42.2,29.741,452.385,87.4634,90.3719,73.2177,34.3006,56.1268,2.71957,41.1296,61.05,15.0382,2,0.896,16.8879,87.7,90.3646,,1.09114,2.472,157.27,36.7448,0.31372,2.892,18.4096,376.942,64.866,2.577,32.4215,397.683,17,28,0.822,3.812,0.892,3.974,25.984,5,80.2,63,24.9135,5.1,1.31,2.046,2.42,1.41102,9.1,0,0
44,Brazil,BRA,Ranked,74.12,80.61,75.84,65.90,92.24,90.87,85.13,54.19,83.27,79.50,65.09,75.52,88.04,72.06,63.55,39.94,2.5,68.99,16.2,10.251,61.4717,97.2464,95.5582,85.6766,12.0128,99.6502,3.78016,6.82289,94.77,26.7592,4,0.797,22.6939,91.7294,98.7587,81.6891,1.05602,1.295,137.469,54.551,0.70588,3.826,22.2229,327.269,69.485,1.767,23.9116,336.192,16.9797,33,0.925,3.904,0.675,4.829,26.944,4,88.1,38,63.1877,5.7,2.548,2.625,2.98,2.36147,7.7,28,10
45,Bulgaria,BGR,Ranked,74.01,88.63,70.63,62.77,94.92,96.09,85.53,77.98,90.38,62.18,63.93,66.02,85.98,68.95,57.63,38.52,4.4,17.628,8.8,9.722,18.1027,99.2294,99.2294,85.9726,0,100,4.34192,11.6189,87.71,1.50011,3,0.866,10.0804,98.3524,94.9984,91.2937,0.96784,2.448,131.359,55.49,0.2549,2.433,19.4987,520.773,76.733,3.155,41.6736,482.736,16.9779,33,0.856,3.34,0.789,4.836,8.455,9,66.5,41,26.4174,5.3,2.636,2.47,2.906,3.2344,11,1,10
127,Burkina Faso,BFA,Ranked,45.21,44.87,49.32,41.44,59.04,22.40,26.84,71.19,44.50,41.77,44.74,66.27,81.05,36.15,46.86,1.72,20.2,231.157,92.6,30.244,542.56,49.0672,24.9808,18.5023,66.735,19.2,1.69483,120.23,7.33,0.71459,3,0.721,27.1721,34.5994,70.0531,26.5338,0.92169,0.861,71.0475,9.4,0.13725,3.398,16.324,440.169,50.314,1.024,17.1589,1169.73,15.6099,21,0.9,3.813,0.797,4.129,87.048,32,45.8,38,10.5368,4.7,1.392,2.457,2.724,0.29362,1,0,0
142,Burundi,BDI,Ranked,37.83,42.50,44.29,26.69,49.45,53.20,23.84,43.50,62.28,13.21,42.90,58.76,32.69,38.13,31.41,4.53,,271.124,70.8,55.773,572.082,58.9625,31.7311,45.8955,2.89645,7,2.08396,124.348,0.77,5.41656,4,0.077,37.9147,61.5697,97.3398,29.3936,0.90781,0.937,32.2819,1.38,0.05882,0.313,15.3315,475.782,44.635,1.566,22.5756,851.558,7.90814,5,0.23,3.055,0.225,1.274,94.651,10,39.8,21,3.4667,8.1,1.32,2.21,1.322,0.304735,2.6,0,0
66,Cabo Verde,CPV,Ranked,67.40,75.36,66.93,59.92,87.04,70.74,71.99,71.68,77.51,56.01,71.28,62.90,91.26,70.74,63.70,13.97,14,49.773,21,12.704,114.958,85.0278,85.2925,68.5864,41.5249,86.1199,3.17139,28.7597,69.48,10.3825,,0.941,9.64099,86.3028,87.0425,64.6005,1.1038,2.813,116.515,40.26,0.09803,2.937,22.7595,286.255,67.265,3.016,22.6767,248.238,2.25354,37,0.898,3.905,0.861,4.511,26.531,11,76.2,55,,4.1,2.252,2.844,3.456,1.10495,5.9,0,0
115,Cambodia,KHM,Ranked,49.36,54.93,58.20,34.94,72.59,44.29,46.42,56.43,69.12,44.90,49.15,69.64,51.53,51.24,28.78,8.20,18.8,125.063,33.6,41.99,197.125,73.8162,22.1527,50.2044,50.6095,56.1,3.10918,89.9001,14.05,1.84346,4,0.431,30.9952,78.0551,95.5836,,0.85476,0.734,133.929,14,0.19607,1.234,17.8667,441.007,60.421,0.808,23.2063,709.63,17,11,0.388,3.142,0.367,3.397,52.128,11,58.3,21,26.0194,7.1,1.688,0.801,0.788,0.68317,3.7,0,0
124,Cameroon,CMR,Ranked,46.54,53.20,52.33,34.09,58.87,50.65,47.18,56.11,70.14,41.16,43.76,54.27,61.39,38.04,26.49,10.46,7.4,337.272,93.8,32.461,562.893,60.2467,39.5105,38.8728,13.907,56.8,2.4457,74.3616,20.22,4.1741,4,0.492,26.345,71.2905,95.6621,46.2838,0.85728,2.247,76.6148,16.2149,0.15686,2.233,16.3303,463.57,50.585,0.897,46.8001,619.634,9.58623,9,0.636,3.633,0.286,4.417,74.239,26,44.4,27,6.7104,8.5,1.539,1.246,1.166,0.87032,4.5,0,0
13,Canada,CAN,Ranked,87.25,95.41,85.42,80.90,98.01,99.38,98.11,86.16,94.86,84.93,84.67,77.25,96.04,89.26,71.15,67.15,2.5,8.209,5.4,3.068,16.1269,99.3654,99.3313,99.1828,0,100,6.52894,0.027696,100,1.44375,2,0.956,7.81624,99,99.5981,92.8579,1.00839,3.021,80.8572,87.12,0.82352,3.74,24.895,211.834,92.514,3.276,11.0326,484.457,17,40,0.957,3.781,0.941,4.819,10.632,3,90.7,83,84.814,3.6,2.79,2.831,2.465,3.26415,13.2,46,50
148,Central African Republic,CAF,Ranked,27.66,22.11,31.39,29.49,22.93,30.15,19.83,15.51,29.93,19.80,24.82,51.02,46.79,23.45,43.57,4.16,46.9,619.465,134.8,43.495,998.066,46.1295,17.8251,25.0558,35.5604,21.3389,,163.295,0.84,19.7574,5,0.335,95.6925,36.7526,68.3522,13.2963,0.606748,0.963,25.5929,3.6,0.03921,2.469,12.7337,766.16,28.486,0.939,39.7439,3261.24,17,1,0.66,2.734,0.193,3.291,93.68,42,34.6,24,10.8334,9.3,2.33,2.479,2.355,0.15333,2.8,0,0
147,Chad,TCD,Ranked,28.63,27.71,36.05,22.14,38.75,10.01,21.41,40.68,26.63,18.76,38.85,59.95,51.84,18.18,17.04,1.50,37.1,415.278,134.7,43.39,608.262,39.164,18.7829,9.1137,82.5571,8.51029,1.72844,137.145,3.15,9.68368,5,0.18,27.8638,26.2192,80.3835,18.5295,0.45101,0.786,38.7014,2.9,0.07843,0.974,16.1123,458.438,38.439,0.597,25.3413,1043.24,11.5753,4,0.543,2.609,0.294,4.314,93.028,45,21,22,2.0181,8.5,1.19,0.772,0.377,0.17202,1.2,0,0
36,Chile,CHL,Ranked,80.11,90.70,79.22,70.40,96.30,98.88,92.18,75.44,84.60,86.96,73.80,71.51,92.67,80.11,57.03,51.77,3.7,25.29,8.1,4.161,29.1786,99.4001,98.7031,99.2546,1.33651,100,5.53383,3.20995,91.67,3.18388,3,0.923,12.5785,96.5706,94.3986,87.311,1.01063,1.239,134.444,61.11,0.94117,3.693,23.3982,236.94,80.281,2.176,21.2763,265.517,10.435,38,0.964,3.797,0.85,4.606,22.756,6,84.4,70,63.8384,3.8,2.182,2.135,1.962,4.41878,9.9,13,15
91,China,CHN,Ranked,62.89,80.81,65.00,42.86,92.50,84.71,83.07,62.94,84.24,59.84,63.52,52.38,31.93,69.79,28.53,41.18,9.7,15.356,11.6,11.306,22.9437,91.1393,72.2662,80.0823,1.15032,100,5.34435,18.9203,57.24,0.769457,4,0.395,17.9537,95.1245,,,1.01818,1.623,92.5173,47.9,0.64705,0.316,20.732,355.165,78.31,1.488,52.5189,772.586,11.4952,1,0.188,1.095,0.396,3.091,45.672,2,92,37,13.6791,8.1,1.605,1.539,0.754,2.24111,7.3,73,5
48,Colombia,COL,Ranked,71.28,80.27,77.83,55.74,90.32,87.99,88.77,54.01,80.89,82.22,73.74,74.46,76.00,61.26,46.12,39.59,8.9,59.011,16.2,13.234,28.6595,96.3464,88.1528,86.502,15.3897,97.7909,4.96087,5.59178,90.12,32.5687,4,0.692,15.346,94.1862,94.9851,78.2943,1.07128,1.244,115.773,52.57,0.88235,3.462,25.2801,206.463,74.302,1.679,17.3376,352.947,14.083,29,0.799,3.637,0.555,3.942,46.871,17,86,37,57.9038,7,1.922,1.868,1.724,2.85526,8.1,12,10
112,Comoros,COM,Ranked,51.07,61.67,51.89,39.65,66.22,66.18,48.67,65.60,62.60,28.39,46.50,70.08,65.86,39.36,46.46,6.93,,183.312,75.5,37.581,251.803,80.206,58.5776,34.8674,0.617915,72.4145,,83.2351,6.06,8.52991,,0.812,22.679,49.1961,86.1866,44.1716,1.06625,1.993,50.4356,6.98,0.03921,2.463,17.6961,444.554,45.41,1.306,16.1491,351.333,9.48652,24,0.841,1.985,0.556,3.86,64.916,20,32.6,26,8.0047,5,1.481,2.576,2.564,0.44974,3.6,0,0
145,"Congo, Democratic Republic of",COD,Ranked,36.22,37.19,45.76,25.72,45.98,35.34,24.31,43.14,59.59,22.79,39.33,61.34,40.17,29.92,25.19,7.60,,397.057,101,46.18,560.609,41.8121,30.7827,20.4554,18.0909,13.5,1.625,122.56,3.9,14.2781,4,0.19,32.1001,76.0299,,,0.63951,1.327,50.3276,3,0.0196,1.464,15.7081,486.967,41.761,0.804,25.8303,907.556,11.9678,9,0.524,3.329,0.169,1.191,80.043,25,21.2,22,8.3633,9.7,1.382,1.401,1.316,0.33589,4.3,0,0
133,"Congo, Republic of",COG,Ranked,44.24,50.18,51.63,30.91,55.35,50.48,50.19,44.69,68.41,36.84,38.49,62.77,51.32,38.37,23.55,10.39,38.7,411.099,53.3,24.196,493.617,70.107,52.4636,18.3394,21.6896,52.6803,,68.3071,20.63,9.86743,4,0.152,30.7897,79.3112,87.2205,,0.86601,1.254,101.211,7.11,0.09803,0.326,15.4866,564.683,47.596,0.721,48.8358,522.492,17,6,0.279,3.561,0.278,4.163,76.607,20,41.5,23,5.8733,6.9,0.806,1.134,1.154,0.52559,5.4,0,0
35,Costa Rica,CRI,Ranked,80.22,88.99,83.31,68.38,94.37,98.50,92.41,70.67,91.14,80.43,80.87,80.78,95.15,73.39,65.79,39.17,5.5,31.199,9.5,8.613,20.2269,99.2952,98.6361,96.9852,0.552353,99.3593,5.6004,3.73881,92.69,8.73279,3,0.971,16.1149,97.4066,96.813,80.5243,1.04026,3.198,147.563,53,0.82352,3.378,24.4032,217.984,76.885,3.676,15.8249,225.567,16.0466,37,0.973,3.69,0.954,4.879,21.146,13,85.7,55,50.2949,4.4,3.036,1.953,3.551,2.68148,8.7,3,25
40,Croatia,HRV,Ranked,78.44,90.69,78.85,65.77,96.90,98.31,92.10,75.46,95.78,70.78,73.99,74.87,89.99,73.81,50.80,48.46,2.5,5.747,4.9,8.212,8.35951,99.5869,99.5869,96.4623,,100,5.60578,5.43172,91.33,1.07532,4,0.966,8.96077,99.1254,98.7073,91.8459,1.04812,3.621,104.787,68.57,0.33333,3.2,21.1095,335.776,86.027,3.279,28.4856,297.494,17,37,0.862,3.78,0.789,4.822,10.47,2,63.8,51,35.2868,6,2.175,2.171,2.417,3.21424,11,1,45
76,Cuba,CUB,Ranked,65.66,86.78,62.99,47.23,95.03,90.75,88.26,73.06,92.13,24.57,73.90,61.34,28.31,70.17,59.27,31.17,2.5,47.623,5.7,8.542,35.9227,95.0577,78.8388,91.9846,1.14945,98.8988,,1.95879,78.2,5.90598,3,0.849,8.40961,99.7525,95.4616,85.6949,1.0365,3.191,22.1224,29.0702,0.35294,0.162,22.3081,320.334,77.705,3.297,30.1802,,10.3271,1,0.077,2.301,0.181,2.349,8.209,23,89,47,,4.2,2.352,2.851,2.503,1.79269,11.5,1,5
31,Cyprus,CYP,Ranked,80.94,92.90,82.45,67.47,97.82,99.60,93.69,80.49,97.34,72.19,84.53,75.74,93.80,79.49,54.90,41.68,4.4,9.368,3,2.799,12.1999,99.6427,99.6427,99.308,0,100,5.43458,0.217518,100,1.04905,3,0.969,11.0152,98.6784,98.6002,94.6324,0.99277,3.739,130.193,69.33,0.31372,3.634,23.8166,227.21,93.26,3.696,25.0516,311.93,17,38,0.937,3.493,0.962,4.836,12.611,2,,61,32.0142,6.5,2.393,2.818,2.494,2.64239,11.8,2,20
25,Czech Republic,CZE,Ranked,83.24,95.62,79.51,74.59,98.12,99.71,96.90,87.74,96.57,71.47,78.64,71.37,93.92,80.74,64.53,59.17,2.5,5.741,3.1,3.769,18.7648,99.88,99.88,99.1359,0,100,6.39604,1.07547,97.07,0.849499,2,0.972,8.19435,99,,90.1288,1.00958,3.76,131.274,74.2317,0.2549,3.522,21.8615,307.74,88.416,3.81,29.4438,435.668,17,38,0.93,3.659,0.95,4.758,13.815,0,84.5,56,45.9255,5,2.256,3.075,3.403,3.00415,12.6,11,50
118,Côte d'Ivoire,CIV,Ranked,48.16,51.41,52.43,40.63,54.30,44.69,48.78,57.87,43.83,47.42,42.72,75.74,72.45,38.70,44.03,7.34,21.4,331.627,97.7,33.934,536.009,72.546,42.1712,29.8071,46.4445,61.9,3.86654,110.153,18.4798,12.6286,4,0.848,25.1137,43.9084,77.7037,33.1026,0.71474,1.046,98.1059,19.2742,0.17647,1.796,16.2972,484.29,47.865,0.968,18.4987,417.327,17,20,0.745,3.825,0.678,3.517,73.961,25,39.5,32,3.0363,8.3,2.277,2.169,2.81,0.50008,3.7,0,0
2,Denmark,DNK,Ranked,88.92,96.51,86.54,83.72,98.30,99.90,98.75,89.08,96.29,86.12,82.83,80.93,98.01,92.73,80.96,63.17,2.5,4.637,4.2,2.436,23.2731,100,100,99.5972,0,100,6.69314,0.112031,100,0.851393,2,0.965,4.11455,99,99.9456,89.4035,1.04747,3.753,126.419,95.99,0.54901,3.794,23.3564,232.522,91.659,3.598,18.1507,225.796,17,40,0.985,3.876,0.984,4.841,5.115,0,85.7,91,77.396,4.6,3.212,3.498,3.795,4.35771,12.7,12,40
132,Djibouti,DJI,Ranked,44.49,57.59,37.89,37.99,60.58,56.35,53.94,59.48,41.87,17.48,46.31,45.88,52.14,54.95,37.14,7.73,19.3,398.075,67.8,33.703,316.446,75.5561,80.4908,59.8367,66.5236,56.444,,38.7373,9.79,7.4152,3,0.487,25.4986,,55.5927,35.0137,0.80198,1.587,31.469,10.71,0.07843,0.699,17.4122,471.305,46.617,1.442,43.3093,695.775,1.33436,9,0.311,2.429,0.692,3.489,48.145,3,41.2,34,5.2936,6.7,1.861,1.375,2.218,0.25086,,0,0
