id,brewery_id,name,cat_id,style_id,abv,ibu,srm,upc
4809,853,Nut Brown Ale,3,38,5,0,0,0
4810,853,Sunset Amber Lager,8,95,5,0,0,0
4811,853,Peninsula Porter,2,25,5,0,0,0
4812,853,Wheatland Wheat,3,26,5,0,0,0
4813,853,Celis Raspberry,5,72,3.9,0,0,0
4814,853,Celis Pale Bock,5,72,3.9,0,0,0
4815,853,Celis Grand Cru,5,72,7.6,0,0,0
4816,853,Big Mac,8,95,5,0,0,0
4817,853,Bavarian Dark,3,38,4,0,0,0
4818,853,Hamtramck,8,95,4,0,0,0
4819,853,Superior Stout,3,42,5.2,0,0,0
4820,660,Hite,8,95,4.5,0,0,0
4821,951,OB Lager,8,95,4.4,0,0,0
4822,428,Noblesse,3,37,6,0,0,0
4823,428,Bravoure,-1,-1,7,0,0,0
4824,1086,Russian River IPA,3,31,6.5,0,0,0
4825,1086,Dead Leaf Green,1,4,5.68,0,0,0
4826,1086,Lap Dance Pale Ale,3,26,5.55,0,0,0
4827,1086,Parking Violation,3,26,5.6,0,0,0," remember to drink responsibly and feed your meter.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,
4828,1086,Beer Esteem,8,95,5.6,0,0,0," and a \""Russian River\"" twist"," Beer Esteem is anything but \""Common.\""""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,
4829,700,Vienna Red Lager,8,95,5,0,0,0
4830,858,Mars - Belgian Imperial Red IPA,3,32,8.7,0,0,0
4831,858,Earth - Belgian Style Chocolate Milk Stout,1,20,5,0,0,0
4832,858,Mercury - Belgian Style Small Beer,5,72,6.5,0,0,0
4833,858,Lust,5,66,11.5,0,0,0
4834,858,Pride,5,65,6.5,0,0,0
4835,858,Sloth,3,43,10.2,0,0,0
4836,858,Wrath,5,72,8.2,0,0,0
4837,858,Greed,5,64,5,0,0,0
4838,858,Envy,-1,-1,7,0,0,0
4839,858,Gluttony,3,32,10.5,0,0,0
4840,61,King Lager,8,96,5.2,0,0,0
4841,908,Red Tulip,-1,-1,0,0,0,0
4842,908,Dragon's Milk,-1,-1,9,0,0,0
4843,908,Blue Goat,-1,-1,7.5,0,0,0
4844,908,Existential,3,35,11.1,0,0,0
4845,908,Pilgrim's Dole,3,35,10,0,0,0
4846,908,Cabin Fever,3,38,0,0,0,0
4847,908,Ichabod,3,35,5.2,0,0,0
4848,908,Zoomer,11,116,0,0,0,0
4849,908,Night Tripper,3,43,10.8,0,0,0
4851,1219,Woody's Light,3,26,3.6,0,0,0
4852,1219,Grateful Red,3,33,5,0,0,0
4853,1219,Lost Sailor,3,31,7,0,0,0
4854,1219,Sully's Irish Stout,3,42,4.2,0,0,0
4855,1219,Pirate's Porter,3,29,5.3,0,0,0
4856,1219,Marzen,8,95,5.7,0,0,0
4857,1219,.38 Special Bitter,1,3,3.8,0,0,0
4858,1219,Strong Arm Ale,-1,-1,9,0,0,0
4859,978,Pete's Wicked Strawberry Blonde,11,121,0,0,0,0
4860,978,Pete's Rally Cap Ale,11,116,0,0,0,0
4861,978,Pete's Wicked Wanderlust Cream Ale,11,113,5.6,0,0,0
4862,609,Green Flash Imperial India Pale Ale,3,32,9,0,0,0
4863,751,Wailua,11,116,0,0,0,0
4864,114,Buck Naked,8,96,3.2,0,0,0
4865,114,Big Buck Beer,3,26,5.2,0,0,0
4866,114,Raspberry Wheat,11,116,4.8,0,0,0
4867,1243,Terrapin All-American Imperial Pilsner,-1,-1,7.5,0,0,0
4868,705,Apricot Wheat,11,116,4.9,0,0,0
4869,705,Nut Brown,3,38,4.9,0,0,0
4870,705,Cascazilla,3,33,7,0,0,0
4871,705,Flower Power India Pale Ale,3,31,8,0,0,0
4872,705,Partly Sunny,11,116,5,0,0,0
4873,1243,Rye Squared,3,32,9.5,0,0,0
4874,1173,Southern Tier Porter,2,25,5.2,0,0,0
4875,1173,Southern Tier Tripel,5,61,9,0,0,0
4876,1173,Old Man Winter Ale,4,57,8,0,0,0
4877,1173,Southern Tier Harvest Ale,1,5,5.7,0,0,0
4878,1173,Hop Sun,11,116,4.5,0,0,0
4879,708,Oktoberfest,-1,-1,5.1,0,0,0
4880,1173,Chautauqua Brew,3,33,4.9,0,0,0
4881,708,Fireside Nut Brown,3,38,4.9,0,0,0
4882,1173,Heavy Weizen Imperial Unfiltered Wheat Ale,4,50,8,0,0,0
4883,1173,Big Red Imperial Red Ale,3,33,9.5,0,0,0
4884,1173,Unearthly Imperial India Pale Ale,3,32,11,0,0,0
4885,1173,Jahva Imperial Coffee Stout,3,43,12,0,0,0
4886,1173,Pumking Imperial Pumpkin Ale,11,123,9,0,0,0
4887,1173,Creme Brulee Imperial Milk Stout,1,20,10,0,0,0
4888,1173,Choklat,3,43,11,0,0,0
4889,1173,Imperial Cherry Saison,5,74,8,0,0,0
4890,723,Weizen Bam BiÃ¨re,11,116,4.5,0,0,0
4891,723,E.S. Bam,5,74,4.7,0,0,0
4892,723,Bam Noire,5,74,4.3,0,0,0
4893,723,Madrugada Obscura,3,42,8.1,0,0,0
4894,723,Fuego del Otono,3,33,6.1,0,0,0
4895,723,Noel de Calabaza,-1,-1,9,0,0,0
4896,1243,Terrapin Monk's Revenge,5,72,9.8,0,0,0
4897,878,Carling,8,95,4.1,0,0,0
4898,878,Rickard's White Ale,5,67,0,0,0,0
4899,878,Rickard's Red Ale,2,22,0,0,0,0
4900,878,Rickard's Pale Ale,3,31,0,0,0,0
4901,253,Waterloo Dark,8,95,0,0,0,0
4902,56,Dirty Blond,11,116,4.5,0,0,0
4903,56,Vanilla Java Porter,2,25,6,0,0,0
4904,56,Voodoo Vator,7,92,9.5,0,0,0
4905,56,Salvation,3,31,6,0,0,0
4906,56,Rost,3,33,5,0,0,0
4907,56,MAI-BOCK,7,90,7.5,0,0,0
4908,463,Erik the Red,3,33,5,0,0,0
4909,463,Nagelweiss,11,116,5.1,0,0,0
4910,463,Final Absolution,5,72,8.5,0,0,0
4911,463,Armageddon Grand Cru,5,72,11.6,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,,
4912,463,Bronze Griffin,5,72,6.8,0,0,0
4913,463,Dead Monk Abbey Ale,5,72,8,0,0,0
4914,463,Broken Paddle,3,31,6,0,0,0
4915,463,Crooked Door,3,33,5,0,0,0
4916,463,Willy's Oompa-Loompa,-1,-1,6,0,0,0
4917,463,Breath of the Dragon English Bitter,1,1,4.5,0,0,0
4918,1149,Righteous Ale,11,119,7.2,0,0,0
4919,784,Liberty Nut Brown Ale,3,38,0,0,0,0
4920,784,Miss Liberty Lager,8,95,0,0,0,0
4921,784,Liberty Unfiltered Wheat Ale,11,116,0,0,0,0
4922,784,Liberty Pale Ale,3,26,0,0,0,0
4923,784,Liberty Raspberry Wheat Ale,11,121,0,0,0,0
4924,784,Patriot Porter,2,25,0,0,0,0
4925,784,Amber Waves,3,33,0,0,0,0
4926,826,Lone Palm Ale,3,38,0,0,0,0
4927,44,Beach Bum Blonde Ale,3,37,5.4,0,0,0
4928,751,Longboard Lager,8,95,5.5,0,0,0
4929,397,Coopers Premium Lager,8,95,5,0,0,0
4930,397,Coopers Sparkling Ale,1,1,5.8,0,0,0
4931,397,Coopers Original Pale Ale,1,1,4.5,0,0,0
4932,397,Coopers Mild Ale,1,10,3.5,0,0,0
4933,397,Coopers Best Extra Stout,3,42,6.3,0,0,0
4934,397,Coopers Premium Light,8,96,2.9,0,0,0
4935,397,Birell,8,96,0.5,0,0,0
4936,1286,Scratch #13 2008,7,84,4.9,0,0,0
4937,1286,Scratch #14 2008,5,74,6.7,0,0,0
4938,111,Christoffel Blond,3,37,6,0,0,0
4939,853,Sebewaing Beer,3,26,5,0,0,0
4940,853,Golden Pheasant,8,95,4,0,0,0
4941,44,Budweiser American Ale,3,33,5.1,0,0,0
4942,1031,Pyramid Hefe Weizen,4,50,5.2,0,0,0
4943,1031,Curve Ball,-1,-1,4.9,0,0,0
4944,1031,Pyramid Apricot Weizen,11,121,5.1,0,0,0
4945,1031,Pyramid Amber Weizen,11,116,5.5,0,0,0
4946,1031,Pyramid Thunderhead IPA,3,31,6.7,0,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,
4947,144,Hoptical Illusion,3,31,6.8,0,0,0
4948,1000,Mamma Mia! Pizza Beer,11,126,4.6,0,0,0
4949,477,St. Michaels Blonde Ale,3,37,0,0,0,0
4950,477,Ameri-Hefe,4,50,0,0,0,0
4951,869,Thunderstorm,11,116,0,0,0,0
4952,869,Smoked Helles Lager,8,95,0,0,0,0
4953,44,Redbridge,8,95,0,0,0,0
4954,858,The Viking Belgian-style Dark Strong Ale,5,66,12,0,0,0
4955,858,Pluto - Belgian-style Golden Strong Ale,5,72,8.7,0,0,0
4956,858,Midnight Sun Kolsch,-1,-1,5,0,0,0
4957,858,Oosik Amber Ale,3,33,5,0,0,0
4958,858,Full Curl Scotch Ale,1,15,6,0,0,0
4959,858,Mammoth Extra Stout,3,42,6,0,0,0
4960,1149,Bengali Tiger,3,31,6.5,0,0,0
4961,604,Ridgeline Amber,3,33,5.4,0,0,0
4962,604,St. Bridget's Porter,2,25,5.9,0,0,0
4963,604,Wild Raspberry Ale,11,121,5.6,0,0,0
4964,604,Hades,5,65,7.3,0,0,0
4965,609,Le Freak Belgian Style IPA,5,72,9,0,0,0
4966,110,Tilburg's Dutch Brown Ale,5,72,5,0,0,0
4967,960,Mount Hill Pale Ale,1,1,0,0,0,0
4968,259,Saison De Brooklyn,5,74,6.8,0,0,0
4969,1204,Stone Cali-Belgique,5,72,6.9,0,0,0
4970,1383,Yards Brawler,1,1,4.3,0,0,0
4971,1383,Yards Philadelphia Pale Ale,3,26,4.6,0,0,0
4972,1383,Yards Extra Special Ale,3,33,6,0,0,0
4973,1383,Yards India Pale Ale,3,31,7,0,0,0
4974,1383,Yards Love Stout,3,42,4.5,0,0,0
4975,905,Ranger India Pale Ale,3,31,6.5,0,0,0
4976,1383,Poor Richard's Tavern Spruce Ale,11,126,5,0,0,0, which called for spruce essence and molasses," as barley and hops were not readily available at the time.

Enjoy a taste of history courtesy of Yards Brewing Company"," Philadelphia's premier brewer and bottler.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,
4977,1383,Thomas Jefferson's Tavern Ale,-1,-1,8,0,0,0
4978,634,UFO Raspberry Hefeweizen,11,121,4.8,0,0,0
4979,634,Harpoon Brown Session Ale,3,38,4.3,0,0,0, March 8th, including tastings at Harpoon's breweries in Boston, MA and Windsor," VT""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,
4980,1142,Glissade Golden Bock,7,91,6.4,0,0,0
4981,634,Harpoon Munich Dark,3,38,5.5,0,0,0
4982,976,Shouboushi Ginger Pilsner,7,77,5.1,0,0,0
4983,976,Fireman's Pail Ale,3,26,0,0,0,0
4984,976,Halligan IPA,3,31,5.1,0,0,0
4985,976,The Big O Oktobefest,7,84,0,0,0,0
4986,976,Pompier,-1,-1,12.1,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,,
4987,976,Bagpiper's Scottish Ale,1,15,9,0,0,0
4988,976,Engine 5,3,33,5,0,0,0
4989,976,Pozharnik,3,43,8.1,0,0,0
4990,976,Saint Florian's Doppelbock,7,92,0,0,0,0
4991,976,Feuerwehrmann Schwarzbier,7,86,5,0,0,0
4992,1009,High Tide IPA,3,31,6.5,0,0,0, High Tide IPA is made with 180 lbs of Fresh Hops per batch that are plucked from the vines and sent straight to our brewery. We skip the whole drying and processing stage which means the hops are ultra fresh and full of flavors we can't normally get. Like grapes, Hops are only harvested one time each year and as such," we make what we can when we get them.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,
4993,1072,Yellow Snow IPA,3,31,0,0,0,0
4994,1072,Double Dead Guy Ale,7,92,9,0,0,0
4995,10,Abita Purple Haze,11,116,4.75,0,0,0
4996,459,Punkin Ale,11,123,7,0,0,0
4997,1142,Torpedo Extra IPA,3,31,7.2,0,0,0
4998,520,Foggy Goggle Belgian White,5,67,5.3,0,0,0, Foggy Goggle is brewed true to style, using a yeast strain that originated in Belgium, with just a hint of orange peel, lemon peel, and chamomile. The appearance is an opaque yellow with a wonderfully fluffy head. The predominant aroma is citrus with a hint of coriander, and a unique spicy note. With citrus playing a big part of the flavor," Foggy Goggle is a very refreshing choice.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,
4999,1142,Sierra Nevada Imperial Stout,3,43,10.5,0,0,0
5000,100,Bell's Christmas Ale,1,15,0,0,0,0
5001,44,Jack's Pumpkin Spice Ale,11,123,5.5,0,0,0
5002,44,Sun Dog Amber Wheat,11,116,5.3,0,0,0
5003,1173,Oat Imperial Oatmeal Stout,3,43,12.5,0,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,
5004,1301,Three Beaches Honey Blonde Ale,3,37,0,0,0,0
5005,1301,Headless Man Amber Alt,4,57,5,0,0,0
5006,1301,Rocky's Revenge,3,38,6,0,0,0
5007,1301,Fargo Brothers Hefeweizen,4,50,5.25,0,0,0
5008,1301,Gemuetlichkeit Oktoberfest,7,84,5.5,0,0,0, Wisconsin, thousand turn out for Gemuetlichkeit Days, a celebration of the area's German heritage.  We invite you to celebrate the spirit of Gemuetlichkeit with us.  Don your lederhÃ¶sen," kick up your heels with a polka and raise a stein of our Gemuetlichkeit Oktoberfest with a friend.  Ein Prosit!

Gemuetlichkeit Oktoberfest is a rich"," amber lager with a malty aroma and balanced hop bitterness.  This seasonal style is served at German Oktoberfests in liter steins.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,
5009,1301,HopWhore Imperial India Pale Ale,3,32,0,0,0,0
5010,858,Saturn - Belgian-style Fresh Hop IPA,5,72,8,0,0,0
5011,609,Hop Hed Red Ale,3,33,6,0,0,0
5012,686,Nectar IPA,3,31,6.8,0,0,0
5013,476,Ugly American,5,61,7.8,0,0,0
5014,476,East End Witte,5,67,4.5,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,,
5015,476,Big Hop IPA,3,31,5.8,0,0,0
5016,396,Cooper's Cave Tavern Ale,1,3,0,0,0,0
5017,396,Bumppo's Brown Ale,3,38,0,0,0,0
5018,396,Cooper's Cave Pale Ale,1,1,0,0,0,0
5019,396,Pathfinder's Porter,2,25,0,0,0,0
5020,396,Radeau Red Ale,2,22,0,0,0,0
5021,396,Sagamore Stout,3,42,0,0,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,
5022,314,Wet Hop Requiem IPA,3,31,5.2,0,0,0
5023,314,Bube's Munich Lager,8,95,0,0,0,0
5024,1038,Blonde Lager,8,95,4.5,0,0,0
5025,1038,Rahr's Red,3,33,4.5,0,0,0
5026,1038,Buffalo Butt,3,33,4.5,0,0,0
5027,1038,Ugly Pug,7,86,4.5,0,0,0
5028,1038,Stormcould IPA,3,31,6,0,0,0," we have created the ultimate ale for a voyage such as this: A German-Style IPA - a traditional India Pale Ale with German Influence.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,
5029,1038,Blind Salamander Pale Ale,3,26,0,0,0,0
5030,1038,Rahr's Bucking Bock,7,91,8,0,0,0
5031,1038,Rahr's Summertime Wheat,4,50,5.5,0,0,0
5032,1038,Rahr's Oktoberfest,7,84,5.5,0,0,0, medium body with a sweet malty finish. True to tradition," this is a classic Oktoberfest Lager.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,
5033,1038,Rahr's Winter Warmer,11,141,9,0,0,0
5034,1038,Bourbon Barrel Aged Winter Warmer,11,141,9.5,0,0,0
5035,1038,Pecker Wrecker,-1,-1,0,0,0,0
5036,1251,Avant Garde,5,74,7,0,0,0
5037,1251,Lost and Found Abbey Ale,5,72,7.5,0,0,0
5038,1251,Red Barn Ale,5,74,6.7,0,0,0
5039,1251,Judgement Day,5,62,10.5,0,0,0
5040,1251,Devotion,5,64,6.25,0,0,0
5041,1251,Serpents Stout,3,43,10.5,0,0,0
5042,259,Oktoberfest,8,95,5.5,0,0,0
5043,424,Daas Organic Blond,5,72,6.5,0,0,0
5044,424,Daas Organic Witte,5,67,5,0,0,0
5045,1093,Saison Athene,5,74,0,0,0,0
5046,1093,Lectio Divina,5,72,0,0,0,0
5047,10,Turbodog,3,29,0,0,0,0
5048,259,Local 1,5,65,9,0,0,0
5049,751,Pipeline Porter,2,25,0,0,0,0
5050,923,NÃ¸gne Ã˜ Wit,5,67,4.5,0,0,0
5051,923,NÃ¸gne Ã˜ Bitter,1,3,4.5,0,0,0
5052,923,Havre Stout,1,21,4.5,0,0,0
5053,923,NÃ¸gne Ã˜ Saison,5,74,6.5,0,0,0
5054,923,NÃ¸gne Ã˜ Amber Ale,3,33,6,0,0,0
5055,923,NÃ¸gne Ã˜ Imperial Brown Ale,3,38,7.5,0,0,0
5056,923,NÃ¸gne Ã˜ India Pale Ale,3,31,6.5,0,0,0
5057,923,NÃ¸gne Ã˜ #100,3,35,10,0,0,0
5058,1173,Krampus Imperial Helles Lager,-1,-1,9,0,0,0
5059,960,Slab Cabin IPA,3,31,5,0,0,0
5060,1337,Warsteiner Premium Oktoberfest,7,84,5.9,0,0,0
5061,1179,Shiner Bohemian Black Lager,8,95,4.9,0,0,0
5062,960,Jolly Roger Imperial Stout,3,43,9,0,0,0
5063,1286,Scratch #15 2008,1,21,6,0,0,0
5064,1009,Port Panzer Imperial Pilsner,-1,-1,9.5,0,0,0
5065,1142,Chico Estate Harvest Ale,3,31,6.7,0,0,0
5066,1142,Southern Hemisphere Harvest Fresh Hop  Ale,3,26,6.7,0,0,0
5067,1093,Pays du Soleil,5,72,8,0,0,0
5068,1352,Alpha,5,64,6.2,0,0,0
5069,1352,Bravo,11,116,6.5,0,0,0
5070,1128,Captain Selin's Cream,11,113,0,0,0,0
5071,1128,Selin's Grove IPA,3,31,0,0,0,0
5072,1128,Shade Mountain Oatmeal Stout,1,21,0,0,0,0
5073,97,Lobster Ale,3,33,0,0,0,0
5074,97,McGovern's Oatmeal Stout,1,21,0,0,0,0
5075,1125,Sea Dog Apricot Wheat,11,121,3.5,0,0,0
5076,1125,Sea Dog Blue Paw Wheat,11,121,3.5,0,0,0
5077,1031,Pyramid Broken Rake,3,33,6.1,0,0,0
5078,490,Elk Creek Copper Ale,3,33,0,0,0,0
5079,490,Great Blue Heron Pale Ale,3,26,0,0,0,0
5080,490,Winkleblink Ale,11,116,0,0,0,0
5081,490,Brookie Brown Ale,3,38,0,0,0,0
5082,490,Poe Paddy Porter,2,25,0,0,0,0
5083,490,Double Rainbow IPA,1,2,0,0,0,0
5084,833,Marzoni's Amber Lager,3,33,6.1,0,0,0
5085,833,Locke Mountain Light,8,96,3.7,0,0,0
5086,833,Highway 22 Wheat,11,116,4.7,0,0,0
5087,833,Avalanche IPA,3,31,6.9,0,0,0
5088,833,Patchway Pale Ale,3,26,5.5,0,0,0
5089,833,Stone Mason Stout,3,42,6.1,0,0,0
5090,916,60 Shilling,1,15,0,0,0,0
5091,1049,Golden Light,8,96,0,0,0,0
5092,1049,Canvas Back American Pale Ale,3,26,0,0,0,0
5093,1049,Iron Horse Stout,3,42,0,0,0,0
5094,1049,Greensburg Lager,8,95,0,0,0,0
5095,1049,Strawberry Honey Amber Ale,3,33,0,0,0,0
5096,1049,Red Star Pilsner,7,77,0,0,0,0
5097,1061,Shepard's Crook Scotish Ale,1,15,5.1,0,0,0
5098,1061,LeRoy's Brown Ale,3,38,5.3,0,0,0
5099,1061,Melting Pot Pale Ale,3,26,5.5,0,0,0
5100,1061,Old Wylie's IPA,3,31,6.2,0,0,0
5101,1348,Wells Bombardier English Bitter,1,4,5.2,0,0,0
5102,45,Rauchbock,-1,-1,7,0,0,0
5103,794,Wild Mild Ale,1,10,0,0,0,0
5104,794,#42 Cream Ale,11,113,0,0,0,0
5105,794,"186,000 MPS Malt Liquor",-1,-1,10.5,0,0,0
5106,634,Harpoon Celtic Ale,2,22,0,0,0,0
5107,82,Baron Pilsner,7,77,4.7,0,0,0
5108,82,Baron Schwarzbier,7,86,4.9,0,0,0
5109,82,Baron Oktoberfest,7,84,0,0,0,0
5110,82,Baron Helles Bock,7,91,6.4,0,0,0
5111,1191,HofbrÃ¤u Oktoberfestbier,7,84,6.3,0,0,0
5112,919,Red Seal Ale,3,33,5.5,0,0,0
5113,858,Venus - Belgian-style Quadrupel,5,62,16,0,0,0
5114,858,Imperial Chocolate Pumpkin Porter,11,123,7.8,0,0,0
5115,858,Obliteration IV,3,32,8.7,0,0,0
5116,157,Samuel Adams Blackberry Witbier,5,67,5.5,0,0,0
5117,1136,Pumpkinhead Ale,11,123,4.5,0,0,0
5118,1221,Darkness,3,43,10.3,0,0,0
5119,1136,Pugsley's Signature Series Imperial Porter,2,25,7.1,0,0,0
5120,1136,Pugsley's Signature Series Barley Wine Style Ale,3,35,8.5,0,0,0
5121,1054,Workingman Mild,1,10,0,0,0,0
5122,1379,B3K Schwarzbier,7,86,5.3,0,0,0
5123,1379,Wixa Weiss,11,116,4.8,0,0,0
5124,1379,Patty's Chile Beer,11,121,0,0,0,0
5125,1379,Two Guns Pilsner,7,77,5,0,0,0
5126,1379,Light Rail Ale,3,37,0,0,0,0
5127,1379,Sagebrush Stout,3,42,6.1,0,0,0
5128,1379,Obamanator Maibock,7,91,0,0,0,0
5129,531,Angry Planet Pale Ale,3,26,6.1,0,0,0
5130,531,Flat Earth Belgian-style Pale Ale,5,64,5.2,0,0,0
5131,44,Michelob Dunkel Weisse,3,29,5.5,0,0,0
5132,68,Yellowtail Pale Ale,-1,-1,4.6,0,0,0
5133,68,Calico Amber Ale,3,33,5,0,0,0," and a generous amount of alcohol is called an \""extra special bitter\"" or E.S.B.

Although inspired by the British Ales  Ballast Point Calico Amber Ale uses distinctive American hops", which give not only the crisp bitterness to balance the malt," but also a hint of floral aroma. We brew Calico Amber Ale with 100% malt and use 4 different malts to give it a rich complexity.  The blend of crystal  malts give it flavors including toffee and caramel.  A blend of American Cascade and Centennial hops provide a counterpoint to the malt.  Finally our proprietary yeast provides a fruity background and a Madeira like richness that rounds out this gold medal winning ale.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,
5134,68,Black Marlin Porter,2,25,6,0,0,0
5135,68,Wahoo Wheat Beer,5,67,4,0,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,
5136,954,Orange Blossom Pilsner Â²,11,121,11,0,0,0
5137,1326,Yakima Twilight,-1,-1,8.9,0,0,0
5138,1352,Delta Ale,11,126,7.8,0,0,0
5139,1352,Weyerbacher Fireside Ale,-1,-1,7.5,0,0,0
5140,796,Little Creatures Pilsner,7,77,4.6,0,0,0
5141,982,Phoenix,-1,-1,5,0,0,0
5142,1287,Phuket Lager,8,95,5,0,0,0
5143,881,Monteith's Summer Ale,11,126,5,0,0,0
5144,881,Monteith's Celtic Beer,2,22,4.4,0,0,0
5145,1113,Scharer's Lager,8,95,5,0,0,0
5146,506,Epic Pale Ale,3,26,5.4,0,0,0
5147,1182,Seven Gates Pale Ale,3,26,5.6,0,0,0
5148,1182,Two Front Teeth Holiday Ale,5,74,9.4,0,0,0
5149,999,Baltika 6 Porter,2,25,7,0,0,0
5150,1289,Red Dragon Xtreme,8,95,0,0,0,0
5151,1087,Estrella Damm,8,95,4.6,0,0,0
5152,1181,Sprecher Pub Ale,3,38,4.5,0,0,0
5153,1181,Sprecher Irish Stout,3,42,5.73,0,0,0
5154,1286,Scratch #16 2008,11,141,6.3,0,0,0
5155,1170,Altbier,4,57,5.1,0,0,0
5156,1160,Smuttynose Winter Ale,5,60,4.8,0,0,0
5157,1160,Shoals Pale Ale,3,26,4.7,0,0,0
5158,1160,Old Brown Dog Ale,3,38,5.9,0,0,0
5159,1160,Portsmouth Lager,-1,-1,5.1,0,0,0
5160,1160,Smuttynose Finestkind IPA,3,31,5.6,0,0,0
5161,1160,Robust Porter,2,25,5.4,0,0,0
5162,858,Uranus - 100% Brettanomyces Golden Ale,5,72,7.2,0,0,0
5163,858,"Jupiter - Belgian-style \Champagne\"" Trippel""",5,61,0,0,0,0
5164,658,Black Mountain Bitter,1,3,0,0,0,0
5165,62,Ale To The Chief,3,32,8.75,0,0,0, the latest limited release brew from Avery Brewing Company brewed to bid a fond farewell to our current Commander in Chief and welcome a new administration. Our thought process for this beer was rather simple: take the classic American Pale Ale, use American ingredients like West Coast Cascade hops and the American Ale yeast strain (a first for Avery Brewing) and produce a beer in the Avery tradition with intense, in-your-face flavor. This Presidential Pale Ale has a pungent nose of citrusy, green Cascade hops along with a medium body and a lingering bitter finish. Ale to the Chief! is a limited release brew," get some while it lasts!""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,
5166,1081,White Horse Hefeweizen,4,50,4.7,0,0,0
5167,1081,"Lovitz Lager \Watermelon Lager\""""",8,95,4.5,0,0,0
5168,1081,Ludwig's Revenge,-1,-1,5,0,0,0, which is where the style was born and in by coincidence, the same area where Ludwig himself was born and taught to brew. It is made with a special birch wood smoked malt that imparts a light smoky aroma, taste," and dryness to the palate. The pilsner malt and noble German hops are used to balance this dryness making it very enjoyable as well as different. We believe this beer resembles how Ludwig himself might have brewed it over 100 years ago.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,
5169,1081,Truly Honest Ale,3,33,6,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,,
5170,1081,Ichabod's Midnight Ride,11,123,6,0,0,0
5171,1081,Daddy Fat Sacs Imperial IPA,3,32,7.5,0,0,0
5172,94,Late Harvest Fest Lager,7,84,6.2,0,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,
5173,39,Liberty Ale,3,26,6,0,0,0," entirely natural carbonation.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,
5174,1348,Young's Winter Warmer,11,141,5.2,0,0,0
5175,223,Organic Hefewizen,4,50,0,0,0,0
5176,428,embrasse,5,66,9,0,0,0
5177,1173,Oak Aged Unearthly Imperial Pale Ale,3,32,11,0,0,0
5178,812,Odd Notion Winter 08,-1,-1,7.5,0,0,0
5179,1173,Iniquity Imperial Black Ale,-1,-1,9,0,0,0
5180,765,Hop Stoopid,3,32,8.2,0,0,0
5181,858,Specialty Beer: Black Double IPA,-1,-1,8.5,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,,
5182,459,"Zwaanend,ale",11,119,8,0,0,0
5183,892,Moylans Hopsickle Imperial Ale,3,32,9.2,0,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,
5184,1092,Baracktoberfest,7,84,0,0,0,0
5185,249,Obamagang Inauguration Ale,3,42,0,0,0,0
5186,1149,Hop Obama,3,33,5.2,0,0,0
5187,1286,Scratch #17 2009,7,77,5.6,0,0,0
5188,1286,Scratch #18 2009,11,119,7.3,0,0,0
5189,1337,Konig Ludwig Weissbier,4,50,5.5,0,0,0
5190,604,Espresso Oak Aged Yeti,3,43,9.5,0,0,0
5191,604,Claymore Scotch Ale,1,15,0,0,0,0
5192,520,Trifecta Belgian Style Tripel,5,61,8.1,0,0,0
5193,929,Oak Creek Micro Light,7,77,0,0,0,0
5194,929,Forty-Niner Gold Lager,8,95,4.5,0,0,0
5195,929,Horseshoe Hefeweizen,4,50,4.5,0,0,0
5196,929,Doc's Pale Ale,3,26,5.5,0,0,0
5197,929,Oak Creek Amber Ale,3,33,5.5,0,0,0
5198,929,Village Nut Brown Ale,3,38,6,0,0,0
5199,929,Pullman Porter,2,25,0,0,0,0
5200,546,Foster's Premium Ale,1,1,5.5,0,0,0
5201,384,Climax IPA,3,31,6,0,0,0
5202,384,Climax Extra Special Bitter Ale,1,5,5.5,0,0,0
