"Entity","Code","Year","continent","Fish","Prod"
"Gambia","GMB",1994,"Africa","Freshwater",2405
"Gambia","GMB",1994,"Africa","Molluscs",55
"Gambia","GMB",1994,"Africa","Other Marine",37
"Gambia","GMB",1995,"Africa","Pelagic",14547
"Gambia","GMB",1995,"Africa","Crustaceans",593
"Gambia","GMB",1995,"Africa","Cephalopods",332
"Gambia","GMB",1995,"Africa","Demersal",5604
"Gambia","GMB",1995,"Africa","Freshwater",2394
"Gambia","GMB",1995,"Africa","Molluscs",194
"Gambia","GMB",1995,"Africa","Other Marine",35
"Gambia","GMB",1996,"Africa","Pelagic",23551
"Gambia","GMB",1996,"Africa","Crustaceans",522
"Gambia","GMB",1996,"Africa","Cephalopods",184
"Gambia","GMB",1996,"Africa","Demersal",4499
"Gambia","GMB",1996,"Africa","Freshwater",2602
"Gambia","GMB",1996,"Africa","Molluscs",227
"Gambia","GMB",1996,"Africa","Other Marine",20
"Gambia","GMB",1997,"Africa","Pelagic",22031
"Gambia","GMB",1997,"Africa","Crustaceans",876
"Gambia","GMB",1997,"Africa","Cephalopods",137
"Gambia","GMB",1997,"Africa","Demersal",7311
"Gambia","GMB",1997,"Africa","Freshwater",2239
"Gambia","GMB",1997,"Africa","Molluscs",128
"Gambia","GMB",1997,"Africa","Other Marine",25
"Gambia","GMB",1998,"Africa","Pelagic",22475
"Gambia","GMB",1998,"Africa","Crustaceans",421
"Gambia","GMB",1998,"Africa","Cephalopods",118
"Gambia","GMB",1998,"Africa","Demersal",3263
"Gambia","GMB",1998,"Africa","Freshwater",2527
"Gambia","GMB",1998,"Africa","Molluscs",230
"Gambia","GMB",1998,"Africa","Other Marine",3
"Gambia","GMB",1999,"Africa","Pelagic",23554
"Gambia","GMB",1999,"Africa","Crustaceans",590
"Gambia","GMB",1999,"Africa","Cephalopods",448
"Gambia","GMB",1999,"Africa","Demersal",5398
"Gambia","GMB",1999,"Africa","Freshwater",2590
"Gambia","GMB",1999,"Africa","Molluscs",63
"Gambia","GMB",1999,"Africa","Other Marine",0
"Gambia","GMB",2000,"Africa","Pelagic",21155
"Gambia","GMB",2000,"Africa","Crustaceans",774
"Gambia","GMB",2000,"Africa","Cephalopods",422
"Gambia","GMB",2000,"Africa","Demersal",4473
"Gambia","GMB",2000,"Africa","Freshwater",2187
"Gambia","GMB",2000,"Africa","Molluscs",5
"Gambia","GMB",2000,"Africa","Other Marine",5
"Gambia","GMB",2001,"Africa","Pelagic",19855
"Gambia","GMB",2001,"Africa","Crustaceans",288
"Gambia","GMB",2001,"Africa","Cephalopods",1500
"Gambia","GMB",2001,"Africa","Demersal",10331
"Gambia","GMB",2001,"Africa","Freshwater",2532
"Gambia","GMB",2001,"Africa","Molluscs",20
"Gambia","GMB",2001,"Africa","Other Marine",6
"Gambia","GMB",2002,"Africa","Pelagic",22554
"Gambia","GMB",2002,"Africa","Crustaceans",422
"Gambia","GMB",2002,"Africa","Cephalopods",1621
"Gambia","GMB",2002,"Africa","Demersal",10036
"Gambia","GMB",2002,"Africa","Freshwater",2572
"Gambia","GMB",2002,"Africa","Molluscs",1
"Gambia","GMB",2002,"Africa","Other Marine",204
"Gambia","GMB",2003,"Africa","Pelagic",25488
"Gambia","GMB",2003,"Africa","Crustaceans",216
"Gambia","GMB",2003,"Africa","Cephalopods",957
"Gambia","GMB",2003,"Africa","Demersal",7637
"Gambia","GMB",2003,"Africa","Freshwater",3046
"Gambia","GMB",2003,"Africa","Molluscs",14
"Gambia","GMB",2003,"Africa","Other Marine",13
"Gambia","GMB",2004,"Africa","Pelagic",18706
"Gambia","GMB",2004,"Africa","Crustaceans",99
"Gambia","GMB",2004,"Africa","Cephalopods",321
"Gambia","GMB",2004,"Africa","Demersal",9505
"Gambia","GMB",2004,"Africa","Freshwater",3586
"Gambia","GMB",2004,"Africa","Molluscs",18
"Gambia","GMB",2004,"Africa","Other Marine",587
"Gambia","GMB",2005,"Africa","Pelagic",17751
"Gambia","GMB",2005,"Africa","Crustaceans",266
"Gambia","GMB",2005,"Africa","Cephalopods",1993
"Gambia","GMB",2005,"Africa","Demersal",11028
"Gambia","GMB",2005,"Africa","Freshwater",3907
"Gambia","GMB",2005,"Africa","Molluscs",15
"Gambia","GMB",2005,"Africa","Other Marine",0
"Gambia","GMB",2006,"Africa","Pelagic",20430
"Gambia","GMB",2006,"Africa","Crustaceans",337
"Gambia","GMB",2006,"Africa","Cephalopods",1185
"Gambia","GMB",2006,"Africa","Demersal",10826
"Gambia","GMB",2006,"Africa","Freshwater",4505
"Gambia","GMB",2006,"Africa","Molluscs",126
"Gambia","GMB",2006,"Africa","Other Marine",143
"Gambia","GMB",2007,"Africa","Pelagic",20823
"Gambia","GMB",2007,"Africa","Crustaceans",1673
"Gambia","GMB",2007,"Africa","Cephalopods",765
"Gambia","GMB",2007,"Africa","Demersal",15082
"Gambia","GMB",2007,"Africa","Freshwater",4564
"Gambia","GMB",2007,"Africa","Molluscs",634
"Gambia","GMB",2007,"Africa","Other Marine",58
"Gambia","GMB",2008,"Africa","Pelagic",21424
"Gambia","GMB",2008,"Africa","Crustaceans",1758
"Gambia","GMB",2008,"Africa","Cephalopods",611
"Gambia","GMB",2008,"Africa","Demersal",14143
"Gambia","GMB",2008,"Africa","Freshwater",4171
"Gambia","GMB",2008,"Africa","Molluscs",612
"Gambia","GMB",2008,"Africa","Other Marine",187
"Gambia","GMB",2009,"Africa","Pelagic",22583
"Gambia","GMB",2009,"Africa","Crustaceans",1881
"Gambia","GMB",2009,"Africa","Cephalopods",645
"Gambia","GMB",2009,"Africa","Demersal",15088
"Gambia","GMB",2009,"Africa","Freshwater",4466
"Gambia","GMB",2009,"Africa","Molluscs",653
"Gambia","GMB",2009,"Africa","Other Marine",593
"Gambia","GMB",2010,"Africa","Pelagic",22213
"Gambia","GMB",2010,"Africa","Crustaceans",1835
"Gambia","GMB",2010,"Africa","Cephalopods",646
"Gambia","GMB",2010,"Africa","Demersal",14721
"Gambia","GMB",2010,"Africa","Freshwater",4659
"Gambia","GMB",2010,"Africa","Molluscs",20
"Gambia","GMB",2010,"Africa","Other Marine",2555
"Gambia","GMB",2011,"Africa","Pelagic",19925
"Gambia","GMB",2011,"Africa","Crustaceans",1450
"Gambia","GMB",2011,"Africa","Cephalopods",380
"Gambia","GMB",2011,"Africa","Demersal",12945
"Gambia","GMB",2011,"Africa","Freshwater",4813
"Gambia","GMB",2011,"Africa","Molluscs",20
"Gambia","GMB",2011,"Africa","Other Marine",2000
"Gambia","GMB",2012,"Africa","Pelagic",17701
"Gambia","GMB",2012,"Africa","Crustaceans",994
"Gambia","GMB",2012,"Africa","Cephalopods",135
"Gambia","GMB",2012,"Africa","Demersal",10752
"Gambia","GMB",2012,"Africa","Freshwater",5005
"Gambia","GMB",2012,"Africa","Molluscs",40
"Gambia","GMB",2012,"Africa","Other Marine",1468
"Gambia","GMB",2013,"Africa","Pelagic",19897
"Gambia","GMB",2013,"Africa","Crustaceans",1667
"Gambia","GMB",2013,"Africa","Cephalopods",206
"Gambia","GMB",2013,"Africa","Demersal",15161
"Gambia","GMB",2013,"Africa","Freshwater",4686
"Gambia","GMB",2013,"Africa","Molluscs",40
"Gambia","GMB",2013,"Africa","Other Marine",2102
"Georgia","GEO",1992,"Asia","Pelagic",36228
"Georgia","GEO",1992,"Asia","Cephalopods",23
"Georgia","GEO",1992,"Asia","Demersal",573
"Georgia","GEO",1992,"Asia","Freshwater",1235
"Georgia","GEO",1992,"Asia","Molluscs",0
"Georgia","GEO",1992,"Asia","Other Marine",1086
"Georgia","GEO",1993,"Asia","Pelagic",16508
"Georgia","GEO",1993,"Asia","Cephalopods",10
"Georgia","GEO",1993,"Asia","Demersal",573
"Georgia","GEO",1993,"Asia","Freshwater",1129
"Georgia","GEO",1993,"Asia","Molluscs",0
"Georgia","GEO",1993,"Asia","Other Marine",600
"Georgia","GEO",1994,"Asia","Pelagic",6825
"Georgia","GEO",1994,"Asia","Cephalopods",0
"Georgia","GEO",1994,"Asia","Demersal",322
"Georgia","GEO",1994,"Asia","Freshwater",244
"Georgia","GEO",1994,"Asia","Molluscs",0
"Georgia","GEO",1994,"Asia","Other Marine",250
"Georgia","GEO",1995,"Asia","Pelagic",2593
"Georgia","GEO",1995,"Asia","Cephalopods",0
"Georgia","GEO",1995,"Asia","Demersal",177
"Georgia","GEO",1995,"Asia","Freshwater",247
"Georgia","GEO",1995,"Asia","Molluscs",700
"Georgia","GEO",1995,"Asia","Other Marine",0
"Georgia","GEO",1996,"Asia","Pelagic",1417
"Georgia","GEO",1996,"Asia","Cephalopods",0
"Georgia","GEO",1996,"Asia","Demersal",294
"Georgia","GEO",1996,"Asia","Freshwater",107
"Georgia","GEO",1996,"Asia","Molluscs",711
"Georgia","GEO",1996,"Asia","Other Marine",25
"Georgia","GEO",1997,"Asia","Pelagic",2391
"Georgia","GEO",1997,"Asia","Cephalopods",0
"Georgia","GEO",1997,"Asia","Demersal",73
"Georgia","GEO",1997,"Asia","Freshwater",62
"Georgia","GEO",1997,"Asia","Molluscs",118
"Georgia","GEO",1997,"Asia","Other Marine",0
"Georgia","GEO",1998,"Asia","Pelagic",2383
"Georgia","GEO",1998,"Asia","Cephalopods",0
"Georgia","GEO",1998,"Asia","Demersal",614
"Georgia","GEO",1998,"Asia","Freshwater",100
"Georgia","GEO",1998,"Asia","Molluscs",0
"Georgia","GEO",1998,"Asia","Other Marine",0
"Georgia","GEO",1999,"Asia","Pelagic",1309
"Georgia","GEO",1999,"Asia","Cephalopods",0
"Georgia","GEO",1999,"Asia","Demersal",83
"Georgia","GEO",1999,"Asia","Freshwater",103
"Georgia","GEO",1999,"Asia","Molluscs",0
"Georgia","GEO",1999,"Asia","Other Marine",1
"Georgia","GEO",2000,"Asia","Pelagic",1522
"Georgia","GEO",2000,"Asia","Cephalopods",0
"Georgia","GEO",2000,"Asia","Demersal",55
"Georgia","GEO",2000,"Asia","Freshwater",112
"Georgia","GEO",2000,"Asia","Molluscs",184
"Georgia","GEO",2000,"Asia","Other Marine",4
"Georgia","GEO",2001,"Asia","Pelagic",978
"Georgia","GEO",2001,"Asia","Cephalopods",0
"Georgia","GEO",2001,"Asia","Demersal",125
"Georgia","GEO",2001,"Asia","Freshwater",91
"Georgia","GEO",2001,"Asia","Molluscs",517
"Georgia","GEO",2001,"Asia","Other Marine",5
"Georgia","GEO",2002,"Asia","Pelagic",989
"Georgia","GEO",2002,"Asia","Cephalopods",0
"Georgia","GEO",2002,"Asia","Demersal",285
"Georgia","GEO",2002,"Asia","Freshwater",69
"Georgia","GEO",2002,"Asia","Molluscs",503
"Georgia","GEO",2002,"Asia","Other Marine",17
"Georgia","GEO",2003,"Asia","Pelagic",2737
"Georgia","GEO",2003,"Asia","Cephalopods",0
"Georgia","GEO",2003,"Asia","Demersal",220
"Georgia","GEO",2003,"Asia","Freshwater",100
"Georgia","GEO",2003,"Asia","Molluscs",295
"Georgia","GEO",2003,"Asia","Other Marine",10
"Georgia","GEO",2004,"Asia","Pelagic",11667
"Georgia","GEO",2004,"Asia","Cephalopods",0
"Georgia","GEO",2004,"Asia","Demersal",172
"Georgia","GEO",2004,"Asia","Freshwater",127
"Georgia","GEO",2004,"Asia","Molluscs",65
"Georgia","GEO",2004,"Asia","Other Marine",29
"Georgia","GEO",2005,"Asia","Pelagic",9642
"Georgia","GEO",2005,"Asia","Cephalopods",0
"Georgia","GEO",2005,"Asia","Demersal",108
"Georgia","GEO",2005,"Asia","Freshwater",126
"Georgia","GEO",2005,"Asia","Molluscs",150
"Georgia","GEO",2005,"Asia","Other Marine",20
"Georgia","GEO",2006,"Asia","Pelagic",14270
"Georgia","GEO",2006,"Asia","Cephalopods",0
"Georgia","GEO",2006,"Asia","Demersal",78
"Georgia","GEO",2006,"Asia","Freshwater",125
"Georgia","GEO",2006,"Asia","Molluscs",300
"Georgia","GEO",2006,"Asia","Other Marine",48
"Georgia","GEO",2007,"Asia","Pelagic",42417
"Georgia","GEO",2007,"Asia","Cephalopods",0
"Georgia","GEO",2007,"Asia","Demersal",812
"Georgia","GEO",2007,"Asia","Freshwater",226
"Georgia","GEO",2007,"Asia","Molluscs",600
"Georgia","GEO",2007,"Asia","Other Marine",193
"Georgia","GEO",2008,"Asia","Pelagic",47724
"Georgia","GEO",2008,"Asia","Cephalopods",0
"Georgia","GEO",2008,"Asia","Demersal",54
"Georgia","GEO",2008,"Asia","Freshwater",499
"Georgia","GEO",2008,"Asia","Molluscs",500
"Georgia","GEO",2008,"Asia","Other Marine",132
"Georgia","GEO",2009,"Asia","Pelagic",49173
"Georgia","GEO",2009,"Asia","Cephalopods",0
"Georgia","GEO",2009,"Asia","Demersal",184
"Georgia","GEO",2009,"Asia","Freshwater",490
"Georgia","GEO",2009,"Asia","Molluscs",500
"Georgia","GEO",2009,"Asia","Other Marine",149
"Georgia","GEO",2010,"Asia","Pelagic",45415
"Georgia","GEO",2010,"Asia","Cephalopods",0
"Georgia","GEO",2010,"Asia","Demersal",30
"Georgia","GEO",2010,"Asia","Freshwater",482
"Georgia","GEO",2010,"Asia","Molluscs",500
"Georgia","GEO",2010,"Asia","Other Marine",92
"Georgia","GEO",2011,"Asia","Pelagic",25946
"Georgia","GEO",2011,"Asia","Cephalopods",0
"Georgia","GEO",2011,"Asia","Demersal",74
"Georgia","GEO",2011,"Asia","Freshwater",677
"Georgia","GEO",2011,"Asia","Molluscs",500
"Georgia","GEO",2011,"Asia","Other Marine",0
"Georgia","GEO",2012,"Asia","Pelagic",25946
"Georgia","GEO",2012,"Asia","Cephalopods",0
"Georgia","GEO",2012,"Asia","Demersal",74
"Georgia","GEO",2012,"Asia","Freshwater",677
"Georgia","GEO",2012,"Asia","Molluscs",500
"Georgia","GEO",2012,"Asia","Other Marine",0
"Georgia","GEO",2013,"Asia","Pelagic",25946
"Georgia","GEO",2013,"Asia","Cephalopods",0
"Georgia","GEO",2013,"Asia","Demersal",74
"Georgia","GEO",2013,"Asia","Freshwater",677
"Georgia","GEO",2013,"Asia","Molluscs",500
"Georgia","GEO",2013,"Asia","Other Marine",0
"Germany","DEU",1961,"Europe","Pelagic",194400
"Germany","DEU",1961,"Europe","Crustaceans",27700
"Germany","DEU",1961,"Europe","Cephalopods",0
"Germany","DEU",1961,"Europe","Demersal",454400
"Germany","DEU",1961,"Europe","Freshwater",20870
"Germany","DEU",1961,"Europe","Molluscs",10000
"Germany","DEU",1961,"Europe","Other Marine",39100
"Germany","DEU",1962,"Europe","Pelagic",205700
"Germany","DEU",1962,"Europe","Crustaceans",25500
"Germany","DEU",1962,"Europe","Cephalopods",0
"Germany","DEU",1962,"Europe","Demersal",477000
"Germany","DEU",1962,"Europe","Freshwater",20720
"Germany","DEU",1962,"Europe","Molluscs",5800
"Germany","DEU",1962,"Europe","Other Marine",44100
"Germany","DEU",1963,"Europe","Pelagic",219500
"Germany","DEU",1963,"Europe","Crustaceans",42700
"Germany","DEU",1963,"Europe","Cephalopods",0
"Germany","DEU",1963,"Europe","Demersal",503100
"Germany","DEU",1963,"Europe","Freshwater",22880
"Germany","DEU",1963,"Europe","Molluscs",4800
"Germany","DEU",1963,"Europe","Other Marine",43800
"Germany","DEU",1964,"Europe","Pelagic",241200
"Germany","DEU",1964,"Europe","Crustaceans",29200
"Germany","DEU",1964,"Europe","Cephalopods",0
"Germany","DEU",1964,"Europe","Demersal",493700
"Germany","DEU",1964,"Europe","Freshwater",25130
"Germany","DEU",1964,"Europe","Molluscs",5300
"Germany","DEU",1964,"Europe","Other Marine",53300
"Germany","DEU",1965,"Europe","Pelagic",224000
"Germany","DEU",1965,"Europe","Crustaceans",29800
"Germany","DEU",1965,"Europe","Cephalopods",0
"Germany","DEU",1965,"Europe","Demersal",519300
"Germany","DEU",1965,"Europe","Freshwater",24890
"Germany","DEU",1965,"Europe","Molluscs",7600
"Germany","DEU",1965,"Europe","Other Marine",57500
"Germany","DEU",1966,"Europe","Pelagic",233700
"Germany","DEU",1966,"Europe","Crustaceans",39900
"Germany","DEU",1966,"Europe","Cephalopods",0
"Germany","DEU",1966,"Europe","Demersal",526300
"Germany","DEU",1966,"Europe","Freshwater",27050
"Germany","DEU",1966,"Europe","Molluscs",11500
"Germany","DEU",1966,"Europe","Other Marine",42100
"Germany","DEU",1967,"Europe","Pelagic",249600
"Germany","DEU",1967,"Europe","Crustaceans",27000
"Germany","DEU",1967,"Europe","Cephalopods",0
"Germany","DEU",1967,"Europe","Demersal",586600
"Germany","DEU",1967,"Europe","Freshwater",27200
"Germany","DEU",1967,"Europe","Molluscs",11300
"Germany","DEU",1967,"Europe","Other Marine",49000
"Germany","DEU",1968,"Europe","Pelagic",302700
"Germany","DEU",1968,"Europe","Crustaceans",33900
"Germany","DEU",1968,"Europe","Cephalopods",0
"Germany","DEU",1968,"Europe","Demersal",570800
"Germany","DEU",1968,"Europe","Freshwater",29260
"Germany","DEU",1968,"Europe","Molluscs",11400
"Germany","DEU",1968,"Europe","Other Marine",37800
"Germany","DEU",1969,"Europe","Pelagic",316700
"Germany","DEU",1969,"Europe","Crustaceans",29500
"Germany","DEU",1969,"Europe","Cephalopods",0
"Germany","DEU",1969,"Europe","Demersal",537200
"Germany","DEU",1969,"Europe","Freshwater",32214
"Germany","DEU",1969,"Europe","Molluscs",6700
"Germany","DEU",1969,"Europe","Other Marine",47100
"Germany","DEU",1970,"Europe","Pelagic",302393
"Germany","DEU",1970,"Europe","Crustaceans",38400
"Germany","DEU",1970,"Europe","Cephalopods",0
"Germany","DEU",1970,"Europe","Demersal",509122
"Germany","DEU",1970,"Europe","Freshwater",38577
"Germany","DEU",1970,"Europe","Molluscs",9600
"Germany","DEU",1970,"Europe","Other Marine",39306
"Germany","DEU",1971,"Europe","Pelagic",278675
"Germany","DEU",1971,"Europe","Crustaceans",25000
"Germany","DEU",1971,"Europe","Cephalopods",0
"Germany","DEU",1971,"Europe","Demersal",466440
"Germany","DEU",1971,"Europe","Freshwater",47736
"Germany","DEU",1971,"Europe","Molluscs",5600
"Germany","DEU",1971,"Europe","Other Marine",20761
"Germany","DEU",1972,"Europe","Pelagic",268002
"Germany","DEU",1972,"Europe","Crustaceans",26000
"Germany","DEU",1972,"Europe","Cephalopods",500
"Germany","DEU",1972,"Europe","Demersal",406102
"Germany","DEU",1972,"Europe","Freshwater",44103
"Germany","DEU",1972,"Europe","Molluscs",8100
"Germany","DEU",1972,"Europe","Other Marine",8600
"Germany","DEU",1973,"Europe","Pelagic",312102
"Germany","DEU",1973,"Europe","Crustaceans",30000
"Germany","DEU",1973,"Europe","Cephalopods",1900
"Germany","DEU",1973,"Europe","Demersal",423300
"Germany","DEU",1973,"Europe","Freshwater",41951
"Germany","DEU",1973,"Europe","Molluscs",11200
"Germany","DEU",1973,"Europe","Other Marine",29700
"Germany","DEU",1974,"Europe","Pelagic",271601
"Germany","DEU",1974,"Europe","Crustaceans",30352
"Germany","DEU",1974,"Europe","Cephalopods",0
"Germany","DEU",1974,"Europe","Demersal",504515
"Germany","DEU",1974,"Europe","Freshwater",44070
"Germany","DEU",1974,"Europe","Molluscs",21379
"Germany","DEU",1974,"Europe","Other Marine",25096
"Germany","DEU",1975,"Europe","Pelagic",249132
"Germany","DEU",1975,"Europe","Crustaceans",22872
"Germany","DEU",1975,"Europe","Cephalopods",942
"Germany","DEU",1975,"Europe","Demersal",458616
"Germany","DEU",1975,"Europe","Freshwater",47192
"Germany","DEU",1975,"Europe","Molluscs",21576
"Germany","DEU",1975,"Europe","Other Marine",27585
"Germany","DEU",1976,"Europe","Pelagic",168233
"Germany","DEU",1976,"Europe","Crustaceans",27213
"Germany","DEU",1976,"Europe","Cephalopods",2463
"Germany","DEU",1976,"Europe","Demersal",443437
"Germany","DEU",1976,"Europe","Freshwater",45901
"Germany","DEU",1976,"Europe","Molluscs",25474
"Germany","DEU",1976,"Europe","Other Marine",31786
"Germany","DEU",1977,"Europe","Pelagic",146872
"Germany","DEU",1977,"Europe","Crustaceans",18326
"Germany","DEU",1977,"Europe","Cephalopods",8074
"Germany","DEU",1977,"Europe","Demersal",374641
"Germany","DEU",1977,"Europe","Freshwater",48390
"Germany","DEU",1977,"Europe","Molluscs",13626
"Germany","DEU",1977,"Europe","Other Marine",45619
"Germany","DEU",1978,"Europe","Pelagic",153906
"Germany","DEU",1978,"Europe","Crustaceans",16844
"Germany","DEU",1978,"Europe","Cephalopods",2824
"Germany","DEU",1978,"Europe","Demersal",345845
"Germany","DEU",1978,"Europe","Freshwater",48116
"Germany","DEU",1978,"Europe","Molluscs",16309
"Germany","DEU",1978,"Europe","Other Marine",41176
"Germany","DEU",1979,"Europe","Pelagic",162685
"Germany","DEU",1979,"Europe","Crustaceans",19894
"Germany","DEU",1979,"Europe","Cephalopods",3061
"Germany","DEU",1979,"Europe","Demersal",308928
"Germany","DEU",1979,"Europe","Freshwater",44348
"Germany","DEU",1979,"Europe","Molluscs",8523
"Germany","DEU",1979,"Europe","Other Marine",43335
"Germany","DEU",1980,"Europe","Pelagic",212312
"Germany","DEU",1980,"Europe","Crustaceans",15950
"Germany","DEU",1980,"Europe","Cephalopods",61
"Germany","DEU",1980,"Europe","Demersal",251633
"Germany","DEU",1980,"Europe","Freshwater",52530
"Germany","DEU",1980,"Europe","Molluscs",12752
"Germany","DEU",1980,"Europe","Other Marine",17328
"Germany","DEU",1981,"Europe","Pelagic",224753
"Germany","DEU",1981,"Europe","Crustaceans",15229
"Germany","DEU",1981,"Europe","Cephalopods",13
"Germany","DEU",1981,"Europe","Demersal",262060
"Germany","DEU",1981,"Europe","Freshwater",51548
"Germany","DEU",1981,"Europe","Molluscs",13546
"Germany","DEU",1981,"Europe","Other Marine",17877
"Germany","DEU",1982,"Europe","Pelagic",200872
"Germany","DEU",1982,"Europe","Crustaceans",20431
"Germany","DEU",1982,"Europe","Cephalopods",48
"Germany","DEU",1982,"Europe","Demersal",252026
"Germany","DEU",1982,"Europe","Freshwater",45858
"Germany","DEU",1982,"Europe","Molluscs",18375
"Germany","DEU",1982,"Europe","Other Marine",14027
"Germany","DEU",1983,"Europe","Pelagic",215115
"Germany","DEU",1983,"Europe","Crustaceans",14023
"Germany","DEU",1983,"Europe","Cephalopods",621
"Germany","DEU",1983,"Europe","Demersal",216554
"Germany","DEU",1983,"Europe","Freshwater",49778
"Germany","DEU",1983,"Europe","Molluscs",39768
"Germany","DEU",1983,"Europe","Other Marine",8892
"Germany","DEU",1984,"Europe","Pelagic",183311
"Germany","DEU",1984,"Europe","Crustaceans",12678
"Germany","DEU",1984,"Europe","Cephalopods",8925
"Germany","DEU",1984,"Europe","Demersal",220085
"Germany","DEU",1984,"Europe","Freshwater",50559
"Germany","DEU",1984,"Europe","Molluscs",66452
"Germany","DEU",1984,"Europe","Other Marine",11746
"Germany","DEU",1985,"Europe","Pelagic",154085
"Germany","DEU",1985,"Europe","Crustaceans",18680
"Germany","DEU",1985,"Europe","Cephalopods",11906
"Germany","DEU",1985,"Europe","Demersal",162215
"Germany","DEU",1985,"Europe","Freshwater",51696
"Germany","DEU",1985,"Europe","Molluscs",23108
"Germany","DEU",1985,"Europe","Other Marine",4767
"Germany","DEU",1986,"Europe","Pelagic",168409
"Germany","DEU",1986,"Europe","Crustaceans",18044
"Germany","DEU",1986,"Europe","Cephalopods",4095
"Germany","DEU",1986,"Europe","Demersal",139067
"Germany","DEU",1986,"Europe","Freshwater",52765
"Germany","DEU",1986,"Europe","Molluscs",30695
"Germany","DEU",1986,"Europe","Other Marine",2313
"Germany","DEU",1987,"Europe","Pelagic",160729
"Germany","DEU",1987,"Europe","Crustaceans",17721
"Germany","DEU",1987,"Europe","Cephalopods",3478
"Germany","DEU",1987,"Europe","Demersal",134338
"Germany","DEU",1987,"Europe","Freshwater",52749
"Germany","DEU",1987,"Europe","Molluscs",29860
"Germany","DEU",1987,"Europe","Other Marine",846
"Germany","DEU",1988,"Europe","Pelagic",147682
"Germany","DEU",1988,"Europe","Crustaceans",14948
"Germany","DEU",1988,"Europe","Cephalopods",9212
"Germany","DEU",1988,"Europe","Demersal",134271
"Germany","DEU",1988,"Europe","Freshwater",55273
"Germany","DEU",1988,"Europe","Molluscs",30917
"Germany","DEU",1988,"Europe","Other Marine",809
"Germany","DEU",1989,"Europe","Pelagic",180922
"Germany","DEU",1989,"Europe","Crustaceans",14505
"Germany","DEU",1989,"Europe","Cephalopods",15522
"Germany","DEU",1989,"Europe","Demersal",119549
"Germany","DEU",1989,"Europe","Freshwater",59960
"Germany","DEU",1989,"Europe","Molluscs",20654
"Germany","DEU",1989,"Europe","Other Marine",1544
"Germany","DEU",1990,"Europe","Pelagic",171668
"Germany","DEU",1990,"Europe","Crustaceans",8161
"Germany","DEU",1990,"Europe","Cephalopods",6819
"Germany","DEU",1990,"Europe","Demersal",122228
"Germany","DEU",1990,"Europe","Freshwater",56526
"Germany","DEU",1990,"Europe","Molluscs",24049
"Germany","DEU",1990,"Europe","Other Marine",1288
"Germany","DEU",1991,"Europe","Pelagic",108535
"Germany","DEU",1991,"Europe","Crustaceans",13992
"Germany","DEU",1991,"Europe","Cephalopods",0
"Germany","DEU",1991,"Europe","Demersal",94649
"Germany","DEU",1991,"Europe","Freshwater",56167
"Germany","DEU",1991,"Europe","Molluscs",32692
"Germany","DEU",1991,"Europe","Other Marine",4558
"Germany","DEU",1992,"Europe","Pelagic",115724
"Germany","DEU",1992,"Europe","Crustaceans",11815
"Germany","DEU",1992,"Europe","Cephalopods",0
"Germany","DEU",1992,"Europe","Demersal",75880
"Germany","DEU",1992,"Europe","Freshwater",57079
"Germany","DEU",1992,"Europe","Molluscs",51401
"Germany","DEU",1992,"Europe","Other Marine",1645
"Germany","DEU",1993,"Europe","Pelagic",135087
"Germany","DEU",1993,"Europe","Crustaceans",13511
"Germany","DEU",1993,"Europe","Cephalopods",3
"Germany","DEU",1993,"Europe","Demersal",90610
"Germany","DEU",1993,"Europe","Freshwater",57248
"Germany","DEU",1993,"Europe","Molluscs",26051
"Germany","DEU",1993,"Europe","Other Marine",0
"Germany","DEU",1994,"Europe","Pelagic",101362
"Germany","DEU",1994,"Europe","Crustaceans",16806
"Germany","DEU",1994,"Europe","Cephalopods",3
"Germany","DEU",1994,"Europe","Demersal",97958
"Germany","DEU",1994,"Europe","Freshwater",56650
"Germany","DEU",1994,"Europe","Molluscs",5986
"Germany","DEU",1994,"Europe","Other Marine",248
"Germany","DEU",1995,"Europe","Pelagic",101159
"Germany","DEU",1995,"Europe","Crustaceans",11646
"Germany","DEU",1995,"Europe","Cephalopods",11
"Germany","DEU",1995,"Europe","Demersal",96630
"Germany","DEU",1995,"Europe","Freshwater",69767
"Germany","DEU",1995,"Europe","Molluscs",24456
"Germany","DEU",1995,"Europe","Other Marine",316
"Germany","DEU",1996,"Europe","Pelagic",91708
"Germany","DEU",1996,"Europe","Crustaceans",16113
"Germany","DEU",1996,"Europe","Cephalopods",2
"Germany","DEU",1996,"Europe","Demersal",103829
"Germany","DEU",1996,"Europe","Freshwater",69473
"Germany","DEU",1996,"Europe","Molluscs",38213
"Germany","DEU",1996,"Europe","Other Marine",310
"Germany","DEU",1997,"Europe","Pelagic",125470
"Germany","DEU",1997,"Europe","Crustaceans",20016
"Germany","DEU",1997,"Europe","Cephalopods",4
"Germany","DEU",1997,"Europe","Demersal",88793
"Germany","DEU",1997,"Europe","Freshwater",67761
"Germany","DEU",1997,"Europe","Molluscs",22405
"Germany","DEU",1997,"Europe","Other Marine",336
"Germany","DEU",1998,"Europe","Pelagic",135106
"Germany","DEU",1998,"Europe","Crustaceans",14944
"Germany","DEU",1998,"Europe","Cephalopods",11
"Germany","DEU",1998,"Europe","Demersal",91748
"Germany","DEU",1998,"Europe","Freshwater",65793
"Germany","DEU",1998,"Europe","Molluscs",31288
