"Region","Country","City","Month","Day","Year","AvgTemperature","DATE"
"Africa","Kenya","Nairobi",3,16,2012,76,"2012-03-16"
"Africa","Kenya","Nairobi",3,17,2012,73,"2012-03-17"
"Africa","Kenya","Nairobi",3,18,2012,74,"2012-03-18"
"Africa","Kenya","Nairobi",3,19,2012,71.5,"2012-03-19"
"Africa","Kenya","Nairobi",3,20,2012,69.3,"2012-03-20"
"Africa","Kenya","Nairobi",3,21,2012,72.7,"2012-03-21"
"Africa","Kenya","Nairobi",3,22,2012,73,"2012-03-22"
"Africa","Kenya","Nairobi",3,23,2012,71.8,"2012-03-23"
"Africa","Kenya","Nairobi",3,24,2012,71,"2012-03-24"
"Africa","Kenya","Nairobi",3,25,2012,71.9,"2012-03-25"
"Africa","Kenya","Nairobi",3,26,2012,71.8,"2012-03-26"
"Africa","Kenya","Nairobi",3,27,2012,71.9,"2012-03-27"
"Africa","Kenya","Nairobi",3,28,2012,74.5,"2012-03-28"
"Africa","Kenya","Nairobi",3,29,2012,72.9,"2012-03-29"
"Africa","Kenya","Nairobi",3,30,2012,72,"2012-03-30"
"Africa","Kenya","Nairobi",3,31,2012,75.7,"2012-03-31"
"Africa","Kenya","Nairobi",4,1,2012,73.6,"2012-04-01"
"Africa","Kenya","Nairobi",4,2,2012,66.7,"2012-04-02"
"Africa","Kenya","Nairobi",4,3,2012,67.8,"2012-04-03"
"Africa","Kenya","Nairobi",4,4,2012,66.7,"2012-04-04"
"Africa","Kenya","Nairobi",4,5,2012,67.3,"2012-04-05"
"Africa","Kenya","Nairobi",4,6,2012,65.6,"2012-04-06"
"Africa","Kenya","Nairobi",4,7,2012,68.4,"2012-04-07"
"Africa","Kenya","Nairobi",4,8,2012,67.7,"2012-04-08"
"Africa","Kenya","Nairobi",4,9,2012,68.8,"2012-04-09"
"Africa","Kenya","Nairobi",4,10,2012,70.1,"2012-04-10"
"Africa","Kenya","Nairobi",4,11,2012,70.2,"2012-04-11"
"Africa","Kenya","Nairobi",4,12,2012,68,"2012-04-12"
"Africa","Kenya","Nairobi",4,13,2012,67.7,"2012-04-13"
"Africa","Kenya","Nairobi",4,14,2012,69.2,"2012-04-14"
"Africa","Kenya","Nairobi",4,15,2012,66.8,"2012-04-15"
"Africa","Kenya","Nairobi",4,16,2012,69.8,"2012-04-16"
"Africa","Kenya","Nairobi",4,17,2012,67.1,"2012-04-17"
"Africa","Kenya","Nairobi",4,18,2012,68.7,"2012-04-18"
"Africa","Kenya","Nairobi",4,19,2012,67.5,"2012-04-19"
"Africa","Kenya","Nairobi",4,20,2012,68.9,"2012-04-20"
"Africa","Kenya","Nairobi",4,21,2012,66.6,"2012-04-21"
"Africa","Kenya","Nairobi",4,22,2012,67.1,"2012-04-22"
"Africa","Kenya","Nairobi",4,23,2012,63.7,"2012-04-23"
"Africa","Kenya","Nairobi",4,24,2012,64.7,"2012-04-24"
"Africa","Kenya","Nairobi",4,25,2012,66.5,"2012-04-25"
"Africa","Kenya","Nairobi",4,26,2012,65.4,"2012-04-26"
"Africa","Kenya","Nairobi",4,27,2012,64,"2012-04-27"
"Africa","Kenya","Nairobi",4,28,2012,67.5,"2012-04-28"
"Africa","Kenya","Nairobi",4,29,2012,68.1,"2012-04-29"
"Africa","Kenya","Nairobi",4,30,2012,66.1,"2012-04-30"
"Africa","Kenya","Nairobi",5,1,2012,67.2,"2012-05-01"
"Africa","Kenya","Nairobi",5,2,2012,66.6,"2012-05-02"
"Africa","Kenya","Nairobi",5,3,2012,66,"2012-05-03"
"Africa","Kenya","Nairobi",5,4,2012,67.1,"2012-05-04"
"Africa","Kenya","Nairobi",5,5,2012,66.7,"2012-05-05"
"Africa","Kenya","Nairobi",5,6,2012,65.9,"2012-05-06"
"Africa","Kenya","Nairobi",5,7,2012,66.2,"2012-05-07"
"Africa","Kenya","Nairobi",5,8,2012,65.5,"2012-05-08"
"Africa","Kenya","Nairobi",5,9,2012,65.9,"2012-05-09"
"Africa","Kenya","Nairobi",5,10,2012,66.1,"2012-05-10"
"Africa","Kenya","Nairobi",5,11,2012,66.2,"2012-05-11"
"Africa","Kenya","Nairobi",5,12,2012,67.7,"2012-05-12"
"Africa","Kenya","Nairobi",5,13,2012,67,"2012-05-13"
"Africa","Kenya","Nairobi",5,14,2012,66.2,"2012-05-14"
"Africa","Kenya","Nairobi",5,15,2012,66.3,"2012-05-15"
"Africa","Kenya","Nairobi",5,16,2012,64.8,"2012-05-16"
"Africa","Kenya","Nairobi",5,17,2012,67.5,"2012-05-17"
"Africa","Kenya","Nairobi",5,18,2012,67.1,"2012-05-18"
"Africa","Kenya","Nairobi",5,19,2012,67.6,"2012-05-19"
"Africa","Kenya","Nairobi",5,20,2012,68.1,"2012-05-20"
"Africa","Kenya","Nairobi",5,21,2012,68.7,"2012-05-21"
"Africa","Kenya","Nairobi",5,22,2012,68.3,"2012-05-22"
"Africa","Kenya","Nairobi",5,23,2012,65.5,"2012-05-23"
"Africa","Kenya","Nairobi",5,24,2012,65.9,"2012-05-24"
"Africa","Kenya","Nairobi",5,25,2012,64,"2012-05-25"
"Africa","Kenya","Nairobi",5,26,2012,65.8,"2012-05-26"
"Africa","Kenya","Nairobi",5,27,2012,64.9,"2012-05-27"
"Africa","Kenya","Nairobi",5,28,2012,65.1,"2012-05-28"
"Africa","Kenya","Nairobi",5,29,2012,65.4,"2012-05-29"
"Africa","Kenya","Nairobi",5,30,2012,66.4,"2012-05-30"
"Africa","Kenya","Nairobi",5,31,2012,64.3,"2012-05-31"
"Africa","Kenya","Nairobi",6,1,2012,65.8,"2012-06-01"
"Africa","Kenya","Nairobi",6,2,2012,64.4,"2012-06-02"
"Africa","Kenya","Nairobi",6,3,2012,64.2,"2012-06-03"
"Africa","Kenya","Nairobi",6,4,2012,63.1,"2012-06-04"
"Africa","Kenya","Nairobi",6,5,2012,66,"2012-06-05"
"Africa","Kenya","Nairobi",6,6,2012,63.8,"2012-06-06"
"Africa","Kenya","Nairobi",6,7,2012,66.4,"2012-06-07"
"Africa","Kenya","Nairobi",6,8,2012,65.9,"2012-06-08"
"Africa","Kenya","Nairobi",6,9,2012,68.2,"2012-06-09"
"Africa","Kenya","Nairobi",6,10,2012,65.2,"2012-06-10"
"Africa","Kenya","Nairobi",6,11,2012,64.5,"2012-06-11"
"Africa","Kenya","Nairobi",6,12,2012,65.1,"2012-06-12"
"Africa","Kenya","Nairobi",6,13,2012,64.2,"2012-06-13"
"Africa","Kenya","Nairobi",6,14,2012,63.9,"2012-06-14"
"Africa","Kenya","Nairobi",6,15,2012,63.9,"2012-06-15"
"Africa","Kenya","Nairobi",6,16,2012,62.5,"2012-06-16"
"Africa","Kenya","Nairobi",6,17,2012,62.8,"2012-06-17"
"Africa","Kenya","Nairobi",6,18,2012,61.1,"2012-06-18"
"Africa","Kenya","Nairobi",6,19,2012,63.8,"2012-06-19"
"Africa","Kenya","Nairobi",6,20,2012,62.4,"2012-06-20"
"Africa","Kenya","Nairobi",6,21,2012,62.4,"2012-06-21"
"Africa","Kenya","Nairobi",6,22,2012,64.9,"2012-06-22"
"Africa","Kenya","Nairobi",6,23,2012,64.8,"2012-06-23"
"Africa","Kenya","Nairobi",6,24,2012,63.7,"2012-06-24"
"Africa","Kenya","Nairobi",6,25,2012,65.7,"2012-06-25"
"Africa","Kenya","Nairobi",6,26,2012,64.8,"2012-06-26"
"Africa","Kenya","Nairobi",6,27,2012,61.9,"2012-06-27"
"Africa","Kenya","Nairobi",6,28,2012,61.1,"2012-06-28"
"Africa","Kenya","Nairobi",6,29,2012,62.5,"2012-06-29"
"Africa","Kenya","Nairobi",6,30,2012,61.4,"2012-06-30"
"Africa","Kenya","Nairobi",7,1,2012,63.6,"2012-07-01"
"Africa","Kenya","Nairobi",7,2,2012,57.6,"2012-07-02"
"Africa","Kenya","Nairobi",7,3,2012,64.1,"2012-07-03"
"Africa","Kenya","Nairobi",7,4,2012,64.4,"2012-07-04"
"Africa","Kenya","Nairobi",7,5,2012,64.1,"2012-07-05"
"Africa","Kenya","Nairobi",7,6,2012,61.9,"2012-07-06"
"Africa","Kenya","Nairobi",7,7,2012,64.7,"2012-07-07"
"Africa","Kenya","Nairobi",7,8,2012,67.2,"2012-07-08"
"Africa","Kenya","Nairobi",7,9,2012,62.3,"2012-07-09"
"Africa","Kenya","Nairobi",7,10,2012,60.6,"2012-07-10"
"Africa","Kenya","Nairobi",7,11,2012,60.8,"2012-07-11"
"Africa","Kenya","Nairobi",7,12,2012,61.3,"2012-07-12"
"Africa","Kenya","Nairobi",7,13,2012,62.5,"2012-07-13"
"Africa","Kenya","Nairobi",7,14,2012,63.5,"2012-07-14"
"Africa","Kenya","Nairobi",7,15,2012,66.9,"2012-07-15"
"Africa","Kenya","Nairobi",7,16,2012,67.2,"2012-07-16"
"Africa","Kenya","Nairobi",7,17,2012,64.6,"2012-07-17"
"Africa","Kenya","Nairobi",7,18,2012,59.1,"2012-07-18"
"Africa","Kenya","Nairobi",7,19,2012,59.6,"2012-07-19"
"Africa","Kenya","Nairobi",7,20,2012,63.5,"2012-07-20"
"Africa","Kenya","Nairobi",7,21,2012,66,"2012-07-21"
"Africa","Kenya","Nairobi",7,22,2012,65.4,"2012-07-22"
"Africa","Kenya","Nairobi",7,23,2012,64.3,"2012-07-23"
"Africa","Kenya","Nairobi",7,24,2012,65.3,"2012-07-24"
"Africa","Kenya","Nairobi",7,25,2012,64,"2012-07-25"
"Africa","Kenya","Nairobi",7,26,2012,61.1,"2012-07-26"
"Africa","Kenya","Nairobi",7,27,2012,64.2,"2012-07-27"
"Africa","Kenya","Nairobi",7,28,2012,63.9,"2012-07-28"
"Africa","Kenya","Nairobi",7,29,2012,63,"2012-07-29"
"Africa","Kenya","Nairobi",7,30,2012,61.6,"2012-07-30"
"Africa","Kenya","Nairobi",7,31,2012,60.7,"2012-07-31"
"Africa","Kenya","Nairobi",8,1,2012,63.3,"2012-08-01"
"Africa","Kenya","Nairobi",8,2,2012,62.2,"2012-08-02"
"Africa","Kenya","Nairobi",8,3,2012,63.4,"2012-08-03"
"Africa","Kenya","Nairobi",8,4,2012,61.7,"2012-08-04"
"Africa","Kenya","Nairobi",8,5,2012,64.6,"2012-08-05"
"Africa","Kenya","Nairobi",8,6,2012,66.9,"2012-08-06"
"Africa","Kenya","Nairobi",8,7,2012,65.8,"2012-08-07"
"Africa","Kenya","Nairobi",8,8,2012,66.5,"2012-08-08"
"Africa","Kenya","Nairobi",8,9,2012,65.2,"2012-08-09"
"Africa","Kenya","Nairobi",8,10,2012,62.5,"2012-08-10"
"Africa","Kenya","Nairobi",8,11,2012,64.9,"2012-08-11"
"Africa","Kenya","Nairobi",8,12,2012,62.9,"2012-08-12"
"Africa","Kenya","Nairobi",8,13,2012,67.3,"2012-08-13"
"Africa","Kenya","Nairobi",8,14,2012,64.5,"2012-08-14"
"Africa","Kenya","Nairobi",8,15,2012,65.3,"2012-08-15"
"Africa","Kenya","Nairobi",8,16,2012,65,"2012-08-16"
"Africa","Kenya","Nairobi",8,17,2012,58.9,"2012-08-17"
"Africa","Kenya","Nairobi",8,18,2012,61.2,"2012-08-18"
"Africa","Kenya","Nairobi",8,19,2012,65.1,"2012-08-19"
"Africa","Kenya","Nairobi",8,20,2012,62.4,"2012-08-20"
"Africa","Kenya","Nairobi",8,21,2012,65.9,"2012-08-21"
"Africa","Kenya","Nairobi",8,22,2012,66.4,"2012-08-22"
"Africa","Kenya","Nairobi",8,23,2012,67.6,"2012-08-23"
"Africa","Kenya","Nairobi",8,24,2012,68.3,"2012-08-24"
"Africa","Kenya","Nairobi",8,25,2012,63.4,"2012-08-25"
"Africa","Kenya","Nairobi",8,26,2012,64.5,"2012-08-26"
"Africa","Kenya","Nairobi",8,27,2012,64,"2012-08-27"
"Africa","Kenya","Nairobi",8,28,2012,64.4,"2012-08-28"
"Africa","Kenya","Nairobi",8,29,2012,64.6,"2012-08-29"
"Africa","Kenya","Nairobi",8,30,2012,64.5,"2012-08-30"
"Africa","Kenya","Nairobi",8,31,2012,65.5,"2012-08-31"
"Africa","Kenya","Nairobi",9,1,2012,68,"2012-09-01"
"Africa","Kenya","Nairobi",9,2,2012,68.6,"2012-09-02"
"Africa","Kenya","Nairobi",9,3,2012,67,"2012-09-03"
"Africa","Kenya","Nairobi",9,4,2012,66,"2012-09-04"
"Africa","Kenya","Nairobi",9,5,2012,64.9,"2012-09-05"
"Africa","Kenya","Nairobi",9,6,2012,65.7,"2012-09-06"
"Africa","Kenya","Nairobi",9,7,2012,63.1,"2012-09-07"
"Africa","Kenya","Nairobi",9,8,2012,64.2,"2012-09-08"
"Africa","Kenya","Nairobi",9,9,2012,63.8,"2012-09-09"
"Africa","Kenya","Nairobi",9,10,2012,65.5,"2012-09-10"
"Africa","Kenya","Nairobi",9,11,2012,67,"2012-09-11"
"Africa","Kenya","Nairobi",9,12,2012,64.7,"2012-09-12"
"Africa","Kenya","Nairobi",9,13,2012,66.2,"2012-09-13"
"Africa","Kenya","Nairobi",9,14,2012,66,"2012-09-14"
"Africa","Kenya","Nairobi",9,15,2012,67.4,"2012-09-15"
"Africa","Kenya","Nairobi",9,16,2012,66.6,"2012-09-16"
"Africa","Kenya","Nairobi",9,17,2012,66.6,"2012-09-17"
"Africa","Kenya","Nairobi",9,18,2012,66.4,"2012-09-18"
"Africa","Kenya","Nairobi",9,19,2012,66.9,"2012-09-19"
"Africa","Kenya","Nairobi",9,20,2012,68.9,"2012-09-20"
"Africa","Kenya","Nairobi",9,21,2012,68.9,"2012-09-21"
"Africa","Kenya","Nairobi",9,22,2012,71,"2012-09-22"
"Africa","Kenya","Nairobi",9,23,2012,71.6,"2012-09-23"
"Africa","Kenya","Nairobi",9,24,2012,67.6,"2012-09-24"
"Africa","Kenya","Nairobi",9,25,2012,65.6,"2012-09-25"
"Africa","Kenya","Nairobi",9,26,2012,69.3,"2012-09-26"
"Africa","Kenya","Nairobi",9,27,2012,65.9,"2012-09-27"
"Africa","Kenya","Nairobi",9,28,2012,68.1,"2012-09-28"
"Africa","Kenya","Nairobi",9,29,2012,68.2,"2012-09-29"
"Africa","Kenya","Nairobi",9,30,2012,69.6,"2012-09-30"
"Africa","Kenya","Nairobi",10,1,2012,68.6,"2012-10-01"
"Africa","Kenya","Nairobi",10,2,2012,69,"2012-10-02"
"Africa","Kenya","Nairobi",10,3,2012,68.7,"2012-10-03"
"Africa","Kenya","Nairobi",10,4,2012,67,"2012-10-04"
"Africa","Kenya","Nairobi",10,5,2012,68,"2012-10-05"
"Africa","Kenya","Nairobi",10,6,2012,69.2,"2012-10-06"
"Africa","Kenya","Nairobi",10,7,2012,69.1,"2012-10-07"
"Africa","Kenya","Nairobi",10,8,2012,69.2,"2012-10-08"
"Africa","Kenya","Nairobi",10,9,2012,69.8,"2012-10-09"
"Africa","Kenya","Nairobi",10,10,2012,66.3,"2012-10-10"
"Africa","Kenya","Nairobi",10,11,2012,65.6,"2012-10-11"
"Africa","Kenya","Nairobi",10,12,2012,68,"2012-10-12"
"Africa","Kenya","Nairobi",10,13,2012,65.3,"2012-10-13"
"Africa","Kenya","Nairobi",10,14,2012,64.8,"2012-10-14"
"Africa","Kenya","Nairobi",10,15,2012,65.9,"2012-10-15"
"Africa","Kenya","Nairobi",10,16,2012,67.1,"2012-10-16"
"Africa","Kenya","Nairobi",10,17,2012,69.7,"2012-10-17"
"Africa","Kenya","Nairobi",10,19,2012,69.9,"2012-10-19"
"Africa","Kenya","Nairobi",10,20,2012,71.3,"2012-10-20"
"Africa","Kenya","Nairobi",10,21,2012,68,"2012-10-21"
"Africa","Kenya","Nairobi",10,22,2012,68.4,"2012-10-22"
"Africa","Kenya","Nairobi",10,23,2012,70.2,"2012-10-23"
"Africa","Kenya","Nairobi",10,24,2012,67.2,"2012-10-24"
"Africa","Kenya","Nairobi",10,25,2012,71.6,"2012-10-25"
"Africa","Kenya","Nairobi",10,26,2012,67.7,"2012-10-26"
"Africa","Kenya","Nairobi",10,27,2012,71.6,"2012-10-27"
"Africa","Kenya","Nairobi",10,28,2012,68.5,"2012-10-28"
"Africa","Kenya","Nairobi",10,29,2012,69.9,"2012-10-29"
"Africa","Kenya","Nairobi",10,30,2012,69.4,"2012-10-30"
"Africa","Kenya","Nairobi",10,31,2012,68.8,"2012-10-31"
"Africa","Kenya","Nairobi",11,1,2012,68.6,"2012-11-01"
"Africa","Kenya","Nairobi",11,2,2012,67.5,"2012-11-02"
"Africa","Kenya","Nairobi",11,3,2012,64.5,"2012-11-03"
"Africa","Kenya","Nairobi",11,4,2012,64.7,"2012-11-04"
"Africa","Kenya","Nairobi",11,5,2012,67.1,"2012-11-05"
"Africa","Kenya","Nairobi",11,6,2012,66.8,"2012-11-06"
"Africa","Kenya","Nairobi",11,7,2012,65.3,"2012-11-07"
"Africa","Kenya","Nairobi",11,8,2012,67.5,"2012-11-08"
"Africa","Kenya","Nairobi",11,9,2012,66.3,"2012-11-09"
"Africa","Kenya","Nairobi",11,10,2012,66,"2012-11-10"
"Africa","Kenya","Nairobi",11,11,2012,67.6,"2012-11-11"
"Africa","Kenya","Nairobi",11,12,2012,68.4,"2012-11-12"
"Africa","Kenya","Nairobi",11,13,2012,70.3,"2012-11-13"
"Africa","Kenya","Nairobi",11,14,2012,70.1,"2012-11-14"
"Africa","Kenya","Nairobi",11,15,2012,70.6,"2012-11-15"
"Africa","Kenya","Nairobi",11,16,2012,71.1,"2012-11-16"
"Africa","Kenya","Nairobi",11,17,2012,66.8,"2012-11-17"
"Africa","Kenya","Nairobi",11,18,2012,66.3,"2012-11-18"
"Africa","Kenya","Nairobi",11,19,2012,69.3,"2012-11-19"
"Africa","Kenya","Nairobi",11,20,2012,69.9,"2012-11-20"
"Africa","Kenya","Nairobi",11,21,2012,69.9,"2012-11-21"
"Africa","Kenya","Nairobi",11,22,2012,69,"2012-11-22"
"Africa","Kenya","Nairobi",11,23,2012,69.8,"2012-11-23"
"Africa","Kenya","Nairobi",11,24,2012,70.8,"2012-11-24"
"Africa","Kenya","Nairobi",11,25,2012,69.3,"2012-11-25"
"Africa","Kenya","Nairobi",11,26,2012,69.3,"2012-11-26"
"Africa","Kenya","Nairobi",11,27,2012,69.2,"2012-11-27"
"Africa","Kenya","Nairobi",11,28,2012,65.5,"2012-11-28"
"Africa","Kenya","Nairobi",11,29,2012,66.6,"2012-11-29"
"Africa","Kenya","Nairobi",11,30,2012,66.7,"2012-11-30"
"Africa","Kenya","Nairobi",12,1,2012,67.2,"2012-12-01"
"Africa","Kenya","Nairobi",12,2,2012,63.9,"2012-12-02"
"Africa","Kenya","Nairobi",12,3,2012,65.3,"2012-12-03"
"Africa","Kenya","Nairobi",12,4,2012,66.2,"2012-12-04"
"Africa","Kenya","Nairobi",12,5,2012,68.5,"2012-12-05"
"Africa","Kenya","Nairobi",12,6,2012,68.5,"2012-12-06"
"Africa","Kenya","Nairobi",12,7,2012,68.1,"2012-12-07"
"Africa","Kenya","Nairobi",12,8,2012,67.8,"2012-12-08"
"Africa","Kenya","Nairobi",12,9,2012,69.7,"2012-12-09"
"Africa","Kenya","Nairobi",12,10,2012,69.8,"2012-12-10"
"Africa","Kenya","Nairobi",12,11,2012,69.7,"2012-12-11"
"Africa","Kenya","Nairobi",12,12,2012,70.1,"2012-12-12"
"Africa","Kenya","Nairobi",12,13,2012,68.7,"2012-12-13"
"Africa","Kenya","Nairobi",12,14,2012,66.7,"2012-12-14"
"Africa","Kenya","Nairobi",12,15,2012,66.5,"2012-12-15"
"Africa","Kenya","Nairobi",12,16,2012,68.7,"2012-12-16"
"Africa","Kenya","Nairobi",12,17,2012,68.3,"2012-12-17"
"Africa","Kenya","Nairobi",12,18,2012,64.6,"2012-12-18"
"Africa","Kenya","Nairobi",12,19,2012,65,"2012-12-19"
"Africa","Kenya","Nairobi",12,20,2012,67.8,"2012-12-20"
"Africa","Kenya","Nairobi",12,21,2012,71.7,"2012-12-21"
"Africa","Kenya","Nairobi",12,22,2012,68.3,"2012-12-22"
"Africa","Kenya","Nairobi",12,23,2012,61.2,"2012-12-23"
"Africa","Kenya","Nairobi",12,24,2012,70,"2012-12-24"
"Africa","Kenya","Nairobi",12,25,2012,69.5,"2012-12-25"
"Africa","Kenya","Nairobi",12,26,2012,66.4,"2012-12-26"
"Africa","Kenya","Nairobi",12,27,2012,65.7,"2012-12-27"
"Africa","Kenya","Nairobi",12,28,2012,67.2,"2012-12-28"
"Africa","Kenya","Nairobi",12,29,2012,63.3,"2012-12-29"
"Africa","Kenya","Nairobi",12,30,2012,65.6,"2012-12-30"
"Africa","Kenya","Nairobi",1,1,2013,67.7,"2013-01-01"
"Africa","Kenya","Nairobi",1,2,2013,68.4,"2013-01-02"
"Africa","Kenya","Nairobi",1,3,2013,66.5,"2013-01-03"
"Africa","Kenya","Nairobi",1,4,2013,65,"2013-01-04"
"Africa","Kenya","Nairobi",1,5,2013,69.9,"2013-01-05"
"Africa","Kenya","Nairobi",1,6,2013,70.2,"2013-01-06"
"Africa","Kenya","Nairobi",1,7,2013,70.9,"2013-01-07"
"Africa","Kenya","Nairobi",1,8,2013,70.2,"2013-01-08"
"Africa","Kenya","Nairobi",1,9,2013,69.9,"2013-01-09"
"Africa","Kenya","Nairobi",1,10,2013,70.4,"2013-01-10"
"Africa","Kenya","Nairobi",1,11,2013,71.2,"2013-01-11"
"Africa","Kenya","Nairobi",1,12,2013,70.9,"2013-01-12"
"Africa","Kenya","Nairobi",1,13,2013,68.6,"2013-01-13"
"Africa","Kenya","Nairobi",1,14,2013,68.7,"2013-01-14"
"Africa","Kenya","Nairobi",1,15,2013,67,"2013-01-15"
"Africa","Kenya","Nairobi",1,16,2013,67.5,"2013-01-16"
"Africa","Kenya","Nairobi",1,17,2013,67.8,"2013-01-17"
"Africa","Kenya","Nairobi",1,18,2013,69.6,"2013-01-18"
"Africa","Kenya","Nairobi",1,19,2013,69.2,"2013-01-19"
"Africa","Kenya","Nairobi",1,20,2013,70,"2013-01-20"
"Africa","Kenya","Nairobi",1,21,2013,68.5,"2013-01-21"
"Africa","Kenya","Nairobi",1,22,2013,72.3,"2013-01-22"
"Africa","Kenya","Nairobi",1,23,2013,72.1,"2013-01-23"
"Africa","Kenya","Nairobi",1,24,2013,72.6,"2013-01-24"
"Africa","Kenya","Nairobi",1,25,2013,71.5,"2013-01-25"
"Africa","Kenya","Nairobi",1,26,2013,71,"2013-01-26"
"Africa","Kenya","Nairobi",1,27,2013,72.2,"2013-01-27"
"Africa","Kenya","Nairobi",1,28,2013,70.3,"2013-01-28"
"Africa","Kenya","Nairobi",1,29,2013,68.3,"2013-01-29"
"Africa","Kenya","Nairobi",1,30,2013,67.1,"2013-01-30"
"Africa","Kenya","Nairobi",1,31,2013,69.8,"2013-01-31"
"Africa","Kenya","Nairobi",2,1,2013,68.2,"2013-02-01"
"Africa","Kenya","Nairobi",2,2,2013,69.6,"2013-02-02"
"Africa","Kenya","Nairobi",2,3,2013,65,"2013-02-03"
"Africa","Kenya","Nairobi",2,4,2013,70.3,"2013-02-04"
"Africa","Kenya","Nairobi",2,5,2013,72.6,"2013-02-05"
"Africa","Kenya","Nairobi",2,6,2013,70.5,"2013-02-06"
"Africa","Kenya","Nairobi",2,7,2013,70,"2013-02-07"
"Africa","Kenya","Nairobi",2,8,2013,70.1,"2013-02-08"
"Africa","Kenya","Nairobi",2,9,2013,71.4,"2013-02-09"
"Africa","Kenya","Nairobi",2,10,2013,71.9,"2013-02-10"
"Africa","Kenya","Nairobi",2,11,2013,74.3,"2013-02-11"
"Africa","Kenya","Nairobi",2,12,2013,72.9,"2013-02-12"
"Africa","Kenya","Nairobi",2,13,2013,72.1,"2013-02-13"
"Africa","Kenya","Nairobi",2,14,2013,70.4,"2013-02-14"
"Africa","Kenya","Nairobi",2,15,2013,74.1,"2013-02-15"
"Africa","Kenya","Nairobi",2,16,2013,75.9,"2013-02-16"
"Africa","Kenya","Nairobi",2,17,2013,76.1,"2013-02-17"
"Africa","Kenya","Nairobi",2,18,2013,71.4,"2013-02-18"
"Africa","Kenya","Nairobi",2,19,2013,73,"2013-02-19"
"Africa","Kenya","Nairobi",2,20,2013,75.4,"2013-02-20"
"Africa","Kenya","Nairobi",2,21,2013,74,"2013-02-21"
"Africa","Kenya","Nairobi",2,22,2013,73.5,"2013-02-22"
"Africa","Kenya","Nairobi",2,23,2013,71.8,"2013-02-23"
"Africa","Kenya","Nairobi",2,24,2013,69.7,"2013-02-24"
"Africa","Kenya","Nairobi",2,25,2013,67.7,"2013-02-25"
"Africa","Kenya","Nairobi",2,26,2013,70.7,"2013-02-26"
"Africa","Kenya","Nairobi",2,27,2013,69.4,"2013-02-27"
"Africa","Kenya","Nairobi",2,28,2013,70.5,"2013-02-28"
"Africa","Kenya","Nairobi",3,1,2013,74.2,"2013-03-01"
"Africa","Kenya","Nairobi",3,2,2013,76,"2013-03-02"
"Africa","Kenya","Nairobi",3,3,2013,70.1,"2013-03-03"
"Africa","Kenya","Nairobi",3,4,2013,73.5,"2013-03-04"
"Africa","Kenya","Nairobi",3,5,2013,72.1,"2013-03-05"
"Africa","Kenya","Nairobi",3,6,2013,68.2,"2013-03-06"
"Africa","Kenya","Nairobi",3,7,2013,77.5,"2013-03-07"
"Africa","Kenya","Nairobi",3,8,2013,72.7,"2013-03-08"
"Africa","Kenya","Nairobi",3,9,2013,75.1,"2013-03-09"
"Africa","Kenya","Nairobi",3,10,2013,71.8,"2013-03-10"
"Africa","Kenya","Nairobi",3,11,2013,72.5,"2013-03-11"
"Africa","Kenya","Nairobi",3,12,2013,73.2,"2013-03-12"
"Africa","Kenya","Nairobi",3,13,2013,71.2,"2013-03-13"
"Africa","Kenya","Nairobi",3,14,2013,68,"2013-03-14"
"Africa","Kenya","Nairobi",3,15,2013,69.2,"2013-03-15"
"Africa","Kenya","Nairobi",3,16,2013,70.3,"2013-03-16"
"Africa","Kenya","Nairobi",3,17,2013,73,"2013-03-17"
"Africa","Kenya","Nairobi",3,18,2013,71.6,"2013-03-18"
"Africa","Kenya","Nairobi",3,19,2013,71.6,"2013-03-19"
"Africa","Kenya","Nairobi",3,20,2013,63.6,"2013-03-20"
"Africa","Kenya","Nairobi",3,21,2013,66.8,"2013-03-21"
"Africa","Kenya","Nairobi",3,22,2013,69.1,"2013-03-22"
"Africa","Kenya","Nairobi",3,23,2013,68.7,"2013-03-23"
"Africa","Kenya","Nairobi",3,24,2013,70.2,"2013-03-24"
"Africa","Kenya","Nairobi",3,25,2013,71.3,"2013-03-25"
"Africa","Kenya","Nairobi",3,26,2013,71.5,"2013-03-26"
"Africa","Kenya","Nairobi",3,27,2013,70.2,"2013-03-27"
"Africa","Kenya","Nairobi",3,28,2013,67,"2013-03-28"
"Africa","Kenya","Nairobi",3,29,2013,67.6,"2013-03-29"
"Africa","Kenya","Nairobi",3,30,2013,68.8,"2013-03-30"
"Africa","Kenya","Nairobi",3,31,2013,67.5,"2013-03-31"
"Africa","Kenya","Nairobi",4,1,2013,65.6,"2013-04-01"
"Africa","Kenya","Nairobi",4,2,2013,66.2,"2013-04-02"
"Africa","Kenya","Nairobi",4,3,2013,68,"2013-04-03"
"Africa","Kenya","Nairobi",4,4,2013,68.6,"2013-04-04"
"Africa","Kenya","Nairobi",4,5,2013,69.3,"2013-04-05"
"Africa","Kenya","Nairobi",4,6,2013,68.3,"2013-04-06"
"Africa","Kenya","Nairobi",4,7,2013,68.2,"2013-04-07"
"Africa","Kenya","Nairobi",4,8,2013,71.2,"2013-04-08"
"Africa","Kenya","Nairobi",4,9,2013,69.2,"2013-04-09"
"Africa","Kenya","Nairobi",4,10,2013,68.2,"2013-04-10"
"Africa","Kenya","Nairobi",4,11,2013,66.4,"2013-04-11"
