X,Y,osm_id,operatorty,amenity,addrfull,capacitype,addrcity,name,source,building
38.7222608,8.9895009,5035241222,,school,,,,,,
38.6949427,9.0681686,5058229721,,school,,,,,,
42.8299678,9.3579715,5058262326,,college,,,,,,
39.3992677,13.8753511,5073783225,,school,,,,,,
39.2634443,8.5478363,5124620323,,school,,,,ቅዱስ ቁርኣን ት/ቤት,,
39.259435,8.5468678,5125679521,,school,,,,አዳማ ቁጥር 3 ት/ቤት,,
39.2619429,8.5574646,5125683421,,school,,,,ጎሮ 2ኛ ደረጃ ት/ቤት,,
39.6170472,11.174989,5128350522,,college,,,,"ወሎ ዩኒቨርስቲ, ደሴ ካምፓስ",,
38.8128588,9.0056391,5134420721,,school,,,,,,
38.6948743,9.0683692,5137009621,,school,,,,,,
38.7493564,8.9432831,5139508423,,school,,,,Gibson lafto branch,,
38.7113127,9.0479376,5139523221,,school,,,,Gibson kolfe branch,,
38.7539943,8.9782073,5140786232,,school,,,,ፊታውራሪ ላቀ እድገህ ት/ቤት,,
38.7498664,8.9786509,5140786233,,school,,,,ነፃነት ጮራ ት/ቤት,,
38.694769,8.9836086,5140786323,,school,,,,አየር ጤና ከ2ተኛ ደረጃ,,
38.7069911,8.9773067,5140793922,,school,,,,አብነ ባስልዮስ የመጀመሪያ ደረጃ ት/ቤት,,
39.6166286,11.1775607,5141527522,,college,,,,"ወሎ ዩኒቨርስቲ, ደሴ ካምፖስ",,
38.8049675,9.0034887,5150919922,,college,,,,,,
39.6325381,11.1247583,5156559322,,kindergarten,,,,ሮያል አፀደ ሕፃናት ደሴ,,
38.7179922,9.019866,5174243926,,kindergarten,,,,ሂልቶፕስ አካዳሚ Hilltops Academy,,
38.7483674,9.0282137,5174375724,,school,,,,Abader,,
39.674774,11.3357504,5178095621,,school,,,,ሀይቅ መሠናዶና አጠቃላይ 2ኛ ደረጃ ትም/ ቤት,,
39.7268031,11.0872141,5179328937,,college,,,,Kombolcha Agricultural College,,
38.7111301,9.0406247,5181887222,,school,,,,millinneyem,,
39.5220251,9.6694365,5182057899,,college,,,,College of Teachers Education,,
39.286326,9.3248318,5182058163,,school,,,,Preperatory School,,
38.739398,8.9858156,5185944824,,school,,,,አባድር ት/ቤት,,
38.7853767,8.9887144,5197536422,,school,,,,ጊብሰን,,
38.8047334,8.8685346,5197538821,,school,,,,ስኩል ኦፍ ኢንዲያና,,
38.7284506,8.9732606,5207596922,,school,,,,,,
38.7192772,8.9985304,5225075021,,school,,,,,,
38.6563552,8.9283655,5228247021,,school,,,,,,
42.3872698,9.1825005,5234210622,,school,,,,Koloji IDP Elementary School,,
38.8106843,9.0044027,5238948723,,school,,,,,,
38.7468445,9.0078374,5241071921,,school,,,,Alpha music school,,
