_id,_source,_target,_label,ownership_type
e19743,n21460,n21459,IS_OWNER,Directly Controlled
e19744,n21462,n21461,IS_OWNER,Directly Controlled
e19745,n21464,n21463,IS_OWNER,Directly Controlled
e19746,n21466,n21465,IS_OWNER,Directly Controlled
e19747,n21468,n21467,IS_OWNER,Directly Controlled
e19748,n21470,n21469,IS_OWNER,Directly Controlled
e19749,n21472,n21471,IS_OWNER,Directly Controlled
e19750,n21403,n21473,IS_OWNER,Directly Controlled
e19751,n21475,n21474,IS_OWNER,Directly Controlled
e19752,n21477,n21476,IS_OWNER,Directly Controlled
e19753,n21479,n21478,IS_OWNER,Directly Controlled
e19754,n21481,n21480,IS_OWNER,Directly Controlled
e19755,n21481,n21482,IS_OWNER,Directly Controlled
e19756,n21484,n21483,IS_OWNER,Directly Controlled
e19757,n21477,n21481,IS_OWNER,Directly Controlled
e19758,n21468,n21485,IS_OWNER,Directly Controlled
e19759,n21444,n21486,IS_OWNER,Directly Controlled
e19760,n21444,n21487,IS_OWNER,Directly Controlled
e19761,n21489,n21488,IS_OWNER,Directly Controlled
e19762,n21408,n21490,IS_OWNER,Directly Controlled
e19763,n21488,n21491,IS_OWNER,Directly Controlled
e19764,n21408,n21492,IS_OWNER,Directly Controlled
e19765,n21494,n21493,IS_OWNER,Directly Controlled
e19766,n21496,n21495,IS_OWNER,Directly Controlled
e19767,n21470,n21497,IS_OWNER,Directly Controlled
e19768,n21403,n21498,IS_OWNER,Directly Controlled
e19769,n21500,n21499,IS_OWNER,Directly Controlled
e19770,n21502,n21501,IS_OWNER,Directly Controlled
e19771,n21503,n21502,IS_OWNER,Directly Controlled
e19772,n21505,n21504,IS_OWNER,Directly Controlled
e19773,n21462,n21506,IS_OWNER,Directly Controlled
e19774,n21468,n21507,IS_OWNER,Directly Controlled
e19775,n21403,n21508,IS_OWNER,Directly Controlled
e19776,n21510,n21509,IS_OWNER,Directly Controlled
e19777,n21512,n21511,IS_OWNER,Directly Controlled
e19778,n21502,n21513,IS_OWNER,Directly Controlled
e19779,n21507,n21514,IS_OWNER,Directly Controlled
e19780,n21514,n21515,IS_OWNER,Directly Controlled
e19781,n21501,n21516,IS_OWNER,Directly Controlled
e19782,n21501,n21505,IS_OWNER,Directly Controlled
e19783,n21470,n21517,IS_OWNER,Directly Controlled
e19784,n21501,n21518,IS_OWNER,Directly Controlled
e19785,n21520,n21519,IS_OWNER,Directly Controlled
e19786,n21522,n21521,IS_OWNER,Directly Controlled
e19787,n21518,n21523,IS_OWNER,Directly Controlled
e19788,n21517,n21524,IS_OWNER,Directly Controlled
e19789,n21526,n21525,IS_OWNER,Directly Controlled
e19790,n21528,n21527,IS_OWNER,Directly Controlled
e19791,n21528,n21529,IS_OWNER,Directly Controlled
e19792,n21531,n21530,IS_OWNER,Directly Controlled
e19793,n21484,n21532,IS_OWNER,Directly Controlled
e19794,n21528,n21533,IS_OWNER,Directly Controlled
e19795,n21534,n21528,IS_OWNER,Directly Controlled
e19796,n21528,n21535,IS_OWNER,Directly Controlled
e19797,n21528,n21536,IS_OWNER,Directly Controlled
e19798,n21535,n21537,IS_OWNER,Directly Controlled
e19799,n21535,n21538,IS_OWNER,Directly Controlled
e19800,n21535,n21539,IS_OWNER,Directly Controlled
e19801,n21535,n21540,IS_OWNER,Directly Controlled
e19802,n21535,n21541,IS_OWNER,Directly Controlled
e19803,n21535,n21542,IS_OWNER,Directly Controlled
e19804,n21528,n21543,IS_OWNER,Directly Controlled
e19805,n21535,n21544,IS_OWNER,Directly Controlled
e19806,n21535,n21545,IS_OWNER,Directly Controlled
e19807,n21528,n21546,IS_OWNER,Directly Controlled
e19808,n21528,n21547,IS_OWNER,Directly Controlled
e19809,n21549,n21548,IS_OWNER,Directly Controlled
e19810,n21551,n21550,IS_OWNER,Directly Controlled
e19811,n21528,n21552,IS_OWNER,Directly Controlled
e19812,n21528,n21553,IS_OWNER,Directly Controlled
e19813,n21528,n21554,IS_OWNER,Directly Controlled
e19814,n21484,n21555,IS_OWNER,Directly Controlled
e19815,n21528,n21556,IS_OWNER,Directly Controlled
e19816,n21558,n21557,IS_OWNER,Directly Controlled
e19817,n21560,n21559,IS_OWNER,Directly Controlled
e19818,n21562,n21561,IS_OWNER,Directly Controlled
e19819,n21560,n21563,IS_OWNER,Directly Controlled
e19820,n21565,n21564,IS_OWNER,Directly Controlled
e19821,n21565,n21566,IS_OWNER,Directly Controlled
e19822,n21565,n21567,IS_OWNER,Directly Controlled
e19823,n21562,n21568,IS_OWNER,Directly Controlled
e19824,n21403,n21569,IS_OWNER,Directly Controlled
e19825,n21571,n21570,IS_OWNER,Directly Controlled
e19826,n21403,n21572,IS_OWNER,Directly Controlled
e19827,n21574,n21573,IS_OWNER,Directly Controlled
e19828,n21381,n21575,IS_OWNER,Directly Controlled
e19829,n21470,n21576,IS_OWNER,Directly Controlled
e19830,n21403,n21577,IS_OWNER,Directly Controlled
e19831,n21403,n21578,IS_OWNER,Directly Controlled
e19832,n21403,n21579,IS_OWNER,Directly Controlled
e19833,n21581,n21580,IS_OWNER,Directly Controlled
e19834,n21403,n21582,IS_OWNER,Directly Controlled
e19835,n21403,n21583,IS_OWNER,Directly Controlled
e19836,n21581,n21584,IS_OWNER,Directly Controlled
e19837,n21403,n21585,IS_OWNER,Directly Controlled
e19838,n21381,n21586,IS_OWNER,Directly Controlled
e19839,n21403,n21587,IS_OWNER,Directly Controlled
e19840,n21403,n21588,IS_OWNER,Directly Controlled
e19841,n21583,n21589,IS_OWNER,Directly Controlled
e19842,n21403,n21590,IS_OWNER,Directly Controlled
e19843,n21592,n21591,IS_OWNER,Directly Controlled
e19844,n21403,n21593,IS_OWNER,Directly Controlled
e19845,n21403,n21594,IS_OWNER,Directly Controlled
e19846,n21403,n21595,IS_OWNER,Directly Controlled
e19847,n21403,n21596,IS_OWNER,Directly Controlled
e19848,n21403,n21597,IS_OWNER,Directly Controlled
e19849,n21403,n21598,IS_OWNER,Directly Controlled
e19850,n21600,n21599,IS_OWNER,Directly Controlled
e19851,n21403,n21601,IS_OWNER,Directly Controlled
e19852,n21603,n21602,IS_OWNER,Directly Controlled
e19853,n21605,n21604,IS_OWNER,Directly Controlled
e19854,n21600,n21606,IS_OWNER,Directly Controlled
e19855,n21403,n21607,IS_OWNER,Directly Controlled
e19856,n21592,n21608,IS_OWNER,Directly Controlled
e19857,n21403,n21609,IS_OWNER,Directly Controlled
e19858,n21385,n21610,IS_OWNER,Directly Controlled
e19859,n21612,n21611,IS_OWNER,Directly Controlled
e19860,n21381,n21613,IS_OWNER,Directly Controlled
e19861,n21615,n21614,IS_OWNER,Directly Controlled
e19862,n21385,n21615,IS_OWNER,Directly Controlled
e19863,n21614,n21616,IS_OWNER,Directly Controlled
e19864,n21614,n21617,IS_OWNER,Directly Controlled
e19865,n21614,n21618,IS_OWNER,Directly Controlled
e19866,n21620,n21619,IS_OWNER,Directly Controlled
e19867,n21622,n21621,IS_OWNER,Directly Controlled
e19868,n21381,n21623,IS_OWNER,Directly Controlled
e19869,n21625,n21624,IS_OWNER,Directly Controlled
e19870,n21627,n21626,IS_OWNER,Directly Controlled
e19871,n21627,n21628,IS_OWNER,Directly Controlled
e19872,n21627,n21629,IS_OWNER,Directly Controlled
e19873,n21627,n21630,IS_OWNER,Directly Controlled
e19874,n21627,n21631,IS_OWNER,Directly Controlled
e19875,n21633,n21632,IS_OWNER,Directly Controlled
e19876,n21627,n21634,IS_OWNER,Directly Controlled
e19877,n21636,n21635,IS_OWNER,Directly Controlled
e19878,n21627,n21637,IS_OWNER,Directly Controlled
e19879,n21636,n21638,IS_OWNER,Directly Controlled
e19880,n21640,n21639,IS_OWNER,Directly Controlled
e19881,n21627,n21641,IS_OWNER,Directly Controlled
e19882,n21627,n21642,IS_OWNER,Directly Controlled
e19883,n21403,n21643,IS_OWNER,Directly Controlled
e19884,n21636,n21644,IS_OWNER,Directly Controlled
e19885,n21403,n21645,IS_OWNER,Directly Controlled
e19886,n21403,n21646,IS_OWNER,Directly Controlled
e19887,n21648,n21647,IS_OWNER,Directly Controlled
e19888,n21403,n21649,IS_OWNER,Directly Controlled
e19889,n21571,n21650,IS_OWNER,Directly Controlled
e19890,n21649,n21651,IS_OWNER,Directly Controlled
e19891,n21649,n21652,IS_OWNER,Directly Controlled
e19892,n21649,n21653,IS_OWNER,Directly Controlled
e19893,n21649,n21654,IS_OWNER,Directly Controlled
e19894,n21656,n21655,IS_OWNER,Directly Controlled
e19895,n21649,n21657,IS_OWNER,Directly Controlled
e19896,n21649,n21658,IS_OWNER,Directly Controlled
e19897,n21649,n21659,IS_OWNER,Directly Controlled
e19898,n21649,n21660,IS_OWNER,Directly Controlled
e19899,n21649,n21661,IS_OWNER,Directly Controlled
e19900,n21649,n21662,IS_OWNER,Directly Controlled
e19901,n21649,n21663,IS_OWNER,Directly Controlled
e19902,n21649,n21664,IS_OWNER,Directly Controlled
e19903,n21649,n21665,IS_OWNER,Directly Controlled
e19904,n21649,n21666,IS_OWNER,Directly Controlled
e19905,n21649,n21667,IS_OWNER,Directly Controlled
e19906,n21669,n21668,IS_OWNER,Directly Controlled
e19907,n21444,n21670,IS_OWNER,Directly Controlled
e19908,n21649,n21671,IS_OWNER,Directly Controlled
e19909,n21649,n21672,IS_OWNER,Directly Controlled
e19910,n21656,n21673,IS_OWNER,Directly Controlled
e19911,n21649,n21674,IS_OWNER,Directly Controlled
e19912,n21649,n21675,IS_OWNER,Directly Controlled
e19913,n21656,n21676,IS_OWNER,Directly Controlled
e19914,n21656,n21677,IS_OWNER,Directly Controlled
e19915,n21649,n21678,IS_OWNER,Directly Controlled
e19916,n21649,n21679,IS_OWNER,Directly Controlled
e19917,n21649,n21680,IS_OWNER,Directly Controlled
e19918,n21649,n21681,IS_OWNER,Directly Controlled
e19919,n21649,n21682,IS_OWNER,Directly Controlled
e19920,n21649,n21683,IS_OWNER,Directly Controlled
e19921,n21649,n21684,IS_OWNER,Directly Controlled
e19922,n21649,n21685,IS_OWNER,Directly Controlled
e19923,n21649,n21686,IS_OWNER,Directly Controlled
e19924,n21649,n21687,IS_OWNER,Directly Controlled
e19925,n21649,n21656,IS_OWNER,Directly Controlled
e19926,n21649,n21688,IS_OWNER,Directly Controlled
e19927,n21381,n21689,IS_OWNER,Directly Controlled
e19928,n21444,n21690,IS_OWNER,Directly Controlled
e19929,n21692,n21691,IS_OWNER,Directly Controlled
e19930,n21444,n21692,IS_OWNER,Directly Controlled
e19931,n21444,n21693,IS_OWNER,Directly Controlled
e19932,n21444,n21694,IS_OWNER,Directly Controlled
e19933,n21444,n21695,IS_OWNER,Directly Controlled
e19934,n21444,n21696,IS_OWNER,Directly Controlled
e19935,n21455,n21697,IS_OWNER,Directly Controlled
e19936,n21444,n21698,IS_OWNER,Directly Controlled
e19937,n21444,n21699,IS_OWNER,Directly Controlled
e19938,n21444,n21700,IS_OWNER,Directly Controlled
e19939,n21444,n21701,IS_OWNER,Directly Controlled
e19940,n21444,n21702,IS_OWNER,Directly Controlled
e19941,n21704,n21703,IS_OWNER,Directly Controlled
e19942,n21706,n21705,IS_OWNER,Directly Controlled
e19943,n21444,n21707,IS_OWNER,Directly Controlled
e19944,n21444,n21708,IS_OWNER,Directly Controlled
e19945,n21444,n21709,IS_OWNER,Directly Controlled
e19946,n21444,n21706,IS_OWNER,Directly Controlled
e19947,n21444,n21710,IS_OWNER,Directly Controlled
e19948,n21444,n21711,IS_OWNER,Directly Controlled
e19949,n21444,n21712,IS_OWNER,Directly Controlled
e19950,n21444,n21713,IS_OWNER,Directly Controlled
e19951,n21444,n21714,IS_OWNER,Directly Controlled
e19952,n21444,n21715,IS_OWNER,Directly Controlled
e19953,n21444,n21716,IS_OWNER,Directly Controlled
e19954,n21444,n21717,IS_OWNER,Directly Controlled
e19955,n21444,n21718,IS_OWNER,Directly Controlled
e19956,n21455,n21719,IS_OWNER,Directly Controlled
e19957,n21455,n21720,IS_OWNER,Directly Controlled
e19958,n21444,n21721,IS_OWNER,Directly Controlled
e19959,n21444,n21722,IS_OWNER,Directly Controlled
e19960,n21444,n21723,IS_OWNER,Directly Controlled
e19961,n21444,n21724,IS_OWNER,Directly Controlled
e19962,n21444,n21725,IS_OWNER,Directly Controlled
e19963,n21444,n21726,IS_OWNER,Directly Controlled
e19964,n21444,n21727,IS_OWNER,Directly Controlled
e19965,n21444,n21728,IS_OWNER,Directly Controlled
e19966,n21444,n21729,IS_OWNER,Directly Controlled
e19967,n21444,n21730,IS_OWNER,Directly Controlled
e19968,n21444,n21731,IS_OWNER,Directly Controlled
e19969,n21444,n21732,IS_OWNER,Directly Controlled
e19970,n21444,n21733,IS_OWNER,Directly Controlled
e19971,n21649,n21734,IS_OWNER,Directly Controlled
e19972,n21444,n21735,IS_OWNER,Directly Controlled
e19973,n21455,n21736,IS_OWNER,Directly Controlled
e19974,n21690,n21737,IS_OWNER,Directly Controlled
e19975,n21444,n21738,IS_OWNER,Directly Controlled
e19976,n21444,n21739,IS_OWNER,Directly Controlled
e19977,n21444,n21740,IS_OWNER,Directly Controlled
e19978,n21444,n21741,IS_OWNER,Directly Controlled
e19979,n21743,n21742,IS_OWNER,Directly Controlled
e19980,n21743,n21744,IS_OWNER,Directly Controlled
e19981,n21444,n21745,IS_OWNER,Directly Controlled
e19982,n21444,n21746,IS_OWNER,Directly Controlled
e19983,n21444,n21747,IS_OWNER,Directly Controlled
e19984,n21455,n21748,IS_OWNER,Directly Controlled
e19985,n21444,n21749,IS_OWNER,Directly Controlled
e19986,n21444,n21750,IS_OWNER,Directly Controlled
e19987,n21526,n21751,IS_OWNER,Directly Controlled
e19988,n21455,n21752,IS_OWNER,Directly Controlled
e19989,n21444,n21753,IS_OWNER,Directly Controlled
e19990,n21444,n21743,IS_OWNER,Directly Controlled
e19991,n21444,n21754,IS_OWNER,Directly Controlled
e19992,n21455,n21755,IS_OWNER,Directly Controlled
e19993,n21455,n21756,IS_OWNER,Directly Controlled
e19994,n21444,n21450,IS_OWNER,Directly Controlled
e19995,n21444,n21757,IS_OWNER,Directly Controlled
e19996,n21455,n21758,IS_OWNER,Directly Controlled
e19997,n21444,n21759,IS_OWNER,Directly Controlled
e19998,n21444,n21760,IS_OWNER,Directly Controlled
e19999,n21444,n21455,IS_OWNER,Directly Controlled
e20000,n21444,n21761,IS_OWNER,Directly Controlled
e20001,n21444,n21762,IS_OWNER,Directly Controlled
e20002,n21707,n21763,IS_OWNER,Directly Controlled
e20003,n21444,n21764,IS_OWNER,Directly Controlled
e20004,n21444,n21765,IS_OWNER,Directly Controlled
e20005,n21444,n21766,IS_OWNER,Directly Controlled
e20006,n21444,n21767,IS_OWNER,Directly Controlled
e20007,n21444,n21768,IS_OWNER,Directly Controlled
e20008,n21444,n21769,IS_OWNER,Directly Controlled
e20009,n21444,n21770,IS_OWNER,Directly Controlled
e20010,n21444,n21771,IS_OWNER,Directly Controlled
e20011,n21444,n21772,IS_OWNER,Directly Controlled
e20012,n21444,n21773,IS_OWNER,Directly Controlled
e20013,n21444,n21774,IS_OWNER,Directly Controlled
e20014,n21444,n21775,IS_OWNER,Directly Controlled
e20015,n21444,n21776,IS_OWNER,Directly Controlled
e20016,n21444,n21777,IS_OWNER,Directly Controlled
e20017,n21444,n21778,IS_OWNER,Directly Controlled
e20018,n21444,n21779,IS_OWNER,Directly Controlled
e20019,n21444,n21780,IS_OWNER,Directly Controlled
e20020,n21444,n21781,IS_OWNER,Directly Controlled
e20021,n21444,n21526,IS_OWNER,Directly Controlled
e20022,n21781,n21782,IS_OWNER,Directly Controlled
e20023,n21444,n21783,IS_OWNER,Directly Controlled
e20024,n21707,n21784,IS_OWNER,Directly Controlled
e20025,n21526,n21785,IS_OWNER,Directly Controlled
e20026,n21444,n21786,IS_OWNER,Directly Controlled
e20027,n21788,n21787,IS_OWNER,Directly Controlled
e20028,n21790,n21789,IS_OWNER,Directly Controlled
e20029,n21787,n21791,IS_OWNER,Directly Controlled
e20030,n21787,n21792,IS_OWNER,Directly Controlled
e20031,n21787,n21793,IS_OWNER,Directly Controlled
e20032,n21795,n21794,IS_OWNER,Directly Controlled
e20033,n21489,n21796,IS_OWNER,Directly Controlled
e20034,n21798,n21797,IS_OWNER,Directly Controlled
e20035,n21403,n21799,IS_OWNER,Directly Controlled
e20036,n21403,n21800,IS_OWNER,Directly Controlled
e20037,n21385,n21801,IS_OWNER,Directly Controlled
e20038,n21803,n21802,IS_OWNER,Directly Controlled
e20039,n21484,n21804,IS_OWNER,Directly Controlled
e20040,n21403,n21805,IS_OWNER,Directly Controlled
e20041,n21444,n21806,IS_OWNER,Directly Controlled
e20042,n21808,n21807,IS_OWNER,Directly Controlled
e20043,n21403,n21809,IS_OWNER,Directly Controlled
e20044,n21385,n21810,IS_OWNER,Directly Controlled
e20045,n21520,n21811,IS_OWNER,Directly Controlled
e20046,n21571,n21812,IS_OWNER,Directly Controlled
e20047,n21814,n21813,IS_OWNER,Directly Controlled
e20048,n21403,n21815,IS_OWNER,Directly Controlled
e20049,n21817,n21816,IS_OWNER,Directly Controlled
e20050,n21385,n21817,IS_OWNER,Directly Controlled
e20051,n21385,n21818,IS_OWNER,Directly Controlled
e20052,n21820,n21819,IS_OWNER,Directly Controlled
e20053,n21571,n21821,IS_OWNER,Directly Controlled
e20054,n21823,n21822,IS_OWNER,Directly Controlled
e20055,n21403,n21823,IS_OWNER,Directly Controlled
e20056,n21790,n21824,IS_OWNER,Directly Controlled
e20057,n21824,n21825,IS_OWNER,Directly Controlled
e20058,n21455,n21826,IS_OWNER,Directly Controlled
e20059,n21824,n21827,IS_OWNER,Directly Controlled
e20060,n21824,n21828,IS_OWNER,Directly Controlled
e20061,n21381,n21829,IS_OWNER,Directly Controlled
e20062,n21385,n21830,IS_OWNER,Directly Controlled
e20063,n21385,n21831,IS_OWNER,Directly Controlled
e20064,n21830,n21832,IS_OWNER,Directly Controlled
e20065,n21830,n21833,IS_OWNER,Directly Controlled
e20066,n21385,n21834,IS_OWNER,Directly Controlled
e20067,n21836,n21835,IS_OWNER,Directly Controlled
e20068,n21836,n21837,IS_OWNER,Directly Controlled
e20069,n21403,n21838,IS_OWNER,Directly Controlled
e20070,n21840,n21839,IS_OWNER,Directly Controlled
e20071,n21385,n21841,IS_OWNER,Directly Controlled
e20072,n21840,n21842,IS_OWNER,Directly Controlled
e20073,n21581,n21843,IS_OWNER,Directly Controlled
e20074,n21489,n21844,IS_OWNER,Directly Controlled
e20075,n21444,n21845,IS_OWNER,Directly Controlled
e20076,n21845,n21846,IS_OWNER,Directly Controlled
e20077,n21845,n21847,IS_OWNER,Directly Controlled
e20078,n21849,n21848,IS_OWNER,Directly Controlled
e20079,n21571,n21477,IS_OWNER,Directly Controlled
e20080,n21444,n21849,IS_OWNER,Directly Controlled
e20081,n21385,n21850,IS_OWNER,Directly Controlled
e20082,n21605,n21851,IS_OWNER,Directly Controlled
e20083,n21581,n21852,IS_OWNER,Directly Controlled
e20084,n21850,n21853,IS_OWNER,Directly Controlled
e20085,n21605,n21854,IS_OWNER,Directly Controlled
e20086,n21381,n21855,IS_OWNER,Directly Controlled
e20087,n21403,n21856,IS_OWNER,Directly Controlled
e20088,n21581,n21857,IS_OWNER,Directly Controlled
e20089,n21489,n21858,IS_OWNER,Directly Controlled
e20090,n21381,n21859,IS_OWNER,Directly Controlled
e20091,n21468,n21860,IS_OWNER,Directly Controlled
e20092,n21385,n21861,IS_OWNER,Directly Controlled
e20093,n21385,n21862,IS_OWNER,Directly Controlled
e20094,n21864,n21863,IS_OWNER,Directly Controlled
e20095,n21866,n21865,IS_OWNER,Directly Controlled
e20096,n21444,n21867,IS_OWNER,Directly Controlled
e20097,n21444,n21868,IS_OWNER,Directly Controlled
e20098,n21870,n21869,IS_OWNER,Directly Controlled
e20099,n21872,n21871,IS_OWNER,Directly Controlled
e20100,n21874,n21873,IS_OWNER,Directly Controlled
e20101,n21873,n21875,IS_OWNER,Directly Controlled
e20102,n21484,n21876,IS_OWNER,Directly Controlled
e20103,n21870,n21877,IS_OWNER,Directly Controlled
e20104,n21870,n21878,IS_OWNER,Directly Controlled
e20105,n21877,n21879,IS_OWNER,Directly Controlled
e20106,n21381,n21880,IS_OWNER,Directly Controlled
e20107,n21562,n21881,IS_OWNER,Directly Controlled
e20108,n21869,n21882,IS_OWNER,Directly Controlled
e20109,n21884,n21883,IS_OWNER,Directly Controlled
e20110,n21704,n21885,IS_OWNER,Directly Controlled
e20111,n21870,n21625,IS_OWNER,Directly Controlled
e20112,n21886,n21640,IS_OWNER,Directly Controlled
e20113,n21870,n21886,IS_OWNER,Directly Controlled
e20114,n21870,n21887,IS_OWNER,Directly Controlled
e20115,n21381,n21888,IS_OWNER,Directly Controlled
e20116,n21403,n21889,IS_OWNER,Directly Controlled
e20117,n21444,n21381,IS_OWNER,Directly Controlled
e20118,n21381,n21890,IS_OWNER,Directly Controlled
e20119,n21704,n21891,IS_OWNER,Directly Controlled
e20120,n21381,n21892,IS_OWNER,Directly Controlled
e20121,n21381,n21704,IS_OWNER,Directly Controlled
e20122,n21894,n21893,IS_OWNER,Directly Controlled
e20123,n21704,n21895,IS_OWNER,Directly Controlled
e20124,n21704,n21896,IS_OWNER,Directly Controlled
e20125,n21870,n21897,IS_OWNER,Directly Controlled
e20126,n21893,n21870,IS_OWNER,Directly Controlled
e20127,n21704,n21612,IS_OWNER,Directly Controlled
e20128,n21704,n21898,IS_OWNER,Directly Controlled
e20129,n21385,n21899,IS_OWNER,Directly Controlled
e20130,n21444,n21900,IS_OWNER,Directly Controlled
e20131,n21444,n21901,IS_OWNER,Directly Controlled
e20132,n21704,n21902,IS_OWNER,Directly Controlled
e20133,n21381,n21903,IS_OWNER,Directly Controlled
e20134,n21444,n21904,IS_OWNER,Directly Controlled
e20135,n21896,n21905,IS_OWNER,Directly Controlled
e20136,n21896,n21906,IS_OWNER,Directly Controlled
e20137,n21898,n21907,IS_OWNER,Directly Controlled
e20138,n21444,n21908,IS_OWNER,Directly Controlled
e20139,n21706,n21909,IS_OWNER,Directly Controlled
e20140,n21704,n21910,IS_OWNER,Directly Controlled
e20141,n21912,n21911,IS_OWNER,Directly Controlled
e20142,n21896,n21913,IS_OWNER,Directly Controlled
e20143,n21526,n21914,IS_OWNER,Directly Controlled
e20144,n21704,n21915,IS_OWNER,Directly Controlled
e20145,n21581,n21916,IS_OWNER,Directly Controlled
e20146,n21918,n21917,IS_OWNER,Directly Controlled
e20147,n21916,n21918,IS_OWNER,Directly Controlled
e20148,n21916,n21919,IS_OWNER,Directly Controlled
e20149,n21918,n21920,IS_OWNER,Directly Controlled
e20150,n21918,n21921,IS_OWNER,Directly Controlled
e20151,n21923,n21922,IS_OWNER,Directly Controlled
e20152,n21916,n21924,IS_OWNER,Directly Controlled
e20153,n21918,n21925,IS_OWNER,Directly Controlled
e20154,n21918,n21923,IS_OWNER,Directly Controlled
e20155,n21918,n21926,IS_OWNER,Directly Controlled
e20156,n21918,n21927,IS_OWNER,Directly Controlled
e20157,n21918,n21928,IS_OWNER,Directly Controlled
e20158,n21918,n21929,IS_OWNER,Directly Controlled
e20159,n21916,n21930,IS_OWNER,Directly Controlled
e20160,n21918,n21931,IS_OWNER,Directly Controlled
e20161,n21933,n21932,IS_OWNER,Directly Controlled
e20162,n21933,n21934,IS_OWNER,Directly Controlled
e20163,n21933,n21935,IS_OWNER,Directly Controlled
e20164,n21460,n21936,IS_OWNER,Directly Controlled
e20165,n21795,n21937,IS_OWNER,Directly Controlled
e20166,n21939,n21938,IS_OWNER,Directly Controlled
e20167,n21941,n21940,IS_OWNER,Directly Controlled
e20168,n21385,n21942,IS_OWNER,Directly Controlled
e20169,n21944,n21943,IS_OWNER,Directly Controlled
e20170,n21571,n21945,IS_OWNER,Directly Controlled
e20171,n21403,n21946,IS_OWNER,Directly Controlled
e20172,n21381,n21947,IS_OWNER,Directly Controlled
e20173,n21571,n21948,IS_OWNER,Directly Controlled
