id,source,target,SUID,source_url,interaction,confidence,shared_interaction,name,shared_name,contract_share,log_message,ownership_type,start_date,source_date,ownership_status
3162,156,1250,3162,,-,,-,n21474 (-) n22568,n21474 (-) n22568,,,,,,
2816,156,728,2816,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21474 (-) n22046,n21474 (-) n22046,,,Directly Controlled,,7/6/2013,
3161,155,1250,3161,,-,,-,n21473 (-) n22568,n21473 (-) n22568,,,,,,
2817,155,715,2817,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21473 (-) n22033,n21473 (-) n22033,,,Directly Controlled,,7/6/2013,
2815,155,717,2815,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21473 (-) n22035,n21473 (-) n22035,,,Directly Controlled,,7/6/2013,
2507,155,722,2507,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21473 (-) n22040,n21473 (-) n22040,,,Directly Controlled,,7/6/2013,
3783,154,1326,3783,,-,,-,n21472 (-) n22644,n21472 (-) n22644,,,,,,
2530,154,751,2530,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21472 (-) n22069,n21472 (-) n22069,,,Directly Controlled,,7/6/2013,
1997,154,153,1997,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21472 (-) n21471,n21472 (-) n21471,,,Directly Controlled,,7/6/2013,
3160,153,1249,3160,,-,,-,n21471 (-) n22567,n21471 (-) n22567,,,,,,
4155,152,1330,4155,,-,,-,n21470 (-) n22648,n21470 (-) n22648,,,,,,
3082,152,1237,3082,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21470 (-) n22555,n21470 (-) n22555,,,Directly Controlled,,7/6/2013,
3081,152,176,3081,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21470 (-) n21494,n21470 (-) n21494,,,Directly Controlled,,7/6/2013,
3069,152,1228,3069,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21470 (-) n22546,n21470 (-) n22546,,,Directly Controlled,,7/6/2013,
3068,152,65,3068,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21470 (-) n21383,n21470 (-) n21383,,,Directly Controlled,,7/6/2013,
3060,152,1221,3060,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21470 (-) n22539,n21470 (-) n22539,,,Directly Controlled,,7/6/2013,
2993,152,178,2993,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21470 (-) n21496,n21470 (-) n21496,,,Directly Controlled,,7/6/2013,
2487,152,695,2487,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21470 (-) n22013,n21470 (-) n22013,,,Directly Controlled,,7/6/2013,
2077,152,258,2077,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21470 (-) n21576,n21470 (-) n21576,,,Directly Controlled,,7/6/2013,
2031,152,199,2031,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21470 (-) n21517,n21470 (-) n21517,,,Directly Controlled,,7/6/2013,
2015,152,179,2015,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21470 (-) n21497,n21470 (-) n21497,,,Directly Controlled,,7/6/2013,
1996,152,151,1996,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21470 (-) n21469,n21470 (-) n21469,,,Directly Controlled,,7/6/2013,
3159,151,1248,3159,,-,,-,n21469 (-) n22566,n21469 (-) n22566,,,,,,
3760,150,1326,3760,,-,,-,n21468 (-) n22644,n21468 (-) n22644,,,,,,
2860,150,1033,2860,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22351,n21468 (-) n22351,,,Directly Controlled,,7/6/2013,
2845,150,1024,2845,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22342,n21468 (-) n22342,,,Directly Controlled,,7/6/2013,
2794,150,983,2794,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22301,n21468 (-) n22301,,,Directly Controlled,,7/6/2013,
2727,150,910,2727,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22228,n21468 (-) n22228,,,Directly Controlled,,7/6/2013,
2724,150,907,2724,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22225,n21468 (-) n22225,,,Directly Controlled,,7/6/2013,
2719,150,902,2719,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22220,n21468 (-) n22220,,,Directly Controlled,,7/6/2013,
2717,150,901,2717,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22219,n21468 (-) n22219,,,Directly Controlled,,7/6/2013,
2700,150,788,2700,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22106,n21468 (-) n22106,,,Directly Controlled,,7/6/2013,Liquidation
2699,150,884,2699,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22202,n21468 (-) n22202,,,Directly Controlled,,7/6/2013,
2695,150,880,2695,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22198,n21468 (-) n22198,,,Directly Controlled,,7/6/2013,
2680,150,867,2680,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22185,n21468 (-) n22185,,,Directly Controlled,,7/6/2013,
2674,150,862,2674,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22180,n21468 (-) n22180,,,Directly Controlled,,7/6/2013,
2669,150,857,2669,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22175,n21468 (-) n22175,,,Directly Controlled,,7/6/2013,
2660,150,851,2660,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22169,n21468 (-) n22169,,,Directly Controlled,,7/6/2013,
2651,150,844,2651,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22162,n21468 (-) n22162,,,Directly Controlled,,7/6/2013,
2650,150,843,2650,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22161,n21468 (-) n22161,,,Directly Controlled,,7/6/2013,
2649,150,842,2649,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22160,n21468 (-) n22160,,,Directly Controlled,,7/6/2013,
2648,150,841,2648,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22159,n21468 (-) n22159,,,Directly Controlled,,7/6/2013,
2645,150,839,2645,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22157,n21468 (-) n22157,,,Directly Controlled,,7/6/2013,
2643,150,837,2643,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22155,n21468 (-) n22155,,,Directly Controlled,,7/6/2013,
2642,150,836,2642,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22154,n21468 (-) n22154,,,Directly Controlled,,7/6/2013,
2639,150,834,2639,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22152,n21468 (-) n22152,,,Directly Controlled,,7/6/2013,
2638,150,621,2638,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n21939,n21468 (-) n21939,,,Directly Controlled,,7/6/2013,
2622,150,821,2622,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22139,n21468 (-) n22139,,,Directly Controlled,,7/6/2013,
2617,150,817,2617,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22135,n21468 (-) n22135,,,Directly Controlled,,7/6/2013,
2615,150,815,2615,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22133,n21468 (-) n22133,,,Directly Controlled,,7/6/2013,Liquidation
2614,150,814,2614,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22132,n21468 (-) n22132,,,Directly Controlled,,7/6/2013,
2613,150,813,2613,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22131,n21468 (-) n22131,,,Directly Controlled,,7/6/2013,
2612,150,812,2612,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22130,n21468 (-) n22130,,,Directly Controlled,,7/6/2013,
2604,150,809,2604,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22127,n21468 (-) n22127,,,Directly Controlled,,7/6/2013,
2600,150,804,2600,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22122,n21468 (-) n22122,,,Directly Controlled,,7/6/2013,
2596,150,801,2596,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22119,n21468 (-) n22119,,,Directly Controlled,,7/6/2013,
2594,150,799,2594,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22117,n21468 (-) n22117,,,Directly Controlled,,7/6/2013,
2593,150,798,2593,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22116,n21468 (-) n22116,,,Directly Controlled,,7/6/2013,
2590,150,797,2590,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22115,n21468 (-) n22115,,,Directly Controlled,,7/6/2013,
2589,150,796,2589,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22114,n21468 (-) n22114,,,Directly Controlled,,7/6/2013,
2588,150,795,2588,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22113,n21468 (-) n22113,,,Directly Controlled,,7/6/2013,
2587,150,794,2587,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22112,n21468 (-) n22112,,,Directly Controlled,,7/6/2013,
2586,150,793,2586,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22111,n21468 (-) n22111,,,Directly Controlled,,7/6/2013,
2585,150,792,2585,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22110,n21468 (-) n22110,,,Directly Controlled,,7/6/2013,
2584,150,791,2584,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22109,n21468 (-) n22109,,,Directly Controlled,,7/6/2013,
2583,150,790,2583,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22108,n21468 (-) n22108,,,Directly Controlled,,7/6/2013,
2582,150,789,2582,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22107,n21468 (-) n22107,,,Directly Controlled,,7/6/2013,
2581,150,318,2581,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n21636,n21468 (-) n21636,,,Directly Controlled,,7/6/2013,
2579,150,787,2579,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22105,n21468 (-) n22105,,,Directly Controlled,,7/6/2013,
2578,150,240,2578,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n21558,n21468 (-) n21558,,,Directly Controlled,,7/6/2013,
2577,150,786,2577,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22104,n21468 (-) n22104,,,Directly Controlled,,7/6/2013,
2576,150,785,2576,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22103,n21468 (-) n22103,,,Directly Controlled,,7/6/2013,
2574,150,192,2574,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n21510,n21468 (-) n21510,,,Directly Controlled,,7/6/2013,
2568,150,779,2568,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22097,n21468 (-) n22097,,,Directly Controlled,,7/6/2013,
2552,150,770,2552,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22088,n21468 (-) n22088,,,Directly Controlled,,7/6/2013,
2551,150,769,2551,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22087,n21468 (-) n22087,,,Directly Controlled,,7/6/2013,
2550,150,768,2550,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22086,n21468 (-) n22086,,,Directly Controlled,,7/6/2013,
2547,150,767,2547,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22085,n21468 (-) n22085,,,Directly Controlled,,7/6/2013,
2541,150,763,2541,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n22081,n21468 (-) n22081,,,Directly Controlled,,7/6/2013,
2539,150,157,2539,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n21475,n21468 (-) n21475,,,Directly Controlled,,7/6/2013,
2448,150,656,2448,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n21974,n21468 (-) n21974,,,Directly Controlled,,7/6/2013,
2339,150,542,2339,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n21860,n21468 (-) n21860,,,Directly Controlled,,7/6/2013,
2022,150,189,2022,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n21507,n21468 (-) n21507,,,Directly Controlled,,7/6/2013,
2006,150,167,2006,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n21485,n21468 (-) n21485,,,Directly Controlled,,7/6/2013,
1995,150,149,1995,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21468 (-) n21467,n21468 (-) n21467,,,Directly Controlled,,7/6/2013,
3158,149,1248,3158,,-,,-,n21467 (-) n22566,n21467 (-) n22566,,,,,,
4201,148,1330,4201,,-,,-,n21466 (-) n22648,n21466 (-) n22648,,,,,,
2876,148,1048,2876,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21466 (-) n22366,n21466 (-) n22366,,,Directly Controlled,,7/6/2013,
1994,148,147,1994,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21466 (-) n21465,n21466 (-) n21465,,,Directly Controlled,,7/6/2013,
3157,147,1248,3157,,-,,-,n21465 (-) n22566,n21465 (-) n22566,,,,,,
4042,146,1330,4042,,-,,-,n21464 (-) n22648,n21464 (-) n22648,,,,,,
3057,146,1218,3057,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21464 (-) n22536,n21464 (-) n22536,,,Directly Controlled,,7/6/2013,
3054,146,1215,3054,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21464 (-) n22533,n21464 (-) n22533,,,Directly Controlled,,7/6/2013,
3033,146,1061,3033,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21464 (-) n22379,n21464 (-) n22379,,,Directly Controlled,,7/6/2013,
3017,146,1182,3017,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21464 (-) n22500,n21464 (-) n22500,,,Directly Controlled,,7/6/2013,
2930,146,1097,2930,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21464 (-) n22415,n21464 (-) n22415,,,Directly Controlled,,7/6/2013,
2917,146,1084,2917,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21464 (-) n22402,n21464 (-) n22402,,,Directly Controlled,,7/6/2013,
2890,146,930,2890,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21464 (-) n22248,n21464 (-) n22248,,,Directly Controlled,,7/6/2013,
2872,146,1045,2872,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21464 (-) n22363,n21464 (-) n22363,,,Directly Controlled,,7/6/2013,
2865,146,1037,2865,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21464 (-) n22355,n21464 (-) n22355,,,Directly Controlled,,7/6/2013,
2805,146,992,2805,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21464 (-) n22310,n21464 (-) n22310,,,Directly Controlled,,7/6/2013,
2772,146,954,2772,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21464 (-) n22272,n21464 (-) n22272,,,Directly Controlled,,7/6/2013,
2766,146,956,2766,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21464 (-) n22274,n21464 (-) n22274,,,Directly Controlled,,7/6/2013,
2753,146,941,2753,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21464 (-) n22259,n21464 (-) n22259,,,Directly Controlled,,7/6/2013,
2742,146,931,2742,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21464 (-) n22249,n21464 (-) n22249,,,Directly Controlled,,7/6/2013,
1993,146,145,1993,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21464 (-) n21463,n21464 (-) n21463,,,Directly Controlled,,7/6/2013,
3156,145,1248,3156,,-,,-,n21463 (-) n22566,n21463 (-) n22566,,,,,,
3992,144,1330,3992,,-,,-,n21462 (-) n22648,n21462 (-) n22648,,,,,,
3078,144,315,3078,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n21633,n21462 (-) n21633,,,Directly Controlled,,7/6/2013,
3076,144,1233,3076,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22551,n21462 (-) n22551,,,Directly Controlled,,7/6/2013,
3075,144,1232,3075,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22550,n21462 (-) n22550,,,Directly Controlled,,7/6/2013,
3074,144,1231,3074,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22549,n21462 (-) n22549,,,Directly Controlled,,7/6/2013,
3062,144,1044,3062,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22362,n21462 (-) n22362,,,Directly Controlled,,7/6/2013,
3043,144,1205,3043,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22523,n21462 (-) n22523,,,Directly Controlled,,7/6/2013,
3038,144,148,3038,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n21466,n21462 (-) n21466,,,Directly Controlled,,7/6/2013,
3004,144,1167,3004,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22485,n21462 (-) n22485,,,Directly Controlled,,7/6/2013,
2995,144,1158,2995,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22476,n21462 (-) n22476,,,Directly Controlled,,7/6/2013,
2962,144,1131,2962,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22449,n21462 (-) n22449,,,Directly Controlled,,7/6/2013,
2961,144,1130,2961,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22448,n21462 (-) n22448,,,Directly Controlled,,7/6/2013,
2935,144,1103,2935,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22421,n21462 (-) n22421,,,Directly Controlled,,7/6/2013,
2916,144,1083,2916,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22401,n21462 (-) n22401,,,Directly Controlled,,7/6/2013,
2892,144,1058,2892,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22376,n21462 (-) n22376,,,Directly Controlled,,7/6/2013,
2886,144,972,2886,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22290,n21462 (-) n22290,,,Directly Controlled,,7/6/2013,
2882,144,1051,2882,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22369,n21462 (-) n22369,,,Directly Controlled,,7/6/2013,
2881,144,1050,2881,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22368,n21462 (-) n22368,,,Directly Controlled,,7/6/2013,
2880,144,1049,2880,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22367,n21462 (-) n22367,,,Directly Controlled,,7/6/2013,
2875,144,1047,2875,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22365,n21462 (-) n22365,,,Directly Controlled,,7/6/2013,
2867,144,1039,2867,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22357,n21462 (-) n22357,,,Directly Controlled,,7/6/2013,
2863,144,981,2863,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22299,n21462 (-) n22299,,,Directly Controlled,,7/6/2013,
2855,144,309,2855,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n21627,n21462 (-) n21627,,,Directly Controlled,,7/6/2013,
2853,144,1028,2853,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22346,n21462 (-) n22346,,,Directly Controlled,,7/6/2013,
2851,144,1027,2851,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22345,n21462 (-) n22345,,,Directly Controlled,,7/6/2013,
2844,144,1023,2844,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22341,n21462 (-) n22341,,,Directly Controlled,,7/6/2013,
2840,144,1019,2840,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22337,n21462 (-) n22337,,,Directly Controlled,,7/6/2013,
2826,144,1011,2826,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22329,n21462 (-) n22329,,,Directly Controlled,,7/6/2013,
2812,144,999,2812,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22317,n21462 (-) n22317,,,Directly Controlled,,7/6/2013,
2807,144,994,2807,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22312,n21462 (-) n22312,,,Directly Controlled,,7/6/2013,
2802,144,140,2802,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n21458,n21462 (-) n21458,,,Directly Controlled,,7/6/2013,
2801,144,989,2801,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22307,n21462 (-) n22307,,,Directly Controlled,,7/6/2013,
2799,144,182,2799,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n21500,n21462 (-) n21500,,,Directly Controlled,,7/6/2013,
2796,144,984,2796,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22302,n21462 (-) n22302,,,Directly Controlled,,7/6/2013,
2785,144,971,2785,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22289,n21462 (-) n22289,,,Directly Controlled,,7/6/2013,
2782,144,968,2782,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22286,n21462 (-) n22286,,,Directly Controlled,,7/6/2013,
2774,144,960,2774,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n22278,n21462 (-) n22278,,,Directly Controlled,,7/6/2013,
2771,144,626,2771,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n21944,n21462 (-) n21944,,,Directly Controlled,,7/6/2013,
2770,144,615,2770,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n21462 (-) n21933,n21462 (-) n21933,,,Directly Controlled,,7/6/2013,
