Date,Price,,,,,
2019-05-03,5766.8,,,,,
2019-05-02,5493.8,,,,,
2019-05-01,5384.2,,,,,
2019-04-30,5320.8,,,,,
2019-04-29,5235,,,,,
2019-04-28,5302.3,,,,,
2019-04-27,5265.9,,,,,
2019-04-26,5298.3,,,,,
2019-04-25,5209.1,,,,,
2019-04-24,5415.6,,,,,
2019-04-23,5511.6,,,,,
2019-04-22,5346.7,,,,,
2019-04-21,5243.5,,,,,
2019-04-20,5290.2,,,,,
2019-04-19,5241,,,,,
2019-04-18,5264.7,,,,,
2019-04-17,5208.3,,,,,
2019-04-16,5180.9,,,,,
2019-04-15,5032.3,,,,,
2019-04-14,5134.8,,,,,
2019-04-13,5051.8,,,,,
2019-04-12,5054.2,,,,,
2019-04-11,5022.6,,,,,
2019-04-10,5307.8,,,,,
2019-04-09,5158.4,,,,,
2019-04-08,5245.2,,,,,
2019-04-07,5173.6,,,,,
2019-04-06,5046.2,,,,,
2019-04-05,5010.2,,,,,
2019-04-04,4902.4,,,,,
2019-04-03,4968.7,,,,,
2019-04-02,4859.3,,,,,
2019-04-01,4145.1,,,,,
2019-03-31,4102.3,,,,,
2019-03-30,4111.8,,,,,
2019-03-29,4102.2,,,,,
2019-03-28,4025.6,,,,,
2019-03-27,4041.7,,,,,
2019-03-26,3942.8,,,,,
2019-03-25,3937,,,,,
2019-03-24,3994.7,,,,,
2019-03-23,4002.5,,,,,
2019-03-22,3990.4,,,,,
2019-03-21,3982.2,,,,,
2019-03-20,4041.2,,,,,
2019-03-19,4017,,,,,
2019-03-18,3990.2,,,,,
2019-03-17,3981.5,,,,,
2019-03-16,4006.4,,,,,
2019-03-15,3924.3,,,,,
2019-03-14,3879,,,,,
2019-03-13,3865.1,,,,,
2019-03-12,3886,,,,,
2019-03-11,3870.3,,,,,
2019-03-10,3915.2,,,,,
2019-03-09,3944.3,,,,,
2019-03-08,3865.9,,,,,
2019-03-07,3875.1,,,,,
2019-03-06,3863,,,,,
2019-03-05,3857.2,,,,,
2019-03-04,3715.9,,,,,
2019-03-03,3809.5,,,,,
2019-03-02,3823.1,,,,,
2019-03-01,3821.9,,,,,
2019-02-28,3816.6,,,,,
2019-02-27,3814.6,,,,,
2019-02-26,3810.3,,,,,
2019-02-25,3833.7,,,,,
2019-02-24,3755.2,,,,,
2019-02-23,4120.4,,,,,
2019-02-22,3965.2,,,,,
2019-02-21,3936.6,,,,,
2019-02-20,3972.4,,,,,
2019-02-19,3914.3,,,,,
2019-02-18,3896,,,,,
2019-02-17,3664.2,,,,,
2019-02-16,3616.8,,,,,
2019-02-15,3604.7,,,,,
2019-02-14,3592.6,,,,,
2019-02-13,3611.5,,,,,
2019-02-12,3632,,,,,
2019-02-11,3631.8,,,,,
2019-02-10,3679,,,,,
2019-02-09,3661.4,,,,,
2019-02-08,3661.7,,,,,
2019-02-07,3397.7,,,,,
2019-02-06,3404.3,,,,,
2019-02-05,3468.4,,,,,
2019-02-04,3462.8,,,,,
2019-02-03,3459.1,,,,,
2019-02-02,3502.5,,,,,
2019-02-01,3467.9,,,,,
2019-01-31,3437.2,,,,,
2019-01-30,3460,,,,,
2019-01-29,3414.8,,,,,
2019-01-28,3442.8,,,,,
2019-01-27,3555.6,,,,,
2019-01-26,3570.9,,,,,
2019-01-25,3572,,,,,
2019-01-24,3574.3,,,,,
2019-01-23,3561.5,,,,,
2019-01-22,3580.1,,,,,
2019-01-21,3536.7,,,,,
2019-01-20,3542.3,,,,,
2019-01-19,3677.8,,,,,
2019-01-18,3605.6,,,,,
2019-01-17,3626.4,,,,,
2019-01-16,3588,,,,,
2019-01-15,3571.3,,,,,
2019-01-14,3638.1,,,,,
2019-01-13,3490.2,,,,,
2019-01-12,3597.2,,,,,
2019-01-11,3616.5,,,,,
2019-01-10,3603.7,,,,,
2019-01-09,3978,,,,,
2019-01-08,3971,,,,,
2019-01-07,3985.9,,,,,
2019-01-06,4004.1,,,,,
2019-01-05,3785.4,,,,,
2019-01-04,3802.7,,,,,
2019-01-03,3780.1,,,,,
2019-01-02,3873.8,,,,,
2019-01-01,3809.4,,,,,
2018-12-31,3709.4,,,,,
2018-12-30,3815,,,,,
2018-12-29,3706.8,,,,,
2018-12-28,3861.6,,,,,
2018-12-27,3586.9,,,,,
2018-12-26,3793.7,,,,,
2018-12-25,3762.5,,,,,
2018-12-24,4026.1,,,,,
2018-12-23,3944.4,,,,,
2018-12-22,3964.4,,,,,
2018-12-21,3850.9,,,,,
2018-12-20,4076,,,,,
2018-12-19,3687.1,,,,,
2018-12-18,3668,,,,,
2018-12-17,3526.1,,,,,
2018-12-16,3247.9,,,,,
2018-12-15,3228.7,,,,,
2018-12-14,3247.8,,,,,
2018-12-13,3315.3,,,,,
2018-12-12,3466.1,,,,,
2018-12-11,3407.7,,,,,
2018-12-10,3460.5,,,,,
2018-12-09,3567.5,,,,,
2018-12-08,3430.4,,,,,
2018-12-07,3422.2,,,,,
2018-12-06,3508.6,,,,,
2018-12-05,3771.6,,,,,
2018-12-04,3958.5,,,,,
2018-12-03,3897.8,,,,,
2018-12-02,4160.4,,,,,
2018-12-01,4196.2,,,,,
2018-11-30,4039.7,,,,,
2018-11-29,4296.5,,,,,
2018-11-28,4265.4,,,,,
2018-11-27,3866.5,,,,,
2018-11-26,3837,,,,,
2018-11-25,4062.2,,,,,
2018-11-24,3920.4,,,,,
2018-11-23,4398,,,,,
2018-11-22,4356,,,,,
2018-11-21,4638.7,,,,,
2018-11-20,4524.6,,,,,
2018-11-19,4883.8,,,,,
2018-11-18,5658.3,,,,,
2018-11-17,5621.8,,,,,
2018-11-16,5636.2,,,,,
2018-11-15,5718.9,,,,,
2018-11-14,5842.4,,,,,
2018-11-13,6429.2,,,,,
2018-11-12,6435,,,,,
2018-11-11,6446.1,,,,,
2018-11-10,6427.1,,,,,
2018-11-09,6412,,,,,
2018-11-08,6474,,,,,
2018-11-07,6565.3,,,,,
2018-11-06,6502.8,,,,,
2018-11-05,6459.7,,,,,
2018-11-04,6478.2,,,,,
2018-11-03,6386.2,,,,,
2018-11-02,6424.7,,,,,
2018-11-01,6400.5,,,,,
2018-10-31,6365.9,,,,,
2018-10-30,6325.7,,,,,
2018-10-29,6335,,,,,
2018-10-28,6486.1,,,,,
2018-10-27,6494.2,,,,,
2018-10-26,6510,,,,,
2018-10-25,6507,,,,,
2018-10-24,6530.7,,,,,
2018-10-23,6528.7,,,,,
2018-10-22,6555.8,,,,,
2018-10-21,6583,,,,,
2018-10-20,6572.2,,,,,
2018-10-19,6512,,,,,
2018-10-18,6574.1,,,,,
2018-10-17,6686.6,,,,,
2018-10-16,6705.3,,,,,
2018-10-15,6699.8,,,,,
2018-10-14,6326.8,,,,,
2018-10-13,6321.7,,,,,
2018-10-12,6291.3,,,,,
2018-10-11,6239.1,,,,,
2018-10-10,6618,,,,,
2018-10-09,6650.8,,,,,
2018-10-08,6669.6,,,,,
2018-10-07,6611,,,,,
2018-10-06,6596.3,,,,,
2018-10-05,6639.1,,,,,
2018-10-04,6584.2,,,,,
2018-10-03,6507.8,,,,,
2018-10-02,6549.9,,,,,
2018-10-01,6608.2,,,,,
2018-09-30,6635.2,,,,,
2018-09-29,6603.9,,,,,
2018-09-28,6636,,,,,
2018-09-27,6689.2,,,,,
2018-09-26,6468.1,,,,,
2018-09-25,6445.1,,,,,
2018-09-24,6584.1,,,,,
2018-09-23,6704.1,,,,,
2018-09-22,6729.6,,,,,
2018-09-21,6766.7,,,,,
2018-09-20,6489.2,,,,,
2018-09-19,6390.4,,,,,
2018-09-18,6342,,,,,
2018-09-17,6251.9,,,,,
2018-09-16,6500.2,,,,,
2018-09-15,6519,,,,,
2018-09-14,6483.7,,,,,
2018-09-13,6482.9,,,,,
2018-09-12,6338,,,,,
2018-09-11,6293.9,,,,,
2018-09-10,6321,,,,,
2018-09-09,6238.5,,,,,
2018-09-08,6184.3,,,,,
2018-09-07,6390.9,,,,,
2018-09-06,6514,,,,,
2018-09-05,6706.8,,,,,
2018-09-04,7377.5,,,,,
2018-09-03,7264.2,,,,,
2018-09-02,7293.9,,,,,
2018-09-01,7189.6,,,,,
2018-08-31,7033.8,,,,,
2018-08-30,6993.7,,,,,
2018-08-29,7029.1,,,,,
2018-08-28,7074.6,,,,,
2018-08-27,6897.6,,,,,
2018-08-26,6712.7,,,,,
2018-08-25,6734.8,,,,,
2018-08-24,6680.4,,,,,
2018-08-23,6521.2,,,,,
2018-08-22,6359.6,,,,,
2018-08-21,6482.2,,,,,
2018-08-20,6268.1,,,,,
2018-08-19,6481.5,,,,,
2018-08-18,6379.1,,,,,
2018-08-17,6581.7,,,,,
2018-08-16,6306.7,,,,,
2018-08-15,6256.9,,,,,
2018-08-14,6190.2,,,,,
2018-08-13,6255.3,,,,,
2018-08-12,6313,,,,,
2018-08-11,6231.6,,,,,
2018-08-10,6152.3,,,,,
2018-08-09,6538.8,,,,,
2018-08-08,6283.6,,,,,
2018-08-07,6724.9,,,,,
2018-08-06,6943.6,,,,,
2018-08-05,7027.1,,,,,
2018-08-04,7014.3,,,,,
2018-08-03,7419,,,,,
2018-08-02,7535.6,,,,,
2018-08-01,7606.4,,,,,
2018-07-31,7729.4,,,,,
2018-07-30,8177.1,,,,,
2018-07-29,8215.6,,,,,
2018-07-28,8234.1,,,,,
2018-07-27,8187.4,,,,,
2018-07-26,7937,,,,,
2018-07-25,8173.7,,,,,
2018-07-24,8407,,,,,
2018-07-23,7723,,,,,
2018-07-22,7412.3,,,,,
2018-07-21,7408.7,,,,,
2018-07-20,7339.4,,,,,
2018-07-19,7477.5,,,,,
2018-07-18,7383.6,,,,,
2018-07-17,7322,,,,,
2018-07-16,6729.9,,,,,
2018-07-15,6362.9,,,,,
2018-07-14,6254.8,,,,,
2018-07-13,6230.2,,,,,
2018-07-12,6250.6,,,,,
2018-07-11,6389.1,,,,,
2018-07-10,6307.2,,,,,
2018-07-09,6667.1,,,,,
2018-07-08,6714.8,,,,,
2018-07-07,6765.5,,,,,
2018-07-06,6617.7,,,,,
2018-07-05,6546.5,,,,,
2018-07-04,6598.4,,,,,
2018-07-03,6513.5,,,,,
2018-07-02,6619.5,,,,,
2018-07-01,6366.8,,,,,
2018-06-30,6398.9,,,,,
2018-06-29,6213.3,,,,,
2018-06-28,5883.5,,,,,
2018-06-27,6154.9,,,,,
2018-06-26,6082.1,,,,,
2018-06-25,6256.6,,,,,
2018-06-24,6154.6,,,,,
2018-06-23,6167.3,,,,,
2018-06-22,6055.7,,,,,
2018-06-21,6728,,,,,
2018-06-20,6765.4,,,,,
2018-06-19,6752.4,,,,,
2018-06-18,6719.8,,,,,
2018-06-17,6460.3,,,,,
2018-06-16,6505.8,,,,,
2018-06-15,6410.3,,,,,
2018-06-14,6647.1,,,,,
2018-06-13,6312.3,,,,,
2018-06-12,6558.2,,,,,
2018-06-11,6885.9,,,,,
2018-06-10,6775.1,,,,,
2018-06-09,7515.8,,,,,
2018-06-08,7622.1,,,,,
2018-06-07,7697.8,,,,,
2018-06-06,7661,,,,,
2018-06-05,7631.5,,,,,
2018-06-04,7504.3,,,,,
2018-06-03,7729.3,,,,,
2018-06-02,7646.6,,,,,
2018-06-01,7530.8,,,,,
2018-05-31,7502.6,,,,,
2018-05-30,7400.1,,,,,
2018-05-29,7467.7,,,,,
2018-05-28,7119.3,,,,,
2018-05-27,7366.7,,,,,
2018-05-26,7361.3,,,,,
2018-05-25,7477.7,,,,,
2018-05-24,7592.9,,,,,
2018-05-23,7512.3,,,,,
2018-05-22,8006,,,,,
2018-05-21,8403.3,,,,,
2018-05-20,8529,,,,,
2018-05-19,8245.1,,,,,
2018-05-18,8245.7,,,,,
2018-05-17,8063,,,,,
2018-05-16,8344.4,,,,,
2018-05-15,8477,,,,,
2018-05-14,8674.1,,,,,
2018-05-13,8693.5,,,,,
2018-05-12,8459.5,,,,,
2018-05-11,8408.3,,,,,
2018-05-10,9025.7,,,,,
2018-05-09,9319.1,,,,,
2018-05-08,9196.4,,,,,
2018-05-07,9431.6,,,,,
2018-05-06,9656.4,,,,,
2018-05-05,9853.5,,,,,
2018-05-04,9708.6,,,,,
2018-05-03,9749.7,,,,,
2018-05-02,9243.2,,,,,
2018-05-01,9074.9,,,,,
2018-04-30,9245.1,,,,,
2018-04-29,9415.1,,,,,
2018-04-28,9352.4,,,,,
2018-04-27,8940.9,,,,,
2018-04-26,9287,,,,,
2018-04-25,8873.1,,,,,
2018-04-24,9645.3,,,,,
2018-04-23,8952.8,,,,,
