"","Continent","Country","ISO_Code","Country_Code","Metric","Region","Date","Year","Population"
"1125","Africa","Tunisia","TUN",788,"Access to water","Northern Africa",2007-01-01,2007,10298.717
"1126","Africa","Western Sahara","ESH",732,"Access to water","Northern Africa",2007-01-01,2007,466.991
"1127","Africa","Algeria","DZA",12,"Access to water","Northern Africa",2008-01-01,2008,34811.059
"1128","Africa","Egypt","EGY",818,"Access to water","Northern Africa",2008-01-01,2008,78976.122
"1129","Africa","Libya","LBY",434,"Access to water","Northern Africa",2008-01-01,2008,6123.022
"1130","Africa","Morocco","MAR",504,"Access to water","Northern Africa",2008-01-01,2008,31350.544
"1131","Africa","Sudan","SDN",729,"Access to water","Northern Africa",2008-01-01,2008,34470.138
"1132","Africa","Tunisia","TUN",788,"Access to water","Northern Africa",2008-01-01,2008,10408.091
"1133","Africa","Western Sahara","ESH",732,"Access to water","Northern Africa",2008-01-01,2008,483.167
"1134","Africa","Algeria","DZA",12,"Access to water","Northern Africa",2009-01-01,2009,35401.79
"1135","Africa","Egypt","EGY",818,"Access to water","Northern Africa",2009-01-01,2009,80442.443
"1136","Africa","Libya","LBY",434,"Access to water","Northern Africa",2009-01-01,2009,6208.68
"1137","Africa","Morocco","MAR",504,"Access to water","Northern Africa",2009-01-01,2009,31714.958
"1138","Africa","Sudan","SDN",729,"Access to water","Northern Africa",2009-01-01,2009,35297.298
"1139","Africa","Tunisia","TUN",788,"Access to water","Northern Africa",2009-01-01,2009,10522.214
"1140","Africa","Western Sahara","ESH",732,"Access to water","Northern Africa",2009-01-01,2009,497.986
"1141","Africa","Algeria","DZA",12,"Access to water","Northern Africa",2010-01-01,2010,36036.159
"1142","Africa","Egypt","EGY",818,"Access to water","Northern Africa",2010-01-01,2010,82040.994
"1143","Africa","Libya","LBY",434,"Access to water","Northern Africa",2010-01-01,2010,6265.697
"1144","Africa","Morocco","MAR",504,"Access to water","Northern Africa",2010-01-01,2010,32107.739
"1145","Africa","Sudan","SDN",729,"Access to water","Northern Africa",2010-01-01,2010,36114.885
"1146","Africa","Tunisia","TUN",788,"Access to water","Northern Africa",2010-01-01,2010,10639.194
"1147","Africa","Western Sahara","ESH",732,"Access to water","Northern Africa",2010-01-01,2010,512.065
"1148","Africa","Algeria","DZA",12,"Access to water","Northern Africa",2011-01-01,2011,36717.132
"1149","Africa","Egypt","EGY",818,"Access to water","Northern Africa",2011-01-01,2011,83787.634
"1150","Africa","Libya","LBY",434,"Access to water","Northern Africa",2011-01-01,2011,6288.652
"1151","Africa","Morocco","MAR",504,"Access to water","Northern Africa",2011-01-01,2011,32531.964
"1152","Africa","Sudan","SDN",729,"Access to water","Northern Africa",2011-01-01,2011,36918.193
"1153","Africa","Tunisia","TUN",788,"Access to water","Northern Africa",2011-01-01,2011,10758.87
"1154","Africa","Western Sahara","ESH",732,"Access to water","Northern Africa",2011-01-01,2011,525.388
"1155","Africa","Algeria","DZA",12,"Access to water","Northern Africa",2012-01-01,2012,37439.427
"1156","Africa","Egypt","EGY",818,"Access to water","Northern Africa",2012-01-01,2012,85660.902
"1157","Africa","Libya","LBY",434,"Access to water","Northern Africa",2012-01-01,2012,6283.403
"1158","Africa","Morocco","MAR",504,"Access to water","Northern Africa",2012-01-01,2012,32984.19
"1159","Africa","Sudan","SDN",729,"Access to water","Northern Africa",2012-01-01,2012,37712.42
"1160","Africa","Tunisia","TUN",788,"Access to water","Northern Africa",2012-01-01,2012,10881.45
"1161","Africa","Western Sahara","ESH",732,"Access to water","Northern Africa",2012-01-01,2012,537.779
"1162","Africa","Algeria","DZA",12,"Access to water","Northern Africa",2013-01-01,2013,38186.135
"1163","Africa","Egypt","EGY",818,"Access to water","Northern Africa",2013-01-01,2013,87613.909
"1164","Africa","Libya","LBY",434,"Access to water","Northern Africa",2013-01-01,2013,6265.987
"1165","Africa","Morocco","MAR",504,"Access to water","Northern Africa",2013-01-01,2013,33452.686
"1166","Africa","Sudan","SDN",729,"Access to water","Northern Africa",2013-01-01,2013,38515.095
"1167","Africa","Tunisia","TUN",788,"Access to water","Northern Africa",2013-01-01,2013,11005.706
"1168","Africa","Western Sahara","ESH",732,"Access to water","Northern Africa",2013-01-01,2013,549.538
"1169","Africa","Algeria","DZA",12,"Access to water","Northern Africa",2014-01-01,2014,38934.334
"1170","Africa","Egypt","EGY",818,"Access to water","Northern Africa",2014-01-01,2014,89579.67
"1171","Africa","Libya","LBY",434,"Access to water","Northern Africa",2014-01-01,2014,6258.984
"1172","Africa","Morocco","MAR",504,"Access to water","Northern Africa",2014-01-01,2014,33921.203
"1173","Africa","Sudan","SDN",729,"Access to water","Northern Africa",2014-01-01,2014,39350.274
"1174","Africa","Tunisia","TUN",788,"Access to water","Northern Africa",2014-01-01,2014,11130.154
"1175","Africa","Western Sahara","ESH",732,"Access to water","Northern Africa",2014-01-01,2014,561.034
"1176","Africa","Algeria","DZA",12,"Access to water","Northern Africa",2015-01-01,2015,39666.519
"1177","Africa","Egypt","EGY",818,"Access to water","Northern Africa",2015-01-01,2015,91508.084
"1178","Africa","Libya","LBY",434,"Access to water","Northern Africa",2015-01-01,2015,6278.438
"1179","Africa","Morocco","MAR",504,"Access to water","Northern Africa",2015-01-01,2015,34377.511
"1180","Africa","Sudan","SDN",729,"Access to water","Northern Africa",2015-01-01,2015,40234.882
"1181","Africa","Tunisia","TUN",788,"Access to water","Northern Africa",2015-01-01,2015,11253.554
"1182","Africa","Western Sahara","ESH",732,"Access to water","Northern Africa",2015-01-01,2015,572.54
"1183","Africa","Algeria","DZA",12,"No access to water","Northern Africa",1991-01-01,1991,26554.277
"1184","Africa","Egypt","EGY",818,"No access to water","Northern Africa",1991-01-01,1991,57689.828
"1185","Africa","Libya","LBY",434,"No access to water","Northern Africa",1991-01-01,1991,4499.21
"1186","Africa","Morocco","MAR",504,"No access to water","Northern Africa",1991-01-01,1991,25410.178
"1187","Africa","Sudan","SDN",729,"No access to water","Northern Africa",1991-01-01,1991,20861.117
"1188","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",1991-01-01,1991,8417.689
"1189","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",1991-01-01,1991,223.795
"1190","Africa","Algeria","DZA",12,"No access to water","Northern Africa",1992-01-01,1992,27180.921
"1191","Africa","Egypt","EGY",818,"No access to water","Northern Africa",1992-01-01,1992,58922.018
"1192","Africa","Libya","LBY",434,"No access to water","Northern Africa",1992-01-01,1992,4596.811
"1193","Africa","Morocco","MAR",504,"No access to water","Northern Africa",1992-01-01,1992,25866.445
"1194","Africa","Sudan","SDN",729,"No access to water","Northern Africa",1992-01-01,1992,21820.588
"1195","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",1992-01-01,1992,8603.226
"1196","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",1992-01-01,1992,230.948
"1197","Africa","Algeria","DZA",12,"No access to water","Northern Africa",1993-01-01,1993,27785.977
"1198","Africa","Egypt","EGY",818,"No access to water","Northern Africa",1993-01-01,1993,60108.373
"1199","Africa","Libya","LBY",434,"No access to water","Northern Africa",1993-01-01,1993,4691.934
"1200","Africa","Morocco","MAR",504,"No access to water","Northern Africa",1993-01-01,1993,26314.339
"1201","Africa","Sudan","SDN",729,"No access to water","Northern Africa",1993-01-01,1993,22829.227
"1202","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",1993-01-01,1993,8784.888
"1203","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",1993-01-01,1993,238.261
"1204","Africa","Algeria","DZA",12,"No access to water","Northern Africa",1994-01-01,1994,28362.015
"1205","Africa","Egypt","EGY",818,"No access to water","Northern Africa",1994-01-01,1994,61272.847
"1206","Africa","Libya","LBY",434,"No access to water","Northern Africa",1994-01-01,1994,4785.488
"1207","Africa","Morocco","MAR",504,"No access to water","Northern Africa",1994-01-01,1994,26747.66
"1208","Africa","Sudan","SDN",729,"No access to water","Northern Africa",1994-01-01,1994,23805.536
"1209","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",1994-01-01,1994,8956.59
"1210","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",1994-01-01,1994,245.691
"1211","Africa","Algeria","DZA",12,"No access to water","Northern Africa",1995-01-01,1995,29411.839
"1212","Africa","Egypt","EGY",818,"No access to water","Northern Africa",1995-01-01,1995,63595.629
"1213","Africa","Libya","LBY",434,"No access to water","Northern Africa",1995-01-01,1995,4970.391
"1214","Africa","Morocco","MAR",504,"No access to water","Northern Africa",1995-01-01,1995,27556.892
"1215","Africa","Sudan","SDN",729,"No access to water","Northern Africa",1995-01-01,1995,25466.387
"1216","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",1995-01-01,1995,9256.036
"1217","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",1995-01-01,1995,260.803
"1218","Africa","Algeria","DZA",12,"No access to water","Northern Africa",1996-01-01,1996,28904.3
"1219","Africa","Egypt","EGY",818,"No access to water","Northern Africa",1996-01-01,1996,62434.527
"1220","Africa","Libya","LBY",434,"No access to water","Northern Africa",1996-01-01,1996,4878.202
"1221","Africa","Morocco","MAR",504,"No access to water","Northern Africa",1996-01-01,1996,27161.889
"1222","Africa","Sudan","SDN",729,"No access to water","Northern Africa",1996-01-01,1996,24691.97
"1223","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",1996-01-01,1996,9113.972
"1224","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",1996-01-01,1996,253.302
"1225","Africa","Algeria","DZA",12,"No access to water","Northern Africa",1997-01-01,1997,29887.717
"1226","Africa","Egypt","EGY",818,"No access to water","Northern Africa",1997-01-01,1997,64754.566
"1227","Africa","Libya","LBY",434,"No access to water","Northern Africa",1997-01-01,1997,5062.16
"1228","Africa","Morocco","MAR",504,"No access to water","Northern Africa",1997-01-01,1997,27934.014
"1229","Africa","Sudan","SDN",729,"No access to water","Northern Africa",1997-01-01,1997,26149.124
"1230","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",1997-01-01,1997,9384.151
"1231","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",1997-01-01,1997,268.445
"1232","Africa","Algeria","DZA",12,"No access to water","Northern Africa",1998-01-01,1998,30336.88
"1233","Africa","Egypt","EGY",818,"No access to water","Northern Africa",1998-01-01,1998,65922.626
"1234","Africa","Libya","LBY",434,"No access to water","Northern Africa",1998-01-01,1998,5153.764
"1235","Africa","Morocco","MAR",504,"No access to water","Northern Africa",1998-01-01,1998,28292.299
"1236","Africa","Sudan","SDN",729,"No access to water","Northern Africa",1998-01-01,1998,26777.059
"1237","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",1998-01-01,1998,9499.387
"1238","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",1998-01-01,1998,277.466
"1239","Africa","Algeria","DZA",12,"No access to water","Northern Africa",1999-01-01,1999,30766.551
"1240","Africa","Egypt","EGY",818,"No access to water","Northern Africa",1999-01-01,1999,67112.877
"1241","Africa","Libya","LBY",434,"No access to water","Northern Africa",1999-01-01,1999,5245.414
"1242","Africa","Morocco","MAR",504,"No access to water","Northern Africa",1999-01-01,1999,28630.973
"1243","Africa","Sudan","SDN",729,"No access to water","Northern Africa",1999-01-01,1999,27406.808
"1244","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",1999-01-01,1999,9603.733
"1245","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",1999-01-01,1999,289.509
"1246","Africa","Algeria","DZA",12,"No access to water","Northern Africa",2000-01-01,2000,31183.658
"1247","Africa","Egypt","EGY",818,"No access to water","Northern Africa",2000-01-01,2000,68334.905
"1248","Africa","Libya","LBY",434,"No access to water","Northern Africa",2000-01-01,2000,5337.264
"1249","Africa","Morocco","MAR",504,"No access to water","Northern Africa",2000-01-01,2000,28950.553
"1250","Africa","Sudan","SDN",729,"No access to water","Northern Africa",2000-01-01,2000,28079.664
"1251","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",2000-01-01,2000,9699.192
"1252","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",2000-01-01,2000,305.615
"1253","Africa","Algeria","DZA",12,"No access to water","Northern Africa",2001-01-01,2001,31590.32
"1254","Africa","Egypt","EGY",818,"No access to water","Northern Africa",2001-01-01,2001,69599.945
"1255","Africa","Libya","LBY",434,"No access to water","Northern Africa",2001-01-01,2001,5428.303
"1256","Africa","Morocco","MAR",504,"No access to water","Northern Africa",2001-01-01,2001,29250.983
"1257","Africa","Sudan","SDN",729,"No access to water","Northern Africa",2001-01-01,2001,28805.142
"1258","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",2001-01-01,2001,9785.665
"1259","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",2001-01-01,2001,326.344
"1260","Africa","Algeria","DZA",12,"No access to water","Northern Africa",2002-01-01,2002,31990.387
"1261","Africa","Egypt","EGY",818,"No access to water","Northern Africa",2002-01-01,2002,70908.71
"1262","Africa","Libya","LBY",434,"No access to water","Northern Africa",2002-01-01,2002,5518.341
"1263","Africa","Morocco","MAR",504,"No access to water","Northern Africa",2002-01-01,2002,29535.591
"1264","Africa","Sudan","SDN",729,"No access to water","Northern Africa",2002-01-01,2002,29569.978
"1265","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",2002-01-01,2002,9864.207
"1266","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",2002-01-01,2002,350.976
"1267","Africa","Algeria","DZA",12,"No access to water","Northern Africa",2003-01-01,2003,32394.886
"1268","Africa","Egypt","EGY",818,"No access to water","Northern Africa",2003-01-01,2003,72247.626
"1269","Africa","Libya","LBY",434,"No access to water","Northern Africa",2003-01-01,2003,5609.166
"1270","Africa","Morocco","MAR",504,"No access to water","Northern Africa",2003-01-01,2003,29812.685
"1271","Africa","Sudan","SDN",729,"No access to water","Northern Africa",2003-01-01,2003,30365.586
"1272","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",2003-01-01,2003,9939.478
"1273","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",2003-01-01,2003,377.69
"1274","Africa","Algeria","DZA",12,"No access to water","Northern Africa",2004-01-01,2004,32817.225
"1275","Africa","Egypt","EGY",818,"No access to water","Northern Africa",2004-01-01,2004,73596.068
"1276","Africa","Libya","LBY",434,"No access to water","Northern Africa",2004-01-01,2004,5703.224
"1277","Africa","Morocco","MAR",504,"No access to water","Northern Africa",2004-01-01,2004,30093.109
"1278","Africa","Sudan","SDN",729,"No access to water","Northern Africa",2004-01-01,2004,31176.209
"1279","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",2004-01-01,2004,10017.439
"1280","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",2004-01-01,2004,403.92
"1281","Africa","Algeria","DZA",12,"No access to water","Northern Africa",2005-01-01,2005,33267.887
"1282","Africa","Egypt","EGY",818,"No access to water","Northern Africa",2005-01-01,2005,74942.115
"1283","Africa","Libya","LBY",434,"No access to water","Northern Africa",2005-01-01,2005,5801.543
"1284","Africa","Morocco","MAR",504,"No access to water","Northern Africa",2005-01-01,2005,30385.479
"1285","Africa","Sudan","SDN",729,"No access to water","Northern Africa",2005-01-01,2005,31990.003
"1286","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",2005-01-01,2005,10102.477
"1287","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",2005-01-01,2005,427.782
"1288","Africa","Algeria","DZA",12,"No access to water","Northern Africa",2006-01-01,2006,33749.328
"1289","Africa","Egypt","EGY",818,"No access to water","Northern Africa",2006-01-01,2006,76274.285
"1290","Africa","Libya","LBY",434,"No access to water","Northern Africa",2006-01-01,2006,5907.149
"1291","Africa","Morocco","MAR",504,"No access to water","Northern Africa",2006-01-01,2006,30691.434
"1292","Africa","Sudan","SDN",729,"No access to water","Northern Africa",2006-01-01,2006,32809.056
"1293","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",2006-01-01,2006,10196.441
"1294","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",2006-01-01,2006,448.666
"1295","Africa","Algeria","DZA",12,"No access to water","Northern Africa",2007-01-01,2007,34261.971
"1296","Africa","Egypt","EGY",818,"No access to water","Northern Africa",2007-01-01,2007,77605.327
"1297","Africa","Libya","LBY",434,"No access to water","Northern Africa",2007-01-01,2007,6017.794
"1298","Africa","Morocco","MAR",504,"No access to water","Northern Africa",2007-01-01,2007,31011.322
"1299","Africa","Sudan","SDN",729,"No access to water","Northern Africa",2007-01-01,2007,33637.96
"1300","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",2007-01-01,2007,10298.717
"1301","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",2007-01-01,2007,466.991
"1302","Africa","Algeria","DZA",12,"No access to water","Northern Africa",2008-01-01,2008,34811.059
"1303","Africa","Egypt","EGY",818,"No access to water","Northern Africa",2008-01-01,2008,78976.122
"1304","Africa","Libya","LBY",434,"No access to water","Northern Africa",2008-01-01,2008,6123.022
"1305","Africa","Morocco","MAR",504,"No access to water","Northern Africa",2008-01-01,2008,31350.544
"1306","Africa","Sudan","SDN",729,"No access to water","Northern Africa",2008-01-01,2008,34470.138
"1307","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",2008-01-01,2008,10408.091
"1308","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",2008-01-01,2008,483.167
"1309","Africa","Algeria","DZA",12,"No access to water","Northern Africa",2009-01-01,2009,35401.79
"1310","Africa","Egypt","EGY",818,"No access to water","Northern Africa",2009-01-01,2009,80442.443
"1311","Africa","Libya","LBY",434,"No access to water","Northern Africa",2009-01-01,2009,6208.68
"1312","Africa","Morocco","MAR",504,"No access to water","Northern Africa",2009-01-01,2009,31714.958
"1313","Africa","Sudan","SDN",729,"No access to water","Northern Africa",2009-01-01,2009,35297.298
"1314","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",2009-01-01,2009,10522.214
"1315","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",2009-01-01,2009,497.986
"1316","Africa","Algeria","DZA",12,"No access to water","Northern Africa",2010-01-01,2010,36036.159
"1317","Africa","Egypt","EGY",818,"No access to water","Northern Africa",2010-01-01,2010,82040.994
"1318","Africa","Libya","LBY",434,"No access to water","Northern Africa",2010-01-01,2010,6265.697
"1319","Africa","Morocco","MAR",504,"No access to water","Northern Africa",2010-01-01,2010,32107.739
"1320","Africa","Sudan","SDN",729,"No access to water","Northern Africa",2010-01-01,2010,36114.885
"1321","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",2010-01-01,2010,10639.194
"1322","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",2010-01-01,2010,512.065
"1323","Africa","Algeria","DZA",12,"No access to water","Northern Africa",2011-01-01,2011,36717.132
"1324","Africa","Egypt","EGY",818,"No access to water","Northern Africa",2011-01-01,2011,83787.634
"1325","Africa","Libya","LBY",434,"No access to water","Northern Africa",2011-01-01,2011,6288.652
"1326","Africa","Morocco","MAR",504,"No access to water","Northern Africa",2011-01-01,2011,32531.964
"1327","Africa","Sudan","SDN",729,"No access to water","Northern Africa",2011-01-01,2011,36918.193
"1328","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",2011-01-01,2011,10758.87
"1329","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",2011-01-01,2011,525.388
"1330","Africa","Algeria","DZA",12,"No access to water","Northern Africa",2012-01-01,2012,37439.427
"1331","Africa","Egypt","EGY",818,"No access to water","Northern Africa",2012-01-01,2012,85660.902
"1332","Africa","Libya","LBY",434,"No access to water","Northern Africa",2012-01-01,2012,6283.403
"1333","Africa","Morocco","MAR",504,"No access to water","Northern Africa",2012-01-01,2012,32984.19
"1334","Africa","Sudan","SDN",729,"No access to water","Northern Africa",2012-01-01,2012,37712.42
"1335","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",2012-01-01,2012,10881.45
"1336","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",2012-01-01,2012,537.779
"1337","Africa","Algeria","DZA",12,"No access to water","Northern Africa",2013-01-01,2013,38186.135
"1338","Africa","Egypt","EGY",818,"No access to water","Northern Africa",2013-01-01,2013,87613.909
"1339","Africa","Libya","LBY",434,"No access to water","Northern Africa",2013-01-01,2013,6265.987
"1340","Africa","Morocco","MAR",504,"No access to water","Northern Africa",2013-01-01,2013,33452.686
"1341","Africa","Sudan","SDN",729,"No access to water","Northern Africa",2013-01-01,2013,38515.095
"1342","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",2013-01-01,2013,11005.706
"1343","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",2013-01-01,2013,549.538
"1344","Africa","Algeria","DZA",12,"No access to water","Northern Africa",2014-01-01,2014,38934.334
"1345","Africa","Egypt","EGY",818,"No access to water","Northern Africa",2014-01-01,2014,89579.67
"1346","Africa","Libya","LBY",434,"No access to water","Northern Africa",2014-01-01,2014,6258.984
"1347","Africa","Morocco","MAR",504,"No access to water","Northern Africa",2014-01-01,2014,33921.203
"1348","Africa","Sudan","SDN",729,"No access to water","Northern Africa",2014-01-01,2014,39350.274
"1349","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",2014-01-01,2014,11130.154
"1350","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",2014-01-01,2014,561.034
"1351","Africa","Algeria","DZA",12,"No access to water","Northern Africa",2015-01-01,2015,39666.519
"1352","Africa","Egypt","EGY",818,"No access to water","Northern Africa",2015-01-01,2015,91508.084
"1353","Africa","Libya","LBY",434,"No access to water","Northern Africa",2015-01-01,2015,6278.438
"1354","Africa","Morocco","MAR",504,"No access to water","Northern Africa",2015-01-01,2015,34377.511
"1355","Africa","Sudan","SDN",729,"No access to water","Northern Africa",2015-01-01,2015,40234.882
"1356","Africa","Tunisia","TUN",788,"No access to water","Northern Africa",2015-01-01,2015,11253.554
"1357","Africa","Western Sahara","ESH",732,"No access to water","Northern Africa",2015-01-01,2015,572.54
"1358","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",1991-01-01,1991,26554.277
"1359","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",1991-01-01,1991,57689.828
"1360","Africa","Libya","LBY",434,"Urban with water","Northern Africa",1991-01-01,1991,4499.21
"1361","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",1991-01-01,1991,25410.178
"1362","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",1991-01-01,1991,20861.117
"1363","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",1991-01-01,1991,8417.689
"1364","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",1991-01-01,1991,223.795
"1365","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",1992-01-01,1992,27180.921
"1366","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",1992-01-01,1992,58922.018
"1367","Africa","Libya","LBY",434,"Urban with water","Northern Africa",1992-01-01,1992,4596.811
"1368","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",1992-01-01,1992,25866.445
"1369","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",1992-01-01,1992,21820.588
"1370","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",1992-01-01,1992,8603.226
"1371","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",1992-01-01,1992,230.948
"1372","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",1993-01-01,1993,27785.977
"1373","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",1993-01-01,1993,60108.373
"1374","Africa","Libya","LBY",434,"Urban with water","Northern Africa",1993-01-01,1993,4691.934
"1375","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",1993-01-01,1993,26314.339
"1376","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",1993-01-01,1993,22829.227
"1377","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",1993-01-01,1993,8784.888
"1378","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",1993-01-01,1993,238.261
"1379","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",1994-01-01,1994,28362.015
"1380","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",1994-01-01,1994,61272.847
"1381","Africa","Libya","LBY",434,"Urban with water","Northern Africa",1994-01-01,1994,4785.488
"1382","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",1994-01-01,1994,26747.66
"1383","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",1994-01-01,1994,23805.536
"1384","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",1994-01-01,1994,8956.59
"1385","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",1994-01-01,1994,245.691
"1386","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",1995-01-01,1995,29411.839
"1387","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",1995-01-01,1995,63595.629
"1388","Africa","Libya","LBY",434,"Urban with water","Northern Africa",1995-01-01,1995,4970.391
"1389","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",1995-01-01,1995,27556.892
"1390","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",1995-01-01,1995,25466.387
"1391","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",1995-01-01,1995,9256.036
"1392","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",1995-01-01,1995,260.803
"1393","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",1996-01-01,1996,28904.3
"1394","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",1996-01-01,1996,62434.527
"1395","Africa","Libya","LBY",434,"Urban with water","Northern Africa",1996-01-01,1996,4878.202
"1396","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",1996-01-01,1996,27161.889
"1397","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",1996-01-01,1996,24691.97
"1398","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",1996-01-01,1996,9113.972
"1399","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",1996-01-01,1996,253.302
"1400","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",1997-01-01,1997,29887.717
"1401","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",1997-01-01,1997,64754.566
"1402","Africa","Libya","LBY",434,"Urban with water","Northern Africa",1997-01-01,1997,5062.16
"1403","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",1997-01-01,1997,27934.014
"1404","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",1997-01-01,1997,26149.124
"1405","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",1997-01-01,1997,9384.151
"1406","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",1997-01-01,1997,268.445
"1407","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",1998-01-01,1998,30336.88
"1408","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",1998-01-01,1998,65922.626
"1409","Africa","Libya","LBY",434,"Urban with water","Northern Africa",1998-01-01,1998,5153.764
"1410","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",1998-01-01,1998,28292.299
"1411","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",1998-01-01,1998,26777.059
"1412","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",1998-01-01,1998,9499.387
"1413","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",1998-01-01,1998,277.466
"1414","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",1999-01-01,1999,30766.551
"1415","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",1999-01-01,1999,67112.877
"1416","Africa","Libya","LBY",434,"Urban with water","Northern Africa",1999-01-01,1999,5245.414
"1417","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",1999-01-01,1999,28630.973
"1418","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",1999-01-01,1999,27406.808
