city_id,name,lon,lat,cable_id
7784,"Porto Santo, Madeira, Portugal",-16.347666,33.047321,1800
5935,"Funchal, Portugal",-16.908945,32.646869,1800
14806,"Toco, Trinidad and Tobago",-60.949684,10.831132,1799
14807,"Pigeon Point, Trinidad and Tobago",-60.840309,11.165410,1799
14805,"Kaliko, Haiti",-72.608711,18.864588,1361
14804,"Huahine, French Polynesia",-151.000059,-16.730061,1556
14798,"Moorea, French Polynesia",-149.829558,-17.538776,1556
14799,"Uturoa, French Polynesia",-151.443027,-16.730915,1556
14800,"Vaitape, French Polynesia",-151.749528,-16.506330,1556
9603,"Nasugbu, Philippines",120.695798,14.317593,1839
16046,"Pinamalayan, Philippines",121.464548,13.045780,1839
7840,"Roxas, Philippines",122.749997,11.583305,1839
16047,"Masbate City, Philippines",123.616696,12.366727,1839
16048,"Legazpi City, Philippines",123.743746,13.139090,1839
9384,"Calbayog, Philippines",124.600289,12.069901,1839
9387,"Ormoc, Philippines",124.612789,11.006889,1839
3901,"Cebu, Philippines",123.894625,10.310039,1839
16050,"Cadiz City, Philippines",123.299996,10.950029,1839
7842,"Dumaguete, Philippines",123.281442,9.295611,1839
16052,"Ozamiz City, Philippines",123.849996,8.150030,1839
10658,"Cagayan de Oro, Philippines",124.631929,8.454229,1839
16053,"Butuan City, Philippines",125.540620,8.947613,1839
14753,"San Jose de Buenavista, Philippines",121.941306,10.748808,1796
14733,"Santiago de Cuba, Cuba",-75.828974,20.028796,1529
14732,"Killala, Ireland",-9.232191,54.206832,1691
3522,"Cork, Ireland",-8.472768,51.898337,1889
3522,"Cork, Ireland",-8.472768,51.898337,1673
8542,"Milton, Newfoundland and Labrador, Canada",-53.960234,48.207616,1569
3730,"Pacific City, OR, United States",-123.962630,45.201929,1786
3730,"Pacific City, OR, United States",-123.962630,45.201929,1733
14677,"Blackpool Sands, United Kingdom",-3.610905,50.318833,1784
14675,"Onslow, Australia",115.113282,-21.637871,1783
14648,"Ende, Indonesia",121.651560,-8.855308,1780
14649,"Sumbawa Besar, Indonesia",117.400976,-8.496959,1780
14650,"Ambalawi, Indonesia",118.760350,-8.319396,1780
14651,"Saraemee, Indonesia",118.711815,-8.796934,1780
14652,"Waingapu, Indonesia",120.253025,-9.646153,1780
14653,"Kupang, Indonesia",123.583395,-10.183311,1780
14655,"Taytay, Philippines",119.500389,10.819609,1796
14655,"Taytay, Philippines",119.500389,10.819609,1781
7841,"San Jose, Philippines",121.050095,12.362626,1781
9385,"Coron, Philippines",120.200682,12.004960,1781
14647,"El-Quawef, Libya",25.087372,31.760810,1779
14659,"Faial, Portugal",-28.647563,38.525101,1801
14659,"Faial, Portugal",-28.647563,38.525101,1782
14658,"Graciosa, Portugal",-27.963481,39.011026,1801
14658,"Graciosa, Portugal",-27.963481,39.011026,1782
14657,"Corvo, Portugal",-31.110550,39.671939,1782
14656,"Flores, Portugal",-31.128519,39.462210,1782
14646,"Piedra Santa, Spain",-15.408800,28.040621,1778
14646,"Piedra Santa, Spain",-15.408800,28.040621,1777
14645,"Las Caletillas, Spain",-16.362364,28.377279,1778
14645,"Las Caletillas, Spain",-16.362364,28.377279,1777
9118,"Sihanoukville, Cambodia",103.506647,10.630009,1679
9118,"Sihanoukville, Cambodia",103.506647,10.630009,1739
9118,"Sihanoukville, Cambodia",103.506647,10.630009,1776
14631,"Tera Cora, Curaçao",-69.020627,12.234501,1727
14635,"Kralendijk, Bonaire, Netherlands",-68.276682,12.150687,1494
10730,"North Salina, Bonaire, Netherlands",-68.284104,12.163773,1774
14621,"Ratmalana, Sri Lanka",79.889275,6.820392,1735
14613,"Mataram, Indonesia",116.081543,-8.586388,1780
14613,"Mataram, Indonesia",116.081543,-8.586388,1767
14612,"Jimbaran, Indonesia",115.159864,-8.784093,1767
14611,"Beculuk, Indonesia",114.097071,-8.615636,1767
9597,"Bali, Indonesia",115.596973,-8.464415,1767
14610,"Toweli, Indonesia",119.388377,-1.142470,1767
14609,"Sangata, Indonesia",117.550976,0.326889,1767
14608,"Pankalan, Indonesia",111.752932,-2.849672,1767
14607,"Ketapang, Indonesia",109.971878,-1.859120,1767
7803,"Banjarmasin, Indonesia",114.604005,-3.327967,1880
7803,"Banjarmasin, Indonesia",114.604005,-3.327967,1767
8360,"Pontianak, Indonesia",109.335648,-0.027407,1767
14586,"Klagshamn, Sweden",12.916663,55.533296,1765
11045,"Brondby, Denmark",12.414905,55.647249,1765
13466,"Nybor, Denmark",10.799476,55.324104,1761
13465,"Korsor, Denmark",11.149379,55.325752,1761
3130,"Rostock, Germany",12.132386,54.078890,1816
3130,"Rostock, Germany",12.132386,54.078890,1762
3130,"Rostock, Germany",12.132386,54.078890,1759
14585,"Markgrafenheide, Germany",12.149476,54.191402,1764
10322,"Osterby, Denmark",11.199281,57.313459,1688
10739,"Kristinelund, Sweden",12.588636,56.134736,1730
14584,"Velling, Sweden",12.963831,55.471065,1261
14583,"Mosede, Denmark",12.273011,55.575850,1261
13410,"Tinian, Northern Mariana Islands",145.637461,15.011123,1757
13408,"Saipan, Northern Mariana Islands",145.750938,15.177737,1757
13409,"Rota, Northern Mariana Islands",145.212462,14.151846,1757
13402,"Vila Olga, VI, United States",-64.948022,18.335731,1756
13401,"Banana Bay, VI, United States",-64.943774,18.328224,1756
13400,"Flamingo Bay, VI, United States",-64.957787,18.312830,1756
9589,"Tortola, Virgin Islands (U.K.)",-64.597241,18.414784,1290
13399,"Great Bay, VI, United States",-64.843188,18.322474,1756
13398,"Brewer's Bay, VI, United States",-64.975317,18.342408,1756
5750,"St. Croix, Virgin Islands, United States",-64.819408,17.771864,1829
13397,"Frederiksted, VI, United States",-64.881518,17.712428,1756
13396,"Christiansted, VI, United States",-64.703149,17.746656,1756
11390,"Larne, United Kingdom",-5.809879,54.857491,1614
13378,"Girvan, United Kingdom",-4.854215,55.240205,1614
7732,"Donaghadee, United Kingdom",-5.538785,54.642867,1387
7731,"Portpatrick, United Kingdom",-5.115543,54.843721,1387
13377,"Carrickfergus, United Kingdom",-5.808170,54.713668,1754
13376,"Saltcoats, United Kingdom",-4.783512,55.637581,1754
3171,"Douglas, Isle of Man",-4.480875,54.150277,1753
13373,"Ballyhornan, United Kingdom",-5.559390,54.302047,1752
13375,"Silecroft Beach, United Kingdom",-3.357145,54.210628,1752
13374,"Groudle Bay, United Kingdom",-4.423893,54.166976,1752
13372,"Peel, United Kingdom",-4.691422,54.222445,1752
13372,"Peel, United Kingdom",-4.691422,54.222445,1751
13371,"Ballywater, United Kingdom",-5.484390,54.542745,1751
13370,"Port Grenaugh, United Kingdom",-4.566666,54.099996,1616
9215,"Hulhumale, Maldives",73.540157,4.211946,1868
9215,"Hulhumale, Maldives",73.540157,4.211946,1746
10811,"Kulhudhufushi, Maldives",73.071407,6.622443,1868
10811,"Kulhudhufushi, Maldives",73.071407,6.622443,1746
10812,"Eydhafushi, Maldives",73.070821,5.103230,1868
10812,"Eydhafushi, Maldives",73.070821,5.103230,1746
10813,"Dhangethi, Maldives",72.955587,3.608089,1746
10814,"Gan, Maldives",73.544649,1.918417,1746
10815,"Gahdhoo, Maldives",73.455489,0.288803,1746
10816,"Hithadhoo, Maldives",73.089181,-0.606020,1868
10816,"Hithadhoo, Maldives",73.089181,-0.606020,1746
10817,"Fuvahmulah, Maldives",73.426876,-0.298306,1746
10818,"Port Gentil, Gabon",8.781606,-0.721035,1747
8409,"Egmond, Netherlands",4.616374,52.616379,1365
3269,"Winterton-on-Sea, United Kingdom",1.693536,52.715231,1365
10984,"Noro, Solomon Islands",157.199956,-8.241124,1736
10893,"Auki, Solomon Islands",160.699954,-8.766734,1736
10892,"Honiara, Solomon Islands",159.948392,-9.430333,1736
10907,"Lusk, Ireland",-6.165884,53.526254,1685
7874,"Tobrok, Libya",23.960310,32.079609,1779
7874,"Tobrok, Libya",23.960310,32.079609,1184
10838,"Al Baida, Libya",21.741659,32.881732,1184
7872,"Tolmeta, Libya",20.949960,32.716730,1184
7871,"Benghazi, Libya",20.066757,32.116584,1184
7870,"Al Brega, Libya",19.576523,30.378108,1184
7869,"Ras Lanuf, Libya",18.411875,30.586738,1184
7868,"Sirt, Libya",16.588341,31.205256,1184
7867,"Misurata, Libya",15.094787,32.374274,1184
7866,"Al Khoms, Libya",14.264416,32.649664,1184
7865,"Zawia, Libya",12.529749,32.774725,1184
7864,"Zwara, Libya",12.083362,32.933380,1184
4966,"Hermosa Beach, California, United States",-118.399553,33.862237,1823
10799,"Sandy Point, Australia",146.119688,-38.820187,1472
10796,"Four Mile Bluff, Australia",146.850156,-41.033272,1742
10797,"McGaurans Beach, Australia",147.071250,-38.443624,1742
7861,"Stanley, Australia",145.294102,-40.760371,1492
7860,"Inverloch, Australia",145.729454,-38.633444,1492
7813,"Boat Harbour, Tasmania, Australia",145.623790,-40.950874,1472
8722,"Balboa, Panama",-79.566673,8.950030,1791
8722,"Balboa, Panama",-79.566673,8.950030,1727
8918,"Manta, Ecuador",-80.716184,-0.950014,1727
10790,"Hudishibana, Aruba",-70.049972,12.616630,1727
