ProjectID,Fuel,StartCountry,EndCountry,Countries,Wiki,Name,OtherNames,Owner,Status, CostUSD ,StartYear1,StartYear2,StartYear3,RetiredYear,Capacity,CapacityUnit,CapacityBOEd,KnownKm,EstimateKm,MergedKm,Lengthmi,Diameter (inch),Source,StartLocation,StartPrefecture/District,StartState/Province,StartRegion,EndLocation,EndPrefecture/District,EndState/Province,EndRegion,Expansions,Mainline,Route
P1707,Gas,Greece,Greece,Greece,https://www.gem.wiki/Komotini-Thesprotia_Gas_Pipeline,Komotini-Thesprotia Gas Pipeline,,DEFSA S.A.,Cancelled,,2025,,,,,,,620.00,473.43,620.00,385.25,42,,Komotini,,,Europe,Thesprotia,,,Europe,,,"41.121522,25.405642:39.489804,20.259309"
P1708,Gas,Slovenia,Slovenia,Slovenia,https://www.gem.wiki/Pince-Lendava-Kidri%C4%8Devo_Gas_Pipeline,Pince-Lendava-Kidričevo Gas Pipeline,,Plinovodi d.o.o.,Proposed,,2023,,,,,,,73.00,62.66,73.00,45.36,20,,Pince,,,Europe,Kidričevo,,,Europe,,,"46.3968, 15.7919: 46.4101, 15.816: 46.4454, 15.8706: 46.4654, 15.9324: 46.4963, 15.996: 46.5218, 16.0487: 46.5254, 16.1178: 46.5473, 16.1833: 46.5473, 16.2578: 46.5436, 16.3323: 46.5628, 16.372: 46.5254, 16.5233"
P1709,Gas,Spain,Spain,Spain,http://bit.ly/2NyYUuU,Spain-Portugal Interconnector Gas Pipeline,,Enagás,Cancelled,,,,,,,,,86.00,72.75,86.00,53.44,28,,Zamora,,,Europe,Portuguese,,,Europe,,,"41.503290,-5.746940:41.741776,-6.559922"
P1710,Gas,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,https://www.gem.wiki/Brod-Zenica_Gas_Pipeline,Bosnia and Herzegovina–Croatia North Interconnector Gas Pipeline,"Brod-Zenica Gas Pipeline, Slobodnica- Bosanski Brod gas pipeline",BH-Gas d.o.o.,Proposed,,2027,,,,,,,146.00,114.79,146.00,90.72,20,,Brod,,,Europe,Zenica,,,Europe,,,"44.2027, 17.9072: 44.2395, 17.9892: 44.2689, 18.0194: 44.2991, 18.0511: 44.3292, 18.0789: 44.3577, 18.1073: 44.3869, 18.1391: 44.42, 18.1511: 44.4571, 18.1444: 44.4916, 18.1391: 44.5273, 18.1391: 44.6771, 18.159: 44.7155, 18.1656: 44.75, 18.1564: 44.7818, 18.1299: 44.8136, 18.106: 44.8467, 18.0822: 44.8759, 18.0596: 44.9117, 18.0318: 44.9461, 18.0185: 45.1404, 18.0063"
P1711,Gas,Slovenia,Slovenia,Slovenia,https://www.gem.wiki/%C5%A0empeter-Vodice_Gas_Pipeline,Šempeter-Vodice Gas Pipeline,,Plinovodi d.o.o.,Proposed,,2026,,,,,,,101.00,84.02,101.00,62.76,32,,Šempeter,,,Europe,Vodice,,,Europe,,,"45.928762,13.633655:45.887113,13.905210;45.887113,13.905210:45.894760,14.189347;45.894760,14.189347:46.189905,14.493541"
P1712,Gas,Croatia,Slovenia,"Croatia, Slovenia",https://www.gem.wiki/Umag-Plovanija-Koper_Gas_Pipeline,Umag-Plovanija-Koper Gas Pipeline,,Plinacro,Proposed,,2029,,,,,,,8.00,22.02,8.00,4.97,12,,Umag,,,Europe,Koper,,,Europe,,,"45.440657,13.515183:45.452989,13.624919:45.549234,13.726528"
P1714,Gas,Romania,Romania,Romania,https://www.gem.wiki/North%E2%80%93Vest_Romania_Pipeline,North–Vest Romania Pipeline,,Transgaz,Proposed,,2022,2025,2026,,,,,518.00,391.55,518.00,321.87,"15.8, 19.7, 27.6",,Horia,,,Europe,Mediesu Aurit,,,Europe,,,"46.1818, 21.3104873862884: 46.469, 21.4712101438267: 46.5444, 21.5010972950982: 46.627, 21.5139060742146: 46.6654, 21.5338308417289: 46.7878, 21.6206459001843: 47.0297, 21.9237870059381: 47.1336, 22.0063324713547: 47.1635, 22.1116490996448: 47.5281, 22.6808146477481: 47.6472, 22.7498240448933: 47.6903, 22.877491429612: 47.5948, 23.096007391964: 47.5608, 23.1476725721948: 47.368, 23.2598238170859: 47.2596, 23.4274206212491: 47.2294, 23.480345927827: 47.2243, 23.5622541403879: 46.9315, 23.8785959914015: 46.8886, 23.9460277922935; 47.2868, 22.3044098866697: 47.2706, 22.4826548241134: 47.2476, 22.5535476969603: 47.1342, 22.9765782943383"
P1715,Gas,Turkmenistan,Uzbekistan,"Turkmenistan, Uzbekistan",http://bit.ly/36ouXnK,Sovietabad-Khiva Pipeline,,,Operating,,,,,,,,,629.24,635.51,629.24,390.99,56,,Sovietabad,,,Eurasia,Khiva,,,Eurasia,,,"35.87555435,61.75182474:39.43365053,60.3560585:41.43153079,60.37476272"
P1717,Gas,Tajikistan,Russia,"Tajikistan, Turkmenistan, Uzbekistan, Russia",http://bit.ly/2RNwb6V,Dushanbe-Moscow Pipeline,,,Operating,,,,,,,,,,"3,213.03","3,213.03","1,996.48","26, 40, 48, 56",,,,,Eurasia,,,,Eurasia,,,"38.46825831,68.7861944:37.7253229,67.27575225:39.62264418,64.8261969:41.25139323,60.41016165:42.99730231,57.69582814:44.98360504,54.7800917:47.47472873,53.47240679:50.03006533,48.53998061:55.767378,37.693013"
P1718,Gas,Russia,Ukraine,"Russia, Ukraine",http://bit.ly/2uwyenM,Voronezh-Shebelenka Pipeline,,,Operating,,,,,,40.00,bcm/year,"662,620.00",316.47,326.09,316.47,196.65,,,Voronezh,,,Eurasia,Shebelenka,,,Europe,,,"51.30708157488067,38.70809269181278:50.01757005523895,37.62847822517484:49.15479957279011,35.79595264528217"
P1721,Gas,Russia,Russia,Russia,http://bit.ly/38MMCHx,Kovyktha Gas Pipeline,,,Operating,,,,,,,,,,"1,112.22","1,112.22",691.10,,Kovyktha gas field,Kovyktha gas field,,,Eurasia,,,,Eurasia,,,"54.44036768,106.9276857:52.81489211,103.6522847:52.24460401,104.0310109:51.83991787,103.4231621:51.59401886,103.5159837:51.66234512,106.0576575:52.25919365,107.2759863:52.29297276,112.976511"
P1723,Gas,Uzbekistan,Russia,"Uzbekistan, Kazakhstan, Russia",http://bit.ly/30Q7V84,Kungrad-Chelyabinsk Pipeline,,,Operating,,,,,,,,,,"2,058.28","2,058.28","1,278.96",40,,Kungrad,,,Eurasia,Chelyabinsk,,,Eurasia,,,"39.59094707,64.89037705:41.47309084,60.42323385:44.04577352,58.12456427:48.58217333,58.77147137:51.19905876,58.81406988:53.54124175,59.54650808:55.12748243,61.58121629"
P1728,Gas,Libya,Tunisia,"Libya, Tunisia",https://www.gem.wiki/Mellitah-G%C3%A1bes_Pipeline,Mellitah-Gábes Pipeline,,,Cancelled,,,,,,193.50,MMcf/d,"33,357.47",260.00,248.18,260.00,161.56,24,,Mellitah,,,Africa,Gábes,,,Africa,,,"33.67917454453751,10.16015520339233:33.12382718170904,11.36968954795432:32.75220050168888,12.57376119864669"
P1729,Gas,England,England,England,http://bit.ly/2RvATa8,Theddlethorpe-Killingholme Pipeline,,,Operating,,1990,,,,,,,52.00,46.67,52.00,32.31,"20, 30",,Easington,,,Europe,Mablethorpe and Sutton,,,Europe,,,"53.64206829,0.1365549686:53.4517632,-0.05180312584:53.33656406,0.2185249863"
P1731,Gas,England,England,England,https://www.gem.wiki/Murdoch_Field%E2%80%93Theddlethorpe_Gas_Pipeline,Murdoch Field–Theddlethorpe Gas Pipeline,,,Operating,,,,,,,,,180.00,172.86,180.00,111.85,26,,North Sea,,,Europe,Theddlethorpe,,,Europe,,,"54.19171227,2.240925035:	53.53689999,1.346598121:53.35127739,0.1959754984"
P1733,Gas,United Kingdom,Ireland,"Scotland, Ireland",https://www.gem.wiki/UK-Ireland_Interconnector_Gas_Pipeline,UK-Ireland Interconnector,Moffat-Dublin Pipeline,Gas Networks Ireland,Operating,,,,,,,,,285.88,271.16,285.88,177.64,"24, 30",,Moffat,,,Europe,Dublin,,,Europe,,,"53.5480, -6.084: 53.5757, -5.5951: 54.7130, -4.1923: 54.8126, -4.1237: 54.9128, -4.022: 54.9723, -3.8863: 54.9934, -3.8555: 55.0296, -3.8419: 55.0416, -3.7801: 55.071, -3.7538: 55.1049, -3.7409: 55.282, -3.4369"
P1735,Gas,Germany,Germany,Germany,https://www.gem.wiki/Steinitz-Bernau_Gas_Pipeline,Steinitz-Bernau Gas Pipeline,(part of the Berlin-Dornum pipeline),VNG,Operating,,,,,,,,,,165.03,165.03,102.54,,,Steinitz,Salzwedel,Sachsen-Anhalt,Europe,Bernau bei Berlin,Barnim,Brandenburg,Europe,,,"52.8296698,11.1113671:52.687518,13.544714"
P1737,Gas,United Kingdom,United Kingdom,United Kingdom,http://bit.ly/37Aqa4d,St. Fergus–Birmingham Pipeline,,,Operating,,,,,,,,,,460.70,460.70,286.27,36,,St. Fergus,,,Europe,Birmingham,,,Europe,,,"56.10782981,-4.149583358:55.31806453,-3.474430006:55.09902442,-2.893422975:53.01685701,-2.44183569:52.52119868,-1.481133537"
P1739,Gas,United Kingdom,United Kingdom,United Kingdom,https://www.gem.wiki/Isle_of_Grain%E2%80%93Bacton_Gas_Pipeline,Isle of Grain–Bacton Gas Pipeline,,,Operating,,,,,,,,,,214.69,214.69,133.40,,,Hickling,,,Europe,Holehaven Creek,,,Europe,,,"52.76510342,1.55140627:51.55736558,-0.05827397001:51.51734833,0.5283038154"
P1745,Gas,Russia,China,"Russia, China",https://www.gem.wiki/Prokopyevsky_%E2%80%93_Toutunhe_Pipeline,Prokopyevsky-Toutunhe Pipeline,中俄天然气管线西线,Gazprom,Proposed,,,,,,,,,,"1,088.15","1,088.15",676.14,,,Prokopyevsky District,,,Eurasia,Toutunhe,Ürümqi,Xinjiang,Asia Pacific,,,"53.79742175,86.94444686:44.01739435,87.40949857"
P1747,Gas,Russia,Russia,Russia,http://bit.ly/2U2wBZQ,Novorossisyk-Kranodar Pipeline,,,Operating,,,,,,,,,,110.28,110.28,68.53,,,Gorod Novorossiysk,,,Eurasia,Dal'niy,,,Eurasia,,,"44.78835016,37.77101111:	45.3952827,38.87941153"
P1748,Gas,Russia,Russia,Russia,http://bit.ly/2RvJ6Lv,Orenburg-Almetyevsk Pipeline,,,Operating,,,,,,,,,,490.89,490.89,305.03,,,Gorod Orenburg,,,Eurasia,Nizhnekamsky District,,,Eurasia,,,"51.70568953,55.48966335:	55.45885345,51.59138582"
P1749,Gas,Russia,Russia,Russia,http://bit.ly/2vs1RHo,Yaroslavl-Tver Pipeline,,,Operating,,,,,,,,,,292.46,292.46,181.73,,,Yaroslavsky District,,,Eurasia,Torzhoksky District,,,Eurasia,,,"57.72309801,39.70312648:57.00101664,35.02960304"
P1750,Gas,Russia,Ukraine,"Russia, Ukraine",http://bit.ly/36BeaxI,Rostovondon-Berdyansk Pipeline,,,Operating,,,,,,,,,,218.78,218.78,135.95,,,Myasnikovsky District,,,Eurasia,Berdyans'kyi district,,,Europe,,,"47.37051342,39.56608665:47.00319684,36.73008563"
P1751,Gas,Russia,Russia,Russia,http://bit.ly/3aziktg,Arba Field–Yakutsk Pipeline,Yakutsk Arba Field-Yakutsk Gas Pipeline,,Operating,,,,,,,,,,437.48,437.48,271.84,,Arba gas field,Arba gas field,,,Eurasia,Yakutsk,,,Eurasia,,,"63.22297209,125.8354816:63.48592752,128.884504:63.34411535,129.4983112:62.26369715,129.6854901:61.49225238,127.9139825"
P1752,Gas,Russia,Russia,Russia,http://bit.ly/38AiSNM,Surgut-Novokuznetsk Pipeline,,,Operating,,,,,,,,,,,,,40,,Surgut,,,Eurasia,Novokuznetsk,,,Eurasia,,,Unavailable
P1753,Gas,Russia,Russia,Russia,http://bit.ly/36kD2K1,Volgograd-Yaroslavl Pipeline,,,Operating,,,,,,,,,,"1,279.85","1,279.85",795.26,"48, 46",,Volgograd,,,Eurasia,Yaroslavl,,,Eurasia,,,"48.81500147,44.43511586:51.20264015,38.74912311:52.73883011,37.17734685:55.79270867,37.58387453:57.66752026,39.84488483"
P1754,Gas,Russia,Ukraine,"Russia, Ukraine",http://bit.ly/2S9hueD,Yelets-Kiev Pipeline,,,Operating,,,,,,,,,527.63,529.20,527.63,327.85,,,Yelets,,,Eurasia,Kiev,,,Europe,,,"52.73994560589244,37.22038603073925:50.41772065672868,30.55669007773148"
P1755,Gas,Russia,Russia,Russia,http://bit.ly/31ArVw0,Yamburg Gas Pipeline,,,Operating,,,,,,,,,,268.84,268.84,167.05,,,Yamburg,,,Eurasia,d16,,,Eurasia,,,"67.872047,76.92307253:65.46647117,76.52545202"
P1756,Gas,Russia,Ukraine,"Russia, Ukraine",http://bit.ly/2uH9JnO,Moscow-Kiev Gas Pipeline,,,Operating,,,,,,,,,,756.18,756.18,469.87,,,Moscow,,,Eurasia,Kiev,,,Europe,,,"55.76435872066528,37.49460269322804:50.41124603801808,30.53734404621391	"
P1757,Gas,Russia,Russia,Russia,http://bit.ly/37A2bSB,Volgograd-Vorenezh Pipeline,,,Operating,,,,,,,,,,477.34,477.34,296.60,,,Gorodishchensky District,,,Eurasia,Repyovsky District,,,Eurasia,,,"48.87652951,44.41189687:51.21561182,38.82128102"
P1763,Gas,United Kingdom,United Kingdom,United Kingdom,https://www.gem.wiki/Ravenspurn_Field%E2%80%93Dimlington_Gas_Pipeline,Ravenspurn Field–Dimlington Gas Pipeline,,,Operating,,,,,,,,,,52.18,52.18,32.42,,Ravenspurn North Gas Field ,North Sea,,,Europe,Skeffling,,,Europe,,,"53.95054421,0.7160444019:53.66018483,0.09418801566"
P1764,Gas,United Kingdom,United Kingdom,United Kingdom,https://www.gem.wiki/Britannia%E2%80%93St._Fergus_Pipeline,Britannia–St. Fergus Pipeline,,,Operating,,,,,,,,,185.00,167.38,185.00,114.95,28,,Britannia,,,Europe,St. Fergus,,,Europe,,,"57.98891800854678,0.6855192122400566:57.54538087436317,-2.001850441473713"
P1765,Gas,United Kingdom,United Kingdom,United Kingdom,https://www.gem.wiki/Valiant_Field%E2%80%93Theddlethorpe_Pipeline,Valiant Field–Theddlethorpe Pipeline,,,Operating,,,,,,,,,119.00,75.12,119.00,73.94,36,Field Valiant,North Sea,,,Europe,Theddlethorpe,,,Europe,,,"53.26811562,1.28868972:	53.37844669,0.1764932212"
P1770,Gas,Norway,Norway,Norway,http://bit.ly/2RAgyRc,Zeepine Gas Pipeline,,Gassco,Operating,,1993,,,,,,,,227.59,227.59,141.42,,,Sund Municipality,,,Europe,North Sea,,,Europe,,,"60.15112719,5.059276107:58.42147416,2.933527887"
P1771,Gas,Ukraine,Ukraine,Ukraine,http://bit.ly/36y8epw,Kiev-Uzhgorod Gas Pipeline,,,Operating,,,,,,,,,,175.31,175.31,108.93,,,Moskovska,,,Europe,Uzhhorods'kyi district,,,Europe,,,"48.5343018,26.0433006:47.8717995,25.7098999:47.7328987,25.8395004:47.4789009,26.1699009:47.4205017,26.1112003:47.1902008,26.1049995:47.158699,26.2038002"
P1773,Gas,Ukraine,Romania,"Ukraine, Romania",https://www.gem.wiki/Ukraine-Romania_Pipeline,Ukraine-Romania Gas Pipeline,,,Proposed,,2025,,,,,,,,104.80,104.80,65.12,28,,Volovets'kyi district,,,Europe,Mediesu Aurit,,,Europe,,,"48.74856717,23.15824845:47.8074164,23.08197578"
P1779,Gas,Bulgaria,Greece,"Bulgaria, Greece",https://www.gem.wiki/Sofia-Greece_Pipeline,Sofia-Greece Gas Pipeline,,,Operating,,,,,,,,,,185.97,185.97,115.56,,,Владимир,,,Europe,Tragilos,,,Europe,,,"42.44382598,23.08100136:40.81818473,23.61567614"
P1782,Gas,Ukraine,Ukraine,Ukraine,http://bit.ly/2Rz9xAl,Nikolayev-Kerch Pipeline,,,Operating,,,,,,,,,,496.32,496.32,308.40,,,Nikolayev,,,Europe,Kerch,,,Europe,,,"47.69617249,31.55722459:45.68522613,34.12299174:45.20213379,35.23127833:45.3400902,36.45047744"
P1783,Gas,Russia,Russia,Russia,http://bit.ly/37HvGSF,Piltun-Prigorodnoye Pipeline,,,Operating,,,,,,,,,637.00,699.92,637.00,395.81,24,,Piltun,,,Eurasia,Prigorodnoye,,,Eurasia,,,"46.6288694,142.9109287:46.682185,142.818832:46.771497,142.820892:46.773848,142.815399:46.786779,142.808189:46.810164,142.763214:46.828842,142.701931:46.862773,142.688885:46.878147,142.674809:46.933503,142.664852:46.952489,142.640476:46.969711,142.641678:47.013327,142.676182:47.030121,142.671633:47.058546,142.678757:47.074681,142.700729:47.279113,142.704678:47.287613,142.714977:47.309616,142.714291:47.318112,142.708797:47.345453,142.726479:47.414847,142.678328:47.455081,142.662191:47.475854,142.631292:47.486991,142.631636:47.498532,142.636871:47.513259,142.630262:47.516505,142.633867:47.556082,142.620134:47.559905,142.624683:47.57143,142.62125:47.587757,142.607346:47.611892,142.595158:47.633123,142.577219:47.638791,142.563314:47.665676,142.546062:47.699942,142.536364:47.754964,142.514648:47.821223,142.51173:47.835687,142.481003:47.87462,142.450619:47.9252,142.483149:47.941647,142.477312:47.977053,142.486925:48.025869,142.5107:48.083928,142.507181:48.139459,142.533445:48.169692,142.55619:48.17885,142.556276:48.182284,142.557907:48.200822,142.560053:48.245197,142.583399:48.351629,142.557907:48.372159,142.579193:48.39724,142.580395:48.40442,142.585287:48.418378,142.576361:48.430567,142.576532:48.468312,142.61095:48.492151,142.617216:48.511715,142.617559:48.529509,142.612238:48.542239,142.625456:48.557409,142.625198:48.571382,142.645712:48.576153,142.683306:48.585011,142.73901:48.662283,142.78965:48.67294,142.801666:48.74238,142.836857:48.875667,142.917881:48.891358,142.917881:48.91528,142.93745:48.945617,142.93848:48.989455,142.934704:48.998353,142.924061:49.123995,142.923031:49.167002,142.920284:49.256266,142.948437:49.282812,142.964401:49.388742,142.90638:49.41209,142.886639:49.468236,142.872906:49.478498,142.853165:49.518968,142.843723:49.547712,142.824497:49.609486,142.829475:49.621276,142.825356:49.698171,142.830334:49.747001,142.805786:49.768626,142.808876:49.820487,142.768364:49.861227,142.725792:49.924262,142.733002:49.986111,142.727165:50.023182,142.754974:50.196023,142.650948:50.45663,142.642021:50.533508,142.68528:50.610478,142.69352:50.750577,142.645111:50.778589,142.719269:50.848006,142.69043:50.894155,142.69249:51.049812,142.707939:51.075488,142.764931:51.235052,142.736778:51.351844,142.748108:51.441383,142.771454:51.735108,143.096237:51.748289,143.09761:51.820925,143.10688:51.843626,143.11203:51.877551,143.095894:51.892385,143.103447:51.917168,143.098984:51.942148,143.088684:51.952518,143.096924:51.975364,143.089027:52.087629,143.00972:52.135911,143.002338:52.148132,143.011951:52.179827,143.005257:52.218125,143.046627:52.229797,143.052807:52.34373,143.01693:52.43506,143.01884"
P1784,Gas,Russia,Russia,Russia,http://bit.ly/37Hwozj,Tyumen–A Sudshensk Pipeline,,,Operating,,,,,,,,,,"1,364.63","1,364.63",847.94,"48, 56",,Tyumen,,,Eurasia,A Sudshensk,,,Eurasia,,,"57.18571887,65.63336605:56.88409309,71.2144825:55.07612474,73.52049887:56.53960011,85.65094057"
P1785,Gas,Russia,Russia,Russia,http://bit.ly/2Guv2M0,Rostovondon-Novorossisyk Pipeline,,,Operating,,,,,,,,,,371.96,371.96,231.13,,,Rostovondon,,,Eurasia,Novorossisyk,,,Eurasia,,,"47.34669092,39.66340945:46.28955552,40.07652158:45.22979267,38.12972288:44.76858868,37.77390014"
P1788,Gas,United Kingdom,United Kingdom,United Kingdom,http://bit.ly/2O4oXdA,Scotland–North Ireland Pipeline (SNIP),,,Operating,,,,,,,,,135.00,140.29,135.00,83.89,24,,Twynholm,,Scotland,Europe,Islandmagee,,North Ireland,Europe,,,"54.85436245,-4.154952607:54.88133206,-4.690536422:54.64270679,-5.875288842:54.46505156,-6.112091245"
P1789,Gas,Libya,Libya,Libya,http://bit.ly/38ImzRx,Khoms-Melita Pipeline,,,Operating,,,,,,,,,25.00,249.58,25.00,15.53,35,,Khoms,,,Africa,Melita,,,Africa,,,"32.21030293,15.04123032:32.21720945,14.95581121:32.88312064,13.37044805:32.78685855,12.57453153"
P1791,Gas,Russia,Russia,Russia,http://bit.ly/2RuocMU,Orsk-Samara Pipeline,,,Operating,,,,,,,,,,615.27,615.27,382.31,"40, 48",,Orsk,,,Eurasia,Samara,,,Eurasia,,,"51.30016275,58.74489183:51.69932572,55.46977174:53.46108471,50.60420379"
P1792,Gas,Lithuania,Lithuania,Lithuania,http://bit.ly/2GuBtPq,Siauliai-Klaipeda Pipeline,,,Operating,,,,,,,,,,191.24,191.24,118.83,13,,Siauliai,,,Europe,Klaiped,,,Europe,,,"55.90390207,23.94390306:55.99719856,22.732938:55.62111573,21.02662828"
P1802,Gas,Russia,Russia,Russia,http://bit.ly/311S9XP,Timan–Pechora Basin Pipeline,,,Operating,,,,,,,,,,767.33,767.33,476.79,,,Timan–Pechora Basin,,,Eurasia,,,,Eurasia,,,"69.1804427,62.11672278:68.19678932,60.11156691:65.58260629,60.30967184:63.62953794,54.87416559"
P1804,Gas,Lithuania,Belarus,"Lithuania, Belarus",http://bit.ly/38IBECL,Minsk-Vilnius Gas Transmission Pipeline,,,Operating,,,,,,,,,,172.47,172.47,107.17,,,Minsk,,,Europe,Vilnius,,,Europe,,,"53.903171,27.556281:54.687943,25.272124"
P1805,Gas,Lithuania,Lithuania,Lithuania,http://bit.ly/2GvjE2v,Amber Grid Gas Transmission System,,Gazprom,Operating,,,,,,,,,"2,113.00","1,263.84","2,113.00","1,312.96",48,,,,,Europe,,,,Europe,,,"55.915837, 21.079140:55.705866, 21.381077:55.251577, 22.289893:55.077452, 22.741420:54.953390, 23.046634:54.553965, 23.358308;55.596993, 26.431319:54.846786, 25.472456:54.941873, 25.011802:55.043061, 24.955497:54.686355, 25.295470;54.686355, 25.295470:54.309123, 25.386139;55.043061, 24.955497:55.244360, 24.774201:55.733504, 24.366164:55.980913, 23.857481;55.980913, 23.857481:56.060239, 24.397152:56.201339, 24.755876;55.733504, 24.366164:55.809975, 23.548135:55.935436, 23.315317:55.997757, 22.936921:55.704874, 21.156511;55.997757, 22.936921:56.245598, 22.745934:56.317104, 22.903943;54.941873, 25.011802:54.773652, 24.812643:54.786780, 24.657129:54.857882, 24.429018:54.897397, 23.900476:54.953390, 23.046634;55.072467, 24.279857:54.857882, 24.429018:54.394617, 24.044330;55.389172, 24.762030:55.507588, 25.617721;56.201339, 24.755876:55.980913, 23.857481; 55.597, 26.433: 55.874, 26.5399"
P1806,Gas,United Kingdom,United Kingdom,United Kingdom,http://bit.ly/2uGm0ZO,Magnus Field-Brent Field Gas Pipeline,,,Operating,,,,,,,,,,601.45,601.45,373.72,20,,Magnus oil field,,,Europe,,,,Europe,,,"56.490708,-4.202642:
60.9,1.8"
P1810,Gas,Netherlands,France,"Netherlands, France",http://bit.ly/2U6A4Xb,Draupner Field–Dunkirk Gas Pipeline,,,Operating,,,,,,,,,326.00,315.75,326.00,202.57,42,,Draupner gas field,,,Europe,Dunkirk,,,Europe,,,"53.502043,4.662273:51.036957,2.370891"
P1811,Gas,United Kingdom,United Kingdom,United Kingdom,http://bit.ly/38TdiGC,Piper Field-Intersect E 32 Gas Pipeline,,,Operating,,,,,,,,,,,,,,,Piper Gas Field,,,Europe,,,,Europe,,,Unavailable
P1812,Gas,Norway,Germany,"Norway, Germany",http://bit.ly/2RAxQxE,Heimdal Field–Emden Gas Pipeline,,,Operating,,,,,,,,,,750.03,750.03,466.05,,,Heimdal gas field,,,Europe,Emden,,,Europe,,,"59.423522,1.805828:53.340982,7.023501"
P1813,Gas,United Kingdom,United Kingdom,United Kingdom,http://bit.ly/37BvqEE,Miller Field-St. Fergus Gas Pipeline,,,Operating,,,,,,,,,240.00,228.82,240.00,149.13,30,,Miller gas field,,,Europe,St. Fergus,,,Europe,,,"58.75,1.33:57.558333,-1.836389"
P1814,Gas,Norway,United Kingdom,"Norway, United Kingdom",http://bit.ly/2S51s55,Ormen Lange Field–Easington Gas Pipeline,,,Operating,,,,,,,,,"1,200.00","1,341.42","1,200.00",745.65,"42, 44",,Ormen Lange gas field,,,Europe,Easington,,,Europe,,,"65.677769,9.004911:54.783612,-1.351589"
P1815,Gas,United Kingdom,United Kingdom,United Kingdom,http://bit.ly/3aVZYD2,Alwyn Field–Frigg Field Gas Pipeline,,,Operating,,,,,,,,,111.00,115.27,111.00,68.97,24,,Alwyn gas field,,,Europe,Frigg gas field,,,Europe,,,"59.856062,1.127350:60.890580,1.105377"
P1816,Gas,United Kingdom,United Kingdom,United Kingdom,http://bit.ly/2GyeiUm,Central Graben–Teeside Gas Pipeline,,,Operating,,,,,,,,,402.00,397.70,402.00,249.79,36,,Central Garben,,,Europe,Teesside,,,Europe,,,"54.631497,-1.129498:57.723747,2.078510"
P1817,Gas,United Kingdom,United Kingdom,United Kingdom,http://bit.ly/2S01rzu,Trent Field–Bacton Gas Pipeline,,,Operating,,,,,,,,,166.00,168.60,166.00,103.15,24,,Trent gas field,,,Europe,Bacton,,,Europe,,,"52.849663,1.464780:54.360481,1.279628"
P1818,Gas,United Kingdom,United Kingdom,United Kingdom,http://bit.ly/2OaO5zt,Fulmar Field–St. Fergus Gas Pipeline,,,Operating,,,,,,,,,,384.09,384.09,238.66,20,,Fulmar gas field,,,Europe,St. Fergus,,,Europe,,,"57.557674,-1.839216:56.548760,4.214201"
P1821,Gas,United Kingdom,United Kingdom,United Kingdom,http://bit.ly/38TQ6YF,Elgin and Franklin Gas Fields–Bacton Pipeline,,,Operating,,,,,,,,,468.00,532.80,468.00,290.80,34,,Elgin and Franklin offshore gas fields,,,Europe,Bacton,,,Europe,,,"57.49697757,1.981956976:56.74262119,1.684131143:54.4540286,1.349007633:54.03010716,1.662922745:52.77719252,1.51799217"
P1824,Gas,Russia,Russia,Russia,http://bit.ly/3b9ri0O,Okha-Komsomolsk Gas Pipeline,,,Operating,,,,,,,,,,557.10,557.10,346.16,,,Okha,,,Eurasia,Ksmolsk,,,Eurasia,,,"53.569315,142.938492:52.192692,141.745167:52.003720,139.679738:50.602660,137.043019"
P1828,Gas,Algeria,Algeria,Algeria,https://www.gem.wiki/El_Aricha-Beni_Saf_Gas_Pipeline,El Aricha-Beni Saf Gas Pipeline,,Sonatrach,Construction,,2020,,,,4.50,bcm/year,"74,544.75",197.00,124.14,197.00,122.41,,,El Aricha,,Tlemcen,Africa,Beni Saf,,,Africa,,,"34.1767641,-1.2900539:35.2861743,-1.466983"
P1829,Oil,Algeria,Algeria,Algeria,https://www.gem.wiki/In_Amenas-Algerian-Tunisian_border_oil_pipeline,In Amenas-Alergian-Tunisian Border Oil Pipeline,,Sonatrach,Operating,,,,,,8.90,mtpa,"218,720.17",266.00,790.38,266.00,165.28,,,In Amenas,,Illizi,Africa,Algerian-Tunisian Border,,,Africa,,,"28.050,9.563:30.234,9.329:30.539,9.948:31.035,10.168:31.465,10.131:31.847,9.754:33.049,9.783:33.568,9.679:34.432,10.067:34.235,10.133"
P1831,Gas,Algeria,Algeria,Algeria,https://www.gem.wiki/Sougueur%E2%80%93Hadjret_En_Nouss_gas_pipeline,Sougueur-Hadjret En Nouss Gas Pipeline,,Sonatrach,Operating,,,,,,,,,270.00,274.99,270.00,167.77,42,,,,,Africa,,,,Africa,,,"35.190,1.505:35.380,2.387:35.693,2.810:36.470,2.554:36.565,2.241:36.515,2.106:36.573,2.057"
P1835,Gas,Algeria,Algeria,Algeria,https://www.gem.wiki/Hassi_R%27Mel-Skikda-El_Kala_gas_pipeline,Hassi R'Mel-Skikda-El Kala Gas Pipeline,,Sonatrach,Operating,,,,,,,,,784.00,685.27,784.00,487.16,48,,,,,Africa,,,,Africa,,,"32.9361073,3.2516514:36.8739242,6.8927595:36.8882698,8.4205565"
