ProjectID,Fuel,StartCountry,EndCountry,Countries,Wiki,Name,OtherNames,Owner,Status, CostUSD ,StartYear1,StartYear2,StartYear3,RetiredYear,Capacity,CapacityUnit,CapacityBOEd,KnownKm,EstimateKm,MergedKm,Lengthmi,Diameter (inch),Source,StartLocation,StartPrefecture/District,StartState/Province,StartRegion,EndLocation,EndPrefecture/District,EndState/Province,EndRegion,Expansions,Mainline,Route
P0182,Gas,USA,USA,USA,https://www.gem.wiki/Eastern_Shore_Gas_Pipeline,Eastern Shore Gas Pipeline,,"Chesapeake Utilities, 100.00%",Operating,,1959,,,,100.00,MMcf/d,"17,239.00",732.00,420.84,732.00,454.84,,"Transcontinental Gas Pipeline Company, Columbia Gas Transmission Company",,,Pennsylvania,North America,,,Delaware,North America,,,"40.075414,-76.037729:39.959447,-75.917140:39.602515,-75.757588:39.158258,-75.526468:38.742243,-75.604155:38.556343,-75.571346:38.457411,-75.576576:38.360190,-75.592808;38.742243,-75.604155:38.694096,-75.772191:38.635796,-75.861288:38.562713,-76.079465;38.635796,-75.861288:38.712549,-75.909308:38.772199,-76.074188;38.923749,-75.578375:38.909826,-75.429508:38.777334,-75.310331:38.689026,-75.389349:38.591379,-75.291557:38.517970,-75.234363:38.447453,-75.192147;39.606741,-75.833393:39.607059,-75.716625:39.578360,-75.589647;39.607059,-75.716625:39.787971,-75.697974;39.578360,-75.589647:39.294355,-75.634301"
P0184,Gas,USA,USA,USA,https://www.gem.wiki/El_Paso_Gas_Pipeline,El Paso Gas Pipeline,,"Kinder Morgan, 100.00%",Operating,,1997,,,,"5,600.00",MMcf/d,"965,384.00","16,415.00","3,751.00","16,415.00","10,199.81",,"San Juan, Permian and Anadarko basins",,,Texas,North America,,,California,North America,,,"37.242854,-107.334814:36.731695,-108.227469:36.197156,-108.221981;37.172862,-108.916856:36.731695,-108.227469:36.197156,-108.221981:36.254767,-109.062440:35.211381,-114.105170:34.819985,-114.165600:34.835772,-114.607805;34.819985,-114.165600:33.563702,-113.256492:33.641485,-114.514432;33.563702,-113.256492:33.430863,-112.668729:32.807475,-111.677218:32.219195,-110.968605:31.334293,-110.943891;32.219195,-110.968605:32.161090,-109.944135:31.346027,-109.578845;32.161090,-109.944135:31.897981,-106.425774:32.107610,-103.212279:31.425760,-100.740361;32.107610,-103.212279:32.904415,-102.355362:35.215922,-101.806040:35.238362,-100.350357;32.904415,-102.355362:36.197156,-108.221981"
P0185,Gas,USA,USA,USA,https://www.gem.wiki/AlaTenn_Gas_Pipeline,AlaTenn Gas Pipeline,,"American Midstream, 100.00%",Operating,,2002,,,,200.00,MMcf/d,"34,478.00",475.00,281.70,475.00,295.15,,,,,Tennessee,North America,,,"Mississippi, Alabama",North America,,,"35.169447,-88.591914:34.932238,-88.444977:34.759804,-88.111273:34.715294,-87.797683:34.769460,-87.544998:34.610411,-86.996190:34.442964,-86.945378;34.610411,-86.996190:34.630071,-86.903440:34.798838,-86.967303;34.630071,-86.903440:34.720539,-86.597963;34.932238,-88.444977:35.074214,-88.133308"
P0186,Gas,USA,USA,USA,https://www.gem.wiki/Enbridge_KPC_Gas_Pipeline,KPC Gas Pipeline,,"KPC Pipeline, 100.00%",Operating,,1995,,,,160.00,MMcf/d,"27,582.40","1,817.00",250.63,"1,817.00","1,129.03",,,,,Oklahoma,North America,Wichita,,Kansas,North America,,,"36.709697,-99.893885:37.670798,-97.339368"
P0187,Gas,USA,USA,USA,https://www.gem.wiki/Midla_Natchez_Pipeline,Midla Natchez Pipeline,,"American Midstream, 100.00%",Operating," $66,200,000.00 ",2017,,,,"5,000.00",MMcf/d,"861,950.00",83.70,82.03,83.70,52.01,12,,Winnsboro,,Louisiana,North America,Natchez,,Mississippi,North America,,,"32.106658,-91.735268:32.038829,-91.672943:31.853156,-91.668238:31.818921,-91.590879:31.617217,-91.59032:31.545374,-91.466498:31.495091,-91.420606"
P0188,Gas,USA,USA,USA,https://www.gem.wiki/UTOS_Gas_Pipeline,UTOS Gas Pipeline,,"Delfin LNG LLC, 100.00%",Operating,,1978,,,,"2,000.00",MMcf/d,"344,780.00",50.00,61.86,50.00,31.07,,,Gulf of Mexico,,,North America,,,"Louisiana, Alabama",North America,,,"29.244313,-93.424366:29.797601,-93.340601"
P0189,Gas,USA,USA,USA,https://www.gem.wiki/Fayetteville_Express_Gas_Pipeline,Fayetteville Express Gas Pipeline,,"ETP Legacy, Kinder Morgan",Operating," $1,010,000,000.00 ",2010,,,,"2,000.00",MMcf/d,"344,780.00",298.00,279.78,298.00,185.17,42,Fayetteville Gas Field,Conway County,,Arkansas,North America,Panola County,,Mississippi,North America,,,"35.354195,-92.620088:35.359989,-91.437345:35.334698,-91.280074:35.011404,-91.053481:34.440798,-90.567069:34.292539,-90.183586"
P0190,Gas,USA,USA,USA,https://www.gem.wiki/Florida_Gas_Transmission_Pipeline,Florida Gas Transmission Pipeline,,"Kinder Morgan, ETP Legacy",Operating,,1998,,,,"1,060.00",MMcf/d,"182,733.40","8,851.00","2,924.55","8,851.00","5,499.76",,,Port Lavaca,,Texas,North America,Miami,,Florida,North America,,,"28.615196,-96.624556:30.023261,-94.130665:30.946342,-89.785578:31.153415,-87.961853:30.228476,-81.843831:28.519646,-81.387904:28.437567,-80.811127:26.787576,-80.080542:25.765077,-80.204399;28.437567,-80.811127:27.955409,-82.407163:28.058473,-82.740878:27.963779,-82.780017;27.955409,-82.407163:27.801126,-82.337823:27.500668,-82.575408;27.955409,-82.407163:27.234804,-81.869542:26.644716,-81.861308;27.234804,-81.869542:26.787576,-80.080542;27.955409,-82.407163:30.228476,-81.843831"
P0191,Gas,Canada,Canada,Canada,https://www.gem.wiki/Foothills_System_Gas_Pipeline,Foothills System Gas Pipeline,,"TC Energy, 100.00%",Operating,,2006,,,,"2,920.00",MMcf/d,"503,378.80","1,240.00",639.66,"1,240.00",770.50,,Western Canadian Sedimentary Basin (WCSB),Caroline,,Alberta,North America,Monchy,,Saskatchewan,North America,,,"52.093796,-114.740600:51.693789,-114.026494:50.931554,-111.950084:50.993833,-110.027482:49.017547,-107.831939"
P0192,Gas,USA,USA,USA,https://www.gem.wiki/Garden_Banks_Gas_Pipeline,Garden Banks Gas Pipeline,,"Enbridge, 100.00%",Operating,,1997,,,,"1,000.00",MMcf/d,"172,390.00",84.00,628.73,84.00,52.20,30,Cardamom oil and gas field,Gulf of Mexico,,Gulf of Mexico,North America,Gulf of Mexico,,Gulf of Mexico,North America,,,"29.701301,-90.489062:28.939791,-90.780205:28.812326,-91.502561;29.691771,-91.192203:28.930190,-91.648141;29.718022,-91.414687:29.141520,-91.532795:29.143924,-91.865137;29.977701,-91.818450:29.167919,-92.018956:28.732870,-91.631640;30.210551,-92.032646:29.165489,-92.433652"
P0193,Gas,USA,USA,USA,https://www.gem.wiki/Gator_Express_Gas_Pipeline,Gator Express Gas Pipeline,,"Venture Global LNG, 100.00%",Proposed,,2022,2023,,,"3,800.00",MMcf/d,"655,082.00",43.00,40.65,43.00,26.72,42," Tennessee Gas Pipeline Company connections , Texas Eastern Transmission",,,,North America,Plaquemines LNG project,,Louisiana,North America,,,"29.6037,-89.910913:29.528991,-89.927097:29.47707,-89.920066:29.457576,-89.938844;29.602961,-89.909219:29.52958,-89.924707:29.476646,-89.917913:29.456498,-89.937936:29.428892,-89.879222"
P0194,Gas,Canada,USA,"Canada, USA",https://www.gem.wiki/Great_Lakes_Gas_Transmission_Pipeline,Great Lakes Gas Transmission Pipeline,,"TC Energy, 100.00%",Operating,,1967,,,,"2,400.00",MMcf/d,"413,736.00","3,403.00","1,600.95","3,403.00","2,114.53",,,Western Canada,,,North America,,,"Minnesota, Wisconsin, Michigan, Eastern Canada",North America,,,"49.005532,-97.207405:47.506160,-94.911268:47.368688,-93.664325:46.664221,-92.424766:46.095089,-88.416504:45.908121,-86.378546:46.112236,-85.469433:46.037931,-85.049211:45.795262,-84.722373:43.834653,-84.867735:42.821418,-82.488225;45.795262,-84.722373:46.512539,-84.357083"
P0195,Gas,USA,USA,USA,https://www.gem.wiki/Guardian_Gas_Pipeline,Guardian Gas Pipeline,,"ONEOK Partners, 100.00%",Operating,,2002,,,,750.00,MMcf/d,"129,292.50",229.00,183.92,229.00,142.29,,,Joliet,,Illinois,North America,Ixonia,,Wisconsin,North America,,,"41.527325,-88.117221:43.144336,-88.597425"
P0196,Gas,USA,USA,USA,https://www.gem.wiki/Gulf_Crossing_Pipeline,Gulf Crossing Pipeline,,"Boardwalk Pipeline Partners, 100.00%",Operating," $121,000,000.00 ",2009,,,,"1,726.00",MMcf/d,"297,545.14",568.10,459.81,568.10,353.00,42,"Barnett Shale, Texas; Caney/Woodford Shale, Oklahoma",Sherman,,Texas,North America,Perryville,,Louisiana,North America,,,"33.637126,-96.614579:33.859506,-95.794381:33.474336,-95.216231:32.709574,-92.007040"
P0197,Gas,USA,USA,USA,https://www.gem.wiki/Gulf_South_Gas_Pipeline,Gulf South Gas Pipeline,,"Boardwalk Pipeline Partners, 100.00%",Operating,,2008,,,,"2,700.00",MMcf/d,"465,453.00","11,651.65","3,857.92","11,651.65","7,240.00",,,,,Texas,North America,,,"Louisiana, Alabama, Mississippi, Florida",North America,,,"29.0485269,-96.6346756:29.5147567,-95.8446096:30.1723654,-95.4772646:32.1744186,-94.5829576;30.1723654,-95.4772646:32.4946695,-92.1429576:29.9918115,-91.8298906:29.7035957,-91.2339256:30.4509053,-91.1894086:29.9833856,-90.1045516:29.6629307,-89.9631456:29.1881048,-89.2751696:29.1800489,-89.2930856:29.3837138,-89.6144786:29.6048837,-90.7419936:29.9708126,-90.1062026;29.7035957,-91.2339256:29.1606268,-91.7091276;30.4509053,-91.1894086:30.4272654,-88.9382896:30.6839222,-88.0690396:30.8020222,-87.7395366;30.8020222,-87.7395366:30.6757603,-87.4031236;30.8020222,-87.7395366:31.0118281,-87.2644646;30.6839222,-88.0690396:30.9254772,-88.6078866:31.266538,-88.8908276:31.340496,-89.3316976:32.3066636,-90.1941676:32.3507945,-90.8945896:32.5115365,-92.1091216;32.2959116,-90.1947966:31.242855,-90.4832306:30.4269144,-91.2138646;32.5121155,-92.1207946:32.9880033,-93.4666626:32.4878615,-94.0613406:32.7747144,-96.6871166;30.0045656,-91.8362176:30.5075573,-93.4951966:31.1820081,-93.2875346;32.1744186,-94.5829576:32.5040085,-92.1132416"
P0198,Gas,USA,USA,USA,https://www.gem.wiki/Coastal_Bend_Header_Pipeline,Coastal Bend Header Pipeline,,"Boardwalk Pipeline Partners, 100.00%",Operating," $690,000,000.00 ",2018,,,,"1,420.00",MMcf/d,"244,793.80",106.00,72.42,106.00,65.87,,,Wharton and Brazoria Counties,,Texas,North America,Wharton and Brazoria Counties,,Texas,North America,,,"29.31994,-95.989049:29.250707,-95.883694:29.22604,-95.725311:29.129039,-95.48723:29.122209,-95.398484:29.0494,-95.341632"
P0199,Gas,USA,USA,USA,https://www.gem.wiki/Gulfstream_Natural_Gas_Pipeline,Gulfstream Natural Gas Pipeline,,"Williams Companies, 50.00%, Spectra Energy, 50.00%",Operating,,2002,,,,"1,310.00",MMcf/d,"225,830.90","1,199.00","1,127.47","1,199.00",745.02,,,Mobile County,,Alabama,North America,,,Florida,North America,,,"30.421916,-88.883977:30.302256,-88.855158:30.312931,-88.337433:30.405956,-88.287313:30.153945,-88.406103:27.596469,-83.206770:27.598908,-82.764576:27.664004,-82.603220:27.778889,-82.542114:27.877570,-82.576108;27.778889,-82.542114:27.656755,-81.815757:28.169465,-81.841163:28.257805,-81.615944;27.656755,-81.815757:27.642883,-81.510703:27.382529,-81.081543:27.319101,-80.824737:27.155485,-80.679168:26.954470,-80.492118:26.683618,-80.210593"
P0200,Gas,USA,USA,USA,https://www.gem.wiki/High_Island_Offshore_Gas_Pipeline_System,High Island Offshore Gas Pipeline System,,"Genesis Energy, 100.00%",Operating,,1978,,,,"1,800.00",MMcf/d,"310,302.00",462.00,142.04,462.00,287.07,,,Gulf of Mexico,,,North America,,,Gulf of Mexico,North America,,,"29.416369,-93.746523:28.844173,-93.912697:28.696754,-94.241401;28.844173,-93.912697:28.629265,-93.944760;28.844173,-93.912697:28.834982,-93.743418"
P0201,Gas,USA,USA,USA,https://www.gem.wiki/Horizon_Gas_Pipeline,Horizon Gas Pipeline,,"Kinder Morgan, Southern Company",Operating,,2002,,,,380.00,MMcf/d,"65,508.20",117.00,104.34,117.00,72.70,,,Joliet,,Illinois,North America,McHenry County,,Illinois,North America,,,"41.526811,-88.107608:42.456708,-88.286091"
P0202,Gas,Canada,Canada,Canada,https://www.gem.wiki/Horn_River_Gas_Pipeline,Horn River Gas Pipeline,,"TC Energy, 100.00%",Cancelled,,,,,,"1,000.00",MMcf/d,"172,390.00",100.00,669.97,100.00,62.14,,Horn River play,Horn River Basin,,British Columbia,North America,B.C. coast,,British Columbia,North America,,,"58.831376,-122.705541:54.579073,-130.461893"
P0203,Gas,USA,USA,USA,https://www.gem.wiki/Houston_Gas_Pipeline_(HPL)_System,Houston Gas Pipeline (HPL) System,,"ETP Legacy, 100.00%",Operating,,,,,,"5,300.00",MMcf/d,"913,667.00","6,116.00","2,024.15","6,116.00","3,800.31",,,Multiple,,Texas,North America,Multiple,,Texas,North America,,,"33.632786,-96.772354:32.472563,-95.344132:29.859566,-95.344132:27.790358,-97.442526:26.943988,-98.285743;27.790358,-97.442526:29.394019,-98.582368;29.394019,-98.582368:29.754904,-95.362889;29.394019,-98.582368:27.800280,-99.460794;29.394019,-98.582368:30.295604,-97.747957;29.859566,-95.344132:30.532471,-96.023109:30.295604,-97.747957"
P0204,Gas,USA,USA,USA,https://www.gem.wiki/Independence_Trail_Natural_Gas_Pipeline,Independence Trail Natural Gas Pipeline,,"Enterprise Products Partners, 100.00%",Operating,,2007,,,,"1,000.00",MMcf/d,"172,390.00",216.00,154.06,216.00,134.22,,West Delta Block 68,West Delta Block 68,,Gulf of Mexico,North America,Mississippi Canyon Block 920,,Gulf of Mexico,North America,,,"28.888329,-89.786071:28.004469,-88.572087"
P0205,Gas,Canada,USA,"Canada, USA",https://www.gem.wiki/Iroquois_Gas_Pipeline,Iroquois Gas Pipeline,,"TC Energy, Dominion Energy",Operating,,1992,,,,500.00,MMcf/d,"86,195.00",669.00,571.79,669.00,415.70,,Canadian Mainline,Waddington,,New York,North America,Bronx,,New York,North America,,,"44.864747,-75.204424:43.454040,-75.281334:43.029878,-74.852873:41.402706,-73.534524:41.277951,-73.022292:40.903283,-73.206318:40.848782,-73.865656"
P0206,Gas,USA,USA,USA,https://www.gem.wiki/Jonah_Gas_Gathering_Pipeline_System,Jonah Gas Gathering Pipeline System,,"Enterprise Products Partners, 100.00%",Operating,,1999,,,,"2,400.00",MMcf/d,"413,736.00",220.00,169.32,220.00,136.70,,Jonah and Pinedale fields,Sublette County,,Wyoming,North America,Opal,,Wyoming,North America,,,"42.804170,-109.960434:42.563907,-109.619858:42.271926,-110.026352:42.186509,-110.163681;42.271926,-110.026352:41.943946,-110.004755:41.769957,-110.324592"
P0207,Gas,USA,USA,USA,https://www.gem.wiki/Kern_River_Gas_Pipeline,Kern River Gas Pipeline,,"Berkshire Hathaway, 100.00%",Operating,,1991,,,,"1,760.00",MMcf/d,"303,406.40","2,702.00","1,261.12","2,702.00","1,678.94",,,Opal,,Wyoming,North America,Daggett,,California,North America,,,"41.769957,-110.324592:41.270134,-110.967073:40.766123,-111.943842:40.766123,-111.943842:37.107525,-113.586381:36.277992,-115.150604:35.693502,-115.395055:34.881942,-117.059489:35.322893,-118.794887:35.416403,-118.842271:35.474024,-119.011878;35.322893,-118.794887:35.244434,-119.051709:35.353157,-119.275561"
P0208,Gas,USA,USA,USA,https://www.gem.wiki/Tallgrass_Interstate_Gas_Transmission,Tallgrass Interstate Gas Transmission,,"Tallgrass Energy, 100.00%",Operating,,1927,,,,830.00,MMcf/d,"143,083.70","8,208.00","5,438.83","8,208.00","5,100.21",,,Wyoming,,,North America,,,"Missouri, Nebraska",North America,,,"38.597903,-94.555309:38.736749,-94.559755:38.761019,-94.533081:38.82339,-94.528635:38.844169,-94.515298:38.854556,-94.430829:38.94797,-94.408601;38.329868,-98.972112:38.361248,-99.016569:38.486633,-99.021014:38.580528,-99.083254:38.643057,-99.114374:38.722876,-99.127711:38.816463,-99.207734:38.837243,-99.216625:39.034354,-99.212179:39.127531,-99.283311:39.179243,-99.287756:39.409758,-99.278865;39.23436,-99.283311:39.23436,-99.109928:39.217141,-99.052134:39.17235,-98.985449;38.456177,-99.929048:38.459659,-99.622295:38.473582,-99.36889:38.470101,-99.01768;38.806937,-99.271085:38.810401,-99.199954;38.417872,-99.680089:38.456177,-99.680089;38.602246,-99.551164:38.46314,-99.546718;38.470101,-99.271085:38.431804,-99.275531;38.051211,-97.750656:37.875961,-97.741764;38.149168,-101.811802:38.577922,-100.740389:38.979944,-99.909043:39.328133,-99.41557:39.427789,-99.411124:39.749834,-99.291091:40.004859,-99.291091:40.008265,-99.259971:40.028693,-99.259971:40.076334,-99.268862:40.103543,-99.299982:40.320823,-99.295536:40.493468,-99.35333:40.534027,-99.366667:40.706125,-99.362222:40.706125,-99.148828:41.142799,-99.153274:41.172924,-99.162165:41.3734,-99.54005:41.403418,-99.633409;40.810517,-99.682312:40.672415,-99.682312;40.709495,-99.148828:40.662299,-99.055468;39.251576,-99.52449:39.368528,-99.8757;39.375401,-99.697872:39.292875,-99.653415:39.323834,-99.533381;39.687427,-99.284422:39.677162,-99.11104:39.663474,-99.071028:39.653207,-98.857635:39.622394,-98.804286;39.755816,-99.288868:39.766068,-99.026571:39.796816,-99.008789;39.690848,-99.311096:39.694269,-99.568947:39.786568,-99.715655:39.800232,-99.764558:39.813893,-99.809015:39.830965,-99.84458:39.817308,-99.933494:39.817308,-100.124659:39.854859,-100.200236;39.813893,-99.804569:39.868509,-99.800123;39.783152,-99.711209:39.885568,-99.702318:39.95376,-99.49337;40.110344,-99.297759:40.130741,-99.466696:40.171518,-99.511153:40.21906,-99.55561:40.266568,-99.648969;40.986936,-98.278582:41.171251,-98.131874:41.358385,-98.065189:42.088359,-98.07408:42.157605,-98.238571:42.226775,-98.354159:42.364887,-98.54977:42.460074,-98.656467:42.466633,-98.754272:42.463354,-98.843186:42.512529,-98.896535;42.08506,-98.07408:42.299157,-97.820675:42.309021,-97.794001:42.29258,-97.749544:42.18067,-97.576162;41.707817,-98.065189:41.810621,-97.856241:41.903335,-97.66063:41.986002,-97.478357:41.995914,-97.398334:41.995914,-97.016004:41.95956,-96.962655;41.9298,-97.59839:41.969477,-97.651739:42.002522,-97.678413:42.045455,-97.905144;41.9298,-97.59839:41.810621,-97.536151:41.671298,-97.536151;40.987775,-98.274137:41.024678,-98.149657:41.12522,-98.016286;40.765918,-98.411953:40.772652,-98.154103:40.846679,-98.04296:40.850042,-97.985166:40.86013,-97.825121:40.856767,-97.647293:40.927342,-97.638402;40.647965,-98.389725:40.55683,-98.29192;40.647965,-98.389725:40.698542,-98.194114:40.701912,-98.145211:40.688429,-98.122983:40.058473,-97.651739:40.004008,-97.647293:39.997197,-97.794001;40.506146,-98.07408:40.560207,-98.029623:40.580469,-97.767327:40.610851,-97.713979:40.634471,-97.438345;40.624349,-97.874024:40.573716,-97.874024;40.580469,-97.767327:40.550074,-97.611728:40.458806,-97.389443;40.550074,-97.611728:40.6176,-97.611728;37.43601,-101.157173:37.946111,-101.166064:38.044209,-101.166064:38.490982,-100.961562:38.518814,-100.970454:38.675169,-100.970454:38.845034,-100.894877:39.107698,-100.894877:39.341887,-100.890431:39.575293,-100.885985:39.616401,-100.859311:39.770339,-100.868203:40.259783,-100.143553:40.324212,-100.001291:40.344546,-99.934606:40.351322,-99.801235:40.456269,-99.338882:40.486706,-99.063248:40.52051,-98.867638:40.645435,-98.387502;37.548885,-101.157173:37.548885,-101.103825;37.900521,-101.219413:37.92858,-101.161619:37.935593,-101.054922;38.490982,-100.961562:38.082711,-100.974899:37.974153,-101.068259;38.27492,-101.054922:38.27492,-100.970454;38.486633,-100.962674:38.490112,-101.082708:38.490112,-101.385015:38.469231,-101.571734:38.462269,-101.7629:38.691653,-101.749562:38.722876,-101.776237:38.878786,-101.767345:38.906467,-101.722888;39.065427,-101.078262:39.065427,-100.895988:39.155116,-100.824857;39.065427,-100.891542:39.093036,-100.829303:39.106836,-100.784846:39.110286,-100.615909:39.13098,-100.580343:39.117184,-100.331384:39.017086,-100.095762;39.013632,-100.095762:38.892628,-100.091317;39.330712,-100.887097:39.33415,-100.451418:39.371965,-100.402515;39.330712,-100.700377:39.371965,-100.700377;39.533304,-100.522549:39.533304,-100.620355:39.45783,-100.744834:39.444098,-100.887097;39.392582,-100.887097:39.389146,-100.989348:39.399453,-101.011576:39.354779,-101.051588:39.358216,-101.673986:39.670319,-101.825139:39.755816,-101.820694:39.766068,-101.718443:39.762651,-100.864868;39.354779,-101.522832:39.313516,-101.518386;39.728468,-101.500603:39.762651,-101.496158;39.820722,-101.011576:39.762651,-101.011576;39.766068,-101.345004:39.800232,-101.34945;39.762651,-101.189404:39.796816,-101.19385;39.673741,-101.825139:39.677162,-101.936282;39.748125,-101.818471:39.748125,-101.862928:39.799378,-101.862928:39.795962,-102.03631:39.925639,-102.196355:39.925639,-102.338618:39.983572,-102.467543:40.095892,-102.485326:40.116294,-102.560903:40.119693,-102.707611:40.167272,-102.783188:40.174066,-102.86321:40.174066,-103.165518:40.475717,-103.165518:40.543318,-103.201083:40.732238,-103.147735:40.74908,-103.085495:40.74908,-102.996581:40.779385,-102.907667:41.058209,-102.903222:41.111824,-102.961016:41.182126,-102.92545:41.172087,-103.023255:41.128569,-103.223312:41.071617,-103.530065:41.051505,-103.681219:41.031386,-103.823481:40.99113,-103.983527:40.977706,-104.205812:40.954208,-104.677056:40.930701,-104.699284:40.347087,-104.725958;39.969945,-102.445314:39.912,-102.445314;39.925639,-102.196355:39.983572,-102.196355:39.993791,-102.209692:40.065278,-102.209692:40.061875,-102.343063:40.072082,-102.41864:40.092491,-102.48088;40.058473,-102.343063:40.000602,-102.343063;40.170669,-102.921004:40.133291,-102.921004;40.177463,-103.165518:40.177463,-103.258878;40.607476,-103.178855:40.607476,-103.063267;40.634471,-103.174409:40.661456,-103.267769:40.685058,-103.303335:40.712022,-103.294443:40.728869,-103.143289;40.374187,-103.912395:40.326754,-103.965744:40.306416,-103.87683:40.245363,-103.885721:40.194444,-103.925732;40.112894,-102.552011:40.174066,-102.54312:40.258935,-102.494217:40.299635,-102.41864:40.380961,-102.414195:40.458806,-102.374183:40.523045,-102.303052:40.539939,-102.267486:40.570339,-102.267486:40.587222,-102.316389:40.624349,-102.529783:40.651338,-102.654262:40.658083,-102.778742:40.651338,-102.916559:40.772652,-102.921004;40.221606,-102.512:40.225,-102.609805;40.658083,-102.769851:40.698542,-102.774296;41.07832,-102.102996:41.07832,-102.174127:41.081671,-102.552011:41.044799,-102.640925:41.044799,-102.898776;41.044799,-102.778742:41.101774,-102.792079:41.152005,-102.827645:41.17878,-102.92545:41.228952,-102.912113:41.309147,-102.907667:41.399249,-102.903222:41.505876,-102.929896;41.115173,-103.009918:41.115173,-102.95657;40.846679,-99.957946:40.786117,-99.971283:40.695171,-99.980174:40.614226,-100.055751:40.543318,-100.095762:40.465571,-100.100208:40.435123,-100.122436:40.269112,-100.126882;41.98848,-97.457239:42.057834,-97.448348;40.892064,-98.368608:40.915585,-98.288585;39.693413,-99.544495:39.648928,-99.553387;39.689992,-99.397787:39.652351,-99.411124;39.925639,-100.633692:39.782298,-100.478092;40.536561,-98.793172:40.593974,-98.793172;41.803993,-97.869578:41.667977,-97.709533;38.487503,-100.961562:38.473582,-100.877094:38.473582,-100.441415;41.995088,-97.279411:41.928973,-97.283857;42.503516,-104.98492:42.431369,-104.904898:42.319705,-104.744853:42.221013,-104.487002:42.115572,-104.149129:42.016561,-103.944627:41.943855,-103.704559:41.672128,-102.966573:41.519192,-102.957681:41.299128,-102.495329:41.225608,-102.353066:41.07832,-102.104107:41.091723,-101.93517:41.111824,-101.748451:41.131918,-101.623971:41.12522,-101.359452:41.128569,-101.212744:41.162047,-101.030471:41.162047,-100.745946:41.108474,-100.563672:41.031386,-100.363616:40.937418,-100.181342:40.850042,-99.967948:40.81304,-99.711209:40.806311,-99.551164:40.809676,-99.364445:40.809676,-99.168834:40.829862,-99.039909:40.893744,-98.804286:40.947492,-98.60423:40.960922,-98.546436:40.957565,-98.430848:40.994486,-98.364162:40.987775,-98.275248:40.853405,-98.301922:40.614226,-98.408619:40.502765,-98.524207:40.309806,-98.719818:39.758379,-99.293313:39.402888,-99.279976:39.306636,-99.097703:39.168904,-98.670915:39.151668,-98.493087:39.048166,-98.106312:39.034354,-97.741764:39.003268,-97.463908:38.954884,-97.1616:38.934138,-97.041567:38.899548,-96.992664:38.889168,-96.832619:38.847631,-96.71703:38.781816,-96.259123:38.757552,-96.080184:38.729813,-95.875682:38.71247,-95.680071:38.695123,-95.444449:38.677772,-95.199935:38.653474,-94.968759:38.63264,-94.879845:38.629167,-94.36859"
