source,source_iso,source_lat,source_lng,target,target_iso,target_lat,target_lng,project_name,project_id,project_lat,project_lng,dollars,megawatts,year,era,institution,sponsor,url,phase,construction,generator,turbine,boiler
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Kien Luong Coal Plant (4400MW),384,10.23225,104.5989,,4400,2100,cancelled,PowerChina,"Sinohydro (PowerChina), Tan Tao",https://www.gem.wiki/Kien_Luong_power_station,PH384.01,,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Maheshkhali power station - PowerChina (1320MW),383,21.62313,91.90369,,1320,2100,cancelled,PowerChina,Bangladesh Power Development Board (PDB) SEPCO (PowerChina),https://www.gem.wiki/Maheshkhali_power_station_(PowerChina),PH383.01,Shandong Electric Power Construction Co (SEPCO),,,
China,CN,35.86166,104.195397,Greece,GR,39.074208,21.824312,Meliti Coal Plant Expansion (450MW),365,40.8114,21.6014,,450,2100,cancelled,SinoMach,"PPC, CMEC (SinoMach)",https://www.gem.wiki/Florina_(Meliti)_Power_Station,PH365.01,,,,
China,CN,35.86166,104.195397,Botswana,BW,-22.328474,24.684866,Mmamabula Coal Plant (1200MW),174,-23.6093,26.77495,,1200,2100,cancelled,Bank of China (BOC),"Glendal Trading, Jindal Group",https://www.gem.wiki/Mmamabula_Energy_Project,PH174.01,,,,
South Korea,KR,35.907757,127.766922,Philippines,PH,12.879721,121.774017,Naga Power Complex Unit 3 (200 MW),180,10.21755,123.7606,170000000,200,2100,cancelled,KEPCO,SPC Power Corporation,https://www.gem.wiki/Naga_power_complex,PH180.01,,,,
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Nishat Rahim Yar Khan Power plant (660MW),360,28.935,70.941,,660,2100,cancelled,China Development Bank,"Nishat Group, China TBEA",https://www.gem.wiki/Nishat_Rahim_Yar_Khan_power_station,PH360.01,,,,
China,CN,35.86166,104.195397,Oman,OM,21.512583,55.923255,Oman's OPWP Coal-Fired IPP (1800MW),230,19.66167,57.70472,,1800,2100,cancelled,PowerChina,,https://www.gem.wiki/Al-Duqum_Independent_Water_and_Power_Project,PH230.01,Hebei Electric Power Design and Research and Ningxia Electric Power Design Institute (PowerChina),,,
China,CN,35.86166,104.195397,Oman,OM,21.512583,55.923255,Oman's OPWP Coal-Fired IPP (1800MW),230,19.66167,57.70472,,1800,2100,cancelled,PowerChina,,https://www.gem.wiki/Al-Duqum_Independent_Water_and_Power_Project,PH230.01,Hebei Electric Power Design and Research and Ningxia Electric Power Design Institute (PowerChina),,,
China,CN,35.86166,104.195397,Montenegro,ME,42.708678,19.37439,Pljevlja II lignite power plant (254MW),128,43.33457,19.32714,,254,2100,cancelled,PowerChina,,https://www.gem.wiki/Pljevlja_Power_Station,PH128.01,PowerChina,,,
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Rahim Yar Khan Power plant (1320MW),136,28.935,70.941,,1320,2100,cancelled,TBD,,http://bit.ly/2syBRat,PH136.01,,,,
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Riau-1 Coal Plant (600 MW),140,-0.52622,101.969,,600,2100,cancelled,China Huadian,"NewCo - (49%) BlackGold, China Huadian (51%) Indonesian partners (Samantaka Batubara (SB), Pembangkitan Jawa-Bali (PJB) and PLN Batubara (PLN BB)",https://www.gem.wiki/Riau_Kemitraan_power_station,PH140.01,China Huadian Engineering Co Ltd (CHEC),,,
Japan,JP,36.204824,138.252924,Myanmar,MM,21.913965,95.956223,Toyo-Thai (Inn Din) Coal Plant (1280MW),166,15.3,97.96667,,1280,2100,cancelled,Japan Bank for International Cooperation (JBIC),Toyo Thai (stalled),https://www.gem.wiki/Inn_Din_power_station,PH166.01,,,,
Japan,JP,36.204824,138.252924,Mongolia,MN,46.862496,103.846656,Ulaanbaatar CHP5 Power Plant (463.5MW),169,47.92595,107.0495,,463.5,2100,cancelled,Japan International Cooperation Agency (JICA),"GDF Suez, Sojitz, POSCO and Newcom",https://www.gem.wiki/Ulaanbaatar_Thermal_Power_Plant_No._5,PH169.01,,,,
Japan,JP,36.204824,138.252924,Mongolia,MN,46.862496,103.846656,Ulaanbaatar CHP5 Power Plant (463.5MW),169,47.92595,107.0495,,463.5,2100,cancelled,Japan Bank for International Cooperation (JBIC),"GDF Suez, Sojitz, POSCO and Newcom",https://www.gem.wiki/Ulaanbaatar_Thermal_Power_Plant_No._5,PH169.01,,,,
China,CN,35.86166,104.195397,Russia,RU,61.52401,105.318756,Ussuriysk Coal Plant (226MW),377,43.78291,132.0369,,226,2099,on hold,EnergyChina,,https://www.gem.wiki/Ussuriysk_power_station,PH377.01,EnergyChina,,,
China,CN,35.86166,104.195397,Ukraine,UA,48.379433,31.16558,Slavyansk power station (660MW),390,48.872,37.76567,479007200,660,2100,cancelled,Bank (undisclosed),Donbassenergo,https://www.gem.wiki/Slavyansk_power_station,PH390.01,Dongfang Electric,,,
India,IN,20.593684,78.96288,Sri Lanka,LK,7.873054,80.771797,Trincomalee Coal Power Station,400,8.486111,81.3,,600,2100,cancelled,NTPC,TBD,https://www.gem.wiki/Sampur_power_station,PH400.01,,,,
China,CN,35.86166,104.195397,Russia,RU,61.52401,105.318756,Erkovetskaya power station,403,50.316,128.447,,8000,2100,cancelled,State Grid,"Inter RAO (majority), SGCC",https://www.gem.wiki/Erkovetskaya_power_station,PH403.01,,,,
