tag-id,animal-id,animal-taxon,deployment-comments,tag-comments
229,229,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
230,230,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
231,231,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
232,232,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
233,233,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
234,234,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
235,235,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
236,236,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
237,237,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
238,238,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
239,239,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
240,240,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
241,241,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
242,242,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
243,243,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
244,244,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
245,245,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
246,246,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
247,247,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
248,248,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
249,249,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
250,250,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
251,251,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
252,252,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
253,253,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
254,254,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
255,255,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
256,256,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
257,257,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
258,258,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
259,259,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
260,260,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
261,261,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
262,262,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
263,263,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
264,264,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
265,265,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
266,266,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
267,267,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
268,268,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
269,269,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
270,270,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
271,271,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
272,272,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
273,273,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
274,274,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
275,275,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
276,276,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
277,277,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
278,278,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
279,279,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
280,280,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
281,281,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
282,282,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
283,283,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
284,284,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
285,285,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
286,286,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
287,287,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
288,288,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
289,289,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
290,290,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
291,291,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
292,292,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
293,293,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
294,294,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
295,295,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
296,296,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
297,297,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
298,298,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
299,299,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
300,300,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
301,301,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
302,302,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
303,303,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
304,304,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
305,305,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
306,306,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
307,307,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
308,308,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
309,309,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
310,310,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
311,311,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
312,312,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
313,313,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
314,314,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
315,315,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
316,316,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
317,317,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
318,318,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
319,319,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
320,320,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
321,321,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
322,322,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
323,323,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
324,324,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
325,325,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
326,326,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
327,327,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
328,328,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
329,329,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
330,330,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
331,331,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
332,332,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
333,333,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
334,334,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
335,335,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
336,336,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
337,337,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
338,338,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
339,339,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
340,340,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
341,341,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
342,342,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
343,343,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
344,344,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
345,345,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
346,346,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
347,347,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
348,348,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
349,349,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
350,350,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
351,351,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
352,352,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
353,353,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
354,354,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
355,355,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
356,356,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
357,357,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
358,358,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
359,359,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
360,360,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
361,361,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
362,362,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
363,363,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
364,364,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
365,365,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
366,366,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
367,367,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
368,368,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
369,369,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
370,370,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
371,371,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
372,372,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
373,373,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
374,374,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
375,375,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
376,376,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
377,377,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
378,378,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
379,379,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
380,380,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
381,381,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
382,382,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
383,383,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
384,384,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
385,385,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
386,386,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
387,387,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
388,388,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
389,389,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
390,390,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
391,391,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
392,392,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
393,393,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
394,394,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
395,395,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
396,396,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
397,397,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
398,398,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
399,399,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
400,400,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
401,401,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
402,402,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
403,403,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
404,404,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
405,405,Myotis daubentoni,individual flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair1_indA,pair1_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair1_indB,pair1_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair10_indA,pair10_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair10_indB,pair10_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair11_indA,pair11_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair11_indB,pair11_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair12_indA,pair12_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair12_indB,pair12_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair13_indA,pair13_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair13_indB,pair13_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair14_indA,pair14_indA,Myotis daubentoni,"paired flight (coordinated, chase); free-flying bats with timestamps normalized for analysis",no tags used; trajectories obtained using 2D videogrammetry
pair14_indB,pair14_indB,Myotis daubentoni,"paired flight (coordinated, chase); free-flying bats with timestamps normalized for analysis",no tags used; trajectories obtained using 2D videogrammetry
pair15_indA,pair15_indA,Myotis daubentoni,"paired flight (coordinated, chase); free-flying bats with timestamps normalized for analysis",no tags used; trajectories obtained using 2D videogrammetry
pair15_indB,pair15_indB,Myotis daubentoni,"paired flight (coordinated, chase); free-flying bats with timestamps normalized for analysis",no tags used; trajectories obtained using 2D videogrammetry
pair16_indA,pair16_indA,Myotis daubentoni,"paired flight (coordinated, chase); free-flying bats with timestamps normalized for analysis",no tags used; trajectories obtained using 2D videogrammetry
pair16_indB,pair16_indB,Myotis daubentoni,"paired flight (coordinated, chase); free-flying bats with timestamps normalized for analysis",no tags used; trajectories obtained using 2D videogrammetry
pair17_indA,pair17_indA,Myotis daubentoni,"paired flight (coordinated, chase); free-flying bats with timestamps normalized for analysis",no tags used; trajectories obtained using 2D videogrammetry
pair17_indB,pair17_indB,Myotis daubentoni,"paired flight (coordinated, chase); free-flying bats with timestamps normalized for analysis",no tags used; trajectories obtained using 2D videogrammetry
pair18_indA,pair18_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair18_indB,pair18_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair19_indA,pair19_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair19_indB,pair19_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair2_indA,pair2_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair2_indB,pair2_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair20_indA,pair20_indA,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair20_indB,pair20_indB,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair21_indA,pair21_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair21_indB,pair21_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair22_indA,pair22_indA,Myotis daubentoni,"paired flight (coordinated, chase); free-flying bats with timestamps normalized for analysis",no tags used; trajectories obtained using 2D videogrammetry
pair22_indB,pair22_indB,Myotis daubentoni,"paired flight (coordinated, chase); free-flying bats with timestamps normalized for analysis",no tags used; trajectories obtained using 2D videogrammetry
pair23_indA,pair23_indA,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair23_indB,pair23_indB,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair24_indA,pair24_indA,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair24_indB,pair24_indB,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair25_indA,pair25_indA,Myotis daubentoni,"paired flight (coordinated, chase); free-flying bats with timestamps normalized for analysis",no tags used; trajectories obtained using 2D videogrammetry
pair25_indB,pair25_indB,Myotis daubentoni,"paired flight (coordinated, chase); free-flying bats with timestamps normalized for analysis",no tags used; trajectories obtained using 2D videogrammetry
pair26_indA,pair26_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair26_indB,pair26_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair27_indA,pair27_indA,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair27_indB,pair27_indB,Myotis daubentoni,paired flight (coordinated); free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair28_indA,pair28_indA,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
pair28_indB,pair28_indB,Myotis daubentoni,paired flight; free-flying bats with timestamps normalized for analysis,no tags used; trajectories obtained using 2D videogrammetry
