"�..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"SYR91643","12-June-2021",2021,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-)","","Civilians (Syria)","Opposition Rebels (Syria); Health Workers (Syria); National Police Forces; Sultan Suleiman Shah Brigade (Syria)","Middle East","Syria","Aleppo","Afrin","Afrin","Afrin",36.511,36.865,"Facebook; Liveuamap; SOHR; SNHR; GardaWorld","Local partner-Other","On 12 June 2021, regime forces shelled Al Shefa hospital in Afrin city in Aleppo countryside with artillery and rockets, killing 21 people including seventeen civilians, including two children, five women, three of them are medics, a doctor, and a Sultan Suleiman Shah Brigade commander and two other members, as well as a National Police officer, and injuring twenty three others. Conflicted reports suggests more fatalities.",21
"SYR92671","15-July-2021",2021,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-)","","Civilians (Syria)","Health Workers (Syria); Aid Workers (Syria)","Middle East","Syria","Aleppo","Afrin","Afrin","Afrin",36.511,36.865,"Liveuamap; SNHR; SOHR; SY24; Facebook","Local partner-Other","On 15 July 2021, regime forces shelled an INGO supported hospital and residential areas in Afrin city in Aleppo countryside with artillery and rockets, killing at least a dozen of civilians, including a child, and 4 hospital staff members, and injuring others, including two children and three women, and a midwife. The shelling resulted in destroying the hospital. Fatalities coded to 12.",12
"SYR92828","17-July-2021",2021,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Ariha","Ehsem","Ehsem",35.721,36.556,"SNHR; Jisr; SY24; Liveuamap; SOHR; Airwars","Local partner-Other","On 17 July 2021, regime forces shelled the outskirts of Ehsem in Idleb using artillery and rocket fire, killing 4 women including a nurse, and 3 children, and wounding 9 other civilians. A woman died on 19th July from her wounds. A girl died on 6th August from her wounds. 9 fatalities.",9
"SYR94421","08-September-2021",2021,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Ariha","Ehsem","Marayan",35.743,36.561,"Airwars; White Helmets; SNHR; SOHR; Liveuamap","Local partner-Other","On 8 September 2021, regime forces shelled Marayan town in Idleb countryside targeting a doctor's house which serves as a medical point with a laser guided shell, killing his wife, and seriously injuring his child. The medical point was destroyed, and went out of service.",1
"SYR96114","30-October-2021",2021,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Dara","As Sanamayn","As Sanamayn","As-Sanamayn",33.071,36.183,"SOHR; SY24; Facebook","Other-New media","On 30 October 2021, an unidentified armed group detonated an IED against the vehicle of a doctor who is the wife of a retired colonel currently occupying the position of deputy president of the football association in Syria, on the road between As-Sanamayn and Jbab in Dar'a governorate near a Syrian regime checkpoint. As a result, the doctor was seriously injured and no fatalities were reported.",0
"THA7011","23-March-2010",2010,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Thailand)","","Civilians (Thailand)","Government of Thailand (2008-2011); Health Workers (Thailand)","Southeast Asia","Thailand","Nonthaburi","Mueang Nonthaburi","Bang Kraso","Nonthaburi",13.861,100.515,"HRW","Other","On 23 March 2010, two grenades were fired by unidentified men at the Ministry of Public Health building in Nonthaburi city (MN, Nonthaburi) shortly after a cabinet meeting discussing the Internal Security Act.",0
"THA2042","28-May-2014",2014,"Explosions/Remote violence","Remote explosive/landmine/IED","RKK: Runda Kumpulan Kecil","","Civilians (Thailand)","Health Workers (Thailand)","Southeast Asia","Thailand","Pattani","Khok Pho","Makrut","Makrut",6.731,101.123,"Bangkok Post; Deep South Watch (CSCD)","Local partner-Other","Ten people were injured, three of them seriously, and more than 50 vehicles damaged by a bomb that exploded in the car park of Khok Pho Hospital in Pattani's Khok Pho district. The bomb was believed to have been planted in a motorcycle by RKK separatists.",0
"THA2719","22-May-2017",2017,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Thailand)","","Civilians (Thailand)","Health Workers (Thailand)","Southeast Asia","Thailand","Bangkok","Phra Nakhon","Sao Chingcha","Bangkok",13.754,100.501,"Nation (Thailand)","National","An explosion carried out by an unknown group targeted a hospital near the Victory Monument in Bangkok, injuring 25 patients who were waiting to have prescriptions filled.",0
"UKR7988","07-August-2018",2018,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2014-2019)","","NAF: United Armed Forces of Novorossiya","Health Workers (Ukraine); Civilians (Ukraine)","Europe","Ukraine","Donetsk","Donetskyi","Donetska","Donetsk",48.015,37.801,"Novorossia Today; Interfax; Donetsk News Agency; Sputnik News Service","Subnational-Regional","On 7 August 2018, on the Donetsk axis, an Ural truck with two NAF military female medics on its way to provide medical aid to a civilian was hit by an anti-tank missile fired from Military Forces of Ukraine's 93rd brigade positions. All the people inside, including a driver, were killed.",3
"UKR19717","08-May-2019",2019,"Explosions/Remote violence","Grenade","NAF: United Armed Forces of Novorossiya","Donbass People's Militia","Civilians (Ukraine)","Health Workers (Ukraine)","Europe","Ukraine","Donetsk","Donetskyi","Donetska","Donetsk - Kalininskyi",48.005,37.84,"Sprotyv","National","As reported on 8 May, a DPR rebel threw a grenade in an office of a chief doctor of a hospital in Kalininskyi district of Donetsk. The DPR rebel died, the doctor was severely wounded.",1
"UKR22763","08-July-2019",2019,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2014-2019)","","Civilians (Ukraine)","Health Workers (Ukraine)","Europe","Ukraine","Donetsk","Kalmiuskyi","Novoazovska","Khreshchatytske",47.235,37.926,"OSCE SMM-Ukraine; DPR Armed Forces Press Service","Other","On 8 July, the Ukrainian Forces fired 152mm artillery, 120mm and 82mm mortars at Khreshchatytske, Donetsk. A civilian day-time clinic was damaged.",0
"UKR40350","08-July-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Ukraine)","","Military Forces of Ukraine (2014-2019)","Health Workers (Ukraine)","Europe","Ukraine","Donetsk","Volnovaskyi","Olhynska","Novotroitske",47.716,37.592,"HALO Trust; Priamyi","National","On 8 July 2019, a military medic was wounded after stepping on a landmine near Novotroitske, Donetsk.",0
"UKR32395","01-February-2020",2020,"Explosions/Remote violence","Shelling/artillery/missile attack","NAF: United Armed Forces of Novorossiya","","Military Forces of Ukraine (2019-)","Health Workers (Ukraine)","Europe","Ukraine","Luhansk","Sievierodonetskyi","Hirska","Novotoshkivske",48.723,38.635,"JFO HQ press centre; Ministry of Defence of Ukraine; Sprotyv","Other-National","On 1 February, the NAF rebel forces fired 120mm mortars and heavy machine guns at the governmental positions near Novotoshkivske, Luhansk, killing one Ukrainian combat medic. During the day, two Ukrainian soldiers were wounded at unspecified locations.",1
"EGY6734","25-May-2015",2015,"Explosions/Remote violence","Shelling/artillery/missile attack","Unidentified Armed Group (Egypt)","","Civilians (Egypt)","Health Workers (Egypt)","Northern Africa","Egypt","North Sinai","Rafah","","Rafah",31.288,34.237,"Daily News (Egypt)","National","Unidentified shelling in the North Sinai town of Rafah on Monday evening left a nurse dead and her daughter injured.",1
"BFO4403","02-March-2021",2021,"Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims","","Civilians (Burkina Faso)","Health Workers (Burkina Faso); Labour Group (Burkina Faso)","Western Africa","Burkina Faso","Sahel","Soum","Pobe-Mengao","Gaskinde",13.913,-1.634,"L'Observateur Paalga; Sahel Security Alerts; Aujourd8; Infowakat; AFP; Sidwaya; Xinhua; Facebook; Actu Burkina; Wakat Sera; Signal","New media-National","On 2 March 2021, an ambulance struck an IED near Gaskinde (Pobe-Mengao, Soum). Six people were killed in the explosion, among them an ambulance driver, a pregnant woman and a child. The device was likely planted by JNIM militants.",6
"BFO5601","15-October-2021",2021,"Explosions/Remote violence","Air/drone strike","Military Forces of Burkina Faso (2015-)","","Civilians (Burkina Faso)","Health Workers (Burkina Faso)","Western Africa","Burkina Faso","Sahel","Yagha","Mansila","Tepare",13.186,0.539,"Undisclosed Source","Local partner-Other","On 15 October 2021, a Burkinabe air force helicopter fired gunshots against a medical center in the village of Tepare (Mansila, Yagha). Health workers at the site fled to take cover. There were no casualties, although the facility was riddled with bullets.",0
"VEN5202","18-September-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Gang and/or Colectivo","","Civilians (Venezuela)","Health Workers (Venezuela)","South America","Venezuela","Zulia","Maracaibo","","Maracaibo",10.667,-71.612,"Diario Panorama","Subnational","On 18 September 2020, in Maracaibo, Zulia state, members of a suspected organized criminal group threw an explosive toward the clinic Paraiso. 3 people were injured during the explosion. There are no reports on the identity of the perpetrators nor crime motivation. No fatalities.",0
"YEM33404","27-March-2015",2015,"Explosions/Remote violence","Air/drone strike","Operation Decisive Storm","","Civilians (Yemen)","Health Workers (Yemen)","Middle East","Yemen","Sanaa","Sanhan","","Hospital 48",15.253,44.252,"Twitter; Youthstand47; Al Mayadin; Yemeni Archive; Afaq TV; Yemen Data Project","Local partner-National","On 27 March 2015, Saudi-led coalition airstrikes hit Hospital 48 just south of the Yemeni capital (Sanhan, Sanaa), killing three and injuring others.",3
"YEM51533","05-April-2015",2015,"Explosions/Remote violence","Air/drone strike","Operation Decisive Storm","","Civilians (Yemen)","Health Workers (Yemen); Labour Group (Yemen)","Middle East","Yemen","Sadah","Razih","","Shiarah",16.937,43.278,"Twitter; Yemeni Archive","Other-New media","On 5 April 2015, Saudi-led coalition airstrikes reportedly targeted a hotel and Al Ahli Hospital in Shiarah area in northwestern Yemen (Razih, Sadah), at least injuring several people.",0
"YEM51534","16-April-2015",2015,"Explosions/Remote violence","Air/drone strike","Operation Decisive Storm","","Civilians (Yemen)","Health Workers (Yemen)","Middle East","Yemen","Sadah","Saadah","","Sadah - Ar Rahmah Hospital",16.939,43.754,"Non14 News; 26 September News; Yemeni Archive; Twitter; Yemen Data Project","Local partner-National","On 16 April 2015, Saudi-led coalition airstrikes reportedly hit As Salam commercial complex and a doctors' residence of Ar Rahmah Hospital in Sadah city in northwestern Yemen. At least one was reported injured in the doctors' residence, with other sources reporting fatalities.",0
"YEM52086","26-April-2015",2015,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2015-2016) Supreme Revolutionary Committee","","Civilians (Yemen)","Health Workers (Yemen)","Middle East","Yemen","Taizz","Salh","","Taizz - Ath Thawrah",13.586,44.024,"Asharq AlAwsat","International","On 29 April 2015, pro-Houthi forces reportedly fired a tank shells at Ath Thawrah Hospital (Salh, Taizz), destroying the intensive care unit and injuring at least a nurse and a patient. No fatalities reported.",0
"YEM34558","28-April-2015",2015,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope","","Civilians (Yemen)","Health Workers (Yemen); Government of Yemen (2015-2016) Supreme Revolutionary Committee; Muslim Group (Yemen)","Middle East","Yemen","Amran","Al Qaflah","","Al Qaflah",16.319,43.768,"Mwatana; Yemen Data Project; 26 September News","Local partner-National","Coalition airstrikes reportedly targeted the government compound, a hospital and the great mosque of Qaflah district. The attack wounded four civilians.",0
"YEM34538","07-May-2015",2015,"Explosions/Remote violence","Shelling/artillery/missile attack","Unidentified Armed Group (Yemen)","","Civilians (Yemen)","Health Workers (Yemen)","Middle East","Yemen","Amanat al Asimah","Shuaub","","Sanaa - Sawan",15.38,44.234,"Al Sjl; Yemen Data Project","Local partner-National","A doctor was reportedly killed by a mortar shell dropped in her house located in Sawan area.",1
"YEM51535","08-May-2015",2015,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope","","Civilians (Yemen)","Health Workers (Yemen)","Middle East","Yemen","Amran","Al Qaflah","","Al Qaflah",16.319,43.768,"Twitter; Yemeni Archive","Other-New media","On 8 May 2015, Saudi-led coalition airstrikes reportedly hit Al Mudariyah Hospital, a government building and residents' houses in Al Qaflah area of Amran governorate. Significant damages were reported and at least an elderly woman was reported injured in the hospital.",0
