"ï..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"BGD10711","19-June-2011",2011,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","","South Asia","Bangladesh","Rajshahi","Chapai Nababganj","Shibganj","Shibganj",24.685,88.156,"United News of Bangladesh","National","On June 19, in Chatrajitpur union in Shibganj Upazila (Nawabganj, Rajshahi), an unidentified actor threw a hand bomb at a crowded polling station, injuring 4 people.",0
"BGD10855","05-July-2011",2011,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","Students (Bangladesh)","South Asia","Bangladesh","Dhaka","Dhaka","Uttara","Dhaka - Uttara",23.867,90.404,"United News of Bangladesh","National","On July 5, in the Phulbaria area of Dhaka city (Dhaka, Dhaka), unidentified actors threw bombs at a student for unknown reasons, leaving him injured.",0
"BGD10945","12-July-2011",2011,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","Journalists (Bangladesh)","South Asia","Bangladesh","Khulna","Narail","Narail Sadar","Narail",23.155,89.495,"Daily Star (Bangladesh)","National","On July 11, unidentified men threw bombs at the residence of the president of the Kalia press club, in Narail, injuring him and his wife.",0
"BGD11092","02-August-2011",2011,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","BNP: Bangladesh Nationalist Party","South Asia","Bangladesh","Khulna","Jhenaidah","Maheshpur","Maheshpur",23.319,88.856,"Daily Star (Bangladesh)","National","On Aug 2, a union parishad chairman, also local BNP leader and a former UP chairman were injured in a bomb attack by unidentified militants in front of sub-register office in Moheshpur upazila town.",0
"BGD11116","03-August-2011",2011,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","BNP: Bangladesh Nationalist Party","South Asia","Bangladesh","Khulna","Jhenaidah","Maheshpur","Maheshpur",23.319,88.856,"New Nation (Bangladesh)","National","On 3 August, unidentified armed men hurled a bomb and injured two BNP UP chairman in Jhenaidah. This incident occurred in front of Sub register office of Mheshpur upazila town in Jhenaidah.",0
"BGD11142","07-August-2011",2011,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","","South Asia","Bangladesh","Khulna","Khulna","Khulna Sadar","Khulna",22.81,89.564,"United News of Bangladesh","National","On August 7, in Khulna city (Khulna, Khulna), two unidentified men threw bombs at local businesses for unknown reasons, leaving one person seriously injured.",0
"BGD11265","03-September-2011",2011,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","","South Asia","Bangladesh","Dhaka","Dhaka","Savar","Savar",23.849,90.25,"Daily Star (Bangladesh)","National","On Sep 3, four people were injured in a bomb explosion on the Bangladesh Livestock Research Institute (BLRI) in Savar upazlia, Dhaka. The culprits behind the attack are unknown.",0
"BGD11553","12-October-2011",2011,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","Labour Group (Bangladesh)","South Asia","Bangladesh","Khulna","Jessore","Sharsha","Benapole",23.047,88.906,"United News of Bangladesh","National","On Oct 12, a workers' union leader was killed and another seriously injured in a bomb attack at the upazila sadar, Benapole. The culprits behind the attack are unknown.",1
"BGD11558","12-October-2011",2011,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","AL: Bangladesh Awami League","South Asia","Bangladesh","Khulna","Meherpur","Mujib Nagar","Mujibnagar",23.649,88.592,"United News of Bangladesh","National","On Oct 10, unidentified armed men hurled three bombs when a local leader of Awami League along with others was taking tea at Rashikpur village in Mujibnagar upazila. No one was hurt in the attack.",0
"BGD11752","16-November-2011",2011,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","","South Asia","Bangladesh","Rajshahi","Pabna","Santhia","Santhia",24.053,89.562,"Daily Star (Bangladesh)","National","On Nov 16, two children were injured when a bomb went off at Bonogram Kamarpara in Santhia upazila, Pabna. The culprits who placed the bomb are unknown.",0
"BGD11848","01-December-2011",2011,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","Jubo League","South Asia","Bangladesh","Khulna","Jessore","Abhaynagar","Abhaynagar",23.028,89.425,"United News of Bangladesh","National","On Dec 1, two people, including a local Jubo League leader, were injured in a bomb attack at Noapara Taltola industrial town in Abhoynagar upazila. The culprits behind the attack are unknown.",0
"BGD11853","01-December-2011",2011,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","Jubo League","South Asia","Bangladesh","Barisal","Barguna","Barguna Sadar","Taltali",22.029,90.06,"Financial Express (Bangladesh)","National","Two people, including a local Jubo League (JL) leader, were injured in a bomb attack at Noapara Taltola industrial town in Abhoynagar upazila Thursday night. Five to six unidentified armed activists on two motorbikes came to a hotel in the area where Reza was taking tea and hurled a bomb at him, leaving Reza and Rajibul critically injured.",0
"BGD11883","09-December-2011",2011,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","JCD: Bangladesh Jatiotabadi Chatra Dal; Students (Bangladesh)","South Asia","Bangladesh","Khulna","Khulna","Khulna Sadar","Khulna",22.81,89.564,"United News of Bangladesh","National","On Dec 9, a Jatiyatabadi Chhatra Dal leader was critically injured in a bomb attack at Gollamari zero point in Khulna city by unidentified men.",0
"BGD11887","10-December-2011",2011,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","JCD: Bangladesh Jatiotabadi Chatra Dal; Students (Bangladesh)","South Asia","Bangladesh","Khulna","Khulna","Khulna Sadar","Khulna",22.81,89.564,"Daily Star (Bangladesh)","National","On Dec 10, a Jatiyatabadi Chhatra Dal (JCD) leader was critically injured in a bomb attack at Gollamari zero point in Khulna city by unidentified men.",0
"BGD11927","17-December-2011",2011,"Explosions/Remote violence","Remote explosive/landmine/IED","BNP: Bangladesh Nationalist Party","","","","South Asia","Bangladesh","Khulna","Jessore","Sharsha","Sharsha",23.066,88.97,"Daily Star (Bangladesh)","National","On Dec 17, four bombs went off at a market in Sarsha upazila, Jessore, during the day-long hartal enforced in the district by local BNP, protesting the killing of Jhikorgachha upazila unit president in Gazipur. No damage or casualty was reported.",0
"BGD12011","28-December-2011",2011,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","AL: Bangladesh Awami League","South Asia","Bangladesh","Khulna","Kushtia","Mirpur","Mirpur",23.937,88.998,"United News of Bangladesh","National","On Dec 28, 5 people, including an AL leader, were injured when an unidentified group threw bombs at a fare in Amla in Mirpur upazila.",0
"BGD12016","29-December-2011",2011,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","ASL: Bangladesh Awami Swechchasebak League","South Asia","Bangladesh","Dhaka","Dhaka","","Dhaka",23.71,90.407,"Daily Star (Bangladesh)","National","On Dec 29, a leader of Awami Swechhasebak League was killed in a bomb attack in the Dhaka's Badda area by unidentified militants.",1
"BGD12015","29-December-2011",2011,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","AL: Bangladesh Awami League","South Asia","Bangladesh","Khulna","Kushtia","Mirpur","Mirpur",23.937,88.998,"Daily Star (Bangladesh)","National","On Dec 29, three leaders and activists of Awami League and one of its associate bodies were injured in bomb blasts in Mirpur upazila of the district Kushtia. The bomb was planted by unidentified militants.",0
"BGD12021","30-December-2011",2011,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","BNP: Bangladesh Nationalist Party","South Asia","Bangladesh","Khulna","Jessore","Abhaynagar","Abhaynagar",23.028,89.425,"Daily Star (Bangladesh)","National","On Dec 30, a BNP leader and his relative were injured in a bomb attack in Noapara of Abhoynagar upazila by unidentified armed men.",0
"BGD12024","30-December-2011",2011,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","","South Asia","Bangladesh","Khulna","Meherpur","Meherpur Sadar","Meherpur",23.777,88.63,"Daily Star (Bangladesh)","National","On Dec 30, three people were injured as three masked men stormed a house at Dighirpara in Meherpur town, Kushtia, and threw a bomb at them. The reason for attack is unknown.",0
"BGD12111","11-January-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","","South Asia","Bangladesh","Rangpur","Dinajpur","Parbatipur","Parbatipur",25.664,88.931,"Daily Star (Bangladesh)","National","On 11 January, a teenage boy was killed and another critically injured as an abandoned bomb went off in Parbatipur upazila in Dinajpur in Rangpur.",1
"BGD12307","08-February-2012",2012,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","","South Asia","Bangladesh","Dhaka","Dhaka","Khilgaon","Dhaka - Khilgaon",23.757,90.464,"United News of Bangladesh","National","On 8 February, a man hurled a bomb at a tea stall in Dhaka city's Khilgaon, leaving a CNG driver severely injured by splinters.",0
"BGD12315","09-February-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","","South Asia","Bangladesh","Khulna","Jessore","Sharsha","Benapole",23.047,88.906,"United News of Bangladesh","National","On 9 February, six people were injured in bomb attack by drug peddlers in Shankarpur area of Jessore town in Jessore, Khulna.",0
"BGD12450","28-February-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","Labour Group (Bangladesh)","South Asia","Bangladesh","Khulna","Jessore","Jhikargacha","Jhikargachha",23.111,89.091,"United News of Bangladesh","National","On 28 February, two construction workers were injured in a bomb blast in Jhikargachha upazila in Jessore, Khulna.",0
"BGD12498","07-March-2012",2012,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Bangladesh)","","Police Forces of Bangladesh (2009-)","","South Asia","Bangladesh","Khulna","Jessore","Jessore Sadar","Jessore",23.17,89.214,"New Nation (Bangladesh)","National","On March 7, group of unidentified assailants hurled a bomb at a passport office injuring two law enforcers, at Jessore city.",0
"BGD12527","12-March-2012",2012,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","","South Asia","Bangladesh","Khulna","Chuadanga","Jibannagar","Jibannagar",23.424,88.826,"United News of Bangladesh","National","On 12 March, an unidentified group hurled a bomb at businessman Nasir Sarkar, 55, when he was sitting at his brick field at Dehati village in Jibannagar in Chuadanga in Khulna, leaving him dead.",1
"BGD12790","25-April-2012",2012,"Explosions/Remote violence","Grenade","Police Forces of India (2004-2014) Border Security Force","","Civilians (Bangladesh)","Cattle Traders (Bangladesh)","South Asia","Bangladesh","Khulna","Jessore","Sharsha","Benapole",23.047,88.906,"United News of Bangladesh","National","On 25 April, Indian BSF threw five powerful grenades from across the border into Bangladesh territory at a group of cattle traders sending a panic wave in several frontier villages in Benapole in Sharsha, Jessore.",0
"BGD15255","01-May-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","JSD: Jatiyatabadi Swechchhasebak Dal","","Civilians (Bangladesh)","BNP: Bangladesh Nationalist Party","South Asia","Bangladesh","Dhaka","Dhaka","Paltan","Dhaka - Paltan",23.736,90.414,"South Asia Terrorism Portal","Other","On May 1, activists of Jatiyatabadi Swechchhasebak Dal exploded two bombs near the BNP headquarters in the Dhaka's Nayapaltan area. No one was injured in the explosion.",0
"BGD12847","04-May-2012",2012,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","BNP: Bangladesh Nationalist Party","South Asia","Bangladesh","Khulna","Jessore","Abhaynagar","Abhaynagar",23.028,89.425,"United News of Bangladesh","National","On 4 May, a BNP leader was killed as an unidentified group hurled bombs on him in Abhoynagar upazila in Jessore, Khulna.",1
"BGD12899","13-May-2012",2012,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","Jubo League","South Asia","Bangladesh","Dhaka","Gopalganj","Kashiani","Gopalganj",23.167,89.917,"Financial Express (Bangladesh)","National","On May 14, a local Jubo League leader was killed in an explosion when unidentified activists hurled bombs at his house at Arpara village in Gopalganj Sadar Upazila, Dhaka.",1
"BGD12915","18-May-2012",2012,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","Journalists (Bangladesh)","South Asia","Bangladesh","Dhaka","Dhaka","Tejgaon","Dhaka - Tejgaon",23.763,90.39,"United News of Bangladesh","National","On 18 May, an unidentified group hurled a hand bomb near the printing press of the daily Amar Desh at Tejgaon industrial area in Dhaka, Dhaka on Friday night.",0
"BGD12930","20-May-2012",2012,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","PCP: Parbatya Chattagram Pahari Chhatra Parishad; Students (Bangladesh)","South Asia","Bangladesh","Chittagong","Rangamati","Rangamati Sadar","Rangamati",22.643,92.192,"Daily Star (Bangladesh)","National","On 20 May, at least 14 activists of Pahari Chhatra Parishad (PCP), a students' group of hill districts, were injured in Rangamati town in Rangamati, Chittagong, as unidentified assailants hurled a bomb at them.",0
