"character","char_popular","costume","rank","issue","char_costume","parameter","value"
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,195,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,195,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,195,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,196,"Nightcrawler (costumed)   ","speech",23
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,196,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,196,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,196,"Nightcrawler (costumed)   ","depicted",7
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,197,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,197,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,197,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,197,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,198,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,198,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,198,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,198,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,199,"Nightcrawler (costumed)   ","speech",4
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,199,"Nightcrawler (costumed)   ","thought",7
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,199,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,199,"Nightcrawler (costumed)   ","depicted",6
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,200,"Nightcrawler (costumed)   ","speech",17
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,200,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,200,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,200,"Nightcrawler (costumed)   ","depicted",20
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,201,"Nightcrawler (costumed)   ","speech",17
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,201,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,201,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,201,"Nightcrawler (costumed)   ","depicted",15
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,202,"Nightcrawler (costumed)   ","speech",6
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,202,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,202,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,202,"Nightcrawler (costumed)   ","depicted",5
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,203,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,203,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,203,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,203,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,204,"Nightcrawler (costumed)   ","speech",112
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,204,"Nightcrawler (costumed)   ","thought",77
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,204,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,204,"Nightcrawler (costumed)   ","depicted",68
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,205,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,205,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,205,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,205,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,206,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,206,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,206,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,206,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,207,"Nightcrawler (costumed)   ","speech",4
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,207,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,207,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,207,"Nightcrawler (costumed)   ","depicted",2
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,208,"Nightcrawler (costumed)   ","speech",7
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,208,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,208,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,208,"Nightcrawler (costumed)   ","depicted",8
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,209,"Nightcrawler (costumed)   ","speech",7
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,209,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,209,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,209,"Nightcrawler (costumed)   ","depicted",10
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,210,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,210,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,210,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,210,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,211,"Nightcrawler (costumed)   ","speech",11
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,211,"Nightcrawler (costumed)   ","thought",2
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,211,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,211,"Nightcrawler (costumed)   ","depicted",18
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,212,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,212,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,212,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,212,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,213,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,213,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,213,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,213,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,214,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,214,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,214,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,214,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,215,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,215,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,215,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,215,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,216,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,216,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,216,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,216,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,217,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,217,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,217,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,217,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,218,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,218,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,218,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,218,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,219,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,219,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,219,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,219,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,220,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,220,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,220,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,220,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,221,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,221,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,221,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,221,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,222,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,222,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,222,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,222,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,223,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,223,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,223,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,223,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,224,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,224,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,224,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,224,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,225,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,225,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,225,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,225,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,226,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,226,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,226,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,226,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,227,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,227,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,227,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,227,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,228,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,228,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,228,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,228,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,229,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,229,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,229,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,229,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,230,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,230,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,230,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,230,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,231,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,231,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,231,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,231,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,232,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,232,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,232,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,232,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,233,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,233,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,233,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,233,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,234,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,234,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,234,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,234,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,235,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,235,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,235,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,235,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,236,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,236,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,236,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,236,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,237,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,237,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,237,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,237,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,238,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,238,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,238,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,238,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,239,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,239,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,239,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,239,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,240,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,240,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,240,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,240,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,241,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,241,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,241,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,241,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,242,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,242,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,242,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,242,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,243,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,243,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,243,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,243,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,244,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,244,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,244,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,244,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,245,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,245,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,245,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,245,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,246,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,246,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,246,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,246,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,247,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,247,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,247,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,247,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,248,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,248,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,248,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,248,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,249,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,249,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,249,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,249,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,250,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,250,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,250,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,250,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,251,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,251,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,251,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,251,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,252,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,252,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,252,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,252,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,253,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,253,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,253,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,253,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,254,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,254,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,254,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,254,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,255,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,255,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,255,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,255,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,256,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,256,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,256,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,256,"Nightcrawler (costumed)   ","depicted",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,257,"Nightcrawler (costumed)   ","speech",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,257,"Nightcrawler (costumed)   ","thought",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,257,"Nightcrawler (costumed)   ","narrative",0
"Nightcrawler = Kurt Wagner","Nightcrawler","costumed",3,257,"Nightcrawler (costumed)   ","depicted",0
