"category","meta_cat","group_num","year","gross_inv"
"Private electric power structures","Electric power",9,1950,1240
"Private electric power structures","Electric power",9,1951,1312
"Private electric power structures","Electric power",9,1952,1530
"Private electric power structures","Electric power",9,1953,1797
"Private electric power structures","Electric power",9,1954,1714
"Private electric power structures","Electric power",9,1955,1498
"Private electric power structures","Electric power",9,1956,1793
"Private electric power structures","Electric power",9,1957,2161
"Private electric power structures","Electric power",9,1958,2286
"Private electric power structures","Electric power",9,1959,1977
"Private electric power structures","Electric power",9,1960,1967
"Private electric power structures","Electric power",9,1961,1809
"Private electric power structures","Electric power",9,1962,1802
"Private electric power structures","Electric power",9,1963,1789
"Private electric power structures","Electric power",9,1964,1947
"Private electric power structures","Electric power",9,1965,2233
"Private electric power structures","Electric power",9,1966,2235
"Private electric power structures","Electric power",9,1967,3116
"Private electric power structures","Electric power",9,1968,3543
"Private electric power structures","Electric power",9,1969,3751
"Private electric power structures","Electric power",9,1970,4196
"Private electric power structures","Electric power",9,1971,4731
"Private electric power structures","Electric power",9,1972,5524
"Private electric power structures","Electric power",9,1973,6290
"Private electric power structures","Electric power",9,1974,5966
"Private electric power structures","Electric power",9,1975,7052
"Private electric power structures","Electric power",9,1976,7212
"Private electric power structures","Electric power",9,1977,8971
"Private electric power structures","Electric power",9,1978,9382
"Private electric power structures","Electric power",9,1979,9517
"Private electric power structures","Electric power",9,1980,10179
"Private electric power structures","Electric power",9,1981,10502
"Private electric power structures","Electric power",9,1982,9984
"Private electric power structures","Electric power",9,1983,9038
"Private electric power structures","Electric power",9,1984,11777
"Private electric power structures","Electric power",9,1985,15526
"Private electric power structures","Electric power",9,1986,15114
"Private electric power structures","Electric power",9,1987,15196
"Private electric power structures","Electric power",9,1988,10645
"Private electric power structures","Electric power",9,1989,10830
"Private electric power structures","Electric power",9,1990,13193
"Private electric power structures","Electric power",9,1991,12774
"Private electric power structures","Electric power",9,1992,10398
"Private electric power structures","Electric power",9,1993,13512
"Private electric power structures","Electric power",9,1994,9615
"Private electric power structures","Electric power",9,1995,12570
"Private electric power structures","Electric power",9,1996,13434
"Private electric power structures","Electric power",9,1997,12135
"Private electric power structures","Electric power",9,1998,13037
"Private electric power structures","Electric power",9,1999,15117
"Private electric power structures","Electric power",9,2000,22102
"Private electric power structures","Electric power",9,2001,23978
"Private electric power structures","Electric power",9,2002,22211
"Private electric power structures","Electric power",9,2003,23486
"Private electric power structures","Electric power",9,2004,19106
"Private electric power structures","Electric power",9,2005,19176
"Private electric power structures","Electric power",9,2006,22739
"Private electric power structures","Electric power",9,2007,33372
"Private electric power structures","Electric power",9,2008,37713
"Private electric power structures","Electric power",9,2009,38796
"Private electric power structures","Electric power",9,2010,35478
"Private electric power structures","Electric power",9,2011,30556
"Private electric power structures","Electric power",9,2012,36340
"Private electric power structures","Electric power",9,2013,36656
"Private electric power structures","Electric power",9,2014,43109
"Private electric power structures","Electric power",9,2015,47095
"Private electric power structures","Electric power",9,2016,46716
"Private electric power structures","Electric power",9,2017,48101
"S&L gas structures","Natural gas /petroleum power",10,1947,3
"S&L gas structures","Natural gas /petroleum power",10,1948,7
"S&L gas structures","Natural gas /petroleum power",10,1949,10
"S&L gas structures","Natural gas /petroleum power",10,1950,11
"S&L gas structures","Natural gas /petroleum power",10,1951,11
"S&L gas structures","Natural gas /petroleum power",10,1952,8
"S&L gas structures","Natural gas /petroleum power",10,1953,11
"S&L gas structures","Natural gas /petroleum power",10,1954,15
"S&L gas structures","Natural gas /petroleum power",10,1955,19
"S&L gas structures","Natural gas /petroleum power",10,1956,19
"S&L gas structures","Natural gas /petroleum power",10,1957,22
"S&L gas structures","Natural gas /petroleum power",10,1958,23
"S&L gas structures","Natural gas /petroleum power",10,1959,23
"S&L gas structures","Natural gas /petroleum power",10,1960,26
"S&L gas structures","Natural gas /petroleum power",10,1961,35
"S&L gas structures","Natural gas /petroleum power",10,1962,29
"S&L gas structures","Natural gas /petroleum power",10,1963,24
"S&L gas structures","Natural gas /petroleum power",10,1964,39
"S&L gas structures","Natural gas /petroleum power",10,1965,32
"S&L gas structures","Natural gas /petroleum power",10,1966,31
"S&L gas structures","Natural gas /petroleum power",10,1967,33
"S&L gas structures","Natural gas /petroleum power",10,1968,37
"S&L gas structures","Natural gas /petroleum power",10,1969,41
"S&L gas structures","Natural gas /petroleum power",10,1970,46
"S&L gas structures","Natural gas /petroleum power",10,1971,39
"S&L gas structures","Natural gas /petroleum power",10,1972,37
"S&L gas structures","Natural gas /petroleum power",10,1973,40
"S&L gas structures","Natural gas /petroleum power",10,1974,38
"S&L gas structures","Natural gas /petroleum power",10,1975,39
"S&L gas structures","Natural gas /petroleum power",10,1976,44.999
"S&L gas structures","Natural gas /petroleum power",10,1977,43
"S&L gas structures","Natural gas /petroleum power",10,1978,64
"S&L gas structures","Natural gas /petroleum power",10,1979,85
"S&L gas structures","Natural gas /petroleum power",10,1980,133
"S&L gas structures","Natural gas /petroleum power",10,1981,137
"S&L gas structures","Natural gas /petroleum power",10,1982,113
"S&L gas structures","Natural gas /petroleum power",10,1983,121
"S&L gas structures","Natural gas /petroleum power",10,1984,137
"S&L gas structures","Natural gas /petroleum power",10,1985,188
"S&L gas structures","Natural gas /petroleum power",10,1986,227
"S&L gas structures","Natural gas /petroleum power",10,1987,201
"S&L gas structures","Natural gas /petroleum power",10,1988,201
"S&L gas structures","Natural gas /petroleum power",10,1989,245
"S&L gas structures","Natural gas /petroleum power",10,1990,269.999
"S&L gas structures","Natural gas /petroleum power",10,1991,271
"S&L gas structures","Natural gas /petroleum power",10,1992,247.999
"S&L gas structures","Natural gas /petroleum power",10,1993,228.999
"S&L gas structures","Natural gas /petroleum power",10,1994,256
"S&L gas structures","Natural gas /petroleum power",10,1995,276.999
"S&L gas structures","Natural gas /petroleum power",10,1996,301
"S&L gas structures","Natural gas /petroleum power",10,1997,621
"S&L gas structures","Natural gas /petroleum power",10,1998,608
"S&L gas structures","Natural gas /petroleum power",10,1999,324
"S&L gas structures","Natural gas /petroleum power",10,2000,330
"S&L gas structures","Natural gas /petroleum power",10,2001,299
"S&L gas structures","Natural gas /petroleum power",10,2002,288
"S&L gas structures","Natural gas /petroleum power",10,2003,336
"S&L gas structures","Natural gas /petroleum power",10,2004,382
"S&L gas structures","Natural gas /petroleum power",10,2005,395
"S&L gas structures","Natural gas /petroleum power",10,2006,400
"S&L gas structures","Natural gas /petroleum power",10,2007,388
"S&L gas structures","Natural gas /petroleum power",10,2008,416.2
"S&L gas structures","Natural gas /petroleum power",10,2009,435.4
"S&L gas structures","Natural gas /petroleum power",10,2010,359.6
"S&L gas structures","Natural gas /petroleum power",10,2011,421.801
"S&L gas structures","Natural gas /petroleum power",10,2012,542
"S&L gas structures","Natural gas /petroleum power",10,2013,600
"S&L gas structures","Natural gas /petroleum power",10,2014,698
"S&L gas structures","Natural gas /petroleum power",10,2015,797
"S&L gas structures","Natural gas /petroleum power",10,2016,677
"S&L gas structures","Natural gas /petroleum power",10,2017,430
"Private petroleum pipelines","Natural gas /petroleum power",10,1947,177
"Private petroleum pipelines","Natural gas /petroleum power",10,1948,210
"Private petroleum pipelines","Natural gas /petroleum power",10,1949,197
"Private petroleum pipelines","Natural gas /petroleum power",10,1950,237
"Private petroleum pipelines","Natural gas /petroleum power",10,1951,213
"Private petroleum pipelines","Natural gas /petroleum power",10,1952,302
"Private petroleum pipelines","Natural gas /petroleum power",10,1953,360
"Private petroleum pipelines","Natural gas /petroleum power",10,1954,249
"Private petroleum pipelines","Natural gas /petroleum power",10,1955,143
"Private petroleum pipelines","Natural gas /petroleum power",10,1956,145
"Private petroleum pipelines","Natural gas /petroleum power",10,1957,169
"Private petroleum pipelines","Natural gas /petroleum power",10,1958,156
"Private petroleum pipelines","Natural gas /petroleum power",10,1959,131
"Private petroleum pipelines","Natural gas /petroleum power",10,1960,132
