"Land Area","Trade flow","Commodity","2000","S_2000","2001","S_2001","2002","S_2002","2003","S_2003","2004","S_2004","2005","S_2005","2006","S_2006","2007","S_2007","2008","S_2008","2009","S_2009","2010","S_2010","2011","S_2011","2012","S_2012","2013","S_2013","2014","S_2014","2015","S_2015"
"Croatia","Export","Crustaceans","731","","816","","1088","","1477","","2034","","1932","","2265","","2459","","2812","","2601","","2207","","2284","","2107","","2360","","3952","","3560",""
"Croatia","Export","Fish","41609","","61202","","76660","","110449","","98457","","91058","","153745","","144890","","140293","","155064","","127463","","168657","","145412","","142157","","167580","","175483",""
"Croatia","Import","Crustaceans","2061","","2843","","3178","","4092","","4422","","4937","","5616","","8373","","8766","","6812","","7764","","10421","","12139","","9992","","11600","","11784",""
"Croatia","Import","Fish","23160","","44462","","62371","","63075","","46775","","69560","","78748","","86372","","100614","","72724","","69779","","78694","","71208","","71075","","80644","","81127",""
"Czechia","Export","Crustaceans","132","","255","","211","","315","","251","","342","","434","","901","","947","","968","","1012","","1530","","2013","","2112","","2217","","2611",""
"Czechia","Export","Fish","25329","","30426","","35129","","43433","","52681","","61899","","68637","","84171","","102391","","81611","","95969","","123976","","120543","","141205","","162584","","149926",""
"Czechia","Import","Crustaceans","1833","","2141","","2366","","3121","","3368","","3674","","4251","","6465","","7629","","7084","","7248","","9682","","9889","","11924","","12531","","11755",""
"Czechia","Import","Fish","63839","","73858","","77697","","84722","","99828","","122636","","138691","","164363","","204861","","180037","","190016","","225310","","227902","","256524","","281082","","256043",""
"Denmark","Export","Crustaceans","501875","","434583","","477678","","563354","","691135","","772584","","807122","","824041","","891000","","706909","","713233","","736648","","776766","","828183","","857462","","769561",""
"Denmark","Export","Fish","2002252","","1942854","","2052010","","2336661","","2501106","","2531540","","2685785","","2854955","","3162800","","2757270","","2840025","","3038028","","2735199","","3129324","","3211402","","2821984",""
"Denmark","Import","Crustaceans","366825","","313702","","337639","","399639","","469924","","527652","","537955","","550409","","605180","","487403","","475475","","557903","","547722","","584870","","647510","","582210",""
"Denmark","Import","Fish","1340986","","1309372","","1331486","","1494974","","1634818","","1803770","","1981067","","1972485","","2141796","","1959824","","2161035","","2223248","","2026050","","2423629","","2521564","","2206393",""
"Estonia","Export","Crustaceans","12679","","3257","","4103","","6559","","5182","","7895","","16135","","19406","","23764","","20820","","42786","","51034","","51600","","38869","","28654","","27121",""
"Estonia","Export","Fish","63225","","121724","","123494","","133992","","110218","","117167","","111847","","111594","","118456","","113752","","135755","","160668","","191273","","211326","","211888","","159588",""
"Estonia","Import","Crustaceans","1456","","1813","","2606","","4892","","4696","","8004","","11634","","19078","","16804","","11072","","15310","","18581","","12624","","15167","","17683","","12600",""
"Estonia","Import","Fish","27855","","40573","","56766","","71128","","53000","","63353","","69115","","97895","","112771","","80654","","83408","","120762","","150124","","182292","","175390","","140279",""
"Faroe Islands","Export","Crustaceans","30300","","41960","","32378","","34197","","25665","","17432","","17403","","21030","","27027","","22665","","18162","","19484","","19123","","12232","","20159","","20080",""
"Faroe Islands","Export","Fish","364085","","421056","","455843","","500723","","490985","","499850","","523683","","591321","","638235","","661742","","663026","","790175","","792628","","949089","","1017263","","926955",""
"Faroe Islands","Import","Crustaceans","167","","435","","858","F","171","F","2923","","224","","467","","613","","516","","422","","445","F","528","F","476","F","482","F","474","F","1666","F"
"Faroe Islands","Import","Fish","13595","","6430","","7071","F","2956","F","3672","","8612","","5906","","4604","","7392","","3533","","5130","F","6819","F","12278","F","14603","F","18654","F","24756","F"
"Finland","Export","Crustaceans","333","","271","","334","","421","","390","","169","","188","","105","","66","","219","","417","","1315","","139","","268","","257","","207",""
"Finland","Export","Fish","16373","","13913","","13829","","12335","","13065","","16833","","25140","","46807","","46031","","45616","","41938","","46582","","55351","","54900","","51305","","35231",""
"Finland","Import","Crustaceans","14693","","14527","","12871","","16284","","18776","","18342","","20284","","27559","","29658","","28745","","33086","","39345","","41511","","41655","","40850","","38664",""
"Finland","Import","Fish","86481","","93708","","108109","","132632","","160447","","168217","","209510","","259021","","279883","","280467","","325881","","387406","","363783","","442331","","436129","","339842",""
"France","Export","Crustaceans","143583","","147856","","123625","","183923","","216905","","229223","","227734","","243507","","223991","","197913","","206842","","192305","","188660","","211737","","233207","","217871",""
"France","Export","Fish","780992","","694851","","761361","","893129","","1032522","","1095758","","1135075","","1303925","","1413132","","1087888","","1047725","","1142619","","1191710","","1249733","","1128060","","1019205",""
"France","Import","Crustaceans","776347","","773732","","792156","","938238","","1021514","","1059457","","1092231","","1175707","","1224812","","1109040","","1253175","","1361082","","1256166","","1328308","","1448721","","1229613",""
"France","Import","Fish","1869829","","1901653","","2023152","","2361655","","2633427","","2911075","","3276400","","3530239","","3878165","","3779953","","3896627","","4277439","","4004701","","4435761","","4410577","","3824139",""
"Germany","Export","Crustaceans","87865","","75692","","92729","","108741","","124835","","121336","","143094","","201099","","193247","","151722","","186455","","219606","","230307","","268172","","272199","","244508",""
"Germany","Export","Fish","892748","","830892","","903388","","994055","","1107379","","1156955","","1406447","","1769671","","1992435","","1828181","","1912990","","2281909","","2097919","","2260878","","2511474","","2174541",""
"Germany","Import","Crustaceans","289572","","288149","","232263","","270304","","309681","","350733","","384704","","502680","","510598","","528279","","600395","","676783","","667972","","672449","","811751","","678650",""
"Germany","Import","Fish","1778927","","1893548","","1970822","","2143864","","2269550","","2612022","","3012572","","3392463","","3663069","","3582266","","3640126","","4386938","","4015447","","4290747","","4667617","","4038179",""
"Greece","Export","Crustaceans","3706","","4384","","5434","","6292","","15321","","14611","","17704","","17361","","14967","","10324","","14470","","15430","","10276","","14951","","16511","","18998",""
"Greece","Export","Fish","200480","","180451","","191253","","278498","","351300","","370525","","448088","","553794","","580856","","605607","","654015","","775760","","732285","","686967","","695631","","599275",""
"Greece","Import","Crustaceans","24891","","29728","","30405","","41964","","45311","","45655","","54460","","70009","","63101","","65199","","60216","","59819","","48274","","55154","","66665","","54068",""
"Greece","Import","Fish","162797","","159476","","185189","","219564","","275184","","267323","","315266","","376656","","382387","","345573","","321106","","342827","","308226","","297315","","316621","","255514",""
"Hungary","Export","Crustaceans","0","-","0","-","0","-","0","-","0","-","12","","0","-","0","-","0","-","3","","34","","63","","150","","177","","232","","294",""
"Hungary","Export","Fish","4337","","4076","","3096","","4773","","3320","","16542","","2867","","1952","","1696","","1548","","6242","","10197","","13515","","13967","","19791","","19799",""
"Hungary","Import","Crustaceans","655","","745","","821","","1272","","1142","","1134","","1372","","1572","","2665","","2826","","3065","","4064","","4509","","4682","","5543","","4549",""
"Hungary","Import","Fish","20803","","25062","","28897","","34124","","33920","","54016","","44701","","47902","","65740","","54935","","59210","","65764","","63861","","69279","","83246","","79713",""
"Iceland","Export","Crustaceans","136931","","142753","","153236","","171146","","179367","","145239","","123445","","120587","","236119","","180193","","121845","","127241","","111181","","96160","","116747","","125316",""
"Iceland","Export","Fish","935752","","943492","","1023660","","1102344","","1356106","","1456642","","1503045","","1675991","","1684827","","1405002","","1526629","","1827186","","1781483","","1834026","","1792460","","1613157",""
"Iceland","Import","Crustaceans","48921","","42931","","49249","","55627","","81921","","65638","","56162","","66267","","56490","","46160","","52537","","59997","","39547","","32028","","53019","","88011",""
"Iceland","Import","Fish","14034","","8718","","15948","","9653","","10833","","14720","","17254","","23332","","29448","","16279","","20875","","33805","","21520","","22756","","31664","","35429",""
"Ireland","Export","Crustaceans","58787","","61585","","64686","","79034","","92162","","97934","","104661","","129733","","116921","","92097","","99529","","122666","","126696","","128234","","144719","","135570",""
"Ireland","Export","Fish","205025","","270099","","274955","","269925","","288974","","260424","","239102","","274675","","296622","","291171","","311628","","361882","","459363","","396300","","458265","","397011",""
"Ireland","Import","Crustaceans","26727","","25992","","21499","","20365","","26545","","32115","","37825","","47292","","40040","","41686","","40958","","44959","","43738","","47014","","57341","","53418",""
"Ireland","Import","Fish","60294","","78022","","92254","","82801","","96525","","120591","","142730","","188530","","186926","","155994","","171828","","206740","","215527","","218305","","241810","","229553",""
"Italy","Export","Crustaceans","32857","","33963","","41369","","42043","","49063","","51022","","62375","","55186","","51387","","43694","","52168","","55297","","41539","","48603","","49707","","44902",""
"Italy","Export","Fish","243086","","238942","","271841","","288845","","345012","","399202","","471950","","507976","","534506","","477600","","454543","","495997","","445884","","515557","","547785","","505000",""
"Italy","Import","Crustaceans","508682","","528866","","479852","","636759","","651564","","706875","","840311","","841441","","865639","","759046","","828401","","897523","","746400","","806064","","945890","","803906",""
"Italy","Import","Fish","1531339","","1631517","","1742426","","2126684","","2397132","","2592451","","2868366","","3168160","","3407872","","3270821","","3354821","","3784930","","3480487","","3706800","","3807179","","3438559",""
"Latvia","Export","Crustaceans","40","","43","","42","","641","","850","","438","","2660","","3168","","2702","","685","","1328","","3844","","5434","","6621","","6733","","6269",""
"Latvia","Export","Fish","47569","","102343","","117594","","128747","","104705","","128189","","154704","","150459","","206326","","159467","","158818","","192918","","232651","","261661","","212801","","164287",""
"Latvia","Import","Crustaceans","1321","","1703","","1993","","3530","","2836","","2887","","5060","","7917","","8158","","3783","","5068","","9154","","11265","","14206","","12530","","11761",""
"Latvia","Import","Fish","33315","","40531","","42478","","49025","","31053","","50915","","63004","","95606","","128832","","104726","","120106","","151785","","174928","","183957","","172339","","135412",""
"Lithuania","Export","Crustaceans","17","","53","","180","","264","","582","","970","","1018","","2929","","2846","","1701","","1754","","2061","","2127","","2878","","3085","","3344",""
"Lithuania","Export","Fish","33129","","56368","","73727","","107565","","132035","","182310","","203776","","243515","","276993","","317227","","371091","","406597","","377922","","445037","","547152","","508777",""
"Lithuania","Import","Crustaceans","653","","963","","1856","","1948","","1747","","4063","","2762","","6338","","6856","","4350","","4797","","6272","","6752","","8429","","9910","","9651",""
"Lithuania","Import","Fish","52704","","79101","","78011","","95086","","109964","","163829","","168023","","213963","","263225","","273998","","330900","","337645","","343383","","407854","","483240","","423895",""
"Luxembourg","Export","Crustaceans","7960","","6605","","4650","","4729","","5655","","3102","","1250","","4643","","4498","","3543","","3607","","4150","","3007","","2819","","3442","","2597",""
"Luxembourg","Export","Fish","14076","","11352","","18949","","16831","","13618","","11627","","13109","","7560","","11607","","13858","","13835","","12886","","10092","","11749","","12478","","10135",""
"Luxembourg","Import","Crustaceans","16349","","16219","","11684","","19504","","17326","","14987","","15853","","17435","","19327","","19745","","20207","","22590","","22483","","21882","","24097","","20565",""
"Luxembourg","Import","Fish","45044","","41703","","46103","","51513","","55527","","54809","","59223","","61643","","69761","","67410","","69271","","76393","","73800","","80496","","88168","","75745",""
"Macedonia, Fmr Yug Rp of","Export","Crustaceans","0","-","1","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","6","","21","","55","","55","","89","","52",""
"Macedonia, Fmr Yug Rp of","Export","Fish","77","","57","","27","","151","","151","","87","","33","","412","","793","","822","","612","","735","","299","","336","","420","","253",""
"Macedonia, Fmr Yug Rp of","Import","Crustaceans","168","","140","","99","","139","","181","","263","","222","","302","","566","","377","","387","","399","","314","","278","","542","","387",""
"Macedonia, Fmr Yug Rp of","Import","Fish","6310","","6135","","8599","","9496","","10911","","10974","","14987","","18903","","21219","","18698","","17379","","21481","","19688","","20336","","22360","","20566",""
"Malta","Export","Crustaceans","0","-","18","","12","","61","","1","","36","","12","","37","","361","","0","-","14","","0","-","6","","23","","15","","40",""
"Malta","Export","Fish","7708","","13174","","40925","","36214","","17127","","11698","","64194","","49742","","93497","","20487","","89228","","77518","","104312","","139399","","129852","","132681",""
"Malta","Import","Crustaceans","1478","","1505","","1475","","2048","","2033","","2343","","2477","","2627","","2362","","2430","","1987","","1986","","2032","","2465","","2863","","2328",""
"Malta","Import","Fish","12294","","17312","","15782","","23317","","24006","","21337","","23088","","30309","","43819","","41359","","33950","","43454","","79774","","51138","","84075","","58009",""
"Moldova, Republic of","Export","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0","0","0","-","0","-","0","-","0","-","0","-","48","","0","-","0","-","0","-"
"Moldova, Republic of","Export","Fish","5","","9","","440","","0","-","0","-","41","","3","","3","","6","","4","","8","","5","","4","","0","-","0","-","0","-"
"Moldova, Republic of","Import","Crustaceans","13","","20","","46","","92","","164","","339","","475","","723","","1336","","902","","1149","","1631","","1948","","1613","","1786","","1404",""
"Moldova, Republic of","Import","Fish","3468","","8128","","9111","","8540","","12710","","17558","","21425","","30264","","46416","","37048","","39626","","44606","","48725","","50979","","47370","","34585",""
"Montenegro","Export","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","104","","0","-","149","","149","","1","","3","","0","0","0","-","0","-","0","-"
"Montenegro","Export","Fish","0",".","0",".","0",".","0",".","0",".","0",".","808","","792","","205","","1298","","589","","224","","18","","10","","41","","3",""
"Montenegro","Import","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","644","","1016","","1230","","1005","","1008","","1299","","1276","","1640","","1701","","1467",""
"Montenegro","Import","Fish","0",".","0",".","0",".","0",".","0",".","0",".","5417","","8716","","10280","","9366","","9431","","10383","","9712","","12321","","12403","","10593",""
"Netherlands","Export","Crustaceans","306581","","364476","","376128","","461432","","522491","","551330","","609765","","709154","","723658","","761634","","793613","","847709","","810394","","726281","","859562","","711649",""
"Netherlands","Export","Fish","875160","","887318","","1235650","","1442153","","1629313","","1990523","","1871261","","2221352","","2304466","","2028186","","2040758","","2289045","","2269398","","2366386","","2721255","","2515351",""
"Netherlands","Import","Crustaceans","284940","","289319","","288538","","339730","","316438","","360307","","388287","","445482","","593057","","637942","","657182","","712186","","694199","","627833","","874034","","657153",""
"Netherlands","Import","Fish","783850","","810775","","903526","","1183093","","1349138","","1553312","","1702874","","1962278","","2082705","","1929268","","1920173","","2274020","","2218329","","2293187","","2528387","","2167554",""
"Norway","Export","Crustaceans","184194","","149003","","142224","","147100","","158660","","162984","","148481","","134962","","192741","","135767","","132049","","155697","","136324","","76917","","94356","","116881",""
"Norway","Export","Fish","3259537","","3133741","","3301445","","3364762","","3860791","","4614956","","5230820","","5928749","","6556499","","6783816","","8508859","","9102041","","8585265","","10101144","","10502451","","8823532",""
"Norway","Import","Crustaceans","74571","","61223","","63669","","64795","","89410","","85209","","76826","","115691","","116130","","104716","","117076","","149684","","152171","","159826","","171705","","161086",""
"Norway","Import","Fish","356692","","409849","","367163","","263142","","303275","","295301","","352324","","442881","","451413","","398037","","348712","","498267","","455728","","359410","","423866","","360462",""
"Poland","Export","Crustaceans","21656","","18339","","18029","","21946","","26189","","24618","","25439","","32781","","29564","","23831","","20004","","17700","","18008","","23048","","22547","","16016",""
"Poland","Export","Fish","212955","","218837","","222241","","283622","","406050","","595245","","770341","","899227","","1126611","","1067214","","1357299","","1535140","","1502181","","1710360","","1930811","","1669001",""
"Poland","Import","Crustaceans","14169","","14160","","14001","","18370","","26788","","20039","","22003","","29779","","35179","","26993","","33459","","33880","","39593","","47043","","59517","","55962",""
"Poland","Import","Fish","278730","","338488","","304293","","347651","","530747","","660426","","808344","","934557","","1177421","","1129001","","1441948","","1531138","","1520977","","1886387","","2039748","","1738819",""
"Portugal","Export","Crustaceans","53634","","40642","","33386","","39108","","37211","","45610","","46469","","65983","","102176","","68227","","94323","","106891","","90112","","79064","","106436","","129357",""
"Portugal","Export","Fish","209755","","204437","","227839","","262361","","348663","","352573","","459800","","517179","","535342","","473431","","624345","","729184","","729475","","807403","","830499","","733127",""
"Portugal","Import","Crustaceans","108414","","111958","","114914","","130398","","143918","","158636","","170088","","188565","","217402","","206335","","233381","","237642","","213784","","213260","","300266","","256580",""
"Portugal","Import","Fish","680786","","738961","","741861","","846964","","997419","","1030612","","1188508","","1453911","","1447509","","1167968","","1300745","","1474076","","1402609","","1485213","","1502517","","1409652",""
"Romania","Export","Crustaceans","3","","0","-","7","","0","-","27","","7","","13","","101","","149","","86","","72","","323","","246","","12","","121","","259",""
"Romania","Export","Fish","2270","","1741","","1654","","1277","","1607","","1377","","289","","1277","","1917","","5299","","6166","","12244","","10602","","14187","","14872","","13207",""
"Romania","Import","Crustaceans","437","","560","","484","","641","","1098","","1996","","2308","","4544","","6446","","4735","","5403","","6827","","7292","","8791","","10138","","9826",""
"Romania","Import","Fish","18959","","24793","","30291","","45007","","58549","","84695","","104791","","124467","","178265","","163609","","158247","","154414","","165834","","188852","","206982","","195416",""
"Russian Federation","Export","Crustaceans","252459","","239469","","240964","","269891","","190629","","211295","","214976","","319014","","288822","","262437","","269012","","316281","","305039","","355298","","560929","","550202",""
"Russian Federation","Export","Fish","1224218","","1275407","","1129435","","1176792","","1294713","","1676403","","1840524","","1975730","","2228682","","1965404","","2467495","","2860210","","2827770","","3088185","","3104594","","2940880",""
"Russian Federation","Import","Crustaceans","4534","","14164","","29001","","41103","","45133","","86750","","126869","","203963","","246697","","187418","","239181","","309664","","291685","","390848","","388481","","158148",""
"Russian Federation","Import","Fish","167400","","280707","","364993","","466192","","685666","","982937","","1209216","","1655124","","1961353","","1655983","","1961794","","2218814","","2341625","","2751661","","2425049","","1369578",""
"Serbia","Export","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","7","","0",".","8","","13","","3","","5","","1","","0","-","1","","10",""
"Serbia","Export","Fish","0",".","0",".","0",".","0",".","0",".","0",".","1044","","1545","","1862","","1926","","2024","","1971","","2801","","3657","","5766","","4943",""
"Serbia","Import","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","625","","1007","","1252","","788","","730","","1048","","913","","1020","","1341","","911",""
"Serbia","Import","Fish","0",".","0",".","0",".","0",".","0",".","0",".","57936","","79202","","93360","","71025","","60267","","91488","","89326","","78578","","81678","","60895",""
"Serbia and Montenegro","Export","Crustaceans","93","","92","","0","-","39","F","36","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Serbia and Montenegro","Export","Fish","204","","273","","301","","155","F","604","","677","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Serbia and Montenegro","Import","Crustaceans","124","","244","","250","","292","F","560","","672","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Serbia and Montenegro","Import","Fish","10985","","23033","","29448","","27510","F","50201","","50539","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Slovakia","Export","Crustaceans","1","","0","-","0","-","0","-","2","","0","0","0","-","30","","43","","22","","93","F","172","F","129","","163","","79","","118",""
"Slovakia","Export","Fish","1764","","1630","","2317","","3213","","5457","F","4623","","5613","","6464","","7550","F","4813","","9285","","12275","","9279","","15953","","25397","","11016",""
"Slovakia","Import","Crustaceans","177","","143","","233","","295","","330","","595","","1035","","2317","","2401","","1703","","1103","","1099","","1690","","1856","","1563","","1541",""
"Slovakia","Import","Fish","25180","","27152","","31093","","32567","","38850","","44404","","64033","","56561","","66996","","64607","","75993","","85330","","83941","","92070","","117592","","97993",""
"Slovenia","Export","Crustaceans","73","","35","","25","","99","","116","","147","","309","","707","","509","","1008","","331","","418","","560","","479","","782","","687",""
"Slovenia","Export","Fish","5563","","5257","","5878","","6930","","9376","","31092","","16660","","13822","","21286","","21650","","20993","","23951","","22052","","24375","","27531","","22159",""
"Slovenia","Import","Crustaceans","2663","","2592","","2918","","3226","","3646","","4172","","4979","","6656","","7714","","6889","","5704","","6170","","5467","","5541","","7591","","6710",""
"Slovenia","Import","Fish","16881","","19126","","22292","","25521","","34532","","56234","","46687","","49925","","62563","","61326","","59522","","69940","","64213","","70444","","72298","","63991",""
"Spain","Export","Crustaceans","152127","","177685","","196279","","247209","","248612","","187808","","240527","","303112","","274400","","298653","","310934","","366784","","334486","","379432","","406152","","403248",""
"Spain","Export","Fish","1133729","","1275677","","1298699","","1494686","","1773896","","1842333","","2037985","","2266045","","2500662","","2226990","","2321330","","2982501","","2787130","","2816567","","2767891","","2463542",""
"Spain","Import","Crustaceans","965723","","971659","","940115","","1213292","","1254796","","1376410","","1627970","","1617133","","1650745","","1273039","","1490428","","1613501","","1272749","","1335206","","1548530","","1417944",""
"Spain","Import","Fish","1683791","","1914603","","2042506","","2546239","","2687497","","2881753","","3317248","","3799678","","3848716","","3412961","","3481264","","3839280","","3551862","","3684368","","3830541","","3482270",""
"Sweden","Export","Crustaceans","20313","","19634","","25511","","28021","","34369","","33606","","32522","","46024","","45955","","33105","","38980","","42305","","36781","","41034","","46000","","33488",""
"Sweden","Export","Fish","435532","","435338","","489343","","661388","","863828","","1121419","","1500659","","1586113","","1825092","","1976470","","2597908","","2787913","","2816902","","3517625","","3811066","","3623920",""
"Sweden","Import","Crustaceans","132375","","127264","","127058","","162036","","174125","","192036","","196125","","248288","","251988","","229644","","268684","","302821","","317842","","364148","","380366","","333030",""
"Sweden","Import","Fish","565908","","593074","","665457","","863403","","1095442","","1364666","","1786698","","2225226","","2449702","","2332554","","2969046","","3270107","","3247841","","4062138","","4340416","","4031820",""
"Switzerland","Export","Crustaceans","137","","126","","160","","195","","266","","134","","74","","185","","856","","963","","428","","572","","632","","1279","","261","","236",""
"Switzerland","Export","Fish","2208","","2018","","2555","","3164","","4326","","3767","","4622","","5976","","6193","","6038","","6222","","8037","","6918","","8629","","7318","","6316",""
"Switzerland","Import","Crustaceans","68027","","72973","","52512","","65541","","72347","","73056","","82226","","101418","","102437","","100849","","111805","","137294","","121771","","132695","","166527","","130532",""
"Switzerland","Import","Fish","260983","","265841","","269776","","298409","","334144","","350584","","391040","","432531","","475974","","462239","","487809","","552066","","531726","","610336","","605934","","557779",""
"Ukraine","Export","Crustaceans","2549","","7725","","965","","2325","","2674","","3077","","2888","","3503","","2867","","1257","","869","","1454","","330","","993","","858","","1066",""
"Ukraine","Export","Fish","39491","","24444","","18928","","14635","","15416","","19867","","17935","","28451","","35594","","57989","","52626","","58206","","64620","","62652","","46950","","16223",""
"Ukraine","Import","Crustaceans","1485","","948","","1520","","2225","","2078","","8093","","20301","","31878","","40864","","23054","","25997","","37564","","38947","","43222","","27233","","6763",""
"Ukraine","Import","Fish","109510","","95572","","86154","","105383","","129713","","261145","","420617","","492086","","671451","","504067","","416555","","548088","","737505","","911156","","629638","","307708",""
"United Kingdom","Export","Crustaceans","343852","","334171","","366729","","395928","","432976","","454670","","488186","","565349","","479100","","405784","","454797","","474333","","438557","","455294","","478204","","395712",""
"United Kingdom","Export","Fish","776742","","833689","","847804","","1073843","","1141685","","1178785","","1206945","","1351393","","1366370","","1436082","","1630259","","1917637","","1758354","","1862348","","2169639","","1666646",""
"United Kingdom","Import","Crustaceans","589457","","549562","","543235","","624542","","662773","","689453","","699096","","732596","","697896","","686534","","730006","","900722","","876514","","975565","","1081740","","1005438",""
"United Kingdom","Import","Fish","1412679","","1485684","","1571775","","1655944","","1920262","","2252187","","2742357","","3137610","","3260124","","2613149","","2668313","","3040647","","3079108","","3230800","","3171716","","2810551",""
