"Land Area","Trade flow","Commodity","2000","S_2000","2001","S_2001","2002","S_2002","2003","S_2003","2004","S_2004","2005","S_2005","2006","S_2006","2007","S_2007","2008","S_2008","2009","S_2009","2010","S_2010","2011","S_2011","2012","S_2012","2013","S_2013","2014","S_2014","2015","S_2015"
"Bangladesh","Export","Crustaceans","28813","","33583","","29712","","34510","","42096","","40900","","45364","","67817","","58062","","44030","","51864","","53827","F","34207","","50194","","52680","","37730",""
"Bangladesh","Export","Fish","9728","F","7196","","7678","","6644","","8161","","15797","","14170","","19682","","26149","","20347","","26313","","32621","F","18303","","19453","","16724","","15127",""
"Bangladesh","Import","Crustaceans","186","F","41","","184","","55","","569","","219","","238","","141","","116","","1069","","259","","557","","231","","377","","363","F","360",""
"Bangladesh","Import","Fish","1680","F","2518","","7517","","3057","","3627","","1876","","3544","","7744","","5473","","9796","","24229","","18136","","27692","","62470","","83591","F","109796",""
"Bhutan","Export","Fish","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","0","0","-","1","","0","-","0","-","1","F","0","-","0","-"
"Bhutan","Import","Crustaceans","0",".","0",".","0",".","0",".","0",".","0","0","1","","1","","1","","36","","2","","3","","14","","3","F","0","-","1","F"
"Bhutan","Import","Fish","0",".","0",".","0",".","0",".","0",".","1775","","2131","","2100","","1723","","1776","","1932","","2136","","2630","","2790","F","2770","F","2668","F"
"Brunei Darussalam","Export","Crustaceans","17","F","43","","61","","110","","273","","437","F","655","","512","F","215","F","194","F","198","F","81","F","82","","220","","269","","223","F"
"Brunei Darussalam","Export","Fish","268","F","105","","8","F","28","","6","F","15","F","79","","35","F","83","F","183","F","335","F","563","F","1167","","966","","1168","","1090",""
"Brunei Darussalam","Import","Crustaceans","764","F","1517","","860","","808","","1540","","598","F","1338","","601","F","500","F","440","F","470","F","386","F","1579","","1820","","1597","","1634",""
"Brunei Darussalam","Import","Fish","4367","F","5189","","4339","","5432","","6631","","5945","F","5638","","4965","F","5167","F","4493","F","5377","F","6035","F","6948","","9045","","6766","","6520",""
"Cambodia","Export","Crustaceans","684","","840","","399","","391","","5202","","3593","","829","","273","","173","","167","","306","","347","","289","","221","","192","","137",""
"Cambodia","Export","Fish","42685","","37184","","51980","","55904","","40335","","48383","","29092","","23768","","24767","","29829","","34440","F","29616","F","30689","F","31772","F","31492","F","32287","F"
"Cambodia","Import","Crustaceans","1","","2","","1","","0","-","51","","3898","","392","","14","","15","","15","","173","","63","","58","","94","","312","","144",""
"Cambodia","Import","Fish","3162","","1069","","1241","","2137","","2978","","2745","","3307","","2703","","2093","","4382","","2926","","3815","","2773","","1363","","10211","","6315",""
"China","Export","Crustaceans","142393","","166994","","198285","","272915","","323157","","324760","","389068","","363523","","331750","","327930","","623141","","527895","","381593","","378423","","345563","","297373",""
"China","Export","Fish","1028335","","1366368","","1348747","","1346943","","1550707","","1699608","","2001687","","2068960","","2038431","","2041639","","2302025","","2755111","","2678625","","2760685","","2881463","","2780461",""
"China","Import","Crustaceans","80582","","84824","","92419","","104819","","98834","","95749","","99835","","93864","","84754","","90456","","117506","","120209","","128311","","144566","","153482","","176069",""
"China","Import","Fish","921631","","1018412","","1032095","","1126992","","1390275","","1629824","","1768799","","1857213","","1851089","","1841380","","2063526","","2216891","","2030365","","2193973","","2231108","","2027055",""
"China, Hong Kong SAR","Export","Crustaceans","621","","265","","188","","129","","118","","53","","92","","40","","46","","73","","30","","106","","81","","46","","32","","60",""
"China, Hong Kong SAR","Export","Fish","47870","","43603","","44178","","39378","","39554","","38237","","37350","","33878","","34196","","35149","","35338","","37017","","33935","","37153","","35496","","32120",""
"China, Hong Kong SAR","Import","Crustaceans","60379","","55255","","56103","","50440","","46965","","48863","","58895","","59123","","56240","","66791","","69572","","68999","","80279","","81470","","80062","","72788",""
"China, Hong Kong SAR","Import","Fish","180241","","215780","","218301","","221014","","227962","","218042","","226935","","216257","","193906","","198639","","243380","","242602","","252392","","271959","","277795","","294298",""
"China, Macao SAR","Export","Crustaceans","301","","280","","261","","193","","183","","89","","24","","20","","19","","27","","0","-","0","-","0","-","0","-","0","-","0","-"
"China, Macao SAR","Export","Fish","11","","0","-","0","-","0","-","75","","71","","130","","77","","105","","473","","0","-","0","-","0","-","0","-","0","-","0","-"
"China, Macao SAR","Import","Crustaceans","1190","","1794","","2410","","3164","","2834","","2448","","2720","","3125","","3146","","3210","","3374","","3315","","3440","","3657","","4283","","5111",""
"China, Macao SAR","Import","Fish","8833","","9843","","10501","","14021","","12944","","13024","","14213","","13935","","13607","","13991","","14163","","14355","","14345","","13965","","15989","","16061",""
"Cyprus","Export","Crustaceans","37","","79","","60","","14","","6","","24","","1","","1","","0","-","0","-","0","-","0","-","0","-","8","","0","-","24",""
"Cyprus","Export","Fish","687","","666","","657","","574","","2490","","2988","","2700","","2562","","2646","","2166","","2686","","3303","","3107","","4339","","3541","","4549",""
"Cyprus","Import","Crustaceans","484","","680","","438","","540","","695","","882","","1044","","1236","","1438","","1390","","1485","","1519","","1440","","1182","","1354","","1317",""
"Cyprus","Import","Fish","5354","","5959","","5866","","6941","","11031","","11813","","9598","","11538","","11716","","8049","","8436","","8562","","7963","","8207","","8303","","8281",""
"Georgia","Export","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","2","","8","","0","-","1",""
"Georgia","Export","Fish","831","","2971","","342","","7781","","3263","","16303","","6235","","7035","","14054","","20533","","21830","","8245","","1293","","1666","","4314","","12232",""
"Georgia","Import","Crustaceans","0","-","1","","0","-","0","-","53","","73","","55","","46","","89","","25","","26","","63","","54","","58","","60","","90",""
"Georgia","Import","Fish","2794","","2668","","3516","","5036","","9186","","14767","","18625","","20818","","25068","","18703","","20687","","21345","","20899","","23003","","21227","","21253",""
"India","Export","Crustaceans","140974","","150921","","188470","","201931","","204923","","215902","","200538","","165851","","157489","","163593","","200236","","272344","","289388","","300071","","368553","","400376",""
"India","Export","Fish","307428","","246443","","261302","","142982","","185636","","238141","","311644","","235070","","195742","","363979","","399212","","481879","","482228","","444938","","449256","","366673",""
"India","Import","Crustaceans","114","","300","","823","","629","","741","","1286","","862","","1188","","1355","","1205","","882","","1336","","1108","","731","","851","","1405",""
"India","Import","Fish","3770","","4292","","2448","","3064","","4782","","9542","","9179","","11659","","11917","","9940","","19186","","25246","","18861","","16238","","21861","","23586",""
"Indonesia","Export","Crustaceans","128567","","140485","","135990","","149675","","160351","","170169","","185184","","176259","","189323","","166755","","163981","","178844","","182722","","193204","","216390","","211210",""
"Indonesia","Export","Fish","312271","","257179","","334326","","591161","","624533","","539955","","551742","","474816","","507629","","511978","","687238","","653585","","743574","","731585","","714987","","494232",""
"Indonesia","Import","Crustaceans","3342","","1999","","2552","","2802","","13379","","2334","","1655","","3828","","4442","","5952","","4335","","6949","","8916","","9054","","7571","","6500",""
"Indonesia","Import","Fish","26542","","16101","","20469","","21155","","28214","","25298","","45533","","56492","","110950","","159216","","217174","","226657","","147252","","142546","","132987","","127417",""
"Iran (Islamic Rep. of)","Export","Crustaceans","1784","","769","","4576","","7529","","8129","","1044","","3255","","0","-","0","-","4062","","2996","","4197","","9899","","11707","","11676","","13121",""
"Iran (Islamic Rep. of)","Export","Fish","4987","","4284","","9109","","9794","","11045","","18854","","26543","","12491","","15355","","26756","","37164","","48921","","49197","","60030","","54638","","58120",""
"Iran (Islamic Rep. of)","Import","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","4","","16","","3","","0","-","0","-","0","-","0","-","0","-"
"Iran (Islamic Rep. of)","Import","Fish","4913","","3130","","8421","","30799","","14524","","17317","","8014","","11907","F","18038","","32328","","79422","","60753","","42705","","38541","","62415","","58054",""
"Iraq","Export","Fish","104","","155","","111","","110","F","90","F","10","","104","","100","","100","","100","","150","F","203","F","230","","235","F","265","F","120","F"
"Iraq","Import","Crustaceans","0",".","0",".","0",".","7","F","5","F","1","F","4","F","9","F","3","F","10","","2","F","11","F","47","F","123","F","204","F","204","F"
"Iraq","Import","Fish","56","","18","","128","","1850","F","7800","F","8797","F","19178","F","24257","F","34162","F","38536","","38494","F","39922","F","39649","F","38682","F","38012","F","36983","F"
"Israel","Export","Fish","291","F","395","F","319","F","333","F","450","","532","","664","","782","F","1281","F","1093","","711","F","223","F","648","","908","F","686","F","373","F"
"Israel","Import","Crustaceans","285","F","429","F","378","F","500","F","514","","631","","763","","973","F","1386","","1494","F","1742","F","2420","","1501","","1917","","2453","","2310",""
"Israel","Import","Fish","45759","F","50764","F","48418","","52895","","64007","","55478","","41802","","55896","","54350","","54229","","65914","","71580","","72206","","82608","","86809","","83923",""
"Japan","Export","Crustaceans","3671","","5691","","4712","","4384","","6317","","7180","","7103","","7937","","4477","","3960","","4330","","3135","","2591","","2490","","2967","","2958",""
"Japan","Export","Fish","171505","","219415","","231336","","289749","","347964","","400915","","532569","","540387","","437580","","419721","","479942","","341388","","343994","","444741","","365530","","417559",""
"Japan","Import","Crustaceans","435178","","418837","","425284","","359054","","438248","","421473","","424884","","374489","","358433","","349733","","347281","","354500","","364430","","329623","","289456","","268306",""
"Japan","Import","Fish","2125207","","2264241","","2271741","","1953832","","2061470","","1971499","","1766063","","1656178","","1636757","","1508926","","1588017","","1582772","","1596021","","1455000","","1493485","","1536948",""
"Jordan","Export","Fish","1158","","100","","115","","128","","34","","16","","2","","0","-","43","","0","-","0","-","0","-","2","","0","-","0","-","0","-"
"Jordan","Import","Crustaceans","47","","66","","42","","95","","167","","201","","301","","353","","405","","459","","512","","525","","647","","530","","607","","582",""
"Jordan","Import","Fish","12386","","13596","","14316","","14822","","19251","","17255","","20970","","20349","","26874","","28135","","26629","","24227","","31871","","29364","","28383","","32383",""
"Kazakhstan","Export","Crustaceans","0","-","1","","0","-","1","","5","","127","","192","","643","","1173","","689","","89","","628","","938","","111","","57","","32",""
"Kazakhstan","Export","Fish","17706","","21494","","25680","","30553","","30340","","32942","","32313","","34564","","35231","","37185","","24178","","20980","","22402","","19835","","21728","","23487",""
"Kazakhstan","Import","Crustaceans","39","","29","","40","","54","","85","","181","","264","","467","","492","","465","","555","","663","","843","","716","","921","","881",""
"Kazakhstan","Import","Fish","37033","","33938","","33083","","33398","","32443","","41477","","43549","","55840","","63653","","57875","","54254","","55929","","55295","","54326","","43943","","42243",""
"Korea, Dem. People's Rep","Export","Crustaceans","5459","F","8564","F","20184","F","20565","F","18941","F","7524","F","3595","F","438","F","509","F","1630","F","1718","F","1607","F","1043","F","1075","F","2749","F","4005","F"
"Korea, Dem. People's Rep","Export","Fish","8226","F","4350","F","6361","F","9438","F","21842","F","19834","F","18310","F","11326","F","10811","F","9818","F","12901","F","10841","F","9176","F","9753","F","12018","F","13630","F"
"Korea, Dem. People's Rep","Import","Crustaceans","967","F","1075","F","2702","F","2101","F","2154","F","2852","F","3277","F","4077","F","6351","F","4557","F","2669","F","1766","F","1840","F","3166","F","545","F","463","F"
"Korea, Dem. People's Rep","Import","Fish","4665","F","12471","F","13721","F","12469","F","13694","F","12604","F","12309","F","11340","F","9809","F","12856","F","14196","F","21230","F","35069","F","43096","F","37773","F","34698","F"
"Korea, Republic of","Export","Crustaceans","4517","","5188","","9141","","10402","","7462","","10645","","18311","","15305","","16966","","15988","","14186","","19960","","12740","","9764","","9755","","10359",""
"Korea, Republic of","Export","Fish","288219","","234701","","245086","","237230","","217045","","226507","","220146","","272794","","323926","","409920","","561274","","428508","","476229","","429935","","441764","","400625",""
"Korea, Republic of","Import","Crustaceans","46393","","58895","","87014","","92641","","114890","","105970","","129457","","131839","","111389","","106184","","101268","","109669","","107320","","94630","","101776","","126751",""
"Korea, Republic of","Import","Fish","544997","","813910","","890846","","924117","","899330","","877237","","941218","","969756","","765069","","781216","","823589","","892134","","834079","","807391","","860863","","891475",""
"Kuwait","Export","Crustaceans","510","","403","","460","","315","","199","","97","F","254","","138","","275","","204","","107","","67","","50","F","65","","1","","71",""
"Kuwait","Export","Fish","0","-","48","","27","","138","","26","","41","F","681","","209","","300","","568","","427","","245","","188","F","213","","6","","172",""
"Kuwait","Import","Crustaceans","440","","359","","482","","1168","","832","","853","F","1441","","2117","","1853","","1887","F","3274","","3669","","3367","F","4077","","5416","","5896",""
"Kuwait","Import","Fish","10509","","10128","","9563","F","12987","F","11484","F","14245","F","17169","","19911","","19124","","28794","F","22094","","23110","","32143","F","26109","","28995","","32801",""
"Kyrgyzstan","Export","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","4","","14","","0","-","0","-","0","-","0","-","0","-","0","-"
"Kyrgyzstan","Export","Fish","52","","0","0","0","0","0","-","34","","0","-","11","","235","","346","","156","","71","","1","","0","-","0","-","0","-","29",""
"Kyrgyzstan","Import","Crustaceans","2","","0","-","0","-","5","","7","","14","","22","","25","","15","","63","","13","","19","","23","","24","","33","F","3",""
"Kyrgyzstan","Import","Fish","3253","","2662","","3156","","4558","","4846","","5095","","6416","","8697","","8819","","7253","","7726","","8640","","9949","","10120","","11075","F","7062",""
"Lao People's Dem. Rep.","Export","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","3","F","1","F","0",".","4","F"
"Lao People's Dem. Rep.","Export","Fish","3","F","27","F","1","F","19","F","10","F","0","0","1","F","0","-","1","F","2","F","6","F","5","F","0","-","0","-","0","-","2",""
"Lao People's Dem. Rep.","Import","Crustaceans","242","F","183","F","214","F","245","F","22","F","126","F","114","F","27","F","73","F","19","F","18","F","25","F","67","F","101","F","146","F","218","F"
"Lao People's Dem. Rep.","Import","Fish","2251","F","2646","F","2185","F","2555","F","2554","F","2619","F","2263","F","2518","F","2380","F","2243","F","2519","F","2986","F","2967","F","2892","F","3581","F","4622","F"
"Lebanon","Export","Crustaceans","1","","2","","2","","1","","7","","2","","2","","2","","8","","21","","6","","16","","21","","25","","9","","10","F"
"Lebanon","Export","Fish","36","","35","","76","","182","","128","","164","","222","","424","","709","","1127","","369","","442","","430","","516","","656","","663","F"
"Lebanon","Import","Crustaceans","521","","764","","836","","997","","1163","","1242","","1100","","1502","","1619","","2270","","2299","","2668","","2437","","1985","","2823","","2633","F"
"Lebanon","Import","Fish","12817","","17988","","14427","","15874","","19694","","18147","","20444","","20033","","20357","","23768","","25686","","24678","","24986","","27734","","29821","","27286","F"
"Malaysia","Export","Crustaceans","19697","","26631","","45016","","30175","","66122","","72252","","65402","","74869","","75202","","69256","","87788","","87960","","69805","","58607","","58663","","46384",""
"Malaysia","Export","Fish","36882","","40425","","65467","","59354","","105761","","109040","","109970","","135042","","134276","","121042","","125374","","133596","","123357","","115541","","106349","","131126",""
"Malaysia","Import","Crustaceans","21340","","29063","","62962","","37910","","54268","","46323","","35887","","38118","","26031","","36313","","44113","","49532","","56840","","45883","","53556","","37851",""
"Malaysia","Import","Fish","282655","","304527","","369853","","329017","","248065","","326747","","365372","","361208","","320184","","324023","","321614","","271738","","309372","","365078","","354875","","317996",""
"Maldives","Export","Fish","28796","","29224","","44625","","69545","","75416","","81292","","110581","","65813","","65122","","39813","","33934","","38795","","40711","","42605","","49434","","45409",""
"Maldives","Import","Crustaceans","0",".","125","","145","","167","","203","","174","","309","","391","","381","","366","","448","","528","","572","","664","","776","","1025",""
"Maldives","Import","Fish","0",".","106","","199","","95","","106","","62","","129","","239","","250","","206","","719","","1731","","882","","980","","2164","","1470",""
"Mongolia","Export","Crustaceans","0",".","0",".","0",".","23","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","11","F","0","-","0","-","0","-"
"Mongolia","Export","Fish","427","","150","","263","","359","","172","","392","","321","","135","","54","F","45","F","176","F","210","F","108","F","34","","61","","93",""
"Mongolia","Import","Crustaceans","0","-","0","-","0","-","0","-","20","","2","","0","-","1","","0","-","10","F","2","F","1","F","6","F","10","","1","","4",""
"Mongolia","Import","Fish","322","","482","","383","","429","","201","","331","","319","","643","","798","F","669","F","936","F","1287","F","1927","F","1312","","1303","","843",""
"Myanmar","Export","Crustaceans","44399","","52321","","63416","","76963","","80847","","75721","","98015","","85862","","61493","","43316","","35221","","41080","","41762","","47338","","51044","","44343",""
"Myanmar","Export","Fish","72210","","92302","","138251","","136036","","124616","","192808","","190056","","185056","","265965","","264511","","313894","","302202","","318797","","302364","","273666","","257910",""
"Myanmar","Import","Crustaceans","7","F","14","","25","F","109","F","112","F","106","F","79","F","124","F","517","F","743","F","1437","F","1444","F","1335","F","987","F","1871","F","3115","F"
"Myanmar","Import","Fish","372","F","78","","260","F","681","F","835","F","825","F","994","F","1314","F","1556","F","1953","F","3250","F","4468","F","5598","F","8268","F","6628","F","13472","F"
"Nepal","Export","Fish","33","F","25","F","0","-","9","","41","F","18","F","0","-","0","-","0","-","9","","0","0","6","","14","","8","","4","","6",""
"Nepal","Import","Crustaceans","1","F","23","F","15","F","0","-","5","F","15","F","2","F","4","F","9","F","18","","0","-","0","-","1","","8","","8","","5",""
"Nepal","Import","Fish","181","F","152","F","68","F","296","","269","F","258","F","621","F","994","F","1793","F","4092","","3545","","6924","","6626","","6171","","7467","","7603",""
"Oman","Export","Crustaceans","676","","1662","","466","","408","","220","","78","","66","","38","","99","","145","","179","","425","","113","","106","","34","","206",""
"Oman","Export","Fish","35009","","27805","","46210","","47707","","77869","","53974","","47826","","35632","","51940","","62823","","84798","","61644","","64302","","83741","","76608","","96414",""
"Oman","Import","Crustaceans","357","","664","","463","","947","","756","","747","","1121","","1856","","1761","","1936","","1187","","1708","","2172","","1893","","2046","","2011",""
"Oman","Import","Fish","10722","","12137","","9182","","9340","","5346","","13475","","9503","","9939","","12932","","14021","","11975","","16721","","17982","","12854","","19597","","25463",""
"Pakistan","Export","Crustaceans","17602","","16552","","15191","","13011","","16094","","14088","","15077","","17123","","19707","","15870","","22709","","23317","","23480","","21417","","17966","","15872",""
"Pakistan","Export","Fish","60766","","61028","","67485","","79994","","86887","","82497","","113235","","104807","","111575","","111495","","94632","","110847","","116239","","116502","","127653","","114365",""
"Pakistan","Import","Crustaceans","54","","13","","14","","12","","52","","65","","0","-","47","","1","","0","-","2","","0","-","7","","22","","20","","55",""
"Pakistan","Import","Fish","38","","46","","72","","354","","1003","","1434","","1850","","2206","","1589","","1375","","1096","","1688","","2378","","4208","","4290","","8587",""
"Palestine, Occupied Tr.","Export","Fish","0",".","0",".","0",".","0",".","0",".","0",".","0",".","102","","50","","59","","19","","96","","42","","85","","0","-","119","F"
"Palestine, Occupied Tr.","Import","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","5","","2","","0","-","1","","2","","29","","13","","8","F","28","F"
"Palestine, Occupied Tr.","Import","Fish","0",".","0",".","0",".","0",".","0",".","0",".","0",".","3792","","4234","","3578","","3605","","4207","","2273","","4098","","4521","F","4678","F"
"Philippines","Export","Crustaceans","26589","","27864","","23743","","25584","","21046","","18247","","18930","","16554","","13509","","15455","","17015","","23610","","20372","","20807","","29062","","24069",""
"Philippines","Export","Fish","118524","","89455","","94384","","110284","","106038","","72425","","90297","","109778","","145843","","143817","","147472","","148415","","183549","","243682","","202581","","172880",""
"Philippines","Import","Crustaceans","204","","323","","1766","","2525","","1870","","1494","","1661","","2214","","2100","","1859","","2098","","2453","","3048","","2879","","4106","","2926",""
"Philippines","Import","Fish","140733","","75800","","127138","","89107","","69700","","114057","","108728","","124458","","130598","","203724","","147612","","163654","","217887","","205973","","239202","","310653",""
"Qatar","Export","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","37","","21","","20","","0",".","0","-","7",""
"Qatar","Export","Fish","1509","","2187","","2269","","2260","","2319","","4962","","3143","","2496","","2450","","3246","","5749","","3860","","1579","","2001","","1753","","1632",""
"Qatar","Import","Crustaceans","176","","156","","431","","479","","488","","923","","1019","","1725","","2818","","3064","F","4330","","2700","F","2443","","2276","","2656","","4257",""
"Qatar","Import","Fish","2806","","3610","","3528","","2290","","3814","","6449","","8740","","9879","","15392","","18587","F","18888","","21520","F","28349","","26594","","28715","","30833",""
"Saudi Arabia","Export","Crustaceans","573","","660","","1127","","6292","","4098","","6302","","6329","","8346","","9349","","10507","","19278","","12175","","8768","","4900","","9526","","13215",""
"Saudi Arabia","Export","Fish","1705","","1633","","1718","","2781","","4837","","7754","","8188","","8640","","10281","F","12638","F","13863","","19505","","16561","","19056","","24152","","20687",""
"Saudi Arabia","Import","Crustaceans","3897","","4642","","6964","","2821","","3227","","3845","","5430","","5723","","3813","F","3759","F","7965","","9760","","13864","","12602","","14061","","13466",""
"Saudi Arabia","Import","Fish","66611","","79387","","77490","","83949","","112109","","125311","","138360","","138658","","102889","","108671","","181828","","187781","","211546","","209848","","216349","","212109",""
"Singapore","Export","Crustaceans","10522","","9473","","7581","","5576","","11086","","6765","","5783","","3704","","3477","","3981","","3636","","3485","","4032","","4570","","3822","","3973",""
"Singapore","Export","Fish","84415","","70952","","56077","","57964","","60796","","69396","","68849","","60540","","53890","","45794","","50120","","41268","","38925","","32139","","24083","","30522",""
"Singapore","Import","Crustaceans","20311","","18453","","19661","","27644","","34329","","32292","","32412","","32333","","32217","","33389","","33344","","33685","","33655","","35951","","39675","","34208",""
"Singapore","Import","Fish","127029","","119562","","122503","","150568","","156938","","168130","","170125","","163477","","157420","","153234","","152268","","152803","","148246","","137345","","135621","","139075",""
"Sri Lanka","Export","Crustaceans","5705","","4861","","4963","","6566","","4377","","3876","","3537","","3363","","2386","","3614","","3293","","3722","","2757","","3835","","4225","","3285",""
"Sri Lanka","Export","Fish","13202","","10052","","8589","","8653","","9325","","12189","","17111","","17320","","16802","","15146","","14430","","13967","","14257","","18157","","19865","","12915",""
"Sri Lanka","Import","Crustaceans","586","","524","","385","","321","","1238","","464","","430","","177","","639","","345","","394","","537","","618","","622","","991","","941",""
"Sri Lanka","Import","Fish","79886","","76079","","74139","","74863","","65991","","76026","","77115","","86321","","75499","","74280","","81528","","82496","","70158","","77083","","77145","","117756",""
"Syrian Arab Republic","Export","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","0","0","0","-","0","-","9","","0","-","4","F","5","F","4","F","2","F","0","-"
"Syrian Arab Republic","Export","Fish","27","F","2","F","69","F","0","-","1","F","73","","92","","216","F","32","","118","","71","","81","F","29","F","21","F","10","F","41","F"
"Syrian Arab Republic","Import","Crustaceans","3","F","1","F","0","-","10","","0","-","30","","26","","52","","164","","94","","163","","120","F","82","F","68","F","33","F","15","F"
"Syrian Arab Republic","Import","Fish","7850","","6236","","12115","","12813","","14732","","13129","","21810","","23476","","20970","","31441","","28780","","31137","F","21999","F","22215","F","23630","F","13904","F"
"Taiwan Province of China","Export","Crustaceans","2626","","2382","","6629","","4349","","2413","","2062","","1613","","1261","","1455","","1336","","1485","","1812","","1376","","1685","","2710","","2639",""
"Taiwan Province of China","Export","Fish","599330","","618046","","682606","","658306","","635379","","657175","","596999","","661244","","559637","","634118","","642328","","630685","","663220","","676758","","649656","","628021",""
"Taiwan Province of China","Import","Crustaceans","32517","","25544","","23229","","18333","","16870","","15804","","14666","","22777","","44592","","42778","","49273","","46590","","45622","","49759","","44956","","47427",""
"Taiwan Province of China","Import","Fish","84256","","68754","","77551","","78223","","69290","","70546","","62986","","77655","","115956","","148996","","159752","","160241","","177035","","154317","","161765","","169382",""
"Tajikistan","Import","Crustaceans","0",".","0",".","0","0","0","0","0","0","4","F","6","F","2","F","5","F","7","F","16","F","15","F","6","F","5","F","4","F","14","F"
"Tajikistan","Import","Fish","75","F","189","F","344","F","576","F","568","F","500","F","1139","F","1108","F","1414","F","1012","F","941","F","1670","F","1866","F","1712","F","2175","F","1855","F"
"Thailand","Export","Crustaceans","269759","","275811","","229898","","254021","","259351","","304147","","366130","","376491","","375146","","402260","","441147","","405898","","361394","","220766","","175697","","179340",""
"Thailand","Export","Fish","752920","","838377","","885382","","1023426","","1000520","","1092188","","1153738","","1197463","","1217032","","1171639","","1187153","","1167410","","1225595","","1147571","","1194308","","1105444",""
"Thailand","Import","Crustaceans","28603","","35443","","42745","","40225","","35907","","36402","","30978","","26057","","29095","","25756","","26648","","34959","","31649","","30104","","30528","","33942",""
"Thailand","Import","Fish","601743","","737435","","860776","","958328","","1116726","","1304910","","1336473","","1298110","","1417375","","1449270","","1446704","","1509539","","1496811","","1462148","","1397654","","1338007",""
"Timor-Leste","Export","Crustaceans","0",".","0",".","0",".","0",".","0","0","0","-","24","F","10","F","27","F","29","F","24","F","26","F","25","F","25","F","15","F","15","F"
"Timor-Leste","Export","Fish","0",".","0",".","0",".","0",".","0",".","1","","0","-","0","-","0","-","0","-","0","-","0","0","2","F","12","","0","-","21","F"
"Timor-Leste","Import","Crustaceans","0",".","0",".","0",".","0",".","2","","0","0","0","-","2","F","1","F","43","F","87","F","63","F","42","F","21","F","47","F","12","F"
"Timor-Leste","Import","Fish","0",".","0",".","0",".","0",".","96","","98","","105","F","137","F","209","F","527","F","1153","F","1729","F","2252","F","2250","F","2801","F","2653","F"
"Turkey","Export","Crustaceans","3885","","3850","","4840","","5148","","4946","","4583","","3320","","2963","","2656","","1880","","1853","","1684","","1278","","1199","","1206","","1427",""
"Turkey","Export","Fish","25292","","17746","","21016","","22715","","28027","","34531","","36305","","42249","","49889","","50266","","50849","","62855","","71188","","93082","","107951","","113548",""
"Turkey","Import","Crustaceans","120","","14","","79","","151","","426","","948","","731","","819","","1025","","892","","1670","","1808","","1407","","1282","","2315","","1913",""
"Turkey","Import","Fish","42345","","12056","","20235","","40028","","55385","","44186","","50969","","56446","","58679","","69425","","75516","","59959","","59225","","61669","","70458","","103098",""
