"Land Area","Trade flow","Commodity","2000","S_2000","2001","S_2001","2002","S_2002","2003","S_2003","2004","S_2004","2005","S_2005","2006","S_2006","2007","S_2007","2008","S_2008","2009","S_2009","2010","S_2010","2011","S_2011","2012","S_2012","2013","S_2013","2014","S_2014","2015","S_2015"
"Somalia","Import","Fish","100","F","29","F","313","F","392","F","772","F","830","F","3970","F","2666","F","3745","F","5488","F","2849","F","6163","F","6301","F","11489","F","12038","F","15265","F"
"South Africa","Export","Crustaceans","34039","","38654","","45243","","50662","","66645","","71128","","62777","","84163","","75622","","75530","","88208","","94846","","89210","","95877","","103297","","66326",""
"South Africa","Export","Fish","190702","","205281","","211179","","244797","","238624","","267883","","236574","","292138","","316398","","268698","","283605","","323177","","302262","","307399","","356184","","273069",""
"South Africa","Import","Crustaceans","13020","","13779","","11674","","15140","","27697","","40795","","46305","","49509","","44150","","48247","","44502","","74369","","57616","","74268","","68420","","43747",""
"South Africa","Import","Fish","28431","","30231","","26911","","44058","","53690","","58943","","80921","","115279","","157881","","181348","","165281","","159521","","263633","","265207","","320346","","248382",""
"South Sudan","Export","Fish","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","2","F","0","-","0","-","0","-"
"South Sudan","Import","Fish","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","366","F","1011","F","575","F","604","F"
"Sudan","Export","Fish","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","169","","223","F","772","F","1061","F"
"Sudan","Import","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","97","","262","F","54","F","0","-"
"Sudan","Import","Fish","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","5174","","7074","F","5697","F","6308",""
"Sudan (former)","Export","Crustaceans","0","-","0","0","5","","2","","7","","0","0","0","0","3","","8","","3","","0","-","3","","0",".","0",".","0",".","0","."
"Sudan (former)","Export","Fish","79","","167","","384","","459","","791","","639","","53","","187","F","313","","143","","23","","171","","0",".","0",".","0",".","0","."
"Sudan (former)","Import","Crustaceans","0","-","0","-","0","-","0","-","0","-","5","","48","","22","","124","","182","","291","","120","","0",".","0",".","0",".","0","."
"Sudan (former)","Import","Fish","328","","226","","405","","276","F","137","","373","","2145","","2835","","1803","","4382","","3286","","7719","","0",".","0",".","0",".","0","."
"Swaziland","Export","Crustaceans","1312","","715","","930","","1158","","3875","","1085","","49","","0","-","0","-","0","-","0","-","0","-","7","F","0","-","0","-","0","-"
"Swaziland","Export","Fish","1259","","842","","1660","","713","","1512","","768","","130","","32","","167","F","178","F","152","F","110","F","9","F","0","-","5","F","0","-"
"Swaziland","Import","Crustaceans","1611","","667","","876","","1305","","3236","","976","","457","","141","","418","F","1","","18","F","220","F","158","F","94","F","142","F","138","F"
"Swaziland","Import","Fish","6442","","4651","","4965","","7866","","10414","","9224","","5724","","5005","","3650","F","3502","F","3350","F","3371","F","3985","F","4766","F","8141","F","7352","F"
"Tanzania, United Rep. of","Export","Crustaceans","8704","","10733","","11597","","13075","","11085","","15069","","5780","","4804","","3935","","2181","","1511","","1691","","2934","","2602","","4440","","5377",""
"Tanzania, United Rep. of","Export","Fish","84748","","98730","","104043","","116889","","102107","","124189","","121880","F","153526","","171022","","137855","","101178","","88807","","97792","","75953","","155175","","150466",""
"Tanzania, United Rep. of","Import","Crustaceans","89","","414","","4","","6","","38","","130","","10","","16","","1","","22","","3","","5","","1","","7","","2","","26",""
"Tanzania, United Rep. of","Import","Fish","355","","349","","116","","574","","548","","403","","1021","","2269","","3852","","3958","","3253","","2146","","3913","","5869","","18113","","17251",""
"Togo","Export","Crustaceans","311","","190","","0","-","0","-","22","","0","-","13","","0","-","90","","0","-","0","-","0","-","4","","12","","0","-","20",""
"Togo","Export","Fish","2677","","5297","","10120","","2724","","10300","","4187","","4211","F","2321","F","3539","F","5356","F","4401","F","4335","F","2900","F","1153","F","2181","F","1899","F"
"Togo","Import","Crustaceans","6","","7","","20","","75","","31","","0","-","27","F","132","","0","-","4","","0","-","3","","5","","0","-","2","","14",""
"Togo","Import","Fish","11703","","13437","","6862","","7521","","4921","","8672","","7707","F","7667","","7150","","10083","","24336","","32562","","32207","","31974","F","29924","","37278",""
"Tunisia","Export","Crustaceans","54094","","38503","","32647","","42051","","44124","","47611","","49976","","44509","","50556","","38142","","37248","","41423","","30206","","43318","","47739","","51930",""
"Tunisia","Export","Fish","18481","","24973","","29361","","22469","","41846","","66813","","72868","","91536","","105545","","78802","","65757","","90860","","79375","","89437","","71754","","68832",""
"Tunisia","Import","Crustaceans","327","","230","","445","","514","","185","","622","","512","","1241","","1502","","3172","","4784","","3623","","3253","","1232","","522","","782",""
"Tunisia","Import","Fish","11023","","18089","","17326","","35041","","27482","","39083","","45618","","49834","","64386","","61897","","60154","","68144","","76276","","71854","","72754","","52320",""
"Uganda","Export","Crustaceans","0",".","40","","0",".","52","","0","-","1","","2","","0","-","56","","0","-","7","","0","-","34","","5","","0","-","0","-"
"Uganda","Export","Fish","28722","","49591","","85781","","84593","","99996","","138911","","140694","","118084","","118985","","109167","","124825","","125856","","122049","","123929","","134489","","117060",""
"Uganda","Import","Crustaceans","20","","13","","18","","17","","18","","22","","40","","83","","118","","100","","117","","81","","90","","135","","166","","225",""
"Uganda","Import","Fish","65","","21","","64","","1000","","121","","531","","139","","576","","720","","654","","1358","","2580","","3648","","2219","","3444","","2176",""
"Zambia","Export","Crustaceans","0","-","0","-","0","-","0","-","7","","0","-","0","-","0","-","0","-","0","-","0","-","13","","0","-","0","-","0","-","0","-"
"Zambia","Export","Fish","418","","308","","858","","897","","997","F","3418","","357","","384","","1295","","1090","","905","","530","","465","","431","","725","","501",""
"Zambia","Import","Crustaceans","16","","53","","30","","34","","22","","18","","49","","86","","21","","31","","90","","194","","318","","457","","697","","368",""
"Zambia","Import","Fish","1196","","984","","1737","","3337","","2935","","5093","F","5386","","8423","","5260","","6259","","8024","","16945","","31887","","51001","","77625","","113357",""
"Zimbabwe","Export","Crustaceans","6","","16","F","2","","0","-","4","","0","-","0","-","1","","0","-","0","-","0","-","0","-","3","","0","-","0","-","0","-"
"Zimbabwe","Export","Fish","4299","","3462","F","2387","","2495","F","2459","","1819","","4673","","3020","","1453","","2157","","3246","","4826","","6596","","8776","","15321","","12518",""
"Zimbabwe","Import","Crustaceans","455","","181","F","187","","103","F","97","","1361","","148","","185","","50","","112","","188","","238","","194","","633","","512","","581",""
"Zimbabwe","Import","Fish","7210","","2962","F","1801","","1432","F","2563","","494","","3280","","2035","","2871","","4653","","17878","","22833","","23457","","27840","","24998","","25749",""
