"Land Area","Trade flow","Commodity","2000","S_2000","2001","S_2001","2002","S_2002","2003","S_2003","2004","S_2004","2005","S_2005","2006","S_2006","2007","S_2007","2008","S_2008","2009","S_2009","2010","S_2010","2011","S_2011","2012","S_2012","2013","S_2013","2014","S_2014","2015","S_2015"
"Israel","Export","Crustaceans","0","-","0","-","0","-","0","-","1","","0","-","0","-","0","-","2","","1","","2","","3","","2","","1","","0","-","3",""
"Israel","Export","Fish","7159","","7932","","7318","","10090","","12222","","12832","","13984","","17278","","20933","","21066","","21385","","21126","","21977","","21861","","21174","","16353",""
"Israel","Import","Crustaceans","2594","","3635","F","2605","","4065","F","4317","","5591","","5802","","7339","F","10049","","10181","F","10911","F","17166","","12363","","16574","","24266","","19030",""
"Israel","Import","Fish","117219","F","129682","F","121624","","129331","","135305","","148470","","146664","","171918","","221391","","206614","","277892","","354870","","357713","","416285","","440572","","408512",""
"Japan","Export","Crustaceans","25600","","28581","","25484","","29367","","47980","","52293","","50638","","58554","","35053","","34729","","39043","","31834","","30664","","29823","","36116","","26270",""
"Japan","Export","Fish","502236","","486894","","474660","","532034","","671192","","752173","","894586","","1016652","","1017371","","905567","","1072220","","914344","","924529","","938350","","887688","","876019",""
"Japan","Import","Crustaceans","4600083","","3726810","","3693171","","3085936","","3696959","","3477049","","3496107","","3222258","","3498969","","3146638","","3455204","","4155138","","4181629","","3857380","","3707487","","3092497",""
"Japan","Import","Fish","8666195","","7795565","","7800323","","7454599","","8704014","","8801198","","8254025","","7839071","","9266376","","8120696","","9069369","","10559977","","11023982","","9031143","","8818736","","8160351",""
"Jordan","Export","Fish","1664","","223","","238","","339","","39","","43","","10","","0","-","151","","0","-","0","-","0","-","6","","0","-","0","-","1",""
"Jordan","Import","Crustaceans","238","","353","","348","","872","","1581","","1859","","3325","","3584","","4130","","3951","","4723","","5393","","6339","","5183","","6863","","6766",""
"Jordan","Import","Fish","20438","","22174","","22024","","24837","","33072","","33580","","43225","","50962","","72319","","78640","","72755","","75210","","107551","","98403","","106896","","103695",""
"Kazakhstan","Export","Crustaceans","0","-","19","","0","-","1","","9","","127","","310","","782","","928","","535","","207","","478","","642","","92","","31","","16",""
"Kazakhstan","Export","Fish","11765","","18822","","17702","","21388","","33064","","53449","","50276","","78459","","82473","","85362","","92782","","79910","","68277","","78397","","80335","","53761",""
"Kazakhstan","Import","Crustaceans","186","","271","","208","","206","","324","","564","","903","","1862","","2195","","2061","","2157","","3246","","4532","","5139","","6317","","4672",""
"Kazakhstan","Import","Fish","19067","","15651","","11613","","13723","","14706","","21794","","29485","","49437","","69948","","59559","","50823","","80462","","78547","","79131","","73093","","62142",""
"Korea, Dem. People's Rep","Export","Crustaceans","13340","F","16043","F","54388","F","88148","F","81695","F","22791","F","7533","F","639","F","867","F","2555","F","4003","F","4908","F","5030","F","6656","F","16695","F","25406","F"
"Korea, Dem. People's Rep","Export","Fish","8901","F","9041","F","14565","F","26976","F","28074","F","25716","F","13866","F","11399","F","10556","F","8861","F","13956","F","13842","F","11057","F","13055","F","18876","F","18077","F"
"Korea, Dem. People's Rep","Import","Crustaceans","4132","F","8250","F","14514","F","12316","F","8905","F","9955","F","18024","F","24476","F","31886","F","32753","F","15240","F","5552","F","6614","F","20523","F","4158","F","3670","F"
"Korea, Dem. People's Rep","Import","Fish","6525","F","13959","F","20229","F","25271","F","18486","F","20572","F","25597","F","27743","F","31240","F","43403","F","29541","F","44147","F","63770","F","81377","F","70330","F","65874","F"
"Korea, Republic of","Export","Crustaceans","48278","","37846","","37306","","52629","","58190","","54501","","65732","","59093","","76255","","70968","","77228","","122843","","124805","","84750","","96602","","108402",""
"Korea, Republic of","Export","Fish","895404","","723428","","710355","","649076","","729940","","684986","","639538","","737361","","889505","","960687","","1141243","","1389535","","1466842","","1277185","","1200514","","1027776",""
"Korea, Republic of","Import","Crustaceans","158855","","197337","","280495","","309869","","412460","","403602","","511147","","584345","","520258","","478247","","503557","","630489","","672378","","683665","","914137","","927186",""
"Korea, Republic of","Import","Fish","996186","","1176287","","1298986","","1311418","","1437050","","1507074","","1682532","","1859266","","1814522","","1649344","","1981074","","2363599","","2197365","","2131932","","2259573","","2346617",""
"Kuwait","Export","Crustaceans","5014","","3096","","4426","","1616","","2122","","748","F","2925","","1898","","1999","","1871","","872","","537","","201","F","167","","2","","752",""
"Kuwait","Export","Fish","0","-","49","","40","","306","","43","","41","F","1000","","334","","610","","673","","1088","","865","","565","F","926","","29","","572",""
"Kuwait","Import","Crustaceans","2304","","1831","","2828","","10114","","5920","","4558","F","10495","","16843","","13917","","12634","F","21093","","28499","","24425","F","33109","","51350","","53528",""
"Kuwait","Import","Fish","23244","","21704","","20545","F","32133","F","27089","F","32598","F","45942","","56658","","61387","","77396","F","69018","","81487","","96056","F","103812","","119050","","145644",""
"Kyrgyzstan","Export","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","6","","24","","0","-","0","-","0","-","0","-","0","-","0","-"
"Kyrgyzstan","Export","Fish","48","","0","0","1","","0","-","12","","0","-","18","","218","","357","","375","","123","","2","","0","-","0","-","1","F","87",""
"Kyrgyzstan","Import","Crustaceans","15","","1","","29","","12","","24","","54","","64","","32","","29","","82","","29","","44","","35","","70","","154","F","18",""
"Kyrgyzstan","Import","Fish","1851","","1166","","1208","","1689","","1921","","1915","","2967","","4547","","6459","","7632","","8903","","11583","","14604","","15769","","17529","F","9999",""
"Lao People's Dem. Rep.","Export","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","20","F","7","F","0",".","48","F"
"Lao People's Dem. Rep.","Export","Fish","23","F","64","F","12","F","12","F","12","F","17","","3","F","3","","6","F","7","F","12","F","10","F","7","","13","","20","","40",""
"Lao People's Dem. Rep.","Import","Crustaceans","269","F","400","F","154","F","239","F","33","F","159","F","173","F","76","F","439","F","54","F","86","F","169","F","375","F","482","F","605","F","692","F"
"Lao People's Dem. Rep.","Import","Fish","1790","F","1628","F","1465","F","2020","F","2194","F","2666","F","2659","F","3204","F","3074","F","3310","F","3313","F","4942","F","5571","F","5870","F","7113","F","10345","F"
"Lebanon","Export","Crustaceans","35","","11","","12","","8","","52","","16","","22","","52","","132","","203","","90","","104","","242","","297","","102","","65","F"
"Lebanon","Export","Fish","77","","99","","209","","717","","583","","959","","1619","","2680","","4296","","6023","","2588","","2516","","2047","","2462","","2511","","2620","F"
"Lebanon","Import","Crustaceans","5152","","7138","","6699","","6968","","7553","","8675","","7258","","10860","","11710","","15898","","17040","","22175","","20203","","17482","","27065","","24516","F"
"Lebanon","Import","Fish","35399","","44422","","36015","","35826","","44183","","44746","","53296","","60096","","71945","","77568","","92066","","96169","","107931","","117558","","122950","","112750","F"
"Malaysia","Export","Crustaceans","105274","","116978","","208200","","127631","","338305","","358820","","319605","","368610","","383003","","313535","","439173","","494660","","419281","","376027","","443156","","273291",""
"Malaysia","Export","Fish","53278","","61632","","94855","","73272","","130793","","154317","","182678","","217368","","249122","","240620","","265238","","281907","","285092","","272577","","280064","","266361",""
"Malaysia","Import","Crustaceans","58402","","69852","","80125","","90799","","197992","","171483","","150162","","178749","","118605","","155885","","206495","","260206","","277417","","228694","","321296","","190865",""
"Malaysia","Import","Fish","220024","","234404","","279630","","252884","","301463","","316242","","371929","","403004","","403449","","441996","","479691","","613844","","671766","","692104","","651313","","566224",""
"Maldives","Export","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","10","","0","-","0","-"
"Maldives","Export","Fish","37662","","40238","","51830","","72029","","86634","","99249","","131180","","104129","","122687","","73596","","69965","","116835","","157318","","137785","","140746","","139443",""
"Maldives","Import","Crustaceans","0",".","1470","","1677","","1897","","2451","","1752","","3158","","4696","","4391","","4045","","5064","","6187","","9329","","10910","","12820","","12756",""
"Maldives","Import","Fish","0",".","608","","679","","722","","986","","822","","1546","","2455","","2900","","2969","","4345","","8620","","7343","","8612","","10313","","8790",""
"Mongolia","Export","Crustaceans","0",".","0",".","0",".","10","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","72","F","0","-","0","-","0","-"
"Mongolia","Export","Fish","222","","75","","147","","152","","95","","249","","231","","118","","89","F","70","F","205","F","193","F","144","F","75","","109","","134",""
"Mongolia","Import","Crustaceans","1","","2","","3","","2","","36","","6","","1","","9","","0","-","83","F","8","F","11","","80","F","138","","12","","83",""
"Mongolia","Import","Fish","224","","354","","353","","339","","208","","326","","394","","775","","1102","F","1087","F","2673","F","3912","F","6129","F","4269","","2823","","2409",""
"Myanmar","Export","Crustaceans","114942","","137546","","147927","","174236","","191287","","261662","","178155","","177408","","194082","","151645","","121008","","135730","","158445","","169157","","153591","","149462",""
"Myanmar","Export","Fish","68765","","80745","","103607","","143146","","127227","","190295","","199796","","190417","","348070","","319357","","357751","","392885","","468453","","457554","","365814","","309045",""
"Myanmar","Import","Crustaceans","14","F","70","","144","F","548","F","615","F","696","F","640","F","268","F","1073","F","1608","F","2179","F","3222","F","2498","F","2202","F","4404","F","5293","F"
"Myanmar","Import","Fish","421","F","77","","307","F","789","F","1137","F","1341","F","1619","F","2284","F","3174","F","4163","F","7612","F","10966","F","14020","F","18822","F","16036","F","29139","F"
"Nepal","Export","Fish","71","F","27","F","0","-","16","","42","F","33","F","0","-","0","-","0","-","3","","4","","5","","9","","4","","5","","5",""
"Nepal","Import","Crustaceans","22","F","103","F","122","F","1","","11","F","25","F","6","","27","F","34","F","25","","4","","3","","3","","7","","20","","11",""
"Nepal","Import","Fish","283","F","247","F","169","F","343","","292","F","276","F","571","F","992","F","1819","F","2697","","2308","","4632","","5636","","5784","","8801","","7830",""
"Oman","Export","Crustaceans","2342","","4520","","1524","","1011","","1059","","557","","323","","245","","367","","364","","945","","3147","","628","","693","","404","","901",""
"Oman","Export","Fish","46559","","43098","","73800","","69247","","94342","","90837","","88623","","81070","","74454","","72848","","109856","","98490","","107692","","116413","","127274","","118116",""
"Oman","Import","Crustaceans","1358","","2017","","2074","","2873","","2789","","3898","","4039","","4875","","5552","","6024","","6304","","8913","","10887","","9616","","11270","","10282",""
"Oman","Import","Fish","4020","","5900","","8283","","7715","","6873","","9053","","15702","","19934","","23527","","23940","","28071","","35130","","41333","","31225","","46895","","55719",""
"Pakistan","Export","Crustaceans","83810","","64223","","57165","","49673","","54113","","42950","","46712","","54126","","56775","","55745","","79258","","87480","","89288","","102072","","98332","","83122",""
"Pakistan","Export","Fish","58052","","59059","","70640","","86225","","96922","","95507","","145843","","131561","","133200","","170190","","180006","","227125","","228168","","238757","","259712","","252928",""
"Pakistan","Import","Crustaceans","189","","116","","41","","56","","214","","152","","0","-","191","","3","","0","-","9","","3","","25","","71","","102","","253",""
"Pakistan","Import","Fish","61","","58","","106","","240","","816","","1220","","1754","","2141","","1821","","1599","","2530","","4313","","5955","","11887","","14844","","16591",""
"Palestine, Occupied Tr.","Export","Fish","0",".","0",".","0",".","0",".","0",".","0",".","0",".","244","","162","","188","","83","","350","","188","","370","","0","-","545","F"
"Palestine, Occupied Tr.","Import","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","35","","19","","2","","7","","11","","245","","96","","60","F","212","F"
"Palestine, Occupied Tr.","Import","Fish","0",".","0",".","0",".","0",".","0",".","0",".","0",".","7147","","10490","","12575","","11282","","14195","","10108","","15027","","18455","F","18314","F"
"Philippines","Export","Crustaceans","169863","","161549","","179358","","163157","","150739","","139519","","141475","","136480","","113429","","105172","","128491","","138157","","128462","","155553","","229541","","166652",""
"Philippines","Export","Fish","183025","","164451","","185097","","204189","","205866","","157958","","202837","","292058","","480785","","425968","","452516","","425879","","620419","","942865","","697772","","563426",""
"Philippines","Import","Crustaceans","371","","1019","","2508","","1976","","4512","","3346","","2787","","1839","","3372","","3677","","4715","","9316","","13306","","13431","","18639","","11660",""
"Philippines","Import","Fish","56342","","28809","","48198","","53506","","34693","","62120","","61431","","88166","","109478","","151288","","105406","","148971","","199525","","209236","","193326","","294209",""
"Qatar","Export","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","249","","190","","155","","0",".","0","-","105",""
"Qatar","Export","Fish","1586","","1907","","1983","","2019","","1625","","3350","","1993","","1434","","1325","","2292","","5271","","2816","","1159","","1875","","1417","","1675",""
"Qatar","Import","Crustaceans","1231","","1144","","1746","","1920","","1723","","2572","","4468","","7157","","8501","","10775","F","16591","","18156","F","17953","","17157","","21957","","28133",""
"Qatar","Import","Fish","4245","","5015","","5545","","4637","","5203","","9460","","13521","","16005","","30185","","36325","F","41028","","39731","F","58007","","49833","","55484","","64727",""
"Saudi Arabia","Export","Crustaceans","4967","","6870","","5693","","19849","","20856","","34711","","34399","","46074","","48534","","54871","","95897","","44199","","28843","","18323","","48700","","68593",""
"Saudi Arabia","Export","Fish","3386","","3366","","3506","","5521","","7011","","10300","","11874","","13416","","12999","F","16271","F","20873","","26098","","22324","","20476","","20479","","20316",""
"Saudi Arabia","Import","Crustaceans","12692","","15536","","13749","","12587","","12135","","16312","","20921","","22628","","15074","F","19765","F","33600","","51337","","71493","","70540","","104448","","90987",""
"Saudi Arabia","Import","Fish","91578","","111346","","111904","","114124","","160387","","177428","","207635","","210498","","207065","","198109","","314961","","412088","","545837","","543052","","555231","","520971",""
"Singapore","Export","Crustaceans","75891","","56427","","38943","","26415","","75805","","38416","","35392","","25311","","23319","","23346","","23257","","28878","","32877","","40318","","40796","","44505",""
"Singapore","Export","Fish","325146","","272917","","219241","","232445","","263062","","302117","","294363","","285113","","306678","","245001","","293349","","315425","","263377","","222496","","195852","","231361",""
"Singapore","Import","Crustaceans","103474","","80030","","84403","","104243","","171100","","132005","","143111","","154461","","168174","","165080","","183812","","218862","","221353","","251349","","276260","","257472",""
"Singapore","Import","Fish","321408","","291731","","286137","","356511","","394960","","469726","","468122","","485917","","566954","","501506","","588806","","691136","","624965","","575539","","576658","","574054",""
"Sri Lanka","Export","Crustaceans","70835","","53163","","41741","","50353","","32707","","28809","","29568","","30817","","20109","","27025","","25790","","36418","","29085","","44379","","55134","","35590",""
"Sri Lanka","Export","Fish","61547","","45228","","38779","","45095","","56111","","73332","","107404","","134679","","148594","","150192","","137886","","147615","","161183","","181160","","197872","","135997",""
"Sri Lanka","Import","Crustaceans","489","","560","","533","","366","","1774","","1738","","1014","","398","","608","","711","","690","","812","","989","","973","","1619","","1412",""
"Sri Lanka","Import","Fish","66900","","68997","","65662","","63264","","56595","","68404","","92204","","108326","","115437","","120034","","128594","","148764","","134775","","162695","","142103","","220306",""
"Syrian Arab Republic","Export","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","3","","0","-","0","-","78","","0","-","24","F","30","F","28","F","12","F","0","-"
"Syrian Arab Republic","Export","Fish","48","F","17","F","47","F","1","","7","F","65","","185","","212","F","266","","554","","136","","581","F","208","","130","F","200","","290","F"
"Syrian Arab Republic","Import","Crustaceans","28","F","28","F","0","-","39","","0","-","85","","110","","83","","266","","391","","422","","307","F","315","F","298","F","137","F","27","F"
"Syrian Arab Republic","Import","Fish","33250","","10080","","19078","","20618","","24914","","22945","","36527","","42230","","39949","","67390","","57673","","64919","F","47629","F","50248","F","74890","F","41726","F"
"Taiwan Province of China","Export","Crustaceans","29318","","31428","","44490","","37488","","29127","","22546","","18337","","15511","","20557","","15272","","18827","","25723","","21763","","26365","","34180","","32548",""
"Taiwan Province of China","Export","Fish","1653041","","1707972","","1518367","","1204356","","1701734","","1562170","","1355136","","1536710","","1438817","","1468565","","1836930","","2149785","","2146771","","1851040","","1635485","","1428243",""
"Taiwan Province of China","Import","Crustaceans","149857","","133101","","101336","","90512","","88125","","92349","","107328","","133007","","205887","","173127","","196709","","203044","","203938","","237004","","276977","","301782",""
"Taiwan Province of China","Import","Fish","178870","","156935","","147190","","155306","","149920","","166214","","161552","","192588","","256420","","292488","","337662","","375863","","414615","","403048","","486994","","515703",""
"Tajikistan","Import","Crustaceans","0",".","0",".","0","0","0","0","1","","5","F","16","F","2","F","4","F","7","F","21","F","72","F","5","F","2","F","1","F","26","F"
"Tajikistan","Import","Fish","84","F","199","F","258","F","377","F","368","F","512","F","830","F","998","F","1309","F","1060","F","2928","F","2793","F","2805","F","2043","F","2515","F","2135","F"
"Thailand","Export","Crustaceans","2820540","","2366841","","1868134","","1873015","","1827426","","1943554","","2429817","","2526002","","2664760","","2836435","","3312009","","3734106","","3195863","","2328851","","2093786","","1746493",""
"Thailand","Export","Fish","1130997","","1297274","","1395637","","1590381","","1701995","","2033601","","2233250","","2493365","","3271146","","2881502","","3166457","","3719652","","4281170","","4040047","","3763981","","3251305",""
"Thailand","Import","Crustaceans","182191","","198417","","215096","","192707","","143884","","122557","","110960","","73739","","128364","","78151","","70825","","71863","","107161","","136597","","152303","","143472",""
"Thailand","Import","Fish","465643","","675794","","729239","","794670","","993211","","1192009","","1308879","","1538337","","2143876","","1715797","","1880645","","2406652","","2747010","","2652914","","2177404","","1960937",""
"Timor-Leste","Export","Crustaceans","0",".","0",".","0",".","0",".","2","","0","-","65","F","60","F","276","F","138","F","160","F","170","F","163","F","163","F","100","F","100","F"
"Timor-Leste","Export","Fish","0",".","0",".","0",".","0",".","0",".","2","","0","-","0","-","3","","0","-","0","-","4","","9","F","75","","0","-","28","F"
"Timor-Leste","Import","Crustaceans","0",".","0",".","0",".","0",".","13","","13","","11","","14","F","14","F","193","F","967","F","739","F","332","F","174","F","425","F","66","F"
