Year,Division,District,CrimeType,CrimeCount,Population
2002,Lahore,Sheikhupura,Attempted Murder,359,2275000
2002,Lahore,Sheikhupura,Hurt,1084,2275000
2002,Lahore,Sheikhupura,Rioting,0,2275000
2002,Lahore,Sheikhupura,Assault on Govt. Servants,52,2275000
2002,Lahore,Sheikhupura,Rape,95,2275000
2002,Lahore,Sheikhupura,Kidnapping/ Abduction,275,2275000
2002,Lahore,Sheikhupura,Dacoity,104,2275000
2002,Lahore,Sheikhupura,Robbery,285,2275000
2002,Lahore,Sheikhupura,Burglary,339,2275000
2002,Lahore,Sheikhupura,Motor Vehicles Theft,133,2275000
2002,Lahore,Sheikhupura,Cattle Theft,186,2275000
2002,Lahore,Sheikhupura,Ordinary Thefts,191,2275000
2002,Lahore,Sheikhupura,Misc.,7913,2275000
2002,Multan,Multan,All Reported,8553,3466000
2002,Multan,Multan,Murder,109,3466000
2002,Multan,Multan,Attempted Murder,112,3466000
2002,Multan,Multan,Hurt,850,3466000
2002,Multan,Multan,Rioting,0,3466000
2002,Multan,Multan,Assault on Govt. Servants,64,3466000
2002,Multan,Multan,Rape,46,3466000
2002,Multan,Multan,Kidnapping/ Abduction,243,3466000
2002,Multan,Multan,Dacoity,43,3466000
2002,Multan,Multan,Robbery,276,3466000
2002,Multan,Multan,Burglary,724,3466000
2002,Multan,Multan,Motor Vehicles Theft,468,3466000
2002,Multan,Multan,Cattle Theft,103,3466000
2002,Multan,Multan,Ordinary Thefts,65,3466000
2002,Multan,Multan,Misc.,5350,3466000
2002,Multan,Khanewal,All Reported,6242,2276000
2002,Multan,Khanewal,Murder,95,2276000
2002,Multan,Khanewal,Attempted Murder,110,2276000
2002,Multan,Khanewal,Hurt,588,2276000
2002,Multan,Khanewal,Rioting,1,2276000
2002,Multan,Khanewal,Assault on Govt. Servants,22,2276000
2002,Multan,Khanewal,Rape,32,2276000
2002,Multan,Khanewal,Kidnapping/ Abduction,131,2276000
2002,Multan,Khanewal,Dacoity,10,2276000
2002,Multan,Khanewal,Robbery,73,2276000
2002,Multan,Khanewal,Burglary,211,2276000
2002,Multan,Khanewal,Motor Vehicles Theft,50,2276000
2002,Multan,Khanewal,Cattle Theft,183,2276000
2002,Multan,Khanewal,Ordinary Thefts,98,2276000
2002,Multan,Khanewal,Misc.,4638,2276000
2002,Multan,Lodhran,All Reported,3807,1304000
2002,Multan,Lodhran,Murder,51,1304000
2002,Multan,Lodhran,Attempted Murder,57,1304000
2002,Multan,Lodhran,Hurt,382,1304000
2002,Multan,Lodhran,Rioting,0,1304000
2002,Multan,Lodhran,Assault on Govt. Servants,31,1304000
2002,Multan,Lodhran,Rape,19,1304000
2002,Multan,Lodhran,Kidnapping/ Abduction,90,1304000
2002,Multan,Lodhran,Dacoity,6,1304000
2002,Multan,Lodhran,Robbery,61,1304000
2002,Multan,Lodhran,Burglary,117,1304000
2002,Multan,Lodhran,Motor Vehicles Theft,15,1304000
2002,Multan,Lodhran,Cattle Theft,65,1304000
2002,Multan,Lodhran,Ordinary Thefts,21,1304000
2002,Multan,Lodhran,Misc.,2892,1304000
2002,Multan,Vehari,All Reported,6899,2322000
2002,Multan,Vehari,Murder,113,2322000
2002,Multan,Vehari,Attempted Murder,73,2322000
2002,Multan,Vehari,Hurt,674,2322000
2002,Multan,Vehari,Rioting,4,2322000
2002,Multan,Vehari,Assault on Govt. Servants,73,2322000
2002,Multan,Vehari,Rape,36,2322000
2002,Multan,Vehari,Kidnapping/ Abduction,187,2322000
2002,Multan,Vehari,Dacoity,29,2322000
2002,Multan,Vehari,Robbery,123,2322000
2002,Multan,Vehari,Burglary,238,2322000
2002,Multan,Vehari,Motor Vehicles Theft,89,2322000
2002,Multan,Vehari,Cattle Theft,154,2322000
2002,Multan,Vehari,Ordinary Thefts,41,2322000
2002,Multan,Vehari,Misc.,5065,2322000
2002,Multan,Sahiwal,All Reported,5116,2005000
2002,Multan,Sahiwal,Murder,142,2005000
2002,Multan,Sahiwal,Attempted Murder,151,2005000
2002,Multan,Sahiwal,Hurt,603,2005000
2002,Multan,Sahiwal,Rioting,1,2005000
2002,Multan,Sahiwal,Assault on Govt. Servants,14,2005000
2002,Multan,Sahiwal,Rape,29,2005000
2002,Multan,Sahiwal,Kidnapping/ Abduction,163,2005000
2002,Multan,Sahiwal,Dacoity,46,2005000
2002,Multan,Sahiwal,Robbery,164,2005000
2002,Multan,Sahiwal,Burglary,300,2005000
2002,Multan,Sahiwal,Motor Vehicles Theft,111,2005000
2002,Multan,Sahiwal,Cattle Theft,216,2005000
2002,Multan,Sahiwal,Ordinary Thefts,77,2005000
2002,Multan,Sahiwal,Misc.,3099,2005000
2002,Multan,Pakpattan,All Reported,3584,1419000
2002,Multan,Pakpattan,Murder,85,1419000
2002,Multan,Pakpattan,Attempted Murder,86,1419000
2002,Multan,Pakpattan,Hurt,409,1419000
2002,Multan,Pakpattan,Rioting,0,1419000
2002,Multan,Pakpattan,Assault on Govt. Servants,13,1419000
2002,Multan,Pakpattan,Rape,59,1419000
2002,Multan,Pakpattan,Kidnapping/ Abduction,141,1419000
2002,Multan,Pakpattan,Dacoity,15,1419000
2002,Multan,Pakpattan,Robbery,65,1419000
2002,Multan,Pakpattan,Burglary,107,1419000
2002,Multan,Pakpattan,Motor Vehicles Theft,33,1419000
2002,Multan,Pakpattan,Cattle Theft,85,1419000
2002,Multan,Pakpattan,Ordinary Thefts,122,1419000
2002,Multan,Pakpattan,Misc.,2364,1419000
2002,Rawalpindi,Rawalpindi,All Reported,11920,3744000
2002,Rawalpindi,Rawalpindi,Murder,190,3744000
2002,Rawalpindi,Rawalpindi,Attempted Murder,296,3744000
2002,Rawalpindi,Rawalpindi,Hurt,855,3744000
2002,Rawalpindi,Rawalpindi,Rioting,31,3744000
2002,Rawalpindi,Rawalpindi,Assault on Govt. Servants,55,3744000
2002,Rawalpindi,Rawalpindi,Rape,28,3744000
2002,Rawalpindi,Rawalpindi,Kidnapping/ Abduction,181,3744000
2002,Rawalpindi,Rawalpindi,Dacoity,16,3744000
2002,Rawalpindi,Rawalpindi,Robbery,124,3744000
2002,Rawalpindi,Rawalpindi,Burglary,523,3744000
2002,Rawalpindi,Rawalpindi,Motor Vehicles Theft,593,3744000
2002,Rawalpindi,Rawalpindi,Cattle Theft,56,3744000
2002,Rawalpindi,Rawalpindi,Ordinary Thefts,120,3744000
2002,Rawalpindi,Rawalpindi,Misc.,8852,3744000
2002,Rawalpindi,Attock,All Reported,3480,1391000
2002,Rawalpindi,Attock,Murder,81,1391000
2002,Rawalpindi,Attock,Attempted Murder,88,1391000
2002,Rawalpindi,Attock,Hurt,315,1391000
2002,Rawalpindi,Attock,Rioting,3,1391000
2002,Rawalpindi,Attock,Assault on Govt. Servants,26,1391000
2002,Rawalpindi,Attock,Rape,7,1391000
2002,Rawalpindi,Attock,Kidnapping/ Abduction,31,1391000
2002,Rawalpindi,Attock,Dacoity,0,1391000
2002,Rawalpindi,Attock,Robbery,14,1391000
2002,Rawalpindi,Attock,Burglary,79,1391000
2002,Rawalpindi,Attock,Motor Vehicles Theft,20,1391000
2002,Rawalpindi,Attock,Cattle Theft,15,1391000
2002,Rawalpindi,Attock,Ordinary Thefts,21,1391000
2002,Rawalpindi,Attock,Misc.,2780,1391000
2002,Rawalpindi,Chakwal,All Reported,1883,1171000
2002,Rawalpindi,Chakwal,Murder,41,1171000
2002,Rawalpindi,Chakwal,Attempted Murder,48,1171000
2002,Rawalpindi,Chakwal,Hurt,279,1171000
2002,Rawalpindi,Chakwal,Rioting,0,1171000
2002,Rawalpindi,Chakwal,Assault on Govt. Servants,14,1171000
2002,Rawalpindi,Chakwal,Rape,11,1171000
2002,Rawalpindi,Chakwal,Kidnapping/ Abduction,23,1171000
2002,Rawalpindi,Chakwal,Dacoity,8,1171000
2002,Rawalpindi,Chakwal,Robbery,21,1171000
2002,Rawalpindi,Chakwal,Burglary,102,1171000
2002,Rawalpindi,Chakwal,Motor Vehicles Theft,31,1171000
2002,Rawalpindi,Chakwal,Cattle Theft,24,1171000
2002,Rawalpindi,Chakwal,Ordinary Thefts,15,1171000
2002,Rawalpindi,Chakwal,Misc.,1266,1171000
2002,Rawalpindi,Jhelum,All Reported,1897,1017000
2002,Rawalpindi,Jhelum,Murder,41,1017000
2002,Rawalpindi,Jhelum,Attempted Murder,56,1017000
2002,Rawalpindi,Jhelum,Hurt,260,1017000
2002,Rawalpindi,Jhelum,Rioting,7,1017000
2002,Rawalpindi,Jhelum,Assault on Govt. Servants,24,1017000
2002,Rawalpindi,Jhelum,Rape,10,1017000
2002,Rawalpindi,Jhelum,Kidnapping/ Abduction,22,1017000
2002,Rawalpindi,Jhelum,Dacoity,4,1017000
2002,Rawalpindi,Jhelum,Robbery,20,1017000
2002,Rawalpindi,Jhelum,Burglary,125,1017000
2002,Rawalpindi,Jhelum,Motor Vehicles Theft,42,1017000
2002,Rawalpindi,Jhelum,Cattle Theft,26,1017000
2002,Rawalpindi,Jhelum,Ordinary Thefts,22,1017000
2002,Rawalpindi,Jhelum,Misc.,1238,1017000
2002,Sargodha,Sargodha,All Reported,7157,2879000
2002,Sargodha,Sargodha,Murder,217,2879000
2002,Sargodha,Sargodha,Attempted Murder,244,2879000
2002,Sargodha,Sargodha,Hurt,1039,2879000
2002,Sargodha,Sargodha,Rioting,13,2879000
2002,Sargodha,Sargodha,Assault on Govt. Servants,45,2879000
2002,Sargodha,Sargodha,Rape,59,2879000
2002,Sargodha,Sargodha,Kidnapping/ Abduction,141,2879000
2002,Sargodha,Sargodha,Dacoity,11,2879000
2002,Sargodha,Sargodha,Robbery,155,2879000
2002,Sargodha,Sargodha,Burglary,430,2879000
2002,Sargodha,Sargodha,Motor Vehicles Theft,150,2879000
2002,Sargodha,Sargodha,Cattle Theft,257,2879000
2002,Sargodha,Sargodha,Ordinary Thefts,40,2879000
2002,Sargodha,Sargodha,Misc.,4356,2879000
2002,Sargodha,Bhakkar,All Reported,1605,1169000
