date,hour,day,weekend,week,month,quarter,value
2020-02-08,16,Friday,Weekday,6,February,Q1: Jan - Mar,28026
2020-02-07T23:00Z,15,Friday,Weekday,6,February,Q1: Jan - Mar,27460
2020-02-07T22:00Z,14,Friday,Weekday,6,February,Q1: Jan - Mar,27091
2020-02-07T21:00Z,13,Friday,Weekday,6,February,Q1: Jan - Mar,27107
2020-02-07T20:00Z,12,Friday,Weekday,6,February,Q1: Jan - Mar,27611
2020-02-07T19:00Z,11,Friday,Weekday,6,February,Q1: Jan - Mar,28348
2020-02-07T18:00Z,10,Friday,Weekday,6,February,Q1: Jan - Mar,29534
2020-02-07T17:00Z,9,Friday,Weekday,6,February,Q1: Jan - Mar,31269
2020-02-07T16:00Z,8,Friday,Weekday,6,February,Q1: Jan - Mar,32769
2020-02-07T15:00Z,7,Friday,Weekday,6,February,Q1: Jan - Mar,31612
2020-02-07T14:00Z,6,Friday,Weekday,6,February,Q1: Jan - Mar,28419
2020-02-07T13:00Z,5,Friday,Weekday,6,February,Q1: Jan - Mar,26313
2020-02-07T12:00Z,4,Friday,Weekday,6,February,Q1: Jan - Mar,25419
2020-02-07T11:00Z,3,Friday,Weekday,6,February,Q1: Jan - Mar,25409
2020-02-07T10:00Z,2,Friday,Weekday,6,February,Q1: Jan - Mar,25873
2020-02-07T09:00Z,1,Friday,Weekday,6,February,Q1: Jan - Mar,26671
2020-02-07T08:00Z,0,Friday,Weekday,6,February,Q1: Jan - Mar,28039
2020-02-07T07:00Z,23,Thursday,Weekday,6,February,Q1: Jan - Mar,29901
2020-02-07T06:00Z,22,Thursday,Weekday,6,February,Q1: Jan - Mar,31906
2020-02-07T05:00Z,21,Thursday,Weekday,6,February,Q1: Jan - Mar,33173
2020-02-07T04:00Z,20,Thursday,Weekday,6,February,Q1: Jan - Mar,33845
2020-02-07T03:00Z,19,Thursday,Weekday,6,February,Q1: Jan - Mar,34236
2020-02-07T02:00Z,18,Thursday,Weekday,6,February,Q1: Jan - Mar,32595
2020-02-07T01:00Z,17,Thursday,Weekday,6,February,Q1: Jan - Mar,29963
2020-02-07,16,Thursday,Weekday,6,February,Q1: Jan - Mar,28304
2020-02-06T23:00Z,15,Thursday,Weekday,6,February,Q1: Jan - Mar,27880
2020-02-06T22:00Z,14,Thursday,Weekday,6,February,Q1: Jan - Mar,27647
2020-02-06T21:00Z,13,Thursday,Weekday,6,February,Q1: Jan - Mar,27781
2020-02-06T20:00Z,12,Thursday,Weekday,6,February,Q1: Jan - Mar,28120
2020-02-06T19:00Z,11,Thursday,Weekday,6,February,Q1: Jan - Mar,29025
2020-02-06T18:00Z,10,Thursday,Weekday,6,February,Q1: Jan - Mar,30305
2020-02-06T17:00Z,9,Thursday,Weekday,6,February,Q1: Jan - Mar,31787
2020-02-06T16:00Z,8,Thursday,Weekday,6,February,Q1: Jan - Mar,33337
2020-02-06T15:00Z,7,Thursday,Weekday,6,February,Q1: Jan - Mar,32262
2020-02-06T14:00Z,6,Thursday,Weekday,6,February,Q1: Jan - Mar,28948
2020-02-06T13:00Z,5,Thursday,Weekday,6,February,Q1: Jan - Mar,26748
2020-02-06T12:00Z,4,Thursday,Weekday,6,February,Q1: Jan - Mar,25962
2020-02-06T11:00Z,3,Thursday,Weekday,6,February,Q1: Jan - Mar,26037
2020-02-06T10:00Z,2,Thursday,Weekday,6,February,Q1: Jan - Mar,26504
2020-02-06T09:00Z,1,Thursday,Weekday,6,February,Q1: Jan - Mar,27336
2020-02-06T08:00Z,0,Thursday,Weekday,6,February,Q1: Jan - Mar,28587
2020-02-06T07:00Z,23,Wednesday,Weekday,6,February,Q1: Jan - Mar,30710
2020-02-06T06:00Z,22,Wednesday,Weekday,6,February,Q1: Jan - Mar,32880
2020-02-06T05:00Z,21,Wednesday,Weekday,6,February,Q1: Jan - Mar,34325
2020-02-06T04:00Z,20,Wednesday,Weekday,6,February,Q1: Jan - Mar,35024
2020-02-06T03:00Z,19,Wednesday,Weekday,6,February,Q1: Jan - Mar,35331
2020-02-06T02:00Z,18,Wednesday,Weekday,6,February,Q1: Jan - Mar,33569
2020-02-06T01:00Z,17,Wednesday,Weekday,6,February,Q1: Jan - Mar,30578
2020-02-06,16,Wednesday,Weekday,6,February,Q1: Jan - Mar,28632
2020-02-05T23:00Z,15,Wednesday,Weekday,6,February,Q1: Jan - Mar,28187
2020-02-05T22:00Z,14,Wednesday,Weekday,6,February,Q1: Jan - Mar,27796
2020-02-05T21:00Z,13,Wednesday,Weekday,6,February,Q1: Jan - Mar,27832
2020-02-05T20:00Z,12,Wednesday,Weekday,6,February,Q1: Jan - Mar,28683
2020-02-05T19:00Z,11,Wednesday,Weekday,6,February,Q1: Jan - Mar,29775
2020-02-05T18:00Z,10,Wednesday,Weekday,6,February,Q1: Jan - Mar,31336
2020-02-05T17:00Z,9,Wednesday,Weekday,6,February,Q1: Jan - Mar,33125
2020-02-05T16:00Z,8,Wednesday,Weekday,6,February,Q1: Jan - Mar,34535
2020-02-05T15:00Z,7,Wednesday,Weekday,6,February,Q1: Jan - Mar,33417
2020-02-05T14:00Z,6,Wednesday,Weekday,6,February,Q1: Jan - Mar,29860
2020-02-05T13:00Z,5,Wednesday,Weekday,6,February,Q1: Jan - Mar,27664
2020-02-05T12:00Z,4,Wednesday,Weekday,6,February,Q1: Jan - Mar,26829
2020-02-05T11:00Z,3,Wednesday,Weekday,6,February,Q1: Jan - Mar,26802
2020-02-05T10:00Z,2,Wednesday,Weekday,6,February,Q1: Jan - Mar,27233
2020-02-05T09:00Z,1,Wednesday,Weekday,6,February,Q1: Jan - Mar,28050
2020-02-05T08:00Z,0,Wednesday,Weekday,6,February,Q1: Jan - Mar,29369
2020-02-05T07:00Z,23,Tuesday,Weekday,6,February,Q1: Jan - Mar,31497
2020-02-05T06:00Z,22,Tuesday,Weekday,6,February,Q1: Jan - Mar,33886
2020-02-05T05:00Z,21,Tuesday,Weekday,6,February,Q1: Jan - Mar,35379
2020-02-05T04:00Z,20,Tuesday,Weekday,6,February,Q1: Jan - Mar,35933
2020-02-05T03:00Z,19,Tuesday,Weekday,6,February,Q1: Jan - Mar,36113
2020-02-05T02:00Z,18,Tuesday,Weekday,6,February,Q1: Jan - Mar,34416
2020-02-05T01:00Z,17,Tuesday,Weekday,6,February,Q1: Jan - Mar,30893
2020-02-05,16,Tuesday,Weekday,6,February,Q1: Jan - Mar,28485
2020-02-04T23:00Z,15,Tuesday,Weekday,6,February,Q1: Jan - Mar,27712
2020-02-04T22:00Z,14,Tuesday,Weekday,6,February,Q1: Jan - Mar,27707
2020-02-04T21:00Z,13,Tuesday,Weekday,6,February,Q1: Jan - Mar,27738
2020-02-04T20:00Z,12,Tuesday,Weekday,6,February,Q1: Jan - Mar,27975
2020-02-04T19:00Z,11,Tuesday,Weekday,6,February,Q1: Jan - Mar,28881
2020-02-04T18:00Z,10,Tuesday,Weekday,6,February,Q1: Jan - Mar,30564
2020-02-04T17:00Z,9,Tuesday,Weekday,6,February,Q1: Jan - Mar,32277
2020-02-04T16:00Z,8,Tuesday,Weekday,6,February,Q1: Jan - Mar,33964
2020-02-04T15:00Z,7,Tuesday,Weekday,6,February,Q1: Jan - Mar,32887
2020-02-04T14:00Z,6,Tuesday,Weekday,6,February,Q1: Jan - Mar,29591
2020-02-04T13:00Z,5,Tuesday,Weekday,6,February,Q1: Jan - Mar,27418
2020-02-04T12:00Z,4,Tuesday,Weekday,6,February,Q1: Jan - Mar,26518
2020-02-04T11:00Z,3,Tuesday,Weekday,6,February,Q1: Jan - Mar,26482
2020-02-04T10:00Z,2,Tuesday,Weekday,6,February,Q1: Jan - Mar,26897
2020-02-04T09:00Z,1,Tuesday,Weekday,6,February,Q1: Jan - Mar,27713
2020-02-04T08:00Z,0,Tuesday,Weekday,6,February,Q1: Jan - Mar,28790
2020-02-04T07:00Z,23,Monday,Weekday,6,February,Q1: Jan - Mar,30907
2020-02-04T06:00Z,22,Monday,Weekday,6,February,Q1: Jan - Mar,33317
2020-02-04T05:00Z,21,Monday,Weekday,6,February,Q1: Jan - Mar,34836
2020-02-04T04:00Z,20,Monday,Weekday,6,February,Q1: Jan - Mar,35656
2020-02-04T03:00Z,19,Monday,Weekday,6,February,Q1: Jan - Mar,35829
2020-02-04T02:00Z,18,Monday,Weekday,6,February,Q1: Jan - Mar,33997
2020-02-04T01:00Z,17,Monday,Weekday,6,February,Q1: Jan - Mar,31504
2020-02-04,16,Monday,Weekday,6,February,Q1: Jan - Mar,28230
2020-02-03T23:00Z,15,Monday,Weekday,6,February,Q1: Jan - Mar,28596
2020-02-03T22:00Z,14,Monday,Weekday,6,February,Q1: Jan - Mar,27850
2020-02-03T21:00Z,13,Monday,Weekday,6,February,Q1: Jan - Mar,27541
2020-02-03T20:00Z,12,Monday,Weekday,6,February,Q1: Jan - Mar,27627
2020-02-03T19:00Z,11,Monday,Weekday,6,February,Q1: Jan - Mar,28610
2020-02-03T18:00Z,10,Monday,Weekday,6,February,Q1: Jan - Mar,29808
2020-02-03T17:00Z,9,Monday,Weekday,6,February,Q1: Jan - Mar,31325
2020-02-03T16:00Z,8,Monday,Weekday,6,February,Q1: Jan - Mar,32221
2020-02-03T15:00Z,7,Monday,Weekday,6,February,Q1: Jan - Mar,30619
2020-02-03T14:00Z,6,Monday,Weekday,6,February,Q1: Jan - Mar,27462
2020-02-03T13:00Z,5,Monday,Weekday,6,February,Q1: Jan - Mar,25452
2020-02-03T12:00Z,4,Monday,Weekday,6,February,Q1: Jan - Mar,24445
2020-02-03T11:00Z,3,Monday,Weekday,6,February,Q1: Jan - Mar,24295
2020-02-03T10:00Z,2,Monday,Weekday,6,February,Q1: Jan - Mar,24633
2020-02-03T09:00Z,1,Monday,Weekday,6,February,Q1: Jan - Mar,25290
2020-02-03T08:00Z,0,Monday,Weekday,6,February,Q1: Jan - Mar,26043
2020-02-03T07:00Z,23,Sunday,Weekend,5,February,Q1: Jan - Mar,27685
2020-02-03T06:00Z,22,Sunday,Weekend,5,February,Q1: Jan - Mar,29565
2020-02-03T05:00Z,21,Sunday,Weekend,5,February,Q1: Jan - Mar,30448
2020-02-03T04:00Z,20,Sunday,Weekend,5,February,Q1: Jan - Mar,30347
2020-02-03T03:00Z,19,Sunday,Weekend,5,February,Q1: Jan - Mar,30326
2020-02-03T02:00Z,18,Sunday,Weekend,5,February,Q1: Jan - Mar,29086
2020-02-03T01:00Z,17,Sunday,Weekend,5,February,Q1: Jan - Mar,26334
2020-02-03,16,Sunday,Weekend,5,February,Q1: Jan - Mar,25036
2020-02-02T23:00Z,15,Sunday,Weekend,5,February,Q1: Jan - Mar,24414
2020-02-02T22:00Z,14,Sunday,Weekend,5,February,Q1: Jan - Mar,23817
2020-02-02T21:00Z,13,Sunday,Weekend,5,February,Q1: Jan - Mar,23666
2020-02-02T20:00Z,12,Sunday,Weekend,5,February,Q1: Jan - Mar,24064
2020-02-02T19:00Z,11,Sunday,Weekend,5,February,Q1: Jan - Mar,24565
2020-02-02T18:00Z,10,Sunday,Weekend,5,February,Q1: Jan - Mar,25202
2020-02-02T17:00Z,9,Sunday,Weekend,5,February,Q1: Jan - Mar,25078
2020-02-02T16:00Z,8,Sunday,Weekend,5,February,Q1: Jan - Mar,25089
2020-02-02T15:00Z,7,Sunday,Weekend,5,February,Q1: Jan - Mar,24914
2020-02-02T14:00Z,6,Sunday,Weekend,5,February,Q1: Jan - Mar,24075
2020-02-02T13:00Z,5,Sunday,Weekend,5,February,Q1: Jan - Mar,23434
2020-02-02T12:00Z,4,Sunday,Weekend,5,February,Q1: Jan - Mar,23419
2020-02-02T11:00Z,3,Sunday,Weekend,5,February,Q1: Jan - Mar,23717
2020-02-02T10:00Z,2,Sunday,Weekend,5,February,Q1: Jan - Mar,24130
2020-02-02T09:00Z,1,Sunday,Weekend,5,February,Q1: Jan - Mar,24751
2020-02-02T08:00Z,0,Sunday,Weekend,5,February,Q1: Jan - Mar,25790
2020-02-02T07:00Z,23,Saturday,Weekend,5,February,Q1: Jan - Mar,27457
2020-02-02T06:00Z,22,Saturday,Weekend,5,February,Q1: Jan - Mar,29011
2020-02-02T05:00Z,21,Saturday,Weekend,5,February,Q1: Jan - Mar,30020
2020-02-02T04:00Z,20,Saturday,Weekend,5,February,Q1: Jan - Mar,30771
2020-02-02T03:00Z,19,Saturday,Weekend,5,February,Q1: Jan - Mar,31366
2020-02-02T02:00Z,18,Saturday,Weekend,5,February,Q1: Jan - Mar,30355
2020-02-02T01:00Z,17,Saturday,Weekend,5,February,Q1: Jan - Mar,27962
2020-02-02,16,Saturday,Weekend,5,February,Q1: Jan - Mar,26306
2020-02-01T23:00Z,15,Saturday,Weekend,5,February,Q1: Jan - Mar,25181
2020-02-01T22:00Z,14,Saturday,Weekend,5,February,Q1: Jan - Mar,24603
2020-02-01T21:00Z,13,Saturday,Weekend,5,February,Q1: Jan - Mar,24364
2020-02-01T20:00Z,12,Saturday,Weekend,5,February,Q1: Jan - Mar,24564
2020-02-01T19:00Z,11,Saturday,Weekend,5,February,Q1: Jan - Mar,25239
2020-02-01T18:00Z,10,Saturday,Weekend,5,February,Q1: Jan - Mar,26008
2020-02-01T17:00Z,9,Saturday,Weekend,5,February,Q1: Jan - Mar,26686
2020-02-01T16:00Z,8,Saturday,Weekend,5,February,Q1: Jan - Mar,26939
2020-02-01T15:00Z,7,Saturday,Weekend,5,February,Q1: Jan - Mar,26468
2020-02-01T14:00Z,6,Saturday,Weekend,5,February,Q1: Jan - Mar,25182
2020-02-01T13:00Z,5,Saturday,Weekend,5,February,Q1: Jan - Mar,24281
2020-02-01T12:00Z,4,Saturday,Weekend,5,February,Q1: Jan - Mar,24052
2020-02-01T11:00Z,3,Saturday,Weekend,5,February,Q1: Jan - Mar,24357
2020-02-01T10:00Z,2,Saturday,Weekend,5,February,Q1: Jan - Mar,24709
2020-02-01T09:00Z,1,Saturday,Weekend,5,February,Q1: Jan - Mar,25605
2020-02-01T08:00Z,0,Saturday,Weekend,5,February,Q1: Jan - Mar,26887
2020-02-01T07:00Z,23,Friday,Weekday,5,January,Q1: Jan - Mar,28676
2020-02-01T06:00Z,22,Friday,Weekday,5,January,Q1: Jan - Mar,30416
2020-02-01T05:00Z,21,Friday,Weekday,5,January,Q1: Jan - Mar,31591
2020-02-01T04:00Z,20,Friday,Weekday,5,January,Q1: Jan - Mar,32408
2020-02-01T03:00Z,19,Friday,Weekday,5,January,Q1: Jan - Mar,33169
2020-02-01T02:00Z,18,Friday,Weekday,5,January,Q1: Jan - Mar,32392
2020-02-01T01:00Z,17,Friday,Weekday,5,January,Q1: Jan - Mar,30359
2020-02-01,16,Friday,Weekday,5,January,Q1: Jan - Mar,28806
2020-01-31T23:00Z,15,Friday,Weekday,5,January,Q1: Jan - Mar,28019
2020-01-31T22:00Z,14,Friday,Weekday,5,January,Q1: Jan - Mar,27416
2020-01-31T21:00Z,13,Friday,Weekday,5,January,Q1: Jan - Mar,27197
2020-01-31T20:00Z,12,Friday,Weekday,5,January,Q1: Jan - Mar,27658
2020-01-31T19:00Z,11,Friday,Weekday,5,January,Q1: Jan - Mar,28385
2020-01-31T18:00Z,10,Friday,Weekday,5,January,Q1: Jan - Mar,29204
2020-01-31T17:00Z,9,Friday,Weekday,5,January,Q1: Jan - Mar,30265
2020-01-31T16:00Z,8,Friday,Weekday,5,January,Q1: Jan - Mar,31308
2020-01-31T15:00Z,7,Friday,Weekday,5,January,Q1: Jan - Mar,30227
2020-01-31T14:00Z,6,Friday,Weekday,5,January,Q1: Jan - Mar,27181
2020-01-31T13:00Z,5,Friday,Weekday,5,January,Q1: Jan - Mar,25235
2020-01-31T12:00Z,4,Friday,Weekday,5,January,Q1: Jan - Mar,24579
2020-01-31T11:00Z,3,Friday,Weekday,5,January,Q1: Jan - Mar,24671
2020-01-31T10:00Z,2,Friday,Weekday,5,January,Q1: Jan - Mar,25101
2020-01-31T09:00Z,1,Friday,Weekday,5,January,Q1: Jan - Mar,26085
2020-01-31T08:00Z,0,Friday,Weekday,5,January,Q1: Jan - Mar,27269
2020-01-31T07:00Z,23,Thursday,Weekday,5,January,Q1: Jan - Mar,29248
2020-01-31T06:00Z,22,Thursday,Weekday,5,January,Q1: Jan - Mar,31234
2020-01-31T05:00Z,21,Thursday,Weekday,5,January,Q1: Jan - Mar,32688
2020-01-31T04:00Z,20,Thursday,Weekday,5,January,Q1: Jan - Mar,33525
2020-01-31T03:00Z,19,Thursday,Weekday,5,January,Q1: Jan - Mar,34034
2020-01-31T02:00Z,18,Thursday,Weekday,5,January,Q1: Jan - Mar,33189
2020-01-31T01:00Z,17,Thursday,Weekday,5,January,Q1: Jan - Mar,30737
2020-01-31,16,Thursday,Weekday,5,January,Q1: Jan - Mar,29007
2020-01-30T23:00Z,15,Thursday,Weekday,5,January,Q1: Jan - Mar,28113
2020-01-30T22:00Z,14,Thursday,Weekday,5,January,Q1: Jan - Mar,27745
2020-01-30T21:00Z,13,Thursday,Weekday,5,January,Q1: Jan - Mar,27810
2020-01-30T20:00Z,12,Thursday,Weekday,5,January,Q1: Jan - Mar,28084
2020-01-30T19:00Z,11,Thursday,Weekday,5,January,Q1: Jan - Mar,28681
2020-01-30T18:00Z,10,Thursday,Weekday,5,January,Q1: Jan - Mar,29657
2020-01-30T17:00Z,9,Thursday,Weekday,5,January,Q1: Jan - Mar,30757
2020-01-30T16:00Z,8,Thursday,Weekday,5,January,Q1: Jan - Mar,31717
2020-01-30T15:00Z,7,Thursday,Weekday,5,January,Q1: Jan - Mar,30542
2020-01-30T14:00Z,6,Thursday,Weekday,5,January,Q1: Jan - Mar,27303
2020-01-30T13:00Z,5,Thursday,Weekday,5,January,Q1: Jan - Mar,25271
2020-01-30T12:00Z,4,Thursday,Weekday,5,January,Q1: Jan - Mar,24455
2020-01-30T11:00Z,3,Thursday,Weekday,5,January,Q1: Jan - Mar,24637
2020-01-30T10:00Z,2,Thursday,Weekday,5,January,Q1: Jan - Mar,25210
2020-01-30T09:00Z,1,Thursday,Weekday,5,January,Q1: Jan - Mar,26058
2020-01-30T08:00Z,0,Thursday,Weekday,5,January,Q1: Jan - Mar,27354
2020-01-30T07:00Z,23,Wednesday,Weekday,5,January,Q1: Jan - Mar,29358
2020-01-30T06:00Z,22,Wednesday,Weekday,5,January,Q1: Jan - Mar,31480
2020-01-30T05:00Z,21,Wednesday,Weekday,5,January,Q1: Jan - Mar,33026
2020-01-30T04:00Z,20,Wednesday,Weekday,5,January,Q1: Jan - Mar,33902
2020-01-30T03:00Z,19,Wednesday,Weekday,5,January,Q1: Jan - Mar,34291
2020-01-30T02:00Z,18,Wednesday,Weekday,5,January,Q1: Jan - Mar,33300
2020-01-30T01:00Z,17,Wednesday,Weekday,5,January,Q1: Jan - Mar,30897
2020-01-30,16,Wednesday,Weekday,5,January,Q1: Jan - Mar,29284
2020-01-29T23:00Z,15,Wednesday,Weekday,5,January,Q1: Jan - Mar,28279
2020-01-29T22:00Z,14,Wednesday,Weekday,5,January,Q1: Jan - Mar,27846
2020-01-29T21:00Z,13,Wednesday,Weekday,5,January,Q1: Jan - Mar,27387
2020-01-29T20:00Z,12,Wednesday,Weekday,5,January,Q1: Jan - Mar,27690
2020-01-29T19:00Z,11,Wednesday,Weekday,5,January,Q1: Jan - Mar,28464
2020-01-29T18:00Z,10,Wednesday,Weekday,5,January,Q1: Jan - Mar,29727
2020-01-29T17:00Z,9,Wednesday,Weekday,5,January,Q1: Jan - Mar,30933
2020-01-29T16:00Z,8,Wednesday,Weekday,5,January,Q1: Jan - Mar,31780
2020-01-29T15:00Z,7,Wednesday,Weekday,5,January,Q1: Jan - Mar,30598
2020-01-29T14:00Z,6,Wednesday,Weekday,5,January,Q1: Jan - Mar,27313
2020-01-29T13:00Z,5,Wednesday,Weekday,5,January,Q1: Jan - Mar,25265
2020-01-29T12:00Z,4,Wednesday,Weekday,5,January,Q1: Jan - Mar,24566
2020-01-29T11:00Z,3,Wednesday,Weekday,5,January,Q1: Jan - Mar,24585
2020-01-29T10:00Z,2,Wednesday,Weekday,5,January,Q1: Jan - Mar,25088
2020-01-29T09:00Z,1,Wednesday,Weekday,5,January,Q1: Jan - Mar,25891
2020-01-29T08:00Z,0,Wednesday,Weekday,5,January,Q1: Jan - Mar,26997
2020-01-29T07:00Z,23,Tuesday,Weekday,5,January,Q1: Jan - Mar,29030
2020-01-29T06:00Z,22,Tuesday,Weekday,5,January,Q1: Jan - Mar,31197
2020-01-29T05:00Z,21,Tuesday,Weekday,5,January,Q1: Jan - Mar,32598
2020-01-29T04:00Z,20,Tuesday,Weekday,5,January,Q1: Jan - Mar,33487
2020-01-29T03:00Z,19,Tuesday,Weekday,5,January,Q1: Jan - Mar,34063
2020-01-29T02:00Z,18,Tuesday,Weekday,5,January,Q1: Jan - Mar,33040
2020-01-29T01:00Z,17,Tuesday,Weekday,5,January,Q1: Jan - Mar,30346
2020-01-29,16,Tuesday,Weekday,5,January,Q1: Jan - Mar,27008
2020-01-28T23:00Z,15,Tuesday,Weekday,5,January,Q1: Jan - Mar,28039
2020-01-28T22:00Z,14,Tuesday,Weekday,5,January,Q1: Jan - Mar,28059
2020-01-28T21:00Z,13,Tuesday,Weekday,5,January,Q1: Jan - Mar,28253
2020-01-28T20:00Z,12,Tuesday,Weekday,5,January,Q1: Jan - Mar,28490
2020-01-28T19:00Z,11,Tuesday,Weekday,5,January,Q1: Jan - Mar,29013
2020-01-28T18:00Z,10,Tuesday,Weekday,5,January,Q1: Jan - Mar,29553
2020-01-28T17:00Z,9,Tuesday,Weekday,5,January,Q1: Jan - Mar,30454
2020-01-28T16:00Z,8,Tuesday,Weekday,5,January,Q1: Jan - Mar,31270
2020-01-28T15:00Z,7,Tuesday,Weekday,5,January,Q1: Jan - Mar,30038
2020-01-28T14:00Z,6,Tuesday,Weekday,5,January,Q1: Jan - Mar,27230
2020-01-28T13:00Z,5,Tuesday,Weekday,5,January,Q1: Jan - Mar,25474
2020-01-28T12:00Z,4,Tuesday,Weekday,5,January,Q1: Jan - Mar,24775
2020-01-28T11:00Z,3,Tuesday,Weekday,5,January,Q1: Jan - Mar,24868
2020-01-28T10:00Z,2,Tuesday,Weekday,5,January,Q1: Jan - Mar,25322
2020-01-28T09:00Z,1,Tuesday,Weekday,5,January,Q1: Jan - Mar,26088
2020-01-28T08:00Z,0,Tuesday,Weekday,5,January,Q1: Jan - Mar,26841
2020-01-28T07:00Z,23,Monday,Weekday,5,January,Q1: Jan - Mar,28851
2020-01-28T06:00Z,22,Monday,Weekday,5,January,Q1: Jan - Mar,31040
2020-01-28T05:00Z,21,Monday,Weekday,5,January,Q1: Jan - Mar,32489
2020-01-28T04:00Z,20,Monday,Weekday,5,January,Q1: Jan - Mar,33468
2020-01-28T03:00Z,19,Monday,Weekday,5,January,Q1: Jan - Mar,34076
2020-01-28T02:00Z,18,Monday,Weekday,5,January,Q1: Jan - Mar,33068
2020-01-28T01:00Z,17,Monday,Weekday,5,January,Q1: Jan - Mar,30460
2020-01-28,16,Monday,Weekday,5,January,Q1: Jan - Mar,26992
2020-01-27T23:00Z,15,Monday,Weekday,5,January,Q1: Jan - Mar,28266
2020-01-27T22:00Z,14,Monday,Weekday,5,January,Q1: Jan - Mar,27973
2020-01-27T21:00Z,13,Monday,Weekday,5,January,Q1: Jan - Mar,28094
2020-01-27T20:00Z,12,Monday,Weekday,5,January,Q1: Jan - Mar,28441
2020-01-27T19:00Z,11,Monday,Weekday,5,January,Q1: Jan - Mar,28645
2020-01-27T18:00Z,10,Monday,Weekday,5,January,Q1: Jan - Mar,29209
2020-01-27T17:00Z,9,Monday,Weekday,5,January,Q1: Jan - Mar,30276
2020-01-27T16:00Z,8,Monday,Weekday,5,January,Q1: Jan - Mar,30974
2020-01-27T15:00Z,7,Monday,Weekday,5,January,Q1: Jan - Mar,29532
2020-01-27T14:00Z,6,Monday,Weekday,5,January,Q1: Jan - Mar,26724
2020-01-27T13:00Z,5,Monday,Weekday,5,January,Q1: Jan - Mar,24822
2020-01-27T12:00Z,4,Monday,Weekday,5,January,Q1: Jan - Mar,23898
2020-01-27T11:00Z,3,Monday,Weekday,5,January,Q1: Jan - Mar,23832
2020-01-27T10:00Z,2,Monday,Weekday,5,January,Q1: Jan - Mar,24140
2020-01-27T09:00Z,1,Monday,Weekday,5,January,Q1: Jan - Mar,24945
2020-01-27T08:00Z,0,Monday,Weekday,5,January,Q1: Jan - Mar,25621
2020-01-27T07:00Z,23,Sunday,Weekend,4,January,Q1: Jan - Mar,27485
2020-01-27T06:00Z,22,Sunday,Weekend,4,January,Q1: Jan - Mar,29232
2020-01-27T05:00Z,21,Sunday,Weekend,4,January,Q1: Jan - Mar,30490
2020-01-27T04:00Z,20,Sunday,Weekend,4,January,Q1: Jan - Mar,31127
2020-01-27T03:00Z,19,Sunday,Weekend,4,January,Q1: Jan - Mar,31374
2020-01-27T02:00Z,18,Sunday,Weekend,4,January,Q1: Jan - Mar,30029
2020-01-27T01:00Z,17,Sunday,Weekend,4,January,Q1: Jan - Mar,27051
2020-01-27,16,Sunday,Weekend,4,January,Q1: Jan - Mar,23591
2020-01-26T23:00Z,15,Sunday,Weekend,4,January,Q1: Jan - Mar,24898
2020-01-26T22:00Z,14,Sunday,Weekend,4,January,Q1: Jan - Mar,24762
2020-01-26T21:00Z,13,Sunday,Weekend,4,January,Q1: Jan - Mar,24678
2020-01-26T20:00Z,12,Sunday,Weekend,4,January,Q1: Jan - Mar,25371
2020-01-26T19:00Z,11,Sunday,Weekend,4,January,Q1: Jan - Mar,25754
2020-01-26T18:00Z,10,Sunday,Weekend,4,January,Q1: Jan - Mar,25462
2020-01-26T17:00Z,9,Sunday,Weekend,4,January,Q1: Jan - Mar,25265
2020-01-26T16:00Z,8,Sunday,Weekend,4,January,Q1: Jan - Mar,24801
2020-01-26T15:00Z,7,Sunday,Weekend,4,January,Q1: Jan - Mar,24352
2020-01-26T14:00Z,6,Sunday,Weekend,4,January,Q1: Jan - Mar,23470
2020-01-26T13:00Z,5,Sunday,Weekend,4,January,Q1: Jan - Mar,23051
2020-01-26T12:00Z,4,Sunday,Weekend,4,January,Q1: Jan - Mar,23099
2020-01-26T11:00Z,3,Sunday,Weekend,4,January,Q1: Jan - Mar,23433
2020-01-26T10:00Z,2,Sunday,Weekend,4,January,Q1: Jan - Mar,24077
2020-01-26T09:00Z,1,Sunday,Weekend,4,January,Q1: Jan - Mar,24904
2020-01-26T08:00Z,0,Sunday,Weekend,4,January,Q1: Jan - Mar,25852
2020-01-26T07:00Z,23,Saturday,Weekend,4,January,Q1: Jan - Mar,27398
2020-01-26T06:00Z,22,Saturday,Weekend,4,January,Q1: Jan - Mar,28865
2020-01-26T05:00Z,21,Saturday,Weekend,4,January,Q1: Jan - Mar,29830
2020-01-26T04:00Z,20,Saturday,Weekend,4,January,Q1: Jan - Mar,30559
2020-01-26T03:00Z,19,Saturday,Weekend,4,January,Q1: Jan - Mar,31033
2020-01-26T02:00Z,18,Saturday,Weekend,4,January,Q1: Jan - Mar,30159
2020-01-26T01:00Z,17,Saturday,Weekend,4,January,Q1: Jan - Mar,27501
2020-01-26,16,Saturday,Weekend,4,January,Q1: Jan - Mar,25750
2020-01-25T23:00Z,15,Saturday,Weekend,4,January,Q1: Jan - Mar,24806
2020-01-25T22:00Z,14,Saturday,Weekend,4,January,Q1: Jan - Mar,24616
2020-01-25T21:00Z,13,Saturday,Weekend,4,January,Q1: Jan - Mar,24666
2020-01-25T20:00Z,12,Saturday,Weekend,4,January,Q1: Jan - Mar,24926
2020-01-25T19:00Z,11,Saturday,Weekend,4,January,Q1: Jan - Mar,25552
2020-01-25T18:00Z,10,Saturday,Weekend,4,January,Q1: Jan - Mar,25997
