"Land Area","Trade flow","Commodity","2000","S_2000","2001","S_2001","2002","S_2002","2003","S_2003","2004","S_2004","2005","S_2005","2006","S_2006","2007","S_2007","2008","S_2008","2009","S_2009","2010","S_2010","2011","S_2011","2012","S_2012","2013","S_2013","2014","S_2014","2015","S_2015"
"Belize","Import","Crustaceans","134","","8","","7","","12","","3","","18","","3","","2","","2","","1","","112","","5","","2","","2","","19","","25",""
"Belize","Import","Fish","233","","406","","636","","686","","219","","271","","284","","212","","356","","266","","432","","167","","287","","280","","252","","592",""
"Bermuda","Export","Crustaceans","11","F","0","-","0","-","0","-","0","-","9","F","0","-","0","-","0","-","0","-","0","-","0","-","0","0","1","","0","0","0","0"
"Bermuda","Export","Fish","4","","0","0","3","F","0","-","0","-","0","-","21","F","2","F","20","F","25","F","19","F","0","-","0","-","2","","2","","1","F"
"Bermuda","Import","Crustaceans","206","F","210","F","226","F","207","F","181","F","331","F","351","F","321","F","257","F","201","F","252","F","237","F","181","F","234","F","218","F","175",""
"Bermuda","Import","Fish","704","F","938","F","815","F","741","F","774","F","1570","F","1743","F","1768","F","1600","F","1453","F","1065","F","1229","F","1602","F","1788","F","1790","","1940",""
"Bolivia (Plurinat.State)","Export","Fish","29","","85","","7","","19","F","0","-","1","","0","-","12","","32","","33","","3","","0","-","0","-","0","-","0","-","0","-"
"Bolivia (Plurinat.State)","Import","Crustaceans","43","","29","","21","","15","","15","","17","","9","","8","","4","","5","","9","","9","","14","","22","","23","","42",""
"Bolivia (Plurinat.State)","Import","Fish","10735","","6621","","6404","","4653","","6152","","7999","","7930","","4826","","9513","","8970","","7614","","10983","","10787","","10973","","12179","","13727",""
"Brazil","Export","Crustaceans","16031","","26688","","44062","","64953","","58311","","48370","","36795","","19503","","13663","","8797","","5171","","3451","","2393","","3355","","2784","","2775",""
"Brazil","Export","Fish","40960","","45137","","50026","","45776","","45033","","42743","","39373","","37785","","29978","","27235","","27898","","34336","","38376","","31868","","29396","","31950",""
"Brazil","Import","Crustaceans","604","","539","","270","","35","","78","","37","","27","","99","","39","","113","","42","","56","","32","","57","","43","","30",""
"Brazil","Import","Fish","192984","","166009","","146873","","151483","","157793","","145619","","178149","","206856","","215524","","235132","","275051","","338665","","358605","","410160","","392935","","321619",""
"Canada","Export","Crustaceans","142603","","166249","","197883","","199212","","218557","","210998","","223098","","228811","","196808","","197919","","219145","","212546","","218892","","233017","","231151","","237430",""
"Canada","Export","Fish","304080","","321201","","341808","","353941","","381478","","418809","","409213","","374548","","369975","","343640","","362657","","331520","","310644","","295989","","276186","","308336",""
"Canada","Import","Crustaceans","94447","","100708","","82398","","64436","","72659","","75940","","82695","","84511","","75963","","83966","","93946","","101871","","103889","","93698","","102471","","93623",""
"Canada","Import","Fish","224256","","230655","","241465","","238191","","236746","","232584","","231269","","237519","","230636","","242283","","236468","","249937","","251025","","268284","","262453","","256856",""
"Cayman Islands","Export","Fish","100","F","62","F","60","F","8","F","34","F","46","F","58","F","34","F","50","F","91","F","40","F","30","F","0","-","0","-","0","-","21","F"
"Cayman Islands","Import","Crustaceans","52","F","66","F","74","F","75","F","62","F","32","F","109","F","90","F","83","F","93","F","82","F","46","F","78","F","80","F","98","F","101","F"
"Cayman Islands","Import","Fish","87","F","148","F","165","F","163","F","199","F","118","F","348","F","542","F","322","F","435","F","519","F","501","F","535","F","396","F","355","F","289","F"
"Chile","Export","Crustaceans","6729","","5207","","3779","","3203","","3391","","4182","","3928","","3409","","3873","","3305","","4639","","5495","","5610","","6181","","6701","","6693",""
"Chile","Export","Fish","483256","","687117","","623033","","563254","","654330","","717208","","688900","","719748","","634266","","604114","","444353","","521167","","635122","","701191","","729992","","709058",""
"Chile","Import","Crustaceans","449","","370","","369","","422","","536","","744","","983","","1426","","1829","","2026","","3215","","4182","","5208","","5629","","6665","","7403",""
"Chile","Import","Fish","9471","","7562","","9864","","11244","","16167","","17055","","18909","","47902","","23213","","17578","","26598","","52004","","40453","","40900","","39033","","49989",""
"Colombia","Export","Crustaceans","10981","","13074","","13598","","14321","","13841","","17513","","17877","","16637","","17747","","17459","","12954","","8150","","9082","","3174","","2500","","2661",""
"Colombia","Export","Fish","81683","","66406","","58923","","53040","","62475","","59550","","48241","","55819","","72683","","62159","","46855","","57230","","50810","","52904","","64281","","50937",""
"Colombia","Import","Crustaceans","178","","234","","173","","297","","509","","856","","1305","","1773","","2234","","2296","","3041","","3744","","4284","","5957","","5627","","5532",""
"Colombia","Import","Fish","54940","","59189","","67459","","75014","","86123","","96809","","99928","","98578","","101161","","91158","","95657","","103818","","111939","","135720","","145636","","141451",""
"Costa Rica","Export","Crustaceans","2096","","2740","","3349","","2199","","2457","","2281","","1649","","1029","","726","","619","","516","","709","","813","","1278","","1419","","1486",""
"Costa Rica","Export","Fish","30828","","41715","","43958","","38113","","30313","","32074","","26573","","24204","","27934","","23654","","20824","","24004","","24800","","25813","","22960","","20614",""
"Costa Rica","Import","Crustaceans","209","","450","","347","","467","","339","","277","","492","","502","","490","","577","","748","","1189","","1371","","1093","","1597","","1794",""
"Costa Rica","Import","Fish","16263","","19969","","26892","","23695","","23263","","22295","","20533","","20046","","26340","","26108","","23436","","36528","","28434","","30701","","42711","","46617",""
"Cuba","Export","Crustaceans","7271","","6143","","7234","","4747","","5701","","6304","","6590","","6396","","5688","","5438","","5182","","3930","F","3221","F","3390","F","3081","F","5182","F"
"Cuba","Export","Fish","317","","665","","1480","","1459","","4530","","393","","591","","678","","405","","437","","503","","391","F","363","F","374","F","339","F","324","F"
"Cuba","Import","Crustaceans","15","","76","","41","","27","","54","","68","","38","","78","","50","","14","","14","","4","F","11","F","10","F","11","F","26","F"
"Cuba","Import","Fish","29947","","28089","","15697","","27863","","53661","","42368","","21050","","24076","","30015","","19717","","12462","","13086","F","9800","F","9090","F","11367","F","14547","F"
"Curaçao","Export","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","116","F","0","0","0","0","1","F","7","F"
"Curaçao","Export","Fish","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","12707","F","15329","F","16334","F","18146","F","19815","F"
"Curaçao","Import","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","281","F","65","F","186","F","182","F","140","F"
"Curaçao","Import","Fish","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1604","F","1514","F","1461","F","1306","F","1491","F"
"Dominica","Export","Fish","0",".","0",".","0","0","1","","0","-","3","","0","-","1","","1","","0","-","0","-","0","0","0","0","0","-","0","-","0","-"
"Dominica","Import","Crustaceans","5","","2","","4","","3","","3","","8","","4","","8","","7","","28","","16","","22","F","16","F","10","F","2","F","2","F"
"Dominica","Import","Fish","671","","569","","570","","507","","580","","509","","427","","547","","515","","689","","307","","421","F","371","F","394","F","935","F","1026","F"
"Dominican Republic","Export","Crustaceans","39","","45","","76","","57","","25","","136","","123","","168","","167","","99","","244","","475","","289","","461","","392","","586",""
"Dominican Republic","Export","Fish","1510","","1499","","2152","","4319","","1231","","1519","","826","","768","","1156","","1249","","1968","","4887","","3148","","3351","","4270","","2978",""
"Dominican Republic","Import","Crustaceans","172","F","228","F","695","","817","","847","","1155","","2392","","1995","","2349","","4319","","2307","","2616","","2139","F","1628","F","2284","F","2137","F"
"Dominican Republic","Import","Fish","27563","F","27163","F","39804","","34370","","31998","","33023","","35060","","35267","","41832","","41123","","40714","","42524","F","43769","F","34042","F","31324","F","35249","F"
"Ecuador","Export","Crustaceans","35069","","45539","","46937","","53882","","69870","","91448","","119370","","126138","","125131","","135337","","149009","","188454","","210325","","225201","","300732","","358028",""
"Ecuador","Export","Fish","170314","","196161","","193642","","215668","","199129","","218781","","257604","","247183","","262531","","258741","","259272","","322927","","311722","","343073","","365157","","342297",""
"Ecuador","Import","Crustaceans","9","","30","","55","","141","","141","","109","","73","","111","","101","","62","","80","","111","","762","","617","","382","","20",""
"Ecuador","Import","Fish","1983","","5726","","25510","","27061","","17202","","5380","","8805","","38203","","132318","","163239","","152399","","168316","","88507","","53001","","80910","","69548",""
"El Salvador","Export","Crustaceans","1989","","2505","","1662","","1892","","1251","","1256","","934","","1079","","377","","651","","590","","144","","57","","180","","92","","72",""
"El Salvador","Export","Fish","1061","","445","","6328","","10249","","12849","","16842","","14450","","18648","","19055","","19245","","14963","","15422","","18547","","21106","","20913","","19758",""
"El Salvador","Import","Crustaceans","311","","287","","378","","655","","821","","980","","1652","","2585","","1567","","6716","","3083","","937","","948","","633","","3527","","495",""
"El Salvador","Import","Fish","4317","","5982","","3921","","7307","","10932","","31539","","18267","","25109","","10811","","34657","","21370","","13204","","16283","","22262","","20904","","20738",""
"Falkland Is.(Malvinas)","Export","Fish","13982","","13248","","17888","","18805","F","21117","F","19653","","20363","","12040","","16937","","21925","","38027","","24666","","7561","","24569","","21851","","5263",""
"Falkland Is.(Malvinas)","Import","Crustaceans","1","F","2","F","1","F","5","F","2","F","4","F","23","F","19","F","6","F","7","F","7","F","8","F","2","F","0","-","0","-","1","F"
"Falkland Is.(Malvinas)","Import","Fish","52","F","102","F","3","F","7","F","54","F","23","F","10","F","20","F","25","F","26","F","27","F","27","F","23","F","24","F","28","F","26","F"
"Greenland","Export","Crustaceans","55274","","57363","","63741","","73797","","74011","","84422","","75783","","49856","","72641","","65637","","68897","","67272","","63277","","56501","","55326","","41715",""
"Greenland","Export","Fish","48076","","54209","","63044","","69696","","46143","","53724","","59944","","60707","","46551","","39267","","45129","","44349","","68465","","139569","","170571","","142613",""
"Greenland","Import","Crustaceans","53","","51","","139","","110","","61","","60","","458","","24","","49","","1443","","923","","164","","62","","67","","345","","610",""
"Greenland","Import","Fish","182","","214","","231","","496","","1457","","330","","405","","208","","333","","316","","347","","525","","501","","626","","378","","440",""
"Grenada","Export","Crustaceans","3","","19","","1","","11","","6","","7","","6","","1","","4","","5","F","5","F","2","F","4","F","5","F","16","F","7","F"
"Grenada","Export","Fish","1140","","690","","623","","613","","448","","490","","513","","529","","432","","643","F","775","F","699","F","649","F","891","F","1095","F","750","F"
"Grenada","Import","Crustaceans","13","","12","","9","","19","","16","","19","","44","","49","","54","","29","","15","F","18","F","9","F","12","F","10","F","11","F"
"Grenada","Import","Fish","636","","915","","909","","1002","","1048","","1030","","1047","","1179","","1031","","854","","584","F","566","F","602","F","475","F","612","F","465","F"
"Guatemala","Export","Crustaceans","3471","","2130","","6986","","9956","","9033","","5475","","11576","","15409","","14627","","13081","","9689","","8631","","11158","","11094","","12367","","11612",""
"Guatemala","Export","Fish","28037","","19756","","4139","","1523","","5557","","7798","","7966","","9558","","6223","","17485","","25650","","24455","","11433","","11648","","12123","","7425",""
"Guatemala","Import","Crustaceans","392","","363","","978","","1020","","1830","","843","","1187","","2048","","1840","","2114","","2768","","3676","","2987","","4020","","7904","","7603",""
"Guatemala","Import","Fish","3422","","4214","","8215","","6750","","14738","","24576","","19863","","20401","","10128","","17433","","21741","","17043","","26637","","23684","","24806","","18687",""
"Guyana","Export","Crustaceans","12523","","16261","","12278","","14981","","14091","","16843","","15210","","20842","","22700","","13152","","11946","","10478","","17982","","14514","","5678","","7500",""
"Guyana","Export","Fish","9165","","9848","","10243","","9861","","13478","","12800","","13154","","13669","","13832","","10076","","7762","","9921","","9783","","11565","","15634","","13295","F"
"Guyana","Import","Crustaceans","0","0","32","","27","","25","","7","","2","","0","-","170","","1","","1","","3","","1","","3","","2","","1","","8","F"
"Guyana","Import","Fish","725","","606","","1231","","804","","1082","","1034","","976","","1654","","543","","807","","873","","1212","","1406","","1311","","1247","F","1171","F"
"Haiti","Export","Crustaceans","146","F","146","F","177","F","165","F","136","F","155","F","142","F","185","F","168","F","141","F","153","F","235","F","151","F","163","F","133","F","181","F"
"Haiti","Export","Fish","278","F","270","F","221","F","160","F","261","F","150","F","136","F","210","F","301","F","400","F","270","F","287","F","224","F","152","F","180","F","174","F"
"Haiti","Import","Crustaceans","1","F","0","-","1","F","0","-","18","F","15","F","15","F","16","F","18","F","16","F","29","F","33","F","32","F","25","F","39","F","65","F"
"Haiti","Import","Fish","9045","F","10990","F","6652","F","8827","F","10408","F","9409","F","13518","F","14468","F","15055","F","16372","F","12467","F","16882","F","10194","F","20134","F","19291","F","21578","F"
"Honduras","Export","Crustaceans","11295","","12637","","16917","","20438","","23324","","24196","","29711","","21041","","19352","","23842","","21976","","16152","","31134","","40524","","55636","","52608",""
"Honduras","Export","Fish","1657","","2348","","4192","","3432","","5048","","8346","","8925","","9134","","9269","","6176","","3566","","5350","","8604","","12449","","12697","","12252",""
"Honduras","Import","Crustaceans","1111","","1076","","1028","","1183","","1287","","1065","","1199","","1436","","2614","","1374","","2290","","2514","","1986","","2265","","2044","","3226",""
"Honduras","Import","Fish","3129","","2888","","2718","","3211","","2736","","4667","","4064","","4633","","4840","","5117","","4527","","6877","","7563","","6591","","4834","","6870",""
"Jamaica","Export","Crustaceans","308","","919","","141","","625","","1017","","917","","933","","545","","733","","556","","632","","803","","595","","648","","397","","301",""
"Jamaica","Export","Fish","503","","433","","359","","279","","224","","458","","667","","564","","515","","179","","251","","327","","212","","154","","120","","28",""
"Jamaica","Import","Crustaceans","368","","419","","390","","371","","484","","703","","703","","1081","","940","","947","","1030","","891","","879","","762","","827","","805",""
"Jamaica","Import","Fish","22547","","26739","","27221","","27792","","27023","","29132","","30436","","33894","","29474","","26088","","25039","","26817","","26497","","26699","","26726","","25959",""
"Mexico","Export","Crustaceans","44582","","46516","","31914","","31559","","34405","","32836","","41438","","46047","","41128","","49681","","27480","","38802","","33458","","25499","","26700","","36461",""
"Mexico","Export","Fish","85860","","100328","","84029","","103368","","44141","","57328","","59050","","73163","","78879","","85988","","89038","","182106","","121025","","72711","","90922","","63089",""
"Mexico","Import","Crustaceans","7495","","10194","","9375","","11055","","9968","","14902","","15758","","22442","","25033","","17935","","22077","","19855","","21314","","32267","","35967","","20756",""
"Mexico","Import","Fish","47511","","63338","","46217","","60226","","99227","","94869","","132241","","153866","","145818","","110844","","149041","","156475","","160077","","166878","","193488","","217744",""
"Montserrat","Import","Crustaceans","0","0","0","-","0","-","1","","0","0","1","","1","","1","","2","","2","","2","","2","","3","","3","","3","","4",""
"Montserrat","Import","Fish","71","F","72","F","73","F","61","","67","","66","","61","","76","","62","","62","","49","","48","","61","","67","","59","","68",""
"Netherlands Antilles","Export","Crustaceans","122","F","55","F","0","0","57","F","122","F","40","","2","","0","-","0","0","0","0","2","F","0","-","0","-","0","-","0","-","0","-"
"Netherlands Antilles","Export","Fish","7201","F","7793","F","6588","F","8155","F","8845","F","2157","F","3110","F","1990","F","10200","F","15519","F","12800","F","0","-","0","-","0","-","0","-","0","-"
"Netherlands Antilles","Import","Crustaceans","247","F","123","F","91","F","94","F","130","F","292","","374","","316","","909","","304","F","393","F","0","-","0","-","0","-","0","-","0","-"
"Netherlands Antilles","Import","Fish","2089","F","2036","F","1317","F","1579","F","1839","F","1832","","2424","","2100","","2621","","3103","F","2703","F","0","-","0","-","0","-","0","-","0","-"
"Nicaragua","Export","Crustaceans","9400","","4974","","6076","","9342","","12193","","13922","","12159","","14022","","15966","","16724","","17574","","16674","","28143","","31165","","33971","","31931",""
"Nicaragua","Export","Fish","2617","","2664","","3361","","3619","","4082","","5023","","4738","","5301","","4720","","5220","","5775","","5583","","5154","","5446","","6339","","5338",""
"Nicaragua","Import","Crustaceans","608","","494","","369","","82","","22","","12","","12","","100","","194","","37","","13","","431","","463","","153","","143","","170",""
"Nicaragua","Import","Fish","3065","","2571","","3373","","3167","","2699","","3714","","3712","","3744","","2552","","3281","","2907","","3961","","4836","","4733","","5090","","7419",""
"Panama","Export","Crustaceans","7927","","10910","","8761","","9420","","9689","","10468","","9763","","10054","","6862","","7577","","7485","","5770","","6938","","9299","","11761","","11785",""
"Panama","Export","Fish","52553","","65687","","66894","","82863","","84250","","84665","","83949","","77816","","94231","","91265","","50274","","27142","","21862","","23915","","30290","","31399",""
"Panama","Import","Crustaceans","78","","78","","134","","143","","120","","106","","94","","196","","264","","163","","179","","295","","345","","558","","802","","746",""
"Panama","Import","Fish","7527","","7522","","7772","","9793","","8005","","10249","","9478","","10050","","11052","","11315","","11778","","13129","","15634","","15715","","16559","","18463",""
"Paraguay","Export","Fish","26","","29","","44","","117","","271","","320","","260","","143","","89","","33","","8","","5","","6","","5","","6","","6",""
"Paraguay","Import","Crustaceans","29","","15","","14","","9","","11","","13","","24","","15","","33","","46","","42","","98","","26","","103","","71","","103",""
"Paraguay","Import","Fish","653","","719","","444","","380","","654","","777","","582","","917","","1451","","1341","","1705","","1545","","1756","","1869","","2293","","1875",""
"Peru","Export","Crustaceans","1133","","1816","","3020","","3505","","5276","","7207","","8614","","10450","","10854","","11799","","10670","","13226","","14071","","13898","","16082","","18724",""
"Peru","Export","Fish","77333","","93034","","46190","","46822","","48846","","41237","","97787","","107196","","106049","","89301","","56720","","139327","","132256","","92359","","85515","","67502",""
"Peru","Import","Crustaceans","5","","36","","85","","223","","247","","156","","106","","71","","406","","164","","403","","660","","773","","1183","","1487","","3486",""
"Peru","Import","Fish","26785","","35332","","38872","","30934","","33064","","63429","","23448","","37581","","41135","","59654","","109452","","65712","","59502","","100782","","94246","","111799",""
"Saint Kitts and Nevis","Export","Crustaceans","71","","43","","3","","7","","5","","0","-","62","","89","","101","","82","","136","","164","F","100","F","90","F","90","F","100","F"
"Saint Kitts and Nevis","Export","Fish","2","","0","-","0","0","0","0","0","0","0","-","0","0","6","","6","","7","","5","","4","","4","F","9","F","6","F","1","F"
"Saint Kitts and Nevis","Import","Crustaceans","22","","13","","18","","18","","39","","36","","44","","41","","86","","48","","75","","48","","47","F","46","F","44","F","68","F"
"Saint Kitts and Nevis","Import","Fish","790","","454","","736","","597","","581","","521","","750","","678","","684","","763","","798","","636","","396","F","572","F","550","F","647","F"
"Saint Lucia","Export","Crustaceans","0","-","0","-","0","-","1","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","1","","0","0"
"Saint Lucia","Export","Fish","0","-","0","0","13","","0","0","0","-","0","-","0","-","0","-","25","","0","-","0","-","0","-","14","F","0","-","0","-","1",""
"Saint Lucia","Import","Crustaceans","62","","77","","64","","104","","245","","295","","139","","192","","134","","102","F","86","F","86","F","98","F","35","F","160","","118",""
"Saint Lucia","Import","Fish","1108","","1003","","1226","","1354","","1657","","2305","","1607","","1592","","1677","","1236","F","1097","F","1071","F","1298","F","1050","F","1577","","1587",""
"Saint Vincent/Grenadines","Export","Crustaceans","47","","64","","110","","41","","55","","41","","20","","13","","21","","31","","73","","21","","21","","22","F","54","F","48","F"
"Saint Vincent/Grenadines","Export","Fish","199","","74","","29","","53","","18","","11","","29","","33","","30","","18","","21","","17","","31","","28","F","23","F","33","F"
"Saint Vincent/Grenadines","Import","Crustaceans","13","","38","","27","","21","","16","","17","","16","","49","","44","","28","","39","","16","","29","","28","F","26","F","56",""
"Saint Vincent/Grenadines","Import","Fish","402","","386","","393","","448","","444","","460","","456","","445","","537","","428","","419","","345","","419","","398","F","389","F","502",""
"St. Pierre and Miquelon","Export","Crustaceans","18","F","78","F","1","F","1","F","113","F","130","F","165","F","136","F","98","F","120","F","116","F","128","F","325","F","250","F","90","F","45","F"
"St. Pierre and Miquelon","Export","Fish","1754","F","1087","F","1025","F","894","F","1036","F","1255","F","1328","F","1656","F","1637","F","936","F","807","F","475","F","403","F","485","F","398","F","219","F"
"St. Pierre and Miquelon","Import","Crustaceans","2","F","3","F","2","F","2","F","3","F","1","F","1","F","19","F","1","F","4","F","3","F","4","F","6","F","3","F","3","F","6","F"
"St. Pierre and Miquelon","Import","Fish","37","F","21","F","82","F","11","F","15","F","4","F","30","F","26","F","19","F","4","F","6","F","25","F","19","F","27","F","26","F","37","F"
"Suriname","Export","Crustaceans","7630","","8710","","6147","F","6581","F","6806","F","5674","F","5579","F","5472","F","4002","F","5083","F","3808","F","3123","F","3265","F","3653","F","3028","F","2935","F"
"Suriname","Export","Fish","8595","","8484","","4511","F","4623","F","4797","F","4531","F","5388","F","5756","F","10554","F","12154","F","12002","F","12599","F","13715","F","14543","F","14194","F","15409","F"
"Suriname","Import","Crustaceans","196","","20","F","525","","500","","18","","6","","2","","2","","2","","3","","5","","2","","55","","180","","53","","85","F"
"Suriname","Import","Fish","1683","","1533","F","1558","","1912","","2207","","2451","","1639","","2217","","1357","","1763","","2098","","1321","","1752","","1942","","1962","","2208","F"
"Trinidad and Tobago","Export","Crustaceans","155","","234","","170","","193","","140","","153","","134","","83","","77","","87","","48","","68","F","43","F","33","F","29","F","9","F"
"Trinidad and Tobago","Export","Fish","4204","","4856","","4892","","3810","","2948","","2910","","6357","","3844","","3763","","4250","","3439","","3788","F","3562","F","4008","F","3773","F","5423","F"
"Trinidad and Tobago","Import","Crustaceans","40","","68","","91","","79","","205","","569","","344","","464","","723","","624","","734","","959","F","1325","F","1444","F","1578","F","1054","F"
"Trinidad and Tobago","Import","Fish","3438","","5264","","8438","","6863","","8066","","12115","","8412","","8466","","7731","","8146","","7836","","9986","F","11608","F","13814","F","11515","F","12513","F"
"Turks and Caicos Is.","Export","Crustaceans","100","F","157","F","131","F","121","F","194","F","253","","266","","242","","101","","96","","63","F","79","","87","","49","F","74","F","84","F"
"Turks and Caicos Is.","Export","Fish","0","-","1","F","0","-","8","F","0","-","13","","18","","4","","6","","0","0","0","0","0","-","0","-","28","F","41","F","0","-"
"Turks and Caicos Is.","Import","Crustaceans","85","F","128","F","93","F","121","F","117","F","183","F","292","","382","","363","","366","","231","F","276","","275","","173","F","347","F","402","F"
"Turks and Caicos Is.","Import","Fish","195","F","206","F","215","F","211","F","231","F","531","","853","","927","","950","","1019","","686","F","955","","1215","","1125","F","1055","F","1063","F"
"United States of America","Export","Crustaceans","67079","","60730","","66599","","67547","","56772","","59444","","57223","","57907","","62806","","58645","","68344","","87887","","96583","","91214","","100192","","100661",""
"United States of America","Export","Fish","783804","","970365","","922380","","962389","","1132819","","1171988","","1153878","","1153546","","1046338","","963093","","1022960","","1245714","","1173520","","1230275","","1235369","","1175860",""
"United States of America","Import","Crustaceans","476320","","553940","","590505","","672545","","693370","","709059","","777372","","752002","","736856","","723676","","733985","","731240","","704366","","696274","","757216","","773515",""
"United States of America","Import","Fish","1074345","","1062632","","1149612","","1240652","","1264154","","1320874","","1348617","","1365235","","1339658","","1354942","","1430527","","1416432","","1474375","","1486740","","1494973","","1516759",""
"Uruguay","Export","Crustaceans","2078","","1311","","1544","","2092","","1540","","1413","","1830","","1889","","1167","","1306","","1432","","976","","446","","654","","685","","385",""
"Uruguay","Export","Fish","64391","","62620","","63375","","76940","","86722","","77859","","69592","","67076","","98267","","84998","","77347","","91337","","76580","","54511","","61854","","51685",""
"Uruguay","Import","Crustaceans","117","","147","","81","","133","","61","","232","","185","","345","","257","","217","","264","","353","","284","","383","","438","","372",""
"Uruguay","Import","Fish","6810","","10565","","10835","","13973","","14541","","13836","","20902","","28106","","32097","","33330","","35017","","28082","","25860","","22875","","19650","","14907",""
"Venezuela, Boliv Rep of","Export","Crustaceans","19088","","13726","","13600","","16612","","24644","","18169","","9654","","17239","","17436","","10476","","10764","","10472","","11116","","11757","","11475","","16526",""
"Venezuela, Boliv Rep of","Export","Fish","23958","","48715","","36089","","46066","","59336","","43894","","1708","","1886","","470","","143","","205","","173","","38","","14","","99","","9",""
"Venezuela, Boliv Rep of","Import","Crustaceans","363","","399","","658","","515","","635","","344","","269","","296","","358","","464","","1035","","665","","617","","665","","434","","235",""
"Venezuela, Boliv Rep of","Import","Fish","20525","","34642","","21520","","10308","","18080","","15545","","18057","","37224","","46311","","55130","","41524","","44182","","59508","","52962","","58064","","11175",""
