"Land Area","Trade flow","Commodity","2000","S_2000","2001","S_2001","2002","S_2002","2003","S_2003","2004","S_2004","2005","S_2005","2006","S_2006","2007","S_2007","2008","S_2008","2009","S_2009","2010","S_2010","2011","S_2011","2012","S_2012","2013","S_2013","2014","S_2014","2015","S_2015"
"Cabo Verde","Export","Crustaceans","12","","0","-","23","","18","","26","","12","","10","","8","","1","","8","","8","","17","","49","","27","","7","","5",""
"Cabo Verde","Export","Fish","322","","246","","238","","44","","324","","9111","","18172","","9807","","10081","F","13380","","15909","","17997","","14163","","16717","","28419","","30255",""
"Cabo Verde","Import","Crustaceans","12","","10","","12","","21","","21","","36","","56","","67","","68","","60","","67","","101","","101","","117","","113","","108",""
"Cabo Verde","Import","Fish","61","","173","","79","","88","","93","","106","","232","","258","","335","","423","","328","","440","","576","","573","","513","","453",""
"Cameroon","Export","Crustaceans","375","","110","","94","","77","","2","","3","","1","","2","","1","","10","","4","","5","","5","","2","","5","","1",""
"Cameroon","Export","Fish","62","","217","","12","","71","","70","","87","","1419","","2013","","1659","","3016","","4237","","1770","","3291","","3124","","3881","","3358",""
"Cameroon","Import","Crustaceans","5","","4","","9","","22","","14","","11","","29","","21","","1140","","2909","","3376","","201","","75","","84","","82","","90",""
"Cameroon","Import","Fish","81469","","97843","","78800","","125394","","120277","","106740","","101375","","139323","","150586","","201060","","163788","","216046","","183609","","207663","","208586","","216592",""
"Central African Republic","Export","Fish","22","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Central African Republic","Import","Crustaceans","2","","0","-","0","-","44","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","3","","1","","2",""
"Central African Republic","Import","Fish","580","","568","","501","","1416","","1580","","1741","","1625","F","3010","","2568","","3679","","5354","","5198","","5387","","4951","","5545","","6076",""
"Chad","Export","Fish","4","F","2","F","0","-","0","-","0","-","13","","0","-","290","","45","","40","F","51","F","52","F","55","F","66","F","66","F","61","F"
"Chad","Import","Crustaceans","0","-","0","-","1","F","1","F","8","","11","","13","","6","","33","","22","F","8","F","2","F","0","-","5","F","10","F","8","F"
"Chad","Import","Fish","1","F","32","F","466","F","560","F","75","","98","","1188","","367","","413","","536","F","424","F","432","F","716","F","717","F","1042","F","364","F"
"Comoros","Export","Fish","0","-","0","-","0","-","1","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","1","","0","-","0","-","0","-"
"Comoros","Import","Crustaceans","7","","7","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","1","","1","","0","-","0","-","1","F","2","F"
"Comoros","Import","Fish","445","","256","","283","","357","","300","","259","","293","","251","","2748","","519","","803","","443","","603","","455","","679","F","520","F"
"Congo","Export","Crustaceans","13","F","227","F","565","F","698","F","835","F","24","","550","F","48","","10","","0","-","0","-","0","-","0","-","198","","158","","130","F"
"Congo","Export","Fish","31","F","40","F","52","F","35","F","29","F","266","","24","F","125","","324","","269","","266","","23","F","153","","13","","426","","360","F"
"Congo","Import","Crustaceans","0","-","1","F","0","-","0","-","12","F","2","","6","","9","F","7","","49","","12","","49","","77","","35","","33","","25","F"
"Congo","Import","Fish","10730","F","17615","F","9914","F","7635","F","13023","F","11941","","9304","F","7094","F","25234","","22918","","9304","","16436","","16141","","28299","","39459","","29600","F"
"Congo, Dem. Rep. of the","Export","Crustaceans","0","0","0",".","1","F","1","F","5","F","0","-","0","-","0","0","0","-","7","F","6","F","0","-","0","-","0","-","0","-","0","-"
"Congo, Dem. Rep. of the","Export","Fish","19","F","18","F","2","F","8","F","1","F","1","F","0","0","0","0","0","0","76","F","259","F","116","F","125","F","608","F","282","F","132","F"
"Congo, Dem. Rep. of the","Import","Crustaceans","0","-","1","F","2","F","5","F","514","F","23","F","22","F","11","F","12","F","38","F","150","F","77","F","32","F","86","F","129","F","34","F"
"Congo, Dem. Rep. of the","Import","Fish","61508","","70323","F","66842","F","63896","F","65824","F","66936","F","71648","F","74477","F","71468","F","71747","F","77218","F","85660","F","91676","F","95747","F","109157","F","107883","F"
"Côte d'Ivoire","Export","Crustaceans","911","","861","","422","","313","","227","","119","","233","","91","","128","","696","","213","","72","","21","","91","","138","","46",""
"Côte d'Ivoire","Export","Fish","63504","","49877","","54945","","47410","","52834","","32970","","36941","","47343","","46988","","51261","","31637","","23137","","36134","","37271","","27498","","37061",""
"Côte d'Ivoire","Import","Crustaceans","323","","464","","759","","567","","835","","473","","593","","716","","843","","933","","867","","506","","601","","740","","557","","415",""
"Côte d'Ivoire","Import","Fish","235242","","239505","","255956","","272620","","245561","","267840","","261001","","280040","","327520","","368198","","285267","","287749","","286727","","292908","","326399","","390313",""
"Djibouti","Export","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","0","-","1","F","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Djibouti","Export","Fish","6","F","30","F","18","F","20","F","0","-","7","F","8","F","2","F","0","-","1","F","18","F","1","F","0","-","0","-","0","-","2","F"
"Djibouti","Import","Crustaceans","8","F","2","F","2","F","3","F","3","F","19","F","5","F","10","F","20","F","47","","7","F","7","F","6","F","3","F","45","F","23","F"
"Djibouti","Import","Fish","492","F","285","F","395","F","262","F","505","F","299","F","652","F","603","F","461","F","375","","324","F","468","F","522","F","824","F","520","F","1186","F"
"Egypt","Export","Crustaceans","45","","8","","2","","9","","16","","4","","19","","87","","6","","51","","65","","26","","73","","660","","1779","","1252","F"
"Egypt","Export","Fish","636","","668","","1630","","2414","","3209","","4431","","3333","","3587","","5743","","4381","","10071","","9856","","14903","","19850","","25184","","30607","F"
"Egypt","Import","Crustaceans","46","","576","","235","","196","","925","","1639","","3092","","7108","","10137","F","11416","","29816","","16838","","16100","","10015","","11696","","12594","F"
"Egypt","Import","Fish","208963","","206315","","153250","","162674","","223095","","221703","","244448","","244222","","194125","","223514","","281400","","243861","","302601","","260680","","555037","","458382","F"
"Equatorial Guinea","Export","Crustaceans","0","-","0","-","0","0","2","F","12","F","3","F","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Equatorial Guinea","Export","Fish","395","F","144","F","29","F","18","F","16","F","3","F","26","F","30","F","20","F","30","F","10","F","21","F","30","F","24","F","23","F","24","F"
"Equatorial Guinea","Import","Crustaceans","0","0","0","0","7","F","8","F","7","F","11","F","30","F","33","F","50","F","35","F","84","F","107","F","90","F","84","F","101","F","82","F"
"Equatorial Guinea","Import","Fish","2476","F","4312","F","3295","F","4438","F","6138","F","5884","F","7735","F","7507","F","6269","F","10385","F","7740","F","9480","F","12296","F","11925","F","9540","F","6259","F"
"Eritrea","Export","Crustaceans","73","F","28","F","69","F","3","","65","F","0","-","2","F","50","F","29","F","0","-","0","-","0","-","10","F","1","F","0","-","0","-"
"Eritrea","Export","Fish","442","F","134","F","121","F","425","","53","F","53","F","24","F","134","F","34","F","7","F","0","-","1","F","20","F","0","-","0","-","0","-"
"Eritrea","Import","Crustaceans","0",".","9","F","5","F","0","0","3","F","6","F","4","F","0","0","0","-","2","F","1","F","1","F","0","-","0","-","0","-","0","-"
"Eritrea","Import","Fish","46","F","76","F","99","F","987","","153","F","66","F","201","F","80","F","89","F","10","F","47","F","1","F","80","F","28","F","67","F","12","F"
"Ethiopia","Export","Fish","8","","11","","32","","32","","6","","1","","337","","585","","394","","489","","850","","826","","927","","798","","904","","921",""
"Ethiopia","Import","Crustaceans","0","0","0","-","0","-","0","0","5","","3","","0","-","2","","10","","14","","12","","16","","27","","110","","23","","14",""
"Ethiopia","Import","Fish","53","","24","","273","","330","","202","","329","","779","","369","","713","","318","","396","","532","","607","","1004","","1019","","1149",""
"Gabon","Export","Crustaceans","1990","","2245","","2132","","1589","","2252","","2050","","1531","","1145","","529","","56","","21","F","0","-","49","F","4","F","2","F","0","-"
"Gabon","Export","Fish","1305","","622","","1619","","438","","2621","","2772","","2852","","1082","","2342","","1459","","1284","F","1178","F","1172","F","1183","F","1307","F","1163","F"
"Gabon","Import","Crustaceans","30","","5","","7","","12","","91","","20","","21","","44","","71","","80","","19","F","17","F","63","F","67","F","102","F","57","F"
"Gabon","Import","Fish","11012","","11556","","1831","","3880","","7634","","7913","","10430","","8816","","9758","","11903","","11063","F","15891","F","15896","F","18895","F","24101","F","24492","F"
"Gambia","Export","Crustaceans","779","","272","","141","","134","","60","F","260","F","7","","117","","2","","5","","26","","0","-","8","","14","","38","","15","F"
"Gambia","Export","Fish","584","","364","","606","","440","","207","F","565","F","67","","1595","","1743","","3906","","5911","","2367","","1911","","1323","","1450","","860","F"
"Gambia","Import","Crustaceans","8","","61","","38","","1","","3","F","1","F","0","-","0","-","43","","0","-","0","-","32","","11","","2","","114","","160","F"
"Gambia","Import","Fish","826","","650","","1559","","2050","","1882","F","1158","F","1937","F","2356","","2712","","3496","","5972","","3602","","2105","","1686","","951","","1263","F"
"Ghana","Export","Crustaceans","355","","321","","105","F","234","","948","","129","","300","","504","","172","","46","","18","","158","F","18","","65","","67","","177",""
"Ghana","Export","Fish","53786","","59712","","45057","F","45629","","43797","","35482","","23422","","24907","","23442","","19226","F","21631","","20085","F","22176","","21665","","21064","","26395",""
"Ghana","Import","Crustaceans","12","","3","","24","","59","","18","","31","","26","","127","","32","","50","","22","","115","","46","","48","","97","","85",""
"Ghana","Import","Fish","169302","","170533","","222028","","104590","","279438","F","260149","","290273","","362510","","279387","","248530","","211422","","320725","","231447","","347408","","271762","","297402",""
"Guinea","Export","Crustaceans","175","","96","","71","","131","","13","","35","","0","0","0","-","0","-","417","F","220","F","199","F","191","F","66","","4","","3",""
"Guinea","Export","Fish","2142","","3161","","4001","","4953","","7840","","17009","","14334","","7923","","7964","","6445","F","7472","F","7629","F","9024","F","9527","","10607","","11268",""
"Guinea","Import","Crustaceans","0","0","3","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","3","F","1","F","5","F","21","F","26","","7","","4",""
"Guinea","Import","Fish","898","","1187","","830","","1213","","634","","979","","428","","772","","738","","1402","F","1471","F","1494","F","1854","F","1849","","3400","","2332",""
"Guinea-Bissau","Export","Crustaceans","77","F","159","F","141","F","203","F","107","F","152","F","61","F","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Guinea-Bissau","Export","Fish","1698","F","2301","F","3817","F","1628","F","3855","F","4021","F","5373","F","4976","F","3377","F","3771","F","5666","F","4401","F","3716","F","4579","F","5280","F","5500","F"
"Guinea-Bissau","Import","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","20","F","55","F","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Guinea-Bissau","Import","Fish","147","F","167","F","199","F","276","F","338","F","366","F","331","F","644","F","913","F","771","F","305","F","444","F","415","F","562","F","442","F","582","F"
"Kenya","Export","Crustaceans","412","","570","","329","","534","","584","","530","","536","","325","","373","","131","","323","","170","","113","","211","","449","","227",""
"Kenya","Export","Fish","16242","","17785","","23643","","18414","","16688","","17190","","14098","","15699","","19719","","14431","","16757","","14359","","16478","","10986","","14167","","9991",""
"Kenya","Import","Crustaceans","4","","4","","19","","26","","31","","15","","6","","1","","0","-","102","","11","","22","","86","","104","","126","","115",""
"Kenya","Import","Fish","11273","","17077","","8980","","7301","","13572","","21026","","27112","","23918","","17696","","11432","","14399","","16010","","17044","","14640","","22997","","22284",""
"Lesotho","Export","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1","","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Lesotho","Export","Fish","0",".","0",".","7","F","4","","3","","0",".","0",".","0",".","25","","183","","413","","388","","136","","194","F","528","F","627","F"
"Lesotho","Import","Crustaceans","8","F","14","F","4","F","7","","0","0","0",".","0",".","0",".","5","","13","","49","","34","","12","","5","F","10","F","2","F"
"Lesotho","Import","Fish","991","F","1231","F","2290","F","1668","","1013","","744","F","721","F","745","F","846","","1121","","1020","","2200","","1575","","1493","F","3213","F","3183","F"
"Liberia","Export","Crustaceans","0","-","18","F","0","-","28","F","42","F","3","F","7","F","2","F","0","-","0","-","0","-","0","-","11","F","0","-","0","-","0","-"
"Liberia","Export","Fish","32","F","47","F","151","F","55","F","9","F","75","F","229","F","125","F","65","F","91","F","96","F","91","F","96","F","98","F","102","F","101","F"
"Liberia","Import","Crustaceans","24","F","1","F","18","F","1","F","5","F","20","F","13","F","18","F","17","F","19","F","10","F","5","F","6","F","8","F","43","F","30","F"
"Liberia","Import","Fish","3746","F","1903","F","1132","F","2623","F","1163","F","1412","F","2275","F","1130","F","4044","F","3320","F","6076","F","6861","F","7079","F","11491","F","14366","F","12557","F"
"Libya","Export","Crustaceans","0",".","0",".","0","0","0","-","0","0","0","-","0","-","0","-","0","-","17","","8","F","0","-","0","-","0","-","0","-","0","-"
"Libya","Export","Fish","1868","F","1375","F","1695","F","2216","F","3120","F","3836","F","2000","F","1137","F","959","","579","F","616","F","363","F","980","F","1024","F","921","F","1060","F"
"Libya","Import","Crustaceans","6","F","11","F","21","F","38","","73","","22","F","3","F","6","","0","-","140","","307","","136","F","110","F","306","F","265","F","164","F"
"Libya","Import","Fish","4442","F","4587","F","4119","F","4346","","4617","","9197","F","13575","F","17058","","16768","","27554","","43098","","39003","F","54926","F","56063","F","50870","F","40764","F"
"Madagascar","Export","Crustaceans","2156","","12538","","15282","","6358","","7333","","11941","","12013","","13443","","11473","","9479","","7715","","10642","","7372","","8207","","10452","","7117",""
"Madagascar","Export","Fish","10621","","16809","","15581","","23645","","19252","","10154","","17804","","13193","","8267","","6688","","11201","","12047","","8154","","8297","","10982","","11197",""
"Madagascar","Import","Crustaceans","9","","38","","1","","1","","1","","881","","138","","223","","104","","3","","18","","216","","51","","23","","1","","23",""
"Madagascar","Import","Fish","13521","F","12637","F","17641","F","22733","F","16160","F","14728","","29963","","22379","","14409","","14752","","18038","","20289","","14374","","16816","","20220","","14949",""
"Malawi","Export","Fish","42","","34","","26","","43","","42","","128","","585","","32","","34","","15","","21","","67","","49","","23","","14","","12",""
"Malawi","Import","Crustaceans","0","-","3","","2","","1","","0","-","0","-","0","-","0","-","0","-","0","-","3","","1","","7","","9","","23","","39",""
"Malawi","Import","Fish","1485","","345","","244","","583","","703","","426","","1740","","1734","","3224","","2103","","1916","","1316","","1180","","1669","","2498","","2628",""
"Mali","Export","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","12","","0",".","0","-","0","-"
"Mali","Export","Fish","761","","950","","1136","","425","","456","","371","","337","","634","","496","","301","F","278","","879","","174","","259","F","695","F","186","F"
"Mali","Import","Crustaceans","41","","37","","19","","60","","34","","38","","37","","7","","45","","77","F","97","","16","","200","","97","F","191","F","613","F"
"Mali","Import","Fish","2696","","2923","","2704","","5500","","6989","","11014","","12912","","14606","","15378","","16246","F","23196","","21902","","20556","","22137","F","32470","F","32461","F"
"Mauritania","Export","Crustaceans","781","","1657","","1286","","1417","","1041","","1212","","1201","","1154","","788","","350","","2955","","4062","","2226","","1065","","3163","","2151","F"
"Mauritania","Export","Fish","66340","","65376","","79185","","73287","","53860","","80540","","72419","","89426","","119491","","55580","","99624","","209019","","288267","","180262","","219231","","253061","F"
"Mauritania","Import","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","11","","0","-","3","","0","-","0","-","3","","0","-","37","","100","","51","F"
"Mauritania","Import","Fish","120","","173","","414","","457","","78","","543","","296","","569","","681","","1433","","2332","","1921","","2915","","3104","","4320","","3770","F"
"Mauritius","Export","Crustaceans","0","-","0","-","0","-","210","","1","","0","-","8","","5","","0","-","0","-","0","-","0","0","0","-","1","","0","-","0","0"
"Mauritius","Export","Fish","18152","","27380","","28940","","32021","","33266","","36763","","50027","","49809","","49060","","50567","","61195","","54867","","59053","","59219","","70009","","63348",""
"Mauritius","Import","Crustaceans","1243","","1440","","1190","","1465","","1450","","1487","","1341","","1570","","1593","","1449","","1483","","1788","","1766","","1720","","1714","","1663",""
"Mauritius","Import","Fish","39835","","49428","","81312","","61120","","78317","","101705","","148735","","126327","","147537","","142573","","139934","","158800","","146731","","166243","","178953","","175715",""
"Mayotte","Export","Crustaceans","0",".","0","0","0","-","0","-","0","-","0","-","0","-","0","-","0","0","0","-","0","-","1","F","0","-","0","-","0","-","0","-"
"Mayotte","Export","Fish","4","","28","","127","","201","","125","","124","","122","","122","","95","","83","","80","F","85","F","76","F","63","F","50","F","0","-"
"Mayotte","Import","Crustaceans","9","","23","","18","","30","","21","","46","","29","","42","","45","","56","","22","F","4","F","5","F","2","F","0","-","0","-"
"Mayotte","Import","Fish","591","","797","","1063","","1088","","956","","1151","","1227","","1040","","1656","","1308","","1209","F","1419","F","1208","F","1238","F","1229","F","1031","F"
"Morocco","Export","Crustaceans","12959","","11420","","10959","","9639","","7147","","9279","","9756","","15876","","14079","","14547","","14156","","17398","","16393","","15965","","17430","","18930",""
"Morocco","Export","Fish","129286","","163860","","193397","","191453","","174105","","197415","","270967","","256940","","286893","","288770","","279834","","213072","","278013","","313393","","311004","","357348",""
"Morocco","Import","Crustaceans","8351","","5997","","7079","","8180","","7358","","8011","","10641","","22408","","20240","","19095","","28881","","35012","","32824","","32892","","35972","","39262",""
"Morocco","Import","Fish","3939","","5407","","9888","","11782","","23499","","22460","","30808","","23077","","44698","","24806","","19397","","19397","","11958","","15680","","29638","","30499",""
"Mozambique","Export","Crustaceans","7265","F","6450","","8835","","6444","","6205","","7361","","14617","","10034","","10041","","8520","","8315","","4745","","2510","","4421","","5889","","3578",""
"Mozambique","Export","Fish","3244","F","1946","","2532","","4265","","6648","","6669","","1814","","2249","F","1212","","1033","","1197","","2825","","4249","","4816","","8366","","7831",""
"Mozambique","Import","Crustaceans","80","F","1","F","1","","1808","","7","","2","","11","","33","","2","","2","","1","","5","","9","","29","","27","","21",""
"Mozambique","Import","Fish","5820","F","4274","","6242","","9220","","12969","","18721","F","16638","","14411","","19118","","18394","","16723","","27350","","26978","","44928","","50035","","52352",""
"Namibia","Export","Crustaceans","1346","","1545","","1389","","1389","","1645","","1546","","1306","","1195","","1503","","2234","","2126","","2119","","1802","","1334","","2476","","2337",""
"Namibia","Export","Fish","384992","","311379","F","312572","F","308263","F","291353","F","253834","","396990","","323827","","319026","F","337595","","306847","","348288","","334441","","386157","","386445","","416349",""
"Namibia","Import","Crustaceans","47","","43","","65","","42","","64","","187","","378","","452","","428","","1335","","317","","496","","254","","305","","298","","257",""
"Namibia","Import","Fish","89079","","33530","","12854","","15532","","18025","","14445","","13937","","19393","","20543","","31389","","20641","","13710","","13175","","14816","","16119","","20015",""
"Niger","Export","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","1","","0","-","0","-","0","-","0","-","0","-","0","-"
"Niger","Export","Fish","1618","","6676","","8025","","5905","","3684","","2260","","681","","287","","449","","405","","556","","815","","831","","1228","","1367","","658",""
"Niger","Import","Crustaceans","2","","1","","0","-","5","","0","-","1","","0","-","1","","1","","2","","5","","3","","2","","2","","3","","20",""
"Niger","Import","Fish","895","","676","","586","","514","","564","","1244","","2237","","1542","","2664","","3409","","3657","","2856","","3894","","4814","","5813","","7462",""
"Nigeria","Export","Crustaceans","2195","","2340","F","2496","F","2114","F","3631","F","6902","F","15730","F","19956","","10853","","24690","","23725","","9399","","9044","","18350","F","11708","F","8576","F"
"Nigeria","Export","Fish","224","F","628","F","597","F","246","F","605","F","754","F","813","","1169","","688","","204","","300","","22415","","9270","F","63571","F","4040","F","3053","F"
"Nigeria","Import","Crustaceans","12","","0","-","18","","3","","14","F","1","F","22","","24","","0","-","81","","90","","1671","","385","","1511","F","220","F","811",""
"Nigeria","Import","Fish","311871","","633387","","543822","","622965","F","778731","F","841741","F","1247871","F","999824","","1042398","","1108631","F","1330691","","1589401","F","1083208","F","868036","F","992591","F","886643","F"
"Rwanda","Export","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1","","43","","0","-"
"Rwanda","Export","Fish","0",".","0",".","0",".","0",".","0",".","38","","0","0","92","","310","","555","","253","","120","","317","","173","","1208","","2098","F"
"Rwanda","Import","Crustaceans","5","F","0","0","1","","3","","0","-","0","-","0","-","0","-","1","","3","","3","","2","","3","","2","","5","","2","F"
"Rwanda","Import","Fish","130","F","102","","197","","109","","7","","58","","1342","","2718","","3599","","4875","","6897","","11915","","13300","","12119","","15205","","23616","F"
"Saint Helena","Export","Crustaceans","145","F","192","F","196","F","97","F","144","F","160","F","150","F","131","F","171","F","264","F","339","F","186","F","249","F","300","F","244","F","281","F"
"Saint Helena","Export","Fish","160","F","355","F","309","F","229","F","336","F","572","F","478","F","596","F","790","F","510","F","372","F","694","F","387","F","419","F","428","F","624","F"
"Saint Helena","Import","Crustaceans","0","-","4","F","0","-","25","F","4","F","0","-","21","F","0","0","0","0","0","-","0","-","0","-","0","-","0","-","7","F","1","F"
"Saint Helena","Import","Fish","57","F","55","F","46","F","31","F","19","F","101","F","166","F","57","F","16","F","8","F","22","F","12","F","6","F","26","F","29","F","43","F"
"Sao Tome and Principe","Export","Crustaceans","0",".","0",".","0",".","3","","0","-","0","-","0","0","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","0"
"Sao Tome and Principe","Export","Fish","53","F","300","F","82","F","0","0","0","0","0","0","0","0","0","0","0","0","0","-","1","","0","-","0","-","0","0","2","","2",""
"Sao Tome and Principe","Import","Crustaceans","0","-","0","-","0","-","0","-","0","-","1","","2","","1","","8","","4","","4","","4","","8","","8","","6","","7",""
"Sao Tome and Principe","Import","Fish","19","","0","-","3","","7","","5","","3","","29","","19","","33","","27","","28","","51","","43","","45","","44","","28",""
"Senegal","Export","Crustaceans","6909","","7687","","5970","F","5480","","10684","","9790","","8695","","7809","","4741","","4284","","3551","","4309","","5284","","4789","","4249","","4378",""
"Senegal","Export","Fish","66526","","63266","","60109","F","68138","","95012","","74208","","65782","","87440","","73125","","78367","","78034","","92458","","90520","","124112","","134315","","173157",""
"Senegal","Import","Crustaceans","66","F","49","","120","","24","","35","","69","","21","","6","","14","","80","","74","","77","","104","","146","","19","","65",""
"Senegal","Import","Fish","606","F","392","","158","","265","","447","","438","","375","","880","","1120","","304","","6354","","14087","","8437","","8545","","9470","","19121",""
"Seychelles","Export","Crustaceans","331","","316","","213","","901","","1111","","786","","619","","364","","331","F","23","F","1","","0","-","0","-","0","-","0","-","8",""
"Seychelles","Export","Fish","42096","","62891","","65520","","128334","F","102306","F","114356","F","99635","F","94997","F","72241","F","72560","F","82478","","105684","","107426","F","97456","","77485","F","106393",""
"Seychelles","Import","Crustaceans","39","","16","","12","","44","","47","","40","","54","","130","","273","","51","F","511","","895","","677","","374","","623","F","805","F"
"Seychelles","Import","Fish","19003","","18770","","32020","","85882","","81573","","87331","","91984","","115920","","35709","","64103","F","70006","","69927","","62961","","60914","","67178","","67708",""
"Sierra Leone","Export","Crustaceans","1082","F","1154","F","2515","F","3299","F","2429","F","2536","F","1916","F","1721","F","1615","F","1591","F","1675","F","1583","F","1752","F","1550","F","1230","F","1200","F"
"Sierra Leone","Export","Fish","5496","F","5031","F","5080","F","3008","F","3080","F","3404","F","3552","F","3853","F","3768","F","3944","F","3942","F","4079","F","4310","F","3848","F","4209","F","4787","F"
"Sierra Leone","Import","Crustaceans","14","F","83","F","29","","29","F","11","F","1","F","3","F","0","-","1","F","0","-","0","0","1","F","7","F","1","F","81","F","25","F"
"Sierra Leone","Import","Fish","726","F","955","F","645","","1679","F","1249","F","1162","F","918","F","1754","F","1525","F","2038","F","972","F","1365","F","1072","F","1370","F","1622","F","915","F"
"Somalia","Export","Crustaceans","18","F","2","F","19","F","0","0","9","F","69","F","15","F","0","-","231","F","0","0","5","F","77","F","34","F","17","F","3","F","26","F"
"Somalia","Export","Fish","1101","","1642","F","2867","F","1378","F","2243","F","2692","F","2010","F","2217","F","3152","F","4147","F","1133","F","1396","F","936","F","1235","F","1462","F","2106","F"
"Somalia","Import","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","18","F","0",".","0",".","1","F","1","F","0","-","8","F","0","-","1","F","4","F"
