2018 ranking,Country,Code,Status,Social Progress Index,Basic Human Needs,Foundations of Wellbeing,Opportunity,Nutrition and Basic Medical Care,Water and Sanitation,Shelter,Personal Safety,Access to Basic Knowledge,Access to Information and Communications,Health and Wellness,Environmental Quality,Personal Rights,Personal Freedom and Choice,Inclusiveness,Access to Advanced Education,Undernourishment (% of pop.),"Maternal mortality rate (deaths/100,000 live births)","Child mortality rate (deaths/1,000 live births)",Child stunting (% of children),"Deaths from infectious diseases (deaths/100,000 people)",Access to at least basic drinking water (% of pop.),Access to piped water (% of pop.),Access to at least basic sanitation facilities (% of pop.),Rural open defecation (% of pop.),Access to electricity (% of pop.),Quality of electricity supply (1=low; 7=high),"Household air pollution attributable deaths (deaths/100,000 people)",Access to clean fuels and technology for cooking (% of pop.),"Homicide rate (deaths/100,000 people)",Perceived criminality (1=low; 5=high),Political killings and torture (0=low freedom; 1=high freedom),"Traffic deaths (deaths/100,000 people)",Adult literacy rate (% of pop. aged 15+),Primary school enrollment (% of children),Secondary school enrollment (% of children),Gender parity in secondary enrollment (distance from parity),Access to quality education (0=unequal; 4=equal),Mobile telephone subscriptions (subscriptions/100 people),Internet users (% of pop.),Access to online governance (0=low; 1=high),Media censorship (0=frequent; 4=rare),Life expectancy at 60 (years),"Premature deaths from non-communicable diseases (deaths/100,000 people)",Access to essential services  (0=none; 100=full coverage),Access to quality healthcare (0=unequal; 4=equal),"Outdoor air pollution attributable deaths (deaths/100,000 people)",Greenhouse gas emissions (CO2 equivalents/GDP),Biome protection,Political rights (0=no rights; 40=full rights),Freedom of expression (0=no freedom; 1=full freedom),Freedom of religion (0=no freedom; 4=full freedom),Access to justice (0=non-existent; 1=observed),Property rights for women (0=no rights; 5=full rights),Vulnerable employment (% of employees),Early marriage (% of women),Satisfied demand for contraception (% of women),Corruption (0=high; 100=low),Acceptance of gays and lesbians (0=low; 100=high),Discrimination and violence against minorities (1=low; 10=high),Equality of political power by gender (0=unequal power; 4=equal power),Equality of political power by socioeconomic position (0=unequal power; 4=equal power),Equality of political power by social group (0=unequal power; 4=equal power),Years of tertiary schooling,Women's average years in school,Globally ranked universities (points),Percent of tertiary students enrolled in globally ranked universities
41,Barbados,BRB,Ranked,77.22,89.46,75.33,66.86,92.75,97.81,96.06,71.23,94.02,77.36,74.91,55.03,94.68,81.07,59.45,32.23,3.8,82.185,12.8,7.495,53.2338,98.4844,98.752,96.8556,,100,6.04478,0.043512,99.41,10.9072,,0.924,9.4197,99.6,90.643,96.1733,1.04133,3.719,116.566,79.5494,0.42373,3.519,22.3547,315.226,74.527,3.728,35.0371,318.495,1.03415,38,0.94,3.836,0.922,4.798,15.808,0,74.2,68,,3.8,2.678,2.13,2.808,3.27127,10.6,0,0
46,Belarus,BLR,Ranked,73.28,89.90,71.29,58.64,97.67,96.17,93.68,72.09,97.15,65.81,67.37,54.82,58.29,76.15,53.64,46.46,2.5,11.65,3.9,4.604,16.409,96.4742,92.1282,97.7777,0,100,,0.739755,98.01,3.58466,3,0.7,9.64135,99.6171,99.2296,95.8478,0.98468,3.528,120.673,71.113,0.55932,0.281,19.4804,486.018,83.504,3.33,49.267,587.505,10.5456,6,0.432,3.019,0.629,4.164,3.477,4,78.5,44,10.6446,6.8,2.002,3.155,3.236,3.8679,12.2,3,10
19,Belgium,BEL,Ranked,86.66,93.88,86.59,79.50,98.18,99.88,97.90,79.57,94.07,86.57,85.38,80.36,96.38,87.37,75.06,59.18,2.5,6.796,3.9,2.673,24.902,100,100,99.4861,0,100,6.47948,0.109059,100,1.94898,3,0.953,7.57911,99,99.2937,94.1176,1.11991,3.721,110.498,86.5165,0.64407,3.898,24.0495,220.439,93.307,3.774,17.1998,252.388,17,39,0.97,3.672,0.98,4.886,10.203,1,88.3,75,83.4674,4.6,2.856,3.125,3.278,3.70912,11.5,16,40
116,Benin,BEN,Ranked,50.21,45.50,56.22,48.92,59.73,29.88,37.15,55.23,60.64,44.36,50.16,69.73,92.00,36.81,59.72,7.14,9.9,275.987,101,40.129,404.46,66.3202,39.6484,16.3511,75.4111,41.6182,2.06101,92.0534,6.06,6.18276,4,0.932,45.6673,32.9488,97.0337,46.581,0.75559,3.088,81.7903,11.9941,0.16949,2.825,17.3327,397.511,50.116,1.745,22.2383,732.778,17,33,0.889,3.901,0.939,4.753,88.105,22,30.6,39,14.6421,3.1,2.35,2.477,3.347,0.71498,3,0,0
77,Bhutan,BTN,Ranked,66.41,83.55,66.66,49.01,76.38,91.02,82.96,83.83,71.34,58.84,67.64,68.83,77.10,64.99,49.24,4.71,,170.611,32,32.589,94.3852,97.2076,99.4697,68.2825,0,99.7746,5.84762,26.7919,51.75,1.52403,2,0.852,8.71553,57.0336,81.9466,65.713,1.10068,3.529,87.5412,41.7726,0.35593,2.796,20.296,350.327,63.43,3.715,39.8348,373.789,17,28,0.736,2.698,0.871,4.271,71.883,14,82.5,67,16.3779,8.2,2.291,2.454,3.058,0.52574,2.1,0,0
92,Bolivia,BOL,Ranked,63.30,74.11,65.30,50.48,78.98,68.50,80.45,68.52,79.89,63.64,56.19,61.50,75.95,50.73,54.45,20.78,19.6,157.272,36.1,18.366,109.128,92.1769,71.2405,58.8,39.8707,91.8,5.00108,21.1346,62.55,6.25658,3,0.895,22.5414,92.4551,92.5808,77.6195,0.96998,0.948,92.8208,39.6975,0.57627,2.257,19.3902,357.362,60.549,1.465,31.679,1230.57,16.5269,28,0.797,3.885,0.434,4.249,58.434,15,55.2,33,38.0855,5.7,1.902,2.939,2.441,,8.2,0,0
84,Botswana,BWA,Ranked,65.16,71.83,67.63,56.02,71.22,77.96,66.09,72.04,79.76,59.98,61.38,69.38,82.19,76.50,44.93,20.47,26.8,86.26,39.3,28.693,360.174,89.4044,90.4115,76.0173,33.1786,60.5884,3.73708,37.1062,63.15,15.0382,2,0.871,15.9767,87.7,90.3646,,1.09114,2.458,146.16,39.363,0.28814,2.724,18.9528,356.586,65.698,2.554,31.9299,496.835,17,28,0.842,3.439,0.795,4.406,25.511,5,80.7,61,18.6776,4.6,1.38,2.107,2.431,1.24279,9.3,0,0
47,Brazil,BRA,Ranked,72.66,81.47,74.96,61.54,92.28,92.74,88.23,52.62,82.36,77.42,64.48,75.58,81.88,71.69,51.11,41.48,2.5,70.37,16.3,9.896,61.3785,97.848,96.7015,87.4264,8.79859,99.7,4.49357,5.97604,95.38,28.3834,4,0.697,21.3325,92.0479,99.1372,82.3278,1.04741,0.855,117.536,60.8725,0.72881,2.735,22.1722,325.993,69.828,1.602,22.6225,353.408,16.9797,31,0.772,3.728,0.64,4.68,27.603,4,88.3,37,64.0107,6.5,1.631,1.894,2.79,2.35217,7.9,38,10
43,Bulgaria,BGR,Ranked,75.66,89.11,73.81,64.08,95.41,96.05,87.49,77.48,89.65,74.46,64.63,66.49,84.42,70.01,58.73,43.16,3.3,19.23,7.9,9.497,17.0591,99.1482,99.1482,85.9933,0,100,4.76908,10.7566,88.42,1.79731,3,0.862,9.66729,98.3524,93.4569,90.3065,0.96915,2.458,125.834,59.8256,0.69492,2.289,19.7505,516.819,77.539,3.151,39.202,508.935,16.9779,33,0.781,3.34,0.785,4.836,8.254,9,68.3,43,31.8187,5.1,2.653,2.44,2.891,3.22659,11.9,2,15
127,Burkina Faso,BFA,Ranked,46.73,46.63,52.40,41.15,61.33,23.11,28.86,73.22,49.34,49.51,45.35,65.39,79.30,38.58,44.73,1.99,20.8,224.21,84.5,28.305,498.556,48.2677,25.3198,19.1263,63.9374,23.6529,1.69483,114.468,8.46,0.369949,3,0.764,26.8373,34.5994,77.0049,29.1422,0.97275,0.769,82.6112,13.96,0.23729,3.468,16.5158,438.213,50.824,1.053,20.7093,1124.15,15.695,23,0.935,3.791,0.712,3.802,86.598,32,50.5,42,9.0053,4.2,1.54,1.877,2.63,0.3503,1,0,0
142,Burundi,BDI,Ranked,38.90,44.01,46.01,26.67,51.38,54.28,26.21,44.16,64.21,22.45,38.78,58.59,36.54,38.59,26.65,4.91,,261.777,63.9,54.778,547.852,60.2042,34.2443,45.851,2.9065,9.29846,2.40228,120.374,0.83,4.51993,4,0.058,37.2895,61.5697,97.4431,28.9221,1.02298,0.822,50.9099,5.17363,0.15254,0.303,15.4462,465.565,44.992,0.411,21.9109,895.46,7.90814,4,0.088,3.796,0.395,1.281,94.65,10,40.5,22,3.4667,7.6,1.15,1.155,1.65,0.35006,2.7,0,0
67,Cabo Verde,CPV,Ranked,68.19,77.41,68.92,58.23,88.02,73.95,74.79,72.89,77.71,65.93,71.50,60.55,88.46,70.47,59.96,14.05,12.7,50.619,18.5,11.989,109.004,86.488,87.4491,72.246,37.3263,90.6452,3.46318,26.0642,70.63,8.6318,,0.956,9.40343,86.7903,86.3366,64.3733,1.09523,2.836,111.564,50.3228,0.47458,2.249,22.7244,285.457,68.082,3.022,24.5173,304.545,2.25354,37,0.888,3.911,0.862,3.949,28.95,11,77.1,55,,3.8,1.72,2.847,3.298,1.12267,5.9,0,0
119,Cambodia,KHM,Ranked,49.74,58.13,58.12,32.98,74.06,49.56,53.49,55.42,68.35,43.60,49.53,71.02,43.58,51.82,28.24,8.27,18.7,115.669,30.6,39.904,183.145,76.9454,24.7839,56.6015,44.3512,76.8399,3.46728,86.6628,16.36,1.84346,4,0.352,29.9465,80.5265,90.8218,,0.85476,0.886,126.348,32.3984,0.0678,0.551,18.0164,433.323,61.653,0.709,21.4284,650.116,17,10,0.212,2.777,0.254,3.397,51.201,11,59.8,21,29.9829,6.6,1.41,0.764,0.789,0.66107,3.8,0,0
125,Cameroon,CMR,Ranked,47.36,54.23,52.94,34.90,62.08,50.54,49.15,55.15,71.32,42.40,46.08,51.96,57.26,38.18,32.95,11.21,6.5,313.1,86.8,31.182,503.47,60.1557,39.4245,38.8474,14.0585,60.1073,2.21677,61.3008,21.98,4.1741,4,0.415,25.2415,71.2905,95.8095,47.3003,0.86008,2.47,79.8556,23.203,0.16949,1.745,16.7281,445.367,52.126,1.102,55.2318,579.195,9.79912,9,0.472,3.635,0.226,4.473,73.929,26,46.9,25,10.7793,8.4,1.715,1.658,1.62,0.95854,4.7,0,0
7,Canada,CAN,Ranked,88.60,96.68,87.89,81.22,98.05,99.38,98.32,90.99,98.23,89.31,85.86,78.16,96.01,88.96,72.28,67.65,2.5,8.082,5.2,3.054,15.8198,99.4126,99.3804,99.0466,0,100,6.58122,0.025129,100,1.68012,1,0.937,7.83605,99,99.9622,99.6514,1.01467,3.536,84.74,91.16,0.91525,3.657,24.9933,209.785,92.66,3.512,9.3975,466.537,17,40,0.965,3.715,0.936,4.871,10.742,3,90.7,82,89.2335,3.1,2.853,2.79,2.325,3.29858,13.3,48,50
148,Central African Republic,CAF,Ranked,27.54,23.18,30.40,29.04,21.77,30.36,22.75,17.86,29.70,18.75,23.65,49.51,48.65,23.76,39.26,4.51,60.3,602.717,125,42.979,930.251,46.3338,18.1001,25.3197,35.5604,27.1277,,155.436,0.92,19.7574,5,0.349,89.8793,36.7526,68.3522,13.0248,0.65977,0.351,27.1697,4,0,2.317,13.0399,754.174,30.644,0.307,43.8646,3260.9,17,4,0.636,2.734,0.251,3.283,93.652,42,36.9,23,8.1287,8.8,2.037,2.225,2.065,0.15333,3,0,0
147,Chad,TCD,Ranked,28.40,29.22,35.22,20.76,40.90,9.93,25.01,41.03,23.83,19.18,39.59,58.30,44.75,17.90,18.89,1.50,38.4,391.749,126.9,42.685,565.512,38.8526,19.0835,8.58337,82.1723,10.1144,2.24856,128.879,3.13,9.0403,5,0.166,27.0986,22.3116,74.5768,18.9609,0.46151,0.78,38.6486,5,0.15254,0.45,16.2904,450.526,39.496,0.591,30.7037,1004.87,11.5753,4,0.409,2.552,0.317,3.344,93.156,45,22.2,20,9.7443,7.7,1.127,0.807,0.25,0.17202,1.2,0,0
33,Chile,CHL,Ranked,80.84,91.67,79.93,70.90,96.58,99.68,94.57,75.86,85.98,87.42,74.25,72.08,92.21,79.11,55.84,56.44,3.3,23.639,7.7,3.977,28.3615,99.6222,99.3072,100,0,100,6.10723,3.01712,92,3.0063,3,0.926,12.1847,96.8741,97.7696,86.7595,1.00999,1.255,130.111,82.3275,0.74576,3.71,23.4805,235.082,80.899,2.201,20.1052,262.533,10.4806,37,0.963,3.797,0.849,4.606,24.218,6,85,67,58.384,3.3,2.178,1.959,1.931,4.51923,10.2,16,25
88,China,CHN,Ranked,64.16,81.29,67.60,43.59,93.14,86.69,82.00,63.35,85.07,66.91,63.83,54.57,26.90,71.15,30.76,45.55,8.8,13.765,10,10.925,21.674,92.304,74.822,83.2352,0.683912,100,4.97891,17.7656,58.54,0.658541,4,0.378,16.9195,95.1245,,,1.01818,1.798,97.2521,53.2,0.81356,0.26,20.7535,361.18,79.122,1.534,49.4487,678.907,11.5004,0,0.168,0.289,0.442,2.891,44.434,2,91.9,41,15.6353,7.6,1.72,1.567,0.778,2.52494,7.6,134,5
55,Colombia,COL,Ranked,71.11,81.18,77.82,54.33,91.23,89.40,88.46,55.63,80.93,80.67,74.35,75.34,73.38,61.30,41.41,41.24,7.1,55.068,15.2,12.816,28.1465,96.9618,88.5509,88.587,13.4826,98.4,4.76882,4.79874,91.29,26.5029,4,0.719,15.0095,94.6538,93.687,78.8487,1.05502,1.163,120.618,58.1365,0.76271,3.504,25.2216,206.351,74.592,1.833,16.6383,327.336,14.083,29,0.803,3.88,0.482,3.4,47.033,17,86.3,37,48.6223,7,1.782,1.52,1.663,3.06124,8.5,12,10
113,Comoros,COM,Ranked,52.00,62.02,53.33,40.65,67.66,66.58,51.22,62.61,62.03,30.70,50.42,70.17,67.25,40.34,47.91,7.10,,175.112,71.1,36.292,242.271,80.1489,59.3686,35.8349,0.617915,77.4218,,78.9703,8.15,7.70323,,0.602,21.9949,49.1961,85.3223,42.9779,1.06207,1.953,57.1127,7.93832,0.01695,2.608,17.7774,437.91,46.641,2.124,15.9573,350.677,9.48652,24,0.784,1.966,0.565,4.378,64.776,20,35.2,27,8.0047,5.1,1.318,2.576,3.152,0.44974,3.7,0,0
145,"Congo, Democratic Republic of",COD,Ranked,36.37,37.82,45.21,26.08,49.72,35.92,28.36,37.29,59.35,19.57,40.43,61.49,36.86,30.25,28.63,8.61,,360.72,94.4,44.566,507.459,42.9768,31.8959,20.4261,18.6275,17.9754,2.06129,113.392,3.94,13.5464,5,0.13,30.4032,77.0427,,,0.63951,1.174,36.6913,6.20997,0.08475,1.073,15.9795,477.366,43.287,0.806,28.2979,798.031,11.9678,4,0.49,3.321,0.168,1.093,79.843,25,23.4,21,12.7378,9.9613,1.732,1.485,1.395,0.33037,4.9,0,0
133,"Congo, Republic of",COG,Ranked,44.79,51.86,51.81,30.70,57.48,51.29,54.12,44.54,67.62,36.75,39.23,63.65,50.13,38.40,23.72,10.56,37.7,399.487,49.4,22.244,465.302,72.1867,52.0955,19.5481,22.5713,61.7301,,62.0561,22.74,9.32245,4,0.106,29.6864,79.3112,87.2205,,0.86601,1.087,105.817,8.12195,0.08475,0.324,15.7019,548.099,48.056,0.692,49.7158,451.421,17,2,0.302,3.569,0.282,4.147,76.992,20,44.1,21,13.594,7.5,0.8,1.134,1.154,0.52559,5.5,0,0
36,Costa Rica,CRI,Ranked,79.98,89.03,82.52,68.38,94.70,99.02,93.58,68.83,91.35,79.44,78.92,80.35,95.38,74.76,66.24,37.14,4.9,28.332,9.2,8.532,19.8848,99.6998,99.4303,97.549,0.458088,99.5,5.86384,3.80443,93.2,11.5852,3,0.964,17.2128,97.4066,96.966,82.741,1.0541,3.264,171.509,66.0287,0.64407,3.465,23.8343,236.857,76.559,3.545,16.4177,231.439,16.0466,38,0.956,3.803,0.939,4.847,20.235,13,85.9,59,58.3574,3.9,3.02,1.77,3.425,2.77524,8.8,2,20
38,Croatia,HRV,Ranked,79.50,91.13,81.03,66.33,96.97,98.33,93.29,75.94,95.40,78.67,74.41,75.65,87.56,74.29,48.54,54.95,2.5,5.691,4.7,8.055,8.50586,99.5868,99.5868,96.5126,,100,5.84344,4.96476,92.28,0.873462,4,0.952,8.40345,99.1254,98.2024,90.8418,1.04634,3.61,104.773,72.6973,0.77966,1.929,21.3967,321.299,86.69,3.141,27.128,287.38,17,37,0.742,3.596,0.809,4.933,7.539,2,65.5,49,32.2671,5.5,2.056,2.154,2.038,3.24327,11.2,2,60
73,Cuba,CUB,Ranked,66.73,87.25,64.73,48.22,94.98,91.36,88.68,73.97,93.03,31.51,72.95,61.43,31.86,70.25,58.85,31.90,2.5,49.503,5.5,8.565,36.491,95.3245,79.4913,92.8115,0.629268,99.6474,,1.82922,79.04,5.40072,3,0.883,8.65597,99.7525,97.0363,86.6657,1.02559,3.143,34.75,42.98,0.32203,0.206,22.1185,328.037,77.774,3.174,29.9673,,10.3271,1,0.087,2.681,0.186,2.625,8.064,23,89.2,47,,3.7,2.375,2.617,2.479,1.91051,11.6,1,5
29,Cyprus,CYP,Ranked,82.02,92.99,84.54,68.54,97.85,99.56,94.58,79.98,97.33,79.67,85.19,75.96,92.94,78.44,58.12,44.67,4.5,8.246,2.8,2.797,11.9544,99.6132,99.6132,99.2041,0,100,5.65547,0.204906,100,1.29201,3,0.968,10.7655,98.6784,98.6002,94.6324,0.99277,3.736,133.417,75.9004,0.52542,3.661,24.0984,218.23,93.476,3.683,23.3687,327.299,17,38,0.924,3.62,0.961,4.574,11.095,2,,57,35.8578,6,2.631,2.844,2.491,2.64239,12,3,25
24,Czech Republic,CZE,Ranked,84.06,95.70,82.13,74.35,98.13,99.71,97.34,87.61,96.75,80.05,79.10,72.62,91.67,81.09,60.76,63.90,2.5,4.637,3.2,3.776,19.1251,99.8802,99.8802,99.1348,0,100,6.49782,1.02116,97.17,0.829894,2,0.955,7.86249,99,,90.9992,1.00842,3.747,117.662,76.4812,0.55932,3.492,22.0346,296.873,88.259,3.804,27.9809,399.67,17,37,0.935,3.293,0.955,4.729,13.983,0,84.9,57,48.7722,5.1,2.274,2.616,3.064,2.93232,12.5,14,65
118,Côte d'Ivoire,CIV,Ranked,49.79,52.62,56.54,40.20,57.24,45.60,49.52,58.14,52.18,52.79,45.66,75.53,68.04,41.10,43.73,7.95,21.1,314.541,91.8,31.6,477.878,72.762,41.7178,31.3486,44.561,64.3,3.58344,99.911,17.96,11.6305,4,0.817,23.9469,43.9084,89.1727,38.9794,0.75068,1.371,115.848,41.21,0.15254,1.705,16.6745,465.135,49.688,1.308,22.3552,360.439,17,19,0.706,3.607,0.59,3.431,72.674,25,43.4,36,7.54,7.8,2.08,2.071,2.805,0.51915,4,0,0
2,Denmark,DNK,Ranked,89.55,96.52,89.05,83.07,98.33,99.90,99.14,88.71,97.06,93.42,82.94,82.79,97.67,91.96,79.55,63.10,2.5,3.417,4.3,2.424,23.0028,100,100,99.5972,0,100,6.78811,0.109541,100,0.984409,2,0.966,4.20595,99,99.9898,89.8858,1.02948,3.749,122.29,96.9678,0.81356,3.794,23.4205,229.539,91.863,3.567,16.7873,191.365,17,40,0.979,3.864,0.984,4.807,5.124,0,86,88,80.3505,4.4,3.196,3.525,3.299,4.27701,12.7,13,40
132,Djibouti,DJI,Ranked,44.98,58.97,38.07,37.89,62.08,57.19,55.65,60.95,43.23,17.20,47.33,44.51,50.72,54.86,38.23,7.73,19.4,385.497,63.7,33.118,286.479,75.6025,81.3008,62.3472,66.4536,58.6594,,33.9534,10.89,6.48471,3,0.518,24.6128,,55.0587,35.0137,0.83474,1.605,36.6374,13.1349,0,0.59,17.559,458.82,48.101,1.459,47.0383,695.775,1.33436,7,0.34,2.359,0.73,3.167,47.565,3,43.7,31,5.2936,6.2,1.905,1.357,2.223,0.25086,,0,0
