2014 ranking,Country,Code,Status,Social Progress Index,Basic Human Needs,Foundations of Wellbeing,Opportunity,Nutrition and Basic Medical Care,Water and Sanitation,Shelter,Personal Safety,Access to Basic Knowledge,Access to Information and Communications,Health and Wellness,Environmental Quality,Personal Rights,Personal Freedom and Choice,Inclusiveness,Access to Advanced Education,Undernourishment (% of pop.),"Maternal mortality rate (deaths/100,000 live births)","Child mortality rate (deaths/1,000 live births)",Child stunting (% of children),"Deaths from infectious diseases (deaths/100,000 people)",Access to at least basic drinking water (% of pop.),Access to piped water (% of pop.),Access to at least basic sanitation facilities (% of pop.),Rural open defecation (% of pop.),Access to electricity (% of pop.),Quality of electricity supply (1=low; 7=high),"Household air pollution attributable deaths (deaths/100,000 people)",Access to clean fuels and technology for cooking (% of pop.),"Homicide rate (deaths/100,000 people)",Perceived criminality (1=low; 5=high),Political killings and torture (0=low freedom; 1=high freedom),"Traffic deaths (deaths/100,000 people)",Adult literacy rate (% of pop. aged 15+),Primary school enrollment (% of children),Secondary school enrollment (% of children),Gender parity in secondary enrollment (distance from parity),Access to quality education (0=unequal; 4=equal),Mobile telephone subscriptions (subscriptions/100 people),Internet users (% of pop.),Access to online governance (0=low; 1=high),Media censorship (0=frequent; 4=rare),Life expectancy at 60 (years),"Premature deaths from non-communicable diseases (deaths/100,000 people)",Access to essential services  (0=none; 100=full coverage),Access to quality healthcare (0=unequal; 4=equal),"Outdoor air pollution attributable deaths (deaths/100,000 people)",Greenhouse gas emissions (CO2 equivalents/GDP),Biome protection,Political rights (0=no rights; 40=full rights),Freedom of expression (0=no freedom; 1=full freedom),Freedom of religion (0=no freedom; 4=full freedom),Access to justice (0=non-existent; 1=observed),Property rights for women (0=no rights; 5=full rights),Vulnerable employment (% of employees),Early marriage (% of women),Satisfied demand for contraception (% of women),Corruption (0=high; 100=low),Acceptance of gays and lesbians (0=low; 100=high),Discrimination and violence against minorities (1=low; 10=high),Equality of political power by gender (0=unequal power; 4=equal power),Equality of political power by socioeconomic position (0=unequal power; 4=equal power),Equality of political power by social group (0=unequal power; 4=equal power),Years of tertiary schooling,Women's average years in school,Globally ranked universities (points),Percent of tertiary students enrolled in globally ranked universities
41,Barbados,BRB,Ranked,76.12,89.28,72.38,66.69,91.71,96.89,96.98,71.56,95.52,65.82,74.86,53.33,93.54,82.59,58.40,32.23,4.9,99.482,14,7.669,53.9044,98.4444,98.3914,94.855,,100,6.2861,0.048065,99.17,9.6222,,0.915,9.66566,99.6,93.4217,95.8983,1.02964,3.719,124.046,71.2,0.09803,3.351,22.4696,316.071,73.786,3.728,36.3036,369.963,1.03415,40,0.908,3.811,0.917,4.56,15.915,0,72.5,75,,4.4,2.678,2.13,2.808,3.27127,10.6,0,0
53,Belarus,BLR,Ranked,70.30,88.80,66.46,55.63,97.37,95.33,93.51,69.00,96.85,53.99,64.57,50.45,53.86,70.50,51.62,46.54,2.5,15.368,4.8,4.71,20.0513,97.0022,88.8522,96.5668,0,100,,1.04737,97.57,3.93938,3,0.619,13.1806,99.6171,97.932,96.6836,0.97562,3.543,112.719,46.91,0.35294,0.295,18.7724,575.341,80.591,3.642,58.1325,599.546,9.63969,4,0.369,2.602,0.598,4.249,3.233,6,76.3,29,11.2161,7.1,1.918,3.058,3.134,4.25035,11.9,2,10
15,Belgium,BEL,Ranked,86.24,95.07,84.91,78.73,98.05,99.88,97.58,84.78,93.23,84.61,83.33,78.47,98.18,87.18,73.96,55.59,2.5,8.197,4.3,2.709,26.709,100,100,99.4861,0,100,6.40038,0.138608,100,1.94314,2,0.955,8.94476,99,98.7963,93.6426,1.13605,3.744,111.096,80.72,0.62745,3.901,23.4205,246.572,91.744,3.774,20.8364,269.911,17,40,0.98,3.883,0.985,4.886,10.78,1,88,75,74.1683,4.2,2.841,3.124,3.24,3.54603,11,14,35
115,Benin,BEN,Ranked,47.89,42.33,54.87,46.47,54.44,28.39,34.72,51.78,55.77,44.03,49.14,70.55,90.79,34.46,53.63,7.01,11.3,323.743,110.5,45.708,452.462,65.2628,40.3625,14.5065,78.0603,38.4,2.19382,106.663,4.99,6.56806,4,0.838,49.8592,32.9488,95.9551,43.4282,0.67007,2.946,86.419,4.5,0.17647,2.831,16.9085,417.849,49.287,1.835,18.826,772.038,17,32,0.891,3.852,0.933,4.654,88.553,22,25.1,36,3.5508,3.6,2.206,2.412,2.898,0.90637,2.4,0,0
81,Bhutan,BTN,Ranked,63.71,79.92,63.67,47.53,73.68,86.95,79.56,79.48,73.04,49.44,64.93,67.29,73.68,62.64,49.96,3.85,,187.641,38.1,35.446,111.661,94.3781,95.2777,64.1331,3.17213,91.5,5.9448,34.5351,47.2,4.32135,2,0.839,9.51677,57.0336,87.3572,57.4486,1.07406,3.57,74.4906,15.6,0.35294,3.205,19.9208,368.755,60.345,3.515,41.7949,412.713,17,28,0.771,2.356,0.783,4.129,70.954,16,80.5,63,16.6938,7.6,2.174,2.511,3.076,0.52574,1.6,0,0
94,Bolivia,BOL,Ranked,60.85,69.95,62.95,49.64,74.94,64.15,77.00,63.72,78.95,58.32,54.82,59.71,75.66,50.73,52.61,19.58,24.6,172.857,42.2,22.377,122.115,89.3996,72.1249,51.3926,45.4608,90.3874,3.75725,27.1537,77.59,12.2639,3,0.843,24.7157,94.4606,90.1954,75.7282,0.99303,0.924,92.7161,35.34,0.41176,2.315,19.0657,376.739,57.497,1.584,34.9405,1322.14,16.5269,29,0.835,3.834,0.448,3.938,54.594,15,51,34,31.2521,6.8,1.875,3.354,2.226,,7.5,0,0
85,Botswana,BWA,Ranked,62.99,67.83,65.25,55.88,65.60,74.22,60.31,71.18,81.72,55.11,59.43,64.76,81.83,76.86,45.31,19.52,26.5,107.006,46,30.67,574.83,85.4228,90.3159,70.1499,35.4226,53.3774,3.10862,42.896,58.72,15.0382,2,0.85,17.3451,86.5161,94.1985,,1.09114,2.65,147.499,16,0.31372,2.874,18.0146,389.308,64.145,2.734,33.0554,828.244,17,28,0.801,3.714,0.867,3.909,26.248,5,79.4,64,23.4314,5.1,1.353,2.093,2.59,1.18803,8.9,0,0
44,Brazil,BRA,Ranked,73.59,81.09,75.00,64.67,92.10,89.05,89.00,54.23,82.82,78.25,64.10,74.83,88.34,67.45,64.43,38.46,2.5,65.213,17.3,10.617,62.6197,96.7984,94.3749,83.9071,15.227,99.5195,4.83016,8.1123,94.07,24.2009,4,0.797,23.9552,91.3379,99.5226,82.0458,1.07493,1.295,123.815,48.56,0.70588,3.908,22.0045,343.899,68.584,1.767,25.5509,339.501,16.9797,33,0.94,3.904,0.675,4.829,26.029,17,87.8,42,67.5379,5.6,2.548,2.625,2.98,2.14978,7.5,27,10
45,Bulgaria,BGR,Ranked,73.24,88.02,70.07,61.64,94.39,96.04,83.91,77.72,91.37,61.08,63.86,63.97,84.89,68.53,57.18,35.97,5.4,18.047,9.8,9.997,18.9099,99.3126,98.855,85.9519,0,100,3.98879,11.7498,86.7,1.74003,3,0.882,10.2941,98.3524,96.6315,90.0169,0.95528,2.745,147.471,51.9,0.2549,2.393,19.4591,505.022,76.706,3.063,43.2752,576.422,16.9779,31,0.838,3.442,0.77,4.824,8.218,9,64.7,41,27.4669,4.9,2.655,2.277,2.832,3.0699,10.8,1,5
133,Burkina Faso,BFA,Ranked,42.94,43.76,45.95,39.10,55.87,21.68,27.04,70.46,39.06,34.90,44.59,65.23,77.25,35.15,42.38,1.62,20.7,239.057,103.2,32.75,590.58,49.9209,24.6484,17.786,69.5326,16.759,1.98054,121.832,6.43,0.50989,3,0.642,27.1385,32.9222,67.1618,21.6619,0.84646,0.861,60.2014,3.72503,0.13725,2.895,16.1714,439.124,50.543,1.024,18.8895,1228.67,15.6099,17,0.804,3.813,0.774,4.179,88.034,32,42.7,38,4.6501,5.3,1.392,2.064,2.672,0.27244,1,0,0
140,Burundi,BDI,Ranked,38.10,42.20,43.03,29.08,46.70,52.12,22.13,47.87,55.37,15.90,44.12,56.74,41.64,39.43,31.21,4.03,,285.13,79.9,56.489,621.084,57.7354,29.2278,45.9213,2.8864,6.5,1.84322,128.855,0.76,3.85912,4,0.26,38.7308,57.0745,97.2365,21.7847,0.77981,1.119,24.1115,1.22,0.05882,1.633,15.1214,486.811,43.943,2.065,23.4611,829.026,6.09064,12,0.495,3.055,0.263,1.274,94.628,7,39.6,21,2.7276,8.1,1.32,2.196,1.321,0.23615,2.5,0,0
73,Cabo Verde,CPV,Ranked,65.70,72.64,64.37,60.09,86.08,67.69,65.17,71.60,75.79,49.54,70.53,61.62,91.02,71.17,63.53,14.62,15.1,47.43,23.3,13.59,124.968,84.0129,83.1444,64.7818,45.6756,81.6645,1.8655,30.8315,67.96,10.4317,,0.941,9.80369,85.3278,86.7612,65.3156,1.14314,2.814,82.7485,34.74,0.09803,3.024,22.6354,290.575,65.907,2.999,22.9161,285.787,2.21574,37,0.922,3.833,0.885,4.34,27.787,11,75.6,58,,4.2,2.252,2.845,3.456,1.24484,5.9,0,0
114,Cambodia,KHM,Ranked,48.03,52.75,56.80,34.55,71.11,39.07,44.71,56.12,69.10,42.51,48.01,67.56,51.45,50.22,28.89,7.66,18.7,128.943,38.1,43.893,216.96,70.6848,19.5976,43.9448,56.8679,51.4398,3.18455,94.0034,12.02,1.84346,4,0.436,32.1095,76.3931,96.5458,,0.85476,0.734,129.291,4.94,0.19607,1.234,17.6378,451.869,58.57,0.808,24.6525,856.359,17,10,0.373,3.258,0.369,3.397,53.112,11,56.2,20,28.7946,7.3,1.688,0.801,0.788,0.71394,3.3,0,0
126,Cameroon,CMR,Ranked,44.79,51.81,49.47,33.08,54.98,50.73,45.75,55.80,69.04,34.11,42.31,52.42,61.57,33.37,27.85,9.53,10.1,369.06,101.5,34.065,607.649,60.278,39.5607,38.9338,13.7555,55.0223,2.55364,82.5764,18.45,4.06911,4,0.501,27.9351,71.2905,94.9361,42.1588,0.85767,2.247,62.1754,7.5,0.15686,2.164,15.9854,485.053,49.571,0.868,49.1162,656.532,9.08079,8,0.636,3.633,0.317,4.417,75.12,33,41.4,25,7.5581,7.8,1.539,1.246,1.166,0.78399,4.2,0,0
13,Canada,CAN,Ranked,86.97,95.21,85.21,80.49,97.98,99.39,97.92,85.55,95.41,83.32,85.47,76.67,96.17,88.63,70.58,66.59,2.5,8.27,5.5,3.086,16.6017,99.3181,99.282,99.319,0,100,6.48288,0.03071,100,1.75456,2,0.954,7.71043,99,99.4499,91.7674,1.00202,3.249,79.4253,83,0.82352,3.72,24.7481,211.975,92.633,3.524,12.2436,492.481,17,39,0.963,3.795,0.947,4.871,10.705,3,90.5,81,79.8143,3.4,2.585,2.914,2.637,3.25532,12.9,46,50
148,Central African Republic,CAF,Ranked,25.85,21.79,30.75,25.02,25.52,29.96,18.76,12.94,27.59,16.35,25.67,53.40,34.04,23.16,39.05,3.82,33.6,615.115,142.9,43.862,1031.84,45.9526,17.5869,24.8271,35.5604,16.1,,162.068,0.82,19.7574,5,0.168,94.6498,36.7526,68.3522,13.5678,0.544563,0.963,25.4568,3,0.03921,1.655,12.7236,770.307,31.861,0.939,41.9256,2215.89,17,0,0.366,1.591,0.161,3.291,93.715,42,32.4,25,10.8334,9.5,2.084,2.368,1.944,0.15333,2.6,0,0
147,Chad,TCD,Ranked,27.49,26.70,35.01,20.78,35.42,10.11,19.92,41.35,26.51,17.29,37.91,58.31,49.36,16.87,15.63,1.23,38.9,442.464,142.2,44.25,656.755,39.4864,18.5126,9.70945,82.9419,7.45599,1.55821,141.261,3.15,9.68368,5,0.238,28.8521,26.6517,78.9185,18.5295,0.46019,0.789,34.6496,2.1,0.07843,0.974,15.8934,467.327,37.03,0.601,27.3291,1165.73,11.5753,5,0.401,2.602,0.295,4.301,93.142,45,19.3,19,3.4361,8.5,0.977,0.75,0.357,0.151667,1.1,0,0
35,Chile,CHL,Ranked,79.31,90.08,78.34,69.52,96.14,98.22,90.51,75.44,84.14,85.94,73.04,70.23,93.02,80.10,55.08,49.88,4,24.468,8.4,4.309,29.5675,98.9094,98.0902,98.303,1.63691,100,5.15318,3.59505,91.15,3.70773,3,0.967,13.0604,96.485,92.945,87.503,1.01361,1.267,138.309,55.05,0.94117,3.838,23.1188,244.544,79.776,2.176,22.9099,288.098,10.4227,39,0.974,3.797,0.848,4.556,22.452,6,83,71,52.4837,3.8,2.167,2.135,1.962,4.22641,9.7,11,15
92,China,CHN,Ranked,61.58,79.23,63.44,42.05,91.61,82.63,81.53,61.18,84.60,55.62,63.21,50.35,34.36,70.86,26.76,36.21,11.1,17.228,13.5,11.762,25.7064,89.8685,69.6002,76.7959,1.61673,99.9749,5.14182,22.1446,55.66,0.878623,4,0.33,18.819,95.1245,,,1.01818,1.698,80.8723,42.3001,0.64705,0.535,20.5666,346.103,77.456,1.481,55.3903,869.307,11.4925,2,0.253,1.16,0.449,2.958,46.878,1,92.1,40,13.6791,8.6,1.546,1.514,0.677,1.55495,7.1,52,5
49,Colombia,COL,Ranked,70.56,79.73,76.80,55.14,89.70,86.55,89.12,53.55,79.89,81.24,72.83,73.24,76.26,61.43,43.58,39.28,10.9,48.172,17.4,13.778,29.5499,95.6581,87.7313,84.4058,17.2967,97.0322,5.1792,6.72971,89.05,34.7515,4,0.682,15.2447,93.7824,93.0788,79.6436,1.08188,1.244,104.66,48.98,0.88235,3.453,24.918,215.407,73.847,1.679,18.8951,366.552,13.7648,28,0.798,3.841,0.554,3.872,47.661,15,84.9,36,49.8342,7.7,1.922,1.868,1.724,2.63041,7.7,12,15
111,Comoros,COM,Ranked,50.35,60.22,51.39,39.45,64.80,66.44,46.58,63.05,64.45,24.62,45.92,70.55,65.82,39.32,45.94,6.70,,187.392,80.4,38.998,262.475,81.7949,57.0713,34.6899,0.6276,69.3,,87.9848,4.31,8.52991,,0.807,29.4944,49.1961,87.9214,44.4159,1.03762,1.993,39.1661,5.9753,0.03921,2.463,17.5966,451.602,44.523,1.306,15.6755,338.706,9.48652,25,0.766,2.185,0.556,3.86,65.122,20,30.4,28,8.0047,5.3,1.481,2.576,2.564,0.43787,3.5,0,0
145,"Congo, Democratic Republic of",COD,Ranked,34.42,35.78,42.57,24.92,42.13,34.77,23.49,42.74,57.66,13.65,38.16,60.80,39.20,29.29,24.41,6.79,,434.699,108.3,47.191,624.369,40.6537,29.6801,20.4803,17.5543,15.4,1.625,131.553,3.84,14.2781,4,0.19,33.2086,75.0172,,,0.62031,1.201,29.1288,1.67996,0.0196,0.911,15.4013,497.569,40.26,0.802,24.9724,1005.99,11.9678,9,0.478,3.329,0.166,1.191,80.358,25,19,22,11.2853,9.6,1.382,1.326,1.099,0.34693,3.8,0,0
130,"Congo, Republic of",COG,Ranked,43.51,48.07,51.09,31.36,53.24,49.67,45.40,43.97,68.41,34.23,37.61,64.10,51.74,37.75,26.06,9.87,39.5,422.946,57.6,25.966,523.455,68.0076,52.7992,17.1843,20.8079,41.6,,76.4853,18.52,9.86743,4,0.151,32.7212,79.3112,87.2205,,0.86601,1.254,92.4411,6.1067,0.09803,0.326,15.2588,578.252,46.914,0.721,45.5627,514.256,17,7,0.279,3.561,0.278,4.163,76.272,20,39.9,22,14.8817,6.3,0.806,1.134,1.154,0.52559,5.1,0,0
33,Costa Rica,CRI,Ranked,79.99,88.65,82.78,68.55,94.41,97.91,92.36,69.93,90.84,79.96,80.42,79.90,95.27,73.40,68.75,36.77,5.2,30.731,9.8,8.729,20.2498,98.7811,97.762,96.3839,0.646619,99.5033,5.61566,4.0459,92.13,10.3033,3,0.971,16.0535,97.4066,99.0843,77.1233,1.05894,3.25,115.555,47.5,0.82352,3.622,24.3051,223.861,76.329,3.676,16.5173,243.374,16.0466,37,0.978,3.69,0.955,4.879,22.239,11,85.3,53,60.8157,4.4,3.14,2.036,3.57,2.50046,8.5,2,25
39,Croatia,HRV,Ranked,77.91,91.82,77.27,64.63,96.67,98.07,91.99,80.54,96.61,69.04,73.00,70.46,89.41,71.86,49.54,47.71,2.6,9.474,5.2,8.407,8.81878,99.4275,98.8106,96.414,,100,5.63037,5.93886,90.54,1.136,3,0.966,10.1339,99.1254,98.6048,93.5172,1.03419,3.621,115.706,61.94,0.33333,3.2,20.8333,353.681,85.557,3.279,31.4,319.606,14.3984,36,0.854,3.78,0.789,4.822,13.691,2,62.1,48,18.2345,5.6,2.296,2.171,2.417,3.16442,10.7,1,45
74,Cuba,CUB,Ranked,65.56,86.73,62.50,47.44,95.05,90.11,87.77,73.98,94.57,20.21,74.16,61.04,28.01,70.00,58.23,33.52,2.5,48.206,5.8,8.447,34.2216,94.7884,78.182,91.0896,1.66962,98.2201,,2.10628,77.01,4.70292,3,0.848,8.56335,99.7525,99.5689,88.4969,1.0113,3.184,14.7744,21.2,0.35294,0.162,22.4987,319.018,77.473,3.297,30.9525,,10.3271,1,0.081,2.238,0.178,2.349,7.38,23,88.8,46,,4.8,2.352,2.851,2.503,2.44004,11.1,1,5
34,Cyprus,CYP,Ranked,79.39,92.81,81.31,64.04,97.83,99.66,92.93,80.80,96.87,70.04,83.68,74.63,93.25,79.98,54.26,28.68,4.2,9.388,3.3,2.797,12.5593,99.7019,99.7019,99.4117,0,100,5.24566,0.245641,100,0.800117,3,0.968,11.9341,98.6784,98.2047,93.1724,1.00427,3.734,128.595,60.6899,0.31372,3.664,23.5127,236.041,92.782,3.69,26.8037,329.996,17,37,0.931,3.491,0.962,4.836,13.519,2,,63,33.8516,7.3,2.406,2.869,2.512,2.14999,11.6,0,0
25,Czech Republic,CZE,Ranked,82.29,95.57,78.59,72.72,98.06,99.71,96.87,87.64,95.92,71.26,77.22,69.98,95.26,78.18,65.11,52.31,2.5,7.611,3.2,3.752,19.0218,99.8682,99.8682,99.1369,0,100,6.40403,1.15075,96.77,0.813722,2,0.976,8.93508,99,,87.7405,1.00716,3.76,127.725,73.43,0.2549,3.522,21.4361,333.173,87.846,3.81,32.0406,459.869,17,37,0.951,3.921,0.95,4.758,14.5,0,83.9,48,39.3647,3.8,2.249,3.006,3.402,3.08708,12.2,6,35
120,Côte d'Ivoire,CIV,Ranked,45.80,49.44,48.90,39.05,51.51,43.80,45.58,56.89,38.96,39.44,42.03,75.19,70.83,36.06,42.85,6.47,21.6,339.503,103.5,36.128,604.815,72.3255,42.6258,28.3073,48.328,55.8,3.55985,114.291,18.5352,12.6286,4,0.805,25.7404,40.9816,69.4818,30.7053,0.70465,1.046,84.5038,5,0.17647,1.796,15.9392,494.04,47.951,0.985,19.5034,426.854,17,17,0.724,3.825,0.678,3.531,75.7,25,36.1,27,4.1855,9,2.263,2.163,2.807,0.4243,3.4,0,0
1,Denmark,DNK,Ranked,88.68,96.35,85.95,83.76,98.36,99.90,98.72,88.41,96.97,85.20,81.71,79.92,98.47,92.64,81.73,62.19,2.5,2.403,4.1,2.439,24.3328,100,100,99.5972,0,100,6.68444,0.129114,100,0.823949,2,0.931,4.51848,99,99.7511,90.1138,1.02704,3.737,129.98,92.26,0.54901,3.809,22.9253,247.18,91.034,3.617,19.4088,241.356,17,40,0.989,3.904,0.987,4.88,5.553,0,85.7,91,69.8336,3.4,3.218,3.496,3.769,4.22477,12.9,10,40
130,Djibouti,DJI,Ranked,43.51,56.41,36.05,38.07,58.49,55.53,52.47,59.16,38.71,14.55,45.79,45.15,52.14,54.74,37.67,7.73,21.3,410.474,72.2,34.02,344.365,75.5274,79.7127,57.3344,66.5936,54.6,,42.9479,8.84,7.4152,3,0.487,26.398,,54.1316,32.3595,0.76784,1.587,24.1116,8.26723,0.07843,0.699,17.2723,475.708,45.902,1.442,41.689,695.775,0.086606,9,0.311,2.429,0.692,3.489,48.791,3,38.7,36,5.2936,6.4,1.861,1.375,2.218,0.25086,,0,0
