Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","515","Apples","2008","2008","ha","7000","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","515","Apples","2009","2009","ha","8550","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","515","Apples","2010","2010","ha","8550","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","515","Apples","2011","2011","ha","8863","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","515","Apples","2012","2012","ha","9148","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","515","Apples","2013","2013","ha","10341","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","515","Apples","2014","2014","ha","12247","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","515","Apples","2015","2015","ha","13038","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","515","Apples","2016","2016","ha","19365","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","515","Apples","2017","2017","ha","26847","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","515","Apples","2018","2018","ha","28381","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","515","Apples","2019","2019","ha","27559","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1961","1961","hg/ha","68018","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1962","1962","hg/ha","68018","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1963","1963","hg/ha","68018","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1964","1964","hg/ha","78298","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1965","1965","hg/ha","82258","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1966","1966","hg/ha","83212","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1967","1967","hg/ha","90196","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1968","1968","hg/ha","93311","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1969","1969","hg/ha","92763","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1970","1970","hg/ha","89216","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1971","1971","hg/ha","70261","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1972","1972","hg/ha","84444","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1973","1973","hg/ha","85981","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1974","1974","hg/ha","85015","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1975","1975","hg/ha","85321","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1976","1976","hg/ha","80122","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1977","1977","hg/ha","47256","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1978","1978","hg/ha","69846","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1979","1979","hg/ha","68571","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1980","1980","hg/ha","70794","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1981","1981","hg/ha","71753","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1982","1982","hg/ha","72297","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1983","1983","hg/ha","72982","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1984","1984","hg/ha","73260","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1985","1985","hg/ha","71805","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1986","1986","hg/ha","74903","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1987","1987","hg/ha","74439","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1988","1988","hg/ha","72532","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1989","1989","hg/ha","72222","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1990","1990","hg/ha","71319","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1991","1991","hg/ha","74625","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1992","1992","hg/ha","74523","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1993","1993","hg/ha","73913","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1994","1994","hg/ha","74468","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1995","1995","hg/ha","74759","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1996","1996","hg/ha","74453","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1997","1997","hg/ha","73978","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1998","1998","hg/ha","73438","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","1999","1999","hg/ha","72876","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2000","2000","hg/ha","72419","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2001","2001","hg/ha","72131","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2002","2002","hg/ha","70624","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2003","2003","hg/ha","71266","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2004","2004","hg/ha","72228","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2005","2005","hg/ha","73570","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2006","2006","hg/ha","75000","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2007","2007","hg/ha","85000","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2008","2008","hg/ha","80087","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2009","2009","hg/ha","85105","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2010","2010","hg/ha","70000","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2011","2011","hg/ha","70000","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2012","2012","hg/ha","76519","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2013","2013","hg/ha","76005","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2014","2014","hg/ha","73000","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2015","2015","hg/ha","68824","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2016","2016","hg/ha","72762","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2017","2017","hg/ha","65184","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2018","2018","hg/ha","76527","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","515","Apples","2019","2019","hg/ha","90832","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1961","1961","tonnes","15100","*","Unofficial figure"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1962","1962","tonnes","15100","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1963","1963","tonnes","15100","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1964","1964","tonnes","18400","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1965","1965","tonnes","20400","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1966","1966","tonnes","22800","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1967","1967","tonnes","27600","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1968","1968","tonnes","27900","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1969","1969","tonnes","28200","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1970","1970","tonnes","27300","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1971","1971","tonnes","21500","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1972","1972","tonnes","26600","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1973","1973","tonnes","27600","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1974","1974","tonnes","27800","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1975","1975","tonnes","27900","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1976","1976","tonnes","26200","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1977","1977","tonnes","15500","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1978","1978","tonnes","22700","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1979","1979","tonnes","21600","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1980","1980","tonnes","22300","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1981","1981","tonnes","22100","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1982","1982","tonnes","21400","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1983","1983","tonnes","20800","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1984","1984","tonnes","20000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1985","1985","tonnes","19100","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1986","1986","tonnes","19400","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1987","1987","tonnes","16600","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1988","1988","tonnes","16900","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1989","1989","tonnes","16900","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1990","1990","tonnes","16867","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1991","1991","tonnes","17507","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1992","1992","tonnes","17200","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1993","1993","tonnes","17000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1994","1994","tonnes","17500","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1995","1995","tonnes","19669","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1996","1996","tonnes","23341","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1997","1997","tonnes","27727","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1998","1998","tonnes","32386","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","1999","1999","tonnes","35928","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2000","2000","tonnes","40540","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2001","2001","tonnes","39542","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2002","2002","tonnes","35630","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2003","2003","tonnes","28043","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2004","2004","tonnes","16692","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2005","2005","tonnes","20239","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2006","2006","tonnes","52500","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2007","2007","tonnes","59500","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2008","2008","tonnes","56061","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2009","2009","tonnes","72765","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2010","2010","tonnes","59850","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2011","2011","tonnes","62041","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2012","2012","tonnes","70000","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2013","2013","tonnes","78597","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2014","2014","tonnes","89403","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2015","2015","tonnes","89733","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2016","2016","tonnes","140903","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2017","2017","tonnes","175000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2018","2018","tonnes","217192","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","515","Apples","2019","2019","tonnes","250324","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1961","1961","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1962","1962","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1963","1963","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1964","1964","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1965","1965","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1966","1966","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1967","1967","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1968","1968","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1969","1969","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1970","1970","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1971","1971","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1972","1972","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1973","1973","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1974","1974","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1975","1975","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1976","1976","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1977","1977","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1978","1978","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1979","1979","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1980","1980","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1981","1981","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1982","1982","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1983","1983","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1984","1984","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1985","1985","ha","3600","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1986","1986","ha","3000","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1987","1987","ha","3000","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1988","1988","ha","2800","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1989","1989","ha","3500","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1990","1990","ha","2600","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1991","1991","ha","2000","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1992","1992","ha","2033","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1993","1993","ha","2076","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1994","1994","ha","2005","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1995","1995","ha","2140","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1996","1996","ha","2100","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1997","1997","ha","2242","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1998","1998","ha","2300","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","1999","1999","ha","2300","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","2000","2000","ha","2300","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","2001","2001","ha","2173","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","2002","2002","ha","2250","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","2003","2003","ha","2400","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","2004","2004","ha","3000","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","2005","2005","ha","3000","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","2006","2006","ha","5500","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","2007","2007","ha","7000","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","2008","2008","ha","6500","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","2009","2009","ha","5000","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","2010","2010","ha","3913","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","2011","2011","ha","3450","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","2012","2012","ha","3719","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","2013","2013","ha","3838","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","2014","2014","ha","3863","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","2015","2015","ha","4008","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","2016","2016","ha","4230","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","515","Apples","2017","2017","ha","4346","","Official data"
