Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2017","2017","7021","Annual value","","147.09","Fc","Calculated data"
"PP","Producer Prices","2","Afghanistan","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2018","2018","7021","Annual value","","92.01","Fc","Calculated data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","1993","1993","7021","Annual value","LCU","32800","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","1995","1995","7021","Annual value","LCU","30000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","1996","1996","7021","Annual value","LCU","34000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","1997","1997","7021","Annual value","LCU","37700","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","1998","1998","7021","Annual value","LCU","37500","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","1999","1999","7021","Annual value","LCU","37200","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2000","2000","7021","Annual value","LCU","37000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2001","2001","7021","Annual value","LCU","37000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2002","2002","7021","Annual value","LCU","38500","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2003","2003","7021","Annual value","LCU","38700","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2004","2004","7021","Annual value","LCU","38600","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2005","2005","7021","Annual value","LCU","39000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2006","2006","7021","Annual value","LCU","42000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2007","2007","7021","Annual value","LCU","44000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2008","2008","7021","Annual value","LCU","40000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2009","2009","7021","Annual value","LCU","44000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7021","Annual value","LCU","37000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7007","July","LCU","37000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7008","August","LCU","35000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7009","September","LCU","33000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7010","October","LCU","37000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7011","November","LCU","41000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7012","December","LCU","36000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2011","2011","7021","Annual value","LCU","39000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2011","2011","7001","January","LCU","42000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2011","2011","7002","February","LCU","51000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2011","2011","7003","March","LCU","50000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2011","2011","7007","July","LCU","40000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2011","2011","7008","August","LCU","41000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2011","2011","7009","September","LCU","33000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2011","2011","7010","October","LCU","37000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2011","2011","7011","November","LCU","38000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2011","2011","7012","December","LCU","40000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7021","Annual value","LCU","40000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7001","January","LCU","41000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7021","Annual value","LCU","52000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7001","January","LCU","60000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7002","February","LCU","60000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7003","March","LCU","60000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7004","April","LCU","52000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7007","July","LCU","58000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7008","August","LCU","58000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7009","September","LCU","58000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7010","October","LCU","39000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7011","November","LCU","39000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7012","December","LCU","39000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7021","Annual value","LCU","50083.3","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7001","January","LCU","45000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7002","February","LCU","49000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7003","March","LCU","50000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7004","April","LCU","58000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7005","May","LCU","62000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7006","June","LCU","62000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7007","July","LCU","62000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7008","August","LCU","47000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7009","September","LCU","48000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7010","October","LCU","40000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7011","November","LCU","37000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7012","December","LCU","41000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7021","Annual value","LCU","49000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7001","January","LCU","46000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7002","February","LCU","46000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7003","March","LCU","45000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7004","April","LCU","65000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7005","May","LCU","64000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7006","June","LCU","65000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7007","July","LCU","49000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7008","August","LCU","47000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7009","September","LCU","48000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7010","October","LCU","40000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7011","November","LCU","40000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7012","December","LCU","41000","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2016","2016","7021","Annual value","LCU","47335.9","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2016","2016","7001","January","LCU","45675.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2016","2016","7002","February","LCU","45675.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2016","2016","7003","March","LCU","45828.1","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2016","2016","7004","April","LCU","55140.1","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2016","2016","7005","May","LCU","58291.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2016","2016","7006","June","LCU","59334.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2016","2016","7007","July","LCU","45656.1","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2016","2016","7008","August","LCU","56725.1","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2016","2016","7009","September","LCU","46415.1","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2016","2016","7010","October","LCU","39727.2","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2016","2016","7011","November","LCU","39548.3","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2016","2016","7012","December","LCU","42805","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2017","2017","7021","Annual value","LCU","54979.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2017","2017","7001","January","LCU","46324.9","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2017","2017","7002","February","LCU","47901.8","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2017","2017","7003","March","LCU","52224.2","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2017","2017","7004","April","LCU","62324.9","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2017","2017","7005","May","LCU","64621.1","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2017","2017","7006","June","LCU","68849.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2017","2017","7007","July","LCU","53477.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2017","2017","7008","August","LCU","54321.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2017","2017","7009","September","LCU","49437.6","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2017","2017","7010","October","LCU","44248.8","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2017","2017","7011","November","LCU","51106.5","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2017","2017","7012","December","LCU","60901","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2018","2018","7021","Annual value","LCU","46997.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2018","2018","7001","January","LCU","53969.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2018","2018","7002","February","LCU","54078.5","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2018","2018","7003","March","LCU","62985.3","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2018","2018","7004","April","LCU","66061.9","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2018","2018","7005","May","LCU","64203.9","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2018","2018","7006","June","LCU","65282.5","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2018","2018","7007","July","LCU","64805","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2018","2018","7008","August","LCU","58623.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2018","2018","7009","September","LCU","45870","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2018","2018","7010","October","LCU","31500","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2018","2018","7011","November","LCU","31432.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2018","2018","7012","December","LCU","33975.8","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2019","2019","7021","Annual value","LCU","38086.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2019","2019","7001","January","LCU","37244.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2019","2019","7002","February","LCU","34500.5","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2019","2019","7003","March","LCU","37087","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2019","2019","7004","April","LCU","37017.2","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2019","2019","7005","May","LCU","37445.4","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2019","2019","7006","June","LCU","39048","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2019","2019","7007","July","LCU","46728.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2019","2019","7008","August","LCU","44128.6","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2019","2019","7009","September","LCU","41523.8","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2019","2019","7010","October","LCU","35734.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2019","2019","7011","November","LCU","37336.7","","Official data"
"PP","Producer Prices","3","Albania","5530","Producer Price (LCU/tonne)","515","Apples","2019","2019","7012","December","LCU","39451.9","","Official data"
"PP","Producer Prices","3","Albania","5531","Producer Price (SLC/tonne)","515","Apples","1993","1993","7021","Annual value","SLC","32800","","Official data"
"PP","Producer Prices","3","Albania","5531","Producer Price (SLC/tonne)","515","Apples","1995","1995","7021","Annual value","SLC","30000","","Official data"
"PP","Producer Prices","3","Albania","5531","Producer Price (SLC/tonne)","515","Apples","1996","1996","7021","Annual value","SLC","34000","","Official data"
"PP","Producer Prices","3","Albania","5531","Producer Price (SLC/tonne)","515","Apples","1997","1997","7021","Annual value","SLC","37700","","Official data"
"PP","Producer Prices","3","Albania","5531","Producer Price (SLC/tonne)","515","Apples","1998","1998","7021","Annual value","SLC","37500","","Official data"
"PP","Producer Prices","3","Albania","5531","Producer Price (SLC/tonne)","515","Apples","1999","1999","7021","Annual value","SLC","37200","","Official data"
