origin,dest,count
142,65,4
142,70,1
142,75,3
142,87,3
142,88,21
142,91,1
142,124,1
142,125,48
142,126,2
142,131,4
142,132,1
142,156,1
142,167,29
142,175,11
142,186,1
142,204,28
142,212,3
142,239,12
142,245,1
142,250,10
142,251,10
142,263,18
142,266,6
142,281,54
142,286,1
142,287,3
142,290,4
142,329,3
142,332,20
142,335,3
143,13,1
143,21,1
143,33,2
143,87,6
143,113,7
143,131,2
143,156,2
143,169,1
143,186,1
143,205,1
143,332,9
146,1,4
146,21,3
146,25,1
146,34,2
146,39,1
146,42,2
146,63,2
146,70,3
146,124,15
146,126,2
146,130,12
146,131,1
146,132,4
146,148,14
146,175,1
146,186,5
146,286,5
146,329,11
146,332,2
147,204,1
153,204,1
157,63,1
157,71,4
157,126,7
157,131,10
157,329,2
157,335,1
160,72,1
160,126,2
160,131,3
160,329,1
166,1,2
166,13,1
166,33,16
166,39,2
166,42,1
166,57,10
166,63,7
166,70,1
166,72,4
166,75,1
166,93,1
166,113,7
166,115,7
166,124,1
166,126,2
166,130,29
166,131,10
166,132,3
166,148,1
166,167,1
166,175,15
166,186,23
166,204,1
166,245,32
166,250,2
166,251,2
166,286,8
166,329,35
166,332,61
166,335,3
168,20,1
168,25,2
168,34,1
168,64,1
168,71,1
168,126,20
168,131,1
168,148,1
168,212,1
168,287,1
168,290,1
168,329,1
168,334,2
168,335,9
170,1,6
170,3,1
170,13,2
170,33,3
170,34,2
170,39,3
170,42,6
170,57,8
170,63,2
170,70,1
170,71,2
170,75,1
170,87,1
170,88,1
170,124,12
170,125,1
170,126,1
170,130,38
170,131,1
170,132,20
170,148,9
170,175,5
170,186,29
170,204,4
170,245,2
170,286,23
170,329,143
170,332,15
170,335,2
172,131,1
173,3,7
173,13,3
173,29,64
173,30,1
173,33,4
173,39,146
173,42,1
173,57,10
173,61,133
173,63,1
173,75,43
173,88,1
173,93,21
173,113,1
173,124,5
173,126,3
173,131,1
173,153,1
173,167,1
173,175,1
173,183,1
173,186,3
173,204,25
173,248,21
173,250,1
173,251,1
173,255,2
173,281,22
173,286,5
173,287,1
173,329,118
173,332,9
174,1,5
174,3,38
174,20,15
174,21,7
174,25,94
174,30,87
174,33,33
174,34,114
174,35,1
174,37,6
174,38,1
174,39,1
174,42,691
174,57,21
174,61,3
174,63,348
174,64,115
174,65,9
174,70,3
174,71,56
174,72,3
174,87,10
174,88,106
174,101,1
174,113,1
174,124,48
174,125,10
174,126,185
174,131,176
174,132,4
174,148,78
174,167,30
174,175,39
174,183,1
174,186,42
174,212,136
174,239,30
174,245,14
174,263,13
174,286,6
174,287,14
174,290,2
174,329,430
174,332,70
174,334,94
174,335,290
176,1,10
176,13,33
176,20,2
176,21,35
176,25,1
176,30,2
176,33,16
176,34,34
176,35,2
176,42,61
176,57,54
176,61,1
176,63,126
176,64,5
176,70,2
176,71,175
176,72,2
176,87,1
176,88,21
176,113,1
176,115,2
176,124,4
176,125,3
176,126,250
176,131,347
176,132,8
176,148,13
176,156,17
176,163,4
176,167,13
176,175,22
176,183,26
176,186,11
176,204,1
176,212,62
176,239,8
176,250,1
176,251,1
176,263,2
176,267,1
176,286,9
176,287,7
176,290,1
176,329,150
176,332,223
176,334,3
176,335,21
177,57,1
177,126,3
177,132,32
177,148,2
177,183,1
177,186,1
177,204,4
177,286,5
177,329,8
177,332,43
181,21,2
182,239,1
187,329,1
188,29,2
188,39,1
188,70,1
188,186,1
188,281,2
191,3,1
191,30,1
191,33,1
191,38,1
191,42,1
191,57,2
191,63,1
191,70,1
191,71,1
191,81,1
191,126,1
191,130,10
191,132,5
191,186,3
191,204,19
191,286,1
191,290,1
191,329,8
191,332,6
193,30,2
193,35,1
193,42,8
193,63,9
193,124,1
193,125,11
193,263,1
193,287,3
193,290,1
193,329,1
193,332,1
194,63,1
195,29,3
195,34,1
195,63,1
195,88,2
195,125,1
195,204,1
195,263,3
195,287,1
195,332,3
197,332,1
200,33,1
201,29,3
201,204,3
201,255,1
201,329,4
202,42,2
202,126,1
203,20,1
203,126,1
204,204,1
206,1,3
206,3,5
206,13,4
206,20,3
206,29,1
206,30,13
206,33,32
206,34,25
206,35,1
206,39,5
206,42,81
206,57,67
206,61,4
206,63,86
206,70,3
206,71,3
206,72,4
206,74,2
206,75,2
206,81,1
206,87,2
206,88,6
206,113,1
206,115,36
206,124,10
206,125,20
206,126,3
206,130,47
206,131,10
206,132,9
206,148,6
206,156,16
206,163,3
206,167,13
206,175,109
206,183,1
206,186,54
206,204,8
206,212,3
206,239,6
206,245,25
206,250,6
206,251,6
206,263,2
206,266,4
206,281,19
206,286,31
206,287,4
206,290,3
206,329,197
206,332,242
206,335,8
209,13,2
209,70,1
209,113,2
209,132,1
209,175,2
209,239,1
209,329,2
211,3,1
213,3,1
213,88,6
213,239,2
213,329,1
215,3,1
215,29,1
215,57,4
215,64,1
215,88,18
215,126,10
215,131,8
215,132,1
215,183,13
215,186,1
215,204,2
215,287,1
215,332,3
216,20,1
216,61,1
216,71,16
216,113,1
216,124,1
216,126,2
216,131,28
216,132,1
216,148,6
216,204,5
216,239,1
216,263,1
216,286,1
216,287,1
216,335,2
217,175,2
225,3,1
225,29,1
225,39,3
226,93,8
226,113,7
226,163,1
228,57,1
228,255,1
230,1,1
230,3,8
230,13,15
230,29,33
230,30,2
230,33,4
230,34,6
230,37,2
230,39,7
230,42,6
230,57,30
230,61,4
230,63,23
230,64,2
230,65,1
230,70,2
230,71,1
230,75,1
230,93,125
230,113,71
230,124,7
230,130,1
230,131,3
230,132,1
230,153,2
230,156,14
230,163,5
230,167,2
230,175,4
230,186,30
230,204,24
230,205,4
230,212,2
230,245,1
230,250,7
230,251,7
230,255,8
230,281,16
230,282,16
230,329,6
230,332,25
232,33,3
232,70,1
232,126,1
232,131,1
232,337,1
234,71,1
234,126,1
234,131,1
235,13,1
235,35,1
235,63,2
235,126,2
235,131,1
235,186,1
235,290,9
238,21,1
238,126,8
240,57,2
240,126,1
240,332,3
243,21,1
243,130,1
243,148,1
247,126,3
247,131,2
247,153,1
248,248,3
249,335,1
250,37,1
250,63,2
250,250,2
250,251,2
251,37,1
251,63,2
251,250,2
251,251,2
252,71,1
252,126,1
252,131,2
252,148,1
252,335,1
254,39,1
254,42,1
254,63,1
254,175,1
254,263,1
254,287,3
254,335,3
257,20,1
257,21,1
257,33,1
257,71,60
257,88,1
257,113,2
257,124,1
257,126,6
257,131,67
257,132,8
257,148,9
257,175,1
257,204,5
257,255,1
257,263,2
257,287,2
257,290,3
257,332,2
257,334,1
257,335,2
258,3,74
258,29,386
258,33,6
258,42,4
258,57,324
258,63,9
258,65,12
258,70,2
258,75,2
258,87,7
258,88,36
258,93,4
258,113,7
258,115,1
258,124,7
258,125,3
258,131,1
258,153,12
258,167,4
258,175,5
258,183,11
258,186,17
258,204,138
258,250,3
258,251,3
258,255,141
258,263,1
258,281,9
258,329,42
258,332,7
259,3,1
268,1,1
268,30,2
268,42,1
268,63,1
268,130,3
268,148,1
268,186,1
268,286,2
268,329,1
268,332,1
269,13,6
269,14,1
269,21,1
269,29,1
269,34,2
269,72,5
269,87,5
269,113,12
269,124,2
269,126,1
269,131,3
269,132,1
269,163,2
269,175,5
269,186,3
269,212,1
269,329,3
269,332,2
273,30,6
273,33,2
273,57,33
273,61,1
273,71,1
273,87,1
273,124,2
273,125,2
273,126,1
273,130,11
273,131,1
273,132,2
273,156,1
273,163,2
273,167,1
273,175,12
273,186,27
273,204,5
273,245,1
273,286,1
273,329,41
273,332,24
273,337,1
276,3,1
276,204,1
277,3,1
277,34,1
277,35,1
277,39,5
277,42,12
277,63,4
277,64,1
277,93,2
277,125,2
277,130,1
277,167,1
277,212,4
277,263,2
277,266,3
277,290,2
277,332,1
279,29,2
279,70,1
279,124,1
279,204,1
279,332,1
281,250,1
281,251,1
281,281,2
282,63,1
282,70,1
282,124,3
282,167,1
282,250,1
282,251,1
282,332,2
284,131,1
284,132,1
284,148,1
288,131,1
290,63,1
290,332,1
291,126,5
293,3,50
293,13,1
293,29,203
293,39,2
293,57,137
293,63,1
293,65,1
293,70,1
293,87,1
293,88,30
293,93,12
293,113,1
293,115,2
293,124,3
293,153,7
293,167,2
293,183,3
293,186,13
293,204,53
293,245,1
293,250,1
293,251,1
293,255,52
293,281,7
293,290,2
293,329,30
293,332,4
294,75,3
294,88,1
294,248,1
294,281,1
294,286,2
300,63,1
300,71,1
300,125,1
301,21,1
301,34,1
301,335,1
302,126,1
305,42,1
307,21,1
307,25,1
307,33,1
307,34,2
307,38,1
307,42,4
307,63,1
307,87,1
307,124,1
307,125,2
307,126,1
307,183,1
307,263,1
307,266,1
307,286,1
307,287,4
307,290,2
307,332,1
307,335,1
313,1,4
313,13,74
313,33,5
313,34,2
313,41,5
313,61,3
313,63,3
313,72,2
313,87,49
313,91,2
313,113,40
313,124,1
313,126,2
313,131,18
313,132,6
313,156,6
313,175,27
313,186,6
313,205,1
313,212,18
313,239,3
313,267,4
313,286,6
313,329,10
313,332,34
313,334,1
313,335,1
314,131,2
318,88,1
318,126,1
322,126,2
322,131,1
322,132,2
323,20,1
323,115,1
323,130,1
323,131,1
323,156,1
323,175,1
323,287,1
323,332,1
326,3,1
326,57,1
327,1,2
327,13,15
327,14,1
327,33,6
327,34,1
327,41,7
327,57,16
327,63,7
327,65,1
327,71,1
327,72,18
327,87,78
327,113,23
327,124,1
327,131,28
327,132,1
327,156,4
327,163,1
327,169,1
327,175,7
327,186,44
327,205,2
327,212,3
327,286,2
327,329,35
327,332,14
327,335,6
328,71,1
328,148,1
328,335,1
331,3,1
331,20,1
331,25,3
331,42,6
331,126,1
331,131,5
331,287,1
331,335,5
338,13,6
338,14,4
338,30,1
338,33,1
338,41,3
338,42,1
338,57,3
338,63,1
338,72,42
338,87,42
338,113,18
338,124,4
338,126,1
338,131,6
338,163,4
338,175,7
338,186,14
338,205,1
338,212,6
338,267,1
338,286,1
338,329,6
338,335,11
339,63,1
339,332,1
340,39,1
341,88,1
341,153,1
341,263,1
343,204,1
345,126,1
346,131,1
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
