"state","year","month","drought_lvl","area_pct","drought_fill"
"California",2020,9,"D4",0,"#DB595C"
"California",2020,9,"D3",12.74,"#E6863C"
"California",2020,9,"D2",22.88,"#EAAF2B"
"California",2020,9,"D1",32.03,"#E5D75E"
"California",2020,9,"D0",17,"#E2E6BD"
"California",2020,10,"D4",0,"#DB595C"
"California",2020,10,"D3",12.74,"#E6863C"
"California",2020,10,"D2",22.87,"#EAAF2B"
"California",2020,10,"D1",31.93,"#E5D75E"
"California",2020,10,"D0",17.06,"#E2E6BD"
"California",2020,11,"D4",0,"#DB595C"
"California",2020,11,"D3",19.36,"#E6863C"
"California",2020,11,"D2",28.83,"#EAAF2B"
"California",2020,11,"D1",26.84,"#E5D75E"
"California",2020,11,"D0",21.47,"#E2E6BD"
"California",2020,12,"D4",1.19,"#DB595C"
"California",2020,12,"D3",32.56,"#E6863C"
"California",2020,12,"D2",40.59,"#EAAF2B"
"California",2020,12,"D1",20.82,"#E5D75E"
"California",2020,12,"D0",4.83,"#E2E6BD"
"California",2021,1,"D4",3.86,"#DB595C"
"California",2021,1,"D3",35.6,"#E6863C"
"California",2021,1,"D2",36.28,"#EAAF2B"
"California",2021,1,"D1",19.46,"#E5D75E"
"California",2021,1,"D0",4.8,"#E2E6BD"
"California",2021,2,"D4",3.75,"#DB595C"
"California",2021,2,"D3",25.79,"#E6863C"
"California",2021,2,"D2",27.44,"#EAAF2B"
"California",2021,2,"D1",27.9,"#E5D75E"
"California",2021,2,"D0",14.41,"#E2E6BD"
"California",2021,3,"D4",5.36,"#DB595C"
"California",2021,3,"D3",26.4,"#E6863C"
"California",2021,3,"D2",32.26,"#EAAF2B"
"California",2021,3,"D1",26.64,"#E5D75E"
"California",2021,3,"D0",8.57,"#E2E6BD"
"California",2021,4,"D4",5.36,"#DB595C"
"California",2021,4,"D3",47.5,"#E6863C"
"California",2021,4,"D2",35.09,"#EAAF2B"
"California",2021,4,"D1",9.56,"#E5D75E"
"California",2021,4,"D0",2.49,"#E2E6BD"
"California",2021,5,"D4",26.04,"#DB595C"
"California",2021,5,"D3",48.41,"#E6863C"
"California",2021,5,"D2",20.15,"#EAAF2B"
"California",2021,5,"D1",5.39,"#E5D75E"
"California",2021,5,"D0",0,"#E2E6BD"
"California",2021,6,"D4",33.32,"#DB595C"
"California",2021,6,"D3",52.12,"#E6863C"
"California",2021,6,"D2",9.29,"#EAAF2B"
"California",2021,6,"D1",5.27,"#E5D75E"
"California",2021,6,"D0",0,"#E2E6BD"
"California",2021,7,"D4",33.32,"#DB595C"
"California",2021,7,"D3",52.41,"#E6863C"
"California",2021,7,"D2",9.02,"#EAAF2B"
"California",2021,7,"D1",5.25,"#E5D75E"
"California",2021,7,"D0",0,"#E2E6BD"
