"state","year","month","drought_lvl","area_pct","drought_fill"
"California",2002,12,"D1",6.17,"#E5D75E"
"California",2002,12,"D0",9.39,"#E2E6BD"
"California",2003,1,"D4",0,"#DB595C"
"California",2003,1,"D3",15.67,"#E6863C"
"California",2003,1,"D2",9.57,"#EAAF2B"
"California",2003,1,"D1",4.32,"#E5D75E"
"California",2003,1,"D0",18.7,"#E2E6BD"
"California",2003,2,"D4",0,"#DB595C"
"California",2003,2,"D3",7.62,"#E6863C"
"California",2003,2,"D2",12.99,"#EAAF2B"
"California",2003,2,"D1",13.84,"#E5D75E"
"California",2003,2,"D0",7.44,"#E2E6BD"
"California",2003,3,"D4",0,"#DB595C"
"California",2003,3,"D3",0.1,"#E6863C"
"California",2003,3,"D2",11.23,"#EAAF2B"
"California",2003,3,"D1",20.77,"#E5D75E"
"California",2003,3,"D0",16.07,"#E2E6BD"
"California",2003,4,"D4",0,"#DB595C"
"California",2003,4,"D3",0,"#E6863C"
"California",2003,4,"D2",7.67,"#EAAF2B"
"California",2003,4,"D1",21.79,"#E5D75E"
"California",2003,4,"D0",11.17,"#E2E6BD"
"California",2003,5,"D4",0,"#DB595C"
"California",2003,5,"D3",0,"#E6863C"
"California",2003,5,"D2",8.38,"#EAAF2B"
"California",2003,5,"D1",16.75,"#E5D75E"
"California",2003,5,"D0",9.81,"#E2E6BD"
"California",2003,6,"D4",0,"#DB595C"
"California",2003,6,"D3",0.04,"#E6863C"
"California",2003,6,"D2",8.25,"#EAAF2B"
"California",2003,6,"D1",16.94,"#E5D75E"
"California",2003,6,"D0",10.07,"#E2E6BD"
"California",2003,7,"D4",0,"#DB595C"
"California",2003,7,"D3",0.03,"#E6863C"
"California",2003,7,"D2",8.41,"#EAAF2B"
"California",2003,7,"D1",16.33,"#E5D75E"
"California",2003,7,"D0",11.34,"#E2E6BD"
"California",2003,8,"D4",0,"#DB595C"
"California",2003,8,"D3",0.01,"#E6863C"
"California",2003,8,"D2",13.43,"#EAAF2B"
"California",2003,8,"D1",10.57,"#E5D75E"
"California",2003,8,"D0",9.19,"#E2E6BD"
"California",2003,9,"D4",0,"#DB595C"
"California",2003,9,"D3",0,"#E6863C"
"California",2003,9,"D2",8.94,"#EAAF2B"
"California",2003,9,"D1",14.92,"#E5D75E"
"California",2003,9,"D0",8.16,"#E2E6BD"
"California",2003,10,"D4",0,"#DB595C"
"California",2003,10,"D3",0.02,"#E6863C"
"California",2003,10,"D2",11.3,"#EAAF2B"
"California",2003,10,"D1",30.85,"#E5D75E"
"California",2003,10,"D0",51.23,"#E2E6BD"
"California",2003,11,"D4",0,"#DB595C"
"California",2003,11,"D3",0,"#E6863C"
"California",2003,11,"D2",10.91,"#EAAF2B"
"California",2003,11,"D1",19.79,"#E5D75E"
"California",2003,11,"D0",23.12,"#E2E6BD"
"California",2003,12,"D4",0,"#DB595C"
"California",2003,12,"D3",0,"#E6863C"
"California",2003,12,"D2",9.46,"#EAAF2B"
"California",2003,12,"D1",10.81,"#E5D75E"
"California",2003,12,"D0",12.38,"#E2E6BD"
"California",2004,1,"D4",0,"#DB595C"
"California",2004,1,"D3",0,"#E6863C"
"California",2004,1,"D2",7.67,"#EAAF2B"
"California",2004,1,"D1",9.63,"#E5D75E"
"California",2004,1,"D0",15.53,"#E2E6BD"
"California",2004,2,"D4",0,"#DB595C"
"California",2004,2,"D3",0,"#E6863C"
"California",2004,2,"D2",7.78,"#EAAF2B"
"California",2004,2,"D1",9.42,"#E5D75E"
"California",2004,2,"D0",12.18,"#E2E6BD"
"California",2004,3,"D4",0,"#DB595C"
"California",2004,3,"D3",0,"#E6863C"
"California",2004,3,"D2",7.94,"#EAAF2B"
"California",2004,3,"D1",9.22,"#E5D75E"
"California",2004,3,"D0",20.99,"#E2E6BD"
"California",2004,4,"D4",0,"#DB595C"
"California",2004,4,"D3",0,"#E6863C"
"California",2004,4,"D2",6.96,"#EAAF2B"
"California",2004,4,"D1",15.7,"#E5D75E"
"California",2004,4,"D0",48.13,"#E2E6BD"
"California",2004,5,"D4",0,"#DB595C"
"California",2004,5,"D3",0,"#E6863C"
"California",2004,5,"D2",6.96,"#EAAF2B"
"California",2004,5,"D1",41.36,"#E5D75E"
"California",2004,5,"D0",34.78,"#E2E6BD"
"California",2004,6,"D4",0,"#DB595C"
"California",2004,6,"D3",0,"#E6863C"
"California",2004,6,"D2",7.57,"#EAAF2B"
"California",2004,6,"D1",43.33,"#E5D75E"
"California",2004,6,"D0",34.47,"#E2E6BD"
"California",2004,7,"D4",0,"#DB595C"
"California",2004,7,"D3",0,"#E6863C"
"California",2004,7,"D2",14.97,"#EAAF2B"
"California",2004,7,"D1",37.09,"#E5D75E"
"California",2004,7,"D0",33.13,"#E2E6BD"
"California",2004,8,"D4",0,"#DB595C"
"California",2004,8,"D3",0,"#E6863C"
"California",2004,8,"D2",22.45,"#EAAF2B"
"California",2004,8,"D1",38.84,"#E5D75E"
"California",2004,8,"D0",33.61,"#E2E6BD"
"California",2004,9,"D4",0,"#DB595C"
"California",2004,9,"D3",0,"#E6863C"
"California",2004,9,"D2",21.1,"#EAAF2B"
"California",2004,9,"D1",39.98,"#E5D75E"
"California",2004,9,"D0",33.51,"#E2E6BD"
"California",2004,10,"D4",0,"#DB595C"
"California",2004,10,"D3",0,"#E6863C"
"California",2004,10,"D2",10.42,"#EAAF2B"
"California",2004,10,"D1",30.13,"#E5D75E"
"California",2004,10,"D0",41.22,"#E2E6BD"
"California",2004,11,"D4",0,"#DB595C"
"California",2004,11,"D3",0,"#E6863C"
"California",2004,11,"D2",8.64,"#EAAF2B"
"California",2004,11,"D1",21.57,"#E5D75E"
"California",2004,11,"D0",43.33,"#E2E6BD"
"California",2004,12,"D4",0,"#DB595C"
"California",2004,12,"D3",0,"#E6863C"
"California",2004,12,"D2",3.98,"#EAAF2B"
"California",2004,12,"D1",24.87,"#E5D75E"
"California",2004,12,"D0",30.69,"#E2E6BD"
"California",2005,1,"D4",0,"#DB595C"
"California",2005,1,"D3",0,"#E6863C"
"California",2005,1,"D2",0.21,"#EAAF2B"
"California",2005,1,"D1",3.88,"#E5D75E"
"California",2005,1,"D0",7.67,"#E2E6BD"
"California",2005,2,"D4",0,"#DB595C"
"California",2005,2,"D3",0,"#E6863C"
"California",2005,2,"D2",0,"#EAAF2B"
"California",2005,2,"D1",1.22,"#E5D75E"
"California",2005,2,"D0",10.21,"#E2E6BD"
"California",2005,3,"D4",0,"#DB595C"
"California",2005,3,"D3",0,"#E6863C"
"California",2005,3,"D2",0.21,"#EAAF2B"
"California",2005,3,"D1",2.66,"#E5D75E"
"California",2005,3,"D0",1.78,"#E2E6BD"
"California",2005,4,"D4",0,"#DB595C"
"California",2005,4,"D3",0,"#E6863C"
"California",2005,4,"D2",0,"#EAAF2B"
"California",2005,4,"D1",2.09,"#E5D75E"
"California",2005,4,"D0",1.75,"#E2E6BD"
"California",2005,5,"D4",0,"#DB595C"
"California",2005,5,"D3",0,"#E6863C"
"California",2005,5,"D2",0,"#EAAF2B"
"California",2005,5,"D1",0.06,"#E5D75E"
"California",2005,5,"D0",1.46,"#E2E6BD"
"California",2005,6,"D4",0,"#DB595C"
"California",2005,6,"D3",0,"#E6863C"
"California",2005,6,"D2",0,"#EAAF2B"
"California",2005,6,"D1",0.06,"#E5D75E"
"California",2005,6,"D0",0.93,"#E2E6BD"
"California",2005,7,"D4",0,"#DB595C"
"California",2005,7,"D3",0,"#E6863C"
"California",2005,7,"D2",0,"#EAAF2B"
"California",2005,7,"D1",0.06,"#E5D75E"
"California",2005,7,"D0",0.93,"#E2E6BD"
"California",2005,8,"D4",0,"#DB595C"
"California",2005,8,"D3",0,"#E6863C"
"California",2005,8,"D2",0,"#EAAF2B"
"California",2005,8,"D1",0.06,"#E5D75E"
"California",2005,8,"D0",1.1,"#E2E6BD"
"California",2005,9,"D4",0,"#DB595C"
"California",2005,9,"D3",0,"#E6863C"
"California",2005,9,"D2",0,"#EAAF2B"
"California",2005,9,"D1",0,"#E5D75E"
"California",2005,9,"D0",0.42,"#E2E6BD"
"California",2005,10,"D4",0,"#DB595C"
"California",2005,10,"D3",0,"#E6863C"
"California",2005,10,"D2",0,"#EAAF2B"
"California",2005,10,"D1",0,"#E5D75E"
"California",2005,10,"D0",0.42,"#E2E6BD"
"California",2005,11,"D4",0,"#DB595C"
"California",2005,11,"D3",0,"#E6863C"
"California",2005,11,"D2",0,"#EAAF2B"
"California",2005,11,"D1",0,"#E5D75E"
"California",2005,11,"D0",24.77,"#E2E6BD"
"California",2005,12,"D4",0,"#DB595C"
"California",2005,12,"D3",0,"#E6863C"
"California",2005,12,"D2",0,"#EAAF2B"
"California",2005,12,"D1",0,"#E5D75E"
"California",2005,12,"D0",6.09,"#E2E6BD"
"California",2006,1,"D4",0,"#DB595C"
"California",2006,1,"D3",0,"#E6863C"
"California",2006,1,"D2",0,"#EAAF2B"
"California",2006,1,"D1",0,"#E5D75E"
"California",2006,1,"D0",2.92,"#E2E6BD"
"California",2006,2,"D4",0,"#DB595C"
"California",2006,2,"D3",0,"#E6863C"
"California",2006,2,"D2",0,"#EAAF2B"
"California",2006,2,"D1",0.48,"#E5D75E"
"California",2006,2,"D0",23.66,"#E2E6BD"
"California",2006,3,"D4",0,"#DB595C"
"California",2006,3,"D3",0,"#E6863C"
"California",2006,3,"D2",0,"#EAAF2B"
"California",2006,3,"D1",0.55,"#E5D75E"
"California",2006,3,"D0",7.83,"#E2E6BD"
"California",2006,4,"D4",0,"#DB595C"
"California",2006,4,"D3",0,"#E6863C"
"California",2006,4,"D2",0,"#EAAF2B"
"California",2006,4,"D1",0.16,"#E5D75E"
"California",2006,4,"D0",6.93,"#E2E6BD"
"California",2006,5,"D4",0,"#DB595C"
"California",2006,5,"D3",0,"#E6863C"
"California",2006,5,"D2",0,"#EAAF2B"
"California",2006,5,"D1",0.07,"#E5D75E"
"California",2006,5,"D0",7.47,"#E2E6BD"
"California",2006,6,"D4",0,"#DB595C"
"California",2006,6,"D3",0,"#E6863C"
"California",2006,6,"D2",0,"#EAAF2B"
"California",2006,6,"D1",0.07,"#E5D75E"
"California",2006,6,"D0",8.17,"#E2E6BD"
"California",2006,7,"D4",0,"#DB595C"
"California",2006,7,"D3",0,"#E6863C"
"California",2006,7,"D2",0,"#EAAF2B"
"California",2006,7,"D1",0.12,"#E5D75E"
"California",2006,7,"D0",7.6,"#E2E6BD"
"California",2006,8,"D4",0,"#DB595C"
"California",2006,8,"D3",0,"#E6863C"
"California",2006,8,"D2",0,"#EAAF2B"
"California",2006,8,"D1",0.05,"#E5D75E"
"California",2006,8,"D0",6.71,"#E2E6BD"
"California",2006,9,"D4",0,"#DB595C"
"California",2006,9,"D3",0,"#E6863C"
"California",2006,9,"D2",0,"#EAAF2B"
"California",2006,9,"D1",0.82,"#E5D75E"
"California",2006,9,"D0",14.21,"#E2E6BD"
"California",2006,10,"D4",0,"#DB595C"
"California",2006,10,"D3",0,"#E6863C"
"California",2006,10,"D2",0,"#EAAF2B"
"California",2006,10,"D1",0.82,"#E5D75E"
"California",2006,10,"D0",14.61,"#E2E6BD"
"California",2006,11,"D4",0,"#DB595C"
"California",2006,11,"D3",0,"#E6863C"
"California",2006,11,"D2",0,"#EAAF2B"
"California",2006,11,"D1",0.82,"#E5D75E"
"California",2006,11,"D0",21.46,"#E2E6BD"
"California",2006,12,"D4",0,"#DB595C"
"California",2006,12,"D3",0,"#E6863C"
"California",2006,12,"D2",0,"#EAAF2B"
"California",2006,12,"D1",11.64,"#E5D75E"
"California",2006,12,"D0",48,"#E2E6BD"
"California",2007,1,"D4",0,"#DB595C"
"California",2007,1,"D3",0,"#E6863C"
"California",2007,1,"D2",22.87,"#EAAF2B"
"California",2007,1,"D1",38.39,"#E5D75E"
"California",2007,1,"D0",28.91,"#E2E6BD"
"California",2007,2,"D4",0,"#DB595C"
"California",2007,2,"D3",0,"#E6863C"
"California",2007,2,"D2",28.8,"#EAAF2B"
"California",2007,2,"D1",25.22,"#E5D75E"
"California",2007,2,"D0",20.57,"#E2E6BD"
"California",2007,3,"D4",0,"#DB595C"
"California",2007,3,"D3",21.32,"#E6863C"
"California",2007,3,"D2",12.37,"#EAAF2B"
"California",2007,3,"D1",27.06,"#E5D75E"
"California",2007,3,"D0",19.31,"#E2E6BD"
"California",2007,4,"D4",0,"#DB595C"
"California",2007,4,"D3",28.65,"#E6863C"
"California",2007,4,"D2",22.99,"#EAAF2B"
"California",2007,4,"D1",30.79,"#E5D75E"
"California",2007,4,"D0",9.82,"#E2E6BD"
"California",2007,5,"D4",0,"#DB595C"
"California",2007,5,"D3",34.4,"#E6863C"
"California",2007,5,"D2",30.94,"#EAAF2B"
"California",2007,5,"D1",26.98,"#E5D75E"
"California",2007,5,"D0",4.37,"#E2E6BD"
"California",2007,6,"D4",0,"#DB595C"
"California",2007,6,"D3",34.31,"#E6863C"
"California",2007,6,"D2",31.04,"#EAAF2B"
"California",2007,6,"D1",26.98,"#E5D75E"
"California",2007,6,"D0",7.68,"#E2E6BD"
"California",2007,7,"D4",0,"#DB595C"
"California",2007,7,"D3",35.15,"#E6863C"
"California",2007,7,"D2",30.19,"#EAAF2B"
"California",2007,7,"D1",26.98,"#E5D75E"
"California",2007,7,"D0",7.68,"#E2E6BD"
"California",2007,8,"D4",0,"#DB595C"
"California",2007,8,"D3",35.21,"#E6863C"
"California",2007,8,"D2",30.13,"#EAAF2B"
"California",2007,8,"D1",27.22,"#E5D75E"
"California",2007,8,"D0",7.44,"#E2E6BD"
"California",2007,9,"D4",0,"#DB595C"
"California",2007,9,"D3",33.76,"#E6863C"
"California",2007,9,"D2",30.86,"#EAAF2B"
"California",2007,9,"D1",27.93,"#E5D75E"
"California",2007,9,"D0",7.44,"#E2E6BD"
"California",2007,10,"D4",0,"#DB595C"
"California",2007,10,"D3",33.68,"#E6863C"
"California",2007,10,"D2",24.62,"#EAAF2B"
"California",2007,10,"D1",26.53,"#E5D75E"
"California",2007,10,"D0",6.3,"#E2E6BD"
"California",2007,11,"D4",0,"#DB595C"
"California",2007,11,"D3",33.68,"#E6863C"
"California",2007,11,"D2",24.34,"#EAAF2B"
"California",2007,11,"D1",26.81,"#E5D75E"
"California",2007,11,"D0",6.3,"#E2E6BD"
"California",2007,12,"D4",0,"#DB595C"
"California",2007,12,"D3",14.54,"#E6863C"
"California",2007,12,"D2",43.5,"#EAAF2B"
"California",2007,12,"D1",26.65,"#E5D75E"
"California",2007,12,"D0",6.43,"#E2E6BD"
"California",2008,1,"D4",0,"#DB595C"
"California",2008,1,"D3",0,"#E6863C"
"California",2008,1,"D2",14.83,"#EAAF2B"
"California",2008,1,"D1",26.77,"#E5D75E"
"California",2008,1,"D0",40.17,"#E2E6BD"
"California",2008,2,"D4",0,"#DB595C"
"California",2008,2,"D3",0,"#E6863C"
"California",2008,2,"D2",13.33,"#EAAF2B"
"California",2008,2,"D1",20.95,"#E5D75E"
"California",2008,2,"D0",21.2,"#E2E6BD"
"California",2008,3,"D4",0,"#DB595C"
"California",2008,3,"D3",0,"#E6863C"
"California",2008,3,"D2",3.88,"#EAAF2B"
"California",2008,3,"D1",26.2,"#E5D75E"
"California",2008,3,"D0",25.4,"#E2E6BD"
"California",2008,4,"D4",0,"#DB595C"
"California",2008,4,"D3",0,"#E6863C"
"California",2008,4,"D2",9.26,"#EAAF2B"
"California",2008,4,"D1",36.4,"#E5D75E"
"California",2008,4,"D0",47.05,"#E2E6BD"
"California",2008,5,"D4",0,"#DB595C"
"California",2008,5,"D3",0,"#E6863C"
"California",2008,5,"D2",9.26,"#EAAF2B"
"California",2008,5,"D1",38.25,"#E5D75E"
"California",2008,5,"D0",43.58,"#E2E6BD"
"California",2008,6,"D4",0,"#DB595C"
"California",2008,6,"D3",0,"#E6863C"
"California",2008,6,"D2",18.07,"#EAAF2B"
"California",2008,6,"D1",71.13,"#E5D75E"
"California",2008,6,"D0",10.66,"#E2E6BD"
"California",2008,7,"D4",0,"#DB595C"
"California",2008,7,"D3",0,"#E6863C"
"California",2008,7,"D2",38.7,"#EAAF2B"
"California",2008,7,"D1",50.18,"#E5D75E"
"California",2008,7,"D0",11.06,"#E2E6BD"
"California",2008,8,"D4",0,"#DB595C"
"California",2008,8,"D3",0,"#E6863C"
"California",2008,8,"D2",43.08,"#EAAF2B"
"California",2008,8,"D1",54.61,"#E5D75E"
"California",2008,8,"D0",2.27,"#E2E6BD"
"California",2008,9,"D4",0,"#DB595C"
"California",2008,9,"D3",2.05,"#E6863C"
"California",2008,9,"D2",53.18,"#EAAF2B"
"California",2008,9,"D1",40.66,"#E5D75E"
"California",2008,9,"D0",4.06,"#E2E6BD"
"California",2008,10,"D4",0,"#DB595C"
"California",2008,10,"D3",0,"#E6863C"
"California",2008,10,"D2",55.56,"#EAAF2B"
"California",2008,10,"D1",38,"#E5D75E"
"California",2008,10,"D0",6.45,"#E2E6BD"
"California",2008,11,"D4",0,"#DB595C"
"California",2008,11,"D3",0,"#E6863C"
"California",2008,11,"D2",41.34,"#EAAF2B"
"California",2008,11,"D1",44.68,"#E5D75E"
"California",2008,11,"D0",9.27,"#E2E6BD"
"California",2008,12,"D4",0,"#DB595C"
"California",2008,12,"D3",2.77,"#E6863C"
"California",2008,12,"D2",40.25,"#EAAF2B"
"California",2008,12,"D1",45.19,"#E5D75E"
"California",2008,12,"D0",10.1,"#E2E6BD"
"California",2009,1,"D4",0,"#DB595C"
"California",2009,1,"D3",15.94,"#E6863C"
"California",2009,1,"D2",32.96,"#EAAF2B"
"California",2009,1,"D1",39.31,"#E5D75E"
"California",2009,1,"D0",10.56,"#E2E6BD"
"California",2009,2,"D4",0,"#DB595C"
"California",2009,2,"D3",14.78,"#E6863C"
"California",2009,2,"D2",34.91,"#EAAF2B"
"California",2009,2,"D1",21.04,"#E5D75E"
"California",2009,2,"D0",24.11,"#E2E6BD"
"California",2009,3,"D4",0,"#DB595C"
"California",2009,3,"D3",0,"#E6863C"
"California",2009,3,"D2",22.53,"#EAAF2B"
"California",2009,3,"D1",41.31,"#E5D75E"
"California",2009,3,"D0",31.01,"#E2E6BD"
"California",2009,4,"D4",0,"#DB595C"
"California",2009,4,"D3",0,"#E6863C"
"California",2009,4,"D2",38.81,"#EAAF2B"
"California",2009,4,"D1",34.18,"#E5D75E"
"California",2009,4,"D0",23.36,"#E2E6BD"
"California",2009,5,"D4",0,"#DB595C"
"California",2009,5,"D3",0,"#E6863C"
"California",2009,5,"D2",35.29,"#EAAF2B"
"California",2009,5,"D1",36.82,"#E5D75E"
"California",2009,5,"D0",24.27,"#E2E6BD"
"California",2009,6,"D4",0,"#DB595C"
"California",2009,6,"D3",0,"#E6863C"
"California",2009,6,"D2",44.26,"#EAAF2B"
"California",2009,6,"D1",27.75,"#E5D75E"
"California",2009,6,"D0",25.13,"#E2E6BD"
"California",2009,7,"D4",0,"#DB595C"
"California",2009,7,"D3",0,"#E6863C"
"California",2009,7,"D2",44.26,"#EAAF2B"
"California",2009,7,"D1",28.6,"#E5D75E"
"California",2009,7,"D0",24.68,"#E2E6BD"
"California",2009,8,"D4",0,"#DB595C"
"California",2009,8,"D3",0,"#E6863C"
"California",2009,8,"D2",42.8,"#EAAF2B"
"California",2009,8,"D1",30.06,"#E5D75E"
"California",2009,8,"D0",27.13,"#E2E6BD"
"California",2009,9,"D4",0,"#DB595C"
"California",2009,9,"D3",0,"#E6863C"
"California",2009,9,"D2",45.82,"#EAAF2B"
"California",2009,9,"D1",27.62,"#E5D75E"
"California",2009,9,"D0",26.56,"#E2E6BD"
"California",2009,10,"D4",0,"#DB595C"
"California",2009,10,"D3",0,"#E6863C"
"California",2009,10,"D2",17.7,"#EAAF2B"
"California",2009,10,"D1",44.81,"#E5D75E"
"California",2009,10,"D0",28.4,"#E2E6BD"
"California",2009,11,"D4",0,"#DB595C"
"California",2009,11,"D3",0,"#E6863C"
"California",2009,11,"D2",17.26,"#EAAF2B"
"California",2009,11,"D1",56.37,"#E5D75E"
"California",2009,11,"D0",17.97,"#E2E6BD"
"California",2009,12,"D4",0,"#DB595C"
"California",2009,12,"D3",0,"#E6863C"
"California",2009,12,"D2",9.24,"#EAAF2B"
"California",2009,12,"D1",62.92,"#E5D75E"
"California",2009,12,"D0",21.27,"#E2E6BD"
"California",2010,1,"D4",0,"#DB595C"
"California",2010,1,"D3",0,"#E6863C"
"California",2010,1,"D2",2.19,"#EAAF2B"
"California",2010,1,"D1",17.22,"#E5D75E"
"California",2010,1,"D0",37.98,"#E2E6BD"
"California",2010,2,"D4",0,"#DB595C"
"California",2010,2,"D3",0,"#E6863C"
"California",2010,2,"D2",4.28,"#EAAF2B"
"California",2010,2,"D1",6.43,"#E5D75E"
"California",2010,2,"D0",24.69,"#E2E6BD"
"California",2010,3,"D4",0,"#DB595C"
"California",2010,3,"D3",0,"#E6863C"
"California",2010,3,"D2",7.1,"#EAAF2B"
"California",2010,3,"D1",2.81,"#E5D75E"
"California",2010,3,"D0",26.85,"#E2E6BD"
"California",2010,4,"D4",0,"#DB595C"
"California",2010,4,"D3",0,"#E6863C"
"California",2010,4,"D2",7.1,"#EAAF2B"
"California",2010,4,"D1",2.79,"#E5D75E"
"California",2010,4,"D0",17.29,"#E2E6BD"
"California",2010,5,"D4",0,"#DB595C"
"California",2010,5,"D3",0,"#E6863C"
"California",2010,5,"D2",5.97,"#EAAF2B"
"California",2010,5,"D1",2.1,"#E5D75E"
"California",2010,5,"D0",4.9,"#E2E6BD"
"California",2010,6,"D4",0,"#DB595C"
"California",2010,6,"D3",0,"#E6863C"
"California",2010,6,"D2",0.24,"#EAAF2B"
"California",2010,6,"D1",7.84,"#E5D75E"
"California",2010,6,"D0",3.95,"#E2E6BD"
"California",2010,7,"D4",0,"#DB595C"
"California",2010,7,"D3",0,"#E6863C"
"California",2010,7,"D2",0.24,"#EAAF2B"
"California",2010,7,"D1",7.84,"#E5D75E"
"California",2010,7,"D0",4.47,"#E2E6BD"
"California",2010,8,"D4",0,"#DB595C"
"California",2010,8,"D3",0,"#E6863C"
"California",2010,8,"D2",0.24,"#EAAF2B"
"California",2010,8,"D1",7.84,"#E5D75E"
"California",2010,8,"D0",6.48,"#E2E6BD"
"California",2010,9,"D4",0,"#DB595C"
"California",2010,9,"D3",0,"#E6863C"
"California",2010,9,"D2",0.24,"#EAAF2B"
"California",2010,9,"D1",7.84,"#E5D75E"
"California",2010,9,"D0",6.48,"#E2E6BD"
"California",2010,10,"D4",0,"#DB595C"
"California",2010,10,"D3",0,"#E6863C"
"California",2010,10,"D2",0.19,"#EAAF2B"
"California",2010,10,"D1",4.43,"#E5D75E"
"California",2010,10,"D0",5.24,"#E2E6BD"
"California",2010,11,"D4",0,"#DB595C"
"California",2010,11,"D3",0,"#E6863C"
"California",2010,11,"D2",0,"#EAAF2B"
"California",2010,11,"D1",2.41,"#E5D75E"
"California",2010,11,"D0",15.92,"#E2E6BD"
"California",2010,12,"D4",0,"#DB595C"
"California",2010,12,"D3",0,"#E6863C"
"California",2010,12,"D2",0,"#EAAF2B"
"California",2010,12,"D1",0,"#E5D75E"
"California",2010,12,"D0",1.38,"#E2E6BD"
"California",2011,1,"D4",0,"#DB595C"
"California",2011,1,"D3",0,"#E6863C"
"California",2011,1,"D2",0,"#EAAF2B"
"California",2011,1,"D1",0,"#E5D75E"
"California",2011,1,"D0",0.06,"#E2E6BD"
"California",2011,2,"D4",0,"#DB595C"
