age	country	percent
45-54	VIR	3.4482758620689653
45-54	URY	23.214285714285715
45-54	UZB	17.391304347826086
45-54	VUT	6.25
45-54	VEN	12.934362934362934
45-54	VNM	4.678362573099415
45-54	VGB	11.11111111111111
45-54	WLF	14.285714285714285
45-54	ZMB	12.5
45-54	ZWE	7.142857142857142
55-64	AFG	5.048076923076923
55-64	ALB	1.9704433497536946
55-64	DZA	4.201680672268908
55-64	AND	7.526881720430108
55-64	AGO	4.761904761904762
55-64	AIA	13.043478260869565
55-64	ATG	16.216216216216218
55-64	ARG	6.212121212121212
55-64	ARM	2.7777777777777777
55-64	ABW	0.47694753577106513
55-64	AUS	2.363625778657507
55-64	AUT	5.3501945525291825
55-64	AZE	4.285714285714286
55-64	BHS	3.79746835443038
55-64	BHR	6.593406593406594
55-64	BGD	6.0606060606060606
55-64	BRB	12.903225806451612
55-64	BLR	5.5813953488372094
55-64	BEL	6.557377049180328
55-64	BEN	13.043478260869565
55-64	BMU	6.25
55-64	BOL	6.329113924050633
55-64	BWA	5.555555555555555
55-64	BRA	4.227304227304227
55-64	BGR	1.3157894736842104
55-64	BDI	8.333333333333332
55-64	CAN	8.605108055009824
55-64	TCD	16.666666666666664
55-64	CHL	5.949197860962567
55-64	CHN	0.7200720072007201
55-64	COL	3.643724696356275
55-64	COM	14.285714285714285
55-64	COG	7.142857142857142
55-64	COK	12.5
55-64	CRI	4.912280701754386
55-64	HRV	2.9850746268656714
55-64	CYP	3.3333333333333335
55-64	CZE	4.679144385026738
55-64	DNK	4.781281790437437
55-64	DOM	6.4
55-64	ECU	6.185567010309279
55-64	EGY	3.7433155080213902
55-64	SLV	5.0
55-64	EST	4.621848739495799
55-64	ETH	2.564102564102564
55-64	EU	9.0
55-64	FJI	8.695652173913043
55-64	FIN	8.004509582863585
55-64	MKD	1.4705882352941175
55-64	FRA	5.493343287296255
55-64	GUF	16.666666666666664
55-64	GAB	18.181818181818183
55-64	GEO	3.1746031746031744
55-64	DEU	5.095262427914447
55-64	GRC	2.2878932316491896
55-64	GRD	25.0
55-64	GTM	3.8461538461538463
55-64	GGY	8.333333333333332
55-64	HTI	10.714285714285714
55-64	HND	6.557377049180328
55-64	HKG	2.2883295194508007
55-64	HUN	4.119547657512116
55-64	ISL	3.8461538461538463
55-64	IND	1.5250544662309369
55-64	IDN	1.4423076923076923
55-64	IRL	4.423592493297587
55-64	IRN	1.9801980198019802
55-64	IMN	6.666666666666667
55-64	ISR	7.113821138211382
55-64	ITA	4.733614411651974
55-64	JAM	5.263157894736842
55-64	JPN	4.371584699453552
55-64	JOR	1.7543859649122806
55-64	KAZ	2.013422818791946
55-64	KEN	2.127659574468085
55-64	KOR	2.952029520295203
55-64	KWT	3.0303030303030303
55-64	LVA	2.0689655172413794
55-64	LBN	1.7699115044247788
55-64	LIE	11.11111111111111
55-64	LTU	1.9417475728155338
55-64	LUX	8.080808080808081
55-64	MAC	4.166666666666666
55-64	MYS	3.6211699164345403
55-64	MLT	6.451612903225806
55-64	MHL	25.0
55-64	MUS	5.405405405405405
55-64	MYT	22.22222222222222
55-64	MEX	4.60470984020185
55-64	MDA	3.6585365853658534
55-64	MCO	3.571428571428571
55-64	MNG	4.3478260869565215
55-64	MAR	3.278688524590164
55-64	NLD	7.275320970042796
55-64	ANT	10.0
55-64	NZL	9.73963355834137
55-64	NIC	6.896551724137931
55-64	NOR	8.801817149346961
55-64	PAK	1.4492753623188406
55-64	PLW	50.0
55-64	PAN	10.38961038961039
55-64	PNG	16.666666666666664
55-64	PRY	4.651162790697675
55-64	PER	8.806818181818182
55-64	PHL	3.146853146853147
55-64	POL	1.2923076923076922
55-64	PRT	4.526958290946084
55-64	PRI	19.047619047619047
55-64	ROU	2.2271714922048997
55-64	RUS	1.7941773865944481
55-64	LCA	25.0
55-64	SMR	20.0
55-64	SAU	2.027027027027027
55-64	SRB	2.127659574468085
55-64	SLE	11.11111111111111
55-64	SGP	1.7391304347826086
55-64	SVK	2.564102564102564
55-64	SVN	1.7467248908296942
55-64	ZAF	6.0
55-64	ESP	7.854110382091857
55-64	LKA	3.614457831325301
55-64	SDN	11.11111111111111
55-64	SWE	8.199233716475096
55-64	CHE	5.57398805573988
55-64	SYR	3.1746031746031744
55-64	TWN	1.9230769230769231
55-64	THA	4.014598540145985
55-64	TGO	5.88235294117647
55-64	TON	14.285714285714285
55-64	TTO	5.405405405405405
55-64	TUN	3.10077519379845
55-64	TUR	1.1396011396011396
55-64	UGA	3.225806451612903
55-64	UKR	1.4423076923076923
55-64	ARE	2.185792349726776
55-64	GBR	6.171781244642551
55-64	USA	7.864056786405679
55-64	VIR	13.793103448275861
55-64	URY	7.142857142857142
55-64	VEN	6.563706563706563
55-64	VNM	0.5847953216374269
55-64	ZWE	4.761904761904762
>65	AFG	22.115384615384613
>65	ALB	8.866995073891626
>65	DZA	6.722689075630252
>65	AND	8.60215053763441
>65	AGO	5.952380952380952
>65	AIA	13.043478260869565
>65	ATG	16.216216216216218
>65	ARG	2.5
>65	ARM	9.25925925925926
>65	ABW	90.77901430842607
>65	AUS	0.7975781568376318
>65	AUT	1.7509727626459144
>65	AZE	11.428571428571429
>65	BHS	20.253164556962027
>65	BHR	4.395604395604396
>65	BGD	9.090909090909092
>65	BRB	11.29032258064516
>65	BLR	2.7906976744186047
>65	BEL	3.1381733021077283
>65	BEN	13.043478260869565
>65	BMU	12.5
>65	BTN	12.5
>65	BOL	2.5316455696202533
>65	BIH	7.792207792207792
>65	BWA	27.77777777777778
>65	BRA	1.7325017325017324
>65	BRN	15.0
>65	BGR	1.3157894736842104
>65	BFA	6.666666666666667
>65	BDI	16.666666666666664
>65	KHM	9.523809523809524
>65	CMR	3.225806451612903
>65	CAN	3.9292730844793713
>65	CPV	7.6923076923076925
>65	TCD	33.33333333333333
>65	CHL	1.6042780748663104
>65	CHN	0.7200720072007201
>65	COL	1.1336032388663968
>65	COG	14.285714285714285
>65	CRI	0.7017543859649122
>65	HRV	1.1194029850746268
>65	CUB	7.142857142857142
>65	CYP	4.444444444444445
>65	CZE	1.4705882352941175
>65	CIV	5.714285714285714
>65	PRK	12.5
>65	DNK	2.238046795523906
>65	DOM	2.4
>65	ECU	1.5463917525773196
>65	EGY	3.2085561497326207
>65	ETH	10.256410256410255
>65	EU	2.0
>65	FJI	4.3478260869565215
>65	FIN	1.8038331454340473
>65	MKD	1.4705882352941175
>65	FRA	2.1836506159014557
>65	GEO	3.1746031746031744
>65	DEU	2.3213373238922546
>65	GHA	2.941176470588235
>65	GIB	11.11111111111111
>65	GRC	1.0486177311725453
>65	GRL	20.0
>65	HND	3.278688524590164
>65	HKG	0.4576659038901602
>65	HUN	1.1308562197092082
>65	ISL	0.5494505494505495
>65	IND	0.36310820624546114
>65	IDN	0.4807692307692308
>65	IRQ	8.108108108108109
>65	IRL	0.8042895442359249
>65	IRN	0.49504950495049505
>65	IMN	20.0
>65	ISR	2.1341463414634148
>65	ITA	1.2840168646991184
>65	JAM	5.263157894736842
>65	JPN	0.7893139040680024
>65	JEY	4.545454545454546
>65	KAZ	1.342281879194631
>65	KEN	6.382978723404255
>65	KIR	20.0
>65	KOR	0.36900369003690037
>65	LAO	12.5
>65	LVA	0.6896551724137931
>65	LBN	0.8849557522123894
>65	LUX	0.6734006734006733
>65	MDG	5.263157894736842
>65	MWI	10.0
>65	MYS	0.8356545961002786
>65	MLI	12.5
>65	MHL	50.0
>65	MUS	5.405405405405405
>65	MEX	1.208999158957107
>65	FSM	20.0
>65	MDA	2.4390243902439024
>65	MCO	3.571428571428571
>65	MSR	20.0
>65	MMR	5.263157894736842
>65	NAM	8.333333333333332
>65	NPL	2.7027027027027026
>65	NLD	2.9957203994293864
>65	ANT	10.0
>65	NZL	3.567984570877531
>65	NER	25.0
>65	NIU	25.0
>65	NOR	3.1232254400908577
>65	PAK	0.4830917874396135
>65	PLW	25.0
>65	PSE	12.5
>65	PAN	2.5974025974025974
>65	PER	1.1363636363636365
>65	POL	0.49230769230769234
>65	PRT	1.2716174974567651
>65	PRI	3.1746031746031744
>65	ROU	0.22271714922048996
>65	RUS	0.5077860528097494
>65	RWA	11.11111111111111
>65	SHN	16.666666666666664
>65	VCT	20.0
>65	SAU	1.3513513513513513
>65	SRB	0.5319148936170213
>65	SLE	11.11111111111111
>65	SGP	0.17391304347826086
>65	SVK	0.5698005698005698
>65	SVN	0.8733624454148471
>65	SOM	8.333333333333332
>65	ZAF	1.4545454545454546
>65	ESP	2.6630644538788113
>65	LKA	2.4096385542168677
>65	SDN	22.22222222222222
>65	SWZ	14.285714285714285
>65	SWE	3.67816091954023
>65	CHE	1.7916390179163904
>65	SYR	3.1746031746031744
>65	TWN	1.6025641025641024
>65	THA	0.7299270072992701
>65	TGO	5.88235294117647
>65	TON	14.285714285714285
>65	TUN	1.550387596899225
>65	TUR	0.5698005698005698
>65	TKM	14.285714285714285
>65	TUV	25.0
>65	UGA	6.451612903225806
>65	ARE	1.092896174863388
>65	GBR	2.554431681810389
>65	USA	3.7556463755646377
>65	VIR	24.137931034482758
>65	URY	3.571428571428571
>65	VEN	0.7722007722007722
>65	VNM	1.7543859649122806
>65	WLF	28.57142857142857
>65	YEM	12.5
>65	ZWE	26.190476190476193
