"Section ID","Section","HS2 ID","HS2","HS4 ID","HS4","HS6 ID","HS6","Trade Value"
2,"Vegetable Products",206,"Trees and other live plants",20604,"Foliage",2060491,"Foliage,branches, for bouquets, etc. - fresh",28.999999999999996
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20701,"Potatoes",2070190,"Potatoes, fresh or chilled except seed",92543
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20702,"Tomatoes",2070200,"Tomatoes, fresh or chilled",480
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20703,"Onions",2070310,"Onions and shallots, fresh or chilled",141645.99999999997
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20703,"Onions",2070320,"Garlic, fresh or chilled",2712960
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20703,"Onions",2070390,"Leeks & other alliaceous vegetables, fresh or chilled",3921.9999999999995
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20704,"Cabbages",2070410,"Cauliflowers and headed broccoli, fresh or chilled",282
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20704,"Cabbages",2070490,"Edible brassicas nes, fresh or chilled",145
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20706,"Root Vegetables",2070610,"Carrots and turnips, fresh or chilled",17314
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20708,"Legumes",2070810,"Peas, shelled or unshelled, fresh or chilled",1057
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20708,"Legumes",2070820,"Beans, shelled or unshelled, fresh or chilled",2017
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20708,"Legumes",2070890,"Legumes except peas & beans, fresh or chilled",912.9999999999999
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20709,"Other Vegetables",2070920,"Asparagus, fresh or chilled",28.999999999999996
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20709,"Other Vegetables",2070951,"Mushrooms, fresh or chilled",576.0000000000001
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20709,"Other Vegetables",2070990,"Vegetables, fresh or chilled nes",36988
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20710,"Frozen Vegetables",2071010,"Potatoes, frozen, uncooked steamed or boiled",1388.0000000000002
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20710,"Frozen Vegetables",2071021,"Peas, frozen, uncooked steamed or boiled",8682
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20710,"Frozen Vegetables",2071022,"Beans, frozen, uncooked steamed or boiled",13566.000000000002
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20710,"Frozen Vegetables",2071030,"Spinach, frozen, uncooked steamed or boiled",2381.9999999999995
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20710,"Frozen Vegetables",2071040,"Sweet corn, frozen, uncooked steamed or boiled",2825
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20710,"Frozen Vegetables",2071080,"Vegetables, frozen nes, uncooked steamed or boiled",133280
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20710,"Frozen Vegetables",2071090,"Frozen vegetable mixtures, uncooked, boiled or steame",34380
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20711,"Preserved Vegetables",2071140,"Cucumbers and gherkins provisionally preserved",40.99999999999999
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20711,"Preserved Vegetables",2071190,"Vegetables nes and mixtures provisionally preserved",4136
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20712,"Dried Vegetables",2071220,"Onions, dried, not further prepared",5457
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20712,"Dried Vegetables",2071290,"Vegetables nes & mixtures, dried, not further prepare",14768
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20713,"Dried Legumes",2071310,"Peas dried, shelled",249830
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20713,"Dried Legumes",2071320,"Chickpeas, dried, shelled",11075
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20713,"Dried Legumes",2071331,"Urd,mung,black or green gram beans dried shelled",447229
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20713,"Dried Legumes",2071333,"Kidney beans and white pea beans dried shelled",887374
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20713,"Dried Legumes",2071339,"Beans dried, shelled, nes",1292691
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20713,"Dried Legumes",2071340,"Lentils dried, shelled",564202
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20713,"Dried Legumes",2071350,"Broad beans and horse beans dried, shelled",32725
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20713,"Dried Legumes",2071390,"Leguminous vegetables dried, shelled",157
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20801,"Coconuts, Brazil Nuts, and Cashews",2080110,"Coconuts, fresh or dried",4062.0000000000005
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20801,"Coconuts, Brazil Nuts, and Cashews",2080130,"Cashew nuts, fresh or dried",1560
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20802,"Other Nuts",2080212,"Almonds,fresh or dried, shelled",74.00000000000001
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20802,"Other Nuts",2080232,"Walnuts, fresh or dried, shelled",40725
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20804,"Tropical Fruits",2080410,"Dates, fresh or dried",30141
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20804,"Tropical Fruits",2080430,"Pineapples, fresh or dried",49921.00000000001
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20804,"Tropical Fruits",2080440,"Avocados, fresh or dried",816
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20804,"Tropical Fruits",2080450,"Guavas, mangoes and mangosteens, fresh or dried",18683
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20805,"Citrus",2080510,"Oranges, fresh or dried",120618.99999999999
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20805,"Citrus",2080520,"Mandarin, clementine & citrus hybrids, fresh or dried",18659.000000000004
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20805,"Citrus",2080530,"Lemons and limes, fresh or dried",14728.000000000002
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20805,"Citrus",2080590,"Citrus fruits, fresh or dried, nes",10467
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20806,"Grapes",2080610,"Grapes, fresh",596140
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20806,"Grapes",2080620,"Grapes, dried",2465.9999999999995
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20808,"Apples and Pears",2080810,"Apples, fresh",3478216.0000000005
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20808,"Apples and Pears",2080820,"Pears and quinces, fresh",283195.99999999994
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20809,"Pitted Fruits",2080910,"Apricots, fresh",1067
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20809,"Pitted Fruits",2080930,"Peaches, nectarines, fresh",47255
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20809,"Pitted Fruits",2080940,"Plums, sloes, fresh",17972
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20810,"Other Fruits",2081090,"Fruits, fresh nes",115015
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20812,"Preserved Fruits and Nuts",2081290,"Fruits and nuts, provisionally preserved nes",2601.0000000000005
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20813,"Dried Fruits",2081320,"Prunes, dried",13126.000000000002
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20813,"Dried Fruits",2081340,"Fruits, dried nes",36224.00000000001
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20901,"Coffee",2090111,"Coffee, not roasted, not decaffeinated",1378396.0000000002
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20901,"Coffee",2090121,"Coffee, roasted, not decaffeinated",6
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20901,"Coffee",2090130,"Coffee husks and skins",2153125
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20902,"Tea",2090210,"Tea, green (unfermented) in packages < 3 kg",196
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20902,"Tea",2090220,"Tea, green (unfermented) in packages > 3 kg",10285
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20902,"Tea",2090230,"Tea, black (fermented or partly) in packages < 3 kg",115466.00000000001
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20902,"Tea",2090240,"Tea, black (fermented or partly) in packages > 3 kg",1269220
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20904,"Pepper",2090411,"Pepper of the genus Piper, whole",3658
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20904,"Pepper",2090412,"Pepper of the genus Piper, crushed or ground",8855
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20904,"Pepper",2090420,"Capsicum or Pimenta, dried, crushed or ground",27215.000000000004
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20906,"Cinnamon",2090610,"Cinnamon and cinnamon-tree flowers whole",50663
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20906,"Cinnamon",2090620,"Cinnamon and cinnamon-tree flowers crushed or ground",606
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20907,"Cloves",2090700,"Cloves (whole fruit, cloves and stems)",6560.000000000001
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20908,"Nutmeg, mace and cardamons",2090810,"Nutmeg",1557
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20908,"Nutmeg, mace and cardamons",2090820,"Mace",1140
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20909,"Spice Seeds",2090910,"Anise or badian seeds",1406
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20909,"Spice Seeds",2090920,"Coriander seeds",6196.000000000001
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20909,"Spice Seeds",2090930,"Cumin seeds",13175
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20910,"Spices",2091010,"Ginger",374608
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20910,"Spices",2091030,"Turmeric (curcuma)",8090
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20910,"Spices",2091091,"Mixtures of spices",1225
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20910,"Spices",2091099,"Spices nes",652172
2,"Vegetable Products",210,"Cereals",21001,"Wheat",2100190,"Wheat except durum wheat, and meslin",78
2,"Vegetable Products",210,"Cereals",21004,"Oats",2100400,"Oats",980
2,"Vegetable Products",210,"Cereals",21005,"Corn",2100510,"Maize (corn) seed",1757
2,"Vegetable Products",210,"Cereals",21005,"Corn",2100590,"Maize except seed corn",24803
2,"Vegetable Products",210,"Cereals",21006,"Rice",2100610,"Rice in the husk (paddy or rough)",2392
2,"Vegetable Products",210,"Cereals",21006,"Rice",2100620,"Rice, husked (brown)",13775
2,"Vegetable Products",210,"Cereals",21006,"Rice",2100630,"Rice, semi-milled or wholly milled",8044750
2,"Vegetable Products",210,"Cereals",21006,"Rice",2100640,"Rice, broken",4259
2,"Vegetable Products",210,"Cereals",21007,"Sorghum",2100700,"Grain sorghum",7819649
2,"Vegetable Products",210,"Cereals",21008,"Buckwheat",2100890,"Cereals unmilled nes",147804.00000000003
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21101,"Wheat Flours",2110100,"Wheat or meslin flour",1247803
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21102,"Cereal Flours",2110220,"Maize (corn) flour",44252.00000000001
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21102,"Cereal Flours",2110290,"Cereal flour except wheat, meslin, rye, maize, rice",22028.000000000004
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21103,"Cereal Meal and Pellets",2110311,"Wheat meal",916
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21103,"Cereal Meal and Pellets",2110319,"Cereal groats or meal except wheat, maize, rice, oats",969.0000000000001
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21104,"Processed Cereals",2110412,"Oats, rolled or flaked grains",18771.000000000004
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21104,"Processed Cereals",2110419,"Cereals, rolled or flaked grains nes",8130.000000000001
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21104,"Processed Cereals",2110422,"Oats, hulled, pearled, sliced or kibbled",555
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21104,"Processed Cereals",2110429,"Cereals, hulled, pearled, sliced or kibbled nes",7740
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21105,"Potato Flours",2110510,"Potato flour or meal",473
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21105,"Potato Flours",2110520,"Potato flakes, granules and pellets",36.00000000000001
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21106,"Legume Flours",2110630,"Flour, meal, powder of fruit/nut, citrus or melon pee",33515
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21202,"Ground Nuts",2120220,"Ground-nuts shelled, not roasted or cooked",961
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21207,"Other Oily Seeds",2120740,"Sesamum seeds",864.0000000000001
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21207,"Other Oily Seeds",2120750,"Mustard seeds",6
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21207,"Other Oily Seeds",2120791,"Poppy seeds",1960.9999999999998
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21207,"Other Oily Seeds",2120799,"Oil seeds and oleaginous fruits, nes",387135
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21208,"Oil Seed Flower",2120890,"Flour or meal of oil seed, fruit, except mustard, soy",84
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21209,"Sowing Seeds",2120911,"Seed, sugar beet, for sowing",9.000000000000002
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21209,"Sowing Seeds",2120929,"Seed, forage plants, for sowing nes",5385
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21209,"Sowing Seeds",2120991,"Seed, vegetable, nes for sowing",1406917
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21209,"Sowing Seeds",2120999,"Seed, fruits and spores for sowing, nes",1699
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21211,"Perfume Plants",2121190,"Other plants of a kind use for perfumery, pharmacy, insecticidal purpose (fresh or dried)",39098
2,"Vegetable Products",213,"Lac; gums, resins and other vegetable saps and extracts",21302,"Vegetable Saps",2130232,"Mucilages & thickeners, from locust bean, guar seeds",39729
2,"Vegetable Products",213,"Lac; gums, resins and other vegetable saps and extracts",21302,"Vegetable Saps",2130239,"Mucilages and thickeners nes",52.00000000000001
2,"Vegetable Products",214,"Vegetable plaiting materials",21404,"Other Vegetable Products",2140420,"Cotton linters",19237.000000000004
2,"Vegetable Products",214,"Vegetable plaiting materials",21404,"Other Vegetable Products",2140490,"Vegetable products nes",3609
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31507,"Soybean Oil",3150710,"Soya-bean oil crude, whether or not degummed",2051
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31507,"Soybean Oil",3150790,"Refined soya-bean oil, not chemically modified",8732
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31508,"Ground Nut Oil",3150890,"Refined ground-nut oil not chemically modified",582.0000000000001
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31509,"Pure Olive Oil",3150910,"Olive oil, virgin",108228.00000000001
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31509,"Pure Olive Oil",3150990,"Olive oil, fractions, refined, not chemically modifie",7847
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31510,"Olive Oil",3151000,"Olive oil, fractions, blends, not chemically modified",17840
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31511,"Palm Oil",3151190,"Palm oil or fractions simply refined",1879232
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31512,"Seed Oils",3151219,"Sunflower or safflower oil,fractions simply refined",376149
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31513,"Coconut Oil",3151319,"Coconut (copra) oil or fractions simply refined",15840.000000000002
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31514,"Rapeseed Oil",3151410,"Canola, rape, colza or mustard oil, crude",179
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31515,"Other Pure Vegetable Oils",3151529,"Maize oil, fractions, refined not chemically modified",97532.99999999999
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31515,"Other Pure Vegetable Oils",3151590,"Veg fats, oils nes, fractions, not chemically modified",415905
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31516,"Other Vegetable Oils",3151610,"Animal fats, oils, fractions, hydrogenated, esterifie",18820
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31516,"Other Vegetable Oils",3151620,"Veg fats, oils or fractions hydrogenated, esterified",43898
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31517,"Margarine",3151710,"Margarine, except liquid margarine",1293.0000000000002
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31517,"Margarine",3151790,"Edible mix & preparations of animal & veg fat, oil ne",137967
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31518,"Inedible Fats and Oils",3151800,"Processed animal, vegetable oils, industrial preps ne",218.99999999999997
4,"Foodstuffs",416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates",41601,"Sausages",4160100,"Sausages, similar products of meat, meat offal & bloo",113926.00000000001
4,"Foodstuffs",416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates",41602,"Other Prepared Meat",4160231,"Turkey meat, offal prepared or preserved, except live",21158
4,"Foodstuffs",416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates",41602,"Other Prepared Meat",4160239,"Fowl, duck,goose, offal, prepared, preserved not live",5861
4,"Foodstuffs",416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates",41602,"Other Prepared Meat",4160241,"Swine hams & cuts thereof, prepared or preserved",542
4,"Foodstuffs",416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates",41602,"Other Prepared Meat",4160250,"Bovine meat, offal nes, not livers, prepared/preserve",359
4,"Foodstuffs",416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates",41603,"Animal Extracts",4160300,"Extracts, juices of meat, fish, aquatic invertebrates",519
4,"Foodstuffs",416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates",41604,"Processed Fish",4160413,"Sardine, brisling, sprat prepared/preserved,not mince",16076
4,"Foodstuffs",416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates",41604,"Processed Fish",4160414,"Tuna, skipjack, bonito, prepared/preserved, not mince",50669
