"date","year","location","locality","magnitude","x_missing","x_of_deaths","x_of_injuries","damage_in_millions","damages_dollars","houses_damaged","houses_destroyed","latitude","longitude"
"11/20/1928",1928,"CHILE","NORTHERN",7.1,NA,NA,NA,NA,NA,NA,NA,-22.5,-70.5
"12/1/1928",1928,"CHILE","TALCA, CHILLAN, SANTIAGO, SAN FERNANDO",7.6,NA,279,NA,NA,NA,NA,NA,-35,-72
"12/19/1928",1928,"PHILIPPINES","COTABATO,N COAST OF ILLANA BAY",7.3,NA,97,102,NA,NA,NA,NA,7,124
"1/13/1929",1929,"RUSSIA","KURIL ISLANDS",7.7,NA,NA,NA,NA,NA,NA,NA,49.8,154.8
"1/13/1929",1929,"CHINA","NEI MONGOL",6,NA,2,NA,NA,NA,NA,100,40.7,111.6
"1/17/1929",1929,"VENEZUELA","CUMANA",6.9,NA,NA,NA,NA,NA,NA,NA,10.5,-64.2
"1/19/1929",1929,"MYANMAR (BURMA)","HTAWGAW",5.5,NA,NA,NA,NA,NA,NA,NA,25.5,98
"2/1/1929",1929,"AFGHANISTAN","HINDU KUSH",7.1,NA,NA,NA,NA,NA,NA,NA,36.5,70.5
"3/7/1929",1929,"ALASKA","ALEUTIAN ISLANDS",7.8,NA,NA,NA,NA,NA,NA,NA,51,-170
"5/1/1929",1929,"IRAN","KOPET-DAGH",7.4,NA,NA,NA,NA,NA,NA,NA,37.8,57.6
"5/18/1929",1929,"TURKEY","SUSEHRI",6.5,NA,NA,NA,NA,NA,NA,NA,40.2,37.9
"5/21/1929",1929,"JAPAN","HIUGANADA",6.8,NA,NA,NA,NA,NA,NA,NA,31.7,132.2
"5/26/1929",1929,"CANADA","QUEEN CHARLOTTE ISLANDS",7,NA,NA,NA,NA,NA,NA,NA,51,-131
"6/4/1929",1929,"MYANMAR (BURMA)","MYITKYINA",NA,NA,NA,NA,NA,NA,NA,NA,25.2,97.2
"6/13/1929",1929,"PHILIPPINES","MINDANAO",7.2,NA,NA,NA,NA,NA,NA,NA,8.5,127
"6/16/1929",1929,"NEW ZEALAND","SOUTH ISLAND",7.5,NA,17,NA,NA,NA,NA,NA,-41.75,172.25
"6/27/1929",1929,"SOUTH SANDWICH ISLANDS","",7.8,NA,NA,NA,NA,NA,NA,NA,-54,-29.5
"7/13/1929",1929,"IRAN","FARUJ",5.8,NA,NA,NA,NA,NA,NA,NA,37.5,58
"7/15/1929",1929,"IRAN","MASJED SOLEYMAN,ANDARKAH",6.2,NA,NA,NA,NA,NA,NA,NA,32.2,49.7
"7/23/1929",1929,"ICELAND","",6.3,NA,NA,NA,NA,NA,NA,NA,63.9,-21.7
"8/12/1929",1929,"NEW YORK","ATTICA",NA,NA,NA,NA,NA,NA,NA,NA,42.9,-78.3
"10/19/1929",1929,"CHILE","",7.5,NA,NA,NA,NA,NA,NA,NA,-23,-69
"11/18/1929",1929,"CANADA","GRAND BANKS",7.3,NA,28,NA,1,1000000,NA,NA,44.69,-56
"12/17/1929",1929,"ALASKA","ALEUTIAN ISLANDS",7.8,NA,NA,NA,NA,NA,NA,NA,52.5,171.5
"1/3/1930",1930,"CHINA","JIANGSU PROVINCE",5.5,NA,NA,NA,NA,NA,NA,NA,32.2,119.4
"1/28/1930",1930,"ALBANIA","KORCE, POLENA, LAVDAR, MOSKOPOJE, SHIPSKE",5.6,NA,NA,NA,NA,NA,NA,NA,40.4,20.5
"2/14/1930",1930,"GREECE","AITANIA-VATHIA (CRETE)",6.7,NA,NA,NA,NA,NA,NA,NA,35.8,24.8
"2/16/1930",1930,"SPAIN","OFF SOUTHERN COAST",NA,NA,NA,NA,NA,NA,NA,NA,36,-3
"3/26/1930",1930,"ITALY","FILICUDI ISLAND",NA,NA,NA,NA,NA,NA,NA,NA,38.6,14.6
"3/31/1930",1930,"NICARAGUA","MANAGUA",NA,NA,NA,NA,NA,NA,NA,NA,12.1,-86.2
"5/5/1930",1930,"MYANMAR (BURMA)","PEGU, RANGOON",7.3,NA,500,NA,NA,NA,NA,NA,17.3,96.5
"5/6/1930",1930,"IRAN","SALMAS",7.5,NA,NA,NA,NA,NA,NA,NA,38.1,44.7
"5/14/1930",1930,"CHINA","YUNNAN PROVINCE",6,NA,42,NA,NA,NA,NA,NA,26.8,103
"6/19/1930",1930,"JAVA-S. JAVA SEA","",6,NA,NA,NA,NA,NA,NA,NA,-5.6,105.3
"7/2/1930",1930,"BANGLADESH","DHUBRI,ASSAM",7.1,NA,NA,NA,NA,NA,NA,NA,25.5,90
"7/5/1930",1930,"SPAIN","MONTILLA",5.6,NA,NA,NA,NA,NA,NA,NA,37.8,-4.5
"7/18/1930",1930,"MYANMAR (BURMA)","THARRAWADDY",NA,NA,NA,NA,NA,NA,NA,NA,17.4,95.5
"7/19/1930",1930,"S. JAVA SEA","",6.5,NA,NA,NA,NA,NA,NA,NA,-9.3,114.3
"7/23/1930",1930,"ITALY","IRPINIA",6.5,NA,NA,NA,NA,NA,NA,NA,41.1,15.4
"8/24/1930",1930,"CHINA","SICHUAN PROVINCE",5.5,NA,200,NA,NA,NA,NA,NA,30,100
"8/31/1930",1930,"CALIFORNIA","SOUTHERN",5.2,NA,1,NA,NA,NA,NA,NA,34.03,-118.643
"9/11/1930",1930,"INDONESIA","AMURANG ISLAND",NA,NA,NA,NA,NA,NA,NA,NA,1.2,124.57
"9/21/1930",1930,"CHINA","YUNNAN PROVINCE",6.5,NA,NA,NA,NA,NA,NA,NA,25.8,98.4
"9/22/1930",1930,"TAJIKISTAN","DUSHANBE (STALINABAD)",6.3,NA,NA,NA,NA,NA,NA,NA,38.4,68.5
"9/30/1930",1930,"PAPUA NEW GUINEA","BISMARCK SEA",6.6,NA,NA,NA,NA,NA,NA,NA,-4.423,145.46
"10/2/1930",1930,"IRAN","AH,MOBARAKABAD,AB ALI,SARPURAK",5,NA,NA,NA,NA,NA,NA,NA,35.8,52.1
"10/30/1930",1930,"ITALY","SENIGALLIA",5.9,NA,18,NA,NA,NA,NA,NA,43.667,13.267
"11/5/1930",1930,"MONGOLIA","",NA,NA,NA,NA,NA,NA,NA,NA,-4.05,39.667
"11/21/1930",1930,"ALBANIA","VLORE, HIMARE, KUC",6,NA,NA,NA,NA,NA,NA,NA,40.5,19.5
"11/25/1930",1930,"JAPAN","HONSHU",7.1,NA,259,1285,NA,NA,NA,8099,35,139
"12/2/1930",1930,"ALBANIA","VLORE, TEPELENE",5,NA,NA,NA,NA,NA,NA,NA,40.3,19.6
"12/3/1930",1930,"MYANMAR (BURMA)","PYU",7.3,NA,36,NA,NA,NA,NA,NA,18.2,96.4
"12/7/1930",1930,"ITALY","CENTRAL",NA,NA,NA,NA,NA,NA,NA,NA,43.7,13.3
"12/8/1930",1930,"TAIWAN","TAINAN",6.3,NA,4,NA,NA,NA,NA,297,23.2,120.6
"12/22/1930",1930,"TAIWAN","TAINAN",5.5,NA,NA,NA,NA,NA,NA,121,23.2,120.6
"12/23/1930",1930,"PAPUA NEW GUINEA","BISMARCK SEA",6.5,NA,27,8,NA,NA,NA,104,-1.3,144.3
"12/24/1930",1930,"ARGENTINA","LA POMA",6,NA,39,NA,NA,NA,NA,NA,-24.7,-66.3
"12/29/1930",1930,"CHILE","NORTHERN",6,NA,NA,NA,NA,NA,NA,NA,-28.5,-71
"1/4/1931",1931,"GREECE","CORINTH-ISTHMIA (CORINTHIA)",5.3,NA,NA,NA,NA,NA,NA,NA,38,23
"1/15/1931",1931,"MEXICO","OAXACA",7.9,NA,NA,NA,NA,NA,NA,NA,16.1,-96.8
"1/26/1931",1931,"ITALY","N",NA,NA,NA,NA,NA,NA,NA,NA,44.3,10.1
"1/27/1931",1931,"MYANMAR (BURMA)","KACHIN",7.6,NA,NA,NA,NA,NA,NA,NA,25.6,96.8
"1/28/1931",1931,"ALBANIA","KORCE",5.8,NA,NA,NA,NA,NA,NA,NA,40.6,20.8
"1/28/1931",1931,"MYANMAR (BURMA)","KAMAING",NA,NA,NA,NA,NA,NA,NA,NA,25.4,96.8
"2/1/1931",1931,"ITALY","N",NA,NA,NA,NA,NA,NA,NA,NA,44.3,10.1
"2/2/1931",1931,"NEW ZEALAND","HAWKE BAY",7.7,2,256,400,25,25000000,NA,NA,-39.772,176.025
"2/13/1931",1931,"NEW ZEALAND","N",7.1,NA,NA,NA,NA,NA,NA,NA,-39.5,177
"2/19/1931",1931,"NEW ZEALAND","N",NA,NA,NA,NA,NA,NA,NA,NA,-39.5,177
"3/8/1931",1931,"GREECE","",6.9,NA,NA,NA,NA,NA,NA,NA,41,22.5
"3/9/1931",1931,"JAPAN","NEAR E COAST HONSHU",7.7,NA,NA,NA,NA,NA,NA,NA,40.5,142.5
"3/18/1931",1931,"CENTRAL CHILE","",7.1,NA,NA,NA,NA,NA,NA,NA,-32.5,-72
"3/19/1931",1931,"PHILIPPINES","LUZON",6.9,NA,NA,NA,NA,NA,NA,NA,18.3,120.2
"3/26/1931",1931,"ITALY","N",NA,NA,NA,NA,NA,NA,NA,NA,44.9,11.4
"3/31/1931",1931,"NICARAGUA","MANAGUA",5.6,NA,NA,NA,NA,NA,NA,NA,13.2,-85.7
"4/21/1931",1931,"ITALY","N",NA,NA,NA,NA,NA,NA,NA,NA,44.4,11.6
"4/24/1931",1931,"ITALY","N",NA,NA,NA,NA,NA,NA,NA,NA,46.3,12.5
"4/27/1931",1931,"ARMENIA","ZANGEZUR, NAKHITCHEVAN",6.3,NA,NA,NA,NA,NA,NA,NA,39.2,46
"6/7/1931",1931,"UK","SCARBOROUGH, GRIMSBY",6,NA,NA,NA,NA,NA,NA,NA,54,1.067
"7/6/1931",1931,"ITALY","SICILY",NA,NA,NA,NA,NA,NA,NA,NA,37.7,15.1
"8/7/1931",1931,"PAPUA NEW GUINEA","BISMARCK SEA",7,NA,NA,NA,NA,NA,NA,NA,-3.417,142.077
"8/10/1931",1931,"CHINA","XINJIANG WEIWUER ZIZHIQU PROVINCE",8,NA,10000,NA,NA,NA,NA,NA,47.1,89.8
"8/27/1931",1931,"PAKISTAN","MACH,BALUCHISTAN",7.4,NA,NA,NA,NA,NA,NA,NA,29.8,67.3
"9/14/1931",1931,"ITALY","CENTRAL",NA,NA,NA,NA,NA,NA,NA,NA,42.7,13
"9/21/1931",1931,"JAPAN","HONSHU",7,NA,NA,NA,NA,NA,NA,NA,36.1,139.2
"9/25/1931",1931,"SW. SUMATRA","",7.4,NA,NA,NA,NA,NA,NA,NA,-5,102.75
"10/3/1931",1931,"SOLOMON ISLANDS","SAN CRISTOBAL ISLAND",7.8,NA,50,NA,NA,NA,NA,NA,-10.932,161.016
"10/10/1931",1931,"SOLOMON ISLANDS","",7.7,NA,NA,NA,NA,NA,NA,NA,-9.968,161.194
"11/2/1931",1931,"JAPAN","KYUSHU",7.5,NA,1,NA,NA,NA,NA,14,32,131.5
"1/20/1932",1932,"PERU","",6.8,NA,NA,NA,NA,NA,NA,NA,-12,-77.5
"2/3/1932",1932,"CUBA","SANTIAGO DE CUBA",5.4,NA,NA,NA,NA,NA,NA,NA,20,-75.8
"3/6/1932",1932,"CHINA","SICHUAN PROVINCE",6,NA,200,NA,NA,NA,NA,NA,30.1,101.8
"3/8/1932",1932,"FIJI ISLANDS","KORO,MUDU,SUVASAVU",6.2,NA,NA,NA,NA,NA,NA,NA,-17.5,179.6
"4/6/1932",1932,"CHINA","HUBEI PROVINCE",6,NA,6,27,NA,NA,NA,NA,31.4,115
"5/14/1932",1932,"INDONESIA","SULAWESI",7.4,NA,6,115,NA,NA,NA,592,0.5,126
"5/20/1932",1932,"IRAN","TORBET-I-KHEYDARLY",5.4,NA,NA,NA,NA,NA,NA,NA,36.6,53.4
"5/21/1932",1932,"NICARAGUA","NEAR WEST COAST",7.6,NA,NA,NA,NA,NA,NA,NA,12,-87.5
"5/26/1932",1932,"KERMADEC ISLANDS","",7.9,NA,NA,NA,NA,NA,NA,NA,-25.5,179.2
"6/3/1932",1932,"MEXICO","NEAR COAST OF JALISCO",8.1,NA,400,120,NA,NA,NA,NA,19.5,-104.25
"6/18/1932",1932,"MEXICO","CENTRAL, COLIMA",7.9,NA,NA,NA,NA,NA,NA,NA,19.452,-103.632
"6/22/1932",1932,"MEXICO","CENTRAL",6.9,NA,75,100,NA,NA,NA,NA,19,-104.5
"8/14/1932",1932,"MYANMAR; INDIA","ASSAM",7,NA,NA,NA,NA,NA,NA,NA,26,95.5
"8/24/1932",1932,"PHILIPPINES","LUZON",NA,NA,NA,NA,NA,NA,NA,NA,16.5,120.5
"9/9/1932",1932,"INDONESIA","AMBON ISLAND, CERAM ISLAND",NA,NA,NA,NA,NA,NA,NA,73,-3.57,128.35
"9/15/1932",1932,"NEW ZEALAND","GISBORNE, WAIROA",6.8,NA,NA,5,NA,NA,NA,NA,-39,177.5
"9/26/1932",1932,"GREECE","HIERISSOS-STRANTONION (CHALKIDIKI)",6.9,NA,161,669,NA,NA,3218,4106,40.5,23.9
"9/29/1932",1932,"GREECE","CHALKIDIKI",6.2,NA,NA,NA,NA,NA,NA,NA,40.5,23.8
"11/2/1932",1932,"PACIFIC OCEAN","N",7.5,NA,NA,NA,NA,NA,NA,NA,-32,-131.5
"11/4/1932",1932,"VENEZUELA","CUMANA",NA,NA,NA,NA,NA,NA,NA,NA,10.5,-64.2
"11/10/1932",1932,"NEW YORK","WILLETTS POINT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/20/1932",1932,"NEVADA","CEDAR MOUNTAIN",7.2,NA,NA,NA,NA,NA,NA,NA,38.7,-117.8
"12/25/1932",1932,"CHINA","GANSU PROVINCE",7.6,NA,275,320,NA,NA,NA,1167,39.7,96.7
"1/1/1932",1932,"EL SALVADOR","ZACATECOLUCA,SAN JUAN,NONUALCO",NA,NA,NA,NA,NA,NA,NA,NA,13.3,-88.5
"1/1/1932",1932,"CHINA","SICHUAN PROVINCE",5,NA,NA,NA,NA,NA,NA,NA,31.8,102.2
"2/23/1933",1933,"CHILE","",7.6,NA,NA,NA,NA,NA,NA,NA,-20,-71
"2/26/1933",1933,"ITALY","SICILY",NA,NA,NA,NA,NA,NA,NA,NA,37.4,13
"3/2/1933",1933,"JAPAN","SANRIKU",8.4,NA,3022,NA,NA,NA,NA,6000,39.224,144.622
"3/11/1933",1933,"CALIFORNIA","LONG BEACH",6.3,NA,NA,NA,NA,NA,NA,NA,33.62,-117.97
"4/23/1933",1933,"GREECE","DODECANESE ISLANDS",6.4,NA,NA,NA,NA,NA,NA,NA,36.8,27.2
"5/19/1933",1933,"TOGO","GOLD COAST",NA,NA,NA,NA,NA,NA,NA,NA,6.9,0.6
"5/21/1933",1933,"EL SALVADOR","SAN SALVADOR",6.9,NA,NA,NA,NA,NA,NA,NA,12,-87.5
"6/18/1933",1933,"SANRIKU, JAPAN","",NA,NA,NA,NA,NA,NA,NA,NA,38.1,142.4
"6/24/1933",1933,"INDONESIA","S SUMATERA",7.5,NA,NA,NA,NA,NA,NA,NA,-5.5,104.8
"8/25/1933",1933,"CHINA","SICHUAN PROVINCE",7.5,NA,9300,NA,NA,NA,NA,NA,31.9,103.4
"9/20/1933",1933,"CHINA","SICHUAN PROVINCE",5,NA,200,NA,NA,NA,NA,30,29.5,102.5
"9/26/1933",1933,"ITALY","CENTRAL",NA,NA,NA,NA,NA,NA,NA,NA,42,14.2
"10/2/1933",1933,"ECUADOR","",6.9,NA,NA,NA,NA,NA,NA,NA,-2,-81
"11/3/1933",1933,"CHILE","",5.5,NA,NA,NA,NA,NA,NA,NA,-22,-70.5
"11/20/1933",1933,"CANADA","BAFFIN BAY",7.7,NA,NA,NA,NA,NA,NA,NA,73.122,-70.014
"11/28/1933",1933,"IRAN","BAHABAD,ALIABAD,RAHIMABAD,KHAIRABAD",6.3,NA,NA,NA,NA,NA,NA,NA,32.1,56
"12/12/1933",1933,"PAPUA NEW GUINEA","",NA,NA,NA,NA,NA,NA,NA,NA,-5,151
"1/12/1934",1934,"CHINA","YUNNAN PROVINCE",6,NA,1,14,NA,NA,NA,NA,23.7,102.7
"1/15/1934",1934,"NEPAL; INDIA","BIHAR",8,NA,10600,NA,NA,NA,NA,NA,26.773,86.762
"1/20/1934",1934,"CHINA","NEI MONGOL",6.3,NA,NA,NA,NA,NA,NA,NA,41,108.8
"2/14/1934",1934,"PHILIPPINES","LUZON",7.9,NA,NA,NA,NA,NA,NA,NA,17.5,119
"3/5/1934",1934,"NEW ZEALAND","NORTH ISLAND",7.5,NA,NA,NA,NA,NA,NA,NA,-40.5,175.5
"6/2/1934",1934,"ICELAND","",NA,NA,NA,NA,NA,NA,NA,NA,66,-18.25
"7/18/1934",1934,"PANAMA-COSTA RICA","",7.7,NA,NA,4,0.05,50000,NA,NA,8,-82.5
"7/18/1934",1934,"SOLOMON ISLANDS","SANTA CRUZ ISLANDS",7.8,NA,NA,NA,NA,NA,NA,NA,-11.907,166.731
"7/21/1934",1934,"SOLOMON ISLANDS; NEW CALEDONIA","",7.1,NA,NA,NA,NA,NA,NA,NA,-11.139,165.503
"8/11/1934",1934,"TAIWAN","YILAN",6.5,NA,3,NA,NA,NA,NA,6,24.8,121.5
"11/27/1934",1934,"TURKEY","KURDISTAN",NA,NA,NA,NA,NA,NA,NA,NA,37.919,40.211
"11/30/1934",1934,"MEXICO","JALISCO",7,NA,NA,NA,NA,NA,NA,NA,18.5,-105.5
"12/3/1934",1934,"HONDURAS","SAN JORGE, LA ENCARNACION, SAN FERNANDO",NA,NA,NA,NA,NA,NA,NA,NA,15,-89
"12/4/1934",1934,"CHILE","IQUIQUE, PISAGUA, SAPIGA, NEGRERO",6.9,NA,NA,NA,NA,NA,NA,NA,-19.5,-69.5
"12/12/1934",1934,"PAPUA NEW GUINEA","NEW BRITAIN",NA,NA,NA,NA,NA,NA,NA,NA,-4.2,152.2
"12/15/1934",1934,"TURKEY","KURDISTAN",NA,NA,NA,NA,NA,NA,NA,NA,37.919,40.211
"12/24/1934",1934,"AZORES","ATLANTIC",NA,NA,NA,NA,NA,NA,NA,NA,38.2,-20.6
"12/31/1934",1934,"CALIFORNIA","BAJA,IMPERIAL VALLEY",7.1,NA,NA,NA,NA,NA,NA,NA,31.8,-115.5
"1/4/1935",1935,"TURKEY","",6.2,NA,NA,NA,NA,NA,NA,NA,40.5,27.5
"2/25/1935",1935,"GREECE","NEAPOLIS-ANOGNIA (CRETE)",6.7,NA,NA,NA,NA,NA,NA,NA,35.8,25
"3/5/1935",1935,"IRAN","ALBORZ",6,NA,NA,NA,NA,NA,NA,NA,36.3,53.3
"4/11/1935",1935,"IRAN","KEVSUT, ALBORZ, SARI",6.3,NA,NA,NA,NA,NA,NA,NA,36.3,53.5
"4/20/1935",1935,"TAIWAN","MIALOI",6,NA,3276,12053,NA,NA,NA,17907,24.3,120.8
"4/28/1935",1935,"CHINA","SICHUAN PROVINCE",6,NA,2,NA,NA,NA,NA,NA,29.4,102.3
"5/1/1935",1935,"TURKEY","KIGI",6.1,NA,NA,NA,NA,NA,NA,NA,39.3,40.6
"5/4/1935",1935,"TAIWAN","XINZHU",6,NA,NA,37,NA,NA,NA,28,24.8,120.8
"5/30/1935",1935,"PAKISTAN","QUETTA",7.5,NA,60000,NA,25,25000000,NA,NA,29.5,66.8
"6/7/1935",1935,"TAIWAN","TAIZHONG",5.8,NA,NA,2,NA,NA,NA,15,24.2,120.5
"7/11/1935",1935,"JAPAN","HONSHU",6.3,NA,NA,NA,NA,NA,NA,NA,35,138
"7/16/1935",1935,"TAIWAN","XIINZHU",6.5,NA,2746,6004,NA,NA,NA,30000,24.6,120.8
"7/19/1935",1935,"JAPAN","",NA,NA,NA,NA,NA,NA,NA,NA,36.6,141.4
"8/7/1935",1935,"COLOMBIA","FUNES",NA,NA,NA,NA,NA,NA,NA,NA,1,-77.5
"8/10/1935",1935,"ITALY","CENTRAL",NA,NA,NA,NA,NA,NA,NA,NA,42.9,12.7
"9/11/1935",1935,"RUSSIA","KURIL ISLANDS",7.6,NA,NA,NA,NA,NA,NA,NA,43,146.5
"9/20/1935",1935,"PAPUA NEW GUINEA","N-CENTRAL",7.8,NA,NA,NA,NA,NA,NA,NA,-3.824,141.416
"10/12/1935",1935,"SANRIKU, JAPAN","",NA,NA,NA,NA,NA,NA,NA,NA,39.9,143.7
"10/18/1935",1935,"SANRIKU, JAPAN","",NA,NA,NA,NA,NA,NA,NA,NA,40.7,144.3
"10/19/1935",1935,"MONTANA","HELENA",6.2,NA,2,NA,19,19000000,NA,300,46.6,-112
"10/31/1935",1935,"MONTANA","HELENA",6,NA,2,NA,6,6000000,NA,NA,46.6,-112
"11/25/1935",1935,"INDONESIA","CELEBES SEA",6.5,NA,NA,NA,NA,NA,NA,NA,5.5,94
"12/14/1935",1935,"MEXICO","TUXTLA GUTIERREZ,GUERRERO,MEXICO CITY",NA,NA,NA,NA,NA,NA,NA,NA,16.5,-93.1
"12/15/1935",1935,"SOLOMON ISLANDS","",7.6,NA,NA,NA,NA,NA,NA,NA,-9.8,161
"12/18/1935",1935,"CHINA","SICHUAN PROVINCE",6,NA,100,NA,NA,NA,NA,NA,28.7,103.6
"12/28/1935",1935,"INDONESIA","N SUMATERA",7.9,NA,NA,NA,NA,NA,NA,NA,NA,98.25
"1/9/1936",1936,"COLOMBIA","",7,NA,NA,NA,NA,NA,NA,NA,1.1,-77.6
"2/7/1936",1936,"CHINA","GANSU PROVINCE",6.8,NA,NA,NA,NA,NA,NA,9650,35.4,103.4
"4/1/1936",1936,"INDONESIA","TALAUD ISLANDS",7.7,NA,NA,3,NA,NA,NA,169,4.5,126.5
"4/1/1936",1936,"CHINA","GUANGXI PROVINCE",6.8,NA,NA,NA,NA,NA,NA,NA,22.5,109.4
"4/26/1936",1936,"CHINA","SICHUAN PROVINCE",6.8,NA,NA,NA,NA,NA,NA,NA,28.6,103.6
"6/30/1936",1936,"RUSSIA","KOMANDORSKY ISLAND",7.2,NA,NA,NA,NA,NA,NA,NA,55,165
"6/30/1936",1936,"IRAN","ABIZ, SARBISHEH",6.2,NA,NA,NA,NA,NA,NA,NA,33,60
"7/3/1936",1936,"SOUTH KOREA","",5,NA,NA,NA,NA,NA,NA,NA,35.2,127.6
"7/13/1936",1936,"CHILE","TALTAL",7.3,NA,1,40,NA,NA,NA,NA,-24.5,-70
"8/1/1936",1936,"CHINA","GANSU PROVINCE",6,NA,115,31,NA,NA,NA,4459,34.2,105.7
"8/14/1936",1936,"COLOMBIA","PASTO",NA,NA,NA,NA,NA,NA,NA,NA,1.2,-77.3
"8/17/1936",1936,"CHINA","YUNNAN PROVINCE",5.5,NA,30,NA,NA,NA,NA,NA,26.6,103
"8/22/1936",1936,"TAIWAN","",7.2,NA,NA,10,NA,NA,NA,15,22.3,120.8
"8/23/1936",1936,"INDONESIA","BANDA ACEH,LHOK SUKON,LHOKSEMAWE",7.3,NA,9,20,NA,NA,NA,NA,6.1,94.7
"9/9/1936",1936,"INDONESIA","N SUMATERA",NA,NA,17,NA,NA,NA,NA,NA,3.5,97.5
"11/2/1936",1936,"SANRIKU, JAPAN","",NA,NA,NA,NA,NA,NA,NA,NA,38.2,142.2
"11/11/1936",1936,"CHINA","XINJIANG WEIWUER ZIZHIQU PROVINCE",5.5,NA,NA,NA,NA,NA,NA,NA,39.5,74.2
"11/13/1936",1936,"RUSSIA","NEAR KAMCHATKA",7.3,NA,NA,NA,NA,NA,NA,NA,55.2,164
"12/19/1936",1936,"EL SALVADOR","SAN VICENTE",NA,NA,NA,NA,NA,NA,NA,NA,13.2,-88.7
"12/27/1936",1936,"JAPAN","NII JIMA",NA,NA,NA,NA,NA,NA,NA,NA,34.4,139.2
"1/7/1937",1937,"CHINA","QINGHAI PROVINCE",7.5,NA,NA,NA,NA,NA,NA,NA,35.5,97.6
"1/12/1937",1937,"NICARAGUA","CHINANDEGA,PORT CORINTO",NA,NA,NA,NA,NA,NA,NA,NA,12.6,-87.2
"2/10/1937",1937,"ALGERIA","GUELMA, LAPAINE",5.2,NA,NA,NA,NA,NA,NA,NA,36.4,7.5
"2/21/1937",1937,"RUSSIA","KURIL ISLANDS",7.6,NA,NA,NA,NA,NA,NA,NA,44.5,149.4
"4/16/1937",1937,"FIJI ISLANDS","",8.1,NA,NA,NA,NA,NA,NA,NA,-21.5,-177
"5/28/1937",1937,"PAPUA NEW GUINEA","KERAVIA, RABAUL, KOKOPO",NA,NA,507,NA,NA,NA,NA,NA,-4.271,152.203
"7/26/1937",1937,"MEXICO","CENTRAL, PUEBLA",7.7,NA,NA,NA,NA,NA,NA,NA,18.8,-97.5
"7/31/1937",1937,"CHINA","SHANDONG PROVINCE",7,NA,390,NA,NA,NA,NA,NA,35.4,115.1
"8/20/1937",1937,"PHILIPPINES","LUZON",7.5,NA,1,200,NA,NA,NA,NA,14.5,121.5
"9/15/1937",1937,"CHINA","SHANXI PROVINCE",5,NA,NA,NA,NA,NA,NA,NA,37.8,112.5
"9/21/1937",1937,"RUSSIA","KAMCHATKA",NA,NA,NA,NA,NA,NA,NA,NA,56,162.5
"9/27/1937",1937,"INDONESIA","JAVA",7.2,NA,1,NA,NA,NA,2200,326,-9.4,110.2
"10/5/1937",1937,"MEXICO","CHILPANCINGO,TIXTLA",NA,NA,NA,NA,NA,NA,NA,NA,17.3,-99.3
"11/6/1937",1937,"INDONESIA","NEW GUINEA",NA,NA,NA,NA,NA,NA,NA,NA,-3,132.3
"11/14/1937",1937,"AFGHANISTAN","HINDU KUSH",7.2,NA,NA,NA,NA,NA,NA,NA,36.5,70.5
"12/8/1937",1937,"TAIWAN","TAIDONG",7,NA,NA,1,NA,NA,NA,5,22.9,121.2
"12/23/1937",1937,"MEXICO","GUERRERO",7.5,NA,NA,NA,NA,NA,NA,NA,16.7,-98.5
"12/24/1937",1937,"PERU","HUANCABAMBA,OXAPAMPA,EL PROGRESO,SAN DAVID",6.2,NA,NA,NA,NA,NA,NA,NA,-10.5,-76.5
"12/26/1937",1937,"EL SALVADOR","AHUACHAPAN,ATIQUIZAYA,TURIN,LA PUERTA",NA,NA,NA,NA,NA,NA,NA,NA,13.5,-89.5
"1/2/1938",1938,"MEXICO","OMETEPEC",NA,NA,NA,NA,NA,NA,NA,NA,16.1,-98.3
"2/1/1938",1938,"INDONESIA","NEW GUINEA",8.5,NA,NA,NA,NA,NA,8,24,-5.25,130.5
"2/4/1938",1938,"COLOMBIA","TAMESIS",NA,NA,NA,NA,NA,NA,NA,NA,5.1,-75.5
"2/13/1938",1938,"INDONESIA","NEW GUINEA",NA,NA,NA,NA,NA,NA,NA,NA,-3,132.3
"3/6/1938",1938,"PAPUA NEW GUINEA","",NA,NA,NA,NA,NA,NA,NA,NA,-5.1,153.1
"3/22/1938",1938,"CANADA","BRITISH COLUMBIA",6.3,NA,NA,NA,NA,NA,NA,NA,52.2,-131.9
"4/19/1938",1938,"TURKEY","KIRSEHIR",6.7,NA,NA,NA,NA,NA,NA,NA,39.4,33.8
"4/25/1938",1938,"NICARAGUA","LEON,CHINANDEGA",NA,NA,NA,NA,NA,NA,NA,NA,12.2,-86.9
"5/6/1938",1938,"NICARAGUA","LEON (TELICA VOLCANO DESTROYED)",NA,NA,NA,NA,NA,NA,NA,NA,12.3,-86.9
"5/12/1938",1938,"PAPUA NEW GUINEA","",7.5,NA,NA,NA,NA,NA,NA,NA,-6,147.8
"5/14/1938",1938,"CHINA","YUNNAN PROVINCE",6,NA,NA,NA,NA,NA,NA,NA,21.7,99.5
"5/19/1938",1938,"INDONESIA","SULAWESI ISLAND",7.6,NA,17,NA,NA,NA,184,942,-1,120
"5/23/1938",1938,"JAPAN TRENCH","",NA,NA,NA,NA,NA,NA,NA,NA,36.7,141.4
"5/28/1938",1938,"E. HOKKAIDO ISLAND, JAPAN","",6.1,NA,1,NA,NA,NA,NA,7,43.6,144.3
