ADM0_EN,ADM0_PCODE,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1EN,ADM3ALT2EN,date,validOn,validTo,POINT_X,POINT_Y
Ethiopia,ET,Somali,ET05,Liban,ET0509,Dolo Odo,ET050902,,<Null>,,2019/08/19,2020/10/08,,41.65768123300,4.16256569600
Ethiopia,ET,Somali,ET05,Afder,ET0508,Dolobay,ET050808,,<Null>,,2019/08/19,2020/10/08,,42.09860125100,4.48841689000
Ethiopia,ET,Oromia,ET04,Ilu Aba Bora,ET0403,Dorani,ET040324,,<Null>,,2019/08/19,2020/10/08,,35.82046880800,8.44931348300
Ethiopia,ET,SNNP,ET07,Kembata Tibaro,ET0703,Doyogena,ET070306,,<Null>,,2019/08/19,2020/10/08,,37.80612122600,7.38651712600
Ethiopia,ET,Oromia,ET04,Borena,ET0412,Dubluk,ET041291,,<Null>,,2019/08/19,2020/10/08,,38.13709235800,4.43455234300
Ethiopia,ET,Afar,ET02,Awsi /Zone 1,ET0201,Dubti,ET020101,,<Null>,,2019/08/19,2020/10/08,,40.96465262200,11.92635382200
Ethiopia,ET,Afar,ET02,Awsi /Zone 1,ET0201,Dubti town,ET020107,,<Null>,,2019/08/19,2020/10/08,,41.07989938000,11.74841725800
Ethiopia,ET,Oromia,ET04,East Shewa,ET0407,Dugda,ET040707,,<Null>,,2019/08/19,2020/10/08,,38.76487464700,8.17684863100
Ethiopia,ET,Oromia,ET04,West Guji,ET0415,Dugda Dawa,ET041515,,<Null>,,2019/08/19,2020/10/08,,38.12740053000,5.39758291100
Ethiopia,ET,SNNP,ET07,Wolayita,ET0706,Duguna Fango,ET070612,,<Null>,,2019/08/19,2020/10/08,,38.04990355600,6.92148644500
Ethiopia,ET,Oromia,ET04,Finfine Special,ET0420,Dukem,ET042008,,<Null>,,2019/08/19,2020/10/08,,38.90272266400,8.79309935900
Ethiopia,ET,Afar,ET02,Gabi /Zone 3,ET0203,Dulecha,ET020304,,<Null>,,2019/08/19,2020/10/08,,40.05890835800,9.48633848300
Ethiopia,ET,SNNP,ET07,Hadiya,ET0702,Duna,ET070207,,<Null>,,2019/08/19,2020/10/08,,37.66252844300,7.33992875800
Ethiopia,ET,SNNP,ET07,Kembata Tibaro,ET0703,Durame town,ET070308,,<Null>,,2019/08/19,2020/10/08,,37.89722496900,7.24186620200
Ethiopia,ET,Amhara,ET03,Central Gondar,ET0311,East Belesa,ET031117,,<Null>,,2019/08/19,2020/10/08,,38.05923910400,12.45152924700
Ethiopia,ET,Amhara,ET03,Central Gondar,ET0311,East Dembia,ET031111,,<Null>,,2019/08/19,2020/10/08,,37.36136269900,12.41165601500
Ethiopia,ET,Amhara,ET03,South Gondar,ET0302,East Esite,ET030208,,<Null>,,2019/08/19,2020/10/08,,38.07331013400,11.49430454600
Ethiopia,ET,Somali,ET05,Shabelle,ET0506,East Imi,ET050601,,<Null>,,2019/08/19,2020/10/08,,42.31217808400,6.66387450400
Ethiopia,ET,Amhara,ET03,South Gondar,ET0302,Ebenat,ET030201,,<Null>,,2019/08/19,2020/10/08,,38.08035888400,12.14760931000
Ethiopia,ET,Tigray,ET01,Central,ET0102,Edaga arbi,ET010203,,Edaba Tsahima,,2019/08/19,2020/10/08,,39.16315698700,13.94696954200
Ethiopia,ET,Tigray,ET01,Eastern,ET0103,Edaga Hamus town,ET010311,,<Null>,,2019/08/19,2020/10/08,,39.56209466700,14.18603631200
Ethiopia,ET,Amhara,ET03,North Shewa (AM),ET0305,Eferatana Gidem,ET030508,,<Null>,,2019/08/19,2020/10/08,,39.88628293200,10.31310832300
Ethiopia,ET,Tigray,ET01,Central,ET0102,Egela,ET010216,,<Null>,,2019/08/19,2020/10/08,,39.11135476900,14.50170533000
Ethiopia,ET,Oromia,ET04,West Shewa,ET0405,Ejere /Addis Alem,ET040511,,<Null>,,2019/08/19,2020/10/08,,38.36264436500,9.06825208000
Ethiopia,ET,Oromia,ET04,West Shewa,ET0405,Ejersa Lafo,ET040590,,<Null>,,2019/08/19,2020/10/08,,38.25540569400,9.01511639300
Ethiopia,ET,Somali,ET05,Korahe,ET0505,El-Ogaden,ET050598,,<Null>,,2019/08/19,2020/10/08,,44.36536232300,6.41026368000
Ethiopia,ET,Somali,ET05,Shabelle,ET0506,Elale,ET050698,,<Null>,,2019/08/19,2020/10/08,,43.90430810900,6.19581682700
Ethiopia,ET,Afar,ET02,Awsi /Zone 1,ET0201,Elidar,ET020102,,<Null>,,2019/08/19,2020/10/08,,41.75525197300,12.30793685100
Ethiopia,ET,Somali,ET05,Afder,ET0508,Elkare /Serer,ET050804,,<Null>,,2019/08/19,2020/10/08,,42.07910835400,5.95108982800
Ethiopia,ET,Oromia,ET04,Borena,ET0412,Elwaya,ET041295,,<Null>,,2019/08/19,2020/10/08,,37.72184095800,4.92091498200
Ethiopia,ET,Somali,ET05,Nogob,ET0510,Elwayne,ET051002,,<Null>,,2019/08/19,2020/10/08,,43.07857170100,6.53957064300
Ethiopia,ET,Tigray,ET01,Southern,ET0104,Emba Alaje,ET010404,,<Null>,,2019/08/19,2020/10/08,,39.50513586100,12.93386785200
Ethiopia,ET,Tigray,ET01,Central,ET0102,Emba Sieneti,ET010219,,<Null>,,2019/08/19,2020/10/08,,39.23629872200,14.04878266500
Ethiopia,ET,SNNP,ET07,Guraghe,ET0701,Emdebir town,ET070116,,<Null>,,2019/08/19,2020/10/08,,37.92435027600,8.12217705300
Ethiopia,ET,Amhara,ET03,East Gojam,ET0306,Enarj Enawga,ET030605,,<Null>,,2019/08/19,2020/10/08,,38.21792129800,10.68722064500
Ethiopia,ET,Tigray,ET01,North Western,ET0101,Endabaguna town,ET010114,,<Null>,,2019/08/19,2020/10/08,,38.18004294400,13.94387450100
Ethiopia,ET,Tigray,ET01,Central,ET0102,Endafelasi,ET010218,,<Null>,,2019/08/19,2020/10/08,,38.96113955600,13.91943960700
Ethiopia,ET,Tigray,ET01,Southern,ET0104,Endamehoni,ET010405,,<Null>,,2019/08/19,2020/10/08,,39.49092675200,12.75693448800
Ethiopia,ET,Tigray,ET01,South Eastern,ET0106,Enderta,ET010602,,<Null>,,2019/08/19,2020/10/08,,39.35565564400,13.39249331200
Ethiopia,ET,SNNP,ET07,Guraghe,ET0701,Endiguagn,ET070108,,<Null>,,2019/08/19,2020/10/08,,37.85560921600,7.82514304900
Ethiopia,ET,Amhara,ET03,East Gojam,ET0306,Enebse Sarmder,ET030604,,<Null>,,2019/08/19,2020/10/08,,38.39259517900,10.86613698100
Ethiopia,ET,Amhara,ET03,East Gojam,ET0306,Enemay,ET030606,,<Null>,,2019/08/19,2020/10/08,,38.17716462200,10.50586197000
Ethiopia,ET,SNNP,ET07,Guraghe,ET0701,Enemor Ener,ET070111,,<Null>,,2019/08/19,2020/10/08,,37.75945173900,8.06944681000
Ethiopia,ET,SNNP,ET07,Guraghe,ET0701,Enor Ener,ET070120,,<Null>,,2019/08/19,2020/10/08,,37.75587715900,7.92650824900
Ethiopia,ET,Amhara,ET03,North Shewa (AM),ET0305,Ensaro,ET030503,,<Null>,,2019/08/19,2020/10/08,,38.90683635000,9.82891809000
Ethiopia,ET,Tigray,ET01,Central,ET0102,Enticho town,ET010220,,<Null>,,2019/08/19,2020/10/08,,39.14941428800,14.27766481000
Ethiopia,ET,Afar,ET02,Kilbati /Zone2,ET0202,Erebti,ET020201,,<Null>,,2019/08/19,2020/10/08,,40.14877185100,13.14097874300
Ethiopia,ET,Harari,ET13,Harari,ET1301,Erer (HR),ET130105,,<Null>,,2019/08/19,2020/10/08,,42.22456061100,9.32814498100
Ethiopia,ET,Somali,ET05,Siti,ET0501,Erer (SM),ET050104,,<Null>,,2019/08/19,2020/10/08,,41.40595324200,9.91167839600
Ethiopia,ET,Tigray,ET01,Eastern,ET0103,Erob,ET010302,,<Null>,,2019/08/19,2020/10/08,,39.67718694800,14.49115567200
Ethiopia,ET,Afar,ET02,Fanti /Zone 4,ET0204,Euwa,ET020402,,<Null>,,2019/08/19,2020/10/08,,40.17055771700,11.83401811700
Ethiopia,ET,SNNP,ET07,Guraghe,ET0701,Ezha,ET070103,,<Null>,,2019/08/19,2020/10/08,,38.03632810200,8.14351662400
Ethiopia,ET,SNNP,ET07,Gamo,ET0710,Ezo /Kogota,ET071007,,<Null>,,2019/08/19,2020/10/08,,37.57664116300,6.37023703600
Ethiopia,ET,Amhara,ET03,Awi,ET0309,Fagta Lakoma,ET030905,,<Null>,,2019/08/19,2020/10/08,,36.89771569100,11.08484262300
Ethiopia,ET,Amhara,ET03,South Gondar,ET0302,Farta,ET030204,,<Null>,,2019/08/19,2020/10/08,,38.02930512600,11.75482722300
Ethiopia,ET,Oromia,ET04,East Hararge,ET0410,Fedis,ET041005,,<Null>,,2019/08/19,2020/10/08,,42.12719475900,9.06418220400
Ethiopia,ET,Oromia,ET04,East Shewa,ET0407,Fentale,ET040701,,<Null>,,2019/08/19,2020/10/08,,39.87942898300,8.91933956500
Ethiopia,ET,Somali,ET05,Shabelle,ET0506,Ferfer,ET050607,,<Null>,,2019/08/19,2020/10/08,,45.03672913500,5.21077031300
Ethiopia,ET,Oromia,ET04,North Shewa (OR),ET0406,Fiche town,ET040613,,<Null>,,2019/08/19,2020/10/08,,38.73659368000,9.78772471800
Ethiopia,ET,Somali,ET05,Erer,ET0504,Fik,ET050402,,<Null>,,2019/08/19,2020/10/08,,42.27371858300,8.14774302600
Ethiopia,ET,Somali,ET05,Liban,ET0509,Filtu,ET050901,,<Null>,,2019/08/19,2020/10/08,,40.90141220900,5.02927336400
Ethiopia,ET,Amhara,ET03,West Gojam,ET0307,Finote Selam town,ET030714,,<Null>,,2019/08/19,2020/10/08,,37.26256163800,10.68521258800
Ethiopia,ET,Amhara,ET03,South Gondar,ET0302,Fogera,ET030203,,<Null>,,2019/08/19,2020/10/08,,37.76980008900,11.88775896200
Ethiopia,ET,Tigray,ET01,Eastern,ET0103,Freweyni town,ET010313,,<Null>,,2019/08/19,2020/10/08,,39.57594522600,14.05412515800
Ethiopia,ET,Somali,ET05,Siti,ET0501,Gablalu,ET050199,,<Null>,,2019/08/19,2020/10/08,,41.58765803800,10.61811732500
Ethiopia,ET,SNNP,ET07,Mirab Omo,ET0718,Gachit,ET071801,,<Null>,,2019/08/19,2020/10/08,,35.70224459700,6.72036913500
Ethiopia,ET,SNNP,ET07,Gamo,ET0710,Gacho Baba,ET071016,,<Null>,,2019/08/19,2020/10/08,,37.42610888900,6.08545134100
Ethiopia,ET,Oromia,ET04,West Wellega,ET0401,Gaji,ET040113,,<Null>,,2019/08/19,2020/10/08,,35.59559623000,9.03713899100
Ethiopia,ET,Somali,ET05,Doolo,ET0507,Galadi,ET050703,,<Null>,,2019/08/19,2020/10/08,,46.28990991800,6.99486353200
Ethiopia,ET,Somali,ET05,Doolo,ET0507,Galhamur,ET050799,,<Null>,,2019/08/19,2020/10/08,,47.33940382300,7.73187361500
Ethiopia,ET,Gambela,ET12,Agnewak,ET1202,Gambela National Park,ET120200,,<Null>,,2019/08/19,2020/10/08,,33.99345466700,8.10598189500
Ethiopia,ET,Gambela,ET12,Agnewak,ET1202,Gambela town,ET120206,,<Null>,,2019/08/19,2020/10/08,,34.58860038200,8.24599581400
Ethiopia,ET,Gambela,ET12,Agnewak,ET1202,Gambela Zuria,ET120202,,<Null>,,2019/08/19,2020/10/08,,34.75051281700,8.14822563000
Ethiopia,ET,Tigray,ET01,Eastern,ET0103,Ganta Afeshum,ET010304,,<Null>,,2019/08/19,2020/10/08,,39.42313471300,14.23093383300
Ethiopia,ET,Somali,ET05,Nogob,ET0510,Garbo,ET051003,,<Null>,,2019/08/19,2020/10/08,,43.20706505600,7.31695657800
Ethiopia,ET,SNNP,ET07,Gamo,ET0710,Garda Marta,ET071018,,<Null>,,2019/08/19,2020/10/08,,37.07557671500,5.86193730200
Ethiopia,ET,Oromia,ET04,Bale,ET0411,Gasera,ET041106,,<Null>,,2019/08/19,2020/10/08,,40.15337162700,7.38242361800
Ethiopia,ET,Somali,ET05,Jarar,ET0503,Gashamo,ET050304,,<Null>,,2019/08/19,2020/10/08,,45.31853272500,8.15176116600
Ethiopia,ET,Oromia,ET04,Kelem Wellega,ET0418,Gawo Kebe,ET041804,,<Null>,,2019/08/19,2020/10/08,,34.93410593100,9.14806037200
Ethiopia,ET,Amhara,ET03,Wag Hamra,ET0308,Gaz Gibla,ET030804,,<Null>,,2019/08/19,2020/10/08,,39.07041370700,12.33663720600
Ethiopia,ET,Amhara,ET03,North Wello,ET0303,Gazo,ET030312,,<Null>,,2019/08/19,2020/10/08,,39.27688332700,11.84143410900
Ethiopia,ET,Oromia,ET04,Buno Bedele,ET0416,Gechi,ET041606,,<Null>,,2019/08/19,2020/10/08,,36.48128140600,8.36362360000
Ethiopia,ET,SNNP,ET07,Gedeo,ET0705,Gedeb,ET070506,,<Null>,,2019/08/19,2020/10/08,,38.34501417800,5.92054510200
Ethiopia,ET,Oromia,ET04,West Arsi,ET0417,Gedeb Asasa,ET041706,,<Null>,,2019/08/19,2020/10/08,,39.17249577300,7.18349814900
Ethiopia,ET,SNNP,ET07,Gedeo,ET0705,Gedeb town,ET070511,,<Null>,,2019/08/19,2020/10/08,,38.24155114200,5.89823743700
Ethiopia,ET,SNNP,ET07,Guraghe,ET0701,Gedebano Gutazer Welene,ET070104,,<Null>,,2019/08/19,2020/10/08,,38.19505451800,8.31910484800
Ethiopia,ET,Afar,ET02,Gabi /Zone 3,ET0203,Gelalu,ET020305,,<Null>,,2019/08/19,2020/10/08,,40.46915793400,10.12604619300
Ethiopia,ET,Oromia,ET04,Finfine Special,ET0420,Gelana (Finfine),ET042098,,<Null>,,2019/08/19,2020/10/08,,38.82762159700,8.81835540800
Ethiopia,ET,Oromia,ET04,West Guji,ET0415,Gelana (West Guji),ET041517,,<Null>,,2019/08/19,2020/10/08,,38.00374286700,5.98802873600
Ethiopia,ET,Oromia,ET04,West Hararge,ET0409,Gemechis,ET040912,,<Null>,,2019/08/19,2020/10/08,,40.98447386300,8.85761660200
Ethiopia,ET,SNNP,ET07,Dawuro,ET0717,Gena,ET071704,,<Null>,,2019/08/19,2020/10/08,,37.27299766800,7.23653177200
Ethiopia,ET,Amhara,ET03,West Gondar,ET0312,Gendawuha town,ET031292,,<Null>,,2019/08/19,2020/10/08,,36.40770819700,12.77681499000
Ethiopia,ET,Dire Dawa,ET15,Dire Dawa urban,ET1501,Gende Kore,ET150110,,<Null>,,2019/08/19,2020/10/08,,41.85514930200,9.60010477700
Ethiopia,ET,Oromia,ET04,Jimma,ET0404,Gera,ET040408,,<Null>,,2019/08/19,2020/10/08,,36.24226646000,7.69676609900
Ethiopia,ET,Tigray,ET01,Eastern,ET0103,Geraleta,ET010317,,<Null>,,2019/08/19,2020/10/08,,39.30423787700,13.76626980900
Ethiopia,ET,Afar,ET02,Awsi /Zone 1,ET0201,Gerani,ET020110,,<Null>,,2019/08/19,2020/10/08,,41.20526165700,11.27699607100
Ethiopia,ET,Oromia,ET04,North Shewa (OR),ET0406,Gerar Jarso,ET040606,,<Null>,,2019/08/19,2020/10/08,,38.77228482000,9.83350229700
Ethiopia,ET,SNNP,ET07,Gamo,ET0710,Gerese,ET071013,,<Null>,,2019/08/19,2020/10/08,,37.25211603500,5.87681837500
Ethiopia,ET,SNNP,ET07,Kefa,ET0709,Gesha,ET070902,,<Null>,,2019/08/19,2020/10/08,,35.68821870500,7.63247737000
Ethiopia,ET,SNNP,ET07,Wolayita,ET0706,Gesuba town,ET070617,,<Null>,,2019/08/19,2020/10/08,,37.55104829000,6.72693568100
Ethiopia,ET,SNNP,ET07,Guraghe,ET0701,Geta,ET070113,,<Null>,,2019/08/19,2020/10/08,,37.96188033000,7.92693386900
Ethiopia,ET,Afar,ET02,Gabi /Zone 3,ET0203,Gewane,ET020303,,<Null>,,2019/08/19,2020/10/08,,40.76553105500,10.48783720100
Ethiopia,ET,SNNP,ET07,Kefa,ET0709,Gewata,ET070903,,<Null>,,2019/08/19,2020/10/08,,35.98020332500,7.55640974600
Ethiopia,ET,SNNP,ET07,Gofa,ET0715,Gezei Gofa,ET071505,,<Null>,,2019/08/19,2020/10/08,,36.80671771800,6.35863830800
Ethiopia,ET,SNNP,ET07,Hadiya,ET0702,Gibe,ET070210,,<Null>,,2019/08/19,2020/10/08,,37.66808745900,7.74066849900
Ethiopia,ET,Oromia,ET04,East Wellega,ET0402,Gida Ayana,ET040203,,<Null>,,2019/08/19,2020/10/08,,36.64649078700,9.90600261400
Ethiopia,ET,Oromia,ET04,Kelem Wellega,ET0418,Gidami,ET041809,,<Null>,,2019/08/19,2020/10/08,,34.42208351400,8.85273569900
Ethiopia,ET,Amhara,ET03,North Wello,ET0303,Gidan,ET030303,,<Null>,,2019/08/19,2020/10/08,,39.32466385500,12.05601342300
Ethiopia,ET,SNNP,ET07,Bench Sheko,ET0711,Gidi Bench,ET071106,,<Null>,,2019/08/19,2020/10/08,,35.65712171600,7.14987222400
Ethiopia,ET,Oromia,ET04,West Wellega,ET0401,Gimbi,ET040103,,<Null>,,2019/08/19,2020/10/08,,35.97096439700,9.10564104000
Ethiopia,ET,Oromia,ET04,West Wellega,ET0401,Gimbi town,ET040193,,<Null>,,2019/08/19,2020/10/08,,35.81821938000,9.18190208300
Ethiopia,ET,Oromia,ET04,East Shewa,ET0407,Gimbichu,ET040705,,<Null>,,2019/08/19,2020/10/08,,39.18748452200,8.99920095600
Ethiopia,ET,SNNP,ET07,Hadiya,ET0702,Gimbichu town,ET070213,,<Null>,,2019/08/19,2020/10/08,,37.62455502500,7.44782902500
Ethiopia,ET,SNNP,ET07,Kefa,ET0709,Gimbo,ET070904,,<Null>,,2019/08/19,2020/10/08,,36.22797795300,7.35870029500
Ethiopia,ET,Oromia,ET04,West Shewa,ET0405,Ginde Beret,ET040501,,<Null>,,2019/08/19,2020/10/08,,37.75168215400,9.63656639200
Ethiopia,ET,Oromia,ET04,East Bale,ET0421,Ginir,ET042103,,<Null>,,2019/08/19,2020/10/08,,40.89308808400,6.99158400300
Ethiopia,ET,Oromia,ET04,East Bale,ET0421,Ginir town,ET042107,,<Null>,,2019/08/19,2020/10/08,,40.73302418000,7.13786735100
Ethiopia,ET,Oromia,ET04,East Hararge,ET0410,Girawa,ET041016,,<Null>,,2019/08/19,2020/10/08,,41.86603940800,9.02908703500
Ethiopia,ET,Oromia,ET04,Guji,ET0414,Girja /Harenfema,ET041410,,<Null>,,2019/08/19,2020/10/08,,39.19269277700,6.13748295200
Ethiopia,ET,Amhara,ET03,North Shewa (AM),ET0305,Gishe Rabel,ET030506,,<Null>,,2019/08/19,2020/10/08,,39.60092771200,10.58007956900
Ethiopia,ET,Oromia,ET04,Bale,ET0411,Goba (OR),ET041110,,<Null>,,2019/08/19,2020/10/08,,39.89691687800,6.85684593400
Ethiopia,ET,SNNP,ET07,Kefa,ET0709,Goba (SP),ET070912,,<Null>,,2019/08/19,2020/10/08,,36.17906331200,6.67479297800
Ethiopia,ET,Oromia,ET04,West Hararge,ET0409,Goba Koricha,ET040907,,<Null>,,2019/08/19,2020/10/08,,40.61165198600,8.96972753400
Ethiopia,ET,Oromia,ET04,Bale,ET0411,Goba town,ET041120,,<Null>,,2019/08/19,2020/10/08,,39.97252862800,7.02414531600
Ethiopia,ET,Oromia,ET04,East Wellega,ET0402,Gobu Seyo,ET040208,,<Null>,,2019/08/19,2020/10/08,,36.97606055000,9.16501194600
Ethiopia,ET,Somali,ET05,Afder,ET0508,God-God,ET050899,,<Null>,,2019/08/19,2020/10/08,,43.24165171600,4.85849386300
Ethiopia,ET,Somali,ET05,Shabelle,ET0506,Gode,ET050604,,<Null>,,2019/08/19,2020/10/08,,43.70378680700,6.01959905200
Ethiopia,ET,Gambela,ET12,Majang,ET1203,Godere,ET120301,,<Null>,,2019/08/19,2020/10/08,,35.29858941900,7.20106852500
Ethiopia,ET,Somali,ET05,Shabelle,ET0506,Godey town,ET050696,,<Null>,,2019/08/19,2020/10/08,,43.55569118300,5.95090824800
Ethiopia,ET,Gambela,ET12,Agnewak,ET1202,Gog,ET120203,,<Null>,,2019/08/19,2020/10/08,,34.15045616500,7.62037479200
Ethiopia,ET,Somali,ET05,Korahe,ET0505,Goglo,ET050595,,<Null>,,2019/08/19,2020/10/08,,44.62732348700,6.83820150200
Ethiopia,ET,Somali,ET05,Fafan,ET0502,Goljano,ET050290,,<Null>,,2019/08/19,2020/10/08,,42.81069841800,8.27127478000
Ethiopia,ET,Oromia,ET04,East Hararge,ET0410,Golo Oda,ET041017,,<Null>,,2019/08/19,2020/10/08,,41.63109977700,8.75845014800
Ethiopia,ET,Oromia,ET04,Arsi,ET0408,Golocha,ET040803,,<Null>,,2019/08/19,2020/10/08,,40.15585937700,8.21637916300
Ethiopia,ET,Oromia,ET04,East Bale,ET0421,Gololcha Bale,ET042101,,<Null>,,2019/08/19,2020/10/08,,40.60958761700,7.53888122800
Ethiopia,ET,Oromia,ET04,Jimma,ET0404,Goma,ET040407,,<Null>,,2019/08/19,2020/10/08,,36.50504380400,7.81009334800
Ethiopia,ET,SNNP,ET07,Hadiya,ET0702,Gombora,ET070202,,<Null>,,2019/08/19,2020/10/08,,37.62093402600,7.58551101400
Ethiopia,ET,Oromia,ET04,Borena,ET0412,Gomole,ET041223,,<Null>,,2019/08/19,2020/10/08,,38.32578079700,5.17116338400
Ethiopia,ET,Amhara,ET03,East Gojam,ET0306,Goncha Siso Enebse,ET030603,,<Null>,,2019/08/19,2020/10/08,,38.13812023500,10.89255433200
Ethiopia,ET,Amhara,ET03,Central Gondar,ET0311,Gonder town,ET031118,,<Null>,,2019/08/19,2020/10/08,,37.45033944500,12.57552818900
Ethiopia,ET,Amhara,ET03,Central Gondar,ET0311,Gonder Zuria,ET031110,,<Null>,,2019/08/19,2020/10/08,,37.59097252300,12.38523338700
Ethiopia,ET,Amhara,ET03,West Gojam,ET0307,Gonje,ET030718,,<Null>,,2019/08/19,2020/10/08,,37.67002298500,11.17595275600
Ethiopia,ET,Oromia,ET04,Guji,ET0414,Gora Dola,ET041413,,<Null>,,2019/08/19,2020/10/08,,39.42027839600,5.52826100500
Ethiopia,ET,Sidama,ET16,Sidama,ET1600,Gorche,ET160011,,<Null>,,2019/08/19,2020/10/08,,38.60392793300,6.83772681500
Ethiopia,ET,SNNP,ET07,Mirab Omo,ET0718,Gori Gesha,ET071803,,<Null>,,2019/08/19,2020/10/08,,35.38654008800,6.55925875400
Ethiopia,ET,Oromia,ET04,Bale,ET0411,Goro (Bale),ET041116,,<Null>,,2019/08/19,2020/10/08,,40.49338525400,6.99292018700
Ethiopia,ET,Oromia,ET04,South West Shewa,ET0413,Goro (SW Shewa),ET041312,,<Null>,,2019/08/19,2020/10/08,,37.85291720700,8.41097481600
Ethiopia,ET,Somali,ET05,Liban,ET0509,Goro Baqaqsa,ET050903,,<Null>,,2019/08/19,2020/10/08,,41.32353590800,6.16107813400
Ethiopia,ET,Oromia,ET04,East Hararge,ET0410,Goro Gutu,ET041010,,<Null>,,2019/08/19,2020/10/08,,41.33881535100,9.40737128100
Ethiopia,ET,Oromia,ET04,East Hararge,ET0410,Goro Muti,ET041089,,<Null>,,2019/08/19,2020/10/08,,41.55717603000,9.21644909500
Ethiopia,ET,Somali,ET05,Siti,ET0501,Gota-Biki,ET050198,,<Null>,,2019/08/19,2020/10/08,,41.17836274300,9.69463653400
Ethiopia,ET,Amhara,ET03,Awi,ET0309,Guagusa Shikudad,ET030907,,<Null>,,2019/08/19,2020/10/08,,37.02606313700,10.82763117700
Ethiopia,ET,Amhara,ET03,Awi,ET0309,Guangua,ET030904,,<Null>,,2019/08/19,2020/10/08,,36.60497415300,10.82603070400
Ethiopia,ET,Benishangul Gumz,ET06,Metekel,ET0602,Guba,ET060202,,<Null>,,2019/08/19,2020/10/08,,35.45588012200,11.49654287400
Ethiopia,ET,Amhara,ET03,North Wello,ET0303,Guba Lafto,ET030307,,<Null>,,2019/08/19,2020/10/08,,39.51614465900,11.78315545900
Ethiopia,ET,Oromia,ET04,Borena,ET0412,Guchi,ET041290,,<Null>,,2019/08/19,2020/10/08,,38.89251219000,3.75830737600
Ethiopia,ET,Oromia,ET04,West Wellega,ET0401,Gudetu Kondole,ET040109,,<Null>,,2019/08/19,2020/10/08,,34.75751457600,9.39712249400
Ethiopia,ET,Oromia,ET04,Horo Gudru Wellega,ET0419,Guduru,ET041903,,<Null>,,2019/08/19,2020/10/08,,37.54387708400,9.46035040500
Ethiopia,ET,Addis Ababa,ET14,Region 14,ET1401,Gulele,ET140110,,<Null>,,2019/08/19,2020/10/08,,38.74415160900,9.07105670600
Ethiopia,ET,Afar,ET02,Fanti /Zone 4,ET0204,Gulina,ET020405,,<Null>,,2019/08/19,2020/10/08,,39.98217095600,12.18098052300
Ethiopia,ET,Oromia,ET04,West Wellega,ET0401,Guliso,ET040119,,<Null>,,2019/08/19,2020/10/08,,35.31764362700,9.26967101100
Ethiopia,ET,Tigray,ET01,Eastern,ET0103,Gulo Mekeda,ET010301,,<Null>,,2019/08/19,2020/10/08,,39.39970015500,14.41408884300
Ethiopia,ET,Oromia,ET04,Jimma,ET0404,Gumay,ET040416,,<Null>,,2019/08/19,2020/10/08,,36.43062613300,7.97133964000
Ethiopia,ET,Oromia,ET04,West Hararge,ET0409,Gumbi Bordede,ET040991,,<Null>,,2019/08/19,2020/10/08,,40.36540170200,9.01148628200
Ethiopia,ET,SNNP,ET07,Guraghe,ET0701,Gumer,ET070109,,<Null>,,2019/08/19,2020/10/08,,38.07322082000,7.98720727900
Ethiopia,ET,Oromia,ET04,Guji,ET0414,Gumi Idalo,ET041497,,<Null>,,2019/08/19,2020/10/08,,39.54726463300,4.92941616500
Ethiopia,ET,Oromia,ET04,Arsi,ET0408,Guna,ET040819,,<Null>,,2019/08/19,2020/10/08,,39.91289444200,8.32870814300
Ethiopia,ET,Amhara,ET03,South Gondar,ET0302,Guna Begemider,ET030212,,<Null>,,2019/08/19,2020/10/08,,38.24085184300,11.89650153600
Ethiopia,ET,Somali,ET05,Jarar,ET0503,Gunagado,ET050305,,<Null>,,2019/08/19,2020/10/08,,44.16669818100,7.68706519600
Ethiopia,ET,SNNP,ET07,Wolayita,ET0706,Gununo Hamus town,ET070618,,<Null>,,2019/08/19,2020/10/08,,37.65460939400,6.92658922800
Ethiopia,ET,Oromia,ET04,Bale,ET0411,Gura Damole,ET041115,,<Null>,,2019/08/19,2020/10/08,,40.57277629000,6.29420160700
Ethiopia,ET,Somali,ET05,Liban,ET0509,Guradamole,ET050904,,<Null>,,2019/08/19,2020/10/08,,41.01360784000,6.09059200600
Ethiopia,ET,SNNP,ET07,Bench Sheko,ET0711,Gurafereda,ET071102,,<Null>,,2019/08/19,2020/10/08,,35.17334530700,6.89787130100
Ethiopia,ET,Oromia,ET04,East Hararge,ET0410,Gursum (OR),ET041003,,<Null>,,2019/08/19,2020/10/08,,42.44817555100,9.31601873000
Ethiopia,ET,Somali,ET05,Fafan,ET0502,Gursum (SM),ET050202,,<Null>,,2019/08/19,2020/10/08,,42.63387992100,9.20180343100
Ethiopia,ET,Oromia,ET04,East Wellega,ET0402,Guto Gida,ET040213,,<Null>,,2019/08/19,2020/10/08,,36.66485098300,9.19683203900
Ethiopia,ET,Amhara,ET03,East Gojam,ET0306,Guzamn,ET030610,,<Null>,,2019/08/19,2020/10/08,,37.63493591200,10.27128368600
Ethiopia,ET,Oromia,ET04,West Hararge,ET0409,Habro,ET040908,,<Null>,,2019/08/19,2020/10/08,,40.51182032500,8.75375611700
