ADM0_EN,ADM0_PCODE,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1EN,ADM3ALT2EN,date,validOn,validTo,POINT_X,POINT_Y
Ethiopia,ET,Oromia,ET04,Finfine Special,ET0420,Sendafa town,ET042018,,<Null>,,2019/08/19,2020/10/08,,39.02046138500,9.15385921300
Ethiopia,ET,Oromia,ET04,Arsi,ET0408,Seru,ET040811,,<Null>,,2019/08/19,2020/10/08,,40.34636149100,7.72386264900
Ethiopia,ET,Oromia,ET04,Jimma,ET0404,Setema,ET040413,,<Null>,,2019/08/19,2020/10/08,,36.21512304900,8.06410889200
Ethiopia,ET,Tigray,ET01,Western,ET0105,Setit Humera,ET010504,,<Null>,,2019/08/19,2020/10/08,,36.61588103600,14.27245298100
Ethiopia,ET,Oromia,ET04,East Bale,ET0421,Seweyna,ET042105,,<Null>,,2019/08/19,2020/10/08,,41.48361236700,7.25693137500
Ethiopia,ET,Tigray,ET01,North Western,ET0101,Seyemti Adyabo,ET010110,,<Null>,,2019/08/19,2020/10/08,,38.22397690000,14.49320398300
Ethiopia,ET,Somali,ET05,Fafan,ET0502,Shabeeley,ET050204,,<Null>,,2019/08/19,2020/10/08,,42.81612942300,9.13317292200
Ethiopia,ET,Sidama,ET16,Sidama,ET1600,Shafamo,ET160028,,<Null>,,2019/08/19,2020/10/08,,38.64006441200,6.66413372300
Ethiopia,ET,Oromia,ET04,Guji,ET0414,Shakiso town,ET041499,,<Null>,,2019/08/19,2020/10/08,,38.91075180000,5.77225212000
Ethiopia,ET,Oromia,ET04,West Arsi,ET0417,Shala,ET041702,,<Null>,,2019/08/19,2020/10/08,,38.39791703700,7.33809351800
Ethiopia,ET,Oromia,ET04,Horo Gudru Wellega,ET0419,Shambu town,ET041902,,<Null>,,2019/08/19,2020/10/08,,37.10340938100,9.56802949600
Ethiopia,ET,Oromia,ET04,Arsi,ET0408,Shanan Kolu,ET040893,,<Null>,,2019/08/19,2020/10/08,,40.23491695000,8.44962141200
Ethiopia,ET,Oromia,ET04,West Arsi,ET0417,Shashemene town,ET041711,,<Null>,,2019/08/19,2020/10/08,,38.60141817000,7.20181593400
Ethiopia,ET,Oromia,ET04,West Arsi,ET0417,Shashemene Zuria,ET041712,,<Null>,,2019/08/19,2020/10/08,,38.70603017600,7.17026581800
Ethiopia,ET,SNNP,ET07,Hadiya,ET0702,Shashogo,ET070204,,<Null>,,2019/08/19,2020/10/08,,38.03442418800,7.50047994400
Ethiopia,ET,SNNP,ET07,Bench Sheko,ET0711,Shay Bench,ET071104,,<Null>,,2019/08/19,2020/10/08,,35.75169086400,6.90341220300
Ethiopia,ET,Somali,ET05,Korahe,ET0505,Shaygosh,ET050501,,<Null>,,2019/08/19,2020/10/08,,44.05395038400,7.36382740200
Ethiopia,ET,Sidama,ET16,Sidama,ET1600,Shebe Dino,ET160001,,<Null>,,2019/08/19,2020/10/08,,38.39949452300,6.88244281200
Ethiopia,ET,Oromia,ET04,Jimma,ET0404,Shebe Sambo,ET040414,,<Null>,,2019/08/19,2020/10/08,,36.46225275400,7.51804430600
Ethiopia,ET,Amhara,ET03,East Gojam,ET0306,Shebel Bernta,ET030614,,<Null>,,2019/08/19,2020/10/08,,38.37233897200,10.34646462000
Ethiopia,ET,SNNP,ET07,Bench Sheko,ET0711,Sheko,ET071101,,<Null>,,2019/08/19,2020/10/08,,35.46745682800,7.07373695100
Ethiopia,ET,Harari,ET13,Harari,ET1301,Shenkor,ET130102,,<Null>,,2019/08/19,2020/10/08,,42.14862574700,9.34433073400
Ethiopia,ET,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,,<Null>,,2019/08/19,2020/10/08,,37.78427349000,14.40794928000
Ethiopia,ET,Benishangul Gumz,ET06,Asosa,ET0603,Sherkole,ET060304,,<Null>,,2019/08/19,2020/10/08,,34.80774283500,10.61670812300
Ethiopia,ET,Somali,ET05,Korahe,ET0505,Shilabo,ET050503,,<Null>,,2019/08/19,2020/10/08,,45.21631891700,5.96152600200
Ethiopia,ET,Somali,ET05,Siti,ET0501,Shinile,ET050103,,<Null>,,2019/08/19,2020/10/08,,41.88213974600,9.93452026600
Ethiopia,ET,SNNP,ET07,Kembata Tibaro,ET0703,Shinshincho town,ET070310,,<Null>,,2019/08/19,2020/10/08,,37.77658816700,7.20429944800
Ethiopia,ET,Oromia,ET04,Arsi,ET0408,Shirka,ET040814,,<Null>,,2019/08/19,2020/10/08,,39.57744909800,7.57098760200
Ethiopia,ET,SNNP,ET07,Kefa,ET0709,Shisho Ande,ET070913,,<Null>,,2019/08/19,2020/10/08,,35.93429499000,7.33944769100
Ethiopia,ET,Amhara,ET03,North Shewa (AM),ET0305,Shoa Robit,ET030595,,<Null>,,2019/08/19,2020/10/08,,39.90595896600,10.00686141800
Ethiopia,ET,SNNP,ET07,Hadiya,ET0702,Shone Town,ET070212,,<Null>,,2019/08/19,2020/10/08,,37.95487239100,7.13941358100
Ethiopia,ET,Oromia,ET04,East Wellega,ET0402,Sibu Sire,ET040209,,<Null>,,2019/08/19,2020/10/08,,36.88712231200,9.13848521200
Ethiopia,ET,Oromia,ET04,Jimma,ET0404,Sigmo,ET040412,,<Null>,,2019/08/19,2020/10/08,,36.02397407900,7.90481307000
Ethiopia,ET,SNNP,ET07,Siltie,ET0720,Silti,ET072002,,<Null>,,2019/08/19,2020/10/08,,38.27051930200,7.94643491700
Ethiopia,ET,Oromia,ET04,Bale,ET0411,Sinana,ET041109,,<Null>,,2019/08/19,2020/10/08,,40.12897393600,7.12839498700
Ethiopia,ET,Oromia,ET04,West Arsi,ET0417,Siraro,ET041701,,<Null>,,2019/08/19,2020/10/08,,38.18963232100,7.12869177400
Ethiopia,ET,SNNP,ET07,Hadiya,ET0702,Siraro Badawacho,ET070216,,<Null>,,2019/08/19,2020/10/08,,38.03866595800,7.11361231600
Ethiopia,ET,Oromia,ET04,Arsi,ET0408,Sire,ET040820,,<Null>,,2019/08/19,2020/10/08,,39.50229937900,8.29787947700
Ethiopia,ET,Amhara,ET03,North Shewa (AM),ET0305,Siya Debirna Wayu,ET030523,,<Null>,,2019/08/19,2020/10/08,,39.19071716500,9.76872656200
Ethiopia,ET,SNNP,ET07,Bench Sheko,ET0711,Size town,ET071108,,<Null>,,2019/08/19,2020/10/08,,35.77000358600,6.95745102100
Ethiopia,ET,SNNP,ET07,Guraghe,ET0701,Sodo,ET070105,,<Null>,,2019/08/19,2020/10/08,,38.50322955000,8.37143512600
Ethiopia,ET,Oromia,ET04,South West Shewa,ET0413,Sodo Daci,ET041314,,<Null>,,2019/08/19,2020/10/08,,38.65085725600,8.47880883700
Ethiopia,ET,SNNP,ET07,Wolayita,ET0706,Sodo Town,ET070613,,<Null>,,2019/08/19,2020/10/08,,37.75864519700,6.85650762400
Ethiopia,ET,SNNP,ET07,Wolayita,ET0706,Sodo Zuria,ET070605,,<Null>,,2019/08/19,2020/10/08,,37.66438982900,6.78102007000
Ethiopia,ET,Harari,ET13,Harari,ET1301,Sofi,ET130101,,<Null>,,2019/08/19,2020/10/08,,42.19064363200,9.25755414900
Ethiopia,ET,SNNP,ET07,Hadiya,ET0702,Soro,ET070206,,<Null>,,2019/08/19,2020/10/08,,37.49373092300,7.49939035400
Ethiopia,ET,SNNP,ET07,South Omo,ET0707,South Ari,ET070702,,<Null>,,2019/08/19,2020/10/08,,36.48769014200,5.90109797700
Ethiopia,ET,Oromia,ET04,Arsi,ET0408,Sude,ET040808,,<Null>,,2019/08/19,2020/10/08,,39.81035428600,8.01131145800
Ethiopia,ET,Oromia,ET04,Finfine Special,ET0420,Sululta,ET042013,,<Null>,,2019/08/19,2020/10/08,,38.74335012500,9.31995468500
Ethiopia,ET,Oromia,ET04,Finfine Special,ET0420,Sululta town,ET042005,,<Null>,,2019/08/19,2020/10/08,,38.75733225200,9.17929786300
Ethiopia,ET,SNNP,ET07,Mirab Omo,ET0718,Surma,ET071806,,<Null>,,2019/08/19,2020/10/08,,35.25958988800,5.90090925200
Ethiopia,ET,Oromia,ET04,West Guji,ET0415,Suro Berguda,ET041594,,<Null>,,2019/08/19,2020/10/08,,38.05361355900,5.55535744600
Ethiopia,ET,Amhara,ET03,Central Gondar,ET0311,Tach Armacho,ET031120,,<Null>,,2019/08/19,2020/10/08,,37.08427468700,13.03807550700
Ethiopia,ET,Amhara,ET03,South Gondar,ET0302,Tach Gayint,ET030206,,<Null>,,2019/08/19,2020/10/08,,38.56166584300,11.56394141800
Ethiopia,ET,Tigray,ET01,North Western,ET0101,Tahtay Adiyabo,ET010101,,<Null>,,2019/08/19,2020/10/08,,37.68401819500,14.30674423300
Ethiopia,ET,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,,<Null>,,2019/08/19,2020/10/08,,38.22497298200,14.10285879800
Ethiopia,ET,Tigray,ET01,Central,ET0102,Tahtay Mayechew,ET010206,,<Null>,,2019/08/19,2020/10/08,,38.57241602500,14.06587618000
Ethiopia,ET,Amhara,ET03,Central Gondar,ET0311,Takusa,ET031121,,<Null>,,2019/08/19,2020/10/08,,36.76622243700,12.27096515600
Ethiopia,ET,Tigray,ET01,Central,ET0102,Tanqua Melashe,ET010222,,<Null>,,2019/08/19,2020/10/08,,39.00994807800,13.53591053200
Ethiopia,ET,Amhara,ET03,North Shewa (AM),ET0305,Tarema Ber,ET030510,,<Null>,,2019/08/19,2020/10/08,,39.81954139500,9.86519683300
Ethiopia,ET,SNNP,ET07,Wolayita,ET0706,Tebela town,ET070616,,<Null>,,2019/08/19,2020/10/08,,37.77162139000,6.70260466100
Ethiopia,ET,Afar,ET02,Hari /Zone 5,ET0205,Telalek,ET020501,,<Null>,,2019/08/19,2020/10/08,,40.31540250500,10.97543838600
Ethiopia,ET,Amhara,ET03,North Gondar,ET0301,Telemt,ET030119,,<Null>,,2019/08/19,2020/10/08,,38.41312614100,13.45342470600
Ethiopia,ET,Oromia,ET04,Borena,ET0412,Teltale,ET041212,,<Null>,,2019/08/19,2020/10/08,,37.11980682700,4.74425143700
Ethiopia,ET,SNNP,ET07,Kembata Tibaro,ET0703,Tembaro,ET070301,,<Null>,,2019/08/19,2020/10/08,,37.48715550000,7.26926292500
Ethiopia,ET,Oromia,ET04,Arsi,ET0408,Tena,ET040813,,<Null>,,2019/08/19,2020/10/08,,39.50459265800,7.79101204900
Ethiopia,ET,Amhara,ET03,South Wello,ET0304,Tenta,ET030402,,<Null>,,2019/08/19,2020/10/08,,39.22603026900,11.22460835400
Ethiopia,ET,SNNP,ET07,Sheka,ET0708,Tepi,ET070804,,<Null>,,2019/08/19,2020/10/08,,35.42062192500,7.19559552200
Ethiopia,ET,SNNP,ET07,Dawuro,ET0717,Tercha town,ET071711,,<Null>,,2019/08/19,2020/10/08,,37.16926414600,7.15055704700
Ethiopia,ET,SNNP,ET07,Dawuro,ET0717,Tercha Zuriya,ET071707,,<Null>,,2019/08/19,2020/10/08,,37.15968949100,7.11061031800
Ethiopia,ET,Afar,ET02,Fanti /Zone 4,ET0204,Teru,ET020403,,<Null>,,2019/08/19,2020/10/08,,40.45118493400,12.57222055500
Ethiopia,ET,Sidama,ET16,Sidama,ET1600,Teticha,ET160026,,<Null>,,2019/08/19,2020/10/08,,38.53913874400,6.56995597600
Ethiopia,ET,Amhara,ET03,South Wello,ET0304,Thehulederie,ET030405,,<Null>,,2019/08/19,2020/10/08,,39.73316011200,11.24546229300
Ethiopia,ET,Oromia,ET04,West Shewa,ET0405,Tikur Enchini,ET040509,,<Null>,,2019/08/19,2020/10/08,,37.64445153800,8.79285261600
Ethiopia,ET,Oromia,ET04,Jimma,ET0404,Tiro Afeta,ET040404,,<Null>,,2019/08/19,2020/10/08,,37.25370578900,7.96015528500
Ethiopia,ET,Oromia,ET04,Arsi,ET0408,Tiyo,ET040816,,<Null>,,2019/08/19,2020/10/08,,39.13229346000,7.86069972000
Ethiopia,ET,SNNP,ET07,Dawuro,ET0717,Tocha,ET071701,,<Null>,,2019/08/19,2020/10/08,,36.99252088700,7.14759785800
Ethiopia,ET,Oromia,ET04,West Shewa,ET0405,Toke Kutaye,ET040517,,<Null>,,2019/08/19,2020/10/08,,37.71694995500,8.95096981200
Ethiopia,ET,Oromia,ET04,South West Shewa,ET0413,Tole,ET041308,,<Null>,,2019/08/19,2020/10/08,,38.39204403800,8.62089778300
Ethiopia,ET,SNNP,ET07,Siltie,ET0720,Tora town,ET072009,,<Null>,,2019/08/19,2020/10/08,,38.42064425800,7.88873963700
Ethiopia,ET,Tigray,ET01,Eastern,ET0103,Tsaeda Emba,ET010314,,<Null>,,2019/08/19,2020/10/08,,39.64580981500,14.06698108800
Ethiopia,ET,Amhara,ET03,Wag Hamra,ET0308,Tsagbeji,ET030808,,<Null>,,2019/08/19,2020/10/08,,39.17292027600,12.76988718200
Ethiopia,ET,Amhara,ET03,Central Gondar,ET0311,Tsegede (AM),ET031107,,<Null>,,2019/08/19,2020/10/08,,37.01550447500,13.29968712100
Ethiopia,ET,Tigray,ET01,Western,ET0105,Tsegede (TG),ET010503,,<Null>,,2019/08/19,2020/10/08,,37.29032015900,13.44159757700
Ethiopia,ET,Tigray,ET01,North Western,ET0101,Tselemti,ET010106,,<Null>,,2019/08/19,2020/10/08,,38.00936913100,13.63772375100
Ethiopia,ET,Tigray,ET01,North Western,ET0101,Tsimbla,ET010113,,<Null>,,2019/08/19,2020/10/08,,38.11081081700,13.86121282600
Ethiopia,ET,Somali,ET05,Fafan,ET0502,Tuliguled,ET050283,,<Null>,,2019/08/19,2020/10/08,,42.76702582000,9.46733389100
Ethiopia,ET,SNNP,ET07,Kefa,ET0709,Tullo,ET070906,,<Null>,,2019/08/19,2020/10/08,,36.45679009600,7.09847031300
Ethiopia,ET,Oromia,ET04,West Hararge,ET0409,Tulo (OR),ET040903,,<Null>,,2019/08/19,2020/10/08,,41.12281904900,9.17719407200
Ethiopia,ET,SNNP,ET07,Gofa,ET0715,Uba Debre Tsehay,ET071504,,<Null>,,2019/08/19,2020/10/08,,36.87081334400,6.06285834500
Ethiopia,ET,Benishangul Gumz,ET06,Asosa,ET0603,Undulu,ET060308,,<Null>,,2019/08/19,2020/10/08,,34.91740166200,10.21525811600
Ethiopia,ET,Oromia,ET04,Guji,ET0414,Uraga,ET041401,,<Null>,,2019/08/19,2020/10/08,,38.62249141100,6.05841475700
Ethiopia,ET,SNNP,ET07,Kefa,ET0709,Wacha,ET070914,,<Null>,,2019/08/19,2020/10/08,,35.81736993200,7.15367262000
Ethiopia,ET,Oromia,ET04,Borena,ET0412,Wachile,ET041298,,<Null>,,2019/08/19,2020/10/08,,39.40688312900,4.48455503300
Ethiopia,ET,Oromia,ET04,Guji,ET0414,Wadera,ET041404,,<Null>,,2019/08/19,2020/10/08,,39.28711355500,5.84561888000
Ethiopia,ET,Amhara,ET03,North Wello,ET0303,Wadla,ET030305,,<Null>,,2019/08/19,2020/10/08,,39.00430090400,11.62422425800
Ethiopia,ET,Dire Dawa,ET15,Dire Dawa rural,ET1502,Wahil,ET150207,,<Null>,,2019/08/19,2020/10/08,,41.86130551100,9.52036956900
Ethiopia,ET,Somali,ET05,Fafan,ET0502,Wajale town,ET050295,,<Null>,,2019/08/19,2020/10/08,,43.32246422500,9.55781506400
Ethiopia,ET,Tigray,ET01,South Eastern,ET0106,Wajirat,ET010608,,<Null>,,2019/08/19,2020/10/08,,39.71310530700,13.04670472100
Ethiopia,ET,Oromia,ET04,South West Shewa,ET0413,Waliso,ET041303,,<Null>,,2019/08/19,2020/10/08,,38.03851189800,8.54799704400
Ethiopia,ET,Oromia,ET04,East Wellega,ET0402,Wama Hagalo,ET040216,,<Null>,,2019/08/19,2020/10/08,,36.89209525900,8.79700697700
Ethiopia,ET,Somali,ET05,Erer,ET0504,Wangey,ET050499,,<Null>,,2019/08/19,2020/10/08,,42.20203495200,7.44384319800
Ethiopia,ET,Gambela,ET12,Nuwer,ET1201,Wantawo,ET120104,,<Null>,,2019/08/19,2020/10/08,,33.31939387200,8.31933316000
Ethiopia,ET,Oromia,ET04,North Shewa (OR),ET0406,Wara Jarso,ET040601,,<Null>,,2019/08/19,2020/10/08,,38.21807098200,9.95423206900
Ethiopia,ET,Somali,ET05,Doolo,ET0507,Warder,ET050704,,<Null>,,2019/08/19,2020/10/08,,45.55601479600,6.81084184500
Ethiopia,ET,Oromia,ET04,East Wellega,ET0402,Wayu Tuka,ET040206,,<Null>,,2019/08/19,2020/10/08,,36.62385128400,9.01671231700
Ethiopia,ET,Amhara,ET03,South Wello,ET0304,Wegde,ET030416,,<Null>,,2019/08/19,2020/10/08,,38.68016871600,10.53404778200
Ethiopia,ET,Amhara,ET03,Central Gondar,ET0311,Wegera,ET031109,,<Null>,,2019/08/19,2020/10/08,,37.67561958500,12.78169241900
Ethiopia,ET,Tigray,ET01,Western,ET0105,Welkait,ET010502,,<Null>,,2019/08/19,2020/10/08,,37.42065899800,13.67292244400
Ethiopia,ET,SNNP,ET07,Guraghe,ET0701,Welkite town,ET070114,,<Null>,,2019/08/19,2020/10/08,,37.78743690600,8.28878834200
Ethiopia,ET,Oromia,ET04,Finfine Special,ET0420,Welmera,ET042014,,<Null>,,2019/08/19,2020/10/08,,38.53908487500,9.06143859700
Ethiopia,ET,Amhara,ET03,West Gojam,ET0307,Wemberma,ET030711,,<Null>,,2019/08/19,2020/10/08,,36.88940100900,10.51766795900
Ethiopia,ET,SNNP,ET07,Gedeo,ET0705,Wenago,ET070501,,<Null>,,2019/08/19,2020/10/08,,38.25811332400,6.28867032300
Ethiopia,ET,Benishangul Gumz,ET06,Metekel,ET0602,Wenbera,ET060203,,<Null>,,2019/08/19,2020/10/08,,35.55206070000,10.60571587800
Ethiopia,ET,Oromia,ET04,South West Shewa,ET0413,Wenchi,ET041302,,<Null>,,2019/08/19,2020/10/08,,37.88805485700,8.67163707100
Ethiopia,ET,SNNP,ET07,Halaba,ET0714,Wera,ET071402,,<Null>,,2019/08/19,2020/10/08,,38.13217195600,7.32245286300
Ethiopia,ET,SNNP,ET07,Halaba,ET0714,Wera Djo,ET071404,,<Null>,,2019/08/19,2020/10/08,,38.30817899200,7.52108879200
Ethiopia,ET,Amhara,ET03,South Wello,ET0304,Were Ilu,ET030415,,<Null>,,2019/08/19,2020/10/08,,39.45416238700,10.69554386600
Ethiopia,ET,Amhara,ET03,South Wello,ET0304,Wereilu town,ET030423,,<Null>,,2019/08/19,2020/10/08,,39.43666048800,10.59290493200
Ethiopia,ET,Amhara,ET03,Central Gondar,ET0311,West Belesa,ET031116,,<Null>,,2019/08/19,2020/10/08,,37.84734891100,12.49430673400
Ethiopia,ET,Amhara,ET03,Central Gondar,ET0311,West Dembiya,ET031125,,<Null>,,2019/08/19,2020/10/08,,37.20857601700,12.39231469400
Ethiopia,ET,Amhara,ET03,South Gondar,ET0302,West Esite,ET030211,,<Null>,,2019/08/19,2020/10/08,,37.91376986600,11.37280971100
Ethiopia,ET,Somali,ET05,Afder,ET0508,West Imi,ET050805,,<Null>,,2019/08/19,2020/10/08,,42.28597125900,6.24024631400
Ethiopia,ET,Amhara,ET03,North Wello,ET0303,Woldiya town,ET030309,,<Null>,,2019/08/19,2020/10/08,,39.59416045600,11.82334634700
Ethiopia,ET,Oromia,ET04,South West Shewa,ET0413,Woliso town,ET041311,,<Null>,,2019/08/19,2020/10/08,,37.97543189900,8.53794365700
Ethiopia,ET,Oromia,ET04,West Arsi,ET0417,Wondo,ET041797,,<Null>,,2019/08/19,2020/10/08,,38.56398545700,7.13561611400
Ethiopia,ET,Sidama,ET16,Sidama,ET1600,Wondo-Genet,ET160019,,<Null>,,2019/08/19,2020/10/08,,38.64496588800,7.02122188400
Ethiopia,ET,Sidama,ET16,Sidama,ET1600,Wondo-Genet town,ET160036,,<Null>,,2019/08/19,2020/10/08,,38.61333949700,7.04619733300
Ethiopia,ET,Sidama,ET16,Sidama,ET1600,Wonosho,ET160013,,<Null>,,2019/08/19,2020/10/08,,38.52349924200,6.74678800200
Ethiopia,ET,SNNP,ET07,Siltie,ET0720,Worabe town,ET072010,,<Null>,,2019/08/19,2020/10/08,,38.19872718600,7.85509728900
Ethiopia,ET,Amhara,ET03,South Wello,ET0304,Worebabu,ET030422,,<Null>,,2019/08/19,2020/10/08,,39.89411518800,11.44722546100
Ethiopia,ET,Amhara,ET03,South Gondar,ET0302,Woreta town,ET030293,,<Null>,,2019/08/19,2020/10/08,,37.69866394900,11.92328305800
Ethiopia,ET,SNNP,ET07,South Omo,ET0707,Wub Ari,ET070711,,<Null>,,2019/08/19,2020/10/08,,36.62150977600,6.06002008800
Ethiopia,ET,Oromia,ET04,North Shewa (OR),ET0406,Wuchale,ET040608,,<Null>,,2019/08/19,2020/10/08,,38.77504612100,9.52435998800
Ethiopia,ET,Tigray,ET01,Eastern,ET0103,Wukro town,ET010309,,<Null>,,2019/08/19,2020/10/08,,39.59098125200,13.78102356800
Ethiopia,ET,Oromia,ET04,Borena,ET0412,Yabelo,ET041207,,<Null>,,2019/08/19,2020/10/08,,38.17073357800,4.77289569000
Ethiopia,ET,Oromia,ET04,Borena,ET0412,Yabelo town,ET041296,,<Null>,,2019/08/19,2020/10/08,,38.10596145300,4.89205134100
Ethiopia,ET,Somali,ET05,Erer,ET0504,Yahob,ET050498,,<Null>,,2019/08/19,2020/10/08,,42.57323687700,7.85384110800
Ethiopia,ET,Afar,ET02,Fanti /Zone 4,ET0204,Yalo,ET020404,,<Null>,,2019/08/19,2020/10/08,,39.94162078000,12.42424319700
Ethiopia,ET,Oromia,ET04,Kelem Wellega,ET0418,Yama Logi Welel,ET041802,,<Null>,,2019/08/19,2020/10/08,,34.85861505500,8.80709405100
Ethiopia,ET,Oromia,ET04,North Shewa (OR),ET0406,Yaya Gulele,ET040614,,<Null>,,2019/08/19,2020/10/08,,38.62180095800,9.59300642000
Ethiopia,ET,Oromia,ET04,Ilu Aba Bora,ET0403,Yayu,ET040309,,<Null>,,2019/08/19,2020/10/08,,35.94392304300,8.25067622500
Ethiopia,ET,Addis Ababa,ET14,Region 14,ET1401,Yeka,ET140107,,<Null>,,2019/08/19,2020/10/08,,38.82823104200,9.04978087900
Ethiopia,ET,SNNP,ET07,Sheka,ET0708,Yeki,ET070803,,<Null>,,2019/08/19,2020/10/08,,35.47246129100,7.24792521500
Ethiopia,ET,SNNP,ET07,Yem Special,ET0724,Yem SP Woreda,ET072401,,<Null>,,2019/08/19,2020/10/08,,37.48841785200,7.81254420700
Ethiopia,ET,Amhara,ET03,West Gojam,ET0307,Yilmana Densa,ET030703,,<Null>,,2019/08/19,2020/10/08,,37.40242333300,11.22881945600
Ethiopia,ET,SNNP,ET07,Gedeo,ET0705,Yirgachefe,ET070502,,<Null>,,2019/08/19,2020/10/08,,38.24370448400,6.16769894300
Ethiopia,ET,SNNP,ET07,Gedeo,ET0705,Yirgachefe town,ET070512,,<Null>,,2019/08/19,2020/10/08,,38.20350763800,6.15891324500
Ethiopia,ET,Sidama,ET16,Sidama,ET1600,Yirgalem town,ET160020,,<Null>,,2019/08/19,2020/10/08,,38.38678754000,6.74218773600
Ethiopia,ET,Somali,ET05,Jarar,ET0503,Yocale,ET050382,,<Null>,,2019/08/19,2020/10/08,,43.80986216100,8.42449498200
Ethiopia,ET,Oromia,ET04,West Wellega,ET0401,Yubdo,ET040112,,<Null>,,2019/08/19,2020/10/08,,35.45758664100,8.97353703900
Ethiopia,ET,SNNP,ET07,Dawuro,ET0717,Zabagazo,ET071710,,<Null>,,2019/08/19,2020/10/08,,37.37685236200,7.10309008300
Ethiopia,ET,SNNP,ET07,Gofa,ET0715,Zala,ET071503,,<Null>,,2019/08/19,2020/10/08,,37.08350880600,6.29100426400
Ethiopia,ET,Tigray,ET01,Eastern,ET0103,Zala Anbesa town,ET010318,,<Null>,,2019/08/19,2020/10/08,,39.38688758000,14.52458972200
Ethiopia,ET,Tigray,ET01,North Western,ET0101,Zana,ET010103,,<Null>,,2019/08/19,2020/10/08,,38.43809944800,13.86943701700
Ethiopia,ET,Tigray,ET01,Southern,ET0104,Zata,ET010413,,<Null>,,2019/08/19,2020/10/08,,39.28905563100,12.52663639300
Ethiopia,ET,Benishangul Gumz,ET06,Kemashi,ET0604,Zayi,ET060401,,<Null>,,2019/08/19,2020/10/08,,35.93545732700,9.95720831400
Ethiopia,ET,Amhara,ET03,Wag Hamra,ET0308,Zequala,ET030801,,<Null>,,2019/08/19,2020/10/08,,38.57570494800,12.69051422300
Ethiopia,ET,Amhara,ET03,Awi,ET0309,Zigem,ET030997,,<Null>,,2019/08/19,2020/10/08,,36.49245256200,10.71203375200
Ethiopia,ET,Oromia,ET04,Arsi,ET0408,Ziway Dugda,ET040806,,<Null>,,2019/08/19,2020/10/08,,38.97518439800,8.00915614700
