country,state,county,lat,lng,type,measure,beds,population,year,source,source_url
SE,E,,58.3454,15.5198,ICU,1000HAB,0.06716,461583,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,E,,58.3454,15.5198,TOTAL,1000HAB,2.0,457496,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
SE,F,,57.3708,14.3439,ICU,1000HAB,0.041571,360825,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,F,,57.3708,14.3439,TOTAL,1000HAB,2.0,357237,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
SE,G,,56.7183,14.4115,ICU,1000HAB,0.040023,199886,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,G,,56.7183,14.4115,TOTAL,1000HAB,2.4,197519,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
SE,H,,57.235,16.1849,ICU,1000HAB,0.049046,244670,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,H,,57.235,16.1849,TOTAL,1000HAB,2.3,243536,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
SE,I,,57.4684,18.4867,ICU,1000HAB,0.08439,59249,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,I,,57.4684,18.4867,TOTAL,1000HAB,2.6,58595,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
SE,K,,56.2784,15.018,ICU,1000HAB,0.056361,159684,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,K,,56.2784,15.018,TOTAL,1000HAB,2.3,159371,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
SE,M,,55.9903,13.5958,ICU,1000HAB,0.049192,1362000,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,M,,55.9903,13.5958,TOTAL,1000HAB,2.1,1345000,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
SE,N,,56.8967,12.8034,ICU,1000HAB,0.039471,329352,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,N,,56.8967,12.8034,TOTAL,1000HAB,1.8,324825,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
SE,O,,58.2528,13.0596,ICU,1000HAB,0.030409,1710000,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,O,,58.2528,13.0596,TOTAL,1000HAB,2.1,1691000,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
SE,S,,59.7294,13.2354,ICU,1000HAB,0.049737,281482,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,S,,59.7294,13.2354,TOTAL,1000HAB,2.3,280399,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
SE,T,,59.535,15.0066,ICU,1000HAB,0.059553,302252,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,T,,59.535,15.0066,TOTAL,1000HAB,2.1,298907,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
SE,U,,59.6714,16.2159,ICU,1000HAB,0.029205,273929,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,U,,59.6714,16.2159,TOTAL,1000HAB,2.2,271095,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
SE,W,,61.0917,14.6664,ICU,1000HAB,0.045266,287191,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,W,,61.0917,14.6664,TOTAL,1000HAB,2.1,286165,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
SE,X,,61.3012,16.1534,ICU,1000HAB,0.048858,286547,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,X,,61.3012,16.1534,TOTAL,1000HAB,1.9,285637,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
SE,Y,,63.4276,17.7292,ICU,1000HAB,0.052963,245453,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,Y,,63.4276,17.7292,TOTAL,1000HAB,2.5,245968,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
SE,Z,,63.1712,14.9592,ICU,1000HAB,0.05373,130280,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,Z,,63.1712,14.9592,TOTAL,1000HAB,2.1,129806,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
